
[00:00:00.000 --> 00:00:04.000]  我們繼續一起思想聖經給我們的說話
[00:00:04.000 --> 00:00:09.000]  大家知道我們這段時間在思想神對教會的託付
[00:00:09.000 --> 00:00:12.000]  對你對我的託付
[00:00:12.000 --> 00:00:15.000]  上個主日大家記得我們提到
[00:00:15.000 --> 00:00:22.000]  在哥倫多提摩太的後書第二章一到十三節的時候
[00:00:22.000 --> 00:00:26.000]  我們就講述到主給我們的託付
[00:00:26.000 --> 00:00:32.000]  你記得我們提到當我們想回主耶穌在登山寶訓所講的說話
[00:00:32.000 --> 00:00:38.000]  主就說你們哪一個是遵從我的誡命
[00:00:38.000 --> 00:00:41.000]  有教導別人遵從的
[00:00:41.000 --> 00:00:45.000]  只能在天國裡是最大的
[00:00:45.000 --> 00:00:51.000]  神對我們的心意是我們自己去誠實地遵行神的道
[00:00:51.000 --> 00:00:53.000]  有教導別人遵行
[00:00:53.000 --> 00:00:57.000]  這個是你和我的託付
[00:00:57.000 --> 00:00:59.000]  是教會的託付
[00:00:59.000 --> 00:01:02.000]  到了今天讓我們再思想到一段經文
[00:01:02.000 --> 00:01:05.000]  在二章第十四節
[00:01:05.000 --> 00:01:08.000]  經文再進一步告訴我們
[00:01:08.000 --> 00:01:10.000]  我們要去好警覺
[00:01:10.000 --> 00:01:13.000]  有一些偏差的道理
[00:01:13.000 --> 00:01:16.000]  要小心不要跌入這些錯誤
[00:01:16.000 --> 00:01:20.000]  同時保守自己可以遠離不義的事情
[00:01:20.000 --> 00:01:24.000]  按著神給我們的真道遠離不義的事情
[00:01:24.000 --> 00:01:28.000]  可以做神的貴重器皿
[00:01:28.000 --> 00:01:32.000]  我們今天一齊去稍稍思想這段經文
[00:01:32.000 --> 00:01:34.000]  再進一步給我們的勉勵
[00:01:34.000 --> 00:01:38.000]  大家再看聖經提到的後書第二章
[00:01:38.000 --> 00:01:40.000]  當你讀到十四節之後
[00:01:40.000 --> 00:01:48.000]  你發覺聖經提到當時有很多是一些偏差了的道理
[00:01:48.000 --> 00:01:51.000]  所以你留意到在聖經的第十六節
[00:01:51.000 --> 00:01:55.000]  提到有世俗的空談
[00:01:55.000 --> 00:02:01.000]  這些世俗的空談會引人進到不敬虔的地步
[00:02:01.000 --> 00:02:03.000]  然後再讀到第十八節的時候
[00:02:03.000 --> 00:02:07.000]  才有提及到有些人偏離了真道
[00:02:07.000 --> 00:02:10.000]  說復活的事已經過去了
[00:02:10.000 --> 00:02:12.000]  不再有復活的事實
[00:02:12.000 --> 00:02:16.000]  於是就毀壞了很多人的信心
[00:02:16.000 --> 00:02:18.000]  在當時的社會
[00:02:18.000 --> 00:02:22.000]  當時的教會有一些錯謬的道理
[00:02:22.000 --> 00:02:27.000]  而有很多信徒竟然接受了神的道
[00:02:27.000 --> 00:02:30.000]  聖經提到有世俗的空談
[00:02:30.000 --> 00:02:33.000]  如果你看回聖經後面的提多書的時候
[00:02:33.000 --> 00:02:36.000]  都有提及空談的事情
[00:02:36.000 --> 00:02:38.000]  但當中特別提及的是當時的人
[00:02:38.000 --> 00:02:43.000]  會容易將他們的注意放在一些家譜上
[00:02:43.000 --> 00:02:47.000]  將注意放在誰生誰 誰生誰
[00:02:47.000 --> 00:02:49.000]  現役是屬於誰
[00:02:49.000 --> 00:02:52.000]  一直在考究那些家譜
[00:02:52.000 --> 00:02:58.000]  又或者他們都會將注意放在一些律法的細節上
[00:02:58.000 --> 00:03:01.000]  因為律法而產生很多的爭競
[00:03:01.000 --> 00:03:08.000]  聖經提到會將焦點集中在辯論一些表面文字的意義
[00:03:08.000 --> 00:03:11.000]  又或者在這些辯論裏面
[00:03:11.000 --> 00:03:13.000]  引發了很多不同的紛爭
[00:03:13.000 --> 00:03:15.000]  很多的爭拗
[00:03:15.000 --> 00:03:20.000]  但這些事情對經前的真理是沒有幫助的
[00:03:20.000 --> 00:03:28.000]  但就是將注意精神集中在世俗的空談上
[00:03:28.000 --> 00:03:30.000]  當然也有一些人特別教導到
[00:03:30.000 --> 00:03:32.000]  復活的事情已經過去了
[00:03:32.000 --> 00:03:34.000]  意味著他們講述到
[00:03:34.000 --> 00:03:38.000]  沒錯有復活不過是在講述屬靈的復活
[00:03:38.000 --> 00:03:42.000]  信耶穌的時候生命復生了
[00:03:42.000 --> 00:03:46.000]  但不要期望有身體的復活
[00:03:46.000 --> 00:03:49.000]  他們認為沒有身體復活的這回事
[00:03:49.000 --> 00:03:52.000]  因此很多人對前面沒有了一種盼望
[00:03:52.000 --> 00:03:56.000]  聖經所說敗壞了很多人的信心
[00:03:56.000 --> 00:03:58.000]  這些偏差了的道理
[00:03:58.000 --> 00:04:01.000]  不單止是錯的道理
[00:04:01.000 --> 00:04:08.000]  而且同時會將一種不敬虔的生活帶進教徒的生活裏面
[00:04:08.000 --> 00:04:13.000]  常常都是真實的真理帶來敬虔生命
[00:04:13.000 --> 00:04:19.000]  偏差的道理一定帶來了有敗壞不敬虔的生命
[00:04:19.000 --> 00:04:22.000]  那種關係是很真實的
[00:04:22.000 --> 00:04:24.000]  或者我們也想起
[00:04:24.000 --> 00:04:26.000]  其實我們今天在我們所身處的社會
[00:04:26.000 --> 00:04:28.000]  身處的時代
[00:04:28.000 --> 00:04:30.000]  同樣有很多偏差了的道理
[00:04:30.000 --> 00:04:33.000]  是我們需要常常警覺的
[00:04:33.000 --> 00:04:35.000]  我簡單提幾件事情
[00:04:35.000 --> 00:04:40.000]  就是大家會聽過有關於所謂成功神學
[00:04:40.000 --> 00:04:43.000]  有些教會教導成功神學
[00:04:43.000 --> 00:04:45.000]  是告訴你
[00:04:45.000 --> 00:04:46.000]  你信耶穌的
[00:04:46.000 --> 00:04:48.000]  上帝一定賜福給你
[00:04:48.000 --> 00:04:50.000]  一定讓你發達
[00:04:50.000 --> 00:04:52.000]  你會有錢
[00:04:52.000 --> 00:04:54.000]  有健康
[00:04:54.000 --> 00:04:56.000]  如果你說我沒有
[00:04:56.000 --> 00:04:58.000]  是因為你沒有信心
[00:04:58.000 --> 00:05:00.000]  只要你有信心
[00:05:00.000 --> 00:05:01.000]  你一定會富貴
[00:05:01.000 --> 00:05:04.000]  一定可以平安無病
[00:05:04.000 --> 00:05:08.000]  這些教導一方面帶來了很大的吸引
[00:05:08.000 --> 00:05:11.000]  但另一方面也帶來了很多的疑惑
[00:05:11.000 --> 00:05:15.000]  很多人會覺得我現在不是富足
[00:05:15.000 --> 00:05:17.000]  是不是神現在厭棄我
[00:05:17.000 --> 00:05:18.000]  是不是我犯罪
[00:05:18.000 --> 00:05:20.000]  所以這樣
[00:05:20.000 --> 00:05:22.000]  帶來了很多的疑惑
