
[00:00:00.000 --> 00:00:08.000]  今天我們在這裡慶祝建道神學院百周年紀念
[00:00:08.000 --> 00:00:14.000]  今晚我們在這裡慶祝建道神樂院一百周年紀念
[00:00:14.000 --> 00:00:20.000]  我們的心中充滿了感謝讚美對我們的天賦
[00:00:20.000 --> 00:00:25.000]  我們心裡面實在是充滿感恩,特別是對我們的天賦
[00:00:25.000 --> 00:00:33.000]  一間神學院有一百年的歷史,這是很少有的事
[00:00:33.000 --> 00:00:38.000]  一間神樂院能夠有一百年的歷史,實在是非常難得
[00:00:38.000 --> 00:00:45.000]  在這過去的一百年裡面,神的恩典真是非常豐富而奇妙
[00:00:45.000 --> 00:00:50.000]  在過去一百年裡面,神的恩典實在是非常豐富和奇妙
[00:00:50.000 --> 00:00:54.000]  有很好的開始
[00:00:54.000 --> 00:00:58.000]  而且今天更加發揚光大
[00:00:58.000 --> 00:01:01.000]  更加今天能夠發揚光大
[00:01:01.000 --> 00:01:06.000]  我們為這一切的恩典滿心的感謝讚美神
[00:01:06.000 --> 00:01:10.000]  我們為這一切的恩典滿心感謝我們的神
[00:01:10.000 --> 00:01:15.000]  今天我們要有一點屬靈的歷史感
[00:01:15.000 --> 00:01:19.000]  今天我們要有一些屬靈的歷史感
[00:01:19.000 --> 00:01:23.000]  在舊約裡面有很強的歷史感
[00:01:23.000 --> 00:01:26.000]  在舊約裡面有很強的歷史感
[00:01:26.000 --> 00:01:32.000]  當一些很有價值很重要的事發生的時候
[00:01:32.000 --> 00:01:36.000]  當一些很有意思很有價值的事情發生的時候
[00:01:36.000 --> 00:01:39.000]  當一些很有意思很有價值的事情發生的時候
[00:01:39.000 --> 00:01:42.000]  有三種紀念的方式
[00:01:42.000 --> 00:01:49.000]  第一種就是跟在那個事情發生的地方起一個新的名字
[00:01:49.000 --> 00:01:54.000]  第二種就是跟在那個事情發生的地方起一個新的名字
[00:01:54.000 --> 00:01:59.000]  這個新的名字來表達這件事的重要價值
[00:01:59.000 --> 00:02:03.000]  這個新的名字代表這件事的價值
[00:02:03.000 --> 00:02:11.000]  第二種方式就是在事情發生的地點建立一個石碑
[00:02:11.000 --> 00:02:18.000]  另外一個就是在發生這件事的地點起一個石碑
[00:02:18.000 --> 00:02:22.000]  來讓後代長久的紀念
[00:02:22.000 --> 00:02:25.000]  讓後代長久的能夠紀念
[00:02:25.000 --> 00:02:28.000]  也長久的從這件事學功課
[00:02:28.000 --> 00:02:31.000]  也長久的從這件事學寶貴的功課
[00:02:31.000 --> 00:02:35.000]  第三種的方式就是立一個祭壇
[00:02:35.000 --> 00:02:38.000]  第三個方法就是立一個祭壇
[00:02:38.000 --> 00:02:43.000]  將一切注意的焦點放在神的身上
[00:02:43.000 --> 00:02:47.000]  將一切注意的焦點放在神的身上
[00:02:47.000 --> 00:02:52.000]  這三種方式在舊約裏面有很多很多的例子
[00:02:52.000 --> 00:02:56.000]  這三種方式在舊約聖經裏面我們看到很多很多的例子
[00:02:56.000 --> 00:03:03.000]  都是很有意義很值得我們今天仍然紀念的事情發生
[00:03:03.000 --> 00:03:07.000]  都是很有意義也好我們今天值得紀念的事跡
[00:03:07.000 --> 00:03:11.000]  在聖約裏面也有這種歷史感
[00:03:11.000 --> 00:03:14.000]  在新約裏面我們也有同樣的歷史感
[00:03:14.000 --> 00:03:18.000]  剛才畢牧師讀的經文已經給我們看見了
[00:03:18.000 --> 00:03:21.000]  剛才畢牧師讀的經文我們已經看見了
[00:03:21.000 --> 00:03:24.000]  許伯來書第十三章的七節
[00:03:24.000 --> 00:03:31.000]  要我們紀念過去引導我們做我們榜樣的人
[00:03:31.000 --> 00:03:33.000]  希伯來書第十三章第七節
[00:03:33.000 --> 00:03:38.000]  要我們紀念過去引導我們做我們榜樣的人
[00:03:38.000 --> 00:03:40.000]  向他們學習
[00:03:40.000 --> 00:03:41.000]  向他們學習
[00:03:41.000 --> 00:03:43.000]  走在他們的腳踵上
[00:03:43.000 --> 00:03:45.000]  走在他們的腳踵上
[00:03:45.000 --> 00:03:50.000]  我們從舊約來舉幾個例子來看
[00:03:50.000 --> 00:03:53.000]  我們今天從舊約舉幾個例子來看
[00:03:53.000 --> 00:03:59.000]  然後從見到歷史的先賢身上來學功課
[00:03:59.000 --> 00:04:04.000]  然後我們在見到過去的先賢來學一些寶貴的功課
[00:04:04.000 --> 00:04:09.000]  在舊約我們首先就想到創世記第二十二章
[00:04:09.000 --> 00:04:15.000]  在創世記我們想到一段經文就是創世記第二十二章
[00:04:15.000 --> 00:04:16.000]  十四節
[00:04:16.000 --> 00:04:17.000]  第十四節
[00:04:17.000 --> 00:04:23.000]  在那裏提到亞伯拉罕將他的獨生子以撒獻給神
[00:04:23.000 --> 00:04:28.000]  在那裏提到亞伯拉罕將他的獨生子以撒獻給神
[00:04:28.000 --> 00:04:32.000]  這是一件非常動人的事
[00:04:32.000 --> 00:04:34.000]  這是一件非常動人的事
[00:04:34.000 --> 00:04:39.000]  這是對神的愛的一個高峰的表達
[00:04:39.000 --> 00:04:42.000]  這是對神的愛的一個高峰的表達
[00:04:42.000 --> 00:04:50.000]  亞伯拉罕就在那裏給那個地方起了一個新的名字
[00:04:50.000 --> 00:04:53.000]  亞伯拉罕就為那個地方起了一個新的名字
[00:04:53.000 --> 00:04:57.000]  耶和華已立
[00:04:57.000 --> 00:05:01.000]  神必預備
[00:05:01.000 --> 00:05:06.000]  我們看見在這件事裏值得我們學習的是什麼呢?
[00:05:06.000 --> 00:05:09.000]  我們看見在這件事裏值得我們學習的是什麼呢?
[00:05:09.000 --> 00:05:15.000]  我們學習亞伯拉罕愛神
[00:05:15.000 --> 00:05:20.000]  這件事神永遠紀念
[00:05:20.000 --> 00:05:27.000]  而且這件事也是神將他的獨生子賜給世人的一個美麗的圖畫
[00:05:27.000 --> 00:05:33.000]  神賜耶穌基督給我們一個儒表、一個美麗的圖畫
[00:05:33.000 --> 00:05:38.000]  神為亞伯拉罕預備了
[00:05:38.000 --> 00:05:45.000]  讓他成為一個將來神的作為的一個圖畫
[00:05:45.000 --> 00:05:51.000]  讓我們看見神將來要成全的計劃的一個圖畫
[00:05:51.000 --> 00:05:55.000]  愛神的人要得到神最好的預備
[00:05:55.000 --> 00:05:58.000]  愛神的人要得到神最好的預備
[00:05:58.000 --> 00:06:01.000]  我們想到保羅所說的
[00:06:01.000 --> 00:06:04.000]  哥倫多前書第二章
[00:06:04.000 --> 00:06:09.000]  神為愛他的人所預備的
[00:06:09.000 --> 00:06:14.000]  是眼睛未曾見過
[00:06:14.000 --> 00:06:17.000]  耳朵未曾聽過
[00:06:17.000 --> 00:06:22.000]  人心也未曾想過
[00:06:22.000 --> 00:06:27.000]  所以一個人愛神不會落空
[00:06:27.000 --> 00:06:34.000]  神永遠紀念恩代
[00:06:34.000 --> 00:06:47.000]  我們從耶和華伊勒這個名字學了很寶貴的功課
[00:06:47.000 --> 00:06:52.000]  我們又想到在創世記32章
[00:06:52.000 --> 00:06:58.000]  創世記第32章第30節
[00:06:58.000 --> 00:07:05.000]  我們在這裡看見雅各在亞伯渡口的經歷
[00:07:05.000 --> 00:07:10.000]  我們看見雅各在亞伯渡口的一個經歷
[00:07:10.000 --> 00:07:14.000]  他在那裡與神的使者摔跤
[00:07:14.000 --> 00:07:18.000]  他在那裡與神的使者摔跤
[00:07:18.000 --> 00:07:20.000]  他說了一句話
[00:07:20.000 --> 00:07:24.000]  「你如果不給我祝福,我就不放你去」
[00:07:24.000 --> 00:07:27.000]  「你不給我祝福,我就不用你去」
[00:07:27.000 --> 00:07:30.000]  他緊緊地抓住神的使者
[00:07:30.000 --> 00:07:35.000]  他尋求、祈求神的祝福
[00:07:35.000 --> 00:07:38.000]  他緊緊抓住神的使者
[00:07:38.000 --> 00:07:41.000]  誠心地去追求神的祝福
[00:07:41.000 --> 00:07:47.000]  我們看見這個地方是雅各的靈性轉捩點
[00:07:47.000 --> 00:07:51.000]  我們看見這裡是雅各靈性的一個重要轉捩點
[00:07:51.000 --> 00:07:54.000]  他過去抓是抓物質的好處
[00:07:54.000 --> 00:07:58.000]  這個轉捩點不是他抓住物質的東西
[00:07:58.000 --> 00:08:01.000]  他過去是抓物質的好處
[00:08:01.000 --> 00:08:04.000]  過去他只是抓住物質的好處
[00:08:04.000 --> 00:08:07.000]  他的名字就是抓雅各
[00:08:07.000 --> 00:08:11.000]  雅各的名字的意思就是抓住的意思
[00:08:11.000 --> 00:08:15.000]  但是在這個地方他有了一個轉機
[00:08:15.000 --> 00:08:17.000]  在這個地方我們看見雅各的轉機
[00:08:17.000 --> 00:08:19.000]  他現在要抓神的祝福
[00:08:19.000 --> 00:08:22.000]  他現在要抓住神的祝福
[00:08:22.000 --> 00:08:25.000]  他見了神的面
[00:08:25.000 --> 00:08:27.000]  他見了神的面
[00:08:27.000 --> 00:08:31.000]  所以他在那裡起了一個名字叫「彼努伊勒」
[00:08:31.000 --> 00:08:34.000]  就是神的面的意思
[00:08:34.000 --> 00:08:38.000]  他見了神的面他就有了極大的改變
[00:08:38.000 --> 00:08:41.000]  他見了神的面之後他就有了極大的改變
[00:08:41.000 --> 00:08:43.000]  就好像英文說的
[00:08:43.000 --> 00:08:46.000]  Living encounter with God
[00:08:46.000 --> 00:08:48.000]  與神相遇
[00:08:48.000 --> 00:08:52.000]  產生人生的徹底的改變
[00:08:52.000 --> 00:08:54.000]  就好像英文的一句話
[00:08:54.000 --> 00:08:56.000]  Living encounter with God
[00:08:56.000 --> 00:08:59.000]  就是與神活生生的一個相會
[00:08:59.000 --> 00:09:04.000]  就是與神活生生的一個相會
[00:09:04.000 --> 00:09:08.000]  他的人生的價值觀徹底改變
[00:09:08.000 --> 00:09:13.000]  他的人生的觀點徹底的改變
[00:09:13.000 --> 00:09:15.000]  價值觀徹底的改變
[00:09:15.000 --> 00:09:21.000]  這是雅各人生裡面一個非常重要的轉機
[00:09:21.000 --> 00:09:24.000]  這是雅各人生裡面一個非常重要的轉機
[00:09:24.000 --> 00:09:28.000]  值得紀念,值得我們注意
[00:09:28.000 --> 00:09:30.000]  值得紀念,值得我們注意
[00:09:30.000 --> 00:09:36.000]  神也要在我們每一個人的人生裡面
[00:09:36.000 --> 00:09:39.000]  有這樣的一個轉捩點
[00:09:39.000 --> 00:09:41.000]  神也要在我們每一個人的生命裡面
[00:09:41.000 --> 00:09:44.000]  看到一個重要的轉捩點
[00:09:44.000 --> 00:09:49.000]  神啊,如果你不給我你的祝福,我不停止
[00:09:49.000 --> 00:09:50.000]  我們向神說
[00:09:50.000 --> 00:09:53.000]  神啊,如果你不給我們這樣的祝福,我就不停止
[00:09:53.000 --> 00:09:59.000]  這種重視神恩典祝福的心態非常的寶貴
[00:09:59.000 --> 00:10:03.000]  這種重視神恩典祝福的心態非常的寶貴
[00:10:03.000 --> 00:10:07.000]  雅各繼續抓
[00:10:07.000 --> 00:10:09.000]  雅各繼續抓住
[00:10:09.000 --> 00:10:11.000]  他這個抓沒有改變
[00:10:11.000 --> 00:10:13.000]  這個抓住是沒有改變
[00:10:13.000 --> 00:10:14.000]  但是內容改變了
[00:10:14.000 --> 00:10:15.000]  但是內容改變了
[00:10:15.000 --> 00:10:18.000]  有的人在獻身以前
[00:10:18.000 --> 00:10:20.000]  有的人在獻身之前
[00:10:20.000 --> 00:10:24.000]  有很大的志向
[00:10:24.000 --> 00:10:25.000]  有很大的志向
[00:10:25.000 --> 00:10:26.000]  要做大事
[00:10:26.000 --> 00:10:27.000]  要做大事
[00:10:27.000 --> 00:10:29.000]  但是奉獻以後呢
[00:10:29.000 --> 00:10:30.000]  奉獻了之後呢
[00:10:30.000 --> 00:10:31.000]  將那個大志放下了
[00:10:31.000 --> 00:10:33.000]  就將那個大志放下了
[00:10:33.000 --> 00:10:34.000]  不應該有大志
[00:10:34.000 --> 00:10:35.000]  不應該有大志
[00:10:35.000 --> 00:10:39.000]  結果在屬靈的世上也沒有大志了
[00:10:39.000 --> 00:10:42.000]  結果在屬靈的世上也沒有大志
[00:10:42.000 --> 00:10:45.000]  變成一個沒有多少用的人
[00:10:45.000 --> 00:10:47.000]  變成一個沒有什麼用的人
[00:10:47.000 --> 00:10:49.000]  這是一個錯誤的改變
[00:10:49.000 --> 00:10:50.000]  這是一個錯誤的改變
[00:10:50.000 --> 00:10:54.000]  原來為自己的事業有大志
[00:10:54.000 --> 00:10:57.000]  原來我們為我們的事業有大志
[00:10:57.000 --> 00:11:00.000]  在基督裡面獻身以後
[00:11:00.000 --> 00:11:04.000]  為了基督的國度仍然有大志
[00:11:04.000 --> 00:11:07.000]  在基督裡面為基督獻身之後呢
[00:11:07.000 --> 00:11:09.000]  我們仍然有大志
[00:11:09.000 --> 00:11:11.000]  我們希望見到神先
[00:11:11.000 --> 00:11:15.000]  繼續地產生有屬靈大志的人
[00:11:15.000 --> 00:11:16.000]  我們盼望見到神後
[00:11:16.000 --> 00:11:22.000]  繼續地有屬靈大志的人出來
[00:11:22.000 --> 00:11:27.000]  所以彼羅伊勒這個地方的經歷
