
[00:00:00.000 --> 00:00:06.000]  我大概在十多年前都公開講過幾次傳道書的信息
[00:00:06.000 --> 00:00:08.800]  又弄了錄音帶
[00:00:08.800 --> 00:00:11.440]  現在再去重新研究的時候
[00:00:11.440 --> 00:00:13.440]  就想不跟以前的說法
[00:00:13.440 --> 00:00:17.360]  但很多東西因為同一個書卷同一本聖經
[00:00:17.360 --> 00:00:22.320]  又不可以說隨便亂講過另外一些的東西
[00:00:22.320 --> 00:00:25.120]  所以也都希望可以有突破
[00:00:25.120 --> 00:00:28.080]  所以在預備的過程裏面都是不容易
[00:00:28.080 --> 00:00:33.360]  當然會有一些東西是以前曾經講過的
[00:00:33.360 --> 00:00:37.840]  不過整理的方式和現在的領袖經過十多年
[00:00:37.840 --> 00:00:40.960]  傳道書應該是給老人家看的
[00:00:40.960 --> 00:00:46.000]  老了十多年都明白多了很多
[00:00:46.000 --> 00:00:49.360]  這三晚希望大家
[00:00:49.360 --> 00:00:54.240]  第一就是既然傳道書是這三晚的主題
[00:00:54.240 --> 00:00:56.560]  我們會集中在傳道書裏面研究
[00:00:56.560 --> 00:01:02.960]  當然有些資料和真理都要在傳道書以外補充
[00:01:02.960 --> 00:01:04.560]  尤其是明天和後天
[00:01:04.560 --> 00:01:06.480]  因為傳道書是在聖經裏面
[00:01:06.480 --> 00:01:10.400]  一個角度去看我們屬靈的生命和人生
[00:01:10.400 --> 00:01:14.000]  但不等於整個聖經全部都講了
[00:01:14.000 --> 00:01:17.760]  所以我們希望一個全面的培靈會
[00:01:17.760 --> 00:01:22.160]  但我們仍然以傳道書作為核心研究的課題
[00:01:22.160 --> 00:01:29.040]  我希望在這個培靈會裏面得到很多領袖
[00:01:29.040 --> 00:01:31.520]  而不是等待我跟大家講
[00:01:31.520 --> 00:01:35.440]  當然我會盡力在神面前領袖
[00:01:35.440 --> 00:01:39.440]  盡力講清楚和我所知道的會講給大家聽
[00:01:39.440 --> 00:01:41.520]  最重要是聖經
[00:01:41.520 --> 00:01:45.520]  聖經才是屬靈的生命來源
[00:01:45.520 --> 00:01:46.960]  所以我鼓勵你
[00:01:46.960 --> 00:01:49.200]  如果你以前讀過也好
[00:01:49.200 --> 00:01:50.640]  未讀過傳道書也好
[00:01:50.640 --> 00:01:55.120]  這三晚至少到星期六晚之前
[00:01:55.120 --> 00:01:58.640]  將傳道書由頭到尾你自己讀一次
[00:01:58.640 --> 00:02:00.160]  其實也不是很長
[00:02:00.160 --> 00:02:01.200]  只有十二章
[00:02:01.200 --> 00:02:03.760]  而且這十二章的聖經有些很短
[00:02:03.760 --> 00:02:05.520]  第五到六章都很短
[00:02:05.520 --> 00:02:08.080]  所以是不難讀完的
[00:02:08.080 --> 00:02:10.640]  不過傳道書就較為有智慧的
[00:02:10.640 --> 00:02:12.080]  我們叫智慧文學
[00:02:12.080 --> 00:02:13.840]  讀下去的時候有些掉漆
[00:02:13.840 --> 00:02:17.680]  因為前後文的起承轉接
[00:02:17.680 --> 00:02:20.080]  就不像普通的書信那麼容易
[00:02:20.080 --> 00:02:21.520]  像普羅書信一樣
[00:02:21.520 --> 00:02:23.520]  一路講下去有邏輯
[00:02:23.520 --> 00:02:25.280]  沒有的有些是散句
[00:02:25.280 --> 00:02:27.520]  很多諺語式的說話
[00:02:27.520 --> 00:02:28.400]  不過不要緊
[00:02:28.400 --> 00:02:30.640]  明白多少不明白多少都不要緊
[00:02:30.640 --> 00:02:32.400]  我們就儘管去看
[00:02:32.400 --> 00:02:35.760]  儘管去欣賞裡面的字片語
[00:02:35.760 --> 00:02:38.080]  有時可能其中某一句說話
[00:02:38.080 --> 00:02:40.560]  是很深刻的影響你的人生
[00:02:40.560 --> 00:02:42.240]  因為這些濃縮的說話
[00:02:42.240 --> 00:02:45.360]  可能你整本書裡面記得兩句
[00:02:45.360 --> 00:02:47.200]  但那兩句可能影響你
[00:02:47.200 --> 00:02:49.520]  生命裡面很多的抉擇都未定
[00:02:49.520 --> 00:02:50.320]  我們不知道
[00:02:50.320 --> 00:02:52.480]  因為聖靈會透過神的話語
[00:02:52.480 --> 00:02:54.000]  祂自己去感動你
[00:02:54.000 --> 00:02:57.360]  所以我很希望大家在這三晚裡
[00:02:57.360 --> 00:03:00.720]  我們自己先看完傳道書
[00:03:00.720 --> 00:03:02.000]  我和大家講的時候
[00:03:02.000 --> 00:03:04.880]  亦都可以比較痛快一點
[00:03:04.880 --> 00:03:06.800]  這三晚的題目
[00:03:06.800 --> 00:03:08.480]  待會我們才慢慢再講
[00:03:08.480 --> 00:03:11.120]  我們也不要講太多零碎的事情
[00:03:11.120 --> 00:03:15.840]  總而言之傳道書是一本很特別的書
[00:03:15.840 --> 00:03:19.200]  我想大家就算你是基督徒
[00:03:19.200 --> 00:03:20.400]  你沒看過傳道書
[00:03:20.400 --> 00:03:22.000]  你都記得經常重複一句說話
[00:03:22.000 --> 00:03:24.320]  是甚麼?虛空的虛空
[00:03:24.320 --> 00:03:25.840]  一切都是虛空
[00:03:25.840 --> 00:03:27.760]  日光之下是沒有新事
[00:03:27.760 --> 00:03:29.920]  虛空這個字眼我相信
[00:03:29.920 --> 00:03:32.000]  一定在你的記憶當中
[00:03:32.000 --> 00:03:33.920]  就代表了傳道書的特色
[00:03:33.920 --> 00:03:36.320]  究竟傳道書是不是這樣
[00:03:36.320 --> 00:03:38.640]  究竟傳道書講的人生是怎樣呢
[00:03:38.640 --> 00:03:40.160]  我們一起祈禱
[00:03:40.160 --> 00:03:42.080]  我們求我們的主教我們
[00:03:42.080 --> 00:03:43.760]  我們主我們神
[00:03:43.760 --> 00:03:46.080]  我們感謝祢賜給我們有聖經
[00:03:46.080 --> 00:03:49.120]  特別是傳道書這個充滿人生的智慧
[00:03:49.120 --> 00:03:50.480]  對你也很深刻
[00:03:50.480 --> 00:03:52.000]  對世界也很深刻
[00:03:52.000 --> 00:03:54.800]  對人生也有很深刻體會的作品
[00:03:54.800 --> 00:03:58.480]  主啊我們懇求祢自己賜給我們有智慧
[00:03:58.480 --> 00:04:02.000]  聖靈眼祢清楚地提醒我們
[00:04:02.000 --> 00:04:04.240]  祢會帶我們進入真理的裡面
[00:04:04.240 --> 00:04:06.480]  主啊今天我們就傳一個開放的
[00:04:06.480 --> 00:04:08.720]  恭敬的等候的心
[00:04:08.720 --> 00:04:10.640]  等候祢自己帶領我們進入
[00:04:10.640 --> 00:04:13.520]  祢自己了解我們的智慧
[00:04:13.520 --> 00:04:15.280]  我們主每一個坐在這裏
[00:04:15.280 --> 00:04:17.040]  甚至是台上站在這裏的人
[00:04:17.040 --> 00:04:18.880]  都有不同的人生的體會
[00:04:18.880 --> 00:04:20.560]  不同的人生的際遇
[00:04:20.560 --> 00:04:21.840]  我們有我們的掙扎
[00:04:21.840 --> 00:04:23.120]  我們有我們的迷惘
[00:04:23.120 --> 00:04:25.200]  所以主啊我們今天晚上來到你面前
[00:04:25.200 --> 00:04:28.400]  想聽聽你教導我們怎樣面對
[00:04:28.400 --> 00:04:29.840]  怎樣去找出路
[00:04:29.840 --> 00:04:31.360]  主啊既然是這樣的時候
[00:04:31.360 --> 00:04:34.960]  求主祢的靈就按我們個別不同的人
[00:04:34.960 --> 00:04:37.840]  賜給我們有從你而來的答案
[00:04:37.840 --> 00:04:39.600]  和你自己的恩典
[00:04:39.600 --> 00:04:40.560]  幫助我們
[00:04:40.560 --> 00:04:42.880]  讓我們三晚不停留在頭腦上
[00:04:42.880 --> 00:04:43.920]  認識多了
[00:04:43.920 --> 00:04:47.040]  讓我們這三晚因為你自己的教導
[00:04:47.040 --> 00:04:48.880]  因為你自己的靈的感動
[00:04:48.880 --> 00:04:50.640]  我們生命有所扭轉
[00:04:50.640 --> 00:04:53.120]  甚至可能我們的方向也有所不同
[00:04:53.120 --> 00:04:55.280]  主啊求祢憐憫我們
[00:04:55.280 --> 00:04:58.800]  幫助講的人講出你自己的說話
[00:04:58.800 --> 00:05:01.760]  讓我們自己人生的體驗
[00:05:01.760 --> 00:05:04.800]  都能夠在屬靈的智慧更加不足
[00:05:04.800 --> 00:05:07.040]  主啊求祢加添我的力量
[00:05:07.040 --> 00:05:09.760]  讓我能夠講出你的說話的時候
[00:05:09.760 --> 00:05:11.520]  不阻礙你自己的恩典
[00:05:11.520 --> 00:05:13.040]  奉耶穌名祈禱
[00:05:13.040 --> 00:05:13.760]  阿們
[00:05:14.480 --> 00:05:15.760]  好 傳道書
[00:05:15.760 --> 00:05:20.160]  傳道書是一本在晚年寫的書
[00:05:20.160 --> 00:05:23.760]  肯定作者很明白人生很多的東西
[00:05:23.760 --> 00:05:26.080]  按照聖經裡面的提示
[00:05:26.080 --> 00:05:32.960]  是所羅門王經歷了人生的很多的享受
