
[00:00:00.000 --> 00:00:02.000]  宣道會有四重福音
[00:00:02.000 --> 00:00:07.000]  福音裏面有四種重要的內容
[00:00:07.000 --> 00:00:12.000]  2018年我們以基督是拯救的主為主題
[00:00:12.000 --> 00:00:21.000]  2019年我們以基督是使我們成聖的主為我們主要學習的方向
[00:00:21.000 --> 00:00:24.000]  希望今天藉著一段經文
[00:00:24.000 --> 00:00:26.000]  讓我們去思考
[00:00:26.000 --> 00:00:32.000]  究竟一個信耶穌的人和我們成聖或成長有什麼關係呢?
[00:00:32.000 --> 00:00:35.000]  救恩和成長有什麼關係呢?
[00:00:35.000 --> 00:00:38.000]  在這段經文裏面
[00:00:38.000 --> 00:00:40.000]  保羅一開始說
[00:00:40.000 --> 00:00:42.000]  我為你們而喜樂
[00:00:42.000 --> 00:00:45.000]  我心裏充滿喜樂
[00:00:45.000 --> 00:00:50.000]  保羅在這段書信裏面
[00:00:50.000 --> 00:00:53.000]  其實他沒有喜樂的理由
[00:00:53.000 --> 00:00:55.000]  也沒有喜樂的基礎
[00:00:55.000 --> 00:00:57.000]  就像我們一般人去說
[00:00:57.000 --> 00:00:59.000]  在新約聖經裏面有四本書
[00:00:59.000 --> 00:01:01.000]  叫做監獄書信
[00:01:01.000 --> 00:01:04.000]  就是保羅在坐牢時寫的書信
[00:01:04.000 --> 00:01:08.000]  保羅當時正是因為傳風的緣故
[00:01:08.000 --> 00:01:11.000]  他被捉拿
[00:01:11.000 --> 00:01:13.000]  然後被坐牢
[00:01:13.000 --> 00:01:16.000]  保羅在這裏為何喜樂呢?
[00:01:16.000 --> 00:01:21.000]  保羅其實之前是一個很好的環境
[00:01:21.000 --> 00:01:25.000]  很高學問,很有勢力的人
[00:01:25.000 --> 00:01:29.000]  他以逼迫基督徒為他的喜樂
[00:01:29.000 --> 00:01:31.000]  但是當在往大馬色路上
[00:01:31.000 --> 00:01:33.000]  耶穌向他顯現
[00:01:33.000 --> 00:01:36.000]  他整個人生有一個改變
[00:01:36.000 --> 00:01:41.000]  他再回想過去所作的種種惡事
[00:01:41.000 --> 00:01:43.000]  可以說到今天
[00:01:43.000 --> 00:01:45.000]  上帝竟然讓他有這個福分
[00:01:45.000 --> 00:01:48.000]  去將這個福音傳揚
[00:01:48.000 --> 00:01:51.000]  保羅覺得這是一個很大的恩典
[00:01:51.000 --> 00:01:53.000]  和一個很大的福氣
[00:01:53.000 --> 00:01:56.000]  所以他為此而喜樂
[00:01:56.000 --> 00:01:57.000]  另一方面
[00:01:57.000 --> 00:02:02.000]  保羅因為傳揚真理的緣故而坐牢
[00:02:02.000 --> 00:02:04.000]  其他人怎樣看呢?
[00:02:04.000 --> 00:02:07.000]  為何一個傳揚真理的人會坐牢呢?
[00:02:07.000 --> 00:02:13.000]  保羅要對自己的處境作一個解釋
[00:02:13.000 --> 00:02:15.000]  保羅說為何我坐牢呢?
[00:02:15.000 --> 00:02:16.000]  我是為了你們
[00:02:16.000 --> 00:02:18.000]  我是為了你們的緣故
[00:02:18.000 --> 00:02:21.000]  我才要受這些苦楚
[00:02:21.000 --> 00:02:23.000]  保羅繼續說
[00:02:23.000 --> 00:02:28.000]  我要在肉身上補滿基督患難的缺欠
[00:02:28.000 --> 00:02:33.000]  保羅的意思是要解釋一下
[00:02:33.000 --> 00:02:37.000]  甚麼是在肉身上補滿基督患難的缺欠呢?
[00:02:37.000 --> 00:02:40.000]  其實在耶穌的救恩事情上
[00:02:40.000 --> 00:02:41.000]  已經是圓滿的了
[00:02:41.000 --> 00:02:44.000]  上帝藉著耶穌的死
[00:02:44.000 --> 00:02:46.000]  被釘在十字架上
[00:02:46.000 --> 00:02:52.000]  讓我們得到和上帝同行的福分
[00:02:52.000 --> 00:02:55.000]  在耶穌被釘在十字架上
[00:02:55.000 --> 00:02:58.000]  拯救我們這個事實上
[00:02:58.000 --> 00:03:00.000]  是無所再加任何的
[00:03:00.000 --> 00:03:04.000]  也沒有虧欠任何的東西
[00:03:04.000 --> 00:03:06.000]  保羅在這裡是在說甚麼呢?
[00:03:06.000 --> 00:03:07.000]  其實他是在說
[00:03:07.000 --> 00:03:10.000]  當耶穌被釘在十字架上
[00:03:10.000 --> 00:03:12.000]  埋葬、受死
[00:03:12.000 --> 00:03:15.000]  接著受死、埋葬、復活之後
[00:03:15.000 --> 00:03:16.000]  聖靈降臨
[00:03:16.000 --> 00:03:17.000]  教會被建立
[00:03:17.000 --> 00:03:19.000]  信徒就將這個福音
[00:03:19.000 --> 00:03:21.000]  一路一路地去傳開
[00:03:21.000 --> 00:03:23.000]  在傳開的過程裡
[00:03:23.000 --> 00:03:26.000]  他們要面對很多的挑戰
[00:03:26.000 --> 00:03:27.000]  很多的迫害
[00:03:27.000 --> 00:03:29.000]  在這個過程裡面
[00:03:29.000 --> 00:03:32.000]  面對很多重重的艱難
[00:03:32.000 --> 00:03:34.000]  所以保羅是在說
[00:03:34.000 --> 00:03:36.000]  傳福音的過程
[00:03:36.000 --> 00:03:39.000]  要為主耶穌受苦的這件事情上
[00:03:39.000 --> 00:03:43.000]  他願意甘願承擔這個苦難
[00:03:43.000 --> 00:03:44.000]  所以保羅的意思是
[00:03:44.000 --> 00:03:45.000]  在肉身上
[00:03:45.000 --> 00:03:47.000]  飽滿基督患難的缺陷
[00:03:47.000 --> 00:03:48.000]  是這個意思
[00:03:48.000 --> 00:03:52.000]  我願意為著福音擴展的緣故
[00:03:52.000 --> 00:03:56.000]  去承受諸多的苦楚
[00:03:56.000 --> 00:03:58.000]  保羅在這裡說
[00:03:58.000 --> 00:04:00.000]  他自己的職份
[00:04:00.000 --> 00:04:02.000]  他是上帝的管家
[00:04:02.000 --> 00:04:06.000]  上帝揀選了他
[00:04:06.000 --> 00:04:08.000]  成為一個管家的職份
[00:04:08.000 --> 00:04:10.000]  管家的職份最主要是什麼呢
[00:04:10.000 --> 00:04:12.000]  就是主人說什麼
[00:04:12.000 --> 00:04:13.000]  我就去完成
[00:04:13.000 --> 00:04:17.000]  我不是整個家就算多漂亮都好
[00:04:17.000 --> 00:04:18.000]  都不是我擁有
[00:04:18.000 --> 00:04:19.000]  是上帝
[00:04:19.000 --> 00:04:20.000]  或者是主人
[00:04:20.000 --> 00:04:21.000]  主人叫我做的事
[00:04:21.000 --> 00:04:22.000]  我完成
[00:04:22.000 --> 00:04:23.000]  這個就是作為管家
[00:04:23.000 --> 00:04:25.000]  最重要的一個職份
[00:04:25.000 --> 00:04:26.000]  要做的事
[00:04:26.000 --> 00:04:27.000]  保羅很清楚知道
[00:04:27.000 --> 00:04:29.000]  上帝揀選他
[00:04:29.000 --> 00:04:31.000]  成為一個管家的身份
[00:04:31.000 --> 00:04:34.000]  上帝是要讓他成為
[00:04:34.000 --> 00:04:37.000]  傳福音的一個器皿
[00:04:37.000 --> 00:04:39.000]  要將福音去傳開
[00:04:39.000 --> 00:04:42.000]  將神的道去傳開
[00:04:42.000 --> 00:04:45.000]  保羅很清楚知道自己的職份
[00:04:45.000 --> 00:04:47.000]  保羅繼續說
[00:04:47.000 --> 00:04:49.000]  上帝揀選他
[00:04:49.000 --> 00:04:50.000]  是要將神的道
[00:04:50.000 --> 00:04:51.000]  即是福音去傳開
[00:04:51.000 --> 00:04:56.000]  那什麼是福音呢
[00:04:56.000 --> 00:04:57.000]  保羅再說
[00:04:57.000 --> 00:05:01.000]  這個福音其實是上帝的奧秘
[00:05:01.000 --> 00:05:03.000]  這是奧秘
[00:05:03.000 --> 00:05:06.000]  不過現在已經顯明了
[00:05:06.000 --> 00:05:09.000]  奧秘這個字可能是
[00:05:09.000 --> 00:05:13.000]  當時在哥羅西教會
[00:05:13.000 --> 00:05:15.000]  要面對的一班異端
[00:05:15.000 --> 00:05:17.000]  有一班人
[00:05:17.000 --> 00:05:20.000]  他們傳講一個錯誤的教訓
[00:05:20.000 --> 00:05:21.000]  就是說
[00:05:21.000 --> 00:05:23.000]  有一班人
[00:05:23.000 --> 00:05:24.000]  他們擁有
[00:05:24.000 --> 00:05:26.000]  或者知道一些很特別
[00:05:26.000 --> 00:05:28.000]  神秘的知識
[00:05:28.000 --> 00:05:30.000]  而這些人才可以得到救恩
[00:05:30.000 --> 00:05:32.000]  其他人是沒有救恩的
[00:05:32.000 --> 00:05:35.000]  其他人是不可以跟從上帝的
[00:05:35.000 --> 00:05:38.000]  所以很多時候在現在來說
[00:05:38.000 --> 00:05:39.000]  在異端裡面
[00:05:39.000 --> 00:05:41.000]  經常用奧秘這些字眼
[00:05:41.000 --> 00:05:43.000]  保羅可能借用了
[00:05:43.000 --> 00:05:44.000]  或者告訴他們
[00:05:44.000 --> 00:05:47.000]  你們經常去講奧秘
[00:05:47.000 --> 00:05:48.000]  現在我就告訴你
[00:05:48.000 --> 00:05:51.000]  什麼是神的奧秘
[00:05:51.000 --> 00:05:53.000]  保羅在這裡說
[00:05:53.000 --> 00:05:56.000]  神的奧秘就是耶穌
[00:05:56.000 --> 00:05:59.000]  被釘在十字架上的事實
[00:05:59.000 --> 00:06:03.000]  已經在耶穌身上顯明了出來
[00:06:03.000 --> 00:06:06.000]  歷世歷代的奧秘已經顯明了出來
[00:06:06.000 --> 00:06:08.000]  就是猶太人
[00:06:08.000 --> 00:06:09.000]  外邦人
[00:06:09.000 --> 00:06:12.000]  都一樣可以在耶穌裡面
[00:06:12.000 --> 00:06:15.000]  同得上帝給我們的福分
[00:06:15.000 --> 00:06:17.000]  用我們今天的說話去說
[00:06:17.000 --> 00:06:18.000]  神愛世人
[00:06:18.000 --> 00:06:20.000]  甚至將他的獨生子賜給他們
[00:06:20.000 --> 00:06:22.000]  下一句是什麼?
[00:06:22.000 --> 00:06:24.000]  叫一切盡他的
[00:06:24.000 --> 00:06:26.000]  不致滅亡反得永生
[00:06:26.000 --> 00:06:29.000]  是不是很簡單很基本的道理
[00:06:29.000 --> 00:06:31.000]  你應該回到教會
[00:06:31.000 --> 00:06:33.000]  一段回一兩次
[00:06:33.000 --> 00:06:35.000]  或者幾次有人跟你講過信仰
[00:06:35.000 --> 00:06:38.000]  你都應該知道這麼基本的道理
[00:06:38.000 --> 00:06:39.000]  不過
[00:06:39.000 --> 00:06:41.000]  這個我們今天來說
[00:06:41.000 --> 00:06:43.000]  所謂不正自明
[00:06:43.000 --> 00:06:45.000]  不用再多說的一些
[00:06:45.000 --> 00:06:46.000]  在當時是不是這樣呢?
[00:06:46.000 --> 00:06:47.000]  不是的
[00:06:47.000 --> 00:06:52.000]  在當時不是這麼多人
[00:06:52.000 --> 00:06:56.000]  認為是這麼簡單的道理
[00:06:56.000 --> 00:06:57.000]  在當時猶太人來說
