
[00:00:00.000 --> 00:00:04.000]  我們一起來思想神自己的說話
[00:00:04.000 --> 00:00:08.000]  請我們再次打開肥立比書第四章
[00:00:08.000 --> 00:00:11.000]  是今天我們思想的聖經
[00:00:11.000 --> 00:00:14.000]  在我們唐用聖經1766頁
[00:00:14.000 --> 00:00:18.000]  1766頁
[00:00:18.000 --> 00:00:22.000]  我們看肥立比書第四章一至九節
[00:00:22.000 --> 00:00:25.000]  剛才我們所讀的那段聖經
[00:00:25.000 --> 00:00:28.000]  肥立比書第九章或者肥立比書整卷書
[00:00:28.000 --> 00:00:31.000]  大家都知道是一卷充滿了
[00:00:31.000 --> 00:00:34.000]  很多次重複又重複的說起落
[00:00:34.000 --> 00:00:39.000]  保羅帶著一個很喜樂的心境
[00:00:39.000 --> 00:00:40.000]  來寫肥立比書
[00:00:40.000 --> 00:00:42.000]  當然大家也都知道
[00:00:42.000 --> 00:00:46.000]  保羅當時的處境是不能喜樂的
[00:00:46.000 --> 00:00:47.000]  因為他在坐牢
[00:00:47.000 --> 00:00:50.000]  按照人不可以喜樂
[00:00:50.000 --> 00:00:52.000]  但為什麼保羅可以喜樂
[00:00:52.000 --> 00:00:55.000]  在第四章最後做總結的時候
[00:00:55.000 --> 00:00:59.000]  他點出了肥立比書裡面
[00:00:59.000 --> 00:01:04.000]  最重要的兩個喜樂的源頭和原因
[00:01:04.000 --> 00:01:09.000]  第一節說到你們就是我的喜樂
[00:01:09.000 --> 00:01:11.000]  我的冠冕
[00:01:11.000 --> 00:01:14.000]  原來保羅在肥立比書裡面幾次都提到
[00:01:14.000 --> 00:01:16.000]  我想起你們的時候
[00:01:16.000 --> 00:01:18.000]  我心裡面就很滿足
[00:01:18.000 --> 00:01:21.000]  他和弟兄姊妹在團契當中
[00:01:21.000 --> 00:01:23.000]  得到真正的喜樂
[00:01:23.000 --> 00:01:25.000]  你又思念我
[00:01:25.000 --> 00:01:27.000]  我又關念你們的時候
[00:01:27.000 --> 00:01:28.000]  你就是我們的喜樂
[00:01:28.000 --> 00:01:32.000]  這是保羅第一個很獨特的原因
[00:01:32.000 --> 00:01:36.000]  在人的在團契的相遇裡面
[00:01:36.000 --> 00:01:39.000]  我們能夠得到一種滿足的喜樂
[00:01:39.000 --> 00:01:44.000]  第四節你們要靠主常常喜樂
[00:01:44.000 --> 00:01:46.000]  我再說你們要喜樂
[00:01:46.000 --> 00:01:47.000]  靠主就是人
[00:01:47.000 --> 00:01:50.000]  基督徒和神靠主
[00:01:50.000 --> 00:01:52.000]  和神建立一個關係之後
[00:01:52.000 --> 00:01:55.000]  得到一種與別不同的喜樂
[00:01:55.000 --> 00:01:57.000]  所以有兩個不同的方向
[00:01:57.000 --> 00:01:59.000]  靠主而喜樂
[00:01:59.000 --> 00:02:03.000]  在人當中付出他的愛和得到關懷
[00:02:03.000 --> 00:02:04.000]  得到真正的喜樂
[00:02:04.000 --> 00:02:06.000]  所以肥立比書提醒我們
[00:02:06.000 --> 00:02:10.000]  喜樂這兩樣東西才是真正喜樂的全源
[00:02:10.000 --> 00:02:13.000]  喜樂不是單單你自己買到便宜貨
[00:02:13.000 --> 00:02:14.000]  很高興
[00:02:14.000 --> 00:02:15.000]  這叫興奮
[00:02:15.000 --> 00:02:17.000]  不一定叫喜樂
[00:02:17.000 --> 00:02:20.000]  喜樂是兩個不同的源頭
[00:02:20.000 --> 00:02:22.000]  肥立比書教我們
[00:02:22.000 --> 00:02:25.000]  究竟怎樣才可以靠主
[00:02:25.000 --> 00:02:27.000]  怎樣可以和周圍的社會
[00:02:27.000 --> 00:02:29.000]  和我們周圍的弟兄姊妹一起
[00:02:29.000 --> 00:02:32.000]  得到與別不同的喜樂
[00:02:32.000 --> 00:02:35.000]  這段聖經會再多一點研究
[00:02:35.000 --> 00:02:38.000]  我們就會看到其中一些秘訣
[00:02:38.000 --> 00:02:39.000]  我們看看
[00:02:39.000 --> 00:02:42.000]  首先我們說怎樣可以靠主喜樂
[00:02:42.000 --> 00:02:43.000]  第四節之後
[00:02:43.000 --> 00:02:47.000]  第六和第七節就說了出來
[00:02:47.000 --> 00:02:49.000]  第六節和第七節說
[00:02:49.000 --> 00:02:50.000]  應當毫無憂慮
[00:02:50.000 --> 00:02:52.000]  只要凡事藉著禱告祈求
[00:02:52.000 --> 00:02:54.000]  帶著感恩的心
[00:02:54.000 --> 00:02:56.000]  把你們所要的高素神
[00:02:56.000 --> 00:02:59.000]  這讓神所持超過人能夠了解的平安
[00:02:59.000 --> 00:03:03.000]  必在基督耶穌裡保守你們的心事而念
[00:03:03.000 --> 00:03:06.000]  這兩節很寶貴的聖經提到
[00:03:06.000 --> 00:03:07.000]  怎樣可以靠主喜樂
[00:03:07.000 --> 00:03:09.000]  解釋下去就是
[00:03:09.000 --> 00:03:11.000]  我們靠著祈禱
[00:03:11.000 --> 00:03:13.000]  在禱告裡面做兩件事
[00:03:13.000 --> 00:03:17.000]  祈求和感謝
[00:03:17.000 --> 00:03:18.000]  禱告裡面有兩件事
[00:03:18.000 --> 00:03:20.000]  祈求和感謝
[00:03:20.000 --> 00:03:23.000]  要將你的事告訴神
[00:03:23.000 --> 00:03:25.000]  但要帶著感恩的心
[00:03:25.000 --> 00:03:27.000]  我知道頂展我聽過很多次
[00:03:27.000 --> 00:03:28.000]  這些很熟悉的
[00:03:28.000 --> 00:03:29.000]  我想和大家說
[00:03:29.000 --> 00:03:31.000]  其實如果你沒有深入地想的時候
[00:03:31.000 --> 00:03:32.000]  你不會看到
[00:03:32.000 --> 00:03:35.000]  其實當中有一些張力在
[00:03:35.000 --> 00:03:37.000]  一個基督徒來到神的面前
[00:03:37.000 --> 00:03:38.000]  祈求和感謝
[00:03:38.000 --> 00:03:41.000]  其實帶給他自己有時
[00:03:41.000 --> 00:03:44.000]  可能你也有一點陰影
[00:03:44.000 --> 00:03:46.000]  當我來到神的面前祈求的時候
[00:03:46.000 --> 00:03:47.000]  我們很多時候有陰影
[00:03:47.000 --> 00:03:49.000]  神也不知道想不想給我
[00:03:49.000 --> 00:03:50.000]  在計劃裡面
[00:03:50.000 --> 00:03:53.000]  於是祈求求下又不想求
[00:03:53.000 --> 00:03:55.000]  但這裡聖經告訴你
[00:03:55.000 --> 00:03:56.000]  其實很重要的
[00:03:56.000 --> 00:03:59.000]  我們記住祈禱一個很重要的原則
[00:03:59.000 --> 00:04:01.000]  就是我有雙重身份
[00:04:01.000 --> 00:04:02.000]  基督徒有雙重身份
[00:04:02.000 --> 00:04:04.000]  第一我是一個人
[00:04:04.000 --> 00:04:06.000]  第二我是神的兒女
[00:04:06.000 --> 00:04:07.000]  我是一個人
[00:04:07.000 --> 00:04:09.000]  所以我來到神的面前
[00:04:09.000 --> 00:04:11.000]  我面對一位無所不能的
[00:04:11.000 --> 00:04:13.000]  全能的神的時候
[00:04:13.000 --> 00:04:15.000]  為什麼我不求他
[00:04:15.000 --> 00:04:18.000]  你最愛的人病了
[00:04:18.000 --> 00:04:21.000]  你在神面前求他醫好的時候
[00:04:21.000 --> 00:04:23.000]  心裡想想神想不想醫他
[00:04:23.000 --> 00:04:25.000]  關你什麼事
[00:04:25.000 --> 00:04:27.000]  神怎麼做關你什麼事
[00:04:27.000 --> 00:04:29.000]  為什麼要猜他
[00:04:29.000 --> 00:04:30.000]  你猜不猜到
[00:04:30.000 --> 00:04:31.000]  你猜不到
[00:04:31.000 --> 00:04:34.000]  你問你心裡的感受
[00:04:34.000 --> 00:04:35.000]  你想不想我好起來
[00:04:35.000 --> 00:04:36.000]  當然想
[00:04:36.000 --> 00:04:37.000]  那就求
[00:04:37.000 --> 00:04:38.000]  你明白意思嗎
[00:04:38.000 --> 00:04:39.000]  那就求
[00:04:39.000 --> 00:04:40.000]  你不是網球
[00:04:40.000 --> 00:04:42.000]  大家知道我們今天不討論網球
[00:04:42.000 --> 00:04:45.000]  又是自私又貪婪犯罪那些
[00:04:45.000 --> 00:04:46.000]  求的當然不會神會聽
[00:04:46.000 --> 00:04:48.000]  但這些是正正當當的
[00:04:48.000 --> 00:04:50.000]  你失去了工作
[00:04:50.000 --> 00:04:51.000]  你去神面前
[00:04:51.000 --> 00:04:52.000]  神也不知道是不是想我沒工作
[00:04:52.000 --> 00:04:54.000]  所以我就不知道怎麼求
[00:04:54.000 --> 00:04:56.000]  求什麼你怎麼知道
[00:04:56.000 --> 00:04:58.000]  你問你自己你想不想做工
[00:04:58.000 --> 00:05:00.000]  想嘛就求
[00:05:00.000 --> 00:05:01.000]  你明白意思嗎
[00:05:01.000 --> 00:05:03.000]  這個就是
[00:05:03.000 --> 00:05:04.000]  普羅萬利
[00:05:04.000 --> 00:05:07.000]  我們儘管來到神的面前
[00:05:07.000 --> 00:05:08.000]  來求他
[00:05:08.000 --> 00:05:11.000]  帶著祈禱來告訴神
[00:05:11.000 --> 00:05:12.000]  告訴他
[00:05:12.000 --> 00:05:13.000]  所以其實我們是很幸福的
[00:05:13.000 --> 00:05:16.000]  我們有一位全能的神
[00:05:16.000 --> 00:05:18.000]  我們可以將我們所需要的
[00:05:18.000 --> 00:05:20.000]  帶到神面前
[00:05:20.000 --> 00:05:23.000]  傾心吐意的來告訴他
[00:05:23.000 --> 00:05:26.000]  求他在這件事上幫助我們
[00:05:26.000 --> 00:05:28.000]  去承傳我們
[00:05:28.000 --> 00:05:29.000]  去給我們
[00:05:29.000 --> 00:05:31.000]  這個是絕對是應該
[00:05:31.000 --> 00:05:33.000]  並且是很好的
[00:05:33.000 --> 00:05:35.000]  不過還有第二個身份
[00:05:35.000 --> 00:05:38.000]  就是因為我們是神的兒女
[00:05:38.000 --> 00:05:40.000]  所以我們知道神自己
[00:05:40.000 --> 00:05:43.000]  他自己有一個計劃當中
[00:05:43.000 --> 00:05:46.000]  他對我們的愛是不會改變的
[00:05:46.000 --> 00:05:48.000]  他是絕對慈愛的神
[00:05:48.000 --> 00:05:49.000]  他是不會搞錯的
[00:05:49.000 --> 00:05:52.000]  縱然我們求他的東西
[00:05:52.000 --> 00:05:54.000]  他最後沒有給我們
[00:05:54.000 --> 00:05:57.000]  但是我們不會懷疑他的愛
[00:05:57.000 --> 00:06:01.000]  我們仍然可以發出一個感恩的心來
[00:06:01.000 --> 00:06:02.000]  去多謝他
[00:06:02.000 --> 00:06:04.000]  甚至那件事沒有改變之前
[00:06:04.000 --> 00:06:05.000]  我求完之後
[00:06:05.000 --> 00:06:06.000]  我已經可以感謝神了
[00:06:06.000 --> 00:06:07.000]  我可以對神說
[00:06:07.000 --> 00:06:09.000]  神我知道
[00:06:09.000 --> 00:06:10.000]  祢是愛我
[00:06:10.000 --> 00:06:11.000]  我不會懷疑祢對我的愛
[00:06:11.000 --> 00:06:14.000]  祢一定將最好的給我
[00:06:14.000 --> 00:06:16.000]  祢不會搞錯的
[00:06:16.000 --> 00:06:18.000]  我就心裏面很安心
[00:06:18.000 --> 00:06:19.000]  很平安的
[00:06:19.000 --> 00:06:21.000]  來發出我的感謝
[00:06:21.000 --> 00:06:22.000]  祈求感謝
[00:06:22.000 --> 00:06:23.000]  大家明白了嗎
[00:06:23.000 --> 00:06:24.000]  你不要混亂
[00:06:24.000 --> 00:06:26.000]  你猜猜神怎麼做的時候
[00:06:26.000 --> 00:06:28.000]  你是祈求不到的
[00:06:28.000 --> 00:06:29.000]  是不是
[00:06:29.000 --> 00:06:31.000]  你記不起原來神對你的愛
[00:06:31.000 --> 00:06:33.000]  你不能信任神對你的愛
[00:06:33.000 --> 00:06:34.000]  是不會改變的話
[00:06:34.000 --> 00:06:36.000]  你祈求完之後仍然是十五十六的
[00:06:36.000 --> 00:06:38.000]  你知不知道行不行的
[00:06:38.000 --> 00:06:39.000]  我們帶著兩個這樣的身份
[00:06:39.000 --> 00:06:41.000]  來到神面前的時候
[00:06:41.000 --> 00:06:43.000]  我們真的可以經歷一個很大的幸福
[00:06:43.000 --> 00:06:45.000]  因為我們感謝神
[00:06:45.000 --> 00:06:47.000]  我們有一位全能的神
[00:06:47.000 --> 00:06:49.000]  我們有一位絕對慈愛的神
[00:06:49.000 --> 00:06:50.000]  以致我們可以來他面前
[00:06:50.000 --> 00:06:52.000]  傾心吐意的
[00:06:52.000 --> 00:06:53.000]  來求他幫助我們
[00:06:53.000 --> 00:06:54.000]  因為他是全能的
[00:06:54.000 --> 00:06:57.000]  然後我們傾心吐意的多謝他
[00:06:57.000 --> 00:06:59.000]  甚至我們所祈求的事情
[00:06:59.000 --> 00:07:01.000]  有出現沒出現都好
[00:07:01.000 --> 00:07:02.000]  我們已經可以多謝他
[00:07:02.000 --> 00:07:03.000]  因為他的慈愛
[00:07:03.000 --> 00:07:05.000]  我們絕對信任他
[00:07:05.000 --> 00:07:06.000]  這個是不是很好
[00:07:06.000 --> 00:07:07.000]  就好像過去那兩晚
[00:07:07.000 --> 00:07:09.000]  我經常和一些被信的朋友說
[00:07:09.000 --> 00:07:10.000]  信耶穌真是好
[00:07:10.000 --> 00:07:11.000]  我們傳福音
[00:07:11.000 --> 00:07:12.000]  為什麼
[00:07:12.000 --> 00:07:14.000]  因為我們經歷過我們有一位這樣的神
[00:07:14.000 --> 00:07:16.000]  這個是與別不同的
[00:07:16.000 --> 00:07:17.000]  這種經歷
[00:07:17.000 --> 00:07:19.000]  是普通的人是不會有的
[00:07:19.000 --> 00:07:21.000]  所以保羅很有意思的
[00:07:21.000 --> 00:07:22.000]  用一個字眼
[00:07:22.000 --> 00:07:24.000]  他說出人意外的
[00:07:24.000 --> 00:07:27.000]  超過人所能夠了解的平安
[00:07:27.000 --> 00:07:29.000]  但原文還有意思
[00:07:29.000 --> 00:07:31.000]  Kuper Echosa
[00:07:31.000 --> 00:07:32.000]  意思就是說
[00:07:32.000 --> 00:07:34.000]  Kuper這個字
[00:07:34.000 --> 00:07:35.000]  希臘文的意思就是說
[00:07:35.000 --> 00:07:40.000]  遠超過遠超過我們所能夠明白的
[00:07:40.000 --> 00:07:41.000]  簡單來說
[00:07:41.000 --> 00:07:42.000]  想都不明白
[00:07:42.000 --> 00:07:43.000]  為什麼
[00:07:43.000 --> 00:07:44.000]  因為按照人的際遇
[00:07:44.000 --> 00:07:46.000]  我們有困難的時候
[00:07:46.000 --> 00:07:48.000]  我們會憂心的
[00:07:48.000 --> 00:07:49.000]  我們放不下
[00:07:49.000 --> 00:07:50.000]  我們經常掛念
[00:07:50.000 --> 00:07:51.000]  我們很難過的
[00:07:51.000 --> 00:07:52.000]  是不是
[00:07:52.000 --> 00:07:53.000]  但我們來到神的面前
[00:07:53.000 --> 00:07:54.000]  因為有這樣的神的時候
[00:07:54.000 --> 00:07:55.000]  有一位這麼全能的神
[00:07:55.000 --> 00:07:58.000]  我們完全將我們所需要的交給他
[00:07:58.000 --> 00:08:00.000]  然後心裡面存有感恩的心
[00:08:00.000 --> 00:08:01.000]  完全放得下
[00:08:01.000 --> 00:08:03.000]  你說這種是不是普通人
[00:08:03.000 --> 00:08:05.000]  根本不可以有的平安
[00:08:05.000 --> 00:08:06.000]  有這種平安的時候
[00:08:06.000 --> 00:08:08.000]  就是那種保羅所說
[00:08:08.000 --> 00:08:11.000]  靠主喜樂的意思
[00:08:11.000 --> 00:08:13.000]  這個是我們的特權
[00:08:13.000 --> 00:08:15.000]  這個是我們很幸福的福分
[00:08:15.000 --> 00:08:17.000]  希望我們學到
[00:08:17.000 --> 00:08:19.000]  保羅說我們要靠主喜樂
[00:08:19.000 --> 00:08:20.000]  這是第一方面
[00:08:20.000 --> 00:08:21.000]  好了
[00:08:21.000 --> 00:08:22.000]  現在我們看一下
[00:08:22.000 --> 00:08:25.000]  保羅說我們在人際的關係裡面
[00:08:25.000 --> 00:08:26.000]  作為基督徒
[00:08:26.000 --> 00:08:28.000]  其實我們也很多要提醒自己
[00:08:28.000 --> 00:08:31.000]  以至我們可以經歷到那種滿足的喜樂
[00:08:31.000 --> 00:08:33.000]  那解釋在哪裡呢
[00:08:33.000 --> 00:08:35.000]  就是第八節和第九節
[00:08:35.000 --> 00:08:37.000]  我們看看第八節和第九節
[00:08:37.000 --> 00:08:39.000]  說了兩件事
[00:08:39.000 --> 00:08:41.000]  第八節那裡這麼說
[00:08:41.000 --> 00:08:43.000]  其實如果你看原來的文字
[00:08:43.000 --> 00:08:44.000]  是很侵蹚
[00:08:44.000 --> 00:08:47.000]  但是很有特別的意思
[00:08:47.000 --> 00:08:50.000]  他說原來那裡說了六個凡事
[00:08:50.000 --> 00:08:52.000]  兩個無論的
[00:08:52.000 --> 00:08:55.000]  八個字是這麼重複的
[00:08:55.000 --> 00:08:57.000]  如果原文的意思就是說
[00:08:57.000 --> 00:09:00.000]  最後弟兄們凡事真實的
[00:09:00.000 --> 00:09:01.000]  凡事莊重的
[00:09:01.000 --> 00:09:03.000]  凡事公正的
[00:09:03.000 --> 00:09:05.000]  凡事純潔的
[00:09:05.000 --> 00:09:06.000]  凡事可愛的
[00:09:06.000 --> 00:09:08.000]  凡遇星遇好的
[00:09:08.000 --> 00:09:10.000]  六個凡事
[00:09:10.000 --> 00:09:12.000]  然後無論什麼美德
[00:09:12.000 --> 00:09:14.000]  無論什麼稱讚
[00:09:14.000 --> 00:09:17.000]  這些事你們都應當思念
[00:09:17.000 --> 00:09:19.000]  應當思念什麼呢
[00:09:19.000 --> 00:09:21.000]  保羅說你們要想
[00:09:21.000 --> 00:09:23.000]  用心留意和思考
[00:09:23.000 --> 00:09:24.000]  想什麼呢
[00:09:24.000 --> 00:09:25.000]  剛才那八件事
[00:09:25.000 --> 00:09:27.000]  今天我們當然沒有時間逐樣去思想
[00:09:27.000 --> 00:09:28.000]  都是很精彩的
[00:09:28.000 --> 00:09:29.000]  很多的事
[00:09:29.000 --> 00:09:31.000]  不過我想從另外一個角度
[00:09:31.000 --> 00:09:33.000]  和大家研究這一段聖經
[00:09:33.000 --> 00:09:35.000]  如果你看當時的歷史背景
[00:09:35.000 --> 00:09:36.000]  文化背景
[00:09:36.000 --> 00:09:37.000]  你就會知道
[00:09:37.000 --> 00:09:39.000]  其實列出這八件事
[00:09:39.000 --> 00:09:42.000]  是當時外面周圍的世界裡面
[00:09:42.000 --> 00:09:45.000]  所公認的美德
[00:09:45.000 --> 00:09:46.000]  當時希臘羅馬的社會
[00:09:46.000 --> 00:09:47.000]  第一世紀
[00:09:47.000 --> 00:09:49.000]  都很亂
[00:09:49.000 --> 00:09:51.000]  很多罪惡
[00:09:51.000 --> 00:09:54.000]  但是政府也好
[00:09:54.000 --> 00:09:55.000]  民間也好
[00:09:55.000 --> 00:09:57.000]  總是有個希望的
[00:09:57.000 --> 00:09:58.000]  所以有時他將這些美德
[00:09:58.000 --> 00:10:00.000]  寫在牆壁上
[00:10:00.000 --> 00:10:01.000]  或者甚至公佈出來
[00:10:01.000 --> 00:10:03.000]  大家就像今天大陸
[00:10:03.000 --> 00:10:05.000]  五講四味
[00:10:05.000 --> 00:10:06.000]  有時我們基督徒
[00:10:06.000 --> 00:10:08.000]  那些都是講著的
[00:10:08.000 --> 00:10:10.000]  你不要以為這樣
[00:10:10.000 --> 00:10:11.000]  保羅的意思是
[00:10:11.000 --> 00:10:13.000]  基督徒說你要留心去看人
[00:10:15.000 --> 00:10:16.000]  因為這個就是一般
[00:10:16.000 --> 00:10:18.000]  我們周圍世界的人都明白
[00:10:18.000 --> 00:10:19.000]  他們不一定是基督徒
[00:10:19.000 --> 00:10:20.000]  但他們都明白
[00:10:20.000 --> 00:10:21.000]  他們追求這些的時候
[00:10:21.000 --> 00:10:23.000]  我們基督徒就更加提醒自己
[00:10:23.000 --> 00:10:25.000]  我們不可以在這些事上
[00:10:25.000 --> 00:10:27.000]  不合格的
[00:10:27.000 --> 00:10:30.000]  當時基督徒已經開始
[00:10:30.000 --> 00:10:31.000]  在希臘羅馬社會裡面
[00:10:31.000 --> 00:10:33.000]  被人注意了
[00:10:33.000 --> 00:10:35.000]  因為基督徒雖然是很短的時間
[00:10:35.000 --> 00:10:37.000]  但希臘羅馬社會裡面
[00:10:37.000 --> 00:10:39.000]  那些外邦人那些人
[00:10:39.000 --> 00:10:40.000]  就開始發覺那些人的信仰
[00:10:40.000 --> 00:10:41.000]  這麼特別
[00:10:41.000 --> 00:10:42.000]  這麼喜樂
[00:10:42.000 --> 00:10:43.000]  於是保羅說
[00:10:43.000 --> 00:10:45.000]  人家留意我們的時候
[00:10:45.000 --> 00:10:47.000]  我們也要留意別人的標準
[00:10:47.000 --> 00:10:49.000]  消極來說
[00:10:49.000 --> 00:10:50.000]  不要做到不合格
[00:10:50.000 --> 00:10:52.000]  積極來說
[00:10:52.000 --> 00:10:53.000]  我們要別人做的事
[00:10:53.000 --> 00:10:55.000]  我們要真的更加表現出
[00:10:55.000 --> 00:10:57.000]  我們那個淑齡的
[00:10:57.000 --> 00:10:58.000]  和美德的水平
[00:10:58.000 --> 00:11:01.000]  是要令到別人羨慕的
[00:11:01.000 --> 00:11:05.000]  我最近有機會
[00:11:05.000 --> 00:11:06.000]  不是最近
[00:11:06.000 --> 00:11:09.000]  有機會和一位在多倫多
[00:11:09.000 --> 00:11:12.000]  一位得到義工獎的女士
[00:11:12.000 --> 00:11:13.000]  來聊天
[00:11:13.000 --> 00:11:14.000]  她不是一個基督徒
[00:11:14.000 --> 00:11:16.000]  她做了很多年義工
[00:11:16.000 --> 00:11:20.000]  後來政府頒了一個榮譽的獎給她
[00:11:20.000 --> 00:11:21.000]  很難得
[00:11:21.000 --> 00:11:22.000]  很大的榮譽
[00:11:22.000 --> 00:11:23.000]  她做了很多年
[00:11:23.000 --> 00:11:24.000]  很犧牲的
[00:11:24.000 --> 00:11:26.000]  一個很有魄力的老人家
[00:11:26.000 --> 00:11:27.000]  現在女士
[00:11:27.000 --> 00:11:29.000]  我和她也熟悉的
[00:11:29.000 --> 00:11:30.000]  因為她一直幫一間
[00:11:30.000 --> 00:11:33.000]  叫做宜康基金會的籌款
[00:11:33.000 --> 00:11:35.000]  宜康基金會在加拿大
[00:11:35.000 --> 00:11:37.000]  就是建立一些老人院
[00:11:37.000 --> 00:11:38.000]  很好的老人院
[00:11:38.000 --> 00:11:40.000]  幫助了很多老人家
[00:11:40.000 --> 00:11:42.000]  那時候她就一直幫他們籌款
[00:11:42.000 --> 00:11:43.000]  做了這件事
[00:11:43.000 --> 00:11:45.000]  得到一個獎是實至名歸的
[00:11:45.000 --> 00:11:47.000]  我也是在宜康基金會裡
[00:11:47.000 --> 00:11:48.000]  也有一些幫手
[00:11:48.000 --> 00:11:50.000]  所以我和她也認識了很多年
[00:11:50.000 --> 00:11:51.000]  有機會坐下來聊天
[00:11:51.000 --> 00:11:53.000]  我記得和她聊過天的時候
[00:11:53.000 --> 00:11:55.000]  她知道我是基督徒
[00:11:55.000 --> 00:11:56.000]  聊起來
[00:11:56.000 --> 00:11:58.000]  我問她有沒有去過禮拜堂
[00:11:58.000 --> 00:11:59.000]  她說我不去的
[00:11:59.000 --> 00:12:00.000]  這個人很虛偽的
[00:12:00.000 --> 00:12:01.000]  嘩
[00:12:01.000 --> 00:12:02.000]  一句就撞過來
[00:12:02.000 --> 00:12:04.000]  我有點突然
[00:12:04.000 --> 00:12:07.000]  我也很佩服這位女士
[00:12:07.000 --> 00:12:09.000]  我說為什麼會這樣
[00:12:09.000 --> 00:12:10.000]  我記得一件事
[00:12:10.000 --> 00:12:12.000]  就是她初出來很多年前
[00:12:12.000 --> 00:12:14.000]  她做義工的時候
[00:12:14.000 --> 00:12:17.000]  當時她就為基金會籌款
[00:12:17.000 --> 00:12:20.000]  要建多一間老人院
[00:12:20.000 --> 00:12:21.000]  天經很好
[00:12:21.000 --> 00:12:23.000]  她就帶著獎券
[00:12:23.000 --> 00:12:25.000]  去不同的地方去賣
[00:12:25.000 --> 00:12:28.000]  她說去到一個基督徒的家敲門
[00:12:28.000 --> 00:12:29.000]  開門
[00:12:29.000 --> 00:12:31.000]  基督徒看到她去賣
[00:12:31.000 --> 00:12:32.000]  其實宜康就不是那些
[00:12:32.000 --> 00:12:34.000]  你知道不是兜售奶粉
[00:12:34.000 --> 00:12:36.000]  什麼牙膏那些
[00:12:36.000 --> 00:12:37.000]  是正正當當的
[00:12:37.000 --> 00:12:38.000]  很清楚
[00:12:38.000 --> 00:12:39.000]  大家知道
