
[00:00:00.000 --> 00:00:03.400]  今天跟大家來講讓婚第六章最後一段經文
[00:00:03.400 --> 00:00:06.520]  這段經文記載在59至71節
[00:00:06.520 --> 00:00:09.960]  整個第六章是講到耶穌帶出
[00:00:09.960 --> 00:00:12.720]  我是生命之糧的教訓
[00:00:12.720 --> 00:00:15.520]  這段落是描繪耶穌和一些
[00:00:15.520 --> 00:00:18.440]  加利利的猶太人之間的對話
[00:00:18.440 --> 00:00:20.720]  發生在耶穌被釘十字架的
[00:00:20.720 --> 00:00:25.080]  逾月節之前一年的逾月節裏面
[00:00:25.080 --> 00:00:28.560]  在讓婚的記載當中
[00:00:28.560 --> 00:00:32.440]  這是耶穌最後一次公開在加利利的
[00:00:32.440 --> 00:00:34.960]  一些侍奉的對話
[00:00:34.960 --> 00:00:38.040]  在59和60節記載
[00:00:38.040 --> 00:00:43.160]  「這些話是耶穌在加伯隆會堂裏教訓人說的
[00:00:43.160 --> 00:00:46.520]  他的門徒中有好些人聽見了就說
[00:00:46.520 --> 00:00:49.600]  這話甚難誰能聽呢?」
[00:00:49.600 --> 00:00:51.840]  約翰已經很聲明這篇講論
[00:00:51.840 --> 00:00:55.120]  是發生在加伯隆這個地方
[00:00:55.120 --> 00:01:00.160]  就是耶穌一家人居住的那個地方裏面
[00:01:00.160 --> 00:01:03.440]  現在約翰告訴我們
[00:01:03.440 --> 00:01:08.840]  這些話是耶穌在加伯隆會堂裏面教導的
[00:01:08.840 --> 00:01:11.040]  在這裏可以說
[00:01:11.040 --> 00:01:12.400]  當耶穌講完
[00:01:12.400 --> 00:01:15.040]  他是生命的糧的時候
[00:01:15.040 --> 00:01:18.840]  不單止猶太人不太理解
[00:01:18.840 --> 00:01:20.440]  連他的門徒
[00:01:20.440 --> 00:01:23.600]  都有不少的門徒都覺得
[00:01:23.600 --> 00:01:26.120]  耶穌的話是難以接受的
[00:01:26.120 --> 00:01:28.320]  對於約翰來說
[00:01:28.320 --> 00:01:32.560]  門徒作為真正門徒的分界線是什麼呢?
[00:01:32.560 --> 00:01:37.480]  從來不是在種族和任何的階層裏面
[00:01:37.480 --> 00:01:39.480]  而是真正的門徒
[00:01:39.480 --> 00:01:43.920]  是會對耶穌的說話有一個正面的回應
[00:01:43.920 --> 00:01:46.400]  對耶穌的身份有正面的確立
[00:01:46.400 --> 00:01:48.080]  以致去跟從他
[00:01:48.080 --> 00:01:49.920]  表面上可以說
[00:01:49.920 --> 00:01:51.760]  表面跟從耶穌的人
[00:01:51.760 --> 00:01:53.960]  不一定是真正的門徒
[00:01:53.960 --> 00:01:55.560]  包括群眾
[00:01:55.560 --> 00:01:59.760]  也包括跟耶穌很接近的那十二個門徒
[00:01:59.760 --> 00:02:01.680]  真正的門徒是什麼呢?
[00:02:01.680 --> 00:02:04.400]  就是無論在什麼情況當中
[00:02:04.400 --> 00:02:07.240]  都願意去效忠耶穌
[00:02:07.240 --> 00:02:08.400]  去跟從耶穌
[00:02:08.400 --> 00:02:09.480]  聽耶穌的吩咐
[00:02:09.480 --> 00:02:12.320]  這些才是真正的門徒
[00:02:12.320 --> 00:02:16.960]  而這些門徒是天父賜給耶穌的
[00:02:16.960 --> 00:02:18.920]  是天父吸引人
[00:02:18.920 --> 00:02:21.800]  有蒙聖靈女重生的人
[00:02:21.800 --> 00:02:27.920]  才能夠得著跟從耶穌的福分
[00:02:27.920 --> 00:02:31.440]  耶穌在這裏將會很清楚的說明
[00:02:31.440 --> 00:02:36.360]  只有那些持續在他的話語教訓裏面的人
[00:02:36.360 --> 00:02:39.560]  願意跟從他的人才是真正的門徒
[00:02:39.560 --> 00:02:42.240]  在這裏去描繪的門徒
[00:02:42.240 --> 00:02:45.680]  是一班聽完耶穌教訓的人
[00:02:45.680 --> 00:02:48.960]  他們沒有繼續去聽耶穌的說話
[00:02:48.960 --> 00:02:52.280]  他們覺得耶穌說的話甚難
[00:02:52.280 --> 00:02:54.400]  而且還有人說
[00:02:54.400 --> 00:02:58.360]  誰能夠聽得明白呢?
[00:02:58.360 --> 00:03:00.360]  誰能夠接受呢?
[00:03:00.360 --> 00:03:02.360]  做這個甚難
[00:03:02.360 --> 00:03:04.480]  其實不是難以明白的意思
[00:03:04.480 --> 00:03:06.040]  而是很遲疑
[00:03:06.040 --> 00:03:07.560]  耶穌說的話很遲疑
[00:03:07.560 --> 00:03:09.240]  和很冒犯人
[00:03:09.240 --> 00:03:12.320]  這些表面跟從耶穌的人
[00:03:12.320 --> 00:03:15.160]  他們不再繼續去跟從耶穌了
[00:03:15.160 --> 00:03:16.240]  因為他們覺得
[00:03:16.240 --> 00:03:19.280]  耶穌的說話是難以接受的
[00:03:19.280 --> 00:03:23.200]  究竟耶穌什麼說話是冒犯了他們的感受呢?
[00:03:23.200 --> 00:03:25.480]  從前面的講論判斷
[00:03:25.480 --> 00:03:27.640]  最少有四個特性
[00:03:27.640 --> 00:03:30.440]  耶穌說的話令他們生氣
[00:03:30.440 --> 00:03:31.280]  第一
[00:03:31.280 --> 00:03:33.280]  就是這一班跟從耶穌的人
[00:03:33.280 --> 00:03:37.160]  比較關心物質的食物
[00:03:37.160 --> 00:03:38.760]  比較關心的就是
[00:03:38.760 --> 00:03:41.280]  耶穌是政治性的泥菜
[00:03:41.280 --> 00:03:46.800]  他們期望耶穌是來到地上的救主
[00:03:46.800 --> 00:03:49.160]  帶領他們建立以色列的王國
[00:03:49.160 --> 00:03:50.440]  他們很期望
[00:03:50.440 --> 00:03:53.600]  叫耶穌行神蹟證明你的身份
[00:03:53.600 --> 00:03:56.720]  證明你是一個政治泥菜的身份
[00:03:56.720 --> 00:04:02.480]  勝過耶穌直著五餅二魚
[00:04:02.480 --> 00:04:04.080]  餵飽人的神蹟
[00:04:04.080 --> 00:04:07.800]  這個神蹟指向耶穌身份的事實
[00:04:07.800 --> 00:04:08.920]  第二方面
[00:04:08.920 --> 00:04:13.120]  他們沒有準備好交出他們生命的主權
[00:04:13.120 --> 00:04:15.640]  他們期望耶穌跟著他們走
[00:04:15.640 --> 00:04:17.640]  但他們沒有預備自己的心
[00:04:17.640 --> 00:04:19.320]  去跟從耶穌
[00:04:19.320 --> 00:04:23.120]  在信仰的事上
[00:04:23.120 --> 00:04:26.280]  他們從來沒有跨出信心的第一步
[00:04:26.280 --> 00:04:27.720]  去跟從耶穌
[00:04:27.720 --> 00:04:29.720]  第三方面
[00:04:29.720 --> 00:04:32.520]  尤其令他們生氣的是
[00:04:32.520 --> 00:04:34.160]  耶穌所作的宣告
[00:04:34.160 --> 00:04:37.160]  耶穌聲稱自己比摩西更大
[00:04:37.160 --> 00:04:40.360]  是唯一奉上帝差遣而來
[00:04:40.360 --> 00:04:44.000]  從神得到權並賜給人生命的那一位
[00:04:44.000 --> 00:04:46.000]  第四方面
[00:04:46.000 --> 00:04:49.520]  耶穌說到餅的時候
[00:04:49.520 --> 00:04:52.640]  這個餅的隱喻
[00:04:52.640 --> 00:04:54.640]  冒犯了他們
[00:04:54.640 --> 00:04:56.800]  尤其觸及了明顯的禁忌
[00:04:56.800 --> 00:04:58.400]  耶穌說要吃我肉
[00:04:58.400 --> 00:05:00.640]  喝我血的問題上
[00:05:00.640 --> 00:05:05.880]  明顯他們相當不接受耶穌的教導
[00:05:05.880 --> 00:05:08.720]  在62節裡面
[00:05:08.720 --> 00:05:10.720]  耶穌繼續講論
[00:05:10.720 --> 00:05:12.400]  耶穌心裡知道
[00:05:12.400 --> 00:05:14.800]  門徒為者說耳倫
[00:05:14.800 --> 00:05:16.000]  就對他們說
[00:05:16.000 --> 00:05:18.400]  這話是叫你們厭氣嗎?
[00:05:18.400 --> 00:05:20.400]  倘若你們看見人子
[00:05:20.400 --> 00:05:22.400]  升到他原來所在之處
[00:05:22.400 --> 00:05:23.800]  怎麼樣呢?
[00:05:23.800 --> 00:05:27.600]  耶穌現在繼續提出一個很簡短的說明
[00:05:27.600 --> 00:05:32.400]  祂說觸及了一些很重要的教訓
[00:05:32.400 --> 00:05:37.000]  可能祂的教訓出於一個超自然的知識
[00:05:37.000 --> 00:05:39.480]  祂很意識到
[00:05:39.480 --> 00:05:42.000]  這一群人聽完祂的教導之後
[00:05:42.000 --> 00:05:44.000]  他們作出的一些埋怨
[00:05:44.000 --> 00:05:46.000]  耶穌之前說
[00:05:46.000 --> 00:05:48.400]  祂是從天上降下來的
[00:05:48.400 --> 00:05:49.600]  現在祂問
[00:05:49.600 --> 00:05:57.200]  如果你看見祂升到祂原來的地方的時候
[00:05:57.200 --> 00:05:59.200]  你們有什麼反應呢?
[00:05:59.200 --> 00:06:01.000]  在這裡有兩個理解
[00:06:01.000 --> 00:06:02.600]  耶穌升上去
[00:06:02.600 --> 00:06:04.400]  可能會更加冒犯他們
[00:06:04.400 --> 00:06:08.400]  你說你會升上去和上帝一起
[00:06:08.400 --> 00:06:11.800]  可能會更加冒犯這一群跟隨他的人
[00:06:11.800 --> 00:06:12.800]  另一方面
[00:06:12.800 --> 00:06:17.600]  可能當眼見耶穌升上去的時候
