
[00:00:00.000 --> 00:00:03.000]  歡迎各位弟兄姊妹來
[00:00:03.000 --> 00:00:07.000]  我們一同領受啟示錄的信息
[00:00:07.000 --> 00:00:10.000]  我想請問
[00:00:10.000 --> 00:00:13.000]  有沒有今天第一次來的
[00:00:13.000 --> 00:00:15.000]  請舉手
[00:00:15.000 --> 00:00:18.000]  不少第一次來的
[00:00:18.000 --> 00:00:20.000]  謝謝
[00:00:20.000 --> 00:00:25.000]  我們先低頭做仰望的禱告
[00:00:29.000 --> 00:00:32.000]  天父,我們感謝你
[00:00:32.000 --> 00:00:36.000]  因為你將你的救恩的計畫
[00:00:36.000 --> 00:00:39.000]  在聖經裡面清楚地告訴我們
[00:00:39.000 --> 00:00:43.000]  我們不是在黑暗中行走
[00:00:43.000 --> 00:00:46.000]  乃是在你的執意的亮光中
[00:00:46.000 --> 00:00:49.000]  奔走人生的道路
[00:00:49.000 --> 00:00:54.000]  我們知道祖過去為我們降生
[00:00:54.000 --> 00:00:58.000]  也知道祖有一天要再來
[00:00:58.000 --> 00:01:02.000]  百分之百地完成你的救恩的計畫
[00:01:02.000 --> 00:01:07.000]  我們有這樣美好的榮耀的盼望在前面
[00:01:07.000 --> 00:01:10.000]  我們的祖為我們死
[00:01:10.000 --> 00:01:12.000]  為我們復活
[00:01:12.000 --> 00:01:14.000]  也為我們再來
[00:01:14.000 --> 00:01:19.000]  今天晚上懇求真理的聖靈
[00:01:19.000 --> 00:01:21.000]  親自地教導我們
[00:01:21.000 --> 00:01:25.000]  引導我們的思想進入真理
[00:01:26.000 --> 00:01:28.000]  能夠清楚了解
[00:01:28.000 --> 00:01:34.000]  天父在主耶穌基督裡的全部救恩的計畫
[00:01:34.000 --> 00:01:38.000]  求主賜給我們
[00:01:38.000 --> 00:01:40.000]  殊靈的聰明智慧
[00:01:40.000 --> 00:01:42.000]  今天晚上
[00:01:42.000 --> 00:01:44.000]  在這兒的每一位弟兄姊妹
[00:01:44.000 --> 00:01:47.000]  都有所領受
[00:01:47.000 --> 00:01:50.000]  得到益處、幫助、兼顧
[00:01:50.000 --> 00:01:53.000]  我們這樣恭敬地感謝
[00:01:53.000 --> 00:01:57.000]  教託奉祖耶穌基督的聖名
[00:01:57.000 --> 00:01:59.000]  阿們
[00:01:59.000 --> 00:02:03.000]  在正式地看講義之前
[00:02:03.000 --> 00:02:07.000]  我再說幾句介紹的話
[00:02:07.000 --> 00:02:13.000]  三月聖經
[00:02:13.000 --> 00:02:15.000]  由亞策君子
[00:02:15.000 --> 00:02:18.000]  可以分為四類
[00:02:18.000 --> 00:02:20.000]  第一類
[00:02:20.000 --> 00:02:22.000]  是四呼音
[00:02:22.000 --> 00:02:24.000]  是講耶穌基督的生平
[00:02:24.000 --> 00:02:26.000]  第二類
[00:02:26.000 --> 00:02:28.000]  是舌頭行傳
[00:02:28.000 --> 00:02:33.000]  是講及早期教會的情況
[00:02:33.000 --> 00:02:35.000]  第三類
[00:02:35.000 --> 00:02:37.000]  是書信
[00:02:37.000 --> 00:02:43.000]  是解釋耶穌基督的救恩的意義
[00:02:43.000 --> 00:02:45.000]  第四類
[00:02:45.000 --> 00:02:47.000]  就是啟示錄
[00:02:47.000 --> 00:02:50.000]  是講將來必成的事
[00:02:50.000 --> 00:02:52.000]  耶穌基督再來
[00:02:52.000 --> 00:02:55.000]  第一類有四卷
[00:02:55.000 --> 00:02:57.000]  就是四呼音
[00:02:57.000 --> 00:02:59.000]  第二類
[00:02:59.000 --> 00:03:02.000]  正是舌頭行傳這一卷
[00:03:02.000 --> 00:03:04.000]  所以舌頭行傳
[00:03:04.000 --> 00:03:08.000]  在生育裏面有很重要的地位
[00:03:08.000 --> 00:03:10.000]  第三類
[00:03:10.000 --> 00:03:12.000]  是書信
[00:03:12.000 --> 00:03:14.000]  有十三卷的書信
[00:03:14.000 --> 00:03:16.000]  第四類
[00:03:16.000 --> 00:03:18.000]  又是一卷書
[00:03:18.000 --> 00:03:20.000]  啟示錄
[00:03:20.000 --> 00:03:23.000]  是講將來必成的事
[00:03:23.000 --> 00:03:26.000]  耶穌基督再來的各個角度
[00:03:26.000 --> 00:03:28.000]  讓我們看見
[00:03:28.000 --> 00:03:31.000]  四類的書信
[00:03:31.000 --> 00:03:38.000]  全部都是完整的啟示
[00:03:38.000 --> 00:03:40.000]  讓我們從各方面
[00:03:40.000 --> 00:03:42.000]  來掩飾
[00:03:42.000 --> 00:03:45.000]  來了解我們的信仰
[00:03:45.000 --> 00:03:47.000]  每一個基督徒
[00:03:47.000 --> 00:03:49.000]  應該對自己的信仰
[00:03:49.000 --> 00:03:52.000]  有很清楚的認識
[00:03:52.000 --> 00:03:56.000]  這樣我們才有堅固的
[00:03:56.000 --> 00:03:58.000]  熟練的基礎
[00:03:58.000 --> 00:04:01.000]  在任何的潮流裏面
[00:04:01.000 --> 00:04:04.000]  任何的思想的衝擊之下
[00:04:04.000 --> 00:04:07.000]  可以站立得穩
[00:04:07.000 --> 00:04:13.000]  所以我們一切來嘗考啟示錄
[00:04:13.000 --> 00:04:17.000]  領受神的救恩計劃
[00:04:17.000 --> 00:04:20.000]  最後的一部分
[00:04:20.000 --> 00:04:25.000]  救恩的完成
[00:04:25.000 --> 00:04:27.000]  上個星期
[00:04:27.000 --> 00:04:29.000]  上一次上課
[00:04:29.000 --> 00:04:32.000]  我們已經開始看
[00:04:32.000 --> 00:04:38.000]  耶穌基督七個意象的第一個
[00:04:38.000 --> 00:04:40.000]  這七個意象
[00:04:40.000 --> 00:04:43.000]  是將耶穌基督七方面
[00:04:43.000 --> 00:04:45.000]  介紹給我們
[00:04:45.000 --> 00:04:47.000]  我們可以這樣說
[00:04:47.000 --> 00:04:49.000]  這七個基督的意象
[00:04:49.000 --> 00:04:51.000]  合在一起
[00:04:51.000 --> 00:04:53.000]  就給我們對耶穌基督
[00:04:53.000 --> 00:04:57.000]  一個整全的認識
[00:04:57.000 --> 00:05:00.000]  全被的認識
[00:05:00.000 --> 00:05:01.000]  第一個意象
[00:05:01.000 --> 00:05:04.000]  耶穌基督是榮耀的主
[00:05:04.000 --> 00:05:05.000]  第二個意象
[00:05:05.000 --> 00:05:10.000]  耶穌基督是被殺而得勝的主
[00:05:10.000 --> 00:05:12.000]  第三個意象
[00:05:12.000 --> 00:05:16.000]  耶穌基督是成全救恩的主
[00:05:16.000 --> 00:05:18.000]  第四個意象
[00:05:18.000 --> 00:05:21.000]  耶穌基督是領導我們的主
[00:05:21.000 --> 00:05:23.000]  第五個意象
[00:05:23.000 --> 00:05:26.000]  耶穌基督是修國的主
[00:05:26.000 --> 00:05:27.000]  第六個意象
[00:05:27.000 --> 00:05:30.000]  耶穌基督是在內的主
[00:05:30.000 --> 00:05:31.000]  第七個意象
[00:05:31.000 --> 00:05:36.000]  耶穌基督是最後審判的主
[00:05:36.000 --> 00:05:38.000]  這七個角度
[00:05:38.000 --> 00:05:40.000]  幫助我們對耶穌基督
[00:05:40.000 --> 00:05:42.000]  有一個整全的
[00:05:42.000 --> 00:05:44.000]  全被的認識
[00:05:44.000 --> 00:05:45.000]  我相信
[00:05:45.000 --> 00:05:48.000]  基督徒對耶穌基督的基本認識
[00:05:48.000 --> 00:05:52.000]  全部包括在其中
[00:05:52.000 --> 00:05:55.000]  上次我們開始看
[00:05:55.000 --> 00:05:58.000]  耶穌基督是榮耀的主
[00:05:58.000 --> 00:06:02.000]  我們看到他的頭是如何
[00:06:02.000 --> 00:06:05.000]  他的面貌是如何
[00:06:05.000 --> 00:06:07.000]  他的眼睛是如何
[00:06:07.000 --> 00:06:09.000]  他的腳步是如何
[00:06:09.000 --> 00:06:14.000]  他的嘴巴是如何
[00:06:14.000 --> 00:06:16.000]  七個角度
[00:06:16.000 --> 00:06:19.000]  看到榮耀主
[00:06:19.000 --> 00:06:22.000]  同時我們領會到
[00:06:22.000 --> 00:06:24.000]  這位榮耀的主
[00:06:24.000 --> 00:06:29.000]  事實上是充滿恩典慈愛的
[00:06:29.000 --> 00:06:34.000]  所以耶穌基督榮耀的頭
[00:06:34.000 --> 00:06:38.000]  為我們帶來一個經濟的冠冕等等
[00:06:38.000 --> 00:06:41.000]  我們上次已經看過
[00:06:41.000 --> 00:06:47.000]  今天我們就開始看第二個意象
[00:06:47.000 --> 00:06:49.000]  現在開始有講義
[00:06:49.000 --> 00:06:52.000]  我就講國語了
[00:06:52.000 --> 00:06:54.000]  第二個意象
[00:06:54.000 --> 00:06:58.000]  是被殺的羔羊的意象
