
[00:00:00.000 --> 00:00:04.780]  人生總有不同的打擊
[00:00:04.780 --> 00:00:09.980]  在2000年前是這樣 到今天還是這樣
[00:00:09.980 --> 00:00:13.200]  如果我們打開聖經的雅各書
[00:00:13.200 --> 00:00:18.740]  你就會發現當日雅各他所寫的書
[00:00:18.740 --> 00:00:24.080]  主要的讀者應該是第一代的猶太人
[00:00:24.080 --> 00:00:27.080]  因為從他雅各書裡面的內容
[00:00:27.080 --> 00:00:29.500]  表達方式和用字
[00:00:29.500 --> 00:00:30.920]  讀者肯定是猶太人
[00:00:30.920 --> 00:00:35.580]  並且是已經有傳統猶太背景的人
[00:00:35.580 --> 00:00:40.560]  不過你可以想像作為第一代基督徒
[00:00:40.560 --> 00:00:41.760]  又是猶太人的話
[00:00:41.760 --> 00:00:46.040]  他們面對的是很多的衝擊和打擊
[00:00:46.040 --> 00:00:49.920]  因為作為信耶穌 信耶穌復活的話
[00:00:49.920 --> 00:00:52.020]  在他們自己的甚至家庭
[00:00:52.020 --> 00:00:55.600]  在他的群組裡面 在他的社會裡面
[00:00:55.600 --> 00:00:57.880]  都看為是叛徒
[00:00:57.880 --> 00:01:01.600]  所以他們受到很多的誤解、攻擊
[00:01:01.600 --> 00:01:05.000]  甚至是迫不得已
[00:01:05.000 --> 00:01:08.540]  不僅如此
[00:01:08.540 --> 00:01:12.000]  從雅各書的內容我們看到他多次
[00:01:12.000 --> 00:01:16.420]  提到關於貧窮和富裕之間的張力
[00:01:16.420 --> 00:01:19.420]  我們可以想像這些讀者當時來說
[00:01:19.420 --> 00:01:22.760]  大部分應該在經濟上都是不好的
[00:01:22.760 --> 00:01:24.540]  都是貧窮的
[00:01:24.540 --> 00:01:28.960]  這就成為我們下一次主題的內容
[00:01:28.960 --> 00:01:30.420]  今天我們不詳細說
[00:01:30.420 --> 00:01:33.120]  不過無論如何我們可以想像到
[00:01:33.120 --> 00:01:35.000]  當日的信徒
[00:01:35.000 --> 00:01:39.760]  他面對很多的打擊 各樣的打擊
[00:01:39.760 --> 00:01:42.880]  剛才我們說2000年前是這樣
[00:01:42.880 --> 00:01:44.680]  現在不也是這樣嗎?
[00:01:44.680 --> 00:01:46.660]  你和我在這幾年裡面
[00:01:46.660 --> 00:01:49.640]  特別多這些各方面的打擊
[00:01:49.640 --> 00:01:53.160]  還加上我們自己個人特別的遭遇裡面
[00:01:53.160 --> 00:01:54.160]  都有很多的打擊
[00:01:54.160 --> 00:01:57.480]  人生的打擊怎麼能逃脫呢?
[00:01:57.480 --> 00:01:58.700]  在過去這幾年裡面
[00:01:58.700 --> 00:02:02.100]  我們承受了很多壓力上的打擊
[00:02:02.100 --> 00:02:03.800]  那些壓力包括了
[00:02:03.800 --> 00:02:04.900]  好像剛才說的
[00:02:04.900 --> 00:02:06.900]  在經濟上直接的
[00:02:06.900 --> 00:02:09.100]  天天看到那些經濟的改變
[00:02:09.100 --> 00:02:11.300]  令到心驚膽顫
[00:02:11.300 --> 00:02:13.560]  不知道搞成怎樣繼續下去
[00:02:13.560 --> 00:02:15.480]  甚至不是這個世界的經濟
[00:02:15.480 --> 00:02:17.100]  令你擔憂給的壓力
[00:02:17.100 --> 00:02:20.060]  甚至你自己個人的遭遇上
[00:02:20.060 --> 00:02:22.400]  你的工作都出危機
[00:02:22.400 --> 00:02:23.800]  這些的打擊
[00:02:23.800 --> 00:02:24.960]  非來還和
[00:02:24.960 --> 00:02:26.480]  我們都不知道為什麼
[00:02:26.480 --> 00:02:28.680]  不過就是要承受
[00:02:28.680 --> 00:02:31.000]  不僅僅是在壓力上
[00:02:31.000 --> 00:02:32.440]  周圍的環境上
[00:02:32.440 --> 00:02:33.360]  我們很近的
[00:02:33.360 --> 00:02:34.240]  我們的人際
[00:02:34.240 --> 00:02:36.240]  我們每天和人的關係上
[00:02:36.240 --> 00:02:38.720]  我們發覺我們越來越困難
[00:02:38.720 --> 00:02:41.600]  這個社會好像充滿了很多更加不公平
[00:02:41.600 --> 00:02:43.520]  不公義的東西
[00:02:43.520 --> 00:02:45.280]  越看越荒謬
[00:02:45.280 --> 00:02:46.080]  這樣都行
[00:02:46.080 --> 00:02:47.280]  就是這樣
[00:02:47.280 --> 00:02:49.080]  再荒謬一點都有
[00:02:49.080 --> 00:02:51.400]  令我們心裡面很沉重
[00:02:51.400 --> 00:02:52.040]  很難過
[00:02:52.040 --> 00:02:53.560]  又不知道怎麼辦
[00:02:53.560 --> 00:02:56.200]  又好像沒有出路
[00:02:56.200 --> 00:02:57.520]  或者還有的
[00:02:57.520 --> 00:02:59.240]  就是我們簡單來說
[00:02:59.240 --> 00:03:00.920]  我們每天的生活
[00:03:00.920 --> 00:03:02.720]  那個計劃而已
[00:03:02.720 --> 00:03:04.160]  那些節奏而已
[00:03:04.160 --> 00:03:05.160]  都打亂了
[00:03:05.160 --> 00:03:05.760]  是不是
[00:03:05.760 --> 00:03:07.360]  都不知道將來會怎樣
[00:03:07.360 --> 00:03:08.480]  你計劃了那些東西
[00:03:08.480 --> 00:03:09.520]  接著又沒有了
[00:03:09.520 --> 00:03:10.960]  接著又說有
[00:03:10.960 --> 00:03:12.240]  說要預備好之後
[00:03:12.240 --> 00:03:12.840]  又沒有
[00:03:12.840 --> 00:03:13.720]  是不是
[00:03:13.720 --> 00:03:15.080]  這些這樣的
[00:03:15.080 --> 00:03:17.200]  不知將來如何
[00:03:17.200 --> 00:03:19.920]  都成為我們很大的壓力
[00:03:19.920 --> 00:03:21.000]  我們不數這麼多了
[00:03:21.000 --> 00:03:22.720]  你和我都很共鳴
[00:03:22.720 --> 00:03:25.080]  不過今天我相信最重要的
[00:03:25.080 --> 00:03:26.640]  不是問我們很慘
[00:03:26.640 --> 00:03:27.560]  怎樣怎樣
[00:03:27.560 --> 00:03:28.240]  而是問
[00:03:28.240 --> 00:03:30.360]  究竟神透過雅各
[00:03:30.360 --> 00:03:31.440]  有什麼跟我們說
[00:03:31.440 --> 00:03:32.240]  好不好
[00:03:32.240 --> 00:03:34.560]  我們看看神自己的說話
[00:03:34.560 --> 00:03:35.760]  既然當天
[00:03:35.760 --> 00:03:37.120]  那些讀者又是這樣
[00:03:37.120 --> 00:03:38.920]  今天我們都是這樣的時候
[00:03:38.920 --> 00:03:41.880]  究竟在雅各書裡面有什麼話
[00:03:41.880 --> 00:03:45.720]  要跟你和我說
[00:03:45.720 --> 00:03:46.800]  我們說
[00:03:46.800 --> 00:03:47.840]  雅各書
[00:03:47.840 --> 00:03:49.800]  一打開雅各書
[00:03:49.800 --> 00:03:51.400]  是很厲害的
[00:03:51.400 --> 00:03:53.440]  劈頭就有兩個
[00:03:53.440 --> 00:03:57.200]  令我們很震驚的宣佈
[00:03:57.200 --> 00:03:59.120]  第一個宣佈
[00:03:59.120 --> 00:04:00.120]  就是第二節
[00:04:00.120 --> 00:04:03.560]  我們上一次說的了
[00:04:03.560 --> 00:04:04.360]  很共鳴的
[00:04:04.360 --> 00:04:07.000]  他說我們遭遇各樣試煉
[00:04:07.000 --> 00:04:07.480]  啊
[00:04:07.480 --> 00:04:07.960]  很共鳴
[00:04:07.960 --> 00:04:08.480]  是啊
[00:04:08.480 --> 00:04:10.240]  我們有很多試煉
[00:04:10.240 --> 00:04:11.360]  不過接著那句
[00:04:11.360 --> 00:04:12.480]  就令我們很震撼
[00:04:12.480 --> 00:04:14.040]  也都很驚訝
[00:04:14.040 --> 00:04:15.920]  他說在這個試煉當中
[00:04:15.920 --> 00:04:18.680]  我們要捍衛喜樂
[00:04:18.680 --> 00:04:21.080]  行嗎?
[00:04:21.080 --> 00:04:22.200]  你不擔心
[00:04:22.200 --> 00:04:23.120]  不絕望
[00:04:23.120 --> 00:04:24.560]  不生氣已經行了
[00:04:24.560 --> 00:04:26.160]  都算挺好的
[00:04:26.160 --> 00:04:27.640]  還可以捍衛喜樂
[00:04:27.640 --> 00:04:28.720]  怎麼可以捍衛喜樂呢?
[00:04:28.720 --> 00:04:29.800]  這就是第一個
[00:04:29.800 --> 00:04:31.120]  令我們很震撼
[00:04:31.120 --> 00:04:32.960]  很驚訝的宣告
[00:04:32.960 --> 00:04:34.480]  這是我們上一次
[00:04:34.480 --> 00:04:38.000]  基本上就是主題上說的
[00:04:38.000 --> 00:04:39.760]  今天我不會重複了
[00:04:39.760 --> 00:04:41.560]  有機會你可以聽回
[00:04:41.560 --> 00:04:45.680]  我們第一講裡面所說到的課題
[00:04:45.680 --> 00:04:47.960]  總而言之簡單來說
[00:04:47.960 --> 00:04:52.800]  我們要求得到和天上來的智慧
[00:04:52.800 --> 00:04:56.320]  那時候我們可以將我們的試煉
[00:04:56.320 --> 00:04:57.640]  轉為喜樂
[00:04:57.640 --> 00:04:58.920]  化腐朽
[00:04:58.920 --> 00:05:00.600]  可以成為神奇
[00:05:00.600 --> 00:05:02.240]  這種天上來的智慧
[00:05:02.240 --> 00:05:03.520]  怎麼才得到呢?
[00:05:03.520 --> 00:05:06.040]  不是我們一張情願的
[00:05:06.040 --> 00:05:07.160]  將它拿下來
[00:05:07.160 --> 00:05:08.880]  幫助自己
[00:05:08.880 --> 00:05:10.600]  而是聖經亞穆斯說
[00:05:10.600 --> 00:05:12.800]  你要有一種態度
[00:05:12.800 --> 00:05:14.520]  你要回歸神
[00:05:14.520 --> 00:05:16.360]  不要三心兩意
[00:05:16.360 --> 00:05:18.200]  不要一會兒要屬世的
[00:05:18.200 --> 00:05:20.160]  一會兒又要屬靈的
[00:05:20.160 --> 00:05:24.040]  兼得的時候兩樣都得不到
[00:05:24.040 --> 00:05:27.800]  你要是全心全意的回歸神
[00:05:27.800 --> 00:05:28.720]  你回歸神
[00:05:28.720 --> 00:05:30.880]  你怎麼知道你是全心全意回歸神呢?
[00:05:30.880 --> 00:05:33.000]  還有一個很重要的考驗
[00:05:33.000 --> 00:05:33.800]  如果你還記得
[00:05:33.800 --> 00:05:36.280]  我跟大家在亞國書店分享的
[00:05:36.280 --> 00:05:38.560]  就是你的行為操守
[00:05:38.560 --> 00:05:40.280]  那個道德人格
[00:05:40.280 --> 00:05:42.080]  要有相應的表現
[00:05:42.080 --> 00:05:43.200]  否則
[00:05:43.200 --> 00:05:45.240]  你以為你是相信神
[00:05:45.240 --> 00:05:49.720]  只不過是一個信仰虔誠的魔鬼而已
[00:05:49.720 --> 00:05:52.640]  這是一個很厲害的挑戰
[00:05:52.640 --> 00:05:55.640]  亞國書說的話是很入心的
[00:05:55.640 --> 00:05:56.800]  很厲害的
[00:05:56.800 --> 00:05:58.200]  我們再看的時候
[00:05:58.200 --> 00:05:59.960]  大膽去接納的時候
[00:05:59.960 --> 00:06:03.000]  那些話句句都說進我們的心裡
[00:06:03.000 --> 00:06:05.400]  今天我們轉到第二個
[00:06:05.400 --> 00:06:08.160]  亞國書劈頭
[00:06:08.160 --> 00:06:12.200]  就有的令我們驚訝的宣佈
[00:06:12.200 --> 00:06:14.080]  這個宣佈就是
[00:06:14.080 --> 00:06:15.000]  是啊
[00:06:15.000 --> 00:06:16.480]  我們受到的打擊
[00:06:16.480 --> 00:06:18.120]  我們不需要再說了
[00:06:18.120 --> 00:06:19.160]  很多的打擊
[00:06:19.160 --> 00:06:20.640]  不過這個打擊
[00:06:20.640 --> 00:06:22.040]  你受的打擊
[00:06:22.040 --> 00:06:27.360]  可以成為摧毀你信仰的試探
[00:06:27.360 --> 00:06:30.480]  但是也可以成為
[00:06:30.480 --> 00:06:35.480]  使你信仰更加成熟的試煉
[00:06:35.480 --> 00:06:36.960]  試探
[00:06:36.960 --> 00:06:39.240]  抑或是試煉
[00:06:39.240 --> 00:06:40.480]  這就是今天
[00:06:40.480 --> 00:06:44.520]  我們順著亞國所提出來的挑戰
[00:06:44.520 --> 00:06:46.160]  一起研究
[00:06:46.160 --> 00:06:50.880]  你所打擊
[00:06:50.880 --> 00:06:53.240]  得到的
[00:06:53.240 --> 00:06:54.720]  是什麼呢?
[00:06:54.720 --> 00:06:58.880]  有些頂尖的說很簡單而已
[00:06:58.880 --> 00:07:01.080]  用回剛才那個說法
[00:07:01.080 --> 00:07:04.400]  如果是來自魔鬼的試探
[00:07:04.400 --> 00:07:07.480]  或者是來自神
[00:07:07.480 --> 00:07:08.600]  就試煉
[00:07:08.760 --> 00:07:09.520]  那
[00:07:09.520 --> 00:07:12.040]  亞國的厲害之處是你錯了
[00:07:12.040 --> 00:07:14.160]  兩個都錯了
[00:07:14.160 --> 00:07:16.160]  你不要以為你
[00:07:16.160 --> 00:07:18.560]  今天得到的打擊
[00:07:18.560 --> 00:07:20.600]  你能夠了解了它
[00:07:20.600 --> 00:07:23.920]  就知道究竟這個是打低我信仰的試探
[00:07:23.920 --> 00:07:26.720]  抑或是可以幫助我信仰的試煉
[00:07:26.720 --> 00:07:30.720]  那個關鍵的問題不是在於根源
[00:07:30.720 --> 00:07:33.520]  而是在於結果
[00:07:33.520 --> 00:07:35.480]  根源
[00:07:35.480 --> 00:07:36.680]  可以來自
[00:07:36.680 --> 00:07:37.360]  當然了
[00:07:37.360 --> 00:07:38.600]  如果是來自魔鬼的
[00:07:38.600 --> 00:07:40.560]  當然想試探你打倒你
[00:07:40.560 --> 00:07:44.360]  不過就算是來自魔鬼的試探
[00:07:44.360 --> 00:07:47.800]  你也可以將它轉成為試煉的
[00:07:47.800 --> 00:07:49.240]  說真的可以嗎?
[00:07:49.240 --> 00:07:50.280]  是啊
[00:07:50.280 --> 00:07:51.520]  這些試探
[00:07:51.520 --> 00:07:53.280]  就算是來自魔鬼的
[00:07:53.280 --> 00:07:55.600]  都可以成為生命的試煉
[00:07:55.600 --> 00:07:58.840]  以至你的生命可以一直向上的
[00:07:58.840 --> 00:08:02.000]  那麼用亞國書自己的說法
[00:08:02.000 --> 00:08:07.160]  就是這個是你應該可以去歡迎的
[00:08:08.160 --> 00:08:12.600]  能夠幫助你的生命能夠更加成熟的
[00:08:12.600 --> 00:08:13.880]  然後最後呢
[00:08:13.880 --> 00:08:15.680]  用亞國的說法來說
[00:08:15.680 --> 00:08:18.160]  你可以得到生命的冠冕的
[00:08:18.160 --> 00:08:19.560]  真的可以嗎?
[00:08:19.560 --> 00:08:20.560]  沒錯
[00:08:20.560 --> 00:08:23.760]  如果它能夠成為你的試煉的話
[00:08:23.760 --> 00:08:25.360]  是可以這樣做的
[00:08:25.360 --> 00:08:27.760]  舉個簡單的例子
[00:08:27.760 --> 00:08:29.680]  好像耶穌基督
[00:08:29.680 --> 00:08:32.880]  大家記得耶穌基督出來傳道之前
[00:08:35.200 --> 00:08:36.640]  在曠野裡面
[00:08:36.640 --> 00:08:39.200]  接受魔鬼的試探
[00:08:39.200 --> 00:08:40.000]  很清楚了
[00:08:40.000 --> 00:08:41.440]  這個是試探來的
[00:08:41.440 --> 00:08:42.520]  他沒得吃
[00:08:42.520 --> 00:08:44.240]  他各樣所面對的困難
[00:08:44.240 --> 00:08:46.480]  都是魔鬼給他的試探
[00:08:46.480 --> 00:08:48.680]  但是結果你看到嗎?
[00:08:48.680 --> 00:08:52.040]  他有沒有將耶穌的生命打倒?
[00:08:52.040 --> 00:08:52.640]  沒有
[00:08:52.640 --> 00:08:56.200]  反而將耶穌的生命更加煉成
[00:08:56.200 --> 00:08:59.160]  成為他更加肯定自己是神
[00:08:59.160 --> 00:09:01.240]  差派他來神的遺址
[00:09:01.240 --> 00:09:01.800]  是嗎?
[00:09:01.960 --> 00:09:05.080]  所以就算出現魔鬼的試探
[00:09:05.080 --> 00:09:06.480]  的打擊
[00:09:06.480 --> 00:09:09.080]  都可以成為生命成熟
[00:09:09.080 --> 00:09:12.240]  得到冠冕的試煉的災婦理
[00:09:12.240 --> 00:09:15.280]  他怎麼去處理那樣的打擊
[00:09:15.280 --> 00:09:19.640]  相反來說
[00:09:19.640 --> 00:09:21.640]  如果這個打擊
[00:09:21.640 --> 00:09:24.680]  成為你的試探的話
[00:09:24.680 --> 00:09:29.760]  那個態度我們是應該完全拒絕的
[00:09:29.760 --> 00:09:30.960]  是嗎?
[00:09:31.480 --> 00:09:33.520]  大家很熟悉耶穌基督
[00:09:33.520 --> 00:09:36.160]  教我們的主禱文
[00:09:36.160 --> 00:09:38.280]  主禱文說什麼呢?
[00:09:38.280 --> 00:09:40.560]  讀到最後的時候
[00:09:40.560 --> 00:09:42.360]  不叫我們
[00:09:42.360 --> 00:09:44.600]  如見是談
[00:09:44.600 --> 00:09:45.960]  救我們
[00:09:45.960 --> 00:09:46.840]  脫離
[00:09:46.840 --> 00:09:47.640]  恐惡
[00:09:47.640 --> 00:09:50.560]  大家可能熟悉聖經的時候
[00:09:50.560 --> 00:09:52.520]  中文聖經的舊的譯本
[00:09:52.520 --> 00:09:54.120]  和合本的翻譯
[00:09:54.120 --> 00:09:55.880]  是出了一點點問題的
[00:09:55.880 --> 00:09:57.480]  我們背了很多年了
[00:09:57.480 --> 00:10:00.000]  不叫我們如見是談
[00:10:00.360 --> 00:10:01.600]  如果想清楚
[00:10:01.600 --> 00:10:04.200]  誰不會如見是談呢?
[00:10:04.200 --> 00:10:08.360]  如果求神叫我們不要如見是談
[00:10:08.360 --> 00:10:09.480]  人生怎麼會沒有呢?
[00:10:09.480 --> 00:10:10.720]  今天可能也會有
[00:10:10.720 --> 00:10:12.960]  耶穌自己也如見是談
[00:10:12.960 --> 00:10:14.560]  原來看原文
[00:10:14.560 --> 00:10:16.320]  主耶穌不是這麼教我們的
[00:10:16.320 --> 00:10:18.400]  原文裡面新譯本也更好了
[00:10:18.400 --> 00:10:19.440]  不叫我們
[00:10:19.440 --> 00:10:20.960]  探入是談
[00:10:20.960 --> 00:10:22.760]  是談是跑不掉的
[00:10:22.760 --> 00:10:23.640]  不過
[00:10:23.640 --> 00:10:24.680]  是談來的時候
[00:10:24.680 --> 00:10:26.200]  你可以走進去裡面
[00:10:26.200 --> 00:10:27.640]  被它捆綁
[00:10:27.640 --> 00:10:29.800]  拉到你的生命掉下去
[00:10:29.800 --> 00:10:32.080]  但是也可以不要走進去是談
[00:10:32.080 --> 00:10:33.080]  所以我們祈禱
[00:10:33.080 --> 00:10:34.640]  求主幫助我們
[00:10:34.640 --> 00:10:36.720]  有是談不過不要走進去是談
[00:10:36.720 --> 00:10:38.280]  這是題外話
[00:10:38.280 --> 00:10:39.440]  不過無論如何
[00:10:39.440 --> 00:10:40.520]  如果是試探的話
[00:10:40.520 --> 00:10:41.680]  一定是負面的
[00:10:41.680 --> 00:10:42.680]  一定是不好的
[00:10:42.680 --> 00:10:44.680]  我們千萬不要走進去裡面
[00:10:44.680 --> 00:10:46.560]  因為走進去是談的時候
[00:10:46.560 --> 00:10:47.880]  用亞各自己的說法
[00:10:47.880 --> 00:10:49.480]  剛剛我們讀了那段聖經
[00:10:49.480 --> 00:10:51.400]  他說走進去是談之後
[00:10:51.400 --> 00:10:53.920]  它又會將你的私慾挑起來
[00:10:53.920 --> 00:10:55.720]  成為你的試探之後
[00:10:55.720 --> 00:10:57.080]  又會挑起你的私慾
[00:10:57.080 --> 00:10:59.160]  你的私慾會產生你的罪
[00:10:59.320 --> 00:11:02.000]  罪的結果就是屬靈上的死亡
[00:11:02.000 --> 00:11:02.520]  是嗎?
[00:11:02.520 --> 00:11:03.520]  就是這麼簡單
[00:11:03.520 --> 00:11:06.400]  所以整條路是向下墮落的
[00:11:06.400 --> 00:11:07.800]  死亡之路
[00:11:07.800 --> 00:11:09.680]  一條是生命之路
[00:11:09.680 --> 00:11:11.600]  如果這件事
[00:11:11.600 --> 00:11:13.040]  成為你的
[00:11:13.040 --> 00:11:14.040]  試煉的話
[00:11:14.040 --> 00:11:15.200]  這是生命之路
[00:11:15.200 --> 00:11:16.960]  最後你得到生命的冠冕
[00:11:16.960 --> 00:11:17.720]  使得你
[00:11:17.720 --> 00:11:21.000]  如果這件事是向下的
[00:11:21.000 --> 00:11:23.160]  成為你的試探的話
[00:11:23.160 --> 00:11:24.760]  這就是死亡之路
[00:11:24.760 --> 00:11:26.880]  屬靈生命的死亡
[00:11:27.880 --> 00:11:28.880]  現在我們看看
[00:11:28.880 --> 00:11:32.720]  亞各最令我們震撼和驚訝的宣告
[00:11:32.720 --> 00:11:34.200]  其實是一樣的
[00:11:34.200 --> 00:11:36.280]  同一樣的試探
[00:11:36.280 --> 00:11:39.000]  同一樣的你可以將它成為試煉
[00:11:39.000 --> 00:11:41.280]  同一樣的打擊
[00:11:41.280 --> 00:11:42.800]  你說有什麼根據呢?
[00:11:42.800 --> 00:11:43.680]  你這麼說
[00:11:43.680 --> 00:11:44.960]  因為剛才我們讀的時候
[00:11:44.960 --> 00:11:46.080]  可能你沒有留意
[00:11:46.080 --> 00:11:47.200]  我們中文聖經的翻譯
