
[00:00:00.000 --> 00:00:06.000]  我們要藉著一段的經文來一同領受主的心意
[00:00:06.000 --> 00:00:12.000]  請大家翻到依附所書第三章
[00:00:12.000 --> 00:00:16.000]  依附所書第三章
[00:00:16.000 --> 00:00:22.000]  第十六節到十九節
[00:00:22.000 --> 00:00:28.000]  依附所書第三章十六節到十九節
[00:00:29.000 --> 00:00:33.000]  請大家從聖讀出來
[00:00:33.000 --> 00:00:37.000]  求他,按著他豐盛的榮耀
[00:00:37.000 --> 00:00:43.000]  藉著他的靈,將你們心裡的力量剛想起來
[00:00:43.000 --> 00:00:47.000]  使基督因你們的信住在你們心裡
[00:00:47.000 --> 00:00:51.000]  教你們的愛心有根有機
[00:00:51.000 --> 00:00:56.000]  能以和眾聖徒一同明白基督的愛
[00:00:56.000 --> 00:00:59.000]  是何等強闊高深
[00:00:59.000 --> 00:01:04.000]  並知道這愛是過於神所能掣踱的
[00:01:04.000 --> 00:01:10.000]  便教神一切所充滿的充滿了你們
[00:01:10.000 --> 00:01:14.000]  在這裡提到心裡的力量
[00:01:14.000 --> 00:01:16.000]  剛想起來
[00:01:16.000 --> 00:01:21.000]  我們何等的羨慕這樣的情況
[00:01:21.000 --> 00:01:27.000]  我們常常感覺裡面的力量衰退
[00:01:27.000 --> 00:01:33.000]  我們何等的羨慕這個力量能夠剛想起來
[00:01:33.000 --> 00:01:34.000]  但是我們要問
[00:01:34.000 --> 00:01:38.000]  這種的剛想從哪裡來呢
[00:01:38.000 --> 00:01:43.000]  是我們自己把它拉上來的嗎
[00:01:43.000 --> 00:01:44.000]  不是
[00:01:44.000 --> 00:01:47.000]  我們都知道不是這樣
[00:01:47.000 --> 00:01:49.000]  我們都試過
[00:01:49.000 --> 00:01:50.000]  我們都有經驗
[00:01:50.000 --> 00:01:55.000]  我們自己沒有辦法把自己拉上來
[00:01:55.000 --> 00:01:57.000]  推上去
[00:01:57.000 --> 00:02:00.000]  我們無能為力
[00:02:00.000 --> 00:02:02.000]  這樣怎麼辦呢
[00:02:02.000 --> 00:02:04.000]  但是感謝主
[00:02:04.000 --> 00:02:06.000]  在這一段的經文裡面
[00:02:06.000 --> 00:02:13.000]  告訴我們一個力量振奮的真正的來源
[00:02:13.000 --> 00:02:16.000]  在這裡保羅的禱告
[00:02:16.000 --> 00:02:19.000]  一真見學
[00:02:19.000 --> 00:02:25.000]  他說求神按著他豐盛的榮耀
[00:02:25.000 --> 00:02:27.000]  藉著他的靈
[00:02:27.000 --> 00:02:29.000]  就是聖靈
[00:02:29.000 --> 00:02:35.000]  教我們心裡的力量在剛想起來
[00:02:35.000 --> 00:02:39.000]  這個力量的剛想有什麼目的
[00:02:39.000 --> 00:02:41.000]  有什麼作用
[00:02:41.000 --> 00:02:42.000]  是為了什麼
[00:02:42.000 --> 00:02:45.000]  我們看下面告訴我們
[00:02:45.000 --> 00:02:48.000]  這個力量剛想起來的時候
[00:02:48.000 --> 00:02:51.000]  要成全的幾件事
[00:02:51.000 --> 00:02:54.000]  正是我們所追求的
[00:02:54.000 --> 00:02:55.000]  我們所要的
[00:02:55.000 --> 00:02:59.000]  我們所要得的
[00:02:59.000 --> 00:03:03.000]  第十七節跟著講下去
[00:03:03.000 --> 00:03:04.000]  十
[00:03:04.000 --> 00:03:09.000]  基督因你們的信住在你們心裡
[00:03:09.000 --> 00:03:12.000]  這個住的原文
[00:03:12.000 --> 00:03:13.000]  是繼續的
[00:03:13.000 --> 00:03:14.000]  平穩的
[00:03:14.000 --> 00:03:15.000]  不變的
[00:03:15.000 --> 00:03:18.000]  長期的住
[00:03:18.000 --> 00:03:20.000]  不是偶然過夜
[00:03:20.000 --> 00:03:23.000]  不是偶然來探訪
[00:03:23.000 --> 00:03:26.000]  不是偶然相聚
[00:03:26.000 --> 00:03:28.000]  是一個確定的
[00:03:28.000 --> 00:03:29.000]  繼續的
[00:03:29.000 --> 00:03:30.000]  長期的
[00:03:30.000 --> 00:03:33.000]  不變的
[00:03:33.000 --> 00:03:35.000]  基督
[00:03:35.000 --> 00:03:39.000]  這樣的住在我們心裡
[00:03:39.000 --> 00:03:40.000]  和我們之間
[00:03:40.000 --> 00:03:42.000]  有這樣的一個不變的
[00:03:42.000 --> 00:03:45.000]  穩當的關係
[00:03:45.000 --> 00:03:48.000]  這個關係是個密切的關係
[00:03:48.000 --> 00:03:50.000]  它在我們心裡
[00:03:50.000 --> 00:03:52.000]  它在我們裡面
[00:03:52.000 --> 00:03:55.000]  我們在它裡面
[00:03:55.000 --> 00:03:58.000]  好像枝子在樹上
[00:03:58.000 --> 00:04:01.000]  那個生命的聯繫
[00:04:01.000 --> 00:04:03.000]  密切的聯繫
[00:04:03.000 --> 00:04:04.000]  其中所包含的
[00:04:04.000 --> 00:04:07.000]  那個生命的交流
[00:04:07.000 --> 00:04:09.000]  意思都在這兒了
[00:04:09.000 --> 00:04:12.000]  當我們心裡的力量
[00:04:12.000 --> 00:04:14.000]  剛強起來的時候
[00:04:14.000 --> 00:04:17.000]  第一件成全的事
[00:04:17.000 --> 00:04:20.000]  就是我們的信心大起來了
[00:04:20.000 --> 00:04:23.000]  我們的信心有多大
[00:04:23.000 --> 00:04:26.000]  基督就藉著這個信心
[00:04:26.000 --> 00:04:28.000]  住在我們裡面
[00:04:28.000 --> 00:04:31.000]  我們的那個信心大起來的時候
[00:04:31.000 --> 00:04:34.000]  我們和主之間的那個密切的關係
[00:04:34.000 --> 00:04:37.000]  也增加了
[00:04:37.000 --> 00:04:39.000]  有多少時候
[00:04:39.000 --> 00:04:40.000]  我們和主的關係
[00:04:40.000 --> 00:04:44.000]  是若跡若離
[00:04:44.000 --> 00:04:45.000]  有的時候親近
[00:04:45.000 --> 00:04:47.000]  有的時候很疏遠
[00:04:47.000 --> 00:04:48.000]  有的時候想到主
[00:04:48.000 --> 00:04:50.000]  有的時候忘記主
[00:04:50.000 --> 00:04:52.000]  有的時候有主的充滿
[00:04:52.000 --> 00:04:56.000]  有的時候冷淡得難以言數
[00:04:56.000 --> 00:04:57.000]  欺負
[00:04:57.000 --> 00:04:59.000]  欺負
[00:04:59.000 --> 00:05:01.000]  上下
[00:05:01.000 --> 00:05:02.000]  有的時候我們跟從主
[00:05:02.000 --> 00:05:03.000]  在正道上
[00:05:03.000 --> 00:05:05.000]  有的時候我們偏離了
[00:05:05.000 --> 00:05:06.000]  有的時候我們眼睛
[00:05:06.000 --> 00:05:08.000]  註定在主的面上
[00:05:08.000 --> 00:05:09.000]  有的時候我們註定
[00:05:09.000 --> 00:05:11.000]  在與主相反的
[00:05:11.000 --> 00:05:15.000]  讓主失望傷心的那件事
[00:05:15.000 --> 00:05:19.000]  那個人的面上
[00:05:19.000 --> 00:05:22.000]  我們真是被風吹來吹去
[00:05:22.000 --> 00:05:26.000]  被浪飄來飄去
[00:05:26.000 --> 00:05:30.000]  我們和主的關係不夠穩定
[00:05:30.000 --> 00:05:33.000]  有的時候我們嘆息
[00:05:33.000 --> 00:05:35.000]  有的時候我們流淚
[00:05:35.000 --> 00:05:37.000]  但是過了不久
[00:05:37.000 --> 00:05:40.000]  又固態浮名
[00:05:40.000 --> 00:05:44.000]  在這裡我們看見一個出路
[00:05:44.000 --> 00:05:48.000]  神按照他的豐盛的榮耀
[00:05:48.000 --> 00:05:50.000]  藉著他的靈
[00:05:50.000 --> 00:05:53.000]  加強我們的信心的時候
[00:05:53.000 --> 00:05:57.000]  我們的主就住到我們裡面
[00:05:57.000 --> 00:06:02.000]  開始了一個永久的友誼
[00:06:02.000 --> 00:06:05.000]  這個友情真是寶貴
[00:06:05.000 --> 00:06:08.000]  就說我不再稱你們為僕人
[00:06:08.000 --> 00:06:11.000]  我呢是稱你們為朋友
[00:06:11.000 --> 00:06:15.000]  因為僕人不知道主人所做的事
[00:06:15.000 --> 00:06:18.000]  僕人不瞭解主人的心
[00:06:18.000 --> 00:06:20.000]  朋友瞭解
[00:06:20.000 --> 00:06:22.000]  我們的主到我們裡面
[00:06:22.000 --> 00:06:25.000]  和我們這樣的密切的關係的時候
[00:06:25.000 --> 00:06:28.000]  我們就開始瞭解主的心
[00:06:28.000 --> 00:06:31.000]  我們懂得他的心意
[00:06:31.000 --> 00:06:34.000]  在這個懂得裡面
[00:06:34.000 --> 00:06:38.000]  那個體會是多麼寶貴
[00:06:38.000 --> 00:06:43.000]  這件事是滿足主心最大的一件事
[00:06:43.000 --> 00:06:45.000]  一個做母親的
[00:06:45.000 --> 00:06:50.000]  最快樂的就是孩子懂得他的心
[00:06:50.000 --> 00:06:52.000]  體會他的心
[00:06:52.000 --> 00:06:56.000]  那個時候兩顆心就連起來了
[00:06:56.000 --> 00:06:58.000]  心連心
[00:06:58.000 --> 00:07:01.000]  那就是世間最美的事
[00:07:01.000 --> 00:07:03.000]  創造的主
[00:07:03.000 --> 00:07:05.000]  被造的人
[00:07:05.000 --> 00:07:06.000]  救贖的主
[00:07:06.000 --> 00:07:08.000]  被救贖的人
[00:07:08.000 --> 00:07:11.000]  在愛中合而為一
[00:07:11.000 --> 00:07:13.000]  主瞭解我們
[00:07:13.000 --> 00:07:14.000]  我們瞭解主
[00:07:14.000 --> 00:07:16.000]  主體貼我們
[00:07:16.000 --> 00:07:18.000]  我們體會主
[00:07:18.000 --> 00:07:20.000]  這個愛裡面的合一
[00:07:20.000 --> 00:07:24.000]  就是聖靈的工作所產生的
[00:07:24.000 --> 00:07:30.000]  這就是聖靈把神的愛澆灌在我們裡面
[00:07:30.000 --> 00:07:33.000]  這是在地如在天
[00:07:33.000 --> 00:07:37.000]  那個滋味不可言喧
[00:07:37.000 --> 00:07:41.000]  好像嘉裕明老牧師寫的詩一樣
[00:07:41.000 --> 00:07:45.000]  各種滋味不可言喧
[00:07:45.000 --> 00:07:47.000]  說不出來的
[00:07:47.000 --> 00:07:50.000]  有兩種說不出來的東西
[00:07:50.000 --> 00:07:52.000]  第一
[00:07:52.000 --> 00:07:56.000]  聖靈說不出來的歎息
[00:07:56.000 --> 00:07:57.000]  還有
[00:07:57.000 --> 00:07:59.000]  我們心裡說不出來的
[00:07:59.000 --> 00:08:02.000]  滿有永光的大喜樂
[00:08:02.000 --> 00:08:05.000]  彼得說這個喜樂從哪裡來
[00:08:05.000 --> 00:08:07.000]  我們沒有見它
[00:08:07.000 --> 00:08:10.000]  卻是愛它
[00:08:10.000 --> 00:08:12.000]  這個滿有永光
[00:08:12.000 --> 00:08:14.000]  說不出來的大喜樂
[00:08:14.000 --> 00:08:18.000]  是因為愛中的盼望
[00:08:18.000 --> 00:08:21.000]  充滿在我們心裡
[00:08:21.000 --> 00:08:24.000]  這是我們欲嘗
[00:08:24.000 --> 00:08:29.000]  欲先嘗一嘗天上的味道
[00:08:29.000 --> 00:08:32.000]  聖靈就是把天上的那個
[00:08:32.000 --> 00:08:36.000]  榮耀的幸福滿足的喜樂
[00:08:36.000 --> 00:08:41.000]  充滿澆灌在我們裡面的那一味
[00:08:41.000 --> 00:08:44.000]  感謝讚美主
[00:08:44.000 --> 00:08:47.000]  聖靈是智
[00:08:47.000 --> 00:08:50.000]  這個智的原文有一個歷史的背景
[00:08:50.000 --> 00:08:54.000]  從前人要買地的時候
[00:08:54.000 --> 00:08:57.000]  他要經過兩步的過程
[00:08:57.000 --> 00:08:58.000]  第一
[00:08:58.000 --> 00:09:01.000]  他付定金
[00:09:01.000 --> 00:09:05.000]  然後賣主就拿一個瓶子
[00:09:05.000 --> 00:09:09.000]  就把他要賣出去的那個地的圖
[00:09:09.000 --> 00:09:11.000]  裝滿這個瓶子
[00:09:11.000 --> 00:09:13.000]  然後他自己把它封起來
[00:09:13.000 --> 00:09:15.000]  用封條封起來
[00:09:15.000 --> 00:09:17.000]  交給買主
[00:09:17.000 --> 00:09:19.000]  買主拿回家
[00:09:19.000 --> 00:09:21.000]  他還沒有得到地
[00:09:21.000 --> 00:09:23.000]  但是他手中有這個瓶子
[00:09:23.000 --> 00:09:25.000]  瓶子裡面的圖
[00:09:25.000 --> 00:09:29.000]  就是他將來要得的那一個地的圖
[00:09:29.000 --> 00:09:31.000]  這是一個智
[00:09:31.000 --> 00:09:33.000]  這是一個證據
[00:09:33.000 --> 00:09:36.000]  我們由聖靈的印記
[00:09:36.000 --> 00:09:40.000]  由聖靈做我們將來得基業的憑據
[00:09:40.000 --> 00:09:43.000]  那個憑據下面有一個小字
[00:09:43.000 --> 00:09:45.000]  原文作智
[00:09:45.000 --> 00:09:49.000]  這個智就是這一平圖
[00:09:49.000 --> 00:09:53.000]  這個裡面有個很重要的意義
[00:09:53.000 --> 00:09:54.000]  就是說
[00:09:54.000 --> 00:09:58.000]  我將來要承受的那個土地
[00:09:58.000 --> 00:10:00.000]  現在已經在我手中
[00:10:00.000 --> 00:10:03.000]  我預先得到它了
[00:10:03.000 --> 00:10:06.000]  將來我要完全的得到
[00:10:06.000 --> 00:10:08.000]  第二步的時候
[00:10:08.000 --> 00:10:12.000]  就到了交易完成的日期
[00:10:12.000 --> 00:10:15.000]  就把餘下的錢付清
[00:10:15.000 --> 00:10:18.000]  把地承受過來
[00:10:18.000 --> 00:10:20.000]  但是最後一步一全
[00:10:20.000 --> 00:10:22.000]  的第一步
[00:10:22.000 --> 00:10:24.000]  已經是預償
[00:10:24.000 --> 00:10:26.000]  預先的得到
[00:10:26.000 --> 00:10:29.000]  預先的享受
[00:10:29.000 --> 00:10:31.000]  在手中了
[00:10:31.000 --> 00:10:32.000]  有保證
[00:10:32.000 --> 00:10:35.000]  有把握
[00:10:35.000 --> 00:10:36.000]  我們感謝主
[00:10:36.000 --> 00:10:39.000]  聖靈就是這個智
[00:10:39.000 --> 00:10:41.000]  今天他在我們裡面
[00:10:41.000 --> 00:10:45.000]  在我們裡面的力量加強的時候
[00:10:45.000 --> 00:10:47.000]  我們和基督的那個關係
[00:10:47.000 --> 00:10:50.000]  就這樣的正常的
[00:10:50.000 --> 00:10:51.000]  確定的
[00:10:51.000 --> 00:10:53.000]  穩當的
[00:10:53.000 --> 00:10:56.000]  連在一起
[00:10:56.000 --> 00:11:00.000]  預先嘗到將來的那個添加的
[00:11:00.000 --> 00:11:02.000]  無限的
[00:11:02.000 --> 00:11:04.000]  言語不能訴說的
[00:11:04.000 --> 00:11:08.000]  榮耀和滿足
[00:11:08.000 --> 00:11:09.000]  我們想到這裡
[00:11:09.000 --> 00:11:11.000]  不能不感謝
[00:11:11.000 --> 00:11:14.000]  讚美敬拜我們的主
[00:11:14.000 --> 00:11:19.000]  和他所賜給我們的聖靈
[00:11:19.000 --> 00:11:22.000]  還有第二樣
[00:11:22.000 --> 00:11:24.000]  叫你們的愛心
[00:11:24.000 --> 00:11:27.000]  有根有跡
[00:11:27.000 --> 00:11:29.000]  當基督在我們裡面的時候
[00:11:29.000 --> 00:11:33.000]  就必然產生一個結果
[00:11:33.000 --> 00:11:35.000]  就是我們的愛心
[00:11:35.000 --> 00:11:37.000]  開始有根又有跡
[00:11:37.000 --> 00:11:39.000]  原文這兩樣都提了
[00:11:39.000 --> 00:11:40.000]  是有根有跡
[00:11:40.000 --> 00:11:43.000]  不是中文無意義的重複
[00:11:43.000 --> 00:11:44.000]  中文有個好處
[00:11:44.000 --> 00:11:48.000]  就是常常成對成雙的
[00:11:48.000 --> 00:11:49.000]  很對稱
[00:11:49.000 --> 00:11:50.000]  很好
[00:11:50.000 --> 00:11:52.000]  但是這裡說的有根有跡
[00:11:52.000 --> 00:11:54.000]  那個原文就是提到根
[00:11:54.000 --> 00:11:56.000]  就是提到跡
[00:11:56.000 --> 00:11:59.000]  所以英文的翻譯可以看得很清楚
[00:11:59.000 --> 00:12:01.000]  Rooted and grounded
[00:12:01.000 --> 00:12:03.000]  這兩樣都提了
[00:12:03.000 --> 00:12:08.000]  加倍的雙料的
[00:12:08.000 --> 00:12:12.000]  豐富的確定
[00:12:12.000 --> 00:12:14.000]  基督在我們裡面
[00:12:14.000 --> 00:12:19.000]  我們的愛心就有根有跡了
[00:12:19.000 --> 00:12:20.000]  跟著
[00:12:20.000 --> 00:12:21.000]  我們在這個根
[00:12:21.000 --> 00:12:23.000]  在這個跡裡面
[00:12:23.000 --> 00:12:26.000]  就有新的學習了
[00:12:26.000 --> 00:12:27.000]  我們沒有停止在根
[00:12:27.000 --> 00:12:29.000]  在跡的地步
[00:12:29.000 --> 00:12:31.000]  樹有根
[00:12:31.000 --> 00:12:32.000]  很好
[00:12:32.000 --> 00:12:34.000]  但是不是單單有根
[00:12:34.000 --> 00:12:35.000]  有了根以後
[00:12:35.000 --> 00:12:37.000]  它要往上長
[00:12:37.000 --> 00:12:40.000]  建築房子有了根跡以後
[00:12:40.000 --> 00:12:42.000]  不停在那裡
[00:12:42.000 --> 00:12:44.000]  上面要蓋上去
[00:12:44.000 --> 00:12:47.000]  要蓋完成那個樓房
[00:12:47.000 --> 00:12:49.000]  所以根跡
[00:12:49.000 --> 00:12:51.000]  有一個目的
[00:12:51.000 --> 00:12:53.000]  就是要張上去
[00:12:53.000 --> 00:12:54.000]  蓋上去
[00:12:54.000 --> 00:12:56.000]  那個時候才完成了
[00:12:56.000 --> 00:13:00.000]  它全部的意義
[00:13:00.000 --> 00:13:02.000]  基督住在我們裡面。
[00:13:02.000 --> 00:13:10.000]  我們的愛心有根有基,然後我們學習第十八節,
[00:13:10.000 --> 00:13:15.000]  能與和眾聖徒一同明白基督的愛,
[00:13:15.000 --> 00:13:18.000]  這個明白就是體會了,
[00:13:18.000 --> 00:13:20.000]  體會,深深的體會,
[00:13:20.000 --> 00:13:22.000]  更多的體會,
[00:13:22.000 --> 00:13:24.000]  更高的體會,
[00:13:24.000 --> 00:13:26.000]  更深的體會,
[00:13:26.000 --> 00:13:29.000]  更完全的體會,
[00:13:29.000 --> 00:13:31.000]  基督的愛,
[00:13:31.000 --> 00:13:35.000]  使和人參坡高僧。
[00:13:35.000 --> 00:13:38.000]  這四個字真是寶貴。
[00:13:38.000 --> 00:13:41.000]  聖靈感動保羅,
[00:13:41.000 --> 00:13:43.000]  在他這樣瞭解的時候,
[00:13:43.000 --> 00:13:49.000]  他裡面真是有了這樣的不可言傳的四度,
[00:13:49.000 --> 00:13:52.000]  高度、長度、寬度、深度。
[00:13:52.000 --> 00:13:56.000]  我相信保羅寫這個信的時候,
[00:13:56.000 --> 00:13:59.000]  可能是在半夜,
[00:13:59.000 --> 00:14:00.000]  他在寫的時候,
[00:14:00.000 --> 00:14:06.000]  他的內心裡面有一個奇妙的感受,
[00:14:06.000 --> 00:14:08.000]  參坡高僧。
[00:14:08.000 --> 00:14:10.000]  我們讀一幅書的時候,
[00:14:10.000 --> 00:14:11.000]  有一個發現,
