
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹們平安
[00:00:02.000 --> 00:00:03.000]  平安
[00:00:03.000 --> 00:00:05.000]  很感謝教會的邀請
[00:00:05.000 --> 00:00:08.000]  讓我在今天這個很特別的崇拜
[00:00:08.000 --> 00:00:13.000]  跟大家一起分享恩喬堂建立兩週年的喜悅
[00:00:13.000 --> 00:00:20.000]  剛剛我叫他Dr. Law
[00:00:20.000 --> 00:00:24.000]  因為他之前跟我在健道也是同工
[00:00:24.000 --> 00:00:26.000]  他說我們認識好久了
[00:00:26.000 --> 00:00:29.000]  不要講多久了
[00:00:29.000 --> 00:00:31.000]  女生不願意講多久
[00:00:31.000 --> 00:00:33.000]  一般都是那個年齡
[00:00:33.000 --> 00:00:35.000]  等一下那個秘密洩露出去
[00:00:35.000 --> 00:00:37.000]  那男生就不怕
[00:00:37.000 --> 00:00:39.000]  所以我替他洩露一下
[00:00:39.000 --> 00:00:41.000]  我們是1995年
[00:00:41.000 --> 00:00:43.000]  所以到今年多少年了
[00:00:43.000 --> 00:00:45.000]  30年
[00:00:45.000 --> 00:00:47.000]  在一起
[00:00:47.000 --> 00:00:49.000]  在暑假的時候
[00:00:49.000 --> 00:00:51.000]  我當時在美國念神學
[00:00:51.000 --> 00:00:55.000]  在暑假的時候需要做一個全世界的木質的實習
[00:00:55.000 --> 00:00:57.000]  我就選擇回來香港
[00:00:57.000 --> 00:00:59.000]  做我的木質實習
[00:00:59.000 --> 00:01:00.000]  在一起
[00:01:00.000 --> 00:01:04.000]  當年總共我就跟隨在九龍城
[00:01:04.000 --> 00:01:07.000]  那個佈道會恩泉堂的陳前開牧師
[00:01:07.000 --> 00:01:09.000]  他做我們獨導人
[00:01:09.000 --> 00:01:14.000]  當年這個暑假他獨導了我們有五位同學
[00:01:14.000 --> 00:01:16.000]  五位很厲害
[00:01:16.000 --> 00:01:20.000]  所以就在那時候
[00:01:20.000 --> 00:01:23.000]  後來也在健道神學院裡面
[00:01:23.000 --> 00:01:25.000]  一起同工了好幾年的時間
[00:01:25.000 --> 00:01:29.000]  所以也真的是認識好久了
[00:01:29.000 --> 00:01:33.000]  我們雖然對比起兩年
[00:01:33.000 --> 00:01:35.000]  30年對比起兩年
[00:01:35.000 --> 00:01:38.000]  很像兩年就很短的時間
[00:01:38.000 --> 00:01:41.000]  基本上這個也不是長短的問題
[00:01:41.000 --> 00:01:42.000]  你跟我都知道
[00:01:42.000 --> 00:01:43.000]  往往是那個時間
[00:01:43.000 --> 00:01:46.000]  我們跟我們的配偶相處的時間
[00:01:46.000 --> 00:01:48.000]  我們跟朋友相聚的時間
[00:01:48.000 --> 00:01:50.000]  我們跟小孩子
[00:01:50.000 --> 00:01:52.000]  跟他們共聚一起
[00:01:52.000 --> 00:01:55.000]  花時間他們身上基本上
[00:01:55.000 --> 00:01:56.000]  長短是有關係的
[00:01:56.000 --> 00:01:57.000]  的確是有關係的
[00:01:57.000 --> 00:01:59.000]  我們不能說長短沒有關係
[00:01:59.000 --> 00:02:01.000]  我們說quantity
[00:02:01.000 --> 00:02:02.000]  那兩個Q
[00:02:02.000 --> 00:02:06.000]  所以我們以前的電郵就叫QQ
[00:02:06.000 --> 00:02:08.000]  兩個Q很重要
[00:02:08.000 --> 00:02:09.000]  quantity很重要
[00:02:09.000 --> 00:02:12.000]  但是同時完全不能忽略
[00:02:12.000 --> 00:02:13.000]  當然是quality
[00:02:13.000 --> 00:02:15.000]  那個指數
[00:02:15.000 --> 00:02:17.000]  那兩年的當中
[00:02:17.000 --> 00:02:20.000]  我深信大家在上帝的面前
[00:02:20.000 --> 00:02:24.000]  大家在這邊建立教會所付出的努力
[00:02:24.000 --> 00:02:25.000]  上帝都知道
[00:02:25.000 --> 00:02:26.000]  上帝同在
[00:02:26.000 --> 00:02:28.000]  大家也經歷過
[00:02:28.000 --> 00:02:32.000]  上帝在我們眾人身上的恩典
[00:02:32.000 --> 00:02:35.000]  所以今天跟大家分享這段經文
[00:02:35.000 --> 00:02:37.000]  其實大家都很熟悉的
[00:02:37.000 --> 00:02:42.000]  在《使徒行傳》第六章一到七節的一段故事
[00:02:42.000 --> 00:02:46.000]  建大神學院兩年前
[00:02:46.000 --> 00:02:47.000]  連續兩年
[00:02:47.000 --> 00:02:50.000]  我們每一年都有一個年提
[00:02:50.000 --> 00:02:53.000]  就提醒我們有一個專注點
[00:02:53.000 --> 00:02:56.000]  我們今年雖然每一年上課
[00:02:56.000 --> 00:03:00.000]  開學 下課 畢業典禮
[00:03:00.000 --> 00:03:04.000]  每一年的節奏 週期都差不多
[00:03:04.000 --> 00:03:05.000]  每一年給他一個年提
[00:03:05.000 --> 00:03:09.000]  提醒我們我們到底在這邊幹嘛
[00:03:09.000 --> 00:03:10.000]  就是有時候做事
[00:03:10.000 --> 00:03:12.000]  教書幾十年
[00:03:12.000 --> 00:03:14.000]  都忘記自己在這邊幹什麼
[00:03:14.000 --> 00:03:15.000]  就是幹活而已
[00:03:15.000 --> 00:03:16.000]  那不行
[00:03:16.000 --> 00:03:19.000]  建大神學院是1899年
[00:03:19.000 --> 00:03:22.000]  在廣西梧州建立起來
[00:03:22.000 --> 00:03:27.000]  所以到兩年前是開125週年
[00:03:27.000 --> 00:03:28.000]  是125週年
[00:03:28.000 --> 00:03:31.000]  我們老師們就給我們一個年提
[00:03:31.000 --> 00:03:33.000]  叫1899使命不朽
[00:03:33.000 --> 00:03:35.000]  有點押韻
[00:03:35.000 --> 00:03:38.000]  粵語跟普通話都會押點韻
[00:03:38.000 --> 00:03:40.000]  那到了第二年
[00:03:40.000 --> 00:03:42.000]  本來應該有一個新的年提
[00:03:42.000 --> 00:03:43.000]  但是大家覺得
[00:03:43.000 --> 00:03:45.000]  這個年提太好了
[00:03:45.000 --> 00:03:48.000]  進去126年我們還是需要提醒
[00:03:48.000 --> 00:03:51.000]  所以那個年提連續了兩年
[00:03:51.000 --> 00:03:53.000]  1899使命不朽
[00:03:53.000 --> 00:03:57.000]  那當然恩橋堂就是2023
[00:03:57.000 --> 00:04:00.000]  往後到了125年
[00:04:00.000 --> 00:04:02.000]  後來的就是要問
[00:04:02.000 --> 00:04:06.000]  這個是2023使命不朽
[00:04:06.000 --> 00:04:09.000]  我們要問我們到底自己的使命
[00:04:09.000 --> 00:04:13.000]  而且這個是代代相傳的
[00:04:13.000 --> 00:04:17.000]  可能有些的細節
[00:04:17.000 --> 00:04:19.000]  隨著情況的不一樣
[00:04:19.000 --> 00:04:22.000]  人 參與的人不一樣
[00:04:22.000 --> 00:04:29.000]  125年那個賀祖勇傳道到哪裡去
