
[00:00:00.000 --> 00:00:04.000]  今日和大家思想的是春夏及記第十六章
[00:00:04.000 --> 00:00:09.000]  我們一個題目就是停止工作與操控
[00:00:09.000 --> 00:00:12.000]  在思想經文之前我想提一提
[00:00:12.000 --> 00:00:16.000]  剛剛上星期日的主日我在外間一個講座
[00:00:16.000 --> 00:00:19.000]  這個講座就是關於節制的訊息
[00:00:19.000 --> 00:00:23.000]  在訊息之後有位姐妹走出來和我分享
[00:00:23.000 --> 00:00:26.000]  多謝牧師和我們分享訊息
[00:00:26.000 --> 00:00:29.000]  她說突然間我體會到一件事
[00:00:29.000 --> 00:00:31.000]  我就小心聽她說
[00:00:31.000 --> 00:00:37.000]  她說我很清楚體會到原來工作不是生命的全部份
[00:00:37.000 --> 00:00:41.000]  我要很小心不要為工作而活
[00:00:41.000 --> 00:00:45.000]  她就簡單將她這種體會和我分享
[00:00:45.000 --> 00:00:48.000]  很多時候沒錯在香港人的心目中
[00:00:48.000 --> 00:00:52.000]  工作就等於生命的全部份
[00:00:52.000 --> 00:00:56.000]  有時候將自己的健康、家庭的需要
[00:00:56.000 --> 00:00:59.000]  靈性的需要放下
[00:00:59.000 --> 00:01:02.000]  讓工作成為唯一的關注
[00:01:02.000 --> 00:01:05.000]  這位姐妹在我們討論到節制的時候
[00:01:05.000 --> 00:01:10.000]  她就想到原來工作不是我們生命的全部份
[00:01:10.000 --> 00:01:12.000]  當我們講到安息的時候
[00:01:12.000 --> 00:01:14.000]  我們都會常常這樣說
[00:01:14.000 --> 00:01:16.000]  神將安息賜給我們
[00:01:16.000 --> 00:01:20.000]  是要我們在一個節奏裏面
[00:01:20.000 --> 00:01:23.000]  到某個時間會知道停不下來
[00:01:23.000 --> 00:01:25.000]  停止工作
[00:01:25.000 --> 00:01:29.000]  亦都停止去控制、去操控
[00:01:29.000 --> 00:01:31.000]  很清楚知道我們自己不是神
[00:01:31.000 --> 00:01:34.000]  而是讓神成為神
[00:01:34.000 --> 00:01:38.000]  在停下來的時候去敬拜祂、去尊崇祂
[00:01:38.000 --> 00:01:42.000]  承認唯獨神是掌管一切的
[00:01:42.000 --> 00:01:46.000]  我們常常都說如果生命好像一首詩歌
[00:01:46.000 --> 00:01:49.000]  祂必須有優子乎
[00:01:49.000 --> 00:01:54.000]  大家會不會唱過的詩歌是沒有優子乎的呢?
[00:01:54.000 --> 00:01:56.000]  你試過唱一首詩歌
[00:01:56.000 --> 00:01:58.000]  一路唱一路唱是沒有停下來的
[00:01:58.000 --> 00:02:00.000]  師伯一定會很明白
[00:02:00.000 --> 00:02:02.000]  沒有呼吸、沒有喘氣
[00:02:02.000 --> 00:02:04.000]  當你一路唱的時候
[00:02:04.000 --> 00:02:08.000]  唱著唱著你會窒息死亡
[00:02:08.000 --> 00:02:10.000]  詩歌不可能沒有優子乎
[00:02:10.000 --> 00:02:14.000]  而詩歌的美妙就在適當的時候休息
[00:02:14.000 --> 00:02:16.000]  當你唱一首詩歌的時候
[00:02:16.000 --> 00:02:21.000]  你會明白人生如果沒有適當的停頓
[00:02:21.000 --> 00:02:24.000]  會是一首悲劇
[00:02:24.000 --> 00:02:27.000]  或者說是一首難聽的歌
[00:02:27.000 --> 00:02:28.000]  聖經就這樣鼓勵我們
[00:02:28.000 --> 00:02:29.000]  要留心
[00:02:29.000 --> 00:02:31.000]  沒錯神給我們沒有足夠
[00:02:31.000 --> 00:02:33.000]  但祂常常提醒我們
[00:02:33.000 --> 00:02:35.000]  每一天去信靠祂
[00:02:35.000 --> 00:02:39.000]  我們先看第十六章第十六節
[00:02:39.000 --> 00:02:44.000]  出了第十六章第十六節
[00:02:44.000 --> 00:02:48.000]  當時這些以色列人領受神給他們的馬拿
[00:02:48.000 --> 00:02:50.000]  但他們不明白是甚麼
[00:02:50.000 --> 00:02:52.000]  當時十六節
[00:02:52.000 --> 00:02:54.000]  摩西對他們說
[00:02:54.000 --> 00:02:56.000]  耶和華所吩咐的是這樣
[00:02:56.000 --> 00:02:59.000]  你們要按著各人的飯糧
[00:02:59.000 --> 00:03:02.000]  為將旁裡的人按著人數
[00:03:02.000 --> 00:03:06.000]  收起來各拿一鵝眉耳
[00:03:06.000 --> 00:03:08.000]  前面摩西對他們說
[00:03:08.000 --> 00:03:11.000]  這是耶和華給你們的食物
[00:03:11.000 --> 00:03:12.000]  在抗疫裏面
[00:03:12.000 --> 00:03:15.000]  人沒有力量去自己尋找食物
[00:03:15.000 --> 00:03:17.000]  耕種田地
[00:03:17.000 --> 00:03:18.000]  得到食物
[00:03:18.000 --> 00:03:21.000]  神就直接從天上賜給他們
[00:03:21.000 --> 00:03:22.000]  大家都明白
[00:03:22.000 --> 00:03:26.000]  馬拿正象徵著今天神對我們的供應
[00:03:26.000 --> 00:03:29.000]  但馬拿有一個特點就是
[00:03:29.000 --> 00:03:31.000]  沒錯神供應我們
[00:03:31.000 --> 00:03:32.000]  但祂只是每一天
[00:03:32.000 --> 00:03:36.000]  將當天的份量賜給我們
[00:03:36.000 --> 00:03:39.000]  要我們每一天去信靠祂
[00:03:39.000 --> 00:03:41.000]  大家都記得我們常常都祈禱
[00:03:41.000 --> 00:03:43.000]  我們主禱問
[00:03:43.000 --> 00:03:47.000]  求祢將甚麼飲食賜給我們
[00:03:47.000 --> 00:03:50.000]  日用的飲食
[00:03:50.000 --> 00:03:53.000]  是今天賜給我們
[00:03:53.000 --> 00:03:54.000]  你不可以祈禱
[00:03:54.000 --> 00:03:58.000]  神啊求祢將我一生的食物都賜給我
[00:03:58.000 --> 00:04:02.000]  神叫我們學習每一天去信靠祂
[00:04:02.000 --> 00:04:04.000]  仰望祂每一天的供應
[00:04:04.000 --> 00:04:07.000]  這是更寶貴的一種追求
[00:04:07.000 --> 00:04:09.000]  當時神就告訴他們
[00:04:09.000 --> 00:04:13.000]  可以出去為你們的需要來收取馬拿
[00:04:13.000 --> 00:04:14.000]  這裡所說的
[00:04:14.000 --> 00:04:18.000]  不是說你們按照你的胃口大小
[00:04:18.000 --> 00:04:19.000]  你吃多些收多些
[00:04:19.000 --> 00:04:20.000]  不是
[00:04:20.000 --> 00:04:24.000]  是按照他們家庭裡的人數的多少來收取
[00:04:24.000 --> 00:04:27.000]  大家再小心看第十六節
[00:04:27.000 --> 00:04:28.000]  中間說
[00:04:28.000 --> 00:04:32.000]  為將彭女的人按著人數收起來
[00:04:32.000 --> 00:04:34.000]  各拿一鵝眉耳
[00:04:34.000 --> 00:04:36.000]  聖經提到他們
[00:04:36.000 --> 00:04:37.000]  大家一起出去收集
[00:04:37.000 --> 00:04:39.000]  相信他們收集了之後
[00:04:39.000 --> 00:04:42.000]  將所收集回來的集合一起
[00:04:42.000 --> 00:04:44.000]  然後大家再分配
[00:04:44.000 --> 00:04:46.000]  按照你的家庭數目
[00:04:46.000 --> 00:04:48.000]  每人收一鵝眉耳
[00:04:48.000 --> 00:04:51.000]  當他們這樣去收取的時候
[00:04:51.000 --> 00:04:52.000]  最後發覺
[00:04:52.000 --> 00:04:54.000]  人數多的足夠
[00:04:54.000 --> 00:04:57.000]  人數少的也足夠
[00:04:57.000 --> 00:04:59.000]  不會多也不會少
[00:04:59.000 --> 00:05:04.000]  所以你看到聖經後面第十八節
[00:05:04.000 --> 00:05:05.000]  第十七節
[00:05:05.000 --> 00:05:07.000]  以色列人就這樣行
[00:05:07.000 --> 00:05:09.000]  有多收的有少收的
[00:05:09.000 --> 00:05:11.000]  及至用鵝眉耳量一量
[00:05:11.000 --> 00:05:13.000]  多收的也沒有餘
[00:05:13.000 --> 00:05:15.000]  少收的也沒有缺
[00:05:15.000 --> 00:05:18.000]  各人按著自己的飯量收取
[00:05:18.000 --> 00:05:19.000]  中間一句說話
[00:05:19.000 --> 00:05:20.000]  多收的也沒有餘
[00:05:20.000 --> 00:05:22.000]  少收的也沒有缺
[00:05:22.000 --> 00:05:25.000]  在聖經的哥林多後書第八章
[00:05:25.000 --> 00:05:28.000]  本來就引用這節經文
[00:05:28.000 --> 00:05:29.000]  當時他說到
[00:05:29.000 --> 00:05:31.000]  馬其頓的教會比較豐富
[00:05:31.000 --> 00:05:34.000]  要學習如何將所有的
[00:05:34.000 --> 00:05:39.000]  與有些人貧窮的信徒來分享
[00:05:39.000 --> 00:05:41.000]  以致他們的富足
[00:05:41.000 --> 00:05:44.000]  現在可以補別人的不足
[00:05:44.000 --> 00:05:47.000]  而保羅就說將來他們的富足
[00:05:47.000 --> 00:05:50.000]  可以補回你們的不足
[00:05:50.000 --> 00:05:52.000]  當我們有些時候
[00:05:52.000 --> 00:05:55.000]  會得到很多的供應
[00:05:55.000 --> 00:05:58.000]  甚至過於我們的需要
[00:05:58.000 --> 00:05:59.000]  在那時候
[00:05:59.000 --> 00:06:01.000]  對我們的心意就是
[00:06:01.000 --> 00:06:05.000]  將你有多的可以分出來
[00:06:05.000 --> 00:06:07.000]  當時有些人他們得到很多
[00:06:07.000 --> 00:06:09.000]  有些人得到少一點
[00:06:09.000 --> 00:06:11.000]  但都能夠按照個人的需要
[00:06:11.000 --> 00:06:15.000]  來彼此分享所領受
[00:06:15.000 --> 00:06:18.000]  這是聖經在當初對我們的提醒
[00:06:18.000 --> 00:06:19.000]  然後聖經就提到
[00:06:19.000 --> 00:06:23.000]  這些食物不能留到早晨的第十九節
[00:06:23.000 --> 00:06:25.000]  摩世對他們說
[00:06:25.000 --> 00:06:29.000]  所收的不許什麼人留到早晨
[00:06:29.000 --> 00:06:31.000]  神供應我們
[00:06:31.000 --> 00:06:35.000]  但祂要我們學習每一天去信靠祂
[00:06:35.000 --> 00:06:38.000]  或者你說這樣不太安全
[00:06:38.000 --> 00:06:39.000]  只有今天
[00:06:39.000 --> 00:06:40.000]  明天如何?
[00:06:40.000 --> 00:06:41.000]  後天如何?
[00:06:41.000 --> 00:06:43.000]  有沒有得供應?
[00:06:43.000 --> 00:06:45.000]  聖經就是這樣鼓勵我們
[00:06:45.000 --> 00:06:46.000]  要我們學習
[00:06:46.000 --> 00:06:50.000]  因為知道神會供應
[00:06:50.000 --> 00:06:55.000]  就成為了你和我最主要的安全所在
[00:06:55.000 --> 00:06:56.000]  或者你說不是的
[00:06:56.000 --> 00:06:59.000]  當我有儲蓄的時候我就安全些
[00:06:59.000 --> 00:07:01.000]  當我有得保障的時候
[00:07:01.000 --> 00:07:03.000]  我會安全些
[00:07:03.000 --> 00:07:04.000]  但大家都會經歷過
[00:07:04.000 --> 00:07:08.000]  有些時候你自己有的保障
[00:07:08.000 --> 00:07:12.000]  往往是成為了你憂慮的原因
[00:07:12.000 --> 00:07:13.000]  大家明白
[00:07:13.000 --> 00:07:16.000]  如果你有很多儲蓄的時候
[00:07:16.000 --> 00:07:19.000]  有些時候你會很掛心
[00:07:19.000 --> 00:07:21.000]  錢現在零利息
[00:07:21.000 --> 00:07:24.000]  我如何將錢運用
[00:07:24.000 --> 00:07:26.000]  去開多些收入呢?
[00:07:26.000 --> 00:07:29.000]  你很怕你所有的會失去了
[00:07:29.000 --> 00:07:31.000]  沒錯你要管理金錢
