
[00:00:00.000 --> 00:00:04.400]  今天我們繼續說《約翰福音》三章一至二十一節
[00:00:04.400 --> 00:00:10.680]  這段經文其實承接《約翰福音》第二章結尾的一段說話
[00:00:10.680 --> 00:00:13.400]  第二章二十三至二十五節那裡說
[00:00:13.400 --> 00:00:16.680]  當耶穌在耶路撒冷過如月節的時候
[00:00:16.680 --> 00:00:21.320]  有許多人看見祂所行的神蹟 就信了祂的命
[00:00:21.320 --> 00:00:23.800]  耶穌卻不將自己交託他們
[00:00:23.800 --> 00:00:28.080]  因為祂知道萬人也用不著誰見證人怎樣
[00:00:28.080 --> 00:00:31.400]  因祂知道人心裡所存的
[00:00:31.400 --> 00:00:34.960]  在這裡就說到有些人看見耶穌行了神蹟
[00:00:34.960 --> 00:00:37.920]  然後就信了耶穌
[00:00:37.920 --> 00:00:40.240]  不過耶穌很清楚知道
[00:00:40.240 --> 00:00:42.200]  祂不將自己交託給他們
[00:00:42.200 --> 00:00:43.960]  在這裡說祂知道萬人
[00:00:43.960 --> 00:00:46.840]  因為祂知道人心裡所想
[00:00:46.840 --> 00:00:48.160]  其實耶穌意思就是說
[00:00:48.160 --> 00:00:51.040]  這一幫人不是真的認識祂的身份
[00:00:51.040 --> 00:00:53.520]  祂只是看見耶穌行的一些神蹟
[00:00:53.520 --> 00:00:55.480]  就跟著了耶穌
[00:00:55.480 --> 00:00:59.080]  接著在第三章第一至十五節
[00:00:59.080 --> 00:01:03.640]  這裡就說到耶穌和尼哥底沒有一段對話
[00:01:03.640 --> 00:01:07.440]  這一段對話也是在回應這個問題
[00:01:07.440 --> 00:01:11.200]  就是什麼叫做真正的相信耶穌
[00:01:11.200 --> 00:01:17.680]  這一位知道萬人也用不著誰見證人怎樣的主
[00:01:17.680 --> 00:01:20.800]  現在開始跟很多人去對話
[00:01:20.800 --> 00:01:23.760]  這些對話當中有不同背景的人
[00:01:23.760 --> 00:01:25.600]  或者有不同需要的人
[00:01:25.600 --> 00:01:29.640]  耶穌用不同的方式去幫助這些不同的人
[00:01:29.640 --> 00:01:32.720]  或者接觸他們不同人的內心裡面
[00:01:32.720 --> 00:01:36.040]  讓他們去認識耶穌是哪一位
[00:01:36.040 --> 00:01:38.440]  耶穌來到究竟要做些什麼事
[00:01:38.440 --> 00:01:42.600]  這一段就說到耶穌和尼哥底沒有一段對話
[00:01:42.600 --> 00:01:47.360]  在第四章就是耶穌和一個撒瑪利亞婦人的對話
[00:01:47.360 --> 00:01:49.600]  第四章的結尾就說到
[00:01:49.600 --> 00:01:52.440]  耶穌怎樣幫助一個外邦人的官
[00:01:52.440 --> 00:01:58.520]  第五章幫助一個不是大慈旁邊的病人
[00:01:58.520 --> 00:02:05.720]  我們首先看看耶穌怎樣和一個法利塞人作為一個老師
[00:02:05.720 --> 00:02:06.760]  這一段對話
[00:02:06.760 --> 00:02:09.960]  第三章一至第二節這樣說
[00:02:09.960 --> 00:02:12.640]  有一個法利塞人是猶太人的官
[00:02:12.640 --> 00:02:14.960]  這人夜裡來見耶穌說
[00:02:14.960 --> 00:02:19.360]  拉比我們知道你是由神那裡來作師傅的
[00:02:19.360 --> 00:02:22.840]  因為你所行的神蹟若沒有神同在
[00:02:22.840 --> 00:02:25.440]  沒日無人能行
[00:02:25.440 --> 00:02:27.920]  這一段敘述的觀念可以說
[00:02:27.920 --> 00:02:32.920]  尼哥底沒有就是上述的那些人的一個例子
[00:02:32.920 --> 00:02:35.360]  雖然從某一個角度去說
[00:02:35.360 --> 00:02:38.000]  他們好像已經相信了耶穌
[00:02:38.000 --> 00:02:40.720]  但是其實他們的信心是不正確的
[00:02:40.720 --> 00:02:43.840]  所以耶穌不將自己交託給他們
[00:02:43.840 --> 00:02:48.560]  有一個事實可以說去加強這個解釋
[00:02:48.560 --> 00:02:50.640]  尼哥底沒有來見耶穌的時候
[00:02:50.640 --> 00:02:53.560]  提及他所行的神蹟
[00:02:53.560 --> 00:03:00.240]  就是這些神蹟引起了一個以假亂真的信心
[00:03:00.240 --> 00:03:03.320]  尼哥底沒有作為一個法利塞人
[00:03:03.320 --> 00:03:06.400]  而且也是一個著名的教師
[00:03:06.400 --> 00:03:09.640]  在《讓方》裡面指出
[00:03:09.640 --> 00:03:12.720]  其實大部分人都沒有接待到耶穌
[00:03:12.720 --> 00:03:16.520]  只有少數的人去接待耶穌
[00:03:16.520 --> 00:03:20.160]  是上帝派來的兒子這個身份
[00:03:20.160 --> 00:03:24.200]  在第三章的一至十五節最自然的解釋就是
[00:03:24.200 --> 00:03:26.520]  在尼哥底沒有這個時間裡面
[00:03:26.520 --> 00:03:32.520]  他雖然對真理或者對耶穌所說的道理感到一些興趣
[00:03:32.520 --> 00:03:35.400]  但是他沒有明確的去接受
[00:03:35.400 --> 00:03:37.720]  接受耶穌真正的身份
[00:03:37.720 --> 00:03:40.600]  不過在《讓方》裡面我們看到
[00:03:40.600 --> 00:03:43.120]  尼哥底沒有在過程裡面
[00:03:43.120 --> 00:03:46.400]  他一步一步的真的接受耶穌
[00:03:46.400 --> 00:03:49.720]  是上帝差派來救主這個身份
[00:03:49.720 --> 00:03:52.480]  逐步的站在耶穌那邊
[00:03:52.480 --> 00:03:57.800]  在最後耶穌在葛國他受死的時候
[00:03:57.800 --> 00:04:00.600]  他最後公開的表明他的立場
[00:04:00.600 --> 00:04:03.880]  他要跟隨一位的耶穌
[00:04:03.880 --> 00:04:05.600]  在這裡尼哥底沒有
[00:04:05.600 --> 00:04:07.720]  為什麼夜裡來見耶穌呢?
[00:04:07.720 --> 00:04:09.320]  我們無法去肯定
[00:04:09.320 --> 00:04:11.160]  不過至少有兩個的解釋
[00:04:11.160 --> 00:04:13.480]  第一就是不要被其他人看到
[00:04:13.480 --> 00:04:16.400]  因為自己是一個老師
[00:04:16.400 --> 00:04:18.320]  他好像問耶穌一些事情
[00:04:18.320 --> 00:04:20.120]  好像自己的身份
[00:04:20.120 --> 00:04:21.880]  有失自己一些身份
[00:04:21.880 --> 00:04:22.840]  所以就夜裡來
[00:04:22.840 --> 00:04:24.440]  不要被其他人看到
[00:04:24.440 --> 00:04:26.800]  但是有另一個的解釋
[00:04:26.800 --> 00:04:30.600]  可以說這個夜在《讓方》裡面的用法
[00:04:30.600 --> 00:04:33.360]  很多時候都是講到一些道德上面
[00:04:33.360 --> 00:04:35.280]  和屬靈方面的黑暗
[00:04:35.280 --> 00:04:38.280]  如果是這樣去理解的時候
[00:04:38.280 --> 00:04:40.160]  尼哥底沒有
[00:04:40.160 --> 00:04:42.320]  他生命當中的黑暗
[00:04:42.320 --> 00:04:45.800]  比他自己所知的更加厲害
[00:04:45.800 --> 00:04:49.960]  就是尼哥底沒有在自己生命的黑暗裡面
[00:04:49.960 --> 00:04:51.680]  來見耶穌
[00:04:51.680 --> 00:04:54.760]  尼哥底沒有雖然是著名的教師
[00:04:54.760 --> 00:05:00.440]  但是他仍然以一個拉比這個詞去稱呼耶穌
[00:05:00.440 --> 00:05:03.480]  他沒有輕視到耶穌所行的神蹟
[00:05:03.480 --> 00:05:07.760]  可以說好像其他人將耶穌所行的神蹟
[00:05:07.760 --> 00:05:11.040]  歸之於撒旦的工作一樣
[00:05:11.040 --> 00:05:13.240]  這些神蹟 耶穌所行的神蹟
[00:05:13.240 --> 00:05:14.640]  使得尼哥底沒有知道
[00:05:14.640 --> 00:05:17.560]  耶穌不是一個尋常的教師
[00:05:17.560 --> 00:05:20.440]  他必定是由上帝差派來的
[00:05:20.440 --> 00:05:22.240]  必有上帝的同在
[00:05:22.240 --> 00:05:24.440]  才能夠去行這些神蹟
[00:05:24.440 --> 00:05:28.880]  就好像過去的先知摩西耶利米一樣
[00:05:28.880 --> 00:05:30.000]  尼哥底沒有
[00:05:30.000 --> 00:05:32.160]  他沒有說耶穌是一個先知
[00:05:32.160 --> 00:05:39.640]  更沒有說他就是上帝差派來的那個特別的先知
[00:05:39.640 --> 00:05:41.880]  或者他尼塞亞的身份
[00:05:41.880 --> 00:05:43.320]  他只是說
[00:05:43.320 --> 00:05:45.880]  耶穌你是從上帝而來的
[00:05:45.880 --> 00:05:51.200]  你得著一個能力去讓你去作一個教導
[00:05:51.200 --> 00:05:53.560]  他現在這一刻說尼哥底沒有
[00:05:53.560 --> 00:05:56.400]  只是對耶穌存著一份好奇心
[00:05:56.400 --> 00:06:00.040]  距離他真的認識耶穌真正的身份
[00:06:00.040 --> 00:06:02.280]  和他所要成就的救恩
[00:06:02.280 --> 00:06:05.560]  還有一段很長的距離
[00:06:05.560 --> 00:06:07.600]  尼哥底沒有用「我們」
[00:06:07.600 --> 00:06:09.440]  最自然的解釋就是說
[00:06:09.440 --> 00:06:11.200]  他作為一個代表
[00:06:11.200 --> 00:06:13.440]  他認為在他們自己的群體裏面
[00:06:13.440 --> 00:06:15.560]  不是只有一個人去看耶穌
[00:06:15.560 --> 00:06:16.720]  而是有一班人
[00:06:16.720 --> 00:06:20.520]  代表著一班法利賽人或工會的人的一些看法
[00:06:20.520 --> 00:06:22.360]  都是看耶穌
[00:06:22.360 --> 00:06:23.760]  你是從上帝而來的
[00:06:23.760 --> 00:06:26.040]  如果你不是從上帝來的話
[00:06:26.040 --> 00:06:28.000]  你不可能行這些神蹟
[00:06:28.000 --> 00:06:31.800]  可以說尼哥底沒有認為
[00:06:31.800 --> 00:06:33.360]  耶穌所行的神蹟
[00:06:33.360 --> 00:06:36.160]  見證了他某一方面的一些身份
[00:06:36.160 --> 00:06:37.920]  然後第三、第四節
[00:06:37.920 --> 00:06:39.200]  耶穌怎麼回答呢?
[00:06:39.200 --> 00:06:40.240]  耶穌回答說
[00:06:40.240 --> 00:06:41.800]  「我實實在在的告訴你
[00:06:41.800 --> 00:06:43.240]  人若不重生
[00:06:43.240 --> 00:06:44.960]  就不能見神的國」
[00:06:44.960 --> 00:06:46.040]  尼哥底沒有說
[00:06:46.040 --> 00:06:47.360]  人已經老了
[00:06:47.360 --> 00:06:48.920]  如何能重生呢?
[00:06:48.920 --> 00:06:50.520]  豈能再進武福
[00:06:50.520 --> 00:06:51.840]  生出萊瑪
[00:06:51.840 --> 00:06:53.160]  表面來看
[00:06:53.160 --> 00:06:56.600]  尼哥底沒有問過任何的事
[00:06:56.600 --> 00:06:57.480]  任何問題
[00:06:57.480 --> 00:07:00.840]  但是這裡似乎暗示了這個問題
[00:07:00.840 --> 00:07:03.360]  尼哥底沒有說
[00:07:03.360 --> 00:07:04.560]  你既然行這個神蹟
[00:07:04.560 --> 00:07:06.120]  那究竟你是哪一個呢?
[00:07:06.120 --> 00:07:08.600]  我們知道你是從神來的教師
[00:07:08.600 --> 00:07:10.040]  但是否就是這樣呢?
[00:07:10.040 --> 00:07:11.280]  你是否先知呢?
[00:07:11.280 --> 00:07:12.680]  你是否尼塞亞呢?
[00:07:12.680 --> 00:07:16.520]  似乎暗示了這些問題在當中
[00:07:16.520 --> 00:07:19.000]  尼哥底沒有在這裡稱自己
[00:07:19.000 --> 00:07:22.440]  可以透過耶穌所行的神蹟
[00:07:22.440 --> 00:07:25.800]  去看見耶穌的一些特別的身份
[00:07:25.800 --> 00:07:27.360]  不是一個普通人的身份
[00:07:27.360 --> 00:07:29.200]  耶穌在這裡卻是說
[00:07:29.200 --> 00:07:30.960]  人若不重生
[00:07:30.960 --> 00:07:36.160]  根本就不可以見到神的拯救的王權
[00:07:36.160 --> 00:07:39.360]  包括了神蹟的彰顯在內
[00:07:39.360 --> 00:07:41.560]  其實耶穌在這裡說
[00:07:41.560 --> 00:07:43.280]  我藉著這個神蹟
[00:07:43.280 --> 00:07:45.000]  顯示我的身份
[00:07:45.000 --> 00:07:48.760]  顯示我是上帝差派來的救主
[00:07:48.760 --> 00:07:51.000]  顯示上帝差派我來
[00:07:51.000 --> 00:07:53.160]  而是成就這個救恩
[00:07:53.160 --> 00:07:55.520]  現在其實你說藉著神蹟
[00:07:55.520 --> 00:07:56.920]  認識我的身份
[00:07:56.920 --> 00:07:58.960]  其實你還是認識不清楚
[00:07:58.960 --> 00:08:01.520]  你還不知道我的身份是什麼
[00:08:01.520 --> 00:08:04.480]  耶穌用我實實在在的告訴你
[00:08:04.480 --> 00:08:08.800]  宣告人若不重生就不能見神的國
[00:08:08.800 --> 00:08:10.320]  神的國這個詞
[00:08:10.320 --> 00:08:14.320]  在舊約當中我們沒有見過這個用法
[00:08:14.320 --> 00:08:16.080]  很多經文都說到
[00:08:16.080 --> 00:08:17.680]  耶和華作王
[00:08:17.680 --> 00:08:19.480]  或者耶和華是王
[00:08:19.480 --> 00:08:24.160]  說到上帝的主權是遍及這個世界
[00:08:24.160 --> 00:08:25.400]  遍及這個宇宙
[00:08:25.400 --> 00:08:31.600]  每一個人都在上帝這個主權的管理角度當中
[00:08:31.600 --> 00:08:35.600]  對於一個具有尼哥底姆背景的人來說
[00:08:35.600 --> 00:08:37.920]  見神的國是什麼意思呢?
[00:08:37.920 --> 00:08:41.680]  就是說到在這個世界的末了
[00:08:41.680 --> 00:08:43.680]  他們有份於上帝的國度
[00:08:43.680 --> 00:08:48.280]  經歷一個永遠與上帝同在的生命
