
[00:00:00.000 --> 00:00:05.000]  今天我們要繼續地領受《石頭行傳》的寶貴信息
[00:00:05.000 --> 00:00:10.000]  這是《石頭行傳》的信息的第三講
[00:00:10.000 --> 00:00:18.000]  今天我們要繼續地看《石頭行傳》所記載聖靈的奇妙大能的作爲
[00:00:18.000 --> 00:00:23.000]  上一次我們已經看到聖靈的作爲的第八點
[00:00:23.000 --> 00:00:26.000]  今天我們要從第九點開始看
[00:00:26.000 --> 00:00:33.000]  第九點就是說彼得被聖靈充滿的時候
[00:00:33.000 --> 00:00:37.000]  他就衝破了傳統的觀念的蘇波
[00:00:37.000 --> 00:00:42.000]  原來他單單向猶太人喘呼音
[00:00:42.000 --> 00:00:47.000]  但是有一天他在聖靈的引導之下
[00:00:47.000 --> 00:00:50.000]  能夠到房頂上去禱告
[00:00:50.000 --> 00:00:57.000]  他在那裏守住無證,就是中午十二點的禱告的時間的時候
[00:00:57.000 --> 00:01:01.000]  神就給他一個重要的啓示
[00:01:01.000 --> 00:01:06.000]  透過一個異象來教導他熟領的功課
[00:01:06.000 --> 00:01:13.000]  這個異象就是從天上有一塊大布墜下來
[00:01:13.000 --> 00:01:17.000]  在大布裏面有很多的生物
[00:01:17.000 --> 00:01:22.000]  有聲音從天上對彼得說:起來,宰了喫
[00:01:22.000 --> 00:01:24.000]  彼得說:主啊,不
[00:01:24.000 --> 00:01:29.000]  我從來沒有喫過不潔淨的動物
[00:01:29.000 --> 00:01:34.000]  但是這個聲音從天上來重複了三次
[00:01:34.000 --> 00:01:38.000]  後來這個大布就被收回天上去了
[00:01:38.000 --> 00:01:42.000]  就正在這個時候
[00:01:42.000 --> 00:01:46.000]  由蓋撒利亞的格尼留白副長
[00:01:46.000 --> 00:01:50.000]  所派來找彼得的人到大門口
[00:01:50.000 --> 00:01:53.000]  聖靈指示雙方
[00:01:53.000 --> 00:01:58.000]  一方面指示彼得,另外一方面指示格尼留
[00:01:58.000 --> 00:02:04.000]  就成全了神把福音傳到蓋撒利亞去的計劃
[00:02:04.000 --> 00:02:07.000]  彼得學了一個很重要的功課
[00:02:07.000 --> 00:02:11.000]  就是勝過了傳統觀念的限制
[00:02:11.000 --> 00:02:15.000]  能夠進到一個新的工作的領域裏面
[00:02:15.000 --> 00:02:18.000]  把福音傳向萬人
[00:02:18.000 --> 00:02:21.000]  不再限於伊斯利爾人中間
[00:02:21.000 --> 00:02:25.000]  也向外邦人做見證
[00:02:25.000 --> 00:02:27.000]  這是一個突破
[00:02:27.000 --> 00:02:31.000]  這是何等重要的一個新的發展
[00:02:31.000 --> 00:02:37.000]  而這個重要的發展是由聖靈的引導而產生的
[00:02:37.000 --> 00:02:39.000]  聖靈作爲的第十點
[00:02:39.000 --> 00:02:42.000]  就是玄賢入能
[00:02:42.000 --> 00:02:45.000]  也許各位記得
[00:02:45.000 --> 00:02:50.000]  當安提亞的巴納巴被聖靈充滿的時候
[00:02:50.000 --> 00:02:53.000]  他就以教會爲重
[00:02:53.000 --> 00:02:55.000]  把自己的地位放下
[00:02:55.000 --> 00:02:59.000]  他就去找保羅來到安提亞
[00:02:59.000 --> 00:03:05.000]  接過來那裏的教會的領導的地位和責任
[00:03:05.000 --> 00:03:08.000]  而巴納巴和保羅合作
[00:03:08.000 --> 00:03:13.000]  兩個人統心合一地帶領整個教會
[00:03:13.000 --> 00:03:15.000]  奔走熟靈的道路
[00:03:15.000 --> 00:03:19.000]  結果有很多的人歸向了主
[00:03:19.000 --> 00:03:22.000]  福音在那裏大大的興旺起來
[00:03:22.000 --> 00:03:25.000]  這是《詩都行傳》詩一章
[00:03:25.000 --> 00:03:29.000]  二十四節到二十六節所記載的
[00:03:29.000 --> 00:03:32.000]  這一點的重點就是說
[00:03:32.000 --> 00:03:34.000]  聖靈感動人
[00:03:34.000 --> 00:03:38.000]  去尋找神所預備好的人才
[00:03:38.000 --> 00:03:43.000]  謙卑地把神的人才請進聖宮裏面
[00:03:43.000 --> 00:03:45.000]  做領導人
[00:03:45.000 --> 00:03:48.000]  這樣教會更加進步
[00:03:48.000 --> 00:03:50.000]  福音的工作就更加發展
[00:03:50.000 --> 00:03:54.000]  這是聖靈很重要的一個作爲
[00:03:54.000 --> 00:03:56.000]  如果缺少了聖靈的這個作爲
[00:03:56.000 --> 00:03:58.000]  人就自私
[00:03:58.000 --> 00:04:01.000]  人就追求自己的地位
[00:04:01.000 --> 00:04:03.000]  有了聖靈這個作爲
[00:04:03.000 --> 00:04:05.000]  人就放下了自己
[00:04:05.000 --> 00:04:07.000]  以教會爲重
[00:04:07.000 --> 00:04:10.000]  以聖躬放在前面
[00:04:10.000 --> 00:04:13.000]  這樣神的名就大得榮耀
[00:04:13.000 --> 00:04:16.000]  得救的人就增加了
[00:04:16.000 --> 00:04:20.000]  聖靈的作爲的第十一點
[00:04:20.000 --> 00:04:25.000]  就是聖靈發動愛心的工作
[00:04:25.000 --> 00:04:27.000]  這是記載在《詩都行傳》
[00:04:27.000 --> 00:04:30.000]  詩一章二十八節的地方
[00:04:30.000 --> 00:04:36.000]  當時聖靈接招亞伽布這位先知
[00:04:36.000 --> 00:04:40.000]  預言天下將有大饑荒
[00:04:40.000 --> 00:04:43.000]  於是安提亞教會的弟兄姊妹
[00:04:43.000 --> 00:04:46.000]  體會了聖靈的心意
[00:04:46.000 --> 00:04:48.000]  就發動捐款
[00:04:48.000 --> 00:04:53.000]  用來幫助猶太地區的基督徒
[00:04:53.000 --> 00:04:57.000]  這是教會詞彙工作的好榜樣
[00:04:57.000 --> 00:05:00.000]  這是愛心的服事
[00:05:00.000 --> 00:05:02.000]  這種愛心的行動
[00:05:02.000 --> 00:05:05.000]  是由聖靈產生出來的
[00:05:05.000 --> 00:05:07.000]  聖靈在哪裏?
[00:05:07.000 --> 00:05:11.000]  哪裏就有愛神愛人的心
[00:05:11.000 --> 00:05:15.000]  在羅馬書第五章第五節記載說
[00:05:15.000 --> 00:05:19.000]  聖靈將神的愛澆灌在我們心裏
[00:05:19.000 --> 00:05:23.000]  原來人的心裏說有的是自私自利
[00:05:23.000 --> 00:05:29.000]  但是聖靈把神的愛澆灌在人的心裏的時候
[00:05:29.000 --> 00:05:32.000]  人就大大地改變了
[00:05:32.000 --> 00:05:35.000]  現在能夠愛神愛人
[00:05:35.000 --> 00:05:40.000]  初期的教會正是這樣的表現
[00:05:40.000 --> 00:05:46.000]  現在看聖靈的作爲的第二方面的表現
[00:05:46.000 --> 00:05:49.000]  就是在聖靈的帶領之下
[00:05:49.000 --> 00:05:53.000]  仕途時代的教會開始了拆傳的工作
[00:05:53.000 --> 00:05:56.000]  就是向外佈道的工作
[00:05:56.000 --> 00:05:59.000]  他們不但顧到本地的佈道工作
[00:05:59.000 --> 00:06:02.000]  也顧到外地的佈道工作
[00:06:02.000 --> 00:06:08.000]  這是仕途行傳十三章第二節所告訴我們的
[00:06:08.000 --> 00:06:10.000]  這裏告訴我們說
[00:06:10.000 --> 00:06:13.000]  當時安提亞教會的領袖們
[00:06:13.000 --> 00:06:16.000]  他們在一起進士禱告
[00:06:16.000 --> 00:06:18.000]  正在這個時候
[00:06:18.000 --> 00:06:21.000]  聖靈就開始感動他們
[00:06:21.000 --> 00:06:24.000]  向他們顯明神的心意
[00:06:24.000 --> 00:06:27.000]  聖靈告訴他們說
[00:06:27.000 --> 00:06:32.000]  保羅和巴納巴是聖靈所揀選的宣教士
[00:06:32.000 --> 00:06:35.000]  聖靈要安提亞的教會
[00:06:35.000 --> 00:06:40.000]  把這兩個傳道人拆遣往外去傳福音
[00:06:40.000 --> 00:06:46.000]  當時這兩個領袖是教會所積蓄的人才
[00:06:46.000 --> 00:06:48.000]  是少不得的人才
[00:06:48.000 --> 00:06:52.000]  但是聖靈竟然表示
[00:06:52.000 --> 00:06:56.000]  要教會把這兩個領袖拆遣出去
[00:06:56.000 --> 00:06:57.000]  照人看
[00:06:57.000 --> 00:07:00.000]  這是安提亞教會的大損失
[00:07:00.000 --> 00:07:02.000]  這是不智之舉
[00:07:02.000 --> 00:07:05.000]  對於教會可能有損害
[00:07:05.000 --> 00:07:08.000]  但是聖靈沒有錯
[00:07:08.000 --> 00:07:10.000]  聖靈所計劃的、推動的
[00:07:10.000 --> 00:07:13.000]  最後爲了本地的教會
[00:07:13.000 --> 00:07:15.000]  爲了外地的福音工作
[00:07:15.000 --> 00:07:17.000]  都是有益處的
[00:07:17.000 --> 00:07:22.000]  順從聖靈的引導和感動和指示
[00:07:22.000 --> 00:07:24.000]  永遠不會錯
[00:07:24.000 --> 00:07:27.000]  感謝主當時安提亞的教會
[00:07:27.000 --> 00:07:29.000]  順服了聖靈的引導
[00:07:29.000 --> 00:07:34.000]  就把巴納巴和保羅拆遣出去
[00:07:34.000 --> 00:07:36.000]  按手在他們的頭上
[00:07:36.000 --> 00:07:39.000]  再一次進士爲他們禱告
[00:07:39.000 --> 00:07:44.000]  這就是海外步道工作的起源
[00:07:44.000 --> 00:07:48.000]  有的人把這種工作叫做拆船工作
[00:07:48.000 --> 00:07:52.000]  這是很重要的一種工作
[00:07:52.000 --> 00:07:57.000]  今天華人的教會也應該注意這一方面的工作
[00:07:57.000 --> 00:08:01.000]  不但關心本地區的人的救
[00:08:01.000 --> 00:08:04.000]  也關心其他的地區
[00:08:04.000 --> 00:08:09.000]  離開我們更加遙遠的地區的人的救的需要
[00:08:09.000 --> 00:08:13.000]  這是近處、遠處、雙管齊下
[00:08:13.000 --> 00:08:16.000]  來傳播於救人的靈魂
[00:08:16.000 --> 00:08:21.000]  聖靈的作爲的第十三方面的表現
[00:08:21.000 --> 00:08:24.000]  就是因爲聖靈工作
[00:08:24.000 --> 00:08:27.000]  就產生了赫爾維依的心
[00:08:27.000 --> 00:08:30.000]  就解決了分歧的意見
[00:08:30.000 --> 00:08:34.000]  能夠同心合一來侍奉神
[00:08:34.000 --> 00:08:38.000]  來傳福音、來奔走靈聖
[00:08:38.000 --> 00:08:43.000]  在《詩圖行傳》15章28節那裏告訴我們
[00:08:43.000 --> 00:08:47.000]  當時的使徒們結束了聖靈的引導
[00:08:47.000 --> 00:08:52.000]  所以他們和聖靈同樣的決定、同樣的看法
[00:08:52.000 --> 00:08:57.000]  他們就把聖靈對他們的啓示
[00:08:57.000 --> 00:09:00.000]  當作會議的結束的原則
[00:09:00.000 --> 00:09:04.000]  他們定了最後的一個標準
[00:09:04.000 --> 00:09:06.000]  就寫信到各地的教會
