
[00:00:00.000 --> 00:00:11.260]  請大家翻到新約《已忽所書》第六章十二節
[00:00:11.260 --> 00:00:14.500]  已忽所書六章第十二節
[00:00:14.500 --> 00:00:18.140]  因我們並不是與屬血氣的爭戰
[00:00:18.140 --> 00:00:23.280]  乃是與那些執政的、掌權的、管轄者
[00:00:23.280 --> 00:00:29.020]  幽暗世界的以及天空屬靈氣的惡魔爭戰
[00:00:29.020 --> 00:00:36.260]  上一個禮拜我們看了福音的爭戰
[00:00:36.260 --> 00:00:41.620]  今天我們看另外一方面的爭戰
[00:00:41.620 --> 00:00:47.400]  就是與撒旦的爭戰
[00:00:47.400 --> 00:00:53.920]  撒旦的作為我們要隨時注意
[00:00:53.920 --> 00:01:03.400]  撒旦的作為在人類的歷史裏面可以分為三個時期
[00:01:03.400 --> 00:01:11.880]  第一個時期就是造成迷信的時期
[00:01:11.880 --> 00:01:15.960]  在比較早的歷史裏面
[00:01:15.960 --> 00:01:27.920]  魔鬼藉著鬼鬼神神神神神鬼鬼來控制人類的思想
[00:01:27.920 --> 00:01:35.840]  一般的人都普遍相信鬼
[00:01:35.840 --> 00:01:42.060]  在下意識裏面受撒旦的控制
[00:01:42.060 --> 00:01:48.520]  第二個時期就是科學昌明時期
[00:01:48.520 --> 00:01:51.080]  在這個時期裏面
[00:01:51.080 --> 00:01:55.380]  撒旦的戰略改變了
[00:01:55.380 --> 00:02:01.960]  叫人不信鬼也不信神
[00:02:01.960 --> 00:02:05.720]  連上帝也不信
[00:02:05.720 --> 00:02:09.680]  把宗教否定了
[00:02:09.680 --> 00:02:15.240]  走到另外一個極端
[00:02:15.240 --> 00:02:20.680]  第三個時期就是今天的時期
[00:02:20.680 --> 00:02:26.520]  就是撒旦知道他的末時到了
[00:02:26.520 --> 00:02:31.580]  所以他用新的戰略
[00:02:31.580 --> 00:02:38.680]  今天能夠在科學最昌明的時代
[00:02:38.680 --> 00:02:43.920]  使人類直接的敬拜他
[00:02:43.920 --> 00:02:48.220]  你們都聽過撒旦教
[00:02:48.220 --> 00:02:52.200]  撒旦教人的意思就是說
[00:02:52.200 --> 00:02:55.660]  我們要拜撒旦
[00:02:55.660 --> 00:03:01.380]  我們要公開地這樣表示
[00:03:01.380 --> 00:03:04.600]  他們不覺得羞恥
[00:03:04.600 --> 00:03:06.440]  不覺得錯
[00:03:06.440 --> 00:03:11.540]  反而要盡力拉人去拜撒旦
[00:03:11.540 --> 00:03:21.480]  同時今天有一個新的迷信的形式
[00:03:21.480 --> 00:03:24.420]  就是對於唯一的相信
[00:03:24.420 --> 00:03:29.600]  用一個更難防避的方式
[00:03:29.600 --> 00:03:31.700]  進入人的潛意識裏面
[00:03:31.700 --> 00:03:33.340]  (主持人:就是信鬼這件事
[00:03:33.340 --> 00:03:39.720]  是用更難防避的潛意識進入人的裏面)
[00:03:39.720 --> 00:03:43.580]  許多的影片
[00:03:43.580 --> 00:03:45.740]  都是講鬼的
[00:03:45.740 --> 00:03:48.680]  今天很多的人要看星座
[00:03:48.680 --> 00:03:53.500]  (主持人:今天有很多人要看星座)
[00:03:53.500 --> 00:03:59.020]  讓星座來決定自己的命運
[00:03:59.020 --> 00:04:03.180]  好像科學越進步
[00:04:03.180 --> 00:04:07.580]  這方面的發展就越厲害
[00:04:07.580 --> 00:04:13.680]  撒旦的本事實在是很大
[00:04:13.680 --> 00:04:16.840]  他在不同的時期裏面
[00:04:16.840 --> 00:04:18.200]  用不同的戰略
[00:04:18.200 --> 00:04:19.420]  用不同的戰略
[00:04:19.420 --> 00:04:21.600]  用不同的方式
[00:04:21.600 --> 00:04:26.920]  來達成他對人類的控制
[00:04:26.920 --> 00:04:31.580]  基督徒要十分的小心
[00:04:31.580 --> 00:04:36.460]  今天我們從聖經裏面領受
[00:04:36.460 --> 00:04:41.840]  我們如何與撒旦征戰
[00:04:41.840 --> 00:04:48.100]  首先我們要認清敵人
[00:04:48.100 --> 00:04:52.640]  剛才讀的《以不所書》
[00:04:52.640 --> 00:04:55.180]  六章十二節
[00:04:55.180 --> 00:04:57.500]  保羅說
[00:04:57.500 --> 00:05:01.920]  我們不是與人征戰
[00:05:01.920 --> 00:05:05.980]  而是與撒旦征戰
[00:05:05.980 --> 00:05:09.680]  我們千萬不要掉轉過來
[00:05:09.680 --> 00:05:12.280]  如果我們不小心
[00:05:12.280 --> 00:05:15.980]  我們就以弟兄姊妹為征戰的對象
[00:05:15.980 --> 00:05:18.700]  我們就會以弟兄姊妹
[00:05:18.700 --> 00:05:20.460]  作為征戰的對象
[00:05:20.460 --> 00:05:24.860]  而不是與撒旦征戰
[00:05:24.860 --> 00:05:27.580]  在教會裏面
[00:05:27.580 --> 00:05:32.620]  基督徒征戰的對象是人
[00:05:32.620 --> 00:05:35.720]  而且是自己的弟兄姊妹的人
[00:05:35.720 --> 00:05:42.820]  這是一個悲劇
[00:05:42.820 --> 00:05:45.360]  是非常可惜的
[00:05:45.360 --> 00:05:51.060]  撒旦要讓我們認錯對象
[00:05:51.060 --> 00:05:52.900]  讓我們把人
[00:05:52.900 --> 00:05:55.460]  甚至把弟兄姊妹作為我們的敵人
[00:05:55.460 --> 00:05:58.060]  讓我們把人或弟兄姊妹
[00:05:58.060 --> 00:06:01.100]  作為我們的敵對對象
[00:06:01.100 --> 00:06:04.360]  當我們這樣做的時候
[00:06:04.360 --> 00:06:08.140]  那就是撒旦最高興的時候
[00:06:08.140 --> 00:06:11.360]  所以我們要認清了
[00:06:11.360 --> 00:06:15.840]  我們不是與屬血氣的征戰
[00:06:15.840 --> 00:06:20.760]  而是與撒旦征戰
[00:06:20.760 --> 00:06:22.520]  第二點
