
[00:00:00.000 --> 00:00:05.000]  天地的主,你是永遠長存的上帝,
[00:00:05.000 --> 00:00:10.000]  你是昔在、今在、以後永在的全能者。
[00:00:10.000 --> 00:00:14.000]  我們到你的面前來尊崇你、敬拜你。
[00:00:14.000 --> 00:00:19.000]  主你又是坐在那位寶座上的大君王,
[00:00:19.000 --> 00:00:23.000]  以你自己權能的右手托著整個的天地。
[00:00:23.000 --> 00:00:29.000]  你又是人類歷史的主宰,掌管著人類每一天的進程。
[00:00:29.000 --> 00:00:35.000]  雖然我們眼睛見不到你,但你確實掌權、掌管一切。
[00:00:35.000 --> 00:00:39.000]  我們到你的面前來同心的敬拜、尊崇你。
[00:00:39.000 --> 00:00:42.000]  因為你的愛子耶穌基督所作的事情,
[00:00:42.000 --> 00:00:48.000]  叫我們認識你,又叫我們能夠因為基督耶穌的十字架,
[00:00:48.000 --> 00:00:50.000]  我們能夠與你和好。
[00:00:50.000 --> 00:00:52.000]  因此今天我們能夠到你的面前來,
[00:00:52.000 --> 00:00:55.000]  不需要面對著你的震怒、你的審判。
[00:00:55.000 --> 00:01:00.000]  因為你的赦罪,我們今天能夠坦然的平安到你的面前。
[00:01:00.000 --> 00:01:05.000]  天父在這段時間求你閲合我們對你的敬拜、對你的尊崇,
[00:01:05.000 --> 00:01:09.000]  也都求你藉著聖靈,幫助我們明白聖經的真理。
[00:01:09.000 --> 00:01:12.000]  讓我們靠著你放開膽量的,
[00:01:12.000 --> 00:01:17.000]  來遵從你的吩咐,領受你要給我們豐盛的生命。
[00:01:17.000 --> 00:01:22.000]  求你賜福掌管這段時間,除惡者一切的難阻,
[00:01:22.000 --> 00:01:24.000]  讓我們在你面前都無恩惠。
[00:01:24.000 --> 00:01:29.000]  我們仰望祈禱,奉主耶穌的聖名求,阿們。
[00:01:29.000 --> 00:01:34.000]  當我們談到聖經怎樣看同性戀的時候,
[00:01:34.000 --> 00:01:39.000]  或者大家都會感覺,可能這個課題跟你未必有直接的關係,
[00:01:39.000 --> 00:01:44.000]  或者你身邊也都沒有那些人,你懂得在這一方面的情況。
[00:01:44.000 --> 00:01:46.000]  但無論你有沒有接觸也好,
[00:01:46.000 --> 00:01:50.000]  你會發覺香港這一方面的事情是越來越多。
[00:01:50.000 --> 00:01:56.000]  你會察覺很多電視、電影的主題,都以同性戀作為主題。
[00:01:56.000 --> 00:02:00.000]  當然當中所描述很多對同性戀的觀念,
[00:02:00.000 --> 00:02:03.000]  很多是一支偏差了的錯誤的觀念。
[00:02:03.000 --> 00:02:09.000]  不單止這樣,大家知道最近香港有很多新出的漫畫冊,
[00:02:09.000 --> 00:02:14.000]  特別是給少年人讀的漫畫冊,很多都是用同性戀作主題。
[00:02:14.000 --> 00:02:17.000]  如果你有機會去漫畫的一些店鋪,
[00:02:17.000 --> 00:02:23.000]  你會發覺很大的書架擺滿了關於同性戀主題的一些漫畫冊。
[00:02:23.000 --> 00:02:27.000]  其實對很多青少年帶來很深遠的影響。
[00:02:27.000 --> 00:02:29.000]  或者你未必直接接觸,
[00:02:29.000 --> 00:02:34.000]  但你要留意著可能你身邊的人,甚至有一天你的子女,
[00:02:34.000 --> 00:02:37.000]  或者會面對著類似的問題。
[00:02:37.000 --> 00:02:40.000]  最近我聽到一位姐妹跟我說,
[00:02:40.000 --> 00:02:46.000]  她說問起一位母親,因為母親的女兒是同性戀者,
[00:02:46.000 --> 00:02:51.000]  她就問她,你感受如何?你覺得如何?
[00:02:51.000 --> 00:02:54.000]  這位母親好像很無奈地說,
[00:02:54.000 --> 00:03:00.000]  現在時代轉變了,沒辦法,就說她吧,應該開放一點。
[00:03:00.000 --> 00:03:06.000]  這位母親以為當她接納這件事,是等於開放,
[00:03:06.000 --> 00:03:10.000]  但其實她不明白這種開放是帶來給她的子女,
[00:03:10.000 --> 00:03:13.000]  有很大很大深遠的傷害。
[00:03:13.000 --> 00:03:15.000]  因此我們更加要小心,
[00:03:15.000 --> 00:03:18.000]  看聖經如何看待這方面的事情,
[00:03:18.000 --> 00:03:21.000]  以神的生命之道去理解,
[00:03:21.000 --> 00:03:26.000]  以至我們不會隨著整個潮流的觀念去接受,
[00:03:26.000 --> 00:03:28.000]  而是更加能夠明辨是非,
[00:03:28.000 --> 00:03:31.000]  知道聖經的教導是怎樣。
[00:03:31.000 --> 00:03:33.000]  因此我們一起思想聖經裡面的神話,
[00:03:33.000 --> 00:03:35.000]  講述這方面的真理,
[00:03:35.000 --> 00:03:40.000]  大家一起見分開剛才讀的羅馬書第一章的經文。
[00:03:43.000 --> 00:03:46.000]  我們今天會集中看羅馬書第一章,
[00:03:46.000 --> 00:03:49.000]  聖經其他部分有談及同性戀的事情,
[00:03:49.000 --> 00:03:53.000]  大家可以看今天《潔白周庵》上的那一份《立場書》,
[00:03:53.000 --> 00:03:57.000]  有詳細的講解,大家要小心閱讀。
[00:03:57.000 --> 00:04:03.000]  羅馬書第一章,在第一節一直到第十七節,
[00:04:03.000 --> 00:04:06.000]  講到保羅他自己本身是使徒,
[00:04:06.000 --> 00:04:09.000]  提到福音的大能,
[00:04:09.000 --> 00:04:11.000]  所以你看到第十六節,
[00:04:11.000 --> 00:04:14.000]  保羅說:我不以福音為恥,
[00:04:14.000 --> 00:04:16.000]  這福音本是神的大能,
[00:04:16.000 --> 00:04:18.000]  要救一切相信的。
[00:04:18.000 --> 00:04:20.000]  而第十七節說:
[00:04:20.000 --> 00:04:24.000]  神的義正在這福音上顯明出來。
[00:04:24.000 --> 00:04:27.000]  當人聽信福音的時候,
[00:04:27.000 --> 00:04:30.000]  神的義就臨到他的身上。
[00:04:30.000 --> 00:04:32.000]  但相反來說,第十八節,
[00:04:32.000 --> 00:04:36.000]  神的憤怒又顯明在那些人身上呢?
[00:04:36.000 --> 00:04:41.000]  神的憤怒從天上顯明在一切不乾不易的人身上,
[00:04:41.000 --> 00:04:45.000]  就是那些行不義,阻擋真理的人。
[00:04:45.000 --> 00:04:48.000]  如果比較第十七節到第十八節,
[00:04:48.000 --> 00:04:52.000]  你會看到神的義在福音裡顯明出來,
[00:04:52.000 --> 00:04:59.000]  神的憤怒卻是在那些不乾不易的人身上顯明出來。
[00:04:59.000 --> 00:05:01.000]  接著第十八節一直到第十七節,
[00:05:01.000 --> 00:05:03.000]  就提到當時的外邦人,
[00:05:03.000 --> 00:05:07.000]  他們違背神,他們拜偶像的事。
[00:05:07.000 --> 00:05:10.000]  第二章就提到猶太人,
[00:05:10.000 --> 00:05:13.000]  他們可以說是拜律法,
[00:05:13.000 --> 00:05:15.000]  因為憑著律法可以得救,
[00:05:15.000 --> 00:05:17.000]  因此他們誤去敬畏神,
[00:05:17.000 --> 00:05:19.000]  去倚靠律法。
[00:05:19.000 --> 00:05:22.000]  所以無論是外邦人或猶太人,
[00:05:22.000 --> 00:05:24.000]  他們都是犯罪,得罪神。
[00:05:24.000 --> 00:05:28.000]  所以大家看看第三章的二十三節,
[00:05:28.000 --> 00:05:31.000]  這篇經文大家應該都認識的經文,
[00:05:31.000 --> 00:05:34.000]  在第三章的二十三節,
[00:05:34.000 --> 00:05:37.000]  「因為世人都犯了罪,
[00:05:37.000 --> 00:05:40.000]  虧缺了神的榮耀。」
[00:05:40.000 --> 00:05:42.000]  無論是外邦人或猶太人,
[00:05:42.000 --> 00:05:45.000]  在神的眼中都是犯罪的人,
[00:05:45.000 --> 00:05:48.000]  都犯了罪,
[00:05:48.000 --> 00:05:50.000]  以致在神的眼中,
[00:05:50.000 --> 00:05:54.000]  是不可以憑自己得清義。
[00:05:54.000 --> 00:05:57.000]  因此後來聖經羅馬書一直在講到福音,
[00:05:57.000 --> 00:06:00.000]  怎樣來拯救在罪裡面的人。
[00:06:00.000 --> 00:06:04.000]  我們回到第一章第十八節,
[00:06:04.000 --> 00:06:06.000]  聖經提到的外邦人,
[00:06:06.000 --> 00:06:09.000]  他們當時沒有去敬畏神,
[00:06:09.000 --> 00:06:12.000]  大家一起看看聖經所講的,
[00:06:12.000 --> 00:06:16.000]  在第二十第十九節,
[00:06:16.000 --> 00:06:19.000]  「神的事情,人所能知道的,
[00:06:19.000 --> 00:06:21.000]  原顯明在人心裡,
[00:06:21.000 --> 00:06:23.000]  因為神已經給他們顯明,
[00:06:23.000 --> 00:06:25.000]  自從造天地以來,
[00:06:25.000 --> 00:06:27.000]  神的永能和神性,
[00:06:27.000 --> 00:06:29.000]  是明明可知的,
[00:06:29.000 --> 00:06:30.000]  即使眼不能見,
[00:06:30.000 --> 00:06:31.000]  但直覺所做之物,
[00:06:31.000 --> 00:06:33.000]  就可以曉得,
[00:06:33.000 --> 00:06:36.000]  叫人無可推諉。」
[00:06:36.000 --> 00:06:38.000]  聖經提到的就是,
[00:06:38.000 --> 00:06:42.000]  神將祂自己顯明在人的心裡,
[00:06:42.000 --> 00:06:44.000]  這裡提到有兩個途徑,
[00:06:44.000 --> 00:06:45.000]  第一個途徑就是,
[00:06:45.000 --> 00:06:47.000]  神將永恆的事實,
[00:06:47.000 --> 00:06:49.000]  和思念,
[00:06:49.000 --> 00:06:51.000]  放在人的心裡。
[00:06:51.000 --> 00:06:53.000]  大家或許很多時候都會講到,
[00:06:53.000 --> 00:06:56.000]  香港人很多時候想找很多的滿足,
[00:06:56.000 --> 00:06:57.000]  但很多人都會發現,
[00:06:57.000 --> 00:07:00.000]  很多世界上的事情是短暫的,
[00:07:00.000 --> 00:07:02.000]  不能夠滿足到我們,
[00:07:02.000 --> 00:07:04.000]  為什麼?
[00:07:04.000 --> 00:07:07.000]  因為我們裡面有一個對永恆的渴慕,
[00:07:07.000 --> 00:07:09.000]  若非是神自己,
[00:07:09.000 --> 00:07:11.000]  這位永恆的神,
[00:07:11.000 --> 00:07:14.000]  沒有任何事情能夠滿足到我們的心。
[00:07:14.000 --> 00:07:16.000]  所以很多人都會說,
[00:07:16.000 --> 00:07:17.000]  在人的生命當中,
[00:07:17.000 --> 00:07:19.000]  有一個特別的空間,
[00:07:19.000 --> 00:07:22.000]  被稱為神形狀的空間,
[00:07:22.000 --> 00:07:25.000]  God-shaped vacuum,
