
[00:00:00.000 --> 00:00:04.000]  父神,我們感謝祢
[00:00:04.000 --> 00:00:08.000]  祢將祢的愛子主耶穌基督賜給我們
[00:00:08.000 --> 00:00:11.000]  祢將祢的愛子主耶穌基督賜給我們
[00:00:11.000 --> 00:00:15.000]  祂到世上來做牧人
[00:00:15.000 --> 00:00:21.000]  來牧養父神的群羊
[00:00:21.000 --> 00:00:28.000]  我們真是願意體會主的牧者心
[00:00:28.000 --> 00:00:34.000]  也求主使我們的宗教會能夠學習這個模式
[00:00:34.000 --> 00:00:38.000]  求主使祢的宗教會能夠學習這樣的模式
[00:00:38.000 --> 00:00:41.000]  彼此的牧養
[00:00:41.000 --> 00:00:46.000]  學習做牧人
[00:00:46.000 --> 00:00:52.000]  求主把牧者的心給我們
[00:00:52.000 --> 00:00:55.000]  也將牧者的途徑告訴我們
[00:00:55.000 --> 00:00:58.000]  也將牧者的途徑告訴我們
[00:00:58.000 --> 00:01:03.000]  讓我們能夠真是在自己的教會中去追求
[00:01:03.000 --> 00:01:05.000]  去實現這個模式
[00:01:05.000 --> 00:01:07.000]  讓我們在我們的教會裏面
[00:01:07.000 --> 00:01:11.000]  去實踐這個牧養的模式
[00:01:11.000 --> 00:01:14.000]  今天晚上求主親自地教導我們
[00:01:14.000 --> 00:01:16.000]  今天晚上求主親自教導我們
[00:01:16.000 --> 00:01:19.000]  將祢的話發出亮光
[00:01:19.000 --> 00:01:21.000]  將祢的話發出亮光
[00:01:21.000 --> 00:01:23.000]  來光照我們的心
[00:01:23.000 --> 00:01:25.000]  來光照我們的心
[00:01:25.000 --> 00:01:27.000]  將祢的愛變成我們的動力
[00:01:27.000 --> 00:01:29.000]  將祢的愛變成我們的動力
[00:01:29.000 --> 00:01:32.000]  我們在祢的家中一同地學習
[00:01:32.000 --> 00:01:34.000]  我們在祢的家裏面一同地學習
[00:01:34.000 --> 00:01:37.000]  一同地侍奉
[00:01:37.000 --> 00:01:40.000]  來榮耀祢的名
[00:01:40.000 --> 00:01:45.000]  來建立祢自己的事工
[00:01:45.000 --> 00:01:48.000]  使用我們每一個人
[00:01:48.000 --> 00:01:51.000]  讓我們都參與在祢的聖功之中
[00:01:51.000 --> 00:01:53.000]  讓我們都參與在祢的聖功之中
[00:01:53.000 --> 00:01:57.000]  沒有一個是旁觀者
[00:01:57.000 --> 00:02:00.000]  我們都是祢的兒女,也是祢的僕人
[00:02:00.000 --> 00:02:02.000]  我們都是祢的兒女,也是祢的僕人
[00:02:02.000 --> 00:02:08.000]  求主恩待港九的宗教會
[00:02:08.000 --> 00:02:14.000]  將這個牧者的模式推展開來
[00:02:14.000 --> 00:02:17.000]  我們這樣仰望祈求奉主的名
[00:02:17.000 --> 00:02:21.000]  我們這樣仰望祈求奉主的名
[00:02:21.000 --> 00:02:30.000]  教會裏面失去了牧者心
[00:02:30.000 --> 00:02:34.000]  我們就很難很難有作為了
[00:02:34.000 --> 00:02:37.000]  教會裏面我們失去了牧者心
[00:02:37.000 --> 00:02:40.000]  我們就很難很難有作為了
[00:02:40.000 --> 00:02:44.000]  我們今天教會的希望
[00:02:44.000 --> 00:02:49.000]  就是每一個弟兄姊妹都有牧者心
[00:02:49.000 --> 00:02:52.000]  就是每一個弟兄姊妹都有牧者心
[00:02:52.000 --> 00:02:55.000]  不但只有一個傳道人做牧人
[00:02:55.000 --> 00:02:58.000]  不單只是一個牧人一個傳道人做牧人
[00:02:58.000 --> 00:03:03.000]  那是一個牧人變成幾十幾百的牧人
[00:03:03.000 --> 00:03:07.000]  那是一個牧人變成幾十幾百個牧人
[00:03:07.000 --> 00:03:09.000]  那樣教會一定興旺
[00:03:09.000 --> 00:03:11.000]  那樣教會一定興旺
[00:03:11.000 --> 00:03:14.000]  我們在這個時代裏面
[00:03:14.000 --> 00:03:15.000]  我們在這個時代裏面
[00:03:15.000 --> 00:03:20.000]  我們常常聽見群眾運動群眾運動
[00:03:20.000 --> 00:03:23.000]  我們常常聽見群眾運動群眾運動
[00:03:23.000 --> 00:03:25.000]  在基督的教會裏面
[00:03:25.000 --> 00:03:26.000]  在基督的教會裏面
[00:03:26.000 --> 00:03:34.000]  我們也要靠著主來發動所有的弟兄姊妹都起來
[00:03:34.000 --> 00:03:37.000]  我們也要靠著主來發動所有的弟兄姊妹都起來
[00:03:37.000 --> 00:03:39.000]  沒有旁觀者
[00:03:39.000 --> 00:03:41.000]  沒有旁觀者
[00:03:41.000 --> 00:03:43.000]  沒有第三者
[00:03:43.000 --> 00:03:45.000]  沒有第三者
[00:03:45.000 --> 00:03:47.000]  都是當事人
