
[00:00:00.000 --> 00:00:08.000]  兄子們們,我們要再一次藉著主的話語來與神面對面
[00:00:08.000 --> 00:00:13.000]  藉著祂的話語來體會祂的心
[00:00:13.000 --> 00:00:20.000]  請大家關到迦勒太書
[00:00:20.000 --> 00:00:25.000]  在迦勒太書裡面講到更深的生命
[00:00:25.000 --> 00:00:29.000]  也講到最深的生命
[00:00:29.000 --> 00:00:36.000]  不但是更深的生命,也講到最深的生命
[00:00:36.000 --> 00:00:40.000]  有兩個字眼是對立的
[00:00:40.000 --> 00:00:47.000]  就是表面化和內在化
[00:00:47.000 --> 00:00:53.000]  表面化的生活與侍奉是不前的
[00:00:53.000 --> 00:00:55.000]  當我們進深的時候
[00:00:55.000 --> 00:01:00.000]  我們的一切的一切就往裡面去
[00:01:00.000 --> 00:01:02.000]  內在化
[00:01:02.000 --> 00:01:08.000]  保羅說心亦根心而變化
[00:01:08.000 --> 00:01:11.000]  我們越變化就越像離去
[00:01:11.000 --> 00:01:16.000]  越像離去我們越有深度
[00:01:16.000 --> 00:01:18.000]  在迦勒太書裡面
[00:01:18.000 --> 00:01:26.000]  提到我們的信仰裡面許多非常基本而重要的名詞
[00:01:26.000 --> 00:01:31.000]  師父保羅在聖靈的感動之下
[00:01:31.000 --> 00:01:39.000]  就把這些名詞的內在的意義告訴我們
[00:01:39.000 --> 00:01:44.000]  我們對這些名稱名詞太熟悉了
[00:01:44.000 --> 00:01:49.000]  所以很容易流於腹前
[00:01:49.000 --> 00:01:51.000]  單單注意表面的意思
[00:01:51.000 --> 00:01:54.000]  有些就成了儀式
[00:01:54.000 --> 00:02:03.000]  漸漸失去了真正的內在的萌生悅拿的意義
[00:02:03.000 --> 00:02:11.000]  我們在迦勒太書裡面看幾個這樣的例子
[00:02:11.000 --> 00:02:14.000]  譬如說因信稱義
[00:02:14.000 --> 00:02:20.000]  這是我們信仰一個非常重要的名詞
[00:02:20.000 --> 00:02:25.000]  師父保羅怎麼樣在迦勒太書裡面講到稱義呢
[00:02:25.000 --> 00:02:28.000]  我們看他如何的告訴我們
[00:02:28.000 --> 00:02:34.000]  二章十七節
[00:02:34.000 --> 00:02:37.000]  我們若求在基督裡稱義
[00:02:37.000 --> 00:02:41.000]  卻仍舊是罪人
[00:02:41.000 --> 00:02:44.000]  難道基督是教人犯罪的嗎
[00:02:44.000 --> 00:02:46.000]  斷乎不是
[00:02:46.000 --> 00:02:49.000]  他講到稱義的時候
[00:02:49.000 --> 00:02:54.000]  他很自然的體會到許多的弟兄姊妹
[00:02:54.000 --> 00:03:01.000]  對於稱義的看法完全是地位的意義
[00:03:01.000 --> 00:03:04.000]  單單講到稱義的地位
[00:03:04.000 --> 00:03:09.000]  而地位是一個固定的東西
[00:03:09.000 --> 00:03:12.000]  是一個表面的東西
[00:03:12.000 --> 00:03:14.000]  所以他就說
[00:03:14.000 --> 00:03:18.000]  我們不但在地位上稱義
[00:03:18.000 --> 00:03:22.000]  我們在生活上也要稱義
[00:03:22.000 --> 00:03:28.000]  我們不再在最終生活了
[00:03:28.000 --> 00:03:35.000]  這一下就把我們帶進稱義的內容裡面去
[00:03:35.000 --> 00:03:41.000]  我們再看洗禮這個名稱
[00:03:41.000 --> 00:03:43.000]  或者敬禮這個名稱
[00:03:43.000 --> 00:03:47.000]  或者有的教會把它叫做水禮
[00:03:47.000 --> 00:03:49.000]  避免了爭執
[00:03:49.000 --> 00:03:55.000]  三章二十七節
[00:03:55.000 --> 00:04:01.000]  你們受洗歸入基督的都是皮帶基督了
[00:04:01.000 --> 00:04:03.000]  多少的基督徒
[00:04:03.000 --> 00:04:07.000]  想到敬禮、水禮、洗禮
[00:04:07.000 --> 00:04:11.000]  就是想到一種儀式
[00:04:11.000 --> 00:04:13.000]  一個過程
[00:04:13.000 --> 00:04:19.000]  但是在這裡斯托弗洛恩很清楚的
[00:04:19.000 --> 00:04:22.000]  很直截了當地告訴我們
[00:04:22.000 --> 00:04:25.000]  你們受洗是歸入基督
[00:04:25.000 --> 00:04:27.000]  是皮帶基督
[00:04:27.000 --> 00:04:33.000]  我們受洗表示與主同死同埋葬同復活
[00:04:33.000 --> 00:04:36.000]  和基督一同活著
[00:04:36.000 --> 00:04:38.000]  皮帶基督
[00:04:38.000 --> 00:04:40.000]  是表現基督
[00:04:40.000 --> 00:04:43.000]  活出基督的樣式
[00:04:43.000 --> 00:04:50.000]  把我們帶進了水禮的深意裡面去了
[00:04:50.000 --> 00:04:53.000]  我們也常常提到兒子的地位
[00:04:53.000 --> 00:04:55.000]  兒子的名分
[00:04:55.000 --> 00:04:57.000]  我們看保羅怎麼說
[00:04:57.000 --> 00:05:00.000]  第四章第六節
[00:05:00.000 --> 00:05:02.000]  四章六節
[00:05:02.000 --> 00:05:05.000]  你們既為兒子
[00:05:05.000 --> 00:05:09.000]  神就開他兒子的靈進入你們的心
[00:05:09.000 --> 00:05:12.000]  呼叫阿爸顧
[00:05:12.000 --> 00:05:15.000]  在上文第四節
[00:05:15.000 --> 00:05:19.000]  這裡第五節提到
[00:05:19.000 --> 00:05:21.000]  兒子的名分
[00:05:21.000 --> 00:05:24.000]  名分是地位的意思
[00:05:24.000 --> 00:05:27.000]  是法律上的名稱
[00:05:27.000 --> 00:05:30.000]  但是緊緊的跟著在第六節
[00:05:30.000 --> 00:05:32.000]  保羅就告訴我們
[00:05:32.000 --> 00:05:35.000]  我們有了兒子的地位以後
[00:05:35.000 --> 00:05:37.000]  有了這個名分以後
[00:05:37.000 --> 00:05:41.000]  神就開兒子的靈進到我們的心裡
[00:05:41.000 --> 00:05:46.000]  將我們從心底的深處呼叫阿爸顧
[00:05:46.000 --> 00:05:49.000]  有了和神生命的關係
[00:05:49.000 --> 00:05:52.000]  和父生命的關係
[00:05:52.000 --> 00:05:54.000]  有了一個生命的流露
[00:05:54.000 --> 00:05:56.000]  阿爸顧
[00:05:56.000 --> 00:05:58.000]  多麼寶貴
[00:05:58.000 --> 00:06:00.000]  兒子的地位和兒子的心
[00:06:00.000 --> 00:06:03.000]  兒子的靈配合起來
[00:06:03.000 --> 00:06:06.000]  這是神的旨意
[00:06:06.000 --> 00:06:09.000]  我沒有想到
[00:06:09.000 --> 00:06:11.000]  重生
[00:06:11.000 --> 00:06:17.000]  這是常常掛在我們嘴邊的一個名稱
[00:06:17.000 --> 00:06:18.000]  重生
[00:06:18.000 --> 00:06:21.000]  我們看看保羅怎麼樣講重生
[00:06:21.000 --> 00:06:26.000]  五章二十五節
[00:06:26.000 --> 00:06:30.000]  我們若是靠聖靈得生
[00:06:30.000 --> 00:06:34.000]  我們的重生是從聖靈的工作而來
[00:06:34.000 --> 00:06:36.000]  我們得了重生怎麼樣呢
[00:06:36.000 --> 00:06:40.000]  就當靠聖靈成形式
[00:06:40.000 --> 00:06:44.000]  聖靈做開始的工作
[00:06:44.000 --> 00:06:46.000]  使我們得到新生命
[00:06:46.000 --> 00:06:48.000]  重生了
[00:06:48.000 --> 00:06:50.000]  但是不是到此為止
[00:06:50.000 --> 00:06:54.000]  聖靈繼續的要帶領我們
[00:06:54.000 --> 00:06:56.000]  在祂的裡面行事
[00:06:56.000 --> 00:06:58.000]  靠著聖靈行事
[00:06:58.000 --> 00:07:02.000]  也就是在聖靈裡行事
[00:07:02.000 --> 00:07:07.000]  一個繼續的路程
[00:07:07.000 --> 00:07:11.000]  不但是有了開始
[00:07:11.000 --> 00:07:14.000]  也有了道路
[00:07:14.000 --> 00:07:16.000]  我們再看
[00:07:16.000 --> 00:07:18.000]  舍則駕
[00:07:18.000 --> 00:07:23.000]  這更是常常掛在我們口邊的三個字
[00:07:23.000 --> 00:07:26.000]  我們看保羅怎麼說
[00:07:26.000 --> 00:07:30.000]  五章二十四節
[00:07:30.000 --> 00:07:33.000]  凡屬基督耶穌的人
[00:07:33.000 --> 00:07:35.000]  使一經八入體
[00:07:35.000 --> 00:07:37.000]  免入體的邪情私欲
[00:07:37.000 --> 00:07:40.000]  通定在舍則駕上了
[00:07:40.000 --> 00:07:42.000]  意思就是說
[00:07:42.000 --> 00:07:48.000]  我們不是掛一個舍則駕在經相上
[00:07:48.000 --> 00:07:52.000]  有的人掛舍則駕在經相上
[00:07:52.000 --> 00:07:56.000]  這個是很好的一個意思
[00:07:56.000 --> 00:07:59.000]  表示他站在基督的一邊
[00:07:59.000 --> 00:08:02.000]  表示他和基督有關係
[00:08:02.000 --> 00:08:06.000]  表示舍則駕對他是寶貴的
[00:08:06.000 --> 00:08:07.000]  很好
[00:08:07.000 --> 00:08:10.000]  但是在這裡保羅告訴我們
[00:08:10.000 --> 00:08:14.000]  我們不可以那樣淡淡的表面化
[00:08:14.000 --> 00:08:17.000]  我們更進到
[00:08:17.000 --> 00:08:20.000]  我們與基督通定舍則駕
[00:08:20.000 --> 00:08:23.000]  我們不是單單掛舍則駕
[00:08:23.000 --> 00:08:26.000]  我們要定舍則駕
[00:08:26.000 --> 00:08:28.000]  掛舍則駕很簡單
[00:08:28.000 --> 00:08:29.000]  很容易
[00:08:29.000 --> 00:08:31.000]  任何的人都可以掛上
[00:08:31.000 --> 00:08:33.000]  但是很少的人
[00:08:33.000 --> 00:08:37.000]  肯與主通定舍則駕
[00:08:37.000 --> 00:08:39.000]  讓我們與私家的關係
[00:08:39.000 --> 00:08:43.000]  進到這樣的地步
[00:08:43.000 --> 00:08:45.000]  我們常常說
[00:08:45.000 --> 00:08:48.000]  立法
[00:08:48.000 --> 00:08:50.000]  立法的真意是什麼
[00:08:50.000 --> 00:08:53.000]  它內在的含義是什麼
[00:08:53.000 --> 00:08:58.000]  六章二節
[00:08:58.000 --> 00:09:02.000]  你們個人的重擔要互相擔當
[00:09:02.000 --> 00:09:06.000]  如此就完全了基督的立法
[00:09:06.000 --> 00:09:10.000]  基督的立法是愛的立法
[00:09:10.000 --> 00:09:13.000]  愛完全的立法
[00:09:13.000 --> 00:09:14.000]  在基督的愛中
[00:09:14.000 --> 00:09:17.000]  我們看見了立法的真意
[00:09:17.000 --> 00:09:22.000]  所以我們今天還是在立法之下
[00:09:22.000 --> 00:09:26.000]  不過我們不是在就業的立法之下
[00:09:26.000 --> 00:09:30.000]  我們是進到了立法的精義裡面
[00:09:30.000 --> 00:09:32.000]  進到了基督的愛裡面
[00:09:32.000 --> 00:09:36.000]  我們的重擔互相擔當
[00:09:36.000 --> 00:09:39.000]  我們常常講到自由
[00:09:39.000 --> 00:09:42.000]  一個基督徒是一個自由的人
[00:09:42.000 --> 00:09:45.000]  我們看保羅怎麼樣講自由
[00:09:45.000 --> 00:09:49.000]  五章十三節
[00:09:49.000 --> 00:09:53.000]  弟兄們你們蒙召是要得自由
[00:09:53.000 --> 00:09:56.000]  這是不可將你們的自由
[00:09:56.000 --> 00:09:59.000]  當作放縱情慾的機會
[00:09:59.000 --> 00:10:00.000]  重要
[00:10:00.000 --> 00:10:05.000]  總要用愛心互相服事
[00:10:05.000 --> 00:10:09.000]  在這裡保羅清楚告訴我們
[00:10:09.000 --> 00:10:11.000]  自由不是隨便
[00:10:11.000 --> 00:10:13.000]  自由不是放縱
[00:10:13.000 --> 00:10:17.000]  自由不是我們想做什麼就做什麼
[00:10:17.000 --> 00:10:19.000]  自由有它的原則
[00:10:19.000 --> 00:10:21.000]  有它的規道
[00:10:21.000 --> 00:10:25.000]  用愛心互相服事
[00:10:25.000 --> 00:10:28.000]  在愛心裡面自由
[00:10:28.000 --> 00:10:31.000]  在服事裡面自由
[00:10:31.000 --> 00:10:34.000]  這才是真的自由
[00:10:34.000 --> 00:10:36.000]  在真理裡面自由
[00:10:36.000 --> 00:10:38.000]  在愛裡面自由
[00:10:38.000 --> 00:10:41.000]  在服事裡面自由
[00:10:41.000 --> 00:10:45.000]  這樣我們才真的進入自由
[00:10:45.000 --> 00:10:48.000]  享受自由
[00:10:48.000 --> 00:10:51.000]  我們想到很多的人很注意
[00:10:51.000 --> 00:10:53.000]  自己的學位
