
[00:00:00.000 --> 00:00:04.800]  大概在二十年前左右
[00:00:04.800 --> 00:00:11.800]  我帶我全家去美國的德州侯斯頓去探親
[00:00:11.800 --> 00:00:15.800]  我帶了全家到美國德州休斯頓去探親
[00:00:15.800 --> 00:00:21.000]  其實那次是為我岳父岳母慶祝他們
[00:00:21.000 --> 00:00:25.000]  金婚的一個週年的慶典來的
[00:00:25.200 --> 00:00:31.800]  其實那個時候特別是為了慶祝岳丈岳母他們金婚慶典的一個特別安排
[00:00:31.800 --> 00:00:35.200]  我的岳父是林勝傳長老 生命堂的長老
[00:00:35.200 --> 00:00:39.400]  我的岳丈是林勝傳長老 是生命堂的長老
[00:00:39.400 --> 00:00:44.200]  完了之後我們就會去參觀當地的一些景點
[00:00:44.200 --> 00:00:47.400]  完了之後我們去當地參觀景點
[00:00:47.400 --> 00:00:49.800]  其中一個我們必須要去的就是
[00:00:49.800 --> 00:00:55.400]  美國侯斯頓最著名的太空總署的中心
[00:00:55.400 --> 00:00:57.200]  其中一個必須要去的就是
[00:00:57.200 --> 00:01:01.000]  休斯頓特別著名的美國太空總署的中心
[00:01:01.000 --> 00:01:05.000]  去看一下太空科技的發展的整個歷程
[00:01:05.000 --> 00:01:11.200]  和很多的我們從來沒見過的一些背後的那些偉大的工程
[00:01:11.200 --> 00:01:15.600]  特別去看看太空科技發展的這些偉大的工程
[00:01:15.600 --> 00:01:19.600]  我記得很清晰看到那些怎麼訓練太空人
[00:01:19.600 --> 00:01:22.600]  上太空在無空氣裡面漂浮
[00:01:22.600 --> 00:01:24.200]  原來他們用一些水
[00:01:24.200 --> 00:01:27.800]  就是用很複雜的東西來叫他們在水裡面
[00:01:27.800 --> 00:01:31.200]  去適應那個太空無重的狀態
[00:01:31.200 --> 00:01:34.200]  要訓練太空人適應太空的無重狀態
[00:01:34.200 --> 00:01:38.800]  特別是用一些水裡頭去進行特別的安排的這樣的訓練
[00:01:38.800 --> 00:01:43.600]  我最近就打上去NASA的那個網站看一下
[00:01:43.600 --> 00:01:46.000]  原來他們還有一個信念就是
[00:01:46.000 --> 00:01:50.400]  In God we trust, all others bring data
[00:01:50.400 --> 00:01:54.000]  意思就是說我信靠上帝的時候
[00:01:54.000 --> 00:01:58.600]  所有的天文的資料我們就會自然會慢慢來的了
[00:01:58.600 --> 00:02:01.600]  我最近登入這個NASA的網站的時候看到
[00:02:01.600 --> 00:02:05.200]  還有另外一句話就是要信靠神的知識的時候
[00:02:05.200 --> 00:02:08.400]  所有的關於太空的知識就可以知道明瞭
[00:02:08.400 --> 00:02:11.000]  我特別要年輕的人要留意
[00:02:11.000 --> 00:02:15.600]  你不要以為科學就證明不到有上帝
[00:02:15.600 --> 00:02:17.600]  所以你就不信上帝
[00:02:17.600 --> 00:02:21.200]  年輕人特別留意不要說科學不能證明上帝
[00:02:21.200 --> 00:02:22.800]  所以就沒有上帝的存在
[00:02:22.800 --> 00:02:27.400]  其實這一群最精英最尖端的科學家
[00:02:27.400 --> 00:02:31.400]  仍然是敬虔的一群對上帝是有認識的人
[00:02:31.400 --> 00:02:37.200]  其實這一群最精英的科學家是對神有敬畏瞭解的一群人
[00:02:37.200 --> 00:02:43.200]  因為他們越研究的時候越探索太空裡面那種弘大
[00:02:43.200 --> 00:02:46.000]  他們沒辦法不相信一定有個造物主
[00:02:46.000 --> 00:02:48.400]  當他們探索太空的弘大的時候
[00:02:48.400 --> 00:02:51.200]  沒有辦法不相信有一位創造造物主的存在
[00:02:51.200 --> 00:02:56.800]  他說我們只能夠靠神的知識才能夠飛航探索生命之旅
[00:02:56.800 --> 00:03:01.000]  只有靠著神的知識才能夠真正飛航探索生命之旅
[00:03:01.000 --> 00:03:04.600]  人的知識是源於一位偉大的神
[00:03:04.600 --> 00:03:08.600]  人本來是很有限的
[00:03:08.600 --> 00:03:13.400]  但我們有高度的智慧
[00:03:13.400 --> 00:03:16.600]  這個智慧都是神賜給你和我的
[00:03:16.600 --> 00:03:23.600]  人能夠發揮創意思考奧秘這個宇宙之謎
[00:03:23.600 --> 00:03:27.400]  就是因為得著這種屬天的智慧
[00:03:27.400 --> 00:03:30.400]  人能夠發揮創意的思考瞭解這個宇宙
[00:03:30.400 --> 00:03:31.600]  就是因為從神得到這些智慧
[00:03:31.600 --> 00:03:36.600]  能夠領悟到這個浩瀚的大宇宙裡面
[00:03:36.600 --> 00:03:44.200]  超乎我們所想象的很多我們自己都無法用言語去表達的
[00:03:44.200 --> 00:03:46.800]  因此我們知道這個浩瀚偉大的宇宙
[00:03:46.800 --> 00:03:49.800]  很多我們無法用自己言辭去表達的事情
[00:03:49.800 --> 00:03:52.200]  在科學都沒有的時候
[00:03:52.200 --> 00:03:55.600]  先知以賽亞已經被神感動
[00:03:55.600 --> 00:03:59.600]  以充滿詩意以人法來描述
[00:03:59.600 --> 00:04:03.600]  這位無可偉大無可比擬的神那種屬性
[00:04:03.600 --> 00:04:05.600]  在科學研究之前
[00:04:05.600 --> 00:04:08.600]  先知以賽亞已經透過充滿詩意迷人的方式
[00:04:08.600 --> 00:04:13.600]  是描繪神這位偉大無窮盡的存在在我們的面前
[00:04:13.600 --> 00:04:17.600]  這段聖經裡面很清楚形容神是怎樣
[00:04:17.600 --> 00:04:19.600]  無比的偉大無與倫比
[00:04:19.600 --> 00:04:23.600]  剛才的聖經形容了神的偉大怎樣的無與倫比
[00:04:23.600 --> 00:04:27.600]  但是他只能夠用有限人的一些言語去表達
[00:04:27.600 --> 00:04:29.600]  也都表達不得了
[00:04:29.600 --> 00:04:32.600]  但人只能夠用自己有限的言辭來表達
[00:04:32.600 --> 00:04:33.600]  也表達不盡
[00:04:33.600 --> 00:04:36.600]  縱使我們今天多了很多的
[00:04:36.600 --> 00:04:38.600]  特別是過去三十年來
[00:04:38.600 --> 00:04:43.600]  太空科技的發展一日不止千里萬里
[00:04:43.600 --> 00:04:47.600]  縱使過去接近三十年來太空科技的發展
[00:04:47.600 --> 00:04:50.600]  不止千里而是一日萬里這樣的進行
[00:04:50.600 --> 00:04:52.600]  但你必須問自己一個問題
[00:04:52.600 --> 00:04:54.600]  但我們必須問自己一個問題
[00:04:54.600 --> 00:04:56.600]  我們真能夠理解這位創造
[00:04:56.600 --> 00:04:58.600]  也關心我們的神嗎?
[00:04:58.600 --> 00:05:02.600]  我們真能瞭解這位創造我們也關心我們的神嗎?
[00:05:02.600 --> 00:05:05.600]  用今天青年人所說的話來說
[00:05:05.600 --> 00:05:08.600]  我們的神真是超勁的
[00:05:08.600 --> 00:05:10.600]  用今天年輕人的話來說
[00:05:10.600 --> 00:05:12.600]  我們的神真的是超級強勁
[00:05:12.600 --> 00:05:13.600]  超強勁的神來的
[00:05:13.600 --> 00:05:15.600]  超級強勁的一位神
[00:05:15.600 --> 00:05:18.600]  有這樣一位神來作為我們的倚靠對象
[00:05:18.600 --> 00:05:24.600]  我們是否要心存感恩來和祂謙卑敬拜接觸呢?
[00:05:24.600 --> 00:05:26.600]  有這樣一位偉大的神
[00:05:26.600 --> 00:05:30.600]  我們豈不是心存謙卑來敬拜和祂接觸嗎?
[00:05:30.600 --> 00:05:34.600]  為什麼信仰主的人每一個星期都要回到禮拜堂里
[00:05:34.600 --> 00:05:37.600]  去敬拜神,去參加崇拜
[00:05:37.600 --> 00:05:40.600]  崇拜這位偉大的神
[00:05:40.600 --> 00:05:44.600]  為什麼每一個星期基督徒主日都要回到教會呢?
[00:05:44.600 --> 00:05:46.600]  就是要崇拜這位偉大的真神
[00:05:46.600 --> 00:05:51.600]  你無論什麼背景,你什麼學歷都要跪在祂的面前來敬拜
[00:05:51.600 --> 00:05:54.600]  不論你怎樣的背景學歷
[00:05:54.600 --> 00:05:57.600]  你都要來到祂的面前向祂謙卑跪拜
[00:05:57.600 --> 00:06:00.600]  因為我們的神實在值得我們敬拜
[00:06:00.600 --> 00:06:03.600]  因為神實在是值得我們來崇敬
[00:06:03.600 --> 00:06:07.600]  所以我們知道我們這群軟弱有限不足的人
[00:06:07.600 --> 00:06:09.600]  好像微臣,聖經也說這裡
[00:06:09.600 --> 00:06:11.600]  微臣的一群人類
[00:06:11.600 --> 00:06:15.600]  就像聖經也說我們微小得好像微臣
[00:06:15.600 --> 00:06:17.600]  但我們能夠和這位神接觸
[00:06:17.600 --> 00:06:21.600]  是不是讓我們看到一個很立體感的意義呢?
[00:06:21.600 --> 00:06:23.600]  但我們能夠跟神來接觸
[00:06:23.600 --> 00:06:25.600]  是否看到當中立體感的意義呢?
[00:06:25.600 --> 00:06:28.600]  我們知道在人生雖然充滿挫折
[00:06:28.600 --> 00:06:30.600]  充滿沮喪,失望的時候
[00:06:30.600 --> 00:06:33.600]  但是如果靠著祂,你等候祂
[00:06:33.600 --> 00:06:36.600]  你就好像下面經文最後一段說話
[00:06:36.600 --> 00:06:42.600]  好像一隻紅鷹向上飛揚直奔天空
[00:06:42.600 --> 00:06:44.600]  人生雖然有挫折沮喪
[00:06:44.600 --> 00:06:46.600]  但我們願意等候的時候
[00:06:46.600 --> 00:06:47.600]  就像經文最後所說
[00:06:47.600 --> 00:06:52.600]  得著力量,魚鷹展翅上騰,向上來飛揚
[00:06:52.600 --> 00:06:54.600]  今天我們所讀的這段聖經
[00:06:54.600 --> 00:06:56.600]  讓我們很清晰地看到
[00:06:56.600 --> 00:06:58.600]  你我是有限的
[00:06:58.600 --> 00:07:01.600]  今天的聖經讓我們看到自己是有限的
[00:07:01.600 --> 00:07:03.600]  好像我第一堂所說
[00:07:03.600 --> 00:07:05.600]  你我都是有限公司
[00:07:05.600 --> 00:07:07.600]  Limited Company
[00:07:07.600 --> 00:07:08.600]  就像第一講我們提到
[00:07:08.600 --> 00:07:10.600]  每個人都是有限公司
[00:07:10.600 --> 00:07:13.600]  但我們有位Unlimited God
[00:07:13.600 --> 00:07:15.600]  無限的神
[00:07:15.600 --> 00:07:16.600]  完全無限的上帝
[00:07:16.600 --> 00:07:18.600]  那你還怕什麼呢
[00:07:18.600 --> 00:07:19.600]  你信神
[00:07:19.600 --> 00:07:21.600]  你和祂生命得到力量的時候
[00:07:21.600 --> 00:07:24.600]  你自然就得力飛揚
[00:07:24.600 --> 00:07:26.600]  你相信祂自然從祂得到力量
[00:07:26.600 --> 00:07:28.600]  可以向上飛揚
[00:07:28.600 --> 00:07:30.600]  你睏乏的問題
[00:07:30.600 --> 00:07:32.600]  小兒科來的
[00:07:32.600 --> 00:07:35.600]  你睏乏的問題完全是小兒科
[00:07:35.600 --> 00:07:36.600]  在神看來
[00:07:36.600 --> 00:07:37.600]  祂幫助你的
[00:07:37.600 --> 00:07:39.600]  不過你自己不信
[00:07:39.600 --> 00:07:40.600]  在神看來
[00:07:40.600 --> 00:07:41.600]  祂會幫助你
[00:07:41.600 --> 00:07:42.600]  只是你的小心而已
[00:07:42.600 --> 00:07:44.600]  你繼續自己在這裡兜兜轉轉
[00:07:44.600 --> 00:07:45.600]  問神
[00:07:45.600 --> 00:07:47.600]  為什麼容許這些事發生在我身上
[00:07:47.600 --> 00:07:49.600]  為什麼容許這些事
[00:07:49.600 --> 00:07:51.600]  上帝看得起你
[00:07:51.600 --> 00:07:53.600]  才容許這些事發生在你身上
[00:07:53.600 --> 00:07:54.600]  你知不知道
[00:07:54.600 --> 00:07:56.600]  只是我們常常困擾困惑
[00:07:56.600 --> 00:07:58.600]  就是為什麼這些事情發生在我們身上
[00:07:58.600 --> 00:08:00.600]  其實是上帝看得起你
[00:08:00.600 --> 00:08:02.600]  才會讓事情臨到你身
[00:08:02.600 --> 00:08:05.600]  讓我們來看12到26字這一段
[00:08:05.600 --> 00:08:07.600]  因為超淨神的畫像
[00:08:07.600 --> 00:08:10.600]  以挫先知怎麼描繪
[00:08:10.600 --> 00:08:12.600]  我們來看12到26節
[00:08:12.600 --> 00:08:14.600]  這位超級強淨神的畫像
[00:08:14.600 --> 00:08:16.600]  先知怎樣描繪
[00:08:16.600 --> 00:08:19.600]  首先我們必須認知這一段聖經是延續
[00:08:19.600 --> 00:08:22.600]  先知上文所說的安慰的說話
[00:08:22.600 --> 00:08:24.600]  我們要知道這一段經文是延續
[00:08:24.600 --> 00:08:26.600]  先知上面上文安慰的話
[00:08:26.600 --> 00:08:27.600]  所以以色列仍然在被老
[00:08:27.600 --> 00:08:30.600]  未釋放的環境底下
[00:08:30.600 --> 00:08:33.600]  雖然以色列民仍然被老沒得釋放
[00:08:33.600 --> 00:08:35.600]  真心仍然是未經歷自由
[00:08:35.600 --> 00:08:37.600]  釋放的那種新光景
[00:08:37.600 --> 00:08:40.600]  真心仍然未曾經歷自由釋放的光景
[00:08:40.600 --> 00:08:44.600]  不過他們心裡仍然是期待神會出手
[00:08:44.600 --> 00:08:47.600]  來拯救釋放他們出去的
[00:08:47.600 --> 00:08:49.600]  但他們心中還在期望神出手
[00:08:49.600 --> 00:08:51.600]  來拯救他們釋放他們
[00:08:51.600 --> 00:08:52.600]  你來培靈會就是想
[00:08:52.600 --> 00:08:54.600]  你的生命裡面困擾的問題
[00:08:54.600 --> 00:08:56.600]  能夠在這個禮拜裡面解決了
[00:08:56.600 --> 00:08:58.600]  你來到培靈會是否希望
[00:08:58.600 --> 00:09:00.600]  生命困擾你的問題
[00:09:00.600 --> 00:09:02.600]  立時得到解決呢
[00:09:02.600 --> 00:09:05.600]  請你不要只靠這個禮拜
[00:09:05.600 --> 00:09:08.600]  你這個日日都如是才是對的
[00:09:08.600 --> 00:09:10.600]  請你不要單靠這個星期
[00:09:10.600 --> 00:09:11.600]  而是每天都應該這樣
[00:09:11.600 --> 00:09:13.600]  信仰是每日的經歷
[00:09:13.600 --> 00:09:16.600]  不是單單培靈會這十天裡面的經歷
[00:09:16.600 --> 00:09:18.600]  信仰是每天的經歷
[00:09:18.600 --> 00:09:20.600]  不只是培靈會十天的經歷
[00:09:20.600 --> 00:09:21.600]  我日日都經歷
[00:09:21.600 --> 00:09:24.600]  偉大的神在我生命裡面的那種動力
[00:09:24.600 --> 00:09:26.600]  因為我每天經歷這位偉大的神
[00:09:26.600 --> 00:09:29.600]  在我生命的動力嗎
[00:09:29.600 --> 00:09:30.600]  你都可以經歷的
[00:09:30.600 --> 00:09:32.600]  你也可以經歷
[00:09:32.600 --> 00:09:36.600]  才用一個更高層次來安慰鼓勵我們
[00:09:36.600 --> 00:09:41.600]  我們想將我們的眼目
[00:09:41.600 --> 00:09:47.600]  轉向誰來管理人類的宇宙和歷史呢
[00:09:47.600 --> 00:09:51.600]  把我們眼目轉向誰在掌管人類宇宙和歷史呢
[00:09:51.600 --> 00:09:54.600]  意思就是我們不要只動於眼前
[00:09:54.600 --> 00:09:56.600]  那些困擾我們的問題
[00:09:56.600 --> 00:10:00.600]  我們不要受限制於眼前困擾自己的問題
[00:10:00.600 --> 00:10:04.600]  如果我看神看得更偉大的時候
[00:10:04.600 --> 00:10:05.600]  越瞭解神
[00:10:05.600 --> 00:10:08.600]  你就會覺得神越偉大
[00:10:08.600 --> 00:10:09.600]  你自己就越有限
[00:10:09.600 --> 00:10:11.600]  但我們越瞭解神就會知道
[00:10:11.600 --> 00:10:14.600]  神越偉大我自己越有限
[00:10:14.600 --> 00:10:17.600]  不過你越看神越偉大
[00:10:17.600 --> 00:10:20.600]  你的問題又可以疏解得到
[00:10:20.600 --> 00:10:22.600]  但你看神越來越偉大
[00:10:22.600 --> 00:10:24.600]  你的問題就越來越容易解決
[00:10:24.600 --> 00:10:29.600]  所以經文提醒我們尊神偉大
[00:10:29.600 --> 00:10:31.600]  當你遇到困難的時候
[00:10:31.600 --> 00:10:32.600]  或者只是受苦
[00:10:32.600 --> 00:10:36.600]  你需要做第一件事就是要尊神偉大
[00:10:36.600 --> 00:10:38.600]  當你遇到困難正在受苦
[00:10:38.600 --> 00:10:40.600]  第一件要做的事情是尊神偉大
[00:10:40.600 --> 00:10:43.600]  Let God be your own God
[00:10:43.600 --> 00:10:46.600]  讓神成為你的神
[00:10:46.600 --> 00:10:48.600]  你的問題就會變得少了
[00:10:48.600 --> 00:10:50.600]  這樣你的問題就變得小了
[00:10:50.600 --> 00:10:52.600]  你將自己放大
[00:10:52.600 --> 00:10:55.600]  你的神就會越小
[00:10:55.600 --> 00:10:56.600]  你把自己放得越大
[00:10:56.600 --> 00:10:57.600]  你的神就越小
[00:10:57.600 --> 00:11:00.600]  你越放得將自己放少些
[00:11:00.600 --> 00:11:03.600]  神就會將你
[00:11:03.600 --> 00:11:06.600]  祂偉大的作為就在你身上彰顯
[00:11:06.600 --> 00:11:07.600]  你把自己看得越小
[00:11:07.600 --> 00:11:11.600]  神的越偉大的作為就能夠在你眼前彰顯
[00:11:11.600 --> 00:11:12.600]  不過又從另一個角度看
[00:11:12.600 --> 00:11:14.600]  你看神偉大的時候
[00:11:14.600 --> 00:11:17.600]  又自覺我們很卑微
[00:11:17.600 --> 00:11:19.600]  而你把神看得偉大的時候
[00:11:19.600 --> 00:11:21.600]  同時也會知道自己的卑微
[00:11:21.600 --> 00:11:23.600]  你搭飛機的人上面
[00:11:23.600 --> 00:11:25.600]  你都知道即使降落的時候
[00:11:25.600 --> 00:11:30.600]  你都還沒看到我們一個人在街上走路的樣子
[00:11:30.600 --> 00:11:32.600]  都看到小小的車輪
[00:11:32.600 --> 00:11:34.600]  走著走著飛
[00:11:34.600 --> 00:11:37.600]  但我們根本在太空的照片裡面
[00:11:37.600 --> 00:11:39.600]  根本人看不到
[00:11:39.600 --> 00:11:41.600]  做飛機的經驗告訴我們
[00:11:41.600 --> 00:11:43.600]  無論它降落怎樣低
[00:11:43.600 --> 00:11:45.600]  你根本看不到地上的一個人
[00:11:45.600 --> 00:11:46.600]  只能夠看到小小的車輛
[00:11:46.600 --> 00:11:48.600]  就是這樣走來走去
[00:11:48.600 --> 00:11:49.600]  所以你自己知道
[00:11:49.600 --> 00:11:51.600]  你都謙卑在神的面前
[00:11:51.600 --> 00:11:52.600]  所以你要知道
[00:11:52.600 --> 00:11:54.600]  自己必須謙卑在神的面前
[00:11:54.600 --> 00:11:56.600]  (主)覺得自己不是那麼重要
[00:11:56.600 --> 00:11:57.600]  知道自己並不重要
[00:11:57.600 --> 00:11:58.600]  只要感恩
[00:11:58.600 --> 00:12:01.600]  我今天的生命被神創造
[00:12:01.600 --> 00:12:04.600]  存在在這個歷史的一段歷程裡面
[00:12:04.600 --> 00:12:05.600]  我感恩
[00:12:05.600 --> 00:12:08.600]  要感恩因為神把我的生命創造
[00:12:08.600 --> 00:12:10.600]  存在在這一段歷史當中
[00:12:10.600 --> 00:12:12.600]  那以才衛什麼叫生命
[00:12:12.600 --> 00:12:15.600]  神是獨一偉大超然的一位神呢
[00:12:15.600 --> 00:12:16.600]  為什麼以才衛要這樣
[00:12:16.600 --> 00:12:19.600]  生命神是獨一超然這樣偉大的真神
[00:12:19.600 --> 00:12:20.600]  因為當時你見到
[00:12:20.600 --> 00:12:24.600]  當時很多拜偶像的情形出現
[00:12:24.600 --> 00:12:27.600]  因為當時正有很多拜偶像的事情出現
[00:12:27.600 --> 00:12:29.600]  就是當時整個迦南地
[00:12:29.600 --> 00:12:34.600]  充斥著多神和混合主義的世界
[00:12:34.600 --> 00:12:36.600]  正在當時迦南地充滿了多神
