
[00:00:00.000 --> 00:00:02.240]  這段時間我們思想《熱狀話書》
[00:00:02.240 --> 00:00:05.600]  我們想到聖經所帶給我們的安慰
[00:00:05.600 --> 00:00:07.840]  帶給我們的盼望
[00:00:07.840 --> 00:00:10.800]  我們常常鼓勵自己
[00:00:10.800 --> 00:00:12.080]  因為聖經說到
[00:00:12.080 --> 00:00:15.600]  這位上帝是使人有盼望的上帝
[00:00:15.600 --> 00:00:18.000]  因此我們眼睛不是單單集中在
[00:00:18.000 --> 00:00:20.840]  我們眼前所經歷的事上
[00:00:20.840 --> 00:00:27.000]  更加是集中在這位上帝所應許給我們的事上
[00:00:27.000 --> 00:00:29.400]  因此你記得當我們說到《熱狀話書》的時候
[00:00:29.400 --> 00:00:31.640]  聖經提及到當時猶太人
[00:00:31.640 --> 00:00:34.680]  他們被擄掠到外邦的地方
[00:00:34.680 --> 00:00:37.480]  他們經歷了很多艱難
[00:00:37.480 --> 00:00:39.880]  在他們被擄的情況下
[00:00:39.880 --> 00:00:41.960]  他們有很多心裏面的說話
[00:00:41.960 --> 00:00:44.080]  他們向神發出
[00:00:44.080 --> 00:00:45.600]  或者他們沒有直接說出來
[00:00:45.600 --> 00:00:48.120]  神知道他們心裏的感受
[00:00:48.120 --> 00:00:49.760]  而今天我們試試看一看
[00:00:49.760 --> 00:00:53.560]  他們其中兩個向神發出的感受
[00:00:53.560 --> 00:00:56.480]  或者我們也會透過他們的感受
[00:00:56.480 --> 00:00:59.360]  想起一些我們自己的經歷
[00:00:59.360 --> 00:01:02.720]  教徒在人生的跟隨主的路上
[00:01:02.720 --> 00:01:06.640]  有些時候也會有高高低低的日子
[00:01:06.640 --> 00:01:08.720]  有些時候會感覺和神很親近
[00:01:08.720 --> 00:01:10.840]  上帝給我們很多保守
[00:01:10.840 --> 00:01:12.040]  有些時候覺得
[00:01:12.040 --> 00:01:15.720]  為甚麼好像神很沉默
[00:01:15.720 --> 00:01:18.560]  早前有位弟兄分享
[00:01:18.560 --> 00:01:21.720]  他自己在一間公司裏工作了二十多年
[00:01:21.720 --> 00:01:23.520]  一直都很好的工作
[00:01:23.520 --> 00:01:25.240]  入息不錯
[00:01:25.240 --> 00:01:29.280]  突然間公司不知甚麼緣故要他離開
[00:01:29.280 --> 00:01:30.400]  離開之後
[00:01:30.400 --> 00:01:32.680]  他以為很快可以找到工作
[00:01:32.680 --> 00:01:36.280]  但想不到幾個月之後找不到
[00:01:36.280 --> 00:01:38.960]  一年之後也找不到
[00:01:38.960 --> 00:01:41.320]  在那個處境裏他一直祈禱
[00:01:41.320 --> 00:01:44.720]  但突然間好像感覺到上帝很沉默
[00:01:44.720 --> 00:01:46.480]  沒有回應他
[00:01:46.480 --> 00:01:48.200]  而且自己也感覺自己裏面
[00:01:48.200 --> 00:01:49.880]  開始有一種感受
[00:01:49.880 --> 00:01:54.080]  好像神是和他離得很遙遠
[00:01:54.080 --> 00:01:55.760]  以前也很願意祈禱
[00:01:55.760 --> 00:01:56.720]  但現在祈禱的時候
[00:01:56.720 --> 00:01:58.480]  心裡好像很沉默
[00:01:58.480 --> 00:02:01.080]  不太想祈禱
[00:02:01.080 --> 00:02:02.680]  有些時候我們也會經歷一些
[00:02:02.680 --> 00:02:06.120]  好像是一種被擄掠的處境
[00:02:06.120 --> 00:02:07.480]  在那些處境裏面
[00:02:07.480 --> 00:02:10.320]  我們的心裏面有甚麼感受
[00:02:10.320 --> 00:02:13.920]  可能我們會思想以色列人的感受
[00:02:13.920 --> 00:02:16.800]  我們再一起體會
[00:02:16.800 --> 00:02:19.120]  在聖經剛才所提及的
[00:02:19.120 --> 00:02:21.400]  二十十九章第十四節
[00:02:21.400 --> 00:02:22.480]  第一方面
[00:02:22.480 --> 00:02:25.000]  一群猶太人說
[00:02:25.000 --> 00:02:27.680]  耶和華你欺了我
[00:02:27.680 --> 00:02:30.680]  主忘記了我
[00:02:30.680 --> 00:02:33.760]  然後很快就聽到神跟他們回應
[00:02:33.760 --> 00:02:37.320]  婦人焉能忘記她吃奶的嬰孩
[00:02:37.320 --> 00:02:40.560]  不連恤她所生的兒子
[00:02:40.560 --> 00:02:41.920]  即或有忘記的
[00:02:41.920 --> 00:02:45.400]  我卻不忘記你
[00:02:45.400 --> 00:02:47.040]  猶太人他們很清楚
[00:02:47.040 --> 00:02:49.040]  自己現在是被擄掠
[00:02:49.040 --> 00:02:51.720]  去到一個異邦的地方
[00:02:51.720 --> 00:02:56.120]  他們不明白為何發生這些事情
[00:02:56.120 --> 00:02:57.320]  他們只是感覺
[00:02:57.320 --> 00:03:00.360]  為何這位上帝好像不理我們
[00:03:00.360 --> 00:03:03.840]  為何給我們一個這樣困難的處境
[00:03:03.840 --> 00:03:06.280]  是否祂忘記了我們
[00:03:06.280 --> 00:03:08.800]  忘記了我們
[00:03:08.800 --> 00:03:12.120]  但立時神在這個時候就回應他們
[00:03:12.120 --> 00:03:16.880]  他說婦人焉能忘記她吃奶的嬰孩
[00:03:16.880 --> 00:03:19.160]  聖經就用一個母親
[00:03:19.160 --> 00:03:20.560]  跟她孩子的關係
[00:03:20.560 --> 00:03:23.360]  講述她跟我們之間的關係
[00:03:23.360 --> 00:03:26.840]  聖經說不單是跟孩子的關係
[00:03:26.840 --> 00:03:30.200]  更加是吃奶的嬰孩
[00:03:30.200 --> 00:03:31.800]  我們當中做過父母的
[00:03:31.800 --> 00:03:33.800]  會更加清楚知道
[00:03:33.800 --> 00:03:36.760]  就是母親對自己吃奶的嬰孩
[00:03:36.760 --> 00:03:38.760]  很清楚每一天
[00:03:38.760 --> 00:03:42.440]  甚至每時每刻都留意著她
[00:03:42.440 --> 00:03:44.920]  常常供應她的需要
[00:03:44.920 --> 00:03:48.240]  當然當時沒有一些奶粉
[00:03:48.240 --> 00:03:51.600]  可以假手於人去餵她奶
[00:03:51.600 --> 00:03:55.680]  而是母親自己親自餵養
[00:03:55.680 --> 00:03:57.840]  因此對於一個母親來說
[00:03:57.840 --> 00:04:01.760]  吃奶的嬰孩常常在她的心思裏面
[00:04:01.760 --> 00:04:03.880]  不會忘記她
[00:04:03.880 --> 00:04:06.040]  亦都很清楚知道
[00:04:06.040 --> 00:04:10.000]  吃奶的孩子是完全依賴母親的
[00:04:10.000 --> 00:04:11.360]  是很無助的
[00:04:11.360 --> 00:04:12.800]  如果母親不理會她
[00:04:12.800 --> 00:04:15.160]  她就死亡
[00:04:15.160 --> 00:04:19.200]  吃奶的孩子是完全需要母親的照顧
[00:04:19.200 --> 00:04:21.800]  這是母親很清楚知道的
[00:04:21.800 --> 00:04:22.760]  所以上帝說
[00:04:22.760 --> 00:04:27.440]  你知不知道婦人不會忘記她吃奶的嬰孩
[00:04:27.440 --> 00:04:29.680]  我都不會忘記
[00:04:29.680 --> 00:04:34.360]  我不會不連恤我所生的兒子
[00:04:34.360 --> 00:04:38.280]  母親清楚體會到跟孩子的生命關係
[00:04:38.280 --> 00:04:41.720]  是自己骨肉相連的生命
[00:04:41.720 --> 00:04:43.960]  她不會不連恤她
[00:04:43.960 --> 00:04:45.680]  而順道告訴我們知道
[00:04:45.680 --> 00:04:47.720]  她跟我們之間的關係
[00:04:47.720 --> 00:04:50.480]  不單單是像一個高高在上
[00:04:50.480 --> 00:04:53.240]  在天上坐著為王的上帝
[00:04:53.240 --> 00:04:55.880]  跟一個子民之間的關係
[00:04:55.880 --> 00:04:58.200]  而是父親與孩子
[00:04:58.200 --> 00:05:01.000]  母親與孩子那種
[00:05:01.000 --> 00:05:04.000]  物不可分的生命關係
[00:05:04.000 --> 00:05:04.960]  她告訴我們
[00:05:04.960 --> 00:05:06.280]  我不會忘記你的
[00:05:06.280 --> 00:05:08.240]  沒錯人世間有些人
[00:05:08.240 --> 00:05:11.800]  甚至會忘記自己的嬰孩
[00:05:11.800 --> 00:05:13.800]  但聖經說
[00:05:13.800 --> 00:05:16.920]  「我卻不忘記你」
[00:05:16.920 --> 00:05:18.640]  上帝不會忘記
[00:05:18.640 --> 00:05:20.840]  祂不會放棄
[00:05:20.840 --> 00:05:25.040]  也不會不連恤祂的孩子
[00:05:25.040 --> 00:05:26.600]  聖經很快就接著說
[00:05:26.600 --> 00:05:30.360]  「漢啊,我將你銘刻在我掌上
[00:05:30.360 --> 00:05:33.600]  你的長緩上在我眼前」
[00:05:33.600 --> 00:05:37.360]  漢啊,意味著你留心看
[00:05:37.360 --> 00:05:39.760]  小心注意一件事實
[00:05:39.760 --> 00:05:42.080]  就是神將我們的名字
[00:05:42.080 --> 00:05:44.440]  刻在祂的掌上
[00:05:44.440 --> 00:05:46.080]  這裡不單單說
[00:05:46.080 --> 00:05:47.160]  祂將我們的名字
[00:05:47.160 --> 00:05:49.200]  用筆寫在祂的掌上
[00:05:49.200 --> 00:05:51.080]  可能有些時候你也會試過
[00:05:51.080 --> 00:05:53.040]  有些時候想記住一件事
[00:05:53.040 --> 00:05:55.320]  沒有紙在手上
[00:05:55.320 --> 00:05:57.200]  就用筆畫在手掌上
[00:05:57.200 --> 00:06:00.200]  下次看到記得
[00:06:00.200 --> 00:06:01.480]  但聖經所說的
[00:06:01.480 --> 00:06:03.560]  是神將我們的名字
[00:06:03.560 --> 00:06:06.760]  刻刺在自己的手上
[00:06:06.760 --> 00:06:09.000]  是銘刻在這裡
[00:06:09.000 --> 00:06:11.280]  不單單說一隻手
[00:06:11.280 --> 00:06:13.440]  聖經的意思是雙數的
[00:06:13.440 --> 00:06:15.680]  是兩隻手
[00:06:15.680 --> 00:06:18.000]  上帝透過這個方式向我們表達
[00:06:18.000 --> 00:06:20.480]  祂太愛護我們了
[00:06:20.480 --> 00:06:22.440]  祂不容許自己時
[00:06:22.440 --> 00:06:25.640]  有一刻忘記我們
[00:06:25.640 --> 00:06:27.080]  向我們表達出
[00:06:27.080 --> 00:06:31.640]  祂刻意要將我們放在祂的心上
[00:06:31.640 --> 00:06:35.520]  牢牢地紀念我們
[00:06:35.520 --> 00:06:38.440]  去思想我們的需要
[00:06:38.440 --> 00:06:39.800]  去看顧
[00:06:39.800 --> 00:06:42.800]  去留意我們的需要
[00:06:42.800 --> 00:06:43.440]  各位靈性姐妹
[00:06:43.440 --> 00:06:44.960]  其實當我們信主之後
[00:06:44.960 --> 00:06:46.400]  你或多或少會經歷過
[00:06:46.400 --> 00:06:48.240]  生活上有不同的
[00:06:48.240 --> 00:06:51.080]  剛才所說的高低的時刻
[00:06:51.080 --> 00:06:52.080]  在那些時刻
[00:06:52.080 --> 00:06:53.360]  你留心
[00:06:53.360 --> 00:06:55.840]  上帝會向你講述
[00:06:55.840 --> 00:06:58.200]  祂沒有忘記你
[00:06:58.200 --> 00:06:59.040]  就算有些時候
[00:06:59.040 --> 00:07:01.280]  有些很低沉的日子
[00:07:01.280 --> 00:07:02.440]  有些靈性姐妹說到
[00:07:02.440 --> 00:07:04.360]  當他們進了醫院
[00:07:04.360 --> 00:07:06.440]  面對一個手術的時候
[00:07:06.440 --> 00:07:07.480]  有時也不明白
[00:07:07.480 --> 00:07:09.680]  為何會發生這樣的事情
[00:07:09.680 --> 00:07:11.560]  但突然間留心到
[00:07:11.560 --> 00:07:13.200]  咦?為何這次這麼特別
[00:07:13.200 --> 00:07:16.720]  床位剛剛在窗口旁邊
[00:07:16.720 --> 00:07:18.680]  空氣很好
[00:07:18.680 --> 00:07:20.560]  而且有一位很特別的護士
[00:07:20.560 --> 00:07:23.560]  不知為何對自己很關顧
[00:07:23.560 --> 00:07:25.640]  很留心自己的情況
[00:07:25.640 --> 00:07:26.480]  雖然是病
[00:07:26.480 --> 00:07:29.760]  但得到很好的照顧
[00:07:29.760 --> 00:07:31.680]  在那些情況裏體會
[00:07:31.680 --> 00:07:34.080]  沒錯要面對一些困難
[00:07:34.080 --> 00:07:36.880]  但神好像透過一些微小的事情
[00:07:36.880 --> 00:07:38.480]  告訴他知道
[00:07:38.480 --> 00:07:40.400]  我仍然看著你
[00:07:40.400 --> 00:07:43.720]  仍然看顧著你
[00:07:43.720 --> 00:07:45.600]  我想回到一件事情
[00:07:45.600 --> 00:07:46.640]  和頂智慧分享
[00:07:46.640 --> 00:07:47.360]  好幾年之前
[00:07:47.360 --> 00:07:49.840]  我有一次去到中東的地方
[00:07:49.840 --> 00:07:52.360]  參加一個宣教會議
[00:07:52.360 --> 00:07:53.160]  上飛機的時候
[00:07:53.160 --> 00:07:54.720]  發覺不太妥當
[00:07:54.720 --> 00:07:56.680]  因為感冒
[00:07:56.680 --> 00:07:57.800]  感冒不單止感冒
[00:07:57.800 --> 00:08:00.360]  而且鼻腔裏面有很多鼻水
[00:08:00.360 --> 00:08:03.280]  很多的涕液
[00:08:03.280 --> 00:08:05.480]  當時我已經發覺不太妥當
[00:08:05.480 --> 00:08:07.520]  一上飛機耳朵很痛
[00:08:07.520 --> 00:08:08.720]  大家都試過
[00:08:08.720 --> 00:08:11.360]  一上飛機如果有壓力的改變
[00:08:11.360 --> 00:08:12.720]  或者下飛機的時候
[00:08:12.720 --> 00:08:14.880]  降落的時候很痛
[00:08:14.880 --> 00:08:16.840]  當時更加是
[00:08:16.840 --> 00:08:17.720]  平時痛一下
[00:08:17.720 --> 00:08:19.720]  或者整理一下就沒事
[00:08:19.720 --> 00:08:22.520]  但那次痛得很厲害
[00:08:22.520 --> 00:08:26.640]  而且耳朵差不多塞到聽不到
[00:08:26.640 --> 00:08:28.360]  很辛苦
[00:08:28.360 --> 00:08:30.200]  下了飛機之後
[00:08:30.200 --> 00:08:31.640]  就進了旅館
[00:08:31.640 --> 00:08:33.000]  我想休息一下
[00:08:33.000 --> 00:08:33.680]  睡一晚
[00:08:33.680 --> 00:08:36.040]  第二天早上一定沒事
[00:08:36.040 --> 00:08:37.360]  第二天早上起床的時候
[00:08:37.360 --> 00:08:41.000]  發覺為甚麼這麼靜
[00:08:41.000 --> 00:08:42.480]  為甚麼這麼靜
[00:08:42.480 --> 00:08:45.360]  因為耳朵聽不到
[00:08:45.360 --> 00:08:46.400]  然後就糟糕了
[00:08:46.400 --> 00:08:48.320]  過了十幾二十個小時
[00:08:48.320 --> 00:08:49.320]  都是這樣
