
[00:00:00.000 --> 00:00:00.960]  弟兄姊妹
[00:00:00.960 --> 00:00:04.840]  很快2020年已經過去了
[00:00:04.840 --> 00:00:08.960]  很快已經到了2021年我們第一次的崇拜
[00:00:08.960 --> 00:00:10.280]  在過去幾年裏面
[00:00:10.280 --> 00:00:13.080]  我們都用了不少時間去探討
[00:00:13.080 --> 00:00:15.800]  宣導會四重福音的內容
[00:00:15.800 --> 00:00:18.520]  宣導會四重福音是甚麼意思呢?
[00:00:18.520 --> 00:00:20.640]  基督是拯救的主
[00:00:20.640 --> 00:00:22.240]  基督是成性的主
[00:00:22.240 --> 00:00:23.960]  基督是醫治的主
[00:00:23.960 --> 00:00:26.320]  基督是再來的主
[00:00:26.320 --> 00:00:28.880]  所以在今年裏面我們都會探討
[00:00:28.880 --> 00:00:31.120]  就是在宣導會第四重福音裏面
[00:00:31.120 --> 00:00:34.160]  基督是再來的主這個主題
[00:00:34.160 --> 00:00:36.680]  我們都用了警醒禱告
[00:00:36.680 --> 00:00:38.160]  後主再臨
[00:00:38.160 --> 00:00:41.280]  作為我們今年一個主題的方向
[00:00:41.280 --> 00:00:45.800]  今日希望和大家一起從彼得前書
[00:00:45.800 --> 00:00:47.640]  第一章第一至十二節裏面
[00:00:47.640 --> 00:00:49.600]  去思想主再來
[00:00:49.600 --> 00:00:52.480]  對我們這班相信耶穌的人
[00:00:52.480 --> 00:00:56.080]  有甚麼意義和作用呢?
[00:00:56.080 --> 00:01:00.160]  在彼得前書第一章第一節裏面
[00:01:00.160 --> 00:01:01.280]  彼得在說
[00:01:01.280 --> 00:01:03.080]  耶穌基督的使徒彼得
[00:01:03.080 --> 00:01:07.440]  寫信給納芬撒在本都加拉提加帕多加
[00:01:07.440 --> 00:01:10.520]  亞細亞彼推尼寄居的
[00:01:10.520 --> 00:01:15.840]  彼得在信開始時的文安語裏面
[00:01:15.840 --> 00:01:19.800]  很清楚地說出了一班跟從耶穌的人
[00:01:19.800 --> 00:01:22.040]  一個屬上帝的群體
[00:01:22.040 --> 00:01:23.080]  是一個甚麼群體?
[00:01:23.080 --> 00:01:27.080]  他們在散著不同的地方
[00:01:27.080 --> 00:01:30.080]  是蒙簡選的一班寄居者
[00:01:30.080 --> 00:01:34.840]  這些稱呼可以說是彼得在第五章
[00:01:34.840 --> 00:01:37.600]  第十三節結尾再稱呼
[00:01:37.600 --> 00:01:41.080]  在巴比倫和你們同蒙簡選的教會
[00:01:41.080 --> 00:01:43.280]  互相呼應
[00:01:43.280 --> 00:01:49.360]  彼得在這裡一開始就已經說出了
[00:01:49.360 --> 00:01:51.000]  我們是蒙簡選的
[00:01:51.000 --> 00:01:52.560]  我們是寄居的
[00:01:52.560 --> 00:01:56.120]  在這裡彼得到底是想說甚麼意思呢?
[00:01:56.120 --> 00:01:59.720]  彼得在這裡很強調自己寫這封信
[00:01:59.720 --> 00:02:01.920]  不是一個私人的信件
