
[00:00:00.000 --> 00:00:02.000]  我們再一次打開聖經
[00:00:02.000 --> 00:00:06.200]  再一次思想有關福音人生的訊息
[00:00:06.200 --> 00:00:07.500]  大家知道我們這段時間
[00:00:07.500 --> 00:00:11.200]  都在思想福音人生的訊息
[00:00:11.200 --> 00:00:12.500]  在今日經文裏面
[00:00:12.500 --> 00:00:14.600]  大家會留意到一個特別的字
[00:00:14.600 --> 00:00:17.000]  就是「託付」
[00:00:17.000 --> 00:00:20.400]  神將福音的使命託付給我們
[00:00:20.400 --> 00:00:23.000]  又或者說我們可以稱自己為
[00:00:23.000 --> 00:00:25.800]  「福音受託人」
[00:00:25.800 --> 00:00:28.200]  我們是受託去活出福音
[00:00:28.200 --> 00:00:30.400]  去見證福音
[00:00:30.400 --> 00:00:31.800]  你要蒙恩
[00:00:31.800 --> 00:00:34.400]  不單止自己領受恩惠
[00:00:34.400 --> 00:00:36.400]  更加追求讓自己成為
[00:00:36.400 --> 00:00:38.200]  能夠付出恩典
[00:00:38.200 --> 00:00:40.400]  流露恩典的管道
[00:00:40.400 --> 00:00:45.000]  你就得著神給你全部的恩惠
[00:00:45.000 --> 00:00:48.400]  當我們說我們是一個福音受託人的時候
[00:00:48.400 --> 00:00:51.200]  一方面是一些工作、一些責任
[00:00:51.200 --> 00:00:55.200]  但同時亦都是生命成長的一個階段
[00:00:55.200 --> 00:00:57.600]  或者說一個很重要的成長
[00:00:57.600 --> 00:00:59.400]  是必經之路
[00:00:59.400 --> 00:01:01.400]  為甚麼這樣說?
[00:01:01.400 --> 00:01:04.800]  我想回到很多弟兄姊妹的生活經歷
[00:01:04.800 --> 00:01:07.600]  特別是我想回到一些姐妹
[00:01:07.600 --> 00:01:10.600]  當他們結婚後來有嬰兒
[00:01:10.600 --> 00:01:15.400]  最近我見到有很多青年母親懷孕的事
[00:01:15.400 --> 00:01:19.000]  一個母親在懷孕的過程裏面
[00:01:19.000 --> 00:01:20.800]  她會特別有一種警覺
[00:01:20.800 --> 00:01:24.400]  來謹慎自己的飲食
[00:01:24.400 --> 00:01:27.000]  因為知道自己如果飲食得不好
[00:01:27.000 --> 00:01:28.400]  未必缺乏營養
[00:01:28.400 --> 00:01:30.400]  將來生長會有問題
[00:01:30.400 --> 00:01:33.400]  所以很多母親在懷孕的過程當中
[00:01:33.400 --> 00:01:36.400]  特別有一個自己紀律的動力
[00:01:36.400 --> 00:01:38.400]  留心自己的生活起居
[00:01:38.400 --> 00:01:41.400]  有留意自己的情緒管理
[00:01:41.400 --> 00:01:43.400]  留意自己的飲食等等
[00:01:43.400 --> 00:01:46.400]  因為他們心裏有一個很大的動力
[00:01:46.400 --> 00:01:50.400]  就是為了自己的孩子能夠健康成長
[00:01:50.400 --> 00:01:52.400]  但在過程當中
[00:01:52.400 --> 00:01:57.400]  他們發現自己的身體蒙受祝福
[00:01:57.400 --> 00:02:00.400]  好像為了另一個生命
[00:02:00.400 --> 00:02:02.400]  但其實自己在過程當中
[00:02:02.400 --> 00:02:05.400]  自己也同樣蒙福
[00:02:05.400 --> 00:02:07.400]  同樣曾經說到
[00:02:07.400 --> 00:02:10.400]  神所給我們的福音是和平的福音
[00:02:10.400 --> 00:02:14.800]  和平的福音是需要常常穿在腳上
[00:02:14.800 --> 00:02:17.400]  大家記得《義弗所書》所說到的
[00:02:17.400 --> 00:02:20.400]  是讓福音的鞋穿在你的腳上
[00:02:20.400 --> 00:02:22.400]  隨時預備走路
[00:02:22.400 --> 00:02:26.400]  而福音的和平
[00:02:26.400 --> 00:02:28.400]  流露在你的言語
[00:02:28.400 --> 00:02:30.400]  在你的生活行為上
[00:02:30.400 --> 00:02:34.400]  隨時可以成為主的見證
[00:02:34.400 --> 00:02:37.400]  我想當你想和別人傳福音的時候
[00:02:37.400 --> 00:02:40.400]  如果你當時在罵人
[00:02:40.400 --> 00:02:42.400]  甚至在咒罵人的時候
[00:02:42.400 --> 00:02:44.400]  我想你講不到福音
[00:02:44.400 --> 00:02:47.400]  但當你知道
[00:02:47.400 --> 00:02:51.400]  讓福音好像福音的鞋穿在你的腳上
[00:02:51.400 --> 00:02:54.400]  常常用福音和平的本質
[00:02:54.400 --> 00:02:57.400]  流露在你的生活言語上
[00:02:57.400 --> 00:02:59.400]  你就會發覺在這個過程中
[00:02:59.400 --> 00:03:02.400]  你反而自己蒙恩
[00:03:02.400 --> 00:03:05.400]  當你再想起剛才提及福音的鞋的時候
[00:03:05.400 --> 00:03:12.400]  福音的鞋是屬靈的軍裝
[00:03:12.400 --> 00:03:19.400]  是能夠讓你勝過很多邪惡的侵襲的軍裝之一
[00:03:19.400 --> 00:03:22.400]  表面上是你付出去做一些事
[00:03:22.400 --> 00:03:24.400]  但其實在過程中
[00:03:24.400 --> 00:03:27.400]  你承受神給你的恩惠
[00:03:27.400 --> 00:03:30.400]  能夠保護自己勝過邪惡
[00:03:30.400 --> 00:03:33.400]  也能夠讓別人得福
[00:03:33.400 --> 00:03:37.400]  所以當我們說到我們是福音的受託人的時候
[00:03:37.400 --> 00:03:39.400]  當你整面去看
[00:03:39.400 --> 00:03:41.400]  去見證福音的人
[00:03:41.400 --> 00:03:46.400]  也是在屬靈的真道上站立得穩的人
[00:03:46.400 --> 00:03:50.400]  也是一個能夠在生命中不斷成長的人
[00:03:50.400 --> 00:03:53.400]  當然當我們有些時候
[00:03:53.400 --> 00:03:55.400]  我們嘗試去見證主的時候
[00:03:55.400 --> 00:03:57.400]  有時候有些威脅出現
[00:03:57.400 --> 00:03:59.400]  甚至覺得不要搞了
[00:03:59.400 --> 00:04:01.400]  那雙鞋先放在一旁
[00:04:01.400 --> 00:04:03.400]  穿另一雙
[00:04:03.400 --> 00:04:05.400]  但你發覺在過程中
[00:04:05.400 --> 00:04:08.400]  聖經就一直勸告、鼓勵我們
[00:04:08.400 --> 00:04:11.400]  要常常地靠著神的能力
[00:04:11.400 --> 00:04:14.400]  去放膽地去見證主
[00:04:14.400 --> 00:04:19.400]  透過你的言語行為去作見證人
[00:04:19.400 --> 00:04:20.400]  放開膽量
[00:04:20.400 --> 00:04:23.400]  不要讓那些事情威脅你
[00:04:23.400 --> 00:04:25.400]  這句話正正是我們今天讀的聖經
[00:04:25.400 --> 00:04:29.400]  保羅對提摩太的一個很重要的勸告
[00:04:29.400 --> 00:04:33.400]  我們今天一起去思想、去領受這個勸告
[00:04:33.400 --> 00:04:35.400]  大家再看回聖經裏面
[00:04:35.400 --> 00:04:37.400]  我們一起先看回聖經第一章
[00:04:37.400 --> 00:04:41.400]  我們剛才沒有讀過的第一節
[00:04:41.400 --> 00:04:44.400]  聖經裏面有一句話特別提到
[00:04:44.400 --> 00:04:46.400]  「奉神旨意
[00:04:46.400 --> 00:04:49.400]  憑著基督耶穌女的生命的應許
[00:04:49.400 --> 00:04:53.400]  作基督耶穌使徒的保羅」
[00:04:53.400 --> 00:04:55.400]  保羅一開始就提及到
[00:04:55.400 --> 00:05:00.400]  憑著在基督耶穌女生命的應許
