
[00:00:00.000 --> 00:00:02.000]  請大家和我一起祈禱
[00:00:02.000 --> 00:00:03.760]  至愛的主
[00:00:03.760 --> 00:00:05.760]  我們同心在祢面前祈禱
[00:00:05.760 --> 00:00:09.400]  主我們知道祢是滿有恩惠的上帝
[00:00:09.400 --> 00:00:12.400]  主如果不是相信在活人之地
[00:00:12.400 --> 00:00:13.920]  得見祢的恩惠
[00:00:13.920 --> 00:00:15.920]  我們就早已經喪膽
[00:00:15.920 --> 00:00:19.120]  面對著很多未來的日子
[00:00:19.120 --> 00:00:21.920]  一方面我們心裏帶著一種興奮
[00:00:21.920 --> 00:00:23.920]  因為知道祢會恩待我們
[00:00:23.920 --> 00:00:27.080]  另一方面想到我們軟弱的時候
[00:00:27.080 --> 00:00:29.080]  有時候我們會擔心
[00:00:29.800 --> 00:00:32.240]  但是主我們相信祢的慈愛
[00:00:32.240 --> 00:00:34.040]  是我們的基礎
[00:00:34.040 --> 00:00:38.200]  是我們能夠可以安然每一天生活的基礎
[00:00:38.200 --> 00:00:42.400]  所以求主加添我們對祢慈愛的信心
[00:00:42.400 --> 00:00:44.440]  每一天仰望祢的恩典
[00:00:44.440 --> 00:00:45.920]  祢的慈愛來生活
[00:00:45.920 --> 00:00:47.880]  以致我們可以安然
[00:00:47.880 --> 00:00:49.040]  可以喜樂
[00:00:49.040 --> 00:00:51.160]  我們同心將到
[00:00:51.160 --> 00:00:54.720]  婚前婦道祖四祖的開始來交給主
[00:00:54.720 --> 00:00:56.800]  求祢在整個過程當中
[00:00:56.800 --> 00:00:58.280]  祢賜恩於我們
[00:00:58.960 --> 00:01:00.160]  讓我們在其中
[00:01:00.160 --> 00:01:03.000]  在祢裏面誠實地反省自己
[00:01:03.000 --> 00:01:05.280]  也有聖靈的指教
[00:01:05.280 --> 00:01:06.480]  能夠對真理
[00:01:06.480 --> 00:01:08.840]  對聖經有更深刻的認識
[00:01:08.840 --> 00:01:12.840]  求祢保守我們更加知道怎樣去愛祢
[00:01:12.840 --> 00:01:14.680]  又愛我們將來的培牛
[00:01:14.680 --> 00:01:16.960]  在整個過程當中
[00:01:16.960 --> 00:01:19.120]  求主遮蓋人的不足
[00:01:19.120 --> 00:01:21.440]  祢自己親自在我們心中
[00:01:21.440 --> 00:01:23.800]  做祢對我們引導的工作
[00:01:23.800 --> 00:01:25.880]  讓我們在祢的指教
[00:01:25.880 --> 00:01:27.200]  在祢的光照當中
[00:01:27.400 --> 00:01:29.400]  我們都可以得到真正的幫助
[00:01:29.400 --> 00:01:31.400]  我們同心將以後
[00:01:31.400 --> 00:01:33.520]  每一次聚集的時間交給主
[00:01:33.520 --> 00:01:35.240]  求主在我們當中
[00:01:35.240 --> 00:01:36.800]  賜恩引導我們
[00:01:36.800 --> 00:01:38.480]  同心祈禱
[00:01:38.480 --> 00:01:40.400]  奉耶穌聖名祈求
[00:01:40.400 --> 00:01:41.400]  阿門
[00:01:41.400 --> 00:01:43.840]  我想大家這次
[00:01:43.840 --> 00:01:45.480]  不是聽一些普通的講座
[00:01:45.480 --> 00:01:47.720]  是感覺你和未來的配偶
[00:01:47.720 --> 00:01:49.520]  一起去聽
[00:01:49.520 --> 00:01:52.280]  有些地方他聽不到的時候
[00:01:52.280 --> 00:01:53.480]  你要代他聽
[00:01:53.480 --> 00:01:55.800]  但另一方面
[00:01:55.800 --> 00:01:58.200]  你會分開來聽
[00:01:58.200 --> 00:02:01.640]  不一定他覺得重要
[00:02:01.640 --> 00:02:02.640]  你先聽
[00:02:02.640 --> 00:02:04.120]  而是你會覺得
[00:02:04.120 --> 00:02:05.600]  你是自己的心情
[00:02:05.600 --> 00:02:07.400]  你是冷靜的
[00:02:07.400 --> 00:02:09.880]  你是可以分析到的
[00:02:09.880 --> 00:02:12.440]  而不是單單一個感情的因素
[00:02:12.440 --> 00:02:13.520]  意見你採到
[00:02:13.520 --> 00:02:15.400]  沒有辦法要聽
[00:02:15.400 --> 00:02:17.480]  是一種英文所說
[00:02:17.480 --> 00:02:19.280]  Detach and Attach
[00:02:19.280 --> 00:02:21.000]  在心情之下
[00:02:21.000 --> 00:02:22.480]  兩個Attach
[00:02:22.480 --> 00:02:25.120]  但內心亦都可以很冷靜
[00:02:25.120 --> 00:02:27.400]  思想問題的情況之下聽
[00:02:27.400 --> 00:02:28.520]  我為何這樣說呢
[00:02:28.520 --> 00:02:29.520]  就是我知道
[00:02:29.520 --> 00:02:31.440]  在你們當中
[00:02:31.440 --> 00:02:33.680]  相信大多數都是神安排你們
[00:02:33.680 --> 00:02:36.520]  來有你們的戀愛、拍拖的經驗
[00:02:36.520 --> 00:02:40.040]  但或者有一些是未必真的合適的
[00:02:40.040 --> 00:02:43.600]  我不排除有這樣的可能性
[00:02:43.600 --> 00:02:45.400]  如果真的的話
[00:02:45.400 --> 00:02:48.600]  我們就很願意你誠實地反省
[00:02:48.600 --> 00:02:52.120]  不要勉強進入一些一生的關係裏面
[00:02:52.120 --> 00:02:54.520]  因為我們過去見過不少的例子
[00:02:54.520 --> 00:02:56.000]  一些很勉強的結合
[00:02:56.000 --> 00:02:58.000]  帶來很大的傷害
[00:02:58.000 --> 00:02:59.840]  另一方面為何要冷靜呢
[00:02:59.840 --> 00:03:02.960]  就是你發覺現在世途凶險
[00:03:02.960 --> 00:03:04.760]  很多外間的難處
[00:03:04.760 --> 00:03:05.520]  很多問題
[00:03:05.520 --> 00:03:07.520]  很多不良對我們的影響
[00:03:07.520 --> 00:03:08.840]  其實進入婚姻之前
[00:03:08.840 --> 00:03:11.520]  要做一些所謂解讀的功夫
[00:03:11.520 --> 00:03:14.960]  你可以真的感受到一些
[00:03:14.960 --> 00:03:16.360]  自己過去錯誤的觀念
[00:03:16.360 --> 00:03:17.560]  自己明白了
[00:03:17.560 --> 00:03:18.560]  糾正了
[00:03:18.560 --> 00:03:20.280]  然後你就更加能夠
[00:03:20.280 --> 00:03:22.280]  準備好自己進入婚姻裏面
[00:03:22.280 --> 00:03:23.280]  否則
[00:03:23.520 --> 00:03:26.120]  你一定會受某個程度的傷害
[00:03:26.120 --> 00:03:28.360]  所以我希望大家有這樣的心情
[00:03:28.360 --> 00:03:29.040]  你聽的時候
[00:03:29.040 --> 00:03:30.240]  或者在整個過程
[00:03:30.240 --> 00:03:31.240]  分組的時候
[00:03:31.240 --> 00:03:33.040]  你真的很願意在當中求信
[00:03:33.040 --> 00:03:34.040]  讓你學習
[00:03:34.040 --> 00:03:36.520]  因為對你們的婚姻是重要的事情
[00:03:36.520 --> 00:03:38.920]  首先我想說一件事
[00:03:38.920 --> 00:03:42.480]  就是現在很多人對婚姻的觀念是怎樣
[00:03:42.480 --> 00:03:44.080]  這個大家都會有所問的
[00:03:44.080 --> 00:03:45.480]  我只是簡單提一提
[00:03:45.480 --> 00:03:46.840]  現在流行甚麼呢
[00:03:46.840 --> 00:03:48.600]  流行同居
[00:03:48.600 --> 00:03:50.320]  人們就說
[00:03:50.320 --> 00:03:52.040]  cohabitation
[00:03:52.760 --> 00:03:54.400]  一個很古怪的字眼
[00:03:54.400 --> 00:03:56.320]  但是太多人習慣
[00:03:56.320 --> 00:03:57.920]  去擁有這個觀念
[00:03:57.920 --> 00:03:59.920]  去看自己的婚姻的關係
[00:03:59.920 --> 00:04:01.920]  大家都會看到很多報紙
[00:04:01.920 --> 00:04:02.920]  說到中學生
[00:04:02.920 --> 00:04:05.280]  起碼有一半是接受同居的
[00:04:05.280 --> 00:04:07.200]  而事實上很多很多的人
[00:04:07.200 --> 00:04:09.400]  現在開始選擇同居
[00:04:09.400 --> 00:04:11.120]  而不肯選擇結婚
[00:04:11.120 --> 00:04:12.480]  很明顯的原因就是
[00:04:12.480 --> 00:04:15.440]  大多數人對婚姻開始沒有甚麼信心
[00:04:15.440 --> 00:04:17.920]  我聽過很多人跟我說
[00:04:17.920 --> 00:04:19.600]  信的、未信的都有
[00:04:19.600 --> 00:04:22.280]  他說一紙婚書沒有甚麼保障的
[00:04:23.120 --> 00:04:25.400]  沒有那麼大的綁著自己
[00:04:25.400 --> 00:04:26.800]  給自己空間
