
[00:00:00.000 --> 00:00:08.000]  剛才我聽到美蘭獻詩的時候,
[00:00:08.000 --> 00:00:15.000]  就回想到張有光牧師,
[00:00:15.000 --> 00:00:23.000]  我一直記得他的很低沉的Bass的歌聲,
[00:00:23.000 --> 00:00:33.000]  我聽見美蘭獻詩,我知道他的唱詩的恩賜從哪裡來的,
[00:00:33.000 --> 00:00:40.000]  不但美蘭有同樣的唱詩的恩賜,
[00:00:40.000 --> 00:00:49.000]  也跟著張有光牧師走上侍奉的道路,
[00:00:49.000 --> 00:01:00.000]  我從他的紀念書裡,
[00:01:00.000 --> 00:01:07.000]  注意到他快要離開世界的時候,
[00:01:07.000 --> 00:01:12.000]  他心臟病已經很嚴重,
[00:01:12.000 --> 00:01:22.000]  但是他還在計劃要出去傳家做福音,
[00:01:22.000 --> 00:01:29.000]  一直到最後一刻,他的心是為了主,
[00:01:29.000 --> 00:01:36.000]  我們也紀念張有光牧師生前對於港獨培靈會,
[00:01:36.000 --> 00:01:45.000]  奉獻了許多的精神力量、心血,
[00:01:45.000 --> 00:01:53.000]  全世神歷史歷代有很多愛主的人,
[00:01:53.000 --> 00:01:57.000]  今天有很多愛主的人,
[00:01:57.000 --> 00:02:02.000]  正中間有很多愛主的人,
[00:02:02.000 --> 00:02:07.000]  愛主是最大的福分,
[00:02:07.000 --> 00:02:14.000]  在《馬可福音》十四章第九節,
[00:02:14.000 --> 00:02:18.000]  在那裡主親自這樣說,
[00:02:18.000 --> 00:02:24.000]  主親自這樣說,愛他的要得到永遠的紀念,
[00:02:24.000 --> 00:02:27.000]  愛他的人要得到永遠的紀念,
[00:02:27.000 --> 00:02:36.000]  我們的主很欣賞、很悅納我們蒙恩的人來愛他,
[00:02:36.000 --> 00:02:40.000]  我們的主很欣賞、很紀念蒙恩的人去愛他,
[00:02:40.000 --> 00:02:45.000]  他的十字架的愛沒有落空,
[00:02:45.000 --> 00:02:52.000]  在你的身上沒有落空,在我的身上沒有落空,
[00:02:52.000 --> 00:02:59.000]  我們今天所有有愛主的心,完全是因為主先愛了我們,
[00:02:59.000 --> 00:03:03.000]  我們今天之所以有愛主的心,是完全因為神主先愛我們,
[00:03:03.000 --> 00:03:10.000]  你們有沒有聽說三個字引起一個教會的大復興呢?
[00:03:10.000 --> 00:03:15.000]  你們有沒有聽過三個字引起教會的大復興呢?
[00:03:15.000 --> 00:03:18.000]  在抗戰期間,
[00:03:18.000 --> 00:03:28.000]  我逃難到中國的大後方去,
[00:03:28.000 --> 00:03:31.000]  來到一個地方,
[00:03:31.000 --> 00:03:37.000]  來到一個地方是安徽的佛州,
[00:03:37.000 --> 00:03:51.000]  在那個地方我聽見一個很感動人的事情,
[00:03:51.000 --> 00:03:58.000]  那個教會曾經發生過一個很大的復興,
[00:03:58.000 --> 00:04:01.000]  怎麼開始的呢?
[00:04:01.000 --> 00:04:04.000]  有一次他們開培靈會,
[00:04:04.000 --> 00:04:09.000]  但是到了開始聚會的時候,
[00:04:09.000 --> 00:04:14.000]  講完不能來,
[00:04:14.000 --> 00:04:23.000]  他們就臨時請一個長老到台上講些話,
[00:04:23.000 --> 00:04:28.000]  但是這個長老沒有什麼口才,
[00:04:28.000 --> 00:04:32.000]  但是他非常的愛主,
[00:04:32.000 --> 00:04:36.000]  大家都知道他愛主,
[00:04:36.000 --> 00:04:39.000]  他到了台上,
[00:04:39.000 --> 00:04:43.000]  他講不出話來,
[00:04:43.000 --> 00:04:49.000]  見到這麼多的人,他講不出話來,
[00:04:49.000 --> 00:04:54.000]  但最後他講了三個字,
[00:04:54.000 --> 00:05:00.000]  他說我愛主,
[00:05:00.000 --> 00:05:03.000]  我愛主,就是這三個字,
[00:05:03.000 --> 00:05:06.000]  引起了復興,
[00:05:06.000 --> 00:05:10.000]  大家就受感動流淚,
[00:05:10.000 --> 00:05:13.000]  開心的禱告,
[00:05:13.000 --> 00:05:16.000]  很熱切的禱告,
[00:05:16.000 --> 00:05:18.000]  沒有人講到,
[00:05:18.000 --> 00:05:20.000]  只有三個字,
[00:05:20.000 --> 00:05:22.000]  我愛主,
[00:05:22.000 --> 00:05:25.000]  大家知道他愛主,
[00:05:25.000 --> 00:05:28.000]  所以他這樣三個字的訊息,
[00:05:28.000 --> 00:05:33.000]  引起了復興,
[00:05:33.000 --> 00:05:38.000]  主的愛是我們復興,
[00:05:38.000 --> 00:05:42.000]  我們真是願意在這個培靈會裡頭,
[00:05:42.000 --> 00:05:51.000]  我們每一個人對主的愛再次的眺望起來,
[00:05:51.000 --> 00:06:00.000]  今天晚上我們的訊息的題目是真愛主,
[00:06:00.000 --> 00:06:06.000]  約翰福音第十二章,
[00:06:06.000 --> 00:06:15.000]  第一節到第九節,第八節,
[00:06:15.000 --> 00:06:21.000]  為了時間的關係,我們不讀了,
[00:06:21.000 --> 00:06:26.000]  大家很熟悉這段的經文,
[00:06:26.000 --> 00:06:34.000]  瑪利亞將香膏抹在主的腳上,
[00:06:34.000 --> 00:06:39.000]  在這裡第三節,
[00:06:39.000 --> 00:06:45.000]  瑪利亞就拿著一斤極貴的珍拿達香膏,
[00:06:45.000 --> 00:06:52.000]  抹耶穌的腳,
[00:06:52.000 --> 00:06:56.000]  又用自己的頭髮去擦,
[00:06:56.000 --> 00:07:02.000]  屋裡就聞到香氣,
[00:07:02.000 --> 00:07:07.000]  珍拿達香膏,
[00:07:07.000 --> 00:07:14.000]  這是瑪利亞對主的真愛的表現,
[00:07:14.000 --> 00:07:24.000]  在約翰福音裡面有三十二次用「愛」這個字,
[00:07:24.000 --> 00:07:30.000]  其中二十二次是講主的愛,
[00:07:30.000 --> 00:07:36.000]  有十次是講到愛主,
[00:07:36.000 --> 00:07:40.000]  主的愛,愛主,
[00:07:40.000 --> 00:07:43.000]  三十二次,
[00:07:43.000 --> 00:07:51.000]  這真是約翰福音裡面一個很顯著的重點,
[00:07:51.000 --> 00:07:57.000]  如果一個人讀約翰福音,還沒有讀到愛的訊息,
[00:07:57.000 --> 00:08:00.000]  如果一個人讀約翰福音,而沒有讀到愛的訊息,
[00:08:00.000 --> 00:08:05.000]  還沒有感受到這個字,
[00:08:05.000 --> 00:08:11.000]  我相信他約翰福音還沒有看通,
[00:08:11.000 --> 00:08:16.000]  我們在這一章裡面,
[00:08:16.000 --> 00:08:22.000]  要一同來思想來紀念瑪利亞對主的愛,
[00:08:22.000 --> 00:08:27.000]  要一同來思想來紀念瑪利亞對主的愛,
[00:08:27.000 --> 00:08:31.000]  首先我們在約翰福音之外,
[00:08:31.000 --> 00:08:38.000]  提一件事是關於瑪利亞的,
