
[00:00:00.000 --> 00:00:05.600]  上星期我們說了十二章
[00:00:05.600 --> 00:00:08.600]  有一個大龍殺了彈拿惡者
[00:00:08.600 --> 00:00:09.800]  來到世上
[00:00:09.800 --> 00:00:14.600]  他原本想殺懷胎的婦人
[00:00:14.600 --> 00:00:18.000]  嬰兒出世後被帶到天上
[00:00:18.000 --> 00:00:21.600]  我們知道這是講瑪利亞和耶穌基督的故事
[00:00:21.600 --> 00:00:25.400]  然後大龍想殺婦人
[00:00:25.400 --> 00:00:29.000]  但婦人被神所拯救
[00:00:29.000 --> 00:00:35.000]  在天上殺彈拿惡者被打倒
[00:00:35.000 --> 00:00:38.000]  所以在地上他沒有認輸
[00:00:38.000 --> 00:00:40.600]  繼續和聖徒爭戰
[00:00:40.600 --> 00:00:44.200]  確實有不少聖徒因為受逼迫
[00:00:44.200 --> 00:00:48.800]  受各樣的苦難而犧牲生命
[00:00:48.800 --> 00:00:51.600]  不過我們知道弟兄勝過他
[00:00:51.600 --> 00:00:55.400]  是因為羔羊的血和所作的見證
[00:00:55.400 --> 00:00:59.400]  最終得勝的都是聖徒
[00:00:59.400 --> 00:01:02.200]  所以我們會呈現出
[00:01:02.200 --> 00:01:05.200]  其實只有兩幅圖畫
[00:01:05.200 --> 00:01:08.800]  就是基督徒的受苦和得勝
[00:01:08.800 --> 00:01:12.400]  先受苦,很艱難
[00:01:12.400 --> 00:01:15.000]  但最後得勝
[00:01:15.000 --> 00:01:17.000]  因為是神自己的應許
[00:01:17.000 --> 00:01:21.600]  和他能夠帶領著信徒走過艱難的路
[00:01:21.600 --> 00:01:23.600]  同樣地,第十四章
[00:01:23.600 --> 00:01:25.600]  如果打開聖經會看到
[00:01:25.600 --> 00:01:27.600]  第十三章一開始
[00:01:27.600 --> 00:01:32.600]  會提到有兩隻獸出現
[00:01:32.600 --> 00:01:34.400]  敵基督的出現
[00:01:34.400 --> 00:01:40.600]  這兩隻獸會讓世上的人驚訝他的大能大力
[00:01:40.600 --> 00:01:43.600]  所以很多人去朝拜這兩隻獸
[00:01:43.600 --> 00:01:48.600]  在這兩隻獸當中會和聖徒爭戰
[00:01:48.600 --> 00:01:52.600]  並且會征服和殺害很多聖徒
[00:01:52.600 --> 00:01:55.600]  這就是信徒的艱難
[00:01:55.600 --> 00:01:58.600]  不過在第十四章又呈現出信徒的得勝
[00:01:58.600 --> 00:02:00.600]  他如何呈現出呢?
[00:02:00.600 --> 00:02:04.600]  就是有一隻羔羊站在石鞍山上
[00:02:04.600 --> 00:02:06.600]  在第二篇詩篇中
[00:02:06.600 --> 00:02:09.600]  帶領著十四萬四千的信徒
[00:02:09.600 --> 00:02:11.600]  亦是時詩在第七章提及的
[00:02:11.600 --> 00:02:13.600]  是眾聖徒
[00:02:13.600 --> 00:02:14.600]  聚集在一起
[00:02:14.600 --> 00:02:19.600]  看到三位天使帶出一個永恆的福音
[00:02:19.600 --> 00:02:20.600]  一個審判的訊息
[00:02:20.600 --> 00:02:25.600]  就是不但能夠將獸打敗
[00:02:25.600 --> 00:02:31.600]  並且會懲罰所有朝拜獸的人
[00:02:31.600 --> 00:02:33.600]  所以我們知道
[00:02:33.600 --> 00:02:37.600]  如果在當時第一世紀的信徒讀到
[00:02:37.600 --> 00:02:40.600]  他們知道當他們受政權迫害的時候
[00:02:40.600 --> 00:02:46.600]  他們也知道最終能夠脫離政權的壓制
[00:02:46.600 --> 00:02:49.600]  所以第十四章第十二節
[00:02:49.600 --> 00:02:52.600]  使徒約翰鼓勵信徒
[00:02:52.600 --> 00:02:55.600]  「聖徒的忍耐就在此
[00:02:55.600 --> 00:02:59.600]  他們是守神誡命和耶穌真道的」
[00:02:59.600 --> 00:03:01.600]  忍耐、堅持
[00:03:01.600 --> 00:03:06.600]  這也是信徒當時很大的鼓勵和訊息
[00:03:06.600 --> 00:03:09.600]  十五章是講什麼呢?
[00:03:09.600 --> 00:03:12.600]  十五章其實如剛才所說
[00:03:12.600 --> 00:03:15.600]  啟示錄有受苦和得勝的兩個
[00:03:15.600 --> 00:03:18.600]  其實他們是在整卷啟示錄中
[00:03:18.600 --> 00:03:20.600]  卡拉卡拉地出現
[00:03:20.600 --> 00:03:22.600]  包括我們知道的
[00:03:22.600 --> 00:03:25.600]  基督徒的受苦和地上的毀壞
[00:03:25.600 --> 00:03:28.600]  有七人第六至第八章
[00:03:28.600 --> 00:03:30.600]  七號八至十一章
[00:03:30.600 --> 00:03:33.600]  和七碗第十六章會出現
[00:03:33.600 --> 00:03:35.600]  但中間會看到
[00:03:35.600 --> 00:03:38.600]  約翰將信徒的得勝
[00:03:38.600 --> 00:03:41.600]  和被殺的羔羊的得勝
[00:03:41.600 --> 00:03:43.600]  呈現在讀者眼前
[00:03:43.600 --> 00:03:47.600]  包括第七章請救的英雄
[00:03:47.600 --> 00:03:52.600]  第十一章有兩個為主忠心拜上的見證人
[00:03:52.600 --> 00:03:54.600]  和今天第十五章
[00:03:54.600 --> 00:03:56.600]  聖徒的重讚
[00:03:56.600 --> 00:03:59.600]  亦呈現出讓我們知道
[00:03:59.600 --> 00:04:02.600]  原來在艱難的日子中
[00:04:02.600 --> 00:04:04.600]  我們仍然可以靠主的前行
[00:04:04.600 --> 00:04:07.600]  所以我們一起研讀第十五章
[00:04:07.600 --> 00:04:10.600]  我們應當思想
[00:04:10.600 --> 00:04:12.600]  作為信徒在艱難的日子中
[00:04:12.600 --> 00:04:14.600]  為何仍然可以歌頌神
[00:04:14.600 --> 00:04:17.600]  如何歌頌神?讚美神?
[00:04:17.600 --> 00:04:20.600]  經文一開始第一節會提到
[00:04:20.600 --> 00:04:23.600]  見到一個異象
[00:04:23.600 --> 00:04:26.600]  這個異象是又大又驚訝
[00:04:26.600 --> 00:04:28.600]  包括七個天使
[00:04:28.600 --> 00:04:31.600]  帶著七個災
[00:04:31.600 --> 00:04:34.600]  七碗在第十六章下文提及
[00:04:34.600 --> 00:04:37.600]  淋在地上
[00:04:37.600 --> 00:04:42.600]  這是最後終極的災難
[00:04:42.600 --> 00:04:44.600]  淋在地上
[00:04:44.600 --> 00:04:48.600]  七碗之後完全將撒旦勒惡者粉碎
[00:04:48.600 --> 00:04:50.600]  在這個時候
[00:04:50.600 --> 00:04:53.600]  約翰記載有一批人
[00:04:53.600 --> 00:04:56.600]  站在玻璃海
[00:04:56.600 --> 00:04:58.600]  這批人是甚麼人呢?
[00:04:58.600 --> 00:05:01.600]  這批人在第二節說
[00:05:01.600 --> 00:05:03.600]  那些姓了秀
[00:05:03.600 --> 00:05:05.600]  第一,姓了秀
[00:05:05.600 --> 00:05:07.600]  第二,姓了秀的象
[00:05:07.600 --> 00:05:11.600]  第三,姓過他名字數目的人
[00:05:11.600 --> 00:05:15.600]  無論是打惡者或是朝拜秀
[00:05:15.600 --> 00:05:17.600]  那些敵基督的人
[00:05:17.600 --> 00:05:22.600]  這些眾聖徒都站在一個玻璃海
[00:05:22.600 --> 00:05:23.600]  有火的玻璃海
[00:05:23.600 --> 00:05:25.600]  審判的日子中
[00:05:25.600 --> 00:05:27.600]  得到最終的勝利
[00:05:27.600 --> 00:05:33.600]  這批人手持著號筒歌頌
[00:05:33.600 --> 00:05:36.600]  歌頌唱了兩首歌
[00:05:36.600 --> 00:05:39.600]  第一首是摩西的歌
[00:05:39.600 --> 00:05:43.600]  第二首是羔羊的歌
[00:05:43.600 --> 00:05:45.600]  好像是兩首歌
[00:05:45.600 --> 00:05:48.600]  但其實是同一首歌
[00:05:48.600 --> 00:05:51.600]  我們首先看摩西的歌
[00:05:51.600 --> 00:05:53.600]  大家知道摩西的歌
[00:05:53.600 --> 00:05:55.600]  在上一季
[00:05:55.600 --> 00:05:58.600]  我們出了埃及第十四章講座
[00:05:58.600 --> 00:06:00.600]  過紅海的事件
[00:06:00.600 --> 00:06:02.600]  過紅海的事件
[00:06:02.600 --> 00:06:05.600]  令到很多以色列人很驚訝
[00:06:05.600 --> 00:06:08.600]  為何一個神可以這麼偉大
[00:06:08.600 --> 00:06:13.600]  可以帶領著以色列的子民脫離法老的手
[00:06:13.600 --> 00:06:16.600]  見到法老和他的軍隊
[00:06:16.600 --> 00:06:18.600]  如何淹沒在大海當中
[00:06:18.600 --> 00:06:21.600]  又見到自己作為以色列屬神的子民
[00:06:21.600 --> 00:06:24.600]  如何脫離法老
[00:06:24.600 --> 00:06:27.600]  而能夠被拯救被救贖
[00:06:27.600 --> 00:06:30.600]  是一個這樣呈現的圖畫
[00:06:30.600 --> 00:06:35.600]  所以在出埃及第十四章過紅海後
[00:06:35.600 --> 00:06:38.600]  第十五章摩西唱了這首歌
[00:06:38.600 --> 00:06:44.600]  這首歌有三個重點讚美神
[00:06:44.600 --> 00:06:46.600]  包括甚麼呢?
[00:06:46.600 --> 00:06:47.600]  我詳細不說了
[00:06:47.600 --> 00:06:51.600]  有時間的話,今天下午有時間看一看
[00:06:51.600 --> 00:06:53.600]  出埃及第十五章
[00:06:53.600 --> 00:06:55.600]  三個重點
[00:06:55.600 --> 00:06:57.600]  為何會讚美神呢?
[00:06:57.600 --> 00:07:00.600]  他說三個神很大的屬性
[00:07:00.600 --> 00:07:04.600]  第一是神的公義和大能
[00:07:04.600 --> 00:07:07.600]  我讀少許給大家聽
[00:07:07.600 --> 00:07:08.600]  第一和第三節
[00:07:08.600 --> 00:07:11.600]  他大大戰勝,耶和華是戰士
[00:07:11.600 --> 00:07:15.600]  耶和華以右手施行能力,顯出榮耀
[00:07:15.600 --> 00:07:16.600]  第十八節
