
[00:00:00.000 --> 00:00:04.360]  今天我們來講傳道書第六章一至九節
[00:00:04.360 --> 00:00:09.480]  傳道書第一章第二章就講到人生是一個虛空的人生
[00:00:09.480 --> 00:00:12.920]  傳道者藉著不同的方式
[00:00:12.920 --> 00:00:17.400]  藉著觀察這個世界的運行不適
[00:00:17.400 --> 00:00:19.640]  自然界的運行不適
[00:00:19.640 --> 00:00:23.000]  社會上那種人世間重重複複
[00:00:23.000 --> 00:00:24.600]  一代一代的過去
[00:00:24.600 --> 00:00:29.520]  但在其中的人就好像重重複複做回前人所做的工作
[00:00:29.520 --> 00:00:32.440]  傳道者問這個世界有什麼意義
[00:00:32.440 --> 00:00:34.440]  我們的生命有什麼意義
[00:00:34.440 --> 00:00:37.880]  第三章十二至十四節
[00:00:37.880 --> 00:00:40.440]  他已經很清楚地講出
[00:00:40.440 --> 00:00:44.160]  人活在這個日光之下的世界
[00:00:44.160 --> 00:00:47.600]  怎樣才能得到一個滿足的人生
[00:00:47.600 --> 00:00:50.320]  第三章十二至十四節是這樣說
[00:00:50.320 --> 00:00:54.480]  我知道世人莫強於終生喜樂行善
[00:00:54.480 --> 00:00:58.560]  並且人人吃喝在他一切勞碌中享福
[00:00:58.560 --> 00:01:00.800]  這也是神的恩賜
[00:01:00.800 --> 00:01:04.360]  我知道神一切所作的都必永存
[00:01:04.360 --> 00:01:06.920]  無所增添無所減少
[00:01:06.920 --> 00:01:11.680]  神這樣行是要人在他面前存敬畏的心
[00:01:11.680 --> 00:01:14.880]  傳道者其實一開始已經開宗明義
[00:01:14.880 --> 00:01:18.800]  在日光之下我們要存著一個敬畏上帝的心
[00:01:18.800 --> 00:01:22.120]  享受上帝賜給我們的生活
[00:01:22.120 --> 00:01:25.240]  然後在第四章他就講出了
[00:01:25.240 --> 00:01:27.920]  究竟我們怎樣在人世間裏面
[00:01:27.920 --> 00:01:30.600]  可以過一個敬畏上帝的生活呢?
[00:01:30.600 --> 00:01:32.440]  在第四章裏面去講
[00:01:32.440 --> 00:01:34.960]  我們要有一個知足的心
[00:01:34.960 --> 00:01:36.720]  一個感恩的心
[00:01:36.720 --> 00:01:39.320]  然後我們要愛惜自己
[00:01:39.320 --> 00:01:41.880]  也要愛惜其他的人
[00:01:41.880 --> 00:01:43.200]  在第五章裏面
[00:01:43.200 --> 00:01:44.920]  傳道者再繼續去講
[00:01:44.920 --> 00:01:48.280]  那什麼是敬畏上帝的人的生活
[00:01:48.280 --> 00:01:49.960]  和一個心態呢?
[00:01:49.960 --> 00:01:52.320]  在第五章裏面
[00:01:52.320 --> 00:01:55.400]  第十八至二十節他這樣講
[00:01:55.400 --> 00:01:57.880]  我所見為善為美的
[00:01:57.880 --> 00:02:02.320]  就是人在神賜他一生的日子吃喝
[00:02:02.320 --> 00:02:05.280]  享受日光之下勞碌得來的好處
[00:02:05.280 --> 00:02:07.080]  因為這是他的份
[00:02:07.080 --> 00:02:10.080]  神賜人資材豐富
[00:02:10.080 --> 00:02:11.880]  使他能以吃用
[00:02:11.880 --> 00:02:14.280]  能取自己的份
[00:02:14.280 --> 00:02:16.400]  在他勞碌中喜樂
[00:02:16.400 --> 00:02:18.400]  這也是神的恩賜
[00:02:18.400 --> 00:02:20.920]  他不多思念自己一生的年日
[00:02:20.920 --> 00:02:22.680]  因為神應他的心
[00:02:22.680 --> 00:02:25.000]  使他喜樂
[00:02:25.000 --> 00:02:26.280]  在第五章裏面
[00:02:26.280 --> 00:02:28.320]  其實詳細的去解釋
[00:02:28.320 --> 00:02:31.200]  什麼是敬畏神的態度和生活
[00:02:31.200 --> 00:02:33.240]  我們要聽上帝的話
[00:02:33.240 --> 00:02:35.280]  我們向神許願
[00:02:35.280 --> 00:02:36.520]  我們要謹守
[00:02:36.520 --> 00:02:37.760]  我們要遵行
[00:02:37.760 --> 00:02:39.000]  我們要在生活當中
[00:02:39.000 --> 00:02:41.480]  要過正直的生活
[00:02:41.480 --> 00:02:45.240]  享受上帝賜給我們的人生
[00:02:45.240 --> 00:02:47.680]  我們怎樣才能夠去享用
[00:02:47.680 --> 00:02:50.240]  上帝賜給我們的喜樂
[00:02:50.240 --> 00:02:52.160]  和享福的生活呢?
[00:02:52.160 --> 00:02:53.520]  傳統的
[00:02:53.520 --> 00:02:55.080]  可以說猶太人會認為
[00:02:55.080 --> 00:02:56.680]  敬畏上帝的人
[00:02:56.680 --> 00:02:58.240]  就有地上的福
[00:02:58.240 --> 00:02:59.520]  這就是好的了
[00:02:59.520 --> 00:03:03.200]  我們有一個很豐富的物質的生活
[00:03:03.200 --> 00:03:06.720]  就是上帝賜福我的一個證明
[00:03:06.720 --> 00:03:08.240]  但是傳道者在這裏
[00:03:08.240 --> 00:03:11.320]  他首先去破除這個觀念
[00:03:11.320 --> 00:03:12.480]  他在這裏說
[00:03:12.480 --> 00:03:17.320]  究竟能夠有地上很豐富的物質
[00:03:17.320 --> 00:03:20.400]  是不是就等於上帝賜福給我們呢?
[00:03:20.400 --> 00:03:22.560]  長壽財富
[00:03:22.560 --> 00:03:25.920]  如果我們不懂得去享用
[00:03:25.920 --> 00:03:28.200]  或者不懂得去使用的時候
[00:03:28.200 --> 00:03:32.240]  我們也不是一個享福的人生
[00:03:32.240 --> 00:03:35.080]  所以在第六章的第一第二節
[00:03:35.080 --> 00:03:36.000]  他就這樣說
[00:03:36.000 --> 00:03:36.760]  他說
[00:03:36.760 --> 00:03:39.640]  我見日光之下有一種和幻
[00:03:39.640 --> 00:03:41.480]  重壓在人身上
[00:03:41.480 --> 00:03:44.000]  就是人夢神
[00:03:44.000 --> 00:03:46.840]  視他之財豐富尊榮
[00:03:46.840 --> 00:03:50.000]  以此他心裏所願的一樣都不缺
[00:03:50.000 --> 00:03:52.800]  只是上帝使他不能吃用
[00:03:52.800 --> 00:03:54.920]  反有愛人來吃用
[00:03:54.920 --> 00:03:56.120]  這是虛空
[00:03:56.120 --> 00:03:57.720]  也是和幻
[00:03:57.720 --> 00:03:58.960]  傳道者說
[00:03:58.960 --> 00:04:00.600]  一種大和幻
[00:04:00.600 --> 00:04:03.080]  就是人心裏所想的
[00:04:03.080 --> 00:04:04.840]  他現實所擁有的都一樣
[00:04:04.840 --> 00:04:06.240]  一樣都不缺
[00:04:06.240 --> 00:04:07.120]  什麼都有了
[00:04:07.120 --> 00:04:08.120]  不過
[00:04:08.120 --> 00:04:12.160]  上帝卻是給其他人
[00:04:12.160 --> 00:04:14.920]  去有一個享受的能力
[00:04:14.920 --> 00:04:16.840]  反而這個人
[00:04:16.840 --> 00:04:22.720]  他沒有享受他所擁有的財富的物質生活的能力
[00:04:22.720 --> 00:04:24.880]  反而給一個愛人
[00:04:24.880 --> 00:04:25.680]  其他人
[00:04:25.680 --> 00:04:27.080]  一個不相干的人
[00:04:27.080 --> 00:04:33.280]  去享受這個人一生勞碌得來的成果
[00:04:33.280 --> 00:04:35.080]  其實這裡的意思
[00:04:35.080 --> 00:04:37.080]  和傳道書第二章
[00:04:37.080 --> 00:04:39.120]  二十四至二十六節
[00:04:39.120 --> 00:04:40.080]  是很相似的
[00:04:40.080 --> 00:04:42.360]  準則也是一樣的
[00:04:42.360 --> 00:04:45.160]  就是犯神所喜悅的人
[00:04:45.160 --> 00:04:47.160]  上帝賜給他福氣
[00:04:47.160 --> 00:04:48.040]  而罪人
[00:04:48.040 --> 00:04:50.840]  上帝奪去了他所有的東西
[00:04:50.840 --> 00:04:53.480]  第六章第一第二節
[00:04:53.480 --> 00:04:56.200]  和第五章十八至二十節
[00:04:56.200 --> 00:04:57.840]  的關係相當密切
