
[00:00:00.000 --> 00:00:04.040]  我們今天一齊來到思想十字架的奧秘
[00:00:04.040 --> 00:00:07.280]  十字架裏面有很多豐富的真理
[00:00:07.280 --> 00:00:09.600]  是我們憑著自己的智慧
[00:00:09.600 --> 00:00:12.400]  都不能夠完全明白
[00:00:12.400 --> 00:00:17.120]  甚至部分的我們未必能夠完全明白
[00:00:17.120 --> 00:00:19.840]  但我們心中所感受的就是
[00:00:19.840 --> 00:00:24.600]  的確十字架的因典很清晰地臨到我們身上
[00:00:24.600 --> 00:00:26.360]  對於北角宣道會來說
[00:00:26.360 --> 00:00:27.640]  我們過去這麼多年
[00:00:27.640 --> 00:00:29.320]  我們很願意同心地說
[00:00:29.320 --> 00:00:31.840]  我們高舉著耶穌的十字架
[00:00:31.840 --> 00:00:33.360]  不高舉哪一個
[00:00:33.360 --> 00:00:36.280]  只是同心卻來到跟隨著
[00:00:36.280 --> 00:00:39.920]  我記得在教會五十週年堂慶的時候
[00:00:39.920 --> 00:00:43.480]  我們在紅館有一個大型的崇拜
[00:00:43.480 --> 00:00:44.960]  我們當時一直在考慮
[00:00:44.960 --> 00:00:48.040]  以甚麼形式開始崇拜呢?
[00:00:48.040 --> 00:00:49.840]  最後大家決定就是
[00:00:49.840 --> 00:00:54.040]  我們讓十字架領領著我們進入禮堂
[00:00:54.040 --> 00:00:56.160]  所以當時教會裏面有不同的分堂
[00:00:56.160 --> 00:00:58.240]  不同的部門都有代表
[00:00:58.240 --> 00:01:00.240]  拿著不同的旗幟
[00:01:00.240 --> 00:01:02.960]  但最前面的是一個少年人
[00:01:02.960 --> 00:01:04.640]  拿著一個十字架
[00:01:04.640 --> 00:01:06.720]  高高地舉起你
[00:01:06.720 --> 00:01:09.840]  而我們一群人就跟隨著後面
[00:01:09.840 --> 00:01:13.600]  進入禮堂當中去敬拜
[00:01:13.600 --> 00:01:19.960]  十字架永遠是我們所高舉的一個對象
[00:01:19.960 --> 00:01:22.960]  同樣每當我們抬頭仰望十字架的時候
[00:01:22.960 --> 00:01:27.160]  就經歷到十字架給我們的力量和幫助
[00:01:27.160 --> 00:01:33.680]  我自己辦公室有一個小小的十字架的座台
[00:01:33.680 --> 00:01:35.160]  我記得以前有一間教會
[00:01:35.160 --> 00:01:38.160]  他們是舊的禮拜堂清拆
[00:01:38.160 --> 00:01:41.080]  改裝一個新的禮拜堂重建
[00:01:41.080 --> 00:01:43.960]  就將舊的一些不用的木椅子
[00:01:43.960 --> 00:01:46.520]  將木切割了出來
[00:01:46.520 --> 00:01:48.920]  就製成一個一個小型的十字架
[00:01:48.920 --> 00:01:51.080]  其中一個就送了給我
[00:01:51.080 --> 00:01:52.920]  我將十字架放在我自己眼前
[00:01:52.920 --> 00:01:54.480]  一個很當晚的地方
[00:01:54.480 --> 00:01:55.560]  很多時候
[00:01:55.560 --> 00:01:57.960]  當我自己內心有些好像很猶豫
[00:01:57.960 --> 00:01:58.880]  很不安
[00:01:58.880 --> 00:02:01.520]  甚至不知道怎麼辦的情況的時候
[00:02:01.520 --> 00:02:03.760]  我都會鼓勵自己抬高頭
[00:02:03.760 --> 00:02:06.000]  看一看這個十字架
[00:02:06.000 --> 00:02:10.160]  這個十字架的底座下面有四個字寫著
[00:02:10.160 --> 00:02:11.680]  這四個字很簡單
[00:02:11.680 --> 00:02:13.840]  但常常提醒我的內心
[00:02:13.840 --> 00:02:18.920]  這四個字就是「仰望十架」
[00:02:18.920 --> 00:02:20.760]  何時覺得灰心的時候
[00:02:20.760 --> 00:02:24.160]  仰望十字架的能力和幫助
[00:02:24.160 --> 00:02:27.880]  何時以為自己都可以有力量去做的時候
[00:02:27.880 --> 00:02:29.960]  仰望十字架去承認
[00:02:29.960 --> 00:02:33.120]  其實不是在乎自己
[00:02:33.120 --> 00:02:35.880]  何時當我自己有擔心的時候
[00:02:35.880 --> 00:02:38.320]  當我看十字架時告訴自己
[00:02:38.320 --> 00:02:40.480]  不在乎你
[00:02:40.480 --> 00:02:42.360]  你只是放心仰望十字架的
[00:02:42.360 --> 00:02:45.800]  因典和力量去做你的工作
[00:02:45.800 --> 00:02:47.480]  十字架成為了很多人
[00:02:47.480 --> 00:02:51.480]  在歷史歷代當中一個重要的鼓勵和安慰
[00:02:51.480 --> 00:02:53.440]  而在其中聖經上說
[00:02:53.440 --> 00:02:56.480]  「與基督同釘十字架
[00:02:56.480 --> 00:03:00.280]  不再是我乃是基督在我們裡面活著」
[00:03:00.280 --> 00:03:02.840]  這個自我常常蠢蠢欲動
[00:03:02.840 --> 00:03:04.680]  很想能夠高舉自己
[00:03:04.680 --> 00:03:06.400]  很想能夠依靠自己
[00:03:06.400 --> 00:03:09.240]  以致自己得到稱讚
[00:03:09.240 --> 00:03:13.280]  但何時將「我」釘在十字架的時候
[00:03:13.280 --> 00:03:15.680]  就發覺基督耶穌的能力
[00:03:15.680 --> 00:03:19.400]  就透過這個死的「我」流露出來
[00:03:19.400 --> 00:03:21.840]  去活現出來
[00:03:21.840 --> 00:03:23.200]  很多時候讓我們發覺
[00:03:23.200 --> 00:03:25.560]  何時我們真的能夠放下自己的時候
[00:03:25.560 --> 00:03:27.080]  不靠自己的時候
[00:03:27.080 --> 00:03:28.720]  反而經歷基督的生命
[00:03:28.720 --> 00:03:31.440]  活現了在我們裡面
[00:03:31.440 --> 00:03:33.080]  因此我們今晚思想的
[00:03:33.080 --> 00:03:35.880]  一個從死到生
[00:03:35.880 --> 00:03:39.200]  從死至生的一種奧秘
[00:03:39.200 --> 00:03:43.040]  如何透過我們對基督的一種仰望
[00:03:43.040 --> 00:03:45.840]  來顯明在我們當中
[00:03:45.840 --> 00:03:47.200]  大家首先看看聖經
[00:03:47.200 --> 00:03:51.800]  我們看回剛才的二乘法書第五十三章
[00:03:51.800 --> 00:03:54.120]  我今天和大家思想的三方面
[00:03:54.120 --> 00:03:55.800]  會談完一點之後
[00:03:55.800 --> 00:03:57.920]  我想給大家一些空間去祈禱
[00:03:57.920 --> 00:04:00.640]  我們再講第二方面
[00:04:00.640 --> 00:04:05.480]  剛才的二乘法書第五十三章
[00:04:05.480 --> 00:04:10.160]  我們讀過的第二第三節
[00:04:10.160 --> 00:04:14.680]  描述到主耶穌的容貌的情況
[00:04:14.680 --> 00:04:16.400]  五十三章第二節
[00:04:16.400 --> 00:04:19.400]  「他在耶和華面前生長如嫩芽
[00:04:19.400 --> 00:04:22.200]  橡筋出於乾地
[00:04:22.200 --> 00:04:23.960]  他無佳形美容
[00:04:23.960 --> 00:04:26.960]  我們看見他的時候也無美貌
[00:04:26.960 --> 00:04:29.120]  使我們羨慕他
[00:04:29.120 --> 00:04:30.120]  他被藐視
[00:04:30.120 --> 00:04:31.720]  被人厭棄
[00:04:31.720 --> 00:04:33.040]  多受痛苦
[00:04:33.040 --> 00:04:34.840]  常經憂患
[00:04:34.840 --> 00:04:36.160]  他被藐視
[00:04:36.160 --> 00:04:39.000]  好像被人掩面不看的一樣
[00:04:39.000 --> 00:04:42.440]  我們也不尊重他」
[00:04:42.440 --> 00:04:44.520]  在基督來到世上的時候
[00:04:44.520 --> 00:04:45.960]  他有一個很卑微的出生
[00:04:45.960 --> 00:04:47.440]  大家一定知道
[00:04:47.440 --> 00:04:51.000]  聖經描述他的生長好像嫩芽
[00:04:51.000 --> 00:04:53.080]  很脆弱
[00:04:53.080 --> 00:04:56.680]  很容易被人傷害的狀況
