
[00:00:00.000 --> 00:00:01.440]  在看猶太書之前
[00:00:01.440 --> 00:00:04.760]  我想提針研第四章第六節
[00:00:04.760 --> 00:00:06.000]  大家不需要翻
[00:00:06.000 --> 00:00:08.960]  這節聖經很多人都會常常提及
[00:00:08.960 --> 00:00:10.920]  聖經提醒我們
[00:00:10.920 --> 00:00:13.480]  「不可離棄智慧
[00:00:13.480 --> 00:00:16.080]  智慧就護衛你
[00:00:16.080 --> 00:00:19.840]  要愛他 他就保守你」
[00:00:19.840 --> 00:00:22.760]  很特別聖經提到智慧
[00:00:22.760 --> 00:00:24.280]  在針研所說的智慧
[00:00:24.280 --> 00:00:26.400]  也在說神自己的真道
[00:00:26.400 --> 00:00:28.960]  是祂的指教 祂的誡明
[00:00:29.640 --> 00:00:32.720]  但神的智慧不單止讓我們有知識
[00:00:32.720 --> 00:00:34.400]  能夠明白事理
[00:00:34.400 --> 00:00:36.240]  明白人生的路
[00:00:36.240 --> 00:00:37.880]  聖經同時說
[00:00:37.880 --> 00:00:40.720]  神的知識是能夠護衛我們
[00:00:40.720 --> 00:00:42.280]  是保護我們
[00:00:42.280 --> 00:00:44.880]  讓我們能夠勝過很多衝擊
[00:00:44.880 --> 00:00:46.040]  很多邪惡
[00:00:46.040 --> 00:00:47.480]  所以聖經說
[00:00:47.480 --> 00:00:49.640]  「你愛他 愛神的話
[00:00:49.640 --> 00:00:51.920]  神的話就保守你」
[00:00:51.920 --> 00:00:54.200]  同樣勉勵我們
[00:00:54.200 --> 00:00:55.640]  不是被動的
[00:00:55.640 --> 00:00:56.920]  是主動的
[00:00:56.920 --> 00:00:59.360]  一方面不會離棄智慧
[00:00:59.560 --> 00:01:01.840]  另一方面愛智慧
[00:01:01.840 --> 00:01:06.480]  神就將祂的恩惠和保守賜給我們
[00:01:06.480 --> 00:01:09.440]  在聖經當我們讀到猶大書的時候
[00:01:09.440 --> 00:01:11.040]  上一次我們就說到
[00:01:11.040 --> 00:01:14.360]  猶大是呼籲弟兄姊妹要留心
[00:01:14.360 --> 00:01:17.240]  因為這個世代有假的教師
[00:01:17.240 --> 00:01:21.120]  很多似是而非的道理在周圍出現
[00:01:21.120 --> 00:01:23.440]  然後猶大就呼籲我們
[00:01:23.440 --> 00:01:26.280]  要竭力地維護真道
[00:01:26.280 --> 00:01:28.840]  大家記得我們之前一個星期
[00:01:29.000 --> 00:01:31.360]  來講述這個重點
[00:01:31.360 --> 00:01:33.640]  要竭力維護真道
[00:01:33.640 --> 00:01:36.040]  來到猶大書最後一段的時候
[00:01:36.040 --> 00:01:38.880]  他就發出他最後的勉勵
[00:01:38.880 --> 00:01:42.480]  勉勵我們在真道上要成長
[00:01:42.480 --> 00:01:45.040]  亦是大家今天讀的金句裡面
[00:01:45.040 --> 00:01:47.560]  一個重點的分享
[00:01:47.560 --> 00:01:49.760]  所以我們今天再看這段經文
[00:01:49.760 --> 00:01:51.840]  求神在當中指教我們
[00:01:51.840 --> 00:01:54.760]  在猶大書的第十七節
[00:01:54.760 --> 00:01:57.280]  猶大就說
[00:01:57.280 --> 00:01:59.000]  但你們親愛的
[00:01:59.000 --> 00:02:02.480]  你們要記住我們主耶穌基督的使徒
[00:02:02.480 --> 00:02:04.680]  從前所說的話
[00:02:04.680 --> 00:02:06.000]  是什麼話呢
[00:02:06.000 --> 00:02:08.400]  他們曾經對你們說
[00:02:08.400 --> 00:02:11.160]  沒世必有好譏笑人的人
[00:02:11.160 --> 00:02:15.080]  藉著自己不敬虔的私慾行事
[00:02:15.080 --> 00:02:18.960]  猶大提醒我們要記住
[00:02:18.960 --> 00:02:22.480]  聖經裡面使徒所說的話
[00:02:22.480 --> 00:02:25.320]  神在新約的時候
[00:02:25.520 --> 00:02:28.400]  來興起很多他自己的使徒
[00:02:28.400 --> 00:02:31.600]  藉著他們將神的話傳達出來
[00:02:31.600 --> 00:02:34.240]  所以聖經裡面讓我們知道
[00:02:34.240 --> 00:02:37.960]  這些人不是按他們的意思講道
[00:02:37.960 --> 00:02:40.600]  而是蒙聖靈的感動
[00:02:40.600 --> 00:02:42.720]  說出神的話出來
[00:02:42.720 --> 00:02:45.240]  所以你記得當時初期教會
[00:02:45.240 --> 00:02:47.200]  有三千人信主
[00:02:47.200 --> 00:02:48.800]  當他們信主之後
[00:02:48.800 --> 00:02:52.840]  他們就恆心遵守使徒的教訓
[00:02:53.520 --> 00:02:56.440]  他們清楚所傳達給他們的教導
[00:02:56.440 --> 00:02:57.880]  是從神而來
[00:02:57.880 --> 00:03:01.600]  因此三千人同心恆久地
[00:03:01.600 --> 00:03:05.360]  來遵守神自己藉著使徒給的教訓
[00:03:05.360 --> 00:03:08.040]  因此今天猶大提醒我們
[00:03:08.040 --> 00:03:09.200]  親愛的
[00:03:09.200 --> 00:03:12.360]  要記住主耶穌的使徒
[00:03:12.360 --> 00:03:14.920]  從前所給我們的教訓
[00:03:14.920 --> 00:03:16.440]  不要忘記
[00:03:16.440 --> 00:03:17.920]  不要輕視
[00:03:17.920 --> 00:03:20.640]  而當中所提及的是什麼呢
[00:03:20.640 --> 00:03:22.040]  十八節剛才說
[00:03:22.240 --> 00:03:25.640]  「末世必有好幾少人的人」
[00:03:25.640 --> 00:03:27.440]  很多時候我們以為
[00:03:27.440 --> 00:03:31.400]  末世是指主耶穌回來之前的短時間
[00:03:31.400 --> 00:03:32.640]  叫做末世
[00:03:32.640 --> 00:03:34.240]  但聖經的觀念
[00:03:34.240 --> 00:03:37.920]  末世就是從耶穌來到的時候
[00:03:37.920 --> 00:03:39.600]  已經開始
[00:03:39.600 --> 00:03:42.920]  所以你見到希伯來書第一章就提到
[00:03:42.920 --> 00:03:45.600]  神在歷世歷代藉著先知
[00:03:45.600 --> 00:03:48.360]  來巧遇我們有關祂的真理
[00:03:48.360 --> 00:03:50.280]  在末世的時候
[00:03:50.280 --> 00:03:52.720]  藉著祂的愛子耶穌
[00:03:52.720 --> 00:03:55.120]  將真理巧遇我們
[00:03:55.120 --> 00:03:56.880]  因此聖經的觀念就是
[00:03:56.880 --> 00:03:59.680]  當耶穌基督降臨以後
[00:03:59.680 --> 00:04:01.600]  這個末世開始
[00:04:01.600 --> 00:04:04.360]  或者說從主耶穌降臨
[00:04:04.360 --> 00:04:06.880]  到祂將來再來之前
[00:04:06.880 --> 00:04:08.280]  二者之間
[00:04:08.280 --> 00:04:09.560]  這一段時間
[00:04:09.560 --> 00:04:11.560]  聖經稱為末世
[00:04:11.560 --> 00:04:14.840]  是一段最後的日子
[00:04:14.840 --> 00:04:19.840]  是主最後回來之前的一段時間
[00:04:20.120 --> 00:04:21.360]  在這段時間裏面
[00:04:21.360 --> 00:04:24.360]  必有好機笑人的人出現
[00:04:24.360 --> 00:04:25.520]  或者你問
[00:04:25.520 --> 00:04:28.080]  甚麼叫做好機笑人的人呢?
[00:04:28.080 --> 00:04:31.520]  如果你看回上面的第十五、十六節
[00:04:31.520 --> 00:04:35.400]  在今次經文之前
[00:04:35.400 --> 00:04:36.640]  特別提到
[00:04:36.640 --> 00:04:38.640]  我讀一讀這兩節的聖經
[00:04:38.640 --> 00:04:41.880]  要審判眾人
[00:04:41.880 --> 00:04:45.560]  又要定所有不敬虔的人的罪
[00:04:45.560 --> 00:04:49.040]  因為他們妄行各樣不敬虔的事
