
[00:00:00.000 --> 00:00:04.000]  馬太福音4章1到11節
[00:00:04.000 --> 00:00:08.000]  當時耶穌被聖靈引到曠野
[00:00:08.000 --> 00:00:10.000]  受魔鬼的試探
[00:00:10.000 --> 00:00:12.000]  他進食四十晝夜
[00:00:12.000 --> 00:00:14.000]  後來就餓了
[00:00:14.000 --> 00:00:17.000]  那試探者進前來對他說
[00:00:17.000 --> 00:00:19.000]  你若是神的兒子
[00:00:19.000 --> 00:00:22.000]  叫這些石頭變成食物吧
[00:00:22.000 --> 00:00:24.000]  耶穌卻回答說
[00:00:24.000 --> 00:00:26.000]  經上記著
[00:00:26.000 --> 00:00:29.000]  人活著不是單靠食物
[00:00:29.000 --> 00:00:33.000]  乃是靠神口裡所出的一切化
[00:00:33.000 --> 00:00:36.000]  魔鬼就帶他進了聖城
[00:00:36.000 --> 00:00:39.000]  叫他站在聖殿頂上
[00:00:39.000 --> 00:00:40.000]  對他說
[00:00:40.000 --> 00:00:42.000]  你若是神的兒子
[00:00:42.000 --> 00:00:44.000]  就跳下去
[00:00:44.000 --> 00:00:46.000]  因為經上記著
[00:00:46.000 --> 00:00:49.000]  主要為你命令他的使者
[00:00:49.000 --> 00:00:51.000]  用手托住你
[00:00:51.000 --> 00:00:54.000]  免得你的腳碰在石頭上
[00:00:54.000 --> 00:00:56.000]  耶穌對他說
[00:00:56.000 --> 00:00:58.000]  經上又記著
[00:00:58.000 --> 00:01:01.000]  要試探主 你的神
[00:01:01.000 --> 00:01:05.000]  魔鬼又帶他上了一座很高的山
[00:01:05.000 --> 00:01:08.000]  將世上的萬國和萬國的榮華
[00:01:08.000 --> 00:01:10.000]  都指給他看
[00:01:10.000 --> 00:01:12.000]  對他說
[00:01:12.000 --> 00:01:14.000]  你若俯伏拜我
[00:01:14.000 --> 00:01:17.000]  我就把這一切賜給你
[00:01:17.000 --> 00:01:18.000]  耶穌說
[00:01:18.000 --> 00:01:20.000]  撒旦 退去
[00:01:20.000 --> 00:01:22.000]  因為經上記著
[00:01:22.000 --> 00:01:24.000]  要拜主 你的神
[00:01:24.000 --> 00:01:26.000]  唯獨侍奉他
[00:01:26.000 --> 00:01:29.000]  因此魔鬼離開了耶穌
[00:01:29.000 --> 00:01:32.000]  立刻有天使來伺候他
[00:01:32.000 --> 00:01:34.000]  這是上主的話
[00:01:34.000 --> 00:01:37.000]  今天為我們正道的是
[00:01:37.000 --> 00:01:39.000]  本堂的賀智永傳道
[00:01:39.000 --> 00:01:41.000]  他正道的題目是
[00:01:41.000 --> 00:01:43.000]  在探試探的臉龐
[00:01:43.000 --> 00:01:45.000]  有請賀傳道
[00:01:45.000 --> 00:01:47.000]  弟兄姊妹平安
[00:01:47.000 --> 00:01:48.000]  好
[00:01:48.000 --> 00:01:49.000]  那我們一起來開始
[00:01:49.000 --> 00:01:51.000]  要開始禱告
[00:01:51.000 --> 00:01:53.000]  親愛的天父
[00:01:53.000 --> 00:01:55.000]  求你大能的保守
[00:01:55.000 --> 00:01:56.000]  我們知道
[00:01:56.000 --> 00:01:58.000]  今年的春節
[00:01:58.000 --> 00:02:00.000]  由於天氣的變化
[00:02:00.000 --> 00:02:02.000]  還有很多弟兄姊妹
[00:02:02.000 --> 00:02:05.000]  也是身處病患當中
[00:02:05.000 --> 00:02:07.000]  主啊 求你看顧
[00:02:07.000 --> 00:02:10.000]  香港乃至世界這些年來
[00:02:10.000 --> 00:02:12.000]  已經受到這個疾病的繳繞
[00:02:12.000 --> 00:02:14.000]  已經是非常多的時間了
[00:02:14.000 --> 00:02:17.000]  神啊 求你與我們同在
[00:02:17.000 --> 00:02:18.000]  使你讓這個世界呢
[00:02:18.000 --> 00:02:22.000]  恢復你吃下的這個喜樂
[00:02:22.000 --> 00:02:26.000]  恢復你最初所造的看為好的
[00:02:26.000 --> 00:02:29.000]  我們知道我們是渺小的人
[00:02:29.000 --> 00:02:30.000]  但是我們知道
[00:02:30.000 --> 00:02:31.000]  靠著你大能的話
[00:02:31.000 --> 00:02:32.000]  我們這個瓦器里
[00:02:32.000 --> 00:02:34.000]  會有你的寶貝
[00:02:34.000 --> 00:02:36.000]  我們希望主啊
[00:02:36.000 --> 00:02:37.000]  你給這個城市
[00:02:37.000 --> 00:02:39.000]  力上加力 恩上加恩
[00:02:39.000 --> 00:02:41.000]  無論是在經濟方面
[00:02:41.000 --> 00:02:44.000]  還是在工作各行各業方面
[00:02:44.000 --> 00:02:46.000]  還有在鼠鄰方面
[00:02:46.000 --> 00:02:48.000]  都求你加力
[00:02:48.000 --> 00:02:50.000]  都可以讓我們在這裡
[00:02:50.000 --> 00:02:51.000]  你賜下給我們的
[00:02:51.000 --> 00:02:53.000]  前行的路上的光
[00:02:53.000 --> 00:02:55.000]  腳前的燈
[00:02:55.000 --> 00:02:56.000]  我們這樣仰望交托
[00:02:56.000 --> 00:03:00.000]  奉主耶穌得聖的名求 阿們
[00:03:00.000 --> 00:03:07.000]  今年這個氣候還是很反常的
[00:03:07.000 --> 00:03:10.000]  所以呢 我今年那個
[00:03:10.000 --> 00:03:12.000]  在前些天的時候出去的時候
[00:03:12.000 --> 00:03:15.000]  已經聽見這個咳嗽聲啊
[00:03:15.000 --> 00:03:18.000]  這個地鐵裡頭的咳嗽聲
[00:03:18.000 --> 00:03:19.000]  是一聲接一聲
[00:03:19.000 --> 00:03:21.000]  然後大家都很習慣了
[00:03:21.000 --> 00:03:22.000]  以前如果說
[00:03:22.000 --> 00:03:23.000]  偶爾有人咳嗽一下
[00:03:23.000 --> 00:03:25.000]  立即大家都很驚恐的
[00:03:25.000 --> 00:03:26.000]  在旁邊
[00:03:26.000 --> 00:03:28.000]  今年我看了在地鐵裡面
[00:03:28.000 --> 00:03:29.000]  大家咳嗽的時候
