
[00:00:00.000 --> 00:00:13.280]  鄺醫生夫婦帶著基督的愛和基督的福音到柬埔寨去,
[00:00:13.280 --> 00:00:17.840]  與那裡的人分享,
[00:00:17.840 --> 00:00:21.680]  這就是差傳。
[00:00:21.680 --> 00:00:29.680]  他們兩位在香港可以有很好的工作,
[00:00:29.680 --> 00:00:33.680]  但是他們奉獻自己,
[00:00:33.680 --> 00:00:36.320]  讀神學,
[00:00:36.320 --> 00:00:39.040]  受了裝備,
[00:00:39.040 --> 00:00:47.600]  然後到遙遠的地方做賜福的器皿,
[00:00:47.600 --> 00:00:53.120]  這是何等美好的一件事。
[00:00:53.120 --> 00:00:59.760]  他們說付的代價非常值得,
[00:00:59.760 --> 00:01:06.720]  他們走的路就是亞伯拉罕走的路,
[00:01:06.720 --> 00:01:10.960]  神向亞伯拉罕顯現,
[00:01:10.960 --> 00:01:16.000]  對他說,我要賜福給你,
[00:01:16.000 --> 00:01:20.880]  你也要叫別人的福,
[00:01:20.880 --> 00:01:28.560]  這是賜福器皿的心路歷程。
[00:01:28.560 --> 00:01:36.080]  我們感謝主不但亞伯拉罕一個人這樣做,
[00:01:36.080 --> 00:01:42.000]  他的兒子以撒也是一樣,
[00:01:42.000 --> 00:01:47.680]  他的孫子雅各又是一樣,
[00:01:47.680 --> 00:01:53.600]  他的寵孫月色還是一樣,
[00:01:53.600 --> 00:01:58.080]  他們走在同一條路上,
[00:01:58.080 --> 00:02:00.560]  感謝天父,
[00:02:00.560 --> 00:02:05.040]  今天我們也是一樣,
[00:02:05.040 --> 00:02:11.840]  也是走在這條賜福器皿的路上,
[00:02:11.840 --> 00:02:15.600]  當我們安靜想的時候,
[00:02:15.600 --> 00:02:20.560]  我們真是覺得神的恩典臨到我們身上,
[00:02:20.560 --> 00:02:23.760]  我們才有這樣的一個機會。
[00:02:23.760 --> 00:02:27.120]  我們就想想是神的恩典臨到我們身上,
[00:02:27.120 --> 00:02:29.200]  我們才會有這樣的機會。
[00:02:29.200 --> 00:02:32.160]  1962年,
[00:02:32.160 --> 00:02:40.480]  北宣家拆派了第一位宣教士到越南去,
[00:02:40.480 --> 00:02:44.720]  就是國金仙姊妹,
[00:02:44.720 --> 00:02:47.920]  國金仙姊妹。
[00:02:47.920 --> 00:02:54.400]  然後陸續派別的宣教士,
[00:02:54.400 --> 00:03:01.600]  但是頭12年我們沒有拆傳年會,
[00:03:01.600 --> 00:03:10.560]  到了21年前我們才開始拆傳年會。
[00:03:10.560 --> 00:03:17.120]  感謝主一路地使用北宣家,
[00:03:17.120 --> 00:03:22.960]  這是一個很大的權利和福分。
[00:03:22.960 --> 00:03:25.760]  我們越瞭解拆傳的意義,
[00:03:25.760 --> 00:03:34.320]  我們就越願意投入在其中。
[00:03:34.320 --> 00:03:38.640]  我相信今天晚上主要借著聖經
[00:03:38.640 --> 00:03:40.480]  向我們每一個人說話,
[00:03:40.480 --> 00:03:46.240]  昨天我們看了亞伯拉罕的心路歷程,
[00:03:46.240 --> 00:03:55.840]  今天我們繼續看他以後的三代同樣的心路歷程。
[00:03:55.840 --> 00:04:00.160]  我們先看以撒,
[00:04:00.160 --> 00:04:04.480]  我們發現神向亞伯拉罕說的話,
[00:04:04.480 --> 00:04:10.880]  他再一次向以撒說出來。
[00:04:10.880 --> 00:04:13.920]  我們發現神向亞伯拉罕所說的話,
[00:04:13.920 --> 00:04:16.160]  他同樣地向以撒說。
[00:04:16.160 --> 00:04:20.160]  26章第四節,
[00:04:20.160 --> 00:04:26.560]  我們從第二節先讀,再讀第四節。
[00:04:26.560 --> 00:04:30.960]  我們讀第二節,再讀第四節。
[00:04:30.960 --> 00:04:36.080]  再讀第四節。
[00:04:36.080 --> 00:04:42.160]  耶和華向以撒顯現說,
[00:04:42.160 --> 00:04:44.080]  第四節,
[00:04:44.080 --> 00:04:48.560]  我要加增你的後裔,
[00:04:48.560 --> 00:04:50.720]  像天上的星那樣多,
[00:04:50.720 --> 00:04:56.400]  要將這些地都賜給你和你的後裔。
[00:04:56.400 --> 00:04:58.400]  像天上的星那樣多,
[00:04:58.400 --> 00:05:02.160]  要將這些地都賜給你和你的後裔。
[00:05:02.160 --> 00:05:10.240]  並且地上萬國必因你的後裔得福。
[00:05:10.240 --> 00:05:13.760]  我們這裡又看見神同樣的話,
[00:05:13.760 --> 00:05:15.840]  要賜福給以撒,
[00:05:15.840 --> 00:05:18.640]  又讓以撒和他的後裔,
[00:05:18.640 --> 00:05:20.480]  叫萬國得福。
[00:05:20.480 --> 00:05:22.960]  我們看到神同樣地說,
[00:05:22.960 --> 00:05:26.160]  他要叫以撒得福,
[00:05:26.160 --> 00:05:29.360]  然後叫以撒的後裔都得福。
[00:05:29.360 --> 00:05:32.240]  叫萬國得福。
[00:05:32.240 --> 00:05:37.440]  是同樣的一條路線。
[00:05:37.440 --> 00:05:41.040]  現在到了第二代。
[00:05:41.040 --> 00:05:47.760]  我們看看以撒的表現怎麼樣。
[00:05:47.760 --> 00:05:51.360]  我們要注意三件事。
[00:05:51.360 --> 00:05:53.200]  第一件事,
[00:05:53.200 --> 00:05:57.600]  我們看二十四章五節六節。
[00:05:57.600 --> 00:06:05.200]  二十四章第五第六節。
[00:06:05.200 --> 00:06:07.360]  二十四章第五第六節,
[00:06:07.360 --> 00:06:08.880]  穆人對他說,
[00:06:08.880 --> 00:06:12.160]  倘若女子不肯跟我到這地方來,
[00:06:12.160 --> 00:06:16.320]  我必須將你的兒子帶回你源出之地嗎?
[00:06:16.320 --> 00:06:18.080]  阿伯拉罕對他說,
[00:06:18.080 --> 00:06:22.160]  你要謹慎,不要帶我的兒子回那裡去。
[00:06:22.160 --> 00:06:23.200]  這裡提到,
[00:06:23.200 --> 00:06:29.600]  阿伯拉罕要為他的兒子以撒娶太太。
[00:06:29.600 --> 00:06:30.400]  這裡提到,
[00:06:30.400 --> 00:06:34.480]  阿伯拉罕要替他的兒子以撒娶一個太太。
[00:06:34.480 --> 00:06:38.080]  他把這件事交給他的僕人去辦理。
[00:06:38.080 --> 00:06:40.880]  他就將這件事交給他的僕人去辦理。
[00:06:40.880 --> 00:06:45.760]  僕人就問阿伯拉罕說,
[00:06:45.760 --> 00:06:50.000]  就是第五節的話,
[00:06:50.000 --> 00:06:54.720]  他說,如果那個女子不肯跟我到這裡來,
[00:06:54.720 --> 00:07:00.880]  我必須將你的兒子帶回你源出之地嗎?
[00:07:00.880 --> 00:07:03.040]  如果那個女子不肯跟我來,
[00:07:03.040 --> 00:07:07.520]  我要不要將你的兒子帶回他本來的地方呢?
[00:07:07.520 --> 00:07:12.320]  那源出之地就是加勒底的吾爾。
[00:07:12.320 --> 00:07:15.680]  那源出之地就是加勒底的吾爾。
[00:07:15.680 --> 00:07:20.800]  那就是後來的巴比倫。
[00:07:20.800 --> 00:07:25.840]  我們昨天晚上看見神叫阿伯拉罕從那裡出來,
[00:07:25.840 --> 00:07:29.600]  我們昨天晚上看見神叫阿伯拉罕從那裡出來,
[00:07:29.600 --> 00:07:33.440]  要走一條新的道路。
[00:07:33.440 --> 00:07:39.280]  現在阿伯拉罕非常地著重地祝福他的僕人。
[00:07:39.280 --> 00:07:42.640]  現在阿伯拉罕非常地著重地祝福他的僕人。
[00:07:42.640 --> 00:07:48.640]  千萬千萬不要將我的兒子帶回我出來的那個地方。
[00:07:48.640 --> 00:07:53.920]  千萬千萬不要將我的兒子帶回我本來出來的地方。
[00:07:53.920 --> 00:07:55.680]  這是阿伯拉罕的心志。
[00:07:55.680 --> 00:07:57.520]  這是阿伯拉罕的心志。
[00:07:57.520 --> 00:07:58.720]  他自己出來。
[00:07:58.720 --> 00:08:00.400]  他自己出來。
[00:08:00.400 --> 00:08:02.480]  他要他的兒子也出來,
[00:08:02.480 --> 00:08:05.280]  不再回去原來的地方。
[00:08:05.280 --> 00:08:07.360]  他也要叫他的兒子出來,
[00:08:07.360 --> 00:08:09.840]  不要再回到原來的地方。
[00:08:09.840 --> 00:08:15.040]  昨天晚上我們看見從加勒底的烏爾出來,
[00:08:15.040 --> 00:08:17.280]  是什麼屬靈的意義?
[00:08:17.280 --> 00:08:20.240]  昨天晚上我們看見從加勒底的烏爾出來,
[00:08:20.240 --> 00:08:21.680]  是什麼屬靈的意義?
[00:08:21.680 --> 00:08:24.880]  那就是從自我中心出來。
[00:08:24.880 --> 00:08:27.480]  那就是從自我中心出來。
[00:08:27.480 --> 00:08:31.360]  將神的旨意當作新的中心。
[00:08:31.360 --> 00:08:34.320]  將神的旨意當作新的中心。
[00:08:34.320 --> 00:08:38.960]  千萬不要再回去自我中心的生活裡頭。
[00:08:38.960 --> 00:08:42.760]  千萬不要再回去以自我為中心的生活裡頭。
[00:08:42.760 --> 00:08:44.640]  要走一條新的道路。
[00:08:44.640 --> 00:08:46.240]  要走一條新的道路。
[00:08:46.240 --> 00:08:47.680]  阿伯拉罕自己走,
[00:08:47.680 --> 00:08:50.560]  也要他的兒子同樣的走。
[00:08:50.560 --> 00:08:51.960]  阿伯拉罕自己走,
[00:08:51.960 --> 00:08:54.640]  他也要他的兒子和他一起走。
[00:08:54.640 --> 00:08:58.240]  以撒也體會父親的心。
[00:08:58.240 --> 00:09:00.360]  以撒也體會他父親的心。
[00:09:00.360 --> 00:09:02.040]  他不再回去了。
[00:09:02.040 --> 00:09:03.480]  他不再回去了。
[00:09:03.480 --> 00:09:07.720]  繼續走在這條似福氣命的路上。
[00:09:07.720 --> 00:09:10.800]  繼續走在這條似福氣命的路上。
