
[00:00:00.000 --> 00:00:02.640]  這段聖經,剛才你讀的時候,不知道有沒有留意到
[00:00:02.640 --> 00:00:05.500]  如果沒有的話,我想告訴你,這段聖經就是
[00:00:05.500 --> 00:00:08.380]  保羅寫貼薩羅尼加前書之前
[00:00:08.380 --> 00:00:10.900]  剛剛所發生的事
[00:00:10.900 --> 00:00:14.260]  第二章,最後那段,十七節那段就說
[00:00:14.260 --> 00:00:16.520]  他要因為迫迫
[00:00:16.520 --> 00:00:20.120]  很多的壓力,當時很多的反對
[00:00:20.120 --> 00:00:22.120]  尤其是猶太人的反對
[00:00:22.120 --> 00:00:25.000]  他們唯有離開貼薩羅尼加
[00:00:25.000 --> 00:00:28.200]  他們所建立的教會的弟兄姊妹
[00:00:28.200 --> 00:00:30.200]  被迫的離開
[00:00:30.200 --> 00:00:32.200]  雖然他們的身體離開
[00:00:32.200 --> 00:00:34.200]  保羅的心並沒有離開
[00:00:34.200 --> 00:00:37.200]  但他們就要住在雅典
[00:00:37.200 --> 00:00:42.200]  但是保羅的心很想念貼薩羅尼加的弟兄姊妹
[00:00:42.200 --> 00:00:44.200]  他心忍不住
[00:00:44.200 --> 00:00:48.200]  於是第一到第五節就說他這種忍不住的心情
[00:00:48.200 --> 00:00:52.200]  最後他決定不如派他屬靈的兒子提摩泰
[00:00:52.200 --> 00:00:56.200]  去貼薩羅尼加看看弟兄姊妹
[00:00:56.200 --> 00:00:58.200]  究竟他們在患難當中
[00:00:58.200 --> 00:01:00.200]  究竟有沒有信心,有沒有堅定
[00:01:00.200 --> 00:01:04.200]  第六節說提摩泰剛剛從你們那裡回來
[00:01:04.200 --> 00:01:06.200]  剛剛回來
[00:01:06.200 --> 00:01:10.200]  將他們的信心和愛心的好消息告訴他們
[00:01:10.200 --> 00:01:11.200]  告訴保羅
[00:01:11.200 --> 00:01:14.200]  保羅就很開心寫了這封信
[00:01:14.200 --> 00:01:16.200]  然後他就獻上感謝
[00:01:16.200 --> 00:01:18.200]  然後對他們有所鼓勵
[00:01:18.200 --> 00:01:24.200]  這個就是我們剛才所看的整章聖經第三章所說的內容
[00:01:24.200 --> 00:01:27.200]  這章聖經裡面有很多很豐富的真理
[00:01:27.200 --> 00:01:29.200]  我今天時間的問題
[00:01:29.200 --> 00:01:33.200]  我想和大家集中了兩樣東西
[00:01:33.200 --> 00:01:36.200]  主題我想我就可以在第六節裡面拿
[00:01:36.200 --> 00:01:38.200]  第六節說保羅說提摩泰剛剛回來
[00:01:38.200 --> 00:01:45.200]  將你們的信心和愛心的好消息帶給我
[00:01:45.200 --> 00:01:47.200]  我相信這段聖經我們可以將它看為
[00:01:47.200 --> 00:01:50.200]  保羅說到我們基督徒兩個最核心
[00:01:50.200 --> 00:01:51.200]  最基本的美德
[00:01:51.200 --> 00:01:53.200]  一個就是信心
[00:01:53.200 --> 00:01:54.200]  一個就是愛心
[00:01:54.200 --> 00:02:01.200]  這兩樣東西究竟怎樣可以實踐在你和我的生命當中
[00:02:01.200 --> 00:02:04.200]  我知道大家聽見信心愛心聽了很多年了
[00:02:04.200 --> 00:02:05.200]  又再說
[00:02:05.200 --> 00:02:06.200]  是呀
[00:02:06.200 --> 00:02:08.200]  聖經是這樣說的辦法
[00:02:08.200 --> 00:02:09.200]  當然要說了
[00:02:09.200 --> 00:02:13.200]  而且我想告訴大家聖經裡面每一句話
[00:02:13.200 --> 00:02:17.200]  當你真是深入的細心去聆聽的時候
[00:02:17.200 --> 00:02:19.200]  總有神要對你說的話
[00:02:19.200 --> 00:02:23.200]  我們今天就看看信心和愛心在聖經裡面
[00:02:23.200 --> 00:02:26.200]  究竟神保羅的話語怎樣說
[00:02:26.200 --> 00:02:28.200]  首先我們看信心
[00:02:28.200 --> 00:02:31.200]  信心我們想起信心的時候
[00:02:31.200 --> 00:02:34.200]  很多時候基督徒就覺得信心就是一種手段
[00:02:34.200 --> 00:02:35.200]  或者一種方式
[00:02:35.200 --> 00:02:36.200]  或者一種方法
[00:02:36.200 --> 00:02:39.200]  令到我們在神那裡得到我們想需要的東西
[00:02:39.200 --> 00:02:42.200]  當然這個不是真正的信心
[00:02:42.200 --> 00:02:47.200]  這段聖經我想特別從這段聖經裡面給你看一個很重要的重點
[00:02:47.200 --> 00:02:52.200]  這段聖經裡面保羅說到信心就連結起什麼呢
[00:02:52.200 --> 00:02:55.200]  連結起患難
[00:02:55.200 --> 00:02:57.200]  患難
[00:02:57.200 --> 00:03:00.200]  第一至第五節說了三次
[00:03:00.200 --> 00:03:02.200]  當保羅想起患難的時候
[00:03:02.200 --> 00:03:07.200]  菲律賓以法尼加教會面對這個患難的時候
[00:03:07.200 --> 00:03:09.200]  保羅就想起信心
[00:03:09.200 --> 00:03:15.200]  原來真正的信心是在患難當中的一個考驗
[00:03:15.200 --> 00:03:17.200]  平日看不出的
[00:03:17.200 --> 00:03:21.200]  當一個人或者你和我面對患難的來臨的時候
[00:03:21.200 --> 00:03:23.200]  用保羅的話
[00:03:23.200 --> 00:03:28.200]  看你在這個患難的面前能不能夠仍然不被搖動
[00:03:28.200 --> 00:03:30.200]  站立得穩
[00:03:30.200 --> 00:03:36.200]  就顯示出在這個考試的成績裡面合不合格
[00:03:36.200 --> 00:03:37.200]  這個就是信心
[00:03:37.200 --> 00:03:40.200]  信心在患難裡面顯出來
[00:03:40.200 --> 00:03:42.200]  沒有人喜歡患難
[00:03:42.200 --> 00:03:44.200]  但是當患難臨到你的時候
[00:03:44.200 --> 00:03:47.200]  你就不要覺得要推他
[00:03:47.200 --> 00:03:50.200]  這個患難可能今天坐在這裡的時候
[00:03:50.200 --> 00:03:52.200]  有些人你都在患難當中
[00:03:52.200 --> 00:03:55.200]  有些患難來自你的身體的軟弱
[00:03:55.200 --> 00:03:56.200]  有些患難來自你的家庭
[00:03:56.200 --> 00:03:58.200]  有些患難來自你的工作崗位
[00:03:58.200 --> 00:03:59.200]  你的事業
[00:03:59.200 --> 00:04:01.200]  來自人際的關係
[00:04:01.200 --> 00:04:04.200]  總而言之我們會碰上患難
[00:04:04.200 --> 00:04:05.200]  沒有人喜歡患難
[00:04:05.200 --> 00:04:06.200]  但是聖經裡面很有意思
[00:04:06.200 --> 00:04:08.200]  他說患難就是一個機會
[00:04:08.200 --> 00:04:10.200]  讓你看看你自己有多少信心
[00:04:10.200 --> 00:04:12.200]  這是保羅的看法
[00:04:12.200 --> 00:04:13.200]  現在我們不說這個了
[00:04:13.200 --> 00:04:17.200]  究竟在這個患難當中如何可以站立得穩
[00:04:17.200 --> 00:04:20.200]  今早我想和大家分享兩件事
[00:04:20.200 --> 00:04:22.200]  在這段聖經裡面我看到兩件事
[00:04:22.200 --> 00:04:25.200]  兩個的真理也是我自己的經歷
[00:04:25.200 --> 00:04:26.200]  想和大家一起分享
[00:04:26.200 --> 00:04:28.200]  首先第一件事
[00:04:28.200 --> 00:04:32.200]  人如何可以在患難面前不被動搖
[00:04:32.200 --> 00:04:33.200]  站立得穩
[00:04:33.200 --> 00:04:35.200]  就好像第二節第三節裡面保羅所說的
[00:04:35.200 --> 00:04:39.200]  原來保羅有一個絕招
[00:04:39.200 --> 00:04:42.200]  就是他看患難有一個角度去看
[00:04:42.200 --> 00:04:44.200]  第三節裡面說什麼呢
[00:04:44.200 --> 00:04:48.200]  原來他說其實我們受患難
[00:04:48.200 --> 00:04:50.200]  原是命定的
[00:04:50.200 --> 00:04:51.200]  你們知道
[00:04:51.200 --> 00:04:55.200]  第四節我早已經和你們說過
[00:04:55.200 --> 00:04:57.200]  我們將會遭受患難
[00:04:57.200 --> 00:04:59.200]  後來果然應驗了
[00:04:59.200 --> 00:05:01.200]  這是你們知道的
[00:05:01.200 --> 00:05:03.200]  你們知道兩件事
[00:05:03.200 --> 00:05:04.200]  第一患難是命定的
[00:05:04.200 --> 00:05:06.200]  第二我們將會遇見患難
[00:05:06.200 --> 00:05:08.200]  果然應驗了
[00:05:08.200 --> 00:05:11.200]  這句話本身就代表了保羅的一個看法
[00:05:11.200 --> 00:05:13.200]  當患難臨到的時候
[00:05:13.200 --> 00:05:15.200]  保羅的態度
[00:05:15.200 --> 00:05:18.200]  他一點都不覺得驚訝
[00:05:18.200 --> 00:05:20.200]  我剛剛寫完一本書叫做
[00:05:20.200 --> 00:05:21.200]  上帝與人間的苦難
[00:05:21.200 --> 00:05:23.200]  在這本書裡面我多次都說
[00:05:23.200 --> 00:05:25.200]  其實我們不是悲觀
[00:05:25.200 --> 00:05:26.200]  不過我們是現實
[00:05:26.200 --> 00:05:27.200]  不是personistic
[00:05:27.200 --> 00:05:28.200]  但是realistic
[00:05:28.200 --> 00:05:30.200]  患難是我們人生的一個部分
[00:05:30.200 --> 00:05:32.200]  當保羅說我面對患難的時候
[00:05:32.200 --> 00:05:34.200]  他說已經預料到了
[00:05:34.200 --> 00:05:35.200]  預料到了
[00:05:35.200 --> 00:05:36.200]  有什麼奇怪
[00:05:36.200 --> 00:05:37.200]  很多人一碰見患難的時候
[00:05:37.200 --> 00:05:39.200]  尤其是我們香港嬌生慣養的一代
[00:05:39.200 --> 00:05:40.200]  用片患難的時候
[00:05:40.200 --> 00:05:41.200]  大陸不得了
[00:05:41.200 --> 00:05:42.200]  全世界最大
[00:05:42.200 --> 00:05:43.200]  然後有些人自殺
[00:05:43.200 --> 00:05:45.200]  保羅說已經預料到了
[00:05:45.200 --> 00:05:46.200]  命定的
[00:05:46.200 --> 00:05:47.200]  我怎麼會沒有患難呢
[00:05:47.200 --> 00:05:49.200]  當患難來的時候
[00:05:49.200 --> 00:05:51.200]  我們就將它看成必然
[00:05:51.200 --> 00:05:53.200]  保羅這樣的態度
[00:05:53.200 --> 00:05:55.200]  我不敢說我過去人生有很多個患難
[00:05:55.200 --> 00:05:57.200]  但是到今天來說
[00:05:57.200 --> 00:05:59.200]  我也不夠膽說我已經是習慣了患難
[00:05:59.200 --> 00:06:02.200]  不過當有患難來的時候
[00:06:02.200 --> 00:06:04.200]  突然間打擊來的時候
[00:06:04.200 --> 00:06:06.200]  我都開始不會再覺得有什麼奇怪
[00:06:06.200 --> 00:06:08.200]  什麼都見過
[00:06:08.200 --> 00:06:11.200]  但是帶著這樣的心的時候
[00:06:11.200 --> 00:06:13.200]  你發覺你有信心去面對它
[00:06:13.200 --> 00:06:16.200]  在患難面前沒有信心被動搖
[00:06:16.200 --> 00:06:17.200]  被打倒
[00:06:17.200 --> 00:06:18.200]  最重要的第一個
[00:06:18.200 --> 00:06:19.200]  你自己打自己
[00:06:19.200 --> 00:06:20.200]  我不可以接受這些
[00:06:20.200 --> 00:06:22.200]  不可能會發生的
[00:06:22.200 --> 00:06:24.200]  但保羅不是這樣看
[00:06:24.200 --> 00:06:27.200]  我不知道有沒有和大家分享過
[00:06:27.200 --> 00:06:31.200]  我太太最近後來都已經學了一種熟齡的娛樂
[00:06:31.200 --> 00:06:33.200]  就是看神在搞什麼
[00:06:34.200 --> 00:06:36.200]  以前突然間
[00:06:36.200 --> 00:06:37.200]  本來很順的
[00:06:37.200 --> 00:06:38.200]  突然間跨到中間
[00:06:38.200 --> 00:06:39.200]  很猛震的
[00:06:39.200 --> 00:06:41.200]  怎麼會搞成這樣
[00:06:41.200 --> 00:06:42.200]  突然間我們心裡面覺得
[00:06:42.200 --> 00:06:44.200]  神在搞什麼呢
[00:06:44.200 --> 00:06:46.200]  就好像看高手捉棋局一樣
[00:06:46.200 --> 00:06:47.200]  你明白嗎
[00:06:47.200 --> 00:06:48.200]  很爽的
[00:06:48.200 --> 00:06:49.200]  很刺激的
[00:06:49.200 --> 00:06:50.200]  就是說
[00:06:50.200 --> 00:06:51.200]  每一件事沒有理由
[00:06:51.200 --> 00:06:53.200]  是無端端淋到我們身上
[00:06:53.200 --> 00:06:54.200]  淋到你的身上
[00:06:54.200 --> 00:06:55.200]  不過你沒有問下
[00:06:55.200 --> 00:06:57.200]  究竟神在這裡想做些什麼
[00:06:57.200 --> 00:06:58.200]  於是我們放長雙眼
[00:06:58.200 --> 00:06:59.200]  看神在做什麼
[00:06:59.200 --> 00:07:00.200]  果然回頭看的時候
[00:07:00.200 --> 00:07:01.200]  驚奇
[00:07:01.200 --> 00:07:02.200]  驚訝
[00:07:02.200 --> 00:07:03.200]  感恩
[00:07:03.200 --> 00:07:06.200]  這個就是保羅面對患難的時候
[00:07:06.200 --> 00:07:09.200]  那種心態
[00:07:09.200 --> 00:07:11.200]  還有一樣東西
[00:07:11.200 --> 00:07:13.200]  我想和大家分享一下
[00:07:13.200 --> 00:07:14.200]  當他們面對患難的時候
[00:07:14.200 --> 00:07:16.200]  怎麼可以有信心表現出來
[00:07:16.200 --> 00:07:17.200]  可以站立得穩
[00:07:17.200 --> 00:07:19.200]  不被動搖
[00:07:19.200 --> 00:07:20.200]  就是這段聖經
[00:07:20.200 --> 00:07:22.200]  剛才我們所讀的最後那一節
[00:07:22.200 --> 00:07:23.200]  十三節
[00:07:23.200 --> 00:07:25.200]  他說
[00:07:25.200 --> 00:07:27.200]  希望神堅定你們的心
[00:07:27.200 --> 00:07:29.200]  有信心堅定你們的心
[00:07:29.200 --> 00:07:30.200]  為什麼
[00:07:30.200 --> 00:07:32.200]  好叫你們在我們主耶穌和
[00:07:32.200 --> 00:07:34.200]  中星圖災例的時候
[00:07:34.200 --> 00:07:36.200]  在我們的父神面前
[00:07:36.200 --> 00:07:38.200]  完全聖潔
[00:07:38.200 --> 00:07:40.200]  無可指責
[00:07:40.200 --> 00:07:41.200]  我看到這段聖經
[00:07:41.200 --> 00:07:43.200]  心裡有很大的共鳴
[00:07:43.200 --> 00:07:44.200]  也是我自己
[00:07:44.200 --> 00:07:46.200]  很多次面對患難
[00:07:46.200 --> 00:07:48.200]  有信心的時候
[00:07:48.200 --> 00:07:50.200]  所學到的功課
[00:07:50.200 --> 00:07:51.200]  剛才我們說
[00:07:51.200 --> 00:07:52.200]  面對患難的時候
[00:07:52.200 --> 00:07:53.200]  第一
[00:07:53.200 --> 00:07:54.200]  我們不要驚訝
[00:07:54.200 --> 00:07:57.200]  我們的心就可以安頓
[00:07:57.200 --> 00:07:58.200]  看神要做些什麼
[00:07:58.200 --> 00:08:00.200]  但還有一個更加積極的
[00:08:00.200 --> 00:08:04.200]  不要將你的眼目注目在患難上
[00:08:04.200 --> 00:08:05.200]  為什麼會這樣
[00:08:05.200 --> 00:08:06.200]  為什麼這個人會這樣
[00:08:06.200 --> 00:08:07.200]  為什麼我的身體會這樣
[00:08:07.200 --> 00:08:08.200]  不斷的埋怨
[00:08:08.200 --> 00:08:10.200]  是將你的眼目注意在哪裡
[00:08:10.200 --> 00:08:11.200]  保羅說
[00:08:11.200 --> 00:08:14.200]  將來主耶穌基督再臨的時候
[00:08:14.200 --> 00:08:16.200]  和聖徒一起
[00:08:16.200 --> 00:08:18.200]  見他的面的時候
[00:08:18.200 --> 00:08:20.200]  那幅圖畫
[00:08:20.200 --> 00:08:22.200]  那幅圖畫有什麼特別
[00:08:22.200 --> 00:08:24.200]  我想跟大家分享
[00:08:24.200 --> 00:08:26.200]  這裡不單止說
[00:08:26.200 --> 00:08:28.200]  我們將來有一天見主的面
[00:08:28.200 --> 00:08:32.200]  這裡還說到主會和眾聖徒一起來
[00:08:32.200 --> 00:08:33.200]  或者我們上天堂的時候
[00:08:33.200 --> 00:08:35.200]  我們見到眾聖徒
[00:08:35.200 --> 00:08:38.200]  眾聖徒就是那些愛主的人
[00:08:38.200 --> 00:08:39.200]  他離開世界之後
[00:08:39.200 --> 00:08:41.200]  到時候他會迎接我們
[00:08:41.200 --> 00:08:42.200]  或者我們去迎接他們
[00:08:42.200 --> 00:08:44.200]  我們再見他的面
[00:08:44.200 --> 00:08:46.200]  那些聖徒有些當然你不認識
[00:08:46.200 --> 00:08:47.200]  有些你是認識的
[00:08:47.200 --> 00:08:48.200]  各位姐妹
[00:08:48.200 --> 00:08:49.200]  有時候我碰見患難的時候
[00:08:49.200 --> 00:08:51.200]  我想和你分享
[00:08:51.200 --> 00:08:53.200]  我的眼也是看著那一天
[00:08:53.200 --> 00:08:54.200]  我提醒自己
[00:08:54.200 --> 00:08:56.200]  如何可以完全的聖潔
[00:08:56.200 --> 00:08:58.200]  毫無指責
[00:08:58.200 --> 00:08:59.200]  如何可以在這個患難面前
[00:08:59.200 --> 00:09:00.200]  我不放下
[00:09:00.200 --> 00:09:01.200]  我不失敗
[00:09:01.200 --> 00:09:02.200]  我不放棄
[00:09:02.200 --> 00:09:04.200]  因為我看著前面
[00:09:04.200 --> 00:09:05.200]  主耶穌再來的日子裡面
[00:09:05.200 --> 00:09:07.200]  我不單止見到我的主
[00:09:07.200 --> 00:09:08.200]  我還會見到聖徒
[00:09:08.200 --> 00:09:10.200]  那些我佩服的聖徒
[00:09:10.200 --> 00:09:11.200]  我問過自己
[00:09:11.200 --> 00:09:13.200]  我如何面對他們
[00:09:13.200 --> 00:09:16.200]  讓每一個人都有他人生當中
[00:09:16.200 --> 00:09:19.200]  屬靈上能夠影響他很深的聖徒
[00:09:19.200 --> 00:09:20.200]  我有機會
[00:09:20.200 --> 00:09:22.200]  我也想和大家分享
[00:09:22.200 --> 00:09:23.200]  我想你也會有
[00:09:23.200 --> 00:09:25.200]  在我成長的日子裡面
[00:09:25.200 --> 00:09:26.200]  有些人影響我很大
[00:09:26.200 --> 00:09:28.200]  我有時候面對患難的時候
[00:09:28.200 --> 00:09:29.200]  我就想起他們
[00:09:29.200 --> 00:09:31.200]  有一天我會見到他們在天上
[00:09:31.200 --> 00:09:32.200]  或者他們來的時候
[00:09:32.200 --> 00:09:33.200]  和主耶穌來的時候
[00:09:33.200 --> 00:09:35.200]  我就要面對他們的時候
[00:09:35.200 --> 00:09:37.200]  我想他可以這樣
[00:09:37.200 --> 00:09:38.200]  我自己也要好好地
[00:09:38.200 --> 00:09:42.200]  面對這樣的挑戰
[00:09:42.200 --> 00:09:43.200]  今次我想
[00:09:43.200 --> 00:09:44.200]  我想起的時候
[00:09:44.200 --> 00:09:45.200]  我想和大家分享
[00:09:45.200 --> 00:09:47.200]  可能我從來沒有說過
[00:09:47.200 --> 00:09:50.200]  就是蘇在陽牧師
[00:09:50.200 --> 00:09:51.200]  我陸續都會和大家分享
[00:09:51.200 --> 00:09:52.200]  在我人生裡面
[00:09:52.200 --> 00:09:53.200]  有一些牧者
[00:09:53.200 --> 00:09:55.200]  有些主裡面的聖徒
[00:09:55.200 --> 00:09:57.200]  真的好深影響我的生命
[00:09:57.200 --> 00:09:58.200]  不是很多人知道
[00:09:58.200 --> 00:10:00.200]  我認識的蘇在陽牧師
[00:10:00.200 --> 00:10:01.200]  蘇在陽牧師
[00:10:01.200 --> 00:10:02.200]  唱詩歌他們是一定會認識的
[00:10:02.200 --> 00:10:03.200]  天人聖歌
[00:10:03.200 --> 00:10:05.200]  天人短歌
[00:10:05.200 --> 00:10:06.200]  一生裡面
[00:10:06.200 --> 00:10:07.200]  作了超過八百首詩歌
[00:10:07.200 --> 00:10:08.200]  有些很熟悉的詩歌
