
[00:00:00.000 --> 00:00:04.200]  在經文裏,以弗所書說道
[00:00:04.200 --> 00:00:07.200]  信徒,我們的行事為人
[00:00:07.200 --> 00:00:11.600]  保羅說,我們要配得所蒙的呼召
[00:00:11.600 --> 00:00:14.800]  在第四章的第一節,說「所以」
[00:00:14.800 --> 00:00:20.600]  是連於第二、第三章的討論
[00:00:20.600 --> 00:00:23.400]  就是說,一個信了耶穌的人
[00:00:23.400 --> 00:00:25.400]  有一個新的生命
[00:00:25.400 --> 00:00:28.200]  而有一個新的生命之後
[00:00:28.200 --> 00:00:31.800]  我們就應該要有一個新的生活
[00:00:31.800 --> 00:00:33.800]  行為的一個表現
[00:00:33.800 --> 00:00:38.000]  因為我們為何會有一個不同行為的表現呢?
[00:00:38.000 --> 00:00:41.800]  因為我們已經相信耶穌
[00:00:41.800 --> 00:00:44.800]  在耶穌裏面有一個新的生命
[00:00:44.800 --> 00:00:47.200]  可以說,保羅在這裏說
[00:00:47.200 --> 00:00:52.000]  行事為人是指到一班信耶穌的人
[00:00:52.000 --> 00:00:53.400]  得救了之後
[00:00:53.400 --> 00:00:59.200]  我們要過一個合乎上帝喜悅的生命
[00:00:59.200 --> 00:01:01.200]  所以某個程度去說
[00:01:01.200 --> 00:01:03.000]  上帝的拯救
[00:01:03.000 --> 00:01:08.200]  上帝讓我們得著福音
[00:01:08.200 --> 00:01:10.600]  得著永恆的福氣
[00:01:10.600 --> 00:01:12.000]  是有一個要求的
[00:01:12.000 --> 00:01:13.400]  或者有一個期望
[00:01:13.400 --> 00:01:17.200]  是要讓我們在生活上實踐
[00:01:17.200 --> 00:01:21.200]  怎樣過一個跟從上帝的生活
[00:01:21.200 --> 00:01:25.600]  在第二至第六節
[00:01:25.600 --> 00:01:27.200]  就可以說
[00:01:27.200 --> 00:01:29.600]  一個跟從上帝的人的生活
[00:01:29.600 --> 00:01:31.800]  或者一個群體應該是怎樣的呢?
[00:01:31.800 --> 00:01:33.200]  第二至第六節就說到
[00:01:33.200 --> 00:01:36.400]  這個群體是應該有一個
[00:01:36.400 --> 00:01:39.800]  合一的行為的
[00:01:39.800 --> 00:01:41.600]  一個生活的表現
[00:01:41.600 --> 00:01:44.000]  你們要以互相寬容
[00:01:44.000 --> 00:01:46.800]  一起去保守聖靈所揭
[00:01:46.800 --> 00:01:50.200]  合而為一的這個心
[00:01:50.200 --> 00:01:53.600]  在這裡可以說
[00:01:53.600 --> 00:01:56.800]  互相寬容和竭力保守
[00:01:56.800 --> 00:01:59.200]  聖靈所賜合而為一的心
[00:01:59.200 --> 00:02:00.400]  就是其中一個
[00:02:00.400 --> 00:02:01.800]  有一個新的生命
[00:02:01.800 --> 00:02:04.400]  一個具體的表現
[00:02:04.400 --> 00:02:05.200]  在這裡說
[00:02:05.200 --> 00:02:08.000]  互相寬容和這個
[00:02:08.000 --> 00:02:10.800]  凌累保守聖靈的合一
[00:02:10.800 --> 00:02:13.200]  其實可以說大家
[00:02:13.200 --> 00:02:16.800]  互相去解釋一個大家的內容
[00:02:16.800 --> 00:02:18.400]  互相寬容做什麼呢?
[00:02:18.400 --> 00:02:21.200]  最重要的是保守聖靈所賜給我們
[00:02:21.200 --> 00:02:23.600]  合而為一的這個心
[00:02:23.600 --> 00:02:25.400]  在這裡保羅也說
[00:02:25.400 --> 00:02:28.200]  讓這個群體不能夠合一的
[00:02:28.200 --> 00:02:30.600]  最主要的一個困難是什麼呢?
[00:02:30.600 --> 00:02:32.400]  就是人的自我
[00:02:32.400 --> 00:02:35.800]  人的自我令到我們很難
[00:02:35.800 --> 00:02:37.800]  有一個彼此的寬容
[00:02:37.800 --> 00:02:41.400]  彼此有一個
[00:02:41.400 --> 00:02:44.000]  群體裡面有一個合一的方向
[00:02:44.000 --> 00:02:45.200]  所以保羅在這裡說
[00:02:45.200 --> 00:02:47.200]  減免一班的信徒
[00:02:47.200 --> 00:02:51.200]  要以謙卑溫柔和忍耐的心
[00:02:51.200 --> 00:02:54.800]  去對待其他的人
[00:02:54.800 --> 00:02:56.800]  保羅在這裡說
[00:02:56.800 --> 00:02:58.600]  我們不是要做一些新事
[00:02:58.600 --> 00:03:00.200]  其實保羅在這裡說
[00:03:00.200 --> 00:03:04.000]  我們要去將一些已經有的事實
[00:03:04.000 --> 00:03:06.400]  竭力的繼續保守
[00:03:06.400 --> 00:03:07.800]  繼續發展下去
[00:03:07.800 --> 00:03:09.800]  我們每一個相信耶穌的人
[00:03:09.800 --> 00:03:11.600]  都已經在耶穌裡面
[00:03:11.600 --> 00:03:13.800]  成為一個的身體
[00:03:13.800 --> 00:03:15.600]  成為一個的群體
[00:03:15.600 --> 00:03:18.400]  現在我們真的去保守
[00:03:18.400 --> 00:03:20.000]  聖靈保守我們
[00:03:20.000 --> 00:03:21.600]  讓我們這個關係
[00:03:21.600 --> 00:03:25.200]  能夠繼續持續下去
[00:03:25.200 --> 00:03:28.600]  好,接著保羅在第四章的第四節
[00:03:28.600 --> 00:03:30.800]  第六節那裡去說到
[00:03:30.800 --> 00:03:33.600]  我們有一個合一的
[00:03:33.600 --> 00:03:34.800]  這個關係
[00:03:34.800 --> 00:03:38.000]  是源於我們因為有一個身體
[00:03:38.000 --> 00:03:40.000]  我們有一個的心靈
[00:03:40.000 --> 00:03:41.400]  保羅在這裡說
[00:03:41.400 --> 00:03:42.800]  我們因為有一個身體
[00:03:42.800 --> 00:03:44.400]  有一個的靈
[00:03:44.400 --> 00:03:46.200]  在我們這個群體裡面
[00:03:46.200 --> 00:03:49.400]  我們有同一個的盼望
[00:03:49.400 --> 00:03:51.600]  我們有同一位的主
[00:03:51.600 --> 00:03:53.400]  我們有同一的信仰
[00:03:53.400 --> 00:03:56.400]  我們有同一個的洗禮
[00:03:56.400 --> 00:03:59.400]  我們有同一的天父
[00:03:59.400 --> 00:04:02.200]  一主一信一洗一神
[00:04:02.200 --> 00:04:04.400]  眾人的父
[00:04:04.400 --> 00:04:07.000]  也都住在眾人之中
[00:04:07.000 --> 00:04:08.800]  貫徹在眾人之內的
[00:04:08.800 --> 00:04:11.200]  那一個的上帝
[00:04:11.200 --> 00:04:11.800]  保羅在這裡說
[00:04:11.800 --> 00:04:13.600]  我們有同一個救恩
[00:04:13.600 --> 00:04:15.800]  所以我們應該
[00:04:15.800 --> 00:04:19.000]  有同一的信仰的內容
[00:04:19.000 --> 00:04:20.600]  既然是這樣的時候
[00:04:20.600 --> 00:04:23.000]  我們就應該竭力保守
[00:04:23.000 --> 00:04:25.800]  我們這個合一的關係
[00:04:25.800 --> 00:04:27.000]  在這裡說到
[00:04:27.000 --> 00:04:29.400]  可以說保羅在這裡
[00:04:29.400 --> 00:04:30.800]  都說到一個三位一體
[00:04:30.800 --> 00:04:33.000]  上帝的一個分工
[00:04:33.000 --> 00:04:35.000]  超越眾人之上
[00:04:35.000 --> 00:04:37.400]  就是這個上帝超越眾人之上
[00:04:37.400 --> 00:04:40.200]  就是聖父在未有教會之前
[00:04:40.200 --> 00:04:42.200]  就已經為我們預備
[00:04:42.200 --> 00:04:45.800]  或者去計劃一個整個的
[00:04:45.800 --> 00:04:47.200]  救恩的計劃
[00:04:47.200 --> 00:04:50.400]  讓教會能夠在地上去存在
[00:04:50.400 --> 00:04:51.600]  貫徹眾人
[00:04:51.600 --> 00:04:54.000]  聖子在救恩的裡面
[00:04:54.000 --> 00:04:57.000]  成為教會的一個頭
[00:04:57.000 --> 00:05:00.600]  教會是耶穌基督整個的身體
[00:05:00.600 --> 00:05:04.200]  讓耶穌去統治著
[00:05:04.200 --> 00:05:06.800]  這個教會這個群體
[00:05:06.800 --> 00:05:08.400]  住在眾人之內
[00:05:08.400 --> 00:05:10.600]  聖靈在信徒的心中
[00:05:10.600 --> 00:05:11.400]  在你的心中
[00:05:11.400 --> 00:05:12.600]  在我的心中
[00:05:12.600 --> 00:05:13.400]  去工作
[00:05:13.400 --> 00:05:14.600]  引導著我們
[00:05:14.600 --> 00:05:18.600]  去過一個合乎上帝喜悅的生活
[00:05:18.600 --> 00:05:20.400]  在這裡三一的上帝
[00:05:20.400 --> 00:05:22.200]  可以說三位一體的上帝
[00:05:22.200 --> 00:05:25.800]  將眾人我們聯繫起來
[00:05:25.800 --> 00:05:27.200]  祂是眾人的父
[00:05:27.200 --> 00:05:30.600]  所以我們作為祂的兒女的時候
[00:05:30.600 --> 00:05:35.000]  我們要保守這個合一的心
[00:05:35.000 --> 00:05:37.000]  接著說到有一的時候
[00:05:37.000 --> 00:05:38.400]  保羅繼續去說
