
[00:00:00.000 --> 00:00:03.000]  马太福音26章39节
[00:00:03.000 --> 00:00:05.320]  他就稍往前走
[00:00:05.320 --> 00:00:06.680]  伏伏在地
[00:00:06.680 --> 00:00:07.960]  祷告说
[00:00:07.960 --> 00:00:09.080]  我父啊
[00:00:09.080 --> 00:00:12.920]  如果可能求你使这杯离开我
[00:00:12.920 --> 00:00:15.920]  然而不是照我所愿的
[00:00:15.920 --> 00:00:18.000]  而是照你所愿的
[00:00:18.000 --> 00:00:19.760]  感谢主
[00:00:19.760 --> 00:00:24.120]  今天的经文就是
[00:00:24.120 --> 00:00:27.160]  我们出来服事
[00:00:27.160 --> 00:00:29.680]  是要照您的意思
[00:00:30.200 --> 00:00:31.200]  这个
[00:00:31.200 --> 00:00:33.360]  我们基督徒常常说
[00:00:33.360 --> 00:00:35.280]  要帮助别人
[00:00:35.280 --> 00:00:37.160]  分享上帝的爱
[00:00:37.160 --> 00:00:38.880]  要服事人
[00:00:38.880 --> 00:00:42.800]  我们服事的时候该做什么呢
[00:00:42.800 --> 00:00:47.320]  我们常常叫自己的意思去服事
[00:00:47.320 --> 00:00:50.400]  究竟今天的经文
[00:00:50.400 --> 00:00:52.080]  您的意思
[00:00:52.080 --> 00:00:53.920]  是谁的意思呢
[00:00:58.160 --> 00:01:00.880]  我主要透过以下三个题目
[00:01:00.880 --> 00:01:02.080]  来探讨
[00:01:02.080 --> 00:01:04.280]  关于服事的考虑
[00:01:04.280 --> 00:01:06.880]  第一
[00:01:06.880 --> 00:01:07.600]  服事
[00:01:07.600 --> 00:01:09.480]  从何开始呢
[00:01:09.480 --> 00:01:11.800]  在哪个地方开始呢
[00:01:11.800 --> 00:01:16.000]  怎样选择服事的岗位
[00:01:16.000 --> 00:01:17.800]  服事的工作
[00:01:17.800 --> 00:01:20.000]  第三
[00:01:20.000 --> 00:01:21.840]  何来服事的动力呢
[00:01:21.840 --> 00:01:24.680]  有时候我不想去服事
[00:01:24.680 --> 00:01:26.400]  怎样可以
[00:01:27.080 --> 00:01:28.800]  叫我去服事呢
[00:01:28.800 --> 00:01:31.720]  最后我们总结
[00:01:31.720 --> 00:01:34.280]  只要照您的意思
[00:01:34.280 --> 00:01:36.480]  是谁的意思呢
[00:01:36.480 --> 00:01:40.120]  首先
[00:01:40.120 --> 00:01:42.320]  请大家想一想这两个问题
[00:01:42.320 --> 00:01:44.600]  我为什么愿意
[00:01:44.600 --> 00:01:46.800]  或不愿意去服事呢
[00:01:46.800 --> 00:01:50.800]  我跟上帝的关系
[00:01:50.800 --> 00:01:54.200]  有没有因为我去服事而改变呢
[00:01:54.200 --> 00:01:55.760]  好一点
[00:01:55.920 --> 00:01:57.400]  还是差一点呢
[00:01:57.400 --> 00:02:00.160]  请大家用一分钟
[00:02:00.160 --> 00:02:02.200]  想一想这两个问题
[00:02:02.200 --> 00:02:04.200]  (画面)
[00:02:04.200 --> 00:02:06.200]  (画面)
[00:02:06.200 --> 00:02:08.200]  (画面)
[00:02:08.200 --> 00:02:10.200]  (画面)
[00:02:10.200 --> 00:02:12.200]  (画面)
[00:02:12.200 --> 00:02:41.200]  好
[00:02:41.220 --> 00:02:45.200]  我家老二是在英國讀大學的
[00:02:45.200 --> 00:02:49.200]  他畢業以後呢就留在倫敦工作
[00:02:49.200 --> 00:02:52.200]  結婚及生孩子
[00:02:52.200 --> 00:02:55.200]  2022年5月的時候
[00:02:55.200 --> 00:02:57.200]  他打電話給我們
[00:02:57.200 --> 00:03:01.200]  說他和太太因為照顧三歲的女兒
[00:03:01.200 --> 00:03:04.200]  非常的忙碌及疲累
[00:03:04.200 --> 00:03:07.200]  希望我們可以去幫忙
[00:03:07.200 --> 00:03:10.200]  他們不像香港的家庭
[00:03:10.220 --> 00:03:14.200]  付出很多的情費用
[00:03:14.200 --> 00:03:16.200]  化應用
[00:03:16.200 --> 00:03:19.200]  因為那是很貴的
[00:03:19.200 --> 00:03:21.200]  他們希望我和太太
[00:03:21.200 --> 00:03:24.200]  可以去英國幾個月
[00:03:24.200 --> 00:03:28.200]  減輕他們照顧女兒的壓力
[00:03:28.200 --> 00:03:30.200]  就是他們沒說
[00:03:30.200 --> 00:03:34.200]  是去坐飛鴿飛街
[00:03:34.200 --> 00:03:37.200]  我和太太都有工作
[00:03:37.220 --> 00:03:40.200]  一定是有點猶豫
[00:03:40.200 --> 00:03:43.200]  不是馬上答應
[00:03:43.200 --> 00:03:47.200]  過去我和太太都有工作
[00:03:47.200 --> 00:03:51.200]  我們也參加短線服務
[00:03:51.200 --> 00:03:54.200]  去做短線服務的時候
[00:03:54.200 --> 00:03:57.200]  一般都是一個星期兩個星期
[00:03:57.200 --> 00:04:00.200]  從來沒有放下我們的工作
[00:04:00.200 --> 00:04:03.200]  去幾個月
[00:04:03.200 --> 00:04:06.200]  後來我們想
[00:04:06.220 --> 00:04:09.200]  做短線服務
[00:04:09.200 --> 00:04:10.200]  那些服務對象
[00:04:10.200 --> 00:04:12.200]  我們都不認識
[00:04:12.200 --> 00:04:14.200]  但是我們都會放下
[00:04:14.200 --> 00:04:15.200]  我們的工作
[00:04:15.200 --> 00:04:17.200]  去做服事
[00:04:17.200 --> 00:04:22.200]  現在我們的兒子有要求
[00:04:22.200 --> 00:04:30.200]  我們可以考慮去幫忙嗎
[00:04:30.220 --> 00:04:39.200]  在聖經和撒瑪利亞的故事
[00:04:39.200 --> 00:04:42.200]  耶穌肯定我們要愛靈社
[00:04:42.200 --> 00:04:48.200]  要愛靈社如愛自己
[00:04:48.200 --> 00:04:52.200]  耶穌就講一個故事
[00:04:52.200 --> 00:04:55.200]  有一個人被強盜打
[00:04:55.200 --> 00:04:57.200]  打到半死
[00:04:57.220 --> 00:05:00.200]  有一個祭司經過他的地方
[00:05:00.200 --> 00:05:03.200]  沒有理他
[00:05:03.200 --> 00:05:06.200]  有一個立威人經過那裡
[00:05:06.200 --> 00:05:09.200]  也沒有理他
[00:05:09.200 --> 00:05:12.200]  後來有一個撒瑪利亞人
[00:05:12.200 --> 00:05:16.200]  經過東廟慈心
[00:05:16.200 --> 00:05:18.200]  就去照顧他
[00:05:18.200 --> 00:05:20.200]  幫助他
[00:05:20.200 --> 00:05:22.200]  耶穌肯定
[00:05:22.220 --> 00:05:28.200]  這個是我們要做的事情
[00:05:28.200 --> 00:05:38.200]  我的靈社就是需要被幫助的人
[00:05:38.200 --> 00:05:41.200]  當兒子要求我們去幫忙
[00:05:41.200 --> 00:05:45.200]  為什麼我們很多猶豫呢
[00:05:45.200 --> 00:05:48.200]  我們愛靈社的時候
[00:05:48.220 --> 00:05:53.200]  有沒有愛我們的家人呢
[00:05:53.200 --> 00:05:57.200]  我們是否只愛靈社
[00:05:57.200 --> 00:06:01.200]  不愛自己的家人呢
[00:06:01.200 --> 00:06:05.200]  很多時候我們聽說
[00:06:05.200 --> 00:06:09.200]  基督徒只愛教會不愛家
[00:06:09.200 --> 00:06:14.200]  肯定這個不是好見證
[00:06:14.220 --> 00:06:21.200]  這個是講不過去的
[00:06:21.200 --> 00:06:27.200]  所以福祉要從自己的家開始
[00:06:27.200 --> 00:06:29.200]  我想問一問
[00:06:29.200 --> 00:06:31.200]  各位男生
[00:06:31.200 --> 00:06:35.200]  您有沒有在家幫忙做家務
[00:06:35.200 --> 00:06:38.200]  吃完飯以後有沒有去幫忙洗碗
[00:06:38.200 --> 00:06:39.200]  掃地
[00:06:39.200 --> 00:06:42.200]  倒垃圾
[00:06:42.220 --> 00:06:47.200]  請舉手
[00:06:47.200 --> 00:06:51.200]  非常好
[00:06:51.200 --> 00:06:53.200]  我們做福祉
[00:06:53.200 --> 00:06:59.200]  應該從我們的家開始
[00:06:59.200 --> 00:07:05.200]  那怎樣選擇福祉的崗位呢
[00:07:05.200 --> 00:07:07.200]  我和太太說明去幫忙
[00:07:07.200 --> 00:07:12.200]  去照顧我們的幫忙兒子
[00:07:12.200 --> 00:07:19.180]  我的女兒就是去幫忙照顧孫子
[00:07:19.180 --> 00:07:23.180]  是否單單做我們喜歡做的事呢
[00:07:23.180 --> 00:07:27.180]  我很喜歡帶孫子去公園玩
[00:07:27.180 --> 00:07:30.180]  帶他去跑步
[00:07:30.180 --> 00:07:31.180]  我不喜歡買菜
[00:07:31.180 --> 00:07:32.180]  做飯
[00:07:32.180 --> 00:07:33.180]  清潔
[00:07:33.180 --> 00:07:36.180]  打掃的工作
[00:07:36.180 --> 00:07:41.180]  假如我們只是做喜歡的工作
[00:07:41.200 --> 00:07:48.180]  是否可以減少兒子和我們媳婦的重擔呢
[00:07:48.180 --> 00:07:50.180]  我們去幫忙
[00:07:50.180 --> 00:07:52.180]  也需要看一看
[00:07:52.180 --> 00:07:58.180]  是否真的是配合對方的需要
[00:07:58.180 --> 00:08:02.180]  我們基督徒都想去傳福音
[00:08:02.180 --> 00:08:04.180]  希望跟福音的對象
[00:08:04.180 --> 00:08:07.180]  有直接的對話
[00:08:07.200 --> 00:08:13.180]  希望見到他們覺知新竹的時候
[00:08:13.180 --> 00:08:17.180]  有時候會看到一些短訓隊的隊員
[00:08:17.180 --> 00:08:19.180]  甚至是孫教士
[00:08:19.180 --> 00:08:24.180]  不滿意被分配的工作崗位
[00:08:24.180 --> 00:08:28.180]  因為那些崗位是做後勤工作
[00:08:28.180 --> 00:08:33.180]  不是直接接觸福音的對象
[00:08:33.180 --> 00:08:35.180]  曾經有孫教士
[00:08:35.200 --> 00:08:38.180]  從香港到孫教工廠
[00:08:38.180 --> 00:08:42.180]  被安排在廚房工作
[00:08:42.180 --> 00:08:46.180]  因為沒有機會接觸福音對象
[00:08:46.180 --> 00:08:48.180]  非常的不開心
[00:08:48.180 --> 00:08:50.180]  沒有喜樂
[00:08:50.180 --> 00:08:54.180]  其實一個教會或一個孫教隊伍
[00:08:54.180 --> 00:08:57.180]  就好像一個身體
[00:08:57.180 --> 00:09:00.180]  有很多不同的肢體
[00:09:00.180 --> 00:09:03.180]  不同的器官
[00:09:03.200 --> 00:09:06.180]  有些隊員是這個身體的眼睛
[00:09:06.180 --> 00:09:08.180]  有些是手
[00:09:08.180 --> 00:09:10.180]  有些是腳
[00:09:10.180 --> 00:09:12.180]  有些是嘴巴
[00:09:12.180 --> 00:09:14.180]  負責講福音
[00:09:14.180 --> 00:09:17.180]  假如這個身體有很多嘴巴
[00:09:17.180 --> 00:09:19.180]  不過沒有腳
[00:09:19.180 --> 00:09:22.180]  就只會七嘴八舌
[00:09:22.180 --> 00:09:24.180]  但走不動
[00:09:24.180 --> 00:09:27.180]  什麼地方都不可以去
[00:09:27.180 --> 00:09:32.180]  也沒辦法去任何地方傳福音
[00:09:32.200 --> 00:09:35.180]  一個教會或一個孫教隊伍
[00:09:35.180 --> 00:09:38.180]  就是一個身體
[00:09:38.180 --> 00:09:40.180]  我們參與其中
[00:09:40.180 --> 00:09:43.180]  就是身體其中一個器官
[00:09:43.180 --> 00:09:46.180]  一個肢體
[00:09:46.180 --> 00:09:49.180]  我們做什麼都要留意
[00:09:49.180 --> 00:09:52.180]  對身體的健康影響
[00:09:52.180 --> 00:09:55.180]  要顧全大局
[00:09:55.180 --> 00:09:59.180]  所以當我們的領導分配服務工作的時候
[00:09:59.180 --> 00:10:02.180]  我們不可以不做
[00:10:02.180 --> 00:10:05.160]  要用心地去做
[00:10:05.160 --> 00:10:07.160]  更加千萬不要單單選擇
[00:10:07.160 --> 00:10:10.160]  我們自己喜歡的工作
[00:10:10.160 --> 00:10:16.160]  不然我們身體的健康就出了問題了
[00:10:16.160 --> 00:10:20.160]  傳道書九章十節說
[00:10:20.160 --> 00:10:23.160]  凡你所當做的事
[00:10:23.160 --> 00:10:26.160]  要盡力去做
[00:10:26.160 --> 00:10:28.160]  我們做每一件事
[00:10:28.160 --> 00:10:30.160]  都要盡力去做
[00:10:30.180 --> 00:10:34.160]  做得好
[00:10:34.160 --> 00:10:37.160]  那我們服務的動力
[00:10:37.160 --> 00:10:40.160]  從何來呢
[00:10:40.160 --> 00:10:42.160]  我們每一個人
[00:10:42.160 --> 00:10:45.160]  都有自己想做的工作
[00:10:45.160 --> 00:10:48.160]  也有不想做的工作
[00:10:48.160 --> 00:10:51.160]  我就不喜歡在廚房煮飯
[00:10:51.160 --> 00:10:53.160]  洗碗
[00:10:53.160 --> 00:10:56.160]  我也不喜歡收拾東西
[00:10:56.160 --> 00:10:59.160]  那怎麼辦呢
[00:10:59.180 --> 00:11:03.160]  我們常常說要效法基督
[00:11:03.160 --> 00:11:09.160]  其實基督有沒有say no呢
[00:11:09.160 --> 00:11:12.160]  不願意出手幫忙呢
[00:11:12.160 --> 00:11:15.160]  在聖經馬太福音
[00:11:15.160 --> 00:11:19.160]  第十五章有紀律
[00:11:19.160 --> 00:11:22.160]  有一個加南婦人
[00:11:22.160 --> 00:11:25.160]  她的女兒被鬼附
[00:11:25.160 --> 00:11:27.160]  就很苦
[00:11:27.180 --> 00:11:30.160]  她就去找耶穌幫忙
[00:11:30.160 --> 00:11:33.160]  耶穌一言不大
[00:11:33.160 --> 00:11:36.160]  沒有理她
[00:11:36.160 --> 00:11:38.160]  她更說
[00:11:38.160 --> 00:11:40.160]  我奉差遣
[00:11:40.160 --> 00:11:49.160]  不過是要到以色列迷途的羊那裡去
[00:11:49.160 --> 00:11:53.160]  這個婦人再求她
[00:11:53.160 --> 00:11:55.160]  主啊 幫忙啊
[00:11:55.180 --> 00:11:57.160]  幫助我
[00:11:57.160 --> 00:11:59.160]  耶穌怎麼樣說呢
[00:11:59.160 --> 00:12:04.160]  不好拿兒女的餅掉給狗吃
[00:12:04.160 --> 00:12:07.160]  我讀這個經文的時候
[00:12:07.160 --> 00:12:09.160]  我有些感覺
[00:12:09.160 --> 00:12:13.160]  耶穌在侮辱這個加南婦人
[00:12:13.160 --> 00:12:18.160]  耶穌也會say no的
[00:12:18.160 --> 00:12:22.160]  在另外一個馬太福音
[00:12:22.180 --> 00:12:26.160]  耶穌被釘十字架的前世
[00:12:26.160 --> 00:12:32.160]  在可信滿地園向父神禱告說
[00:12:32.160 --> 00:12:35.160]  父啊 倘若可行
[00:12:35.160 --> 00:12:40.160]  求你教這輩離開我
[00:12:40.160 --> 00:12:43.160]  耶穌也有一些工作
[00:12:43.160 --> 00:12:45.160]  祂不願意做的
[00:12:45.160 --> 00:12:48.160]  希望假如可以的話
[00:12:48.160 --> 00:12:50.160]  就不要叫我做
[00:12:50.160 --> 00:12:52.160]  可以嗎
[00:12:52.160 --> 00:12:53.140]  耶穌說
[00:12:53.140 --> 00:12:55.140]  如果我能夠做到的話
[00:12:55.140 --> 00:13:00.140]  也會say no的
[00:13:00.140 --> 00:13:04.140]  耶穌求父神挪開苦背之後
[00:13:04.140 --> 00:13:06.140]  進而有說
[00:13:06.140 --> 00:13:10.140]  然而不要叫我的意思
[00:13:10.140 --> 00:13:17.140]  要叫您的意思
[00:13:17.140 --> 00:13:19.140]  我們呢
[00:13:19.160 --> 00:13:22.140]  能夠明白神的意思
[00:13:22.140 --> 00:13:24.140]  祂不想做的
[00:13:24.140 --> 00:13:27.140]  祂都願意去做
[00:13:27.140 --> 00:13:30.140]  耶穌就能夠明白
[00:13:30.140 --> 00:13:32.140]  明白父神的意思
[00:13:32.140 --> 00:13:34.140]  那我們有時候
[00:13:34.140 --> 00:13:38.140]  能夠明白父神的意思嗎
[00:13:38.140 --> 00:13:40.140]  我們可不可以明白
[00:13:40.140 --> 00:13:42.140]  擺在我們面前的工作
[00:13:42.140 --> 00:13:46.140]  是神的意思呢
[00:13:46.160 --> 00:13:49.140]  最重要的是祈禱
[00:13:49.140 --> 00:13:52.140]  祈禱是跟神溝通
[00:13:52.140 --> 00:13:56.140]  與神建立關係的好方法
[00:13:56.140 --> 00:13:59.140]  如果我們跟某人常常WhatsApp
[00:13:59.140 --> 00:14:02.140]  或微信打電話
[00:14:02.140 --> 00:14:04.140]  Video call
