
[00:00:00.000 --> 00:00:04.400]  我們繼續思想聖經一書第五章經文
[00:00:04.400 --> 00:00:06.320]  聖經特別提到
[00:00:06.320 --> 00:00:09.120]  「聖歌西街的是誰?」
[00:00:09.120 --> 00:00:13.960]  我記得早幾個月在其他唐崇拜提及一件事
[00:00:13.960 --> 00:00:16.960]  就是提到關於在1956年
[00:00:16.960 --> 00:00:18.240]  很多年之前
[00:00:18.240 --> 00:00:22.400]  在一個地方叫厄瓜多爾的地方發生的事情
[00:00:22.400 --> 00:00:26.400]  當時這個地方有一個土族叫奧加族
[00:00:26.400 --> 00:00:29.920]  奧加族的意思就是殘酷
[00:00:29.920 --> 00:00:31.480]  兇猛的意思
[00:00:31.480 --> 00:00:36.200]  這個民族他們和其他的世界地區
[00:00:36.200 --> 00:00:39.280]  相隔了幾百年的時間
[00:00:39.280 --> 00:00:41.880]  因為他們凶狠成性
[00:00:41.880 --> 00:00:44.040]  因此沒有人敢接觸他們
[00:00:44.040 --> 00:00:46.560]  但是1956年的一天
[00:00:46.560 --> 00:00:49.120]  有五個宣教士去到他們中間
[00:00:49.120 --> 00:00:51.640]  但是同一天
[00:00:51.640 --> 00:00:53.800]  他們全都被殺
[00:00:53.800 --> 00:00:57.200]  這件事情轟動了世界
[00:00:57.200 --> 00:00:59.640]  但是我自己一直留意這件事情的時候
[00:00:59.640 --> 00:01:02.240]  其中一個片段很感動我
[00:01:02.240 --> 00:01:04.560]  在十多年之後
[00:01:04.560 --> 00:01:05.760]  1971年
[00:01:05.760 --> 00:01:09.040]  在美國聖路斯神學院
[00:01:09.040 --> 00:01:11.280]  有一個宣教聚會
[00:01:11.280 --> 00:01:14.120]  在聚會裏面有一位
[00:01:14.120 --> 00:01:19.440]  奧加族信徒主的土族領袖
[00:01:19.440 --> 00:01:21.640]  在台上講見證
[00:01:21.640 --> 00:01:25.240]  在台上講見證
[00:01:25.240 --> 00:01:28.360]  當他上來的時候用土話向大家問安
[00:01:28.640 --> 00:01:29.920]  大家不懂得聽
[00:01:29.920 --> 00:01:32.360]  但是在那個時候
[00:01:32.360 --> 00:01:34.600]  有一位傳譯就上來
[00:01:34.600 --> 00:01:36.160]  幫他作傳譯
[00:01:36.160 --> 00:01:39.600]  當他傳譯開口的時候
[00:01:39.600 --> 00:01:41.000]  他首先講一句話
[00:01:41.000 --> 00:01:43.280]  他就跟弟兄姊妹講
[00:01:43.280 --> 00:01:45.200]  他說各位弟兄姊妹
[00:01:45.200 --> 00:01:47.440]  在十多年之前
[00:01:47.440 --> 00:01:50.480]  我的哥哥因為福音的緣故
[00:01:50.480 --> 00:01:54.920]  被我身邊這位朋友殺死了
[00:01:54.920 --> 00:01:58.200]  大家聽見很驚訝
[00:01:59.000 --> 00:02:00.800]  但是他接著講一句話
[00:02:00.800 --> 00:02:03.200]  他說但是今天坐在
[00:02:03.200 --> 00:02:04.920]  站在我身旁的
[00:02:04.920 --> 00:02:08.000]  是我主內的弟兄
[00:02:08.000 --> 00:02:11.160]  然後接著
[00:02:11.160 --> 00:02:13.640]  他們兩個似乎是認識的
[00:02:13.640 --> 00:02:15.200]  就在台上
[00:02:15.200 --> 00:02:16.840]  很合拍的
[00:02:16.840 --> 00:02:17.880]  一齊來到去
[00:02:17.880 --> 00:02:19.520]  全港見證
[00:02:19.520 --> 00:02:23.760]  這件事情讓很多人很驚訝
[00:02:23.760 --> 00:02:27.240]  因為當時五位宣教士被殺之後
[00:02:27.800 --> 00:02:30.920]  兩年之後有宣教士的遺孀
[00:02:30.920 --> 00:02:33.480]  和他們的一位妹妹
[00:02:33.480 --> 00:02:35.360]  就進入他們中間
[00:02:35.360 --> 00:02:37.600]  繼續來到去見證
[00:02:37.600 --> 00:02:42.040]  在其中傳達了寬恕的訊息
[00:02:42.040 --> 00:02:43.400]  和好的訊息
[00:02:43.400 --> 00:02:47.240]  今天奧家族已經有幾十萬的人
[00:02:47.240 --> 00:02:48.360]  信了耶穌
[00:02:48.360 --> 00:02:51.960]  當我看回這件事情的時候
[00:02:51.960 --> 00:02:54.720]  我就很深切的體會一件事情
[00:02:55.080 --> 00:02:59.240]  就是上帝的大能勝過了這個世界
[00:02:59.240 --> 00:03:02.360]  世界裏面有很多邪惡的事情
[00:03:02.360 --> 00:03:05.520]  很多我們看到、知道、聽到的
[00:03:05.520 --> 00:03:07.280]  很多災禍的事情
[00:03:07.280 --> 00:03:12.080]  但是上帝的大能已經勝過一切
[00:03:12.080 --> 00:03:15.160]  大家都會記得當主耶穌
[00:03:15.160 --> 00:03:17.640]  將要被釘十字架的時候
[00:03:17.640 --> 00:03:19.600]  他和門徒講了一句話
[00:03:19.600 --> 00:03:20.880]  我們常常都講
[00:03:20.880 --> 00:03:23.000]  主耶穌告訴門徒
[00:03:23.000 --> 00:03:24.800]  告訴他們在世上
[00:03:24.800 --> 00:03:26.600]  你們有苦難
[00:03:26.600 --> 00:03:29.000]  但你們可以放心
[00:03:29.000 --> 00:03:31.960]  因為我已經勝過世界
[00:03:31.960 --> 00:03:33.920]  勝了世界
[00:03:33.920 --> 00:03:36.560]  當主講到世界的時候
[00:03:36.560 --> 00:03:38.160]  不單是講苦難
[00:03:38.160 --> 00:03:40.640]  更是講這個世界所代表的
[00:03:40.640 --> 00:03:42.120]  各種的邪惡
[00:03:42.120 --> 00:03:43.960]  各種的災禍
[00:03:43.960 --> 00:03:45.720]  各種的苦難
[00:03:45.720 --> 00:03:48.640]  但是在主耶穌基督裏面
[00:03:48.640 --> 00:03:50.680]  已經勝過這些一切
[00:03:50.680 --> 00:03:54.480]  祂叫人生命改變過來
[00:03:54.800 --> 00:03:59.040]  也帶來了生命的更新和改變
[00:03:59.040 --> 00:04:01.840]  我們今天都會面對著
[00:04:01.840 --> 00:04:05.680]  很多不同的這個世界的災難
[00:04:05.680 --> 00:04:07.480]  有時候會覺得有些無奈
[00:04:07.480 --> 00:04:09.080]  有些無能的感覺
[00:04:09.080 --> 00:04:11.560]  但是我們要記得
[00:04:11.560 --> 00:04:14.320]  聖經很確實的應許
[00:04:14.320 --> 00:04:16.400]  在耶穌基督裏面
[00:04:16.400 --> 00:04:18.560]  我們的主
[00:04:18.560 --> 00:04:19.720]  我們的神
[00:04:19.720 --> 00:04:22.040]  已經勝過世界
[00:04:22.960 --> 00:04:25.040]  而我們也在主的裏面
[00:04:25.040 --> 00:04:27.520]  凡是從主而生的人
[00:04:27.520 --> 00:04:29.920]  都能夠勝過世界
[00:04:29.920 --> 00:04:32.960]  在聖經清楚給我們的應許
[00:04:32.960 --> 00:04:36.640]  我們今天會看《約翰一書》
[00:04:36.640 --> 00:04:37.960]  大家都會記得
[00:04:37.960 --> 00:04:38.800]  在《約翰一書》裏面
[00:04:38.800 --> 00:04:40.600]  有一個很重要的訊息
[00:04:40.600 --> 00:04:41.960]  就是
[00:04:41.960 --> 00:04:55.600]  在《約翰一書》第五章
[00:04:55.600 --> 00:04:57.080]  我們看到一件事情
[00:04:57.080 --> 00:04:59.400]  就是能力從信耶穌
[00:04:59.400 --> 00:05:01.400]  是基督而來
[00:05:01.400 --> 00:05:03.880]  過去幾個星期
[00:05:03.880 --> 00:05:05.280]  我們讀到《約翰一書》的時候
[00:05:05.280 --> 00:05:06.440]  你一定會留意到
[00:05:06.440 --> 00:05:07.200]  在《約翰一書》裏面
[00:05:07.200 --> 00:05:09.600]  有一個三重的試驗
[00:05:10.240 --> 00:05:12.960]  提到哪些是真正信主的人
[00:05:12.960 --> 00:05:14.280]  裏面提及
[00:05:14.280 --> 00:05:16.280]  在真理上的試驗
[00:05:16.280 --> 00:05:18.600]  凡是信耶穌是基督
[00:05:18.600 --> 00:05:20.200]  是神的兒子
[00:05:20.200 --> 00:05:22.720]  他是真正信主的
[00:05:22.720 --> 00:05:25.000]  聽從上的試驗
[00:05:25.000 --> 00:05:27.720]  凡是遵守基督的命令
[00:05:27.720 --> 00:05:30.480]  他是真正信主的
[00:05:30.480 --> 00:05:32.800]  在愛心上的試驗
[00:05:32.800 --> 00:05:36.040]  凡是真愛護屬神的弟兄姊妹
[00:05:36.040 --> 00:05:38.320]  他是真正信主的
[00:05:39.200 --> 00:05:41.800]  這三方面的試驗或證據
[00:05:41.800 --> 00:05:43.000]  證明這個人
[00:05:43.000 --> 00:05:45.000]  他是真正信耶穌的
[00:05:45.000 --> 00:05:46.840]  當然聖經所說
[00:05:46.840 --> 00:05:48.360]  這三方面的試驗
[00:05:48.360 --> 00:05:50.440]  不是其中一樣
[00:05:50.440 --> 00:05:52.280]  通過了
[00:05:52.280 --> 00:05:53.280]  你就過關
[00:05:53.280 --> 00:05:54.040]  你就成功了
[00:05:54.040 --> 00:05:57.480]  而是說三方面是互相配合
[00:05:57.480 --> 00:06:01.120]  是清楚地證明出
[00:06:01.120 --> 00:06:03.400]  你是真正信主的人
[00:06:03.400 --> 00:06:06.280]  當我們讀到聖經第五章的時候
[00:06:06.280 --> 00:06:07.640]  你會發覺聖經第五章
[00:06:07.640 --> 00:06:08.920]  第一到第三節
[00:06:09.120 --> 00:06:10.560]  就將這三方面
[00:06:10.560 --> 00:06:12.560]  一齊地擺出來
[00:06:12.560 --> 00:06:14.040]  讓我們看到
[00:06:14.040 --> 00:06:16.800]  這三方面是互相合一的
[00:06:16.800 --> 00:06:20.640]  證明出人真正信主的事實
[00:06:20.640 --> 00:06:22.680]  所以我們讀到第五章
[00:06:22.680 --> 00:06:24.520]  第一到第三節的時候
[00:06:24.520 --> 00:06:26.840]  你會留意到一開始說
[00:06:26.840 --> 00:06:29.720]  凡相信耶穌是基督的
[00:06:29.720 --> 00:06:32.200]  都是從神而生的
[00:06:32.200 --> 00:06:33.320]  因此
[00:06:33.320 --> 00:06:36.320]  這是信耶穌是基督的人
[00:06:36.320 --> 00:06:37.840]  又提到
[00:06:37.840 --> 00:06:38.880]  接著所說
[00:06:38.880 --> 00:06:41.720]  「凡愛自己親生之父的
[00:06:41.720 --> 00:06:44.840]  也必愛自己的父所親生的」
[00:06:44.840 --> 00:06:47.040]  亦是剛才我們所說到的
[00:06:47.040 --> 00:06:48.720]  第三個試驗
[00:06:48.720 --> 00:06:50.480]  他在愛心上
[00:06:50.480 --> 00:06:53.040]  清楚表明他愛護屬神的
[00:06:53.040 --> 00:06:55.920]  或者說靈裡面的弟兄姊妹
[00:06:55.920 --> 00:06:58.880]  知道他是真正信耶穌的
[00:06:58.880 --> 00:07:01.080]  然後聖經又提及到
[00:07:01.080 --> 00:07:02.080]  接著所說
[00:07:02.080 --> 00:07:04.400]  從這一點就知道
[00:07:04.400 --> 00:07:07.240]  我們愛神的兒女了
[00:07:07.480 --> 00:07:09.880]  我們遵守神的命令
[00:07:09.880 --> 00:07:11.800]  就是愛神了
[00:07:11.800 --> 00:07:13.680]  亦提出
[00:07:13.680 --> 00:07:17.040]  當我們遵守耶穌基督的命令時
[00:07:17.040 --> 00:07:19.320]  我們都是真正表明
[00:07:19.320 --> 00:07:21.200]  我們是信耶穌的
[00:07:21.200 --> 00:07:23.280]  聖經到
[00:07:23.280 --> 00:07:24.800]  《紀字經文》
[00:07:24.800 --> 00:07:27.320]  將這三方面互相連合
[00:07:27.320 --> 00:07:29.600]  一致地表明出
[00:07:29.600 --> 00:07:30.400]  這個人
[00:07:30.400 --> 00:07:33.280]  他有的是真實的信心
[00:07:33.280 --> 00:07:35.600]  是真正信耶穌的人
[00:07:36.880 --> 00:07:38.840]  當我們讀《約人一書》時
[00:07:38.840 --> 00:07:40.520]  讀到這幾方面的試驗
[00:07:40.520 --> 00:07:42.200]  有時會感覺到
[00:07:42.200 --> 00:07:44.120]  好像很困難
[00:07:44.120 --> 00:07:47.280]  好像未必做到
[00:07:47.280 --> 00:07:49.640]  但接著聖經接著的
[00:07:49.640 --> 00:07:51.600]  第三節的下半節
[00:07:51.600 --> 00:07:52.800]  就跟著說
[00:07:52.800 --> 00:07:57.120]  「而且他的命令並不難遵守」
[00:07:57.120 --> 00:07:59.840]  聖經很清楚告訴我們
[00:07:59.840 --> 00:08:01.800]  不是一件艱難的事情
[00:08:01.800 --> 00:08:04.400]  當然在我們來說
[00:08:04.400 --> 00:08:05.760]  好像是艱難
[00:08:06.240 --> 00:08:07.600]  但聖經清楚說
[00:08:07.600 --> 00:08:10.800]  在神裡面不是艱難的
[00:08:10.800 --> 00:08:11.880]  因為
[00:08:11.880 --> 00:08:14.040]  「凡從神生的
[00:08:14.040 --> 00:08:16.880]  都能勝過世界」
[00:08:16.880 --> 00:08:18.480]  聖經說到
[00:08:18.480 --> 00:08:20.360]  「凡從神生的
[00:08:20.360 --> 00:08:23.360]  都能勝過世界」
[00:08:23.360 --> 00:08:26.000]  這些勝過世界的是誰呢?
[00:08:26.000 --> 00:08:27.320]  最後一句話說
[00:08:27.320 --> 00:08:29.560]  「不就是那相信耶穌
[00:08:29.560 --> 00:08:33.000]  是神的兒子的人嗎?」
[00:08:33.000 --> 00:08:36.120]  你會很清楚知道
[00:08:36.160 --> 00:08:38.120]  當你最初信主的時候
[00:08:38.120 --> 00:08:40.760]  不是因為你比別人更加熱心
[00:08:40.760 --> 00:08:41.960]  更加敬虔
[00:08:41.960 --> 00:08:43.960]  所以你可以信耶穌
[00:08:43.960 --> 00:08:47.160]  很多人第一次都體會到
