
[00:00:00.000 --> 00:00:02.500]  我們很快就要講
[00:00:02.500 --> 00:00:05.880]  《貼撒羅利加》後書最後一段經文
[00:00:05.880 --> 00:00:08.000]  我們用了一段時間去講
[00:00:08.000 --> 00:00:10.640]  《貼撒羅利加》前書和後書
[00:00:10.640 --> 00:00:14.720]  保羅在這段書最後
[00:00:14.720 --> 00:00:17.240]  他都提出一個勸勉
[00:00:17.240 --> 00:00:21.720]  就是當時在教會裏面有一些大兄姊妹
[00:00:21.720 --> 00:00:22.960]  他們不工作
[00:00:22.960 --> 00:00:28.080]  專教其他人供養他們的生活
[00:00:28.080 --> 00:00:32.000]  保羅在《貼撒羅利加》前書裏面
[00:00:32.000 --> 00:00:34.000]  也討論了這個問題
[00:00:34.000 --> 00:00:36.120]  也提醒了他們
[00:00:36.120 --> 00:00:38.280]  這可能是基於當時
[00:00:38.280 --> 00:00:41.800]  有些人對主在內的誤解
[00:00:41.800 --> 00:00:45.240]  也誤解了彼此相愛
[00:00:45.240 --> 00:00:47.560]  彼此關心的道理
[00:00:47.560 --> 00:00:50.360]  濫用了別人的愛心
[00:00:50.360 --> 00:00:53.680]  而導致出現了這樣的現象
[00:00:53.680 --> 00:00:58.120]  保羅在前書已經提過了
[00:00:58.120 --> 00:00:59.800]  到了這裏再提的時候
[00:00:59.800 --> 00:01:04.080]  就是說這些問題仍然未得到解決
[00:01:04.080 --> 00:01:08.440]  所以保羅在這裏更嚴厲地去講出這個問題
[00:01:08.440 --> 00:01:11.120]  在《貼撒羅利加》後書一開始的時候
[00:01:11.120 --> 00:01:14.560]  保羅對一班信徒其實很稱讚
[00:01:14.560 --> 00:01:15.760]  和很信任
[00:01:15.760 --> 00:01:18.520]  所以這些情況在教會當中
[00:01:18.520 --> 00:01:20.560]  應該不是一些普遍的情況
[00:01:20.560 --> 00:01:27.280]  只是某些人的表現
[00:01:27.280 --> 00:01:29.720]  在這裏
[00:01:29.720 --> 00:01:33.160]  可以說在這段經文裏面
[00:01:33.160 --> 00:01:36.480]  保羅提出了幾個向導
[00:01:36.480 --> 00:01:37.560]  第一個向導就是
[00:01:37.560 --> 00:01:41.760]  叫他們自己提醒他們
[00:01:41.760 --> 00:01:44.280]  要自己去努力去工作
[00:01:44.280 --> 00:01:46.160]  去維度自己的生活
[00:01:46.160 --> 00:01:48.880]  繼續去工作
[00:01:48.880 --> 00:01:52.000]  不要把擔子放在別人身上
[00:01:52.000 --> 00:01:56.160]  保羅在這裏叫他們安靜作供
[00:01:56.160 --> 00:01:57.360]  吃自己的飯
[00:01:57.360 --> 00:01:58.840]  也叫他們提醒自己
[00:01:58.840 --> 00:02:01.360]  看看自己就是一個榜樣
[00:02:01.360 --> 00:02:05.800]  到最後保羅以一個禱告作為結束
[00:02:05.800 --> 00:02:06.840]  在這段經文裏面
[00:02:06.840 --> 00:02:10.560]  保羅朝著一個方向前進去表達
[00:02:10.560 --> 00:02:12.080]  我們現在詳細看看
[00:02:12.080 --> 00:02:14.320]  保羅如何去教導
[00:02:14.320 --> 00:02:16.920]  藉著這件事去教導一班信徒
[00:02:16.920 --> 00:02:18.560]  當教會有問題的時候
[00:02:18.560 --> 00:02:21.280]  我們可以如何去處理呢
[00:02:21.280 --> 00:02:23.480]  在第六節到第十節
[00:02:23.480 --> 00:02:24.640]  保羅在這裏
[00:02:24.640 --> 00:02:27.760]  關於那些閒懶不作供的人
[00:02:27.760 --> 00:02:30.000]  這段經文裏面提到
[00:02:30.000 --> 00:02:31.560]  保羅在這裏說
[00:02:31.560 --> 00:02:33.680]  命令這班人
[00:02:33.680 --> 00:02:35.360]  或吩咐這班人
[00:02:35.360 --> 00:02:36.880]  應該如何去做
[00:02:36.880 --> 00:02:40.560]  保羅在這裏帶出了他自己的權柄
[00:02:40.560 --> 00:02:42.960]  為何他有這樣的權柄呢
[00:02:42.960 --> 00:02:44.160]  保羅在這裏說
[00:02:44.160 --> 00:02:47.480]  稱貼薩羅尼加教會的人為弟兄
[00:02:47.480 --> 00:02:50.000]  我們在耶穌裏承認
[00:02:50.000 --> 00:02:52.800]  耶穌是我們的主
[00:02:52.800 --> 00:02:54.080]  我們跟隨的
[00:02:54.080 --> 00:02:55.480]  相信同一位的主
[00:02:55.480 --> 00:02:57.480]  跟從的是同一位的主
[00:02:57.480 --> 00:03:00.600]  所以我們就要去順從耶穌基督
[00:03:00.600 --> 00:03:04.680]  因此保羅很自覺
[00:03:04.680 --> 00:03:07.440]  或客觀上他們承認
[00:03:07.440 --> 00:03:09.440]  保羅就是耶穌派來
[00:03:09.440 --> 00:03:11.960]  去教導他們的一個人
[00:03:11.960 --> 00:03:14.120]  所以他有一個權柄
[00:03:14.120 --> 00:03:17.080]  去吩咐他們應該如何去做
[00:03:17.080 --> 00:03:20.480]  保羅在處理這個問題時
[00:03:20.480 --> 00:03:22.400]  其實不是要教會一有問題
[00:03:22.400 --> 00:03:25.000]  就離開
[00:03:25.000 --> 00:03:29.680]  令這間教會完全沒有問題
[00:03:29.680 --> 00:03:32.360]  完全沒有惡人
[00:03:32.360 --> 00:03:34.240]  保羅不是從這個角度去看
[00:03:34.240 --> 00:03:35.640]  而是他在教導
[00:03:35.640 --> 00:03:38.560]  作為一個教會的群體
[00:03:38.560 --> 00:03:40.840]  我們應該如何去做
[00:03:40.840 --> 00:03:43.400]  才合乎耶穌的心意呢
[00:03:43.400 --> 00:03:45.560]  如何去處理
[00:03:45.560 --> 00:03:49.280]  才合乎耶穌的教導
[00:03:49.280 --> 00:03:51.840]  在這裏保羅提醒
[00:03:51.840 --> 00:03:53.520]  或提出這群人
[00:03:53.520 --> 00:03:55.280]  有什麼問題呢
[00:03:55.280 --> 00:03:58.520]  第一他們不按規矩而行
[00:03:58.520 --> 00:04:00.480]  他們沒有按規矩去做
[00:04:00.480 --> 00:04:02.760]  這群遊手好閒的人
[00:04:02.760 --> 00:04:04.240]  他們不負責任
[00:04:04.240 --> 00:04:06.480]  他們以弟兄姊妹
[00:04:06.480 --> 00:04:09.760]  應該去關心有需要的人
[00:04:09.760 --> 00:04:11.720]  現在我就是有需要的人
[00:04:11.720 --> 00:04:14.720]  所以你們應該去幫助我
[00:04:14.720 --> 00:04:17.320]  保羅在這裏說他們沒有按規矩去做
[00:04:17.320 --> 00:04:20.160]  他們濫用了其他人的愛心
[00:04:20.160 --> 00:04:21.480]  第二方面保羅也說
[00:04:21.480 --> 00:04:25.160]  這些人不遵守我們的教訓
[00:04:25.160 --> 00:04:26.040]  保羅在這裏說
[00:04:26.040 --> 00:04:28.080]  他們沒有遵守我們的教訓
[00:04:28.080 --> 00:04:29.160]  遊手好閒
[00:04:29.160 --> 00:04:31.800]  就是濫用其他人的愛心
[00:04:31.800 --> 00:04:33.000]  所以保羅在這裏指出
[00:04:33.000 --> 00:04:35.320]  他們有兩個問題
[00:04:35.320 --> 00:04:36.640]  保羅也強調
[00:04:36.640 --> 00:04:38.720]  應該要怎樣呢
[00:04:38.720 --> 00:04:40.360]  解決方案是什麼呢
[00:04:40.360 --> 00:04:41.680]  保羅在這裏說
[00:04:41.680 --> 00:04:44.760]  你們應該要效法我們的榜樣
[00:04:44.760 --> 00:04:48.640]  我們是怎樣去做事的呢
[00:04:48.640 --> 00:04:51.480]  保羅在這裏繼續帶出了
[00:04:51.480 --> 00:04:54.960]  當中的一些具體的內容
[00:04:54.960 --> 00:04:56.160]  在他當中
[00:04:56.160 --> 00:04:57.520]  在這裏保羅說
[00:04:57.520 --> 00:04:59.600]  他們有遊手好閒
[00:04:59.600 --> 00:05:03.360]  保羅和他的同工
[00:05:03.360 --> 00:05:05.520]  其實他們都是自食其力
[00:05:05.520 --> 00:05:08.360]  在當時他們即將憑我們的意思說
[00:05:08.360 --> 00:05:10.920]  他們自己去的工作
[00:05:10.920 --> 00:05:13.440]  去養活自己的生活
[00:05:13.440 --> 00:05:14.320]  保羅在這裏說
[00:05:14.320 --> 00:05:16.920]  其實我是有權利
[00:05:16.920 --> 00:05:19.800]  去靠著福音去養生的
[00:05:19.800 --> 00:05:20.720]  但是保羅說
[00:05:20.720 --> 00:05:23.120]  我沒有用到這個權利
[00:05:23.120 --> 00:05:25.440]  在這裏保羅說
[00:05:25.440 --> 00:05:28.760]  他從正面的角度
[00:05:28.760 --> 00:05:31.360]  表明他和他的同工
[00:05:31.360 --> 00:05:35.160]  都放棄了接受教會對他的供養
[00:05:35.160 --> 00:05:37.000]  反而自己自食其力
[00:05:37.000 --> 00:05:38.640]  去養活自己
[00:05:38.640 --> 00:05:43.240]  繼續用自己的時間
[00:05:43.240 --> 00:05:46.920]  去傳揚耶穌的真道
[00:05:46.920 --> 00:05:49.800]  這就是保羅所說的榜樣
[00:05:49.800 --> 00:05:51.560]  保羅在這裏說
[00:05:51.560 --> 00:05:53.280]  我們有這個權利
[00:05:53.280 --> 00:05:54.840]  我們都沒有用
[00:05:54.840 --> 00:05:56.560]  這就是我們的榜樣
[00:05:56.560 --> 00:06:00.840]  而你們這群遊手好閒的人
[00:06:00.840 --> 00:06:02.960]  你們根本沒有權利
[00:06:02.960 --> 00:06:05.440]  去讓人去供給你們
[00:06:05.440 --> 00:06:07.800]  所以你們更加要辛勤的工作
[00:06:07.800 --> 00:06:09.160]  自食其力
[00:06:09.160 --> 00:06:12.960]  免得成為其他人的經濟負累
[00:06:12.960 --> 00:06:14.160]  保羅在這裏說
