
[00:00:00.000 --> 00:00:07.800]  我們繼續的來聆受關於門徒的性格這個課題
[00:00:07.800 --> 00:00:15.160]  我們讀書是學課本
[00:00:15.160 --> 00:00:18.000]  做門徒是學老師
[00:00:18.000 --> 00:00:25.800]  但是我們跟從主 做主的門徒又學課本又學老師
[00:00:25.800 --> 00:00:28.160]  聖經是我們的課本
[00:00:28.660 --> 00:00:34.200]  而我們的聖經課本裡面有一個活的主的形象
[00:00:34.200 --> 00:00:36.840]  我們不是讀死的書本
[00:00:36.840 --> 00:00:39.160]  我們是讀活的書本
[00:00:39.160 --> 00:00:43.500]  在聖經中看見主的樣式
[00:00:43.500 --> 00:00:46.060]  我們就跟從他
[00:00:46.060 --> 00:00:49.900]  被他吸引快跑跟從他
[00:00:49.900 --> 00:00:52.980]  我們昨天
[00:00:52.980 --> 00:00:57.080]  看了約翰的第一個經歷
[00:00:58.100 --> 00:01:00.140]  就是性格的改造
[00:01:00.140 --> 00:01:02.440]  原來是雷子
[00:01:02.440 --> 00:01:05.520]  性格像達雷
[00:01:05.520 --> 00:01:10.380]  傾天蹄力隨時可以發生
[00:01:10.380 --> 00:01:11.920]  但是
[00:01:11.920 --> 00:01:15.500]  在主的愛中學習
[00:01:15.500 --> 00:01:18.580]  主的愛的方向
[00:01:18.580 --> 00:01:19.860]  感動他
[00:01:19.860 --> 00:01:21.140]  融化他
[00:01:21.140 --> 00:01:25.740]  使他至終成為愛的門徒
[00:01:26.260 --> 00:01:28.820]  是主說愛的也是愛主的
[00:01:28.820 --> 00:01:31.900]  也是傳講主的愛的使徒
[00:01:31.900 --> 00:01:34.720]  在我們的講義裡頭
[00:01:34.720 --> 00:01:38.040]  提到在他所寫的福音書
[00:01:38.040 --> 00:01:40.340]  書信七十六
[00:01:40.340 --> 00:01:41.880]  這些
[00:01:41.880 --> 00:01:43.940]  書卷裡頭
[00:01:43.940 --> 00:01:48.240]  有22次提到愛
[00:01:48.240 --> 00:01:53.100]  在我們的講義裡頭印出來
[00:01:54.640 --> 00:01:57.200]  這些經文都是非常寶貴
[00:01:57.200 --> 00:01:59.760]  愛
[00:01:59.760 --> 00:02:03.340]  是主的門徒的一個最賢助的
[00:02:03.340 --> 00:02:04.880]  最重要的
[00:02:04.880 --> 00:02:05.640]  一個
[00:02:05.640 --> 00:02:07.440]  性格
[00:02:07.440 --> 00:02:09.740]  我們感謝神
[00:02:09.740 --> 00:02:14.340]  在聖經裡頭我們看見一些
[00:02:14.340 --> 00:02:16.140]  有很高
[00:02:16.140 --> 00:02:18.440]  追求的標準的
[00:02:18.440 --> 00:02:21.260]  主的仆人使女
[00:02:23.260 --> 00:02:25.580]  我們想到摩西
[00:02:25.580 --> 00:02:30.180]  在出來之際33章18節
[00:02:30.180 --> 00:02:31.460]  他向神
[00:02:31.460 --> 00:02:33.000]  求一件事
[00:02:33.000 --> 00:02:34.280]  他說
[00:02:34.280 --> 00:02:39.900]  求祢顯出祢的榮耀給我看
[00:02:39.900 --> 00:02:42.980]  這是一個很高的
[00:02:42.980 --> 00:02:44.260]  一個請求
[00:02:44.260 --> 00:02:45.540]  神對他說
[00:02:45.540 --> 00:02:46.820]  好
[00:02:46.820 --> 00:02:48.620]  我
[00:02:48.620 --> 00:02:49.900]  答應
[00:02:49.900 --> 00:02:50.660]  你的
[00:02:51.840 --> 00:02:52.620]  請求
[00:02:52.620 --> 00:02:53.680]  但是呢
[00:02:53.680 --> 00:02:54.960]  你不能夠
[00:02:54.960 --> 00:02:57.000]  正面看見我的榮耀
[00:02:57.000 --> 00:02:58.800]  你可以
[00:02:58.800 --> 00:03:00.320]  在後面
[00:03:00.320 --> 00:03:02.880]  看見我的榮耀的背影
[00:03:02.880 --> 00:03:03.920]  那個意思
[00:03:03.920 --> 00:03:07.000]  有沒有人能夠見到神的榮耀
[00:03:07.000 --> 00:03:08.780]  仍然存活的
[00:03:08.780 --> 00:03:10.320]  但是
[00:03:10.320 --> 00:03:12.360]  主的
[00:03:12.360 --> 00:03:14.160]  榮耀的
[00:03:14.160 --> 00:03:16.720]  背影
[00:03:16.720 --> 00:03:18.240]  給了
[00:03:18.240 --> 00:03:19.520]  摩西看
[00:03:20.300 --> 00:03:21.580]  他這個請求
[00:03:21.580 --> 00:03:23.100]  非常的難得
[00:03:23.100 --> 00:03:25.160]  他
[00:03:25.160 --> 00:03:25.940]  渴慕
[00:03:25.940 --> 00:03:28.240]  見到神的榮耀
[00:03:28.240 --> 00:03:30.280]  我們想到
[00:03:30.280 --> 00:03:31.300]  保羅
[00:03:31.300 --> 00:03:34.880]  他望其背後的
[00:03:34.880 --> 00:03:36.420]  努力面前的
[00:03:36.420 --> 00:03:40.000]  向著標竿直跑要得神
[00:03:40.000 --> 00:03:43.840]  在耶穌基督裡召他來得的獎賞
[00:03:43.840 --> 00:03:46.400]  一個得獎賞的心智
[00:03:46.400 --> 00:03:47.940]  不是
[00:03:47.940 --> 00:03:48.700]  一個
[00:03:48.700 --> 00:03:49.740]  得救
[00:03:49.980 --> 00:03:51.020]  就滿足的
[00:03:51.020 --> 00:03:52.800]  一個心態
[00:03:52.800 --> 00:03:54.600]  那是得救
[00:03:54.600 --> 00:03:55.880]  還要
[00:03:55.880 --> 00:03:57.180]  得榮耀
[00:03:57.180 --> 00:03:59.660]  得救還要進
[00:03:59.660 --> 00:04:00.940]  國度
[00:04:00.940 --> 00:04:01.720]  與
[00:04:01.720 --> 00:04:03.760]  主一同作王
[00:04:03.760 --> 00:04:07.340]  我們想到伊麗莎
[00:04:07.340 --> 00:04:09.140]  她對
[00:04:09.140 --> 00:04:10.920]  伊麗婭說
[00:04:10.920 --> 00:04:12.220]  願呢
[00:04:12.220 --> 00:04:15.540]  感動伊麗婭的靈加倍的
[00:04:15.540 --> 00:04:16.560]  感動我
[00:04:19.120 --> 00:04:20.640]  伊麗婭是她的老師
[00:04:20.640 --> 00:04:22.960]  她怎麼可以這樣說呢
[00:04:22.960 --> 00:04:25.520]  難道她要比老師好
[00:04:25.520 --> 00:04:27.300]  兩倍嗎
[00:04:27.300 --> 00:04:29.860]  聽起來好像很驕傲
[00:04:29.860 --> 00:04:32.420]  但是事實上
[00:04:32.420 --> 00:04:33.460]  那是她的
[00:04:33.460 --> 00:04:34.480]  心智
[00:04:34.480 --> 00:04:37.540]  一個高的追求的目標
[00:04:37.540 --> 00:04:40.360]  這些都是
[00:04:40.360 --> 00:04:43.700]  非常寶貴的方案
[00:04:43.700 --> 00:04:45.220]  和吉利
[00:04:45.220 --> 00:04:46.760]  感謝神
[00:04:46.760 --> 00:04:48.040]  是有
[00:04:48.040 --> 00:04:49.060]  這樣的人
[00:04:50.040 --> 00:04:51.060]  我們
[00:04:51.060 --> 00:04:52.860]  在跟從主的路上
[00:04:52.860 --> 00:04:55.660]  我們要學習看
[00:04:55.660 --> 00:04:57.980]  那些走在我們前面的人
[00:04:57.980 --> 00:05:00.800]  也看那些
[00:05:00.800 --> 00:05:03.600]  比我們更好的人更愛主
[00:05:03.600 --> 00:05:05.140]  更愛人
[00:05:05.140 --> 00:05:09.240]  與主更密切關係的人
[00:05:09.240 --> 00:05:11.040]  作為我們的提醒
[00:05:11.040 --> 00:05:12.060]  勉勵
[00:05:12.060 --> 00:05:14.880]  我們現在開始
[00:05:14.880 --> 00:05:16.920]  接著看
[00:05:17.680 --> 00:05:19.720]  約翰的第二個經歷
[00:05:19.720 --> 00:05:23.320]  他學了一個很重要的功課
[00:05:23.320 --> 00:05:26.900]  就是原來要求
[00:05:26.900 --> 00:05:28.440]  這個
[00:05:28.440 --> 00:05:30.480]  外面的高位
[00:05:30.480 --> 00:05:33.040]  一遍
[00:05:33.040 --> 00:05:34.580]  而求
[00:05:34.580 --> 00:05:36.120]  在神的
[00:05:36.120 --> 00:05:37.900]  國度中的
[00:05:37.900 --> 00:05:39.180]  那個高位
[00:05:39.180 --> 00:05:42.260]  都是求高位
[00:05:42.260 --> 00:05:43.280]  但是呢
[00:05:43.280 --> 00:05:44.820]  一個求錯了
[00:05:44.820 --> 00:05:46.360]  一個求對
[00:05:47.340 --> 00:05:50.660]  神不是不要我們求榮耀
[00:05:50.660 --> 00:05:53.740]  不是不要我們求高位
[00:05:53.740 --> 00:05:57.320]  而是要求那個真的榮耀
[00:05:57.320 --> 00:05:58.860]  真的高位
[00:05:58.860 --> 00:06:02.180]  是在他的眼中的高位
[00:06:02.180 --> 00:06:03.980]  在他的國度中
[00:06:03.980 --> 00:06:05.000]  的榮耀
[00:06:05.000 --> 00:06:07.040]  不是人世間的
[00:06:07.040 --> 00:06:08.840]  那個榮耀的觀念
[00:06:08.840 --> 00:06:10.380]  那個高位的觀念
[00:06:10.380 --> 00:06:14.480]  在馬可福音十章35
[00:06:14.480 --> 00:06:16.260]  到39節
[00:06:17.180 --> 00:06:18.720]  在那裡提到
[00:06:18.720 --> 00:06:20.260]  雅可、約翰
[00:06:20.260 --> 00:06:21.540]  兄弟兩個
[00:06:21.540 --> 00:06:23.340]  來見耶穌
[00:06:23.340 --> 00:06:25.620]  這裡呢是
[00:06:25.620 --> 00:06:26.920]  乾脆說
[00:06:26.920 --> 00:06:29.220]  是他們兩個自己
[00:06:29.220 --> 00:06:30.240]  在
[00:06:30.240 --> 00:06:31.520]  相處求
[00:06:31.520 --> 00:06:34.820]  馬可
[00:06:34.820 --> 00:06:35.860]  十章
[00:06:35.860 --> 00:06:37.660]  35節
[00:06:37.660 --> 00:06:38.440]  開始
[00:06:38.440 --> 00:06:41.540]  第一人
[00:06:42.260 --> 00:06:44.560]  第十章
[00:06:44.560 --> 00:06:47.640]  第十章
[00:06:47.640 --> 00:06:49.160]  第三十
[00:06:49.160 --> 00:06:50.440]  5節
[00:06:50.440 --> 00:06:54.500]  西培泰的兒子雅可、約翰
[00:06:54.500 --> 00:06:57.360]  近前來對耶穌說:父子
[00:06:57.360 --> 00:07:00.700]  我們無論求你什麼願意給我們做
[00:07:00.700 --> 00:07:04.800]  耶穌說:要我給你們做什麼呢?
[00:07:04.800 --> 00:07:06.060]  他們說
[00:07:06.060 --> 00:07:09.900]  是我們在你的榮耀裡一個坐在你的右邊
[00:07:10.160 --> 00:07:12.460]  一個坐在你的左邊
[00:07:12.460 --> 00:07:14.760]  耶穌說
[00:07:14.760 --> 00:07:17.580]  你們不知道所求的是什麼
[00:07:17.580 --> 00:07:20.400]  我所喝的杯你們能喝嗎?
[00:07:20.400 --> 00:07:23.480]  我是受的喜你們能受嗎?
[00:07:23.480 --> 00:07:25.260]  他們說我們能
[00:07:25.260 --> 00:07:28.600]  耶穌說我說喝的杯你們也要喝
[00:07:28.600 --> 00:07:31.400]  我是受的喜你們也要受
[00:07:31.400 --> 00:07:33.960]  只是坐在我的左右
[00:07:33.960 --> 00:07:35.500]  不是我可以賜的
[00:07:35.500 --> 00:07:37.800]  那是為誰預備的
[00:07:37.800 --> 00:07:39.340]  就賜給誰
[00:07:39.860 --> 00:07:41.660]  那十個門徒聽見
[00:07:41.660 --> 00:07:44.680]  就惱怒雅可、約翰
[00:07:44.680 --> 00:07:49.020]  在這裡門徒的心態
[00:07:49.020 --> 00:07:51.340]  弦露無遺
[00:07:51.340 --> 00:07:54.660]  其中兩個
[00:07:54.660 --> 00:07:57.980]  求主左右的高位
[00:07:57.980 --> 00:08:00.540]  等於中國人的左城右巷
[00:08:00.540 --> 00:08:04.140]  最高的地位
[00:08:04.140 --> 00:08:05.660]  其他的呢
[00:08:05.660 --> 00:08:07.460]  聽見就惱怒
[00:08:07.980 --> 00:08:09.780]  你想一想當時的情況
[00:08:09.780 --> 00:08:11.060]  真是
[00:08:11.060 --> 00:08:13.100]  把入體的
[00:08:13.100 --> 00:08:14.640]  血氣的
[00:08:14.640 --> 00:08:16.440]  那些成分
[00:08:16.440 --> 00:08:18.480]  都表露出來
[00:08:18.480 --> 00:08:21.300]  所以說耶穌
[00:08:21.300 --> 00:08:23.100]  將十二個門徒
[00:08:23.100 --> 00:08:26.160]  訓練成為可用之材
[00:08:26.160 --> 00:08:27.960]  天國的良才
[00:08:27.960 --> 00:08:29.480]  實在不簡單
[00:08:29.480 --> 00:08:32.040]  他們原來是這樣的人
[00:08:32.040 --> 00:08:35.640]  這兩個弟兄兩個
[00:08:35.640 --> 00:08:36.400]  合作
[00:08:36.660 --> 00:08:39.720]  他們真是一對
[00:08:39.720 --> 00:08:41.780]  同樣的一個心態
[00:08:41.780 --> 00:08:43.820]  串聯好了
[00:08:43.820 --> 00:08:46.120]  到主面前來求
[00:08:46.120 --> 00:08:53.800]  我們過去看過是他們要母親帶他們說話
[00:08:53.800 --> 00:08:57.140]  這裡乾脆是他們自己
[00:08:57.140 --> 00:08:59.700]  這不是矛盾
[00:08:59.700 --> 00:09:03.280]  只是記載的入微的地方
[00:09:03.280 --> 00:09:06.360]  所以當時實際的情況
[00:09:07.340 --> 00:09:08.100]  很可能
[00:09:08.100 --> 00:09:09.900]  是母親講話
[00:09:09.900 --> 00:09:11.440]  不是他們兩個講話
