
[00:00:00.000 --> 00:00:01.560]  請大家斷開聖經
[00:00:01.560 --> 00:00:06.200]  我們再思想以弗所書第三章的經文
[00:00:06.200 --> 00:00:08.260]  大家都會知道這一段經文
[00:00:08.260 --> 00:00:11.200]  第三章十四到十九節
[00:00:11.200 --> 00:00:13.200]  是一段的土文
[00:00:13.200 --> 00:00:15.720]  在第一章到第三章
[00:00:15.720 --> 00:00:19.280]  保羅講述到一場很奇妙的救恩計劃
[00:00:19.280 --> 00:00:23.400]  是我們常常中讀的一段很寶貴的經文
[00:00:23.400 --> 00:00:26.600]  來到這一段三章尾的時候
[00:00:26.600 --> 00:00:31.280]  保羅將他心中的感動透過禱告去表達出來
[00:00:31.280 --> 00:00:34.080]  然後去到第四章到最後的時候
[00:00:34.080 --> 00:00:38.000]  就講到信徒如何按照聖經的指引
[00:00:38.000 --> 00:00:44.600]  在生活上有不同的生活準則或者指引
[00:00:44.600 --> 00:00:46.520]  很多時候我們見到聖經裏面
[00:00:46.520 --> 00:00:48.600]  當保羅講到禱告的時候
[00:00:48.600 --> 00:00:51.480]  是基於一個重要的基礎
[00:00:51.480 --> 00:00:55.400]  就是神自己永恆的真道
[00:00:55.400 --> 00:00:57.680]  當人明白真道之後
[00:00:57.680 --> 00:00:59.640]  不單單是明白
[00:00:59.640 --> 00:01:01.000]  而且透過禱告
[00:01:01.000 --> 00:01:05.480]  讓真道成為了自己生命的一部分
[00:01:05.480 --> 00:01:07.800]  人相信神的真理
[00:01:07.800 --> 00:01:09.640]  緊握著神的應許
[00:01:09.640 --> 00:01:12.120]  因此向神求求神的旨意
[00:01:12.120 --> 00:01:15.040]  成就在我的身上
[00:01:15.040 --> 00:01:17.680]  第三章十四節開始的土文
[00:01:17.680 --> 00:01:20.200]  是保羅為門徒的祈禱
[00:01:20.200 --> 00:01:23.080]  因為他相信神的恩典是確實的
[00:01:23.080 --> 00:01:27.880]  按照真理來求神承傳這一切
[00:01:27.880 --> 00:01:30.880]  在我們的生命當中
[00:01:30.880 --> 00:01:32.160]  各位弟兄姊妹
[00:01:32.160 --> 00:01:33.920]  不要讓你認識的真理
[00:01:33.920 --> 00:01:37.400]  只是停留在頭腦思維上
[00:01:37.400 --> 00:01:39.640]  你祈禱求神讓這些真理
[00:01:39.640 --> 00:01:41.920]  成為你生命的一部分
[00:01:41.920 --> 00:01:46.080]  這也是我們今天要看這段土文的重要原因
[00:01:46.080 --> 00:01:47.480]  讓我們透過禱告
[00:01:47.480 --> 00:01:51.000]  領受神給我們豐富的恩典
[00:01:51.000 --> 00:01:57.080]  大家先看第三章第十九節
[00:01:57.080 --> 00:02:01.200]  我們看到禱告一個很重要的最終方向
[00:02:01.200 --> 00:02:04.360]  大家看十九節中間
[00:02:04.360 --> 00:02:09.320]  「便叫神一切充滿的充滿了你們」
[00:02:09.320 --> 00:02:12.000]  叫神一切所充滿的
[00:02:12.000 --> 00:02:14.600]  很豐盛完整的充滿
[00:02:14.600 --> 00:02:19.360]  是能夠完全的充滿在我們的生命裏面
[00:02:19.360 --> 00:02:23.160]  這是保羅一個終極的禱告方向
[00:02:23.160 --> 00:02:25.080]  我請大家看一看後面的
[00:02:25.080 --> 00:02:26.960]  「佛利比書」「哥羅西書」
[00:02:26.960 --> 00:02:37.080]  「哥羅西書」第二章第九節
[00:02:37.080 --> 00:02:42.160]  在第二章第九節
[00:02:42.160 --> 00:02:43.880]  聖經這樣說
[00:02:43.880 --> 00:02:47.680]  「因為神本性一切的豐盛
[00:02:47.680 --> 00:02:51.080]  都有形有體地居住在」
[00:02:51.080 --> 00:02:52.520]  在哪裏裏面呢?
[00:02:52.520 --> 00:02:54.720]  「基督的裏面
[00:02:54.720 --> 00:03:00.720]  而我們也在祂裏面也得了豐盛」
[00:03:00.720 --> 00:03:04.320]  聖經描寫著神自己一切的豐盛
[00:03:04.320 --> 00:03:10.040]  很真實很具體地藏在耶穌基督裏面
[00:03:10.040 --> 00:03:12.560]  因此誰得到基督
[00:03:12.560 --> 00:03:17.680]  就意味著我們會得到神一切的豐盛
[00:03:17.680 --> 00:03:19.480]  所以聖經很清楚地說
[00:03:19.480 --> 00:03:26.360]  「你們在祂在基督裏面也得了豐盛」
[00:03:26.360 --> 00:03:28.160]  有些時候我們讀這些經文
[00:03:28.160 --> 00:03:31.280]  覺得很耳熟能詳
[00:03:31.280 --> 00:03:33.160]  但當小心再聽的時候
[00:03:33.160 --> 00:03:34.680]  再看的時候
[00:03:34.680 --> 00:03:37.640]  其實是很震撼的經文
[00:03:37.640 --> 00:03:39.920]  因為聖經說到這位上帝
[00:03:39.920 --> 00:03:43.000]  祂是萬有所充滿
[00:03:43.000 --> 00:03:46.040]  而祂竟然說祂將祂所充滿的
[00:03:46.040 --> 00:03:49.680]  都充滿你和我
[00:03:49.680 --> 00:03:52.080]  也意味著神一切的豐盛
[00:03:52.080 --> 00:03:56.200]  可以在我們生命當中出現
[00:03:56.200 --> 00:03:58.680]  當我讀聖經讀到哥倫多前書三章
[00:03:58.680 --> 00:04:00.160]  二十一節的時候
[00:04:00.160 --> 00:04:02.000]  大家會有些印象
[00:04:02.000 --> 00:04:03.920]  就是保羅當時勸告那些門徒
[00:04:03.920 --> 00:04:05.120]  不要誇口
[00:04:05.120 --> 00:04:07.320]  不要拿人來誇口
[00:04:07.320 --> 00:04:09.480]  接著他說一句話
[00:04:09.480 --> 00:04:14.400]  「因為萬有全是你們的」
[00:04:14.400 --> 00:04:16.560]  而你們是屬基督的
[00:04:16.560 --> 00:04:19.560]  基督是屬神的
[00:04:19.560 --> 00:04:23.800]  聖經竟然說萬有都是我們的
[00:04:23.800 --> 00:04:25.000]  我們是誰
[00:04:25.000 --> 00:04:28.000]  竟然能夠承受萬有
[00:04:28.000 --> 00:04:29.160]  聖經就解釋
[00:04:29.160 --> 00:04:32.560]  因為我們是屬於神的
[00:04:32.560 --> 00:04:35.280]  而一切都是在神的裏面
[00:04:35.280 --> 00:04:39.200]  而神樂意將祂一切一切都賜給我們
[00:04:39.200 --> 00:04:41.680]  所以我們因為神的緣故
[00:04:41.680 --> 00:04:44.840]  也得著一切
[00:04:44.840 --> 00:04:47.080]  我記得我曾經和大家分享過一個
[00:04:47.080 --> 00:04:48.800]  以前的故事
[00:04:48.800 --> 00:04:50.600]  在我的女兒
[00:04:50.600 --> 00:04:53.320]  當她兩三歲的時候
[00:04:53.320 --> 00:04:57.480]  當時我間中回家就會買一些小禮物送給她
[00:04:57.480 --> 00:05:00.160]  有一次我回家的時候
[00:05:00.160 --> 00:05:02.120]  我突然間發覺自己沒有買東西回來
[00:05:02.120 --> 00:05:04.320]  沒有帶東西回來給她
[00:05:04.320 --> 00:05:05.520]  這個女兒就問我
[00:05:05.520 --> 00:05:07.960]  「爸爸有什麼禮物呢?」
[00:05:07.960 --> 00:05:10.200]  我說「今天沒有禮物」
[00:05:10.200 --> 00:05:12.520]  突然間我轉念就想
[00:05:12.520 --> 00:05:16.320]  「這樣吧 爸爸把爸爸給你吧」
[00:05:16.320 --> 00:05:17.640]  當時女兒馬上反應
[00:05:17.640 --> 00:05:21.760]  「我不要爸爸 我要禮物」
[00:05:21.760 --> 00:05:23.440]  很自然小朋友的反應就是
[00:05:23.440 --> 00:05:26.040]  要一些具體的禮物
[00:05:26.040 --> 00:05:27.800]  但是其實她會明白
[00:05:27.800 --> 00:05:29.240]  一步步會明白
[00:05:29.240 --> 00:05:31.960]  最寶貴的有誰
[00:05:31.960 --> 00:05:34.520]  最寶貴的因為有爸爸
[00:05:34.520 --> 00:05:38.920]  爸爸可以把各種的禮物送給她
[00:05:38.920 --> 00:05:39.760]  各位電視節目
[00:05:39.760 --> 00:05:42.960]  因為我們得著神自己
[00:05:42.960 --> 00:05:46.840]  得著基督 就得著一切
[00:05:46.840 --> 00:05:48.400]  所以聖經很清楚地說
[00:05:48.400 --> 00:05:51.480]  「萬有傳是你們的」
[00:05:51.480 --> 00:05:52.720]  耶穌就說
[00:05:52.720 --> 00:05:56.120]  一切的豐盛都藏在基督裡面
[00:05:56.120 --> 00:06:01.360]  而你們在祂裡面也都得著豐盛
[00:06:01.360 --> 00:06:05.080]  所以保羅明白這個這麼奇妙的救恩的應許
[00:06:05.080 --> 00:06:09.720]  因此在剛才的二弗所說的第三章
[00:06:09.720 --> 00:06:12.800]  我們回到第三章
[00:06:12.800 --> 00:06:14.560]  你會看到他一路祈禱
[00:06:14.560 --> 00:06:16.320]  去到最終的時候
[00:06:16.320 --> 00:06:18.480]  他的禱告很清楚
[00:06:18.480 --> 00:06:24.680]  「便叫神一切所充滿的充滿了你們」
[00:06:24.680 --> 00:06:27.160]  各位電視節目 你相信嗎?
[00:06:27.160 --> 00:06:32.080]  你相信不相信神的豐盛會在我們裡面?
[00:06:32.080 --> 00:06:33.400]  如果你相信
[00:06:33.400 --> 00:06:37.440]  你就放膽向這個方向祈禱
[00:06:37.440 --> 00:06:42.600]  求神的應許成全在你的生命中
[00:06:42.600 --> 00:06:45.320]  在我的禱告的方向之前
[00:06:45.320 --> 00:06:47.000]  本來就有很多的步驟
[00:06:47.000 --> 00:06:49.360]  一步步向著這個方向祈禱
[00:06:49.360 --> 00:06:51.880]  我們現在小心看一下這些步驟
[00:06:51.880 --> 00:06:54.880]  在第十四節開始
[00:06:54.880 --> 00:06:57.800]  「因此我在父面前屈膝
[00:06:57.800 --> 00:07:01.320]  天上地上的國家或全家
[00:07:01.320 --> 00:07:03.800]  都是從他得名」
[00:07:03.800 --> 00:07:05.440]  保羅向父神祈禱
[00:07:05.440 --> 00:07:08.000]  誠懇地屈膝禱告
[00:07:08.000 --> 00:07:09.200]  他清楚地承認
[00:07:09.200 --> 00:07:12.920]  天上地下一切屬神的人
[00:07:12.920 --> 00:07:14.560]  所有的全家
[00:07:14.560 --> 00:07:18.960]  都是從父神得到屬靈的遺訓
[00:07:18.960 --> 00:07:24.840]  誠懇在前面大家看看第二章第十九節
[00:07:24.840 --> 00:07:26.680]  第二章第十九節
[00:07:26.680 --> 00:07:29.760]  「這樣你們不再作外人和客裡
[00:07:29.760 --> 00:07:34.760]  是於聖徒和各是神家裡的人了」
[00:07:34.760 --> 00:07:35.800]  在農曆年的時間
[00:07:35.800 --> 00:07:38.560]  我們會很重視家人的相聚
[00:07:38.560 --> 00:07:40.440]  我們說我們是家人
[00:07:40.440 --> 00:07:42.520]  有一種生命的關係
[00:07:42.520 --> 00:07:43.520]  但誠懇就說
[00:07:43.520 --> 00:07:47.720]  所有屬神的人是神家裡的人
[00:07:47.720 --> 00:07:49.440]  無論是在歷史當中
[00:07:49.440 --> 00:07:51.240]  哪一個年份
[00:07:51.240 --> 00:07:53.360]  無論是猶太人、外邦人
[00:07:53.360 --> 00:07:55.560]  我們從父神面前
[00:07:55.560 --> 00:07:58.760]  天上地上的國家
[00:07:58.760 --> 00:07:59.920]  在整個家
[00:07:59.920 --> 00:08:01.840]  全個家裡
[00:08:01.840 --> 00:08:03.400]  都是因為父神
[00:08:03.400 --> 00:08:06.800]  我們得到這種屬靈的身份
[00:08:06.800 --> 00:08:08.760]  在這種的承認
[00:08:08.760 --> 00:08:11.480]  神是我們最終的根基
[00:08:11.480 --> 00:08:14.040]  然後就開始禱告了
[00:08:14.040 --> 00:08:14.960]  保羅就說
[00:08:14.960 --> 00:08:18.160]  第一 求他按著他豐盛的榮耀
[00:08:18.160 --> 00:08:19.480]  藉著他的靈
[00:08:19.480 --> 00:08:22.960]  叫你們心裡的力量剛強起來
[00:08:22.960 --> 00:08:24.480]  首先的禱告就是
[00:08:24.480 --> 00:08:27.760]  求神讓我們心裡的人
[00:08:27.760 --> 00:08:31.760]  裡面的這個生命能夠剛強
[00:08:31.760 --> 00:08:32.880]  怎樣剛強呢?
[00:08:32.880 --> 00:08:36.040]  第一 按照他豐盛的榮耀
[00:08:36.040 --> 00:08:39.760]  第二 藉著他的偉大的聖靈
[00:08:39.760 --> 00:08:42.560]  第三 透過神的能力
[00:08:42.560 --> 00:08:46.640]  在經文的組織裡面提出三方面
[00:08:46.640 --> 00:08:48.160]  藉著這三方面
[00:08:48.160 --> 00:08:52.720]  我們的心裡的力量就可以剛強
[00:08:52.720 --> 00:08:53.440]  各位電影姊妹
[00:08:53.440 --> 00:08:55.520]  大家都會清楚知道
[00:08:55.520 --> 00:08:56.600]  我們所需要的
[00:08:56.600 --> 00:08:59.440]  不單單是外表的剛強
[00:08:59.440 --> 00:09:03.400]  我們更加需要的是裡面的剛強
[00:09:03.400 --> 00:09:04.600]  但有些時候我們會發覺
[00:09:04.600 --> 00:09:06.560]  人內心有某些階段
[00:09:06.560 --> 00:09:09.360]  突然間變得很脆弱
[00:09:09.360 --> 00:09:12.680]  有些人曾經可以很威猛
[00:09:12.680 --> 00:09:15.520]  但突然間會發覺自己有病患
[00:09:15.520 --> 00:09:18.200]  就變得很脆弱
[00:09:18.200 --> 00:09:19.720]  我很深刻記得很多年之前
[00:09:19.720 --> 00:09:23.000]  我曾經去醫院探望一位醫生
[00:09:23.000 --> 00:09:26.520]  這位醫生是癌症科的醫生
[00:09:26.520 --> 00:09:29.000]  他平時在醫院當中很受尊重
[00:09:29.000 --> 00:09:31.440]  周圍照顧很多病人
[00:09:31.440 --> 00:09:33.840]  但那次當我探望他的時候
[00:09:33.840 --> 00:09:37.360]  他在自己工作的醫院的一張病床
[00:09:37.360 --> 00:09:39.280]  自己躺在那裡
[00:09:39.280 --> 00:09:43.240]  因為他發覺自己患了癌症
[00:09:43.240 --> 00:09:45.160]  過去照顧很多病人
[00:09:45.160 --> 00:09:47.920]  但今天自己被人照顧
[00:09:47.920 --> 00:09:49.840]  他變得很脆弱
[00:09:49.840 --> 00:09:52.880]  然後他請我為他祈禱
[00:09:52.880 --> 00:09:54.280]  有些時候我們都會發覺
[00:09:54.280 --> 00:09:56.000]  就算我們多剛強也好
[00:09:56.000 --> 00:09:57.080]  到某些階段
[00:09:57.080 --> 00:09:59.880]  突然間自己覺得自己很軟弱
[00:09:59.880 --> 00:10:01.160]  在軟弱的時候
[00:10:01.160 --> 00:10:05.200]  我們就發覺原來最叫我們受威脅的
[00:10:05.200 --> 00:10:07.440]  不一定是環境的問題
[00:10:07.440 --> 00:10:10.680]  而是自己裡面的軟弱
[00:10:10.680 --> 00:10:13.360]  有沒有試過自己很害怕
[00:10:13.360 --> 00:10:15.040]  害怕自己軟弱
[00:10:15.040 --> 00:10:17.080]  害怕自己搞不定
[00:10:17.080 --> 00:10:20.200]  害怕自己有困難
[00:10:20.200 --> 00:10:22.720]  有些人就說牧師很夠膽
[00:10:22.720 --> 00:10:25.760]  周圍說話沒問題的
