
[00:00:00.000 --> 00:00:07.040]  《約翰一書》第三章第十一至二十四節
[00:00:07.040 --> 00:00:08.440]  為何要打開聖經呢?
[00:00:08.440 --> 00:00:11.360]  第一,這段聖經相當複雜
[00:00:11.360 --> 00:00:12.880]  待會你不打開時
[00:00:12.880 --> 00:00:15.880]  是無法跟進那種討論
[00:00:15.880 --> 00:00:18.280]  很多經文我們要再看
[00:00:18.280 --> 00:00:21.720]  第二,大家可能比較知道
[00:00:21.720 --> 00:00:25.280]  我喜歡用新譯本
[00:00:25.280 --> 00:00:29.000]  所以我講的時候會用新譯本的翻譯來講
[00:00:29.000 --> 00:00:32.880]  看著唐用聖經左邊那段
[00:00:32.880 --> 00:00:36.640]  我就不用經常玩和合本、新譯本
[00:00:36.640 --> 00:00:37.480]  好嗎?
[00:00:37.480 --> 00:00:39.520]  我們一起打開聖經
[00:00:39.520 --> 00:00:42.760]  今天我們的主題是彼此相愛
[00:00:42.760 --> 00:00:47.320]  彼此相愛
[00:00:47.320 --> 00:00:52.040]  彼此相愛還有什麼要說呢?
[00:00:52.040 --> 00:00:53.640]  我不是說大家做到
[00:00:53.640 --> 00:00:56.840]  而是這個以熟能詳的題目
[00:00:56.840 --> 00:00:59.120]  我想你也想過了
[00:00:59.120 --> 00:01:00.160]  也聽過了
[00:01:00.160 --> 00:01:04.360]  有關這個題目的,是嗎?
[00:01:04.360 --> 00:01:10.360]  究竟還有什麼可以跟大家說彼此相愛呢?
[00:01:10.360 --> 00:01:12.560]  不過我們感謝神
[00:01:12.560 --> 00:01:13.760]  要說彼此相愛
[00:01:13.760 --> 00:01:15.240]  就不是我們想出來說
[00:01:15.240 --> 00:01:16.320]  更不是溫慧瑤
[00:01:16.320 --> 00:01:18.480]  就像頭髮一樣
[00:01:18.480 --> 00:01:20.080]  想著想著
[00:01:20.080 --> 00:01:20.960]  想著想著說
[00:01:20.960 --> 00:01:22.000]  不是
[00:01:22.000 --> 00:01:24.280]  幸好有神自己的話語
[00:01:24.280 --> 00:01:27.680]  我們今天就照著聖經裡面
[00:01:27.680 --> 00:01:32.280]  所說的彼此相愛的真理來講
[00:01:32.280 --> 00:01:34.040]  起碼我自己的經驗就是
[00:01:34.040 --> 00:01:35.440]  一路看下去的時候
[00:01:35.440 --> 00:01:38.680]  我以為我很明白什麼叫彼此相愛
[00:01:38.680 --> 00:01:41.920]  一路看聖經的時候就產生很多問題
[00:01:41.920 --> 00:01:43.480]  在這些問題的掙扎裡面
[00:01:43.480 --> 00:01:46.760]  最後我發現原來還有很多事情我完全沒想過
[00:01:46.760 --> 00:01:48.760]  今天就將我發現的事情告訴你
[00:01:48.760 --> 00:01:49.320]  好嗎?
[00:01:49.320 --> 00:01:50.840]  我們一起來分享
[00:01:50.840 --> 00:01:51.920]  不是我教訓你
[00:01:51.920 --> 00:01:53.200]  是聖經告訴我
[00:01:53.200 --> 00:01:54.600]  我又告訴你
[00:01:54.600 --> 00:01:58.360]  我們大家一起在神的話語裡面尋找
[00:01:58.360 --> 00:02:00.680]  神的話語永遠都精彩的
[00:02:00.680 --> 00:02:02.040]  我講了幾千篇左右
[00:02:02.040 --> 00:02:03.200]  發現永遠都講不完的
[00:02:03.200 --> 00:02:04.640]  不是我有很多東西要講
[00:02:04.640 --> 00:02:06.320]  而是聖經裡面的事情
[00:02:06.320 --> 00:02:07.320]  你想都沒想到
[00:02:07.320 --> 00:02:11.760]  你敢按照聖經、神的話語去了解的話
[00:02:11.760 --> 00:02:13.960]  你總是會發現原來有嶄新的
[00:02:13.960 --> 00:02:15.000]  你沒看過的
[00:02:15.000 --> 00:02:16.560]  沒想過的說話
[00:02:16.560 --> 00:02:18.520]  好,一會兒你看看是不是
[00:02:18.520 --> 00:02:22.280]  第十一節那裡說
[00:02:22.280 --> 00:02:24.280]  我們應當彼此相愛
[00:02:24.280 --> 00:02:26.840]  這就是我們所聽到的最初的訊息
[00:02:26.840 --> 00:02:30.080]  這就是整個的題目的總結
[00:02:30.080 --> 00:02:31.600]  或者一個開頭
[00:02:31.600 --> 00:02:33.720]  我們要講彼此相愛了
[00:02:33.720 --> 00:02:34.560]  約翰說
[00:02:34.560 --> 00:02:36.040]  究竟什麼叫彼此相愛
[00:02:36.040 --> 00:02:38.680]  如何去理解彼此相愛
[00:02:38.680 --> 00:02:41.040]  如何可以彼此相愛呢?
[00:02:41.040 --> 00:02:44.200]  就是第十二節一直到二十四節
[00:02:44.200 --> 00:02:46.840]  那十幾節聖經裡面
[00:02:46.840 --> 00:02:50.360]  跟我們一起所討論的內容
[00:02:50.360 --> 00:02:52.560]  究竟這段聖經裡面說到彼此相愛
[00:02:52.560 --> 00:02:54.760]  想說些什麼呢?
[00:02:54.760 --> 00:02:56.600]  如果剛才你讀的時候
[00:02:56.600 --> 00:02:58.080]  你可能沒有留意
[00:02:58.080 --> 00:03:00.240]  但是我現在告訴你
[00:03:00.240 --> 00:03:01.280]  很明顯的
[00:03:01.280 --> 00:03:03.600]  這段聖經裡面有三方面的
[00:03:03.600 --> 00:03:04.880]  說到彼此相愛
[00:03:04.880 --> 00:03:06.600]  有三段的段落
[00:03:06.600 --> 00:03:09.120]  是說到三個方面的彼此相愛
[00:03:09.120 --> 00:03:12.480]  第一就是十二節一直到十八節
[00:03:12.480 --> 00:03:14.200]  第十二節到第十八節
[00:03:14.200 --> 00:03:16.520]  就算你不是很留意到
[00:03:16.520 --> 00:03:20.600]  或者明白到它是怎麼來龍去脈的邏輯結構
[00:03:20.600 --> 00:03:22.840]  但是你起碼可以留意到
[00:03:22.840 --> 00:03:26.560]  當中有些很重要的重複出現的主題字眼
[00:03:26.560 --> 00:03:27.560]  這是什麼呢?
[00:03:27.560 --> 00:03:32.760]  就是生和死
[00:03:32.760 --> 00:03:34.840]  出死入生
[00:03:34.840 --> 00:03:36.680]  第十四節裡面所說的
[00:03:36.680 --> 00:03:41.000]  愛是出死入生
[00:03:41.000 --> 00:03:44.920]  愛是對人的關係當中
[00:03:44.920 --> 00:03:48.640]  經歷出死入生這個很嚴重的扭轉
[00:03:48.640 --> 00:03:50.800]  愛絕不輕鬆
[00:03:50.800 --> 00:03:51.800]  聖經告訴我們
[00:03:51.800 --> 00:03:54.960]  愛是生死的問題
[00:03:54.960 --> 00:03:55.960]  所以第一樣
[00:03:55.960 --> 00:03:58.360]  我們愛就是當我們跟別人相處的時候
[00:03:58.360 --> 00:04:00.600]  跟我們弟兄、周圍的人
[00:04:00.600 --> 00:04:02.960]  弟兄、姐妹、他人的時候
[00:04:02.960 --> 00:04:07.160]  我們看到一個出死入生的掙扎
[00:04:07.160 --> 00:04:08.560]  這是第一方面
[00:04:08.560 --> 00:04:09.640]  第二方面
[00:04:09.640 --> 00:04:12.080]  十九節到二十二節
[00:04:12.080 --> 00:04:14.800]  十九節到二十二節重點又一轉
[00:04:14.800 --> 00:04:17.320]  重複說了幾次
[00:04:17.320 --> 00:04:21.080]  就是我們的心責備我們
[00:04:21.080 --> 00:04:23.040]  我們的心責備我們
[00:04:23.040 --> 00:04:25.960]  我們的心不責備我們
[00:04:25.960 --> 00:04:32.840]  這個轉到原來愛也是要面對自己的心
[00:04:32.840 --> 00:04:35.760]  愛不單是跟別人的關係
[00:04:35.760 --> 00:04:39.360]  我們要經歷出死入生的掙扎
[00:04:39.360 --> 00:04:44.040]  愛還要看如何面對自己的心
[00:04:44.040 --> 00:04:45.680]  第三段
[00:04:45.680 --> 00:04:48.080]  二十二節到二十四節
[00:04:48.080 --> 00:04:49.680]  主題又轉了
[00:04:49.680 --> 00:04:52.920]  從我們自己的心轉向向上
[00:04:52.920 --> 00:04:58.040]  看見神的命令
[00:04:58.040 --> 00:05:00.760]  仰望神的命令
[00:05:00.760 --> 00:05:03.800]  所以愛有三個面向
[00:05:03.800 --> 00:05:08.720]  一個是我們要看見別人
[00:05:08.720 --> 00:05:12.320]  第二是我們要面對自己
[00:05:12.320 --> 00:05:16.560]  第三是我們要聽從神的吩咐
[00:05:16.560 --> 00:05:17.440]  三個方向
[00:05:17.440 --> 00:05:19.440]  其實很清楚
[00:05:19.440 --> 00:05:22.600]  究竟這三個方向想說些什麼呢?
[00:05:22.600 --> 00:05:29.000]  我們要再進入更深入的聖經裡所說的話
[00:05:29.000 --> 00:05:31.280]  首先我們看第一方面
[00:05:31.280 --> 00:05:32.800]  為什麼聖經說
[00:05:32.800 --> 00:05:35.240]  當我們愛當然是面對別人
[00:05:35.240 --> 00:05:36.800]  我們彼此相愛
[00:05:36.800 --> 00:05:39.520]  特別說到我們弟兄姊妹之間
[00:05:39.520 --> 00:05:41.440]  我們人與人之間的愛
[00:05:41.440 --> 00:05:43.040]  彼此相愛
[00:05:43.040 --> 00:05:48.520]  為什麼將生與死說出來呢?
[00:05:48.520 --> 00:05:50.800]  如果看這段聖經很清楚
[00:05:50.800 --> 00:05:53.520]  整段聖經裡好像有一個對立
[00:05:53.520 --> 00:05:54.560]  兩個方向
[00:05:54.560 --> 00:05:56.800]  我給大家一個形象
