
[00:00:00.000 --> 00:00:03.480]  我們已經進入第三次說題魔太后書
[00:00:03.480 --> 00:00:07.000]  我們說到第二章14至26節
[00:00:07.000 --> 00:00:08.780]  第五頁是我們的大綱
[00:00:08.780 --> 00:00:10.520]  你看到的題目叫做
[00:00:10.520 --> 00:00:17.200]  抗衡戰爭文化堅持作貴重的戲名
[00:00:17.200 --> 00:00:20.000]  有些人說什麼戰爭文化是什麼呢
[00:00:20.000 --> 00:00:22.600]  當然了你和香港脫節你又不知道
[00:00:22.600 --> 00:00:25.800]  幾年前有一齣戲叫做戰爭先生
[00:00:25.800 --> 00:00:28.000]  男主角是陳奕迅
[00:00:28.000 --> 00:00:30.800]  女主角是Trins的Gail
[00:00:30.800 --> 00:00:32.600]  如果你不知道為什麼人家都不知道
[00:00:32.600 --> 00:00:35.000]  那你真的離開了香港很久了
[00:00:35.000 --> 00:00:39.200]  戰爭先生是一齣戲用一個諷刺的手法
[00:00:39.200 --> 00:00:42.000]  說香港一個文化的主流
[00:00:42.000 --> 00:00:45.600]  文化的主流是一種戰爭的文化
[00:00:45.600 --> 00:00:46.800]  什麼叫戰爭呢
[00:00:46.800 --> 00:00:49.400]  就是說你夠賤你夠精
[00:00:49.400 --> 00:00:52.800]  你就可以在香港殺出一條血路了
[00:00:52.800 --> 00:00:57.600]  賤也者就是可以夠膽自私自利
[00:00:57.600 --> 00:01:03.800]  精也者你就可以夠膽為求目的不擇手段
[00:01:03.800 --> 00:01:08.600]  這個就叫戰爭的文化
[00:01:08.600 --> 00:01:11.000]  我相信不單止在香港
[00:01:11.000 --> 00:01:15.200]  在我們加拿大在全世界現在越來越多都是這樣
[00:01:15.200 --> 00:01:16.800]  聖經怎麼看呢
[00:01:16.800 --> 00:01:19.000]  在聖經裡面
[00:01:19.000 --> 00:01:23.200]  保羅說我們面對這個又賤又精
[00:01:23.200 --> 00:01:25.600]  作為價值的一個社會的時候
[00:01:25.600 --> 00:01:28.000]  我們基督徒不是跟著他走
[00:01:28.000 --> 00:01:30.000]  不過我們會面對衝擊
[00:01:30.000 --> 00:01:32.400]  但是我們可以站得穩
[00:01:32.400 --> 00:01:33.600]  所以看這段聖經
[00:01:33.600 --> 00:01:36.400]  你看到第14-18節
[00:01:36.400 --> 00:01:41.400]  特別指著走精靈的文化衝擊底下
[00:01:41.400 --> 00:01:45.200]  我們怎麼可以作為一個仍然有堅持真
[00:01:45.200 --> 00:01:49.200]  和誠信的一種基督徒的生命
[00:01:49.200 --> 00:01:53.200]  19-21節就說到我們面對一個
[00:01:53.200 --> 00:01:56.200]  卑賤的文化
[00:01:56.200 --> 00:02:03.200]  我們可以保持一種高貴的信仰和生命原則
[00:02:03.200 --> 00:02:04.600]  我們試試看
[00:02:04.600 --> 00:02:07.200]  看深入一點究竟說什麼
[00:02:07.200 --> 00:02:09.800]  首先第14-15節那裡
[00:02:09.800 --> 00:02:12.800]  保羅做一個對比
[00:02:12.800 --> 00:02:17.200]  第14節說你不要為言語爭辯
[00:02:17.200 --> 00:02:18.800]  因為這個是沒有意思的
[00:02:18.800 --> 00:02:21.600]  沒有益處的只能夠敗壞聽見的人
[00:02:21.600 --> 00:02:24.600]  第15節就說你要做一個在神面前蒙喜
[00:02:24.600 --> 00:02:26.800]  要做無愧的工人
[00:02:26.800 --> 00:02:30.600]  按照正義分解真理的道
[00:02:30.600 --> 00:02:33.400]  按照正義分解真理的道
[00:02:33.400 --> 00:02:36.400]  這個原來的希臘文的意思
[00:02:36.400 --> 00:02:39.000]  是特別指著一些工匠
[00:02:39.000 --> 00:02:41.200]  一些工人他們建屋的時候
[00:02:41.200 --> 00:02:42.800]  大家知道古代建屋
[00:02:42.800 --> 00:02:44.600]  就用石頭來砌的
[00:02:44.600 --> 00:02:46.400]  但是石頭多數是硬硬的
[00:02:46.400 --> 00:02:47.800]  不同的大小形狀
[00:02:47.800 --> 00:02:50.400]  那些工匠的工作就是要將它削平
[00:02:50.400 --> 00:02:52.400]  所以這個字的意思就是
[00:02:52.400 --> 00:02:56.400]  準確地切割這塊石頭
[00:02:56.400 --> 00:02:58.400]  要很準確的
[00:02:58.400 --> 00:03:01.600]  因為如果太大就等不下那個位置
[00:03:01.600 --> 00:03:04.400]  太小有空隙就會漏水
[00:03:04.400 --> 00:03:06.200]  所以要切得很準確
[00:03:06.200 --> 00:03:08.200]  這代表了一個基督徒
[00:03:08.200 --> 00:03:10.600]  一個需要的身份和一個挑戰
[00:03:10.600 --> 00:03:13.200]  就是我們在真理的面前
[00:03:13.200 --> 00:03:14.200]  神的道
[00:03:14.200 --> 00:03:17.200]  真理的面前我們要很準確地切割
[00:03:17.200 --> 00:03:18.400]  不多不少
[00:03:18.400 --> 00:03:20.000]  是這樣就這樣
[00:03:20.000 --> 00:03:21.800]  不可以投降
[00:03:21.800 --> 00:03:26.000]  他這句話當然對比剛才我們十四節所讀到的
[00:03:26.000 --> 00:03:29.400]  有些人是為了言語爭辯
[00:03:29.400 --> 00:03:31.600]  聖經說你不要學他
[00:03:31.600 --> 00:03:33.200]  你看清楚聖經
[00:03:33.200 --> 00:03:36.800]  聖經不是叫我們基督徒不要爭辯
[00:03:36.800 --> 00:03:39.200]  爭辯是人人都會有的
[00:03:39.200 --> 00:03:42.400]  在社會裡在人生裡有什麼理由不會爭辯
[00:03:42.400 --> 00:03:44.400]  當然不是天天和人爭辯
[00:03:44.400 --> 00:03:48.400]  但是基督徒不是說我們很軟的很和善的
[00:03:48.400 --> 00:03:50.000]  被人欺負就算了沒所謂了
[00:03:50.000 --> 00:03:52.000]  不是我們會爭辯
[00:03:52.000 --> 00:03:56.000]  不過你看清楚聖經說的是什麼原因來爭辯
[00:03:56.000 --> 00:03:58.600]  聖經說不可以為了言語爭辯
[00:03:58.600 --> 00:04:00.200]  什麼叫為了言語爭辯呢
[00:04:00.200 --> 00:04:02.000]  用我們廣東話來說就是
[00:04:02.000 --> 00:04:03.000]  只在爭辯
[00:04:03.000 --> 00:04:05.000]  只在贏對方
[00:04:05.000 --> 00:04:07.000]  大家可能見過這樣的人
[00:04:07.000 --> 00:04:09.400]  和你爭辯一輪你知道他不是為了真理
[00:04:09.400 --> 00:04:11.800]  他為了面子不輸給你
[00:04:11.800 --> 00:04:13.800]  為了贏你而爭辯
[00:04:13.800 --> 00:04:16.000]  聖經說這種做法
[00:04:16.000 --> 00:04:18.000]  就不是我們基督徒的做法
[00:04:18.000 --> 00:04:22.000]  我們基督徒是要看著真理而作出決定
[00:04:22.000 --> 00:04:24.000]  如果真理不在我那裡
[00:04:24.000 --> 00:04:26.000]  我完全可以認輸
[00:04:26.000 --> 00:04:28.000]  真理贏
[00:04:28.000 --> 00:04:30.000]  如果真理在我那邊的時候
[00:04:30.000 --> 00:04:33.000]  我要堅持那個真理
[00:04:33.000 --> 00:04:35.000]  這個就是我們基督徒那種氣質
[00:04:35.000 --> 00:04:37.000]  但是我們發覺我們周圍這個世界
[00:04:37.000 --> 00:04:39.000]  有很多人真的為了爭辯而爭辯
[00:04:39.000 --> 00:04:41.000]  這個不是我們基督徒應該做的
[00:04:41.000 --> 00:04:44.000]  因為在這個所謂爭辯而爭辯的背後
[00:04:44.000 --> 00:04:46.000]  更深的問題就是為了我們的自尊
[00:04:46.000 --> 00:04:48.000]  為了自我為了我們要贏
[00:04:48.000 --> 00:04:50.000]  而只是做一件事
[00:04:50.000 --> 00:04:52.000]  是打低我們
[00:04:52.000 --> 00:04:54.000]  在信仰的尋找路上
[00:04:54.000 --> 00:04:57.000]  我相信我們都需要有這樣的態度
[00:04:57.000 --> 00:04:59.000]  我相信耶穌三十多年
[00:04:59.000 --> 00:05:01.000]  香港無數人傳福音
[00:05:01.000 --> 00:05:03.000]  無數差不多我都夠膽說
[00:05:03.000 --> 00:05:06.000]  問得出來關於基督教的問題
[00:05:06.000 --> 00:05:08.000]  難題我都聽過
[00:05:08.000 --> 00:05:10.000]  我都答過
[00:05:10.000 --> 00:05:11.000]  我站在這裡的時候
[00:05:11.000 --> 00:05:15.000]  我記起幾年前我在多倫多教神學院的時候
[00:05:15.000 --> 00:05:18.000]  有一次我教一科新的科
[00:05:18.000 --> 00:05:20.000]  新的同學進來的時候
[00:05:20.000 --> 00:05:22.000]  突然間有一個同學進來
[00:05:22.000 --> 00:05:23.000]  中國的同學
[00:05:23.000 --> 00:05:24.000]  他來旁聽
[00:05:24.000 --> 00:05:26.000]  哎呀我見到他很開心
[00:05:26.000 --> 00:05:28.000]  二十多年沒見他
[00:05:28.000 --> 00:05:29.000]  想不到他來了多倫多
[00:05:29.000 --> 00:05:31.000]  還讀神學
[00:05:31.000 --> 00:05:32.000]  很開心
[00:05:32.000 --> 00:05:34.000]  這個同學令我記起當初他信耶穌的時候
[00:05:34.000 --> 00:05:36.000]  在香港我和他傳福音的時候
[00:05:36.000 --> 00:05:38.000]  那次他來香港的時候
[00:05:38.000 --> 00:05:39.000]  他都是二十歲左右
[00:05:39.000 --> 00:05:40.000]  很聰明
[00:05:40.000 --> 00:05:41.000]  很帥
[00:05:41.000 --> 00:05:44.000]  打功夫
[00:05:44.000 --> 00:05:46.000]  二十多歲教功夫
[00:05:46.000 --> 00:05:47.000]  很厲害
[00:05:47.000 --> 00:05:49.000]  女孩子的舊象
[00:05:49.000 --> 00:05:51.000]  很聰明
[00:05:51.000 --> 00:05:54.000]  來到禮拜堂就很厲害
[00:05:54.000 --> 00:05:56.000]  打倒所有人
[00:05:56.000 --> 00:05:58.000]  不是他的樣子
[00:05:58.000 --> 00:06:00.000]  問很多難題
[00:06:00.000 --> 00:06:01.000]  個個都搞不定
[00:06:01.000 --> 00:06:03.000]  那時候我剛信耶穌都不是很久
[00:06:03.000 --> 00:06:05.000]  我和他死講
[00:06:05.000 --> 00:06:08.000]  他真的想到基督教難題
[00:06:08.000 --> 00:06:09.000]  他都想到了
[00:06:09.000 --> 00:06:11.000]  你不要說那些苦難
[00:06:11.000 --> 00:06:12.000]  什麼災難
[00:06:12.000 --> 00:06:14.000]  戰爭
[00:06:14.000 --> 00:06:15.000]  不能做到石頭
[00:06:15.000 --> 00:06:17.000]  重到搬不起
[00:06:17.000 --> 00:06:18.000]  諸如此類的
[00:06:18.000 --> 00:06:19.000]  你想到他都問
[00:06:19.000 --> 00:06:21.000]  我和他講完一個星期
[00:06:21.000 --> 00:06:23.000]  下個星期他又問新的
[00:06:23.000 --> 00:06:24.000]  一路講一路講
[00:06:24.000 --> 00:06:25.000]  到有一天
[00:06:25.000 --> 00:06:27.000]  我記得在團計開始之前
[00:06:27.000 --> 00:06:28.000]  他又再問一些問題
[00:06:28.000 --> 00:06:29.000]  我一路回答他的時候
[00:06:29.000 --> 00:06:30.000]  突然間覺得不對勁
[00:06:30.000 --> 00:06:32.000]  那次我記得我因為那時候
[00:06:32.000 --> 00:06:33.000]  我信耶穌都不是很久
[00:06:33.000 --> 00:06:36.000]  我是第一次很大膽的去挑戰對方
[00:06:36.000 --> 00:06:38.000]  我跟著我停在那裡
[00:06:38.000 --> 00:06:39.000]  他再問我一個問題的時候
[00:06:39.000 --> 00:06:41.000]  我停在那裡我問他
[00:06:41.000 --> 00:06:45.000]  我好像覺得你不是在乎問這些問題
[00:06:45.000 --> 00:06:47.000]  你是在逃避你對信仰
