
[00:00:00.000 --> 00:00:05.400]  我們今天繼續講楊芬第五章一至十五節這段經文
[00:00:05.400 --> 00:00:11.120]  在楊芬一至第四章已經講了耶穌公開侍奉一段時間
[00:00:11.120 --> 00:00:16.640]  一班宗教的領袖已經逐漸與耶穌有衝突
[00:00:16.640 --> 00:00:19.480]  他們的反對越來越強烈
[00:00:19.480 --> 00:00:23.280]  在這段經文裡記載耶穌在不時大辭的旁邊
[00:00:23.280 --> 00:00:25.960]  醫治一個病人
[00:00:25.960 --> 00:00:29.080]  在第五章一至第三節講
[00:00:29.080 --> 00:00:32.520]  這是以後到了猶大人的一個節期
[00:00:32.520 --> 00:00:34.360]  耶穌就上耶路撒冷去
[00:00:34.360 --> 00:00:37.760]  在耶路撒冷靠近楊門有一個池子
[00:00:37.760 --> 00:00:40.480]  希伯來話叫「不時大」
[00:00:40.480 --> 00:00:42.520]  旁邊有五個囊子
[00:00:42.520 --> 00:00:47.920]  裡面躺著黑眼的、渠腿的、血氣枯乾的許多病人
[00:00:47.920 --> 00:00:52.040]  有古卷在此有等候水洞
[00:00:52.040 --> 00:00:56.320]  因為有天使按時下池子搞動那水
[00:00:56.320 --> 00:00:59.040]  水洞之後誰先下去
[00:00:59.040 --> 00:01:02.120]  無論害什麼病就傳預料
[00:01:02.120 --> 00:01:03.880]  事實上可以說
[00:01:03.880 --> 00:01:06.400]  約翰在這裡講這個節期
[00:01:06.400 --> 00:01:08.120]  耶穌行了一個神蹟
[00:01:08.120 --> 00:01:09.880]  但是這是什麼節期呢
[00:01:09.880 --> 00:01:11.240]  約翰就沒有講
[00:01:11.240 --> 00:01:14.440]  在這段樣方裡面
[00:01:14.440 --> 00:01:18.760]  當約翰去講某個節期和耶穌的行動
[00:01:18.760 --> 00:01:20.160]  通常都有關係
[00:01:20.160 --> 00:01:23.440]  耶穌行動和節期有一定的聯繫在裡面
[00:01:23.440 --> 00:01:26.880]  但是在這裡可以說約翰沒有講明
[00:01:26.880 --> 00:01:33.120]  所以也許約翰這個節期和耶穌的行動
[00:01:33.120 --> 00:01:36.120]  是沒有一個很相關性的關係
[00:01:36.120 --> 00:01:37.600]  所以約翰就沒有講了
[00:01:37.600 --> 00:01:42.920]  所以也許這只是一個時間性的表達
[00:01:42.920 --> 00:01:45.080]  在這裡去解釋
[00:01:45.080 --> 00:01:47.840]  耶穌為什麼會在耶路撒裡面
[00:01:47.840 --> 00:01:51.040]  他可能就是來到當中去過一個節期
[00:01:51.040 --> 00:01:53.920]  然後在第二節到第四節裡面
[00:01:53.920 --> 00:01:57.320]  在講不視大池這個地方
[00:01:57.320 --> 00:01:59.360]  這個囊子裡面有個遮蔽
[00:01:59.360 --> 00:02:01.400]  躺著很多的病人
[00:02:01.400 --> 00:02:05.000]  可以說從第七節
[00:02:05.000 --> 00:02:06.680]  我們也看到這個池水
[00:02:06.680 --> 00:02:11.680]  偶爾會有一個動的狀態
[00:02:11.680 --> 00:02:15.880]  從考古的發現我們得知
[00:02:15.880 --> 00:02:17.320]  這個池應該有兩個
[00:02:17.320 --> 00:02:19.160]  不視大池有兩個池子
[00:02:19.160 --> 00:02:22.080]  是由一個很大的蓑水庫裡面
[00:02:22.080 --> 00:02:25.440]  流下來的一些池水
[00:02:25.440 --> 00:02:28.960]  在這個過程當中
[00:02:28.960 --> 00:02:30.640]  可能在某些時間
[00:02:30.640 --> 00:02:34.600]  這些水就會有一些的動在裡面
[00:02:34.600 --> 00:02:36.760]  一些古代的證據
[00:02:36.760 --> 00:02:39.080]  去講這些水是紅色的
[00:02:39.080 --> 00:02:41.400]  可能是認為有療效
[00:02:41.400 --> 00:02:45.680]  這些泉水可能含有一些鐵礦的成分
[00:02:45.680 --> 00:02:48.840]  在第五至第八節繼續這樣記載
[00:02:48.840 --> 00:02:51.720]  在那裡有一個人病了三十八年
[00:02:51.720 --> 00:02:53.560]  耶穌看見他躺著
[00:02:53.560 --> 00:02:55.160]  知道他病了許久
[00:02:55.160 --> 00:02:57.400]  就問他說你要痊癒嗎
[00:02:57.400 --> 00:02:58.400]  病人回答說
[00:02:58.400 --> 00:03:00.440]  先生水凍的時候
[00:03:00.440 --> 00:03:02.760]  沒有人把我放在池子裡
[00:03:02.760 --> 00:03:03.880]  我靜去的時候
[00:03:03.880 --> 00:03:05.920]  就有別人讓我先下去
[00:03:05.920 --> 00:03:09.480]  耶穌對他說起來拿你的玉子走吧
[00:03:09.480 --> 00:03:14.040]  那人立刻痊癒就拿起玉子來走了
[00:03:14.040 --> 00:03:19.040]  約翰告訴我們這個人已經病了三十八年
[00:03:19.040 --> 00:03:21.320]  在這麼多年來
[00:03:21.320 --> 00:03:24.600]  可能他每一天都被人帶到這個廊下
[00:03:24.600 --> 00:03:26.840]  他應該會預期
[00:03:26.840 --> 00:03:30.320]  當那個池水有被動的時候
[00:03:30.320 --> 00:03:33.480]  他可以被人帶到這個池水裡面
[00:03:33.480 --> 00:03:36.400]  第一個下去的人就可以得到痊癒
[00:03:36.400 --> 00:03:40.040]  在這裡約翰沒有講明這個人的病因是什麼
[00:03:40.040 --> 00:03:42.280]  但是從第七節
[00:03:42.280 --> 00:03:45.960]  我們可以知道這個人應該是癱瘓或者是瘸腿
[00:03:45.960 --> 00:03:47.160]  他身體太虛弱
[00:03:47.160 --> 00:03:50.600]  自己不可以去到這個池水當中
[00:03:50.600 --> 00:03:54.400]  第六第七節可以說是記載
[00:03:54.400 --> 00:03:57.560]  和馬可夫欽第二章
[00:03:57.560 --> 00:04:00.400]  一至十二節記載的癱子是很不同的
[00:04:00.400 --> 00:04:02.520]  那個人是由別人
[00:04:02.520 --> 00:04:03.880]  是他的朋友
[00:04:03.880 --> 00:04:05.160]  拆了屋頂
[00:04:05.160 --> 00:04:07.240]  將他從屋頂裡面放下來
[00:04:07.240 --> 00:04:10.440]  去到耶穌的面前求耶穌的醫治
[00:04:10.440 --> 00:04:15.600]  但是這個人是耶穌在很多的病人當中選出來的
[00:04:15.600 --> 00:04:16.760]  在這裡也表明
[00:04:16.760 --> 00:04:19.280]  耶穌擁有了主動權
[00:04:19.280 --> 00:04:22.720]  他主動去醫治誰就醫治誰
[00:04:22.720 --> 00:04:25.400]  講出了耶穌這個權柄
[00:04:25.400 --> 00:04:27.760]  耶穌跟他說你要痊癒嗎
[00:04:27.760 --> 00:04:30.840]  在約翰的筆下他說
[00:04:30.840 --> 00:04:34.680]  耶穌經常用簡潔扼要的方式去提出一些建議
[00:04:34.680 --> 00:04:35.920]  在這裡跟人一樣
[00:04:35.920 --> 00:04:38.440]  他問一個病人你要痊癒嗎
[00:04:38.440 --> 00:04:44.040]  這個病人當然好像一個普通人的信念一樣
[00:04:44.040 --> 00:04:46.040]  其實為什麼他在這裡
[00:04:46.040 --> 00:04:48.680]  就是因為他想等池水動的時候
[00:04:48.680 --> 00:04:51.360]  他可以下去自己得醫治
[00:04:51.360 --> 00:04:55.200]  所以他在這裡看到有人
[00:04:55.200 --> 00:04:56.920]  或者耶穌問他一個問題
[00:04:56.920 --> 00:05:01.160]  他心中其實也有很多發牢騷
[00:05:01.160 --> 00:05:05.720]  你問這個問題是不是有一點點的多餘呢
[00:05:05.720 --> 00:05:07.520]  我當然想醫治
[00:05:07.520 --> 00:05:09.320]  誰不想醫治呢
[00:05:09.320 --> 00:05:16.480]  但是他在這裡也回答說他想醫治
[00:05:16.480 --> 00:05:22.640]  所以耶穌在這裡聽到他這個回應之後
[00:05:22.640 --> 00:05:26.520]  他意願可以說通過了耶穌對他的測試
[00:05:26.520 --> 00:05:28.600]  既然你想醫治的時候
[00:05:28.600 --> 00:05:30.480]  這樣我就醫治你
[00:05:30.480 --> 00:05:31.880]  第八第九節那裡
[00:05:31.880 --> 00:05:36.360]  耶穌就用了大可以說滿有能力的說話去醫治這個人
[00:05:36.360 --> 00:05:39.200]  很簡短的說起來
[00:05:39.200 --> 00:05:45.840]  一句話可以說顯露了上帝的兒子耶穌的身份
[00:05:45.840 --> 00:05:50.120]  在末日的時候有大能的能力降臨
[00:05:50.120 --> 00:05:52.440]  去醫治有疾病的人
[00:05:52.440 --> 00:05:56.400]  在楊芳第五章28 29節同樣地記載
[00:05:56.400 --> 00:05:59.200]  你們不要把這事看為稀奇
[00:05:59.200 --> 00:06:00.320]  時候要到
[00:06:00.320 --> 00:06:03.320]  凡在墳墓裡的都要聽見他的聲音
[00:06:03.320 --> 00:06:04.080]  就出來
[00:06:04.080 --> 00:06:09.200]  行善的復活得身 作惡的復活定罪
[00:06:09.200 --> 00:06:13.040]  在這個時候可以說耶穌藉著他的話語
[00:06:13.040 --> 00:06:14.800]  顯出他的能力
[00:06:14.800 --> 00:06:16.720]  顯出他的身份
[00:06:16.720 --> 00:06:18.360]  我實實在在的告訴你們
[00:06:18.360 --> 00:06:20.600]  時候將到現在就是了
[00:06:20.600 --> 00:06:23.160]  死人要聽見神兒子的聲音
[00:06:23.160 --> 00:06:25.520]  聽見職人就活了
[00:06:25.520 --> 00:06:31.040]  耶穌的說話就吩咐那個人拿你的玉子走吧
[00:06:31.040 --> 00:06:36.920]  這個玉子通常是用一些蜜桿去製作的
[00:06:36.920 --> 00:06:38.080]  是很輕巧的
[00:06:38.080 --> 00:06:39.320]  可以捲起來
[00:06:39.320 --> 00:06:42.640]  放一些健康的人放在肩膀上
[00:06:42.640 --> 00:06:44.240]  也是可以的
[00:06:44.240 --> 00:06:45.840]  得到醫治的這個人
[00:06:45.840 --> 00:06:47.600]  他不是搖搖晃晃
[00:06:47.600 --> 00:06:49.280]  不穩陣
[00:06:49.280 --> 00:06:52.120]  他是很快的起身
[00:06:52.120 --> 00:06:54.720]  拿起這個玉子就走了
[00:06:54.720 --> 00:06:59.520]  也代表著這個人是完完全全得到一個醫治
[00:06:59.520 --> 00:07:02.640]  這個人已經病了38年
[00:07:02.640 --> 00:07:05.480]  疾病對他來說相當的沉重
[00:07:05.480 --> 00:07:06.600]  但是現在這一刻
[00:07:06.600 --> 00:07:08.040]  他就帶著這個床褥
[00:07:08.040 --> 00:07:09.320]  很照樣的
[00:07:09.320 --> 00:07:13.800]  可以說很穩定的就去走了
[00:07:13.800 --> 00:07:16.720]  但是醫治這個疾病在什麼時候呢
[00:07:16.720 --> 00:07:18.880]  十至十三節這樣記載
[00:07:18.880 --> 00:07:20.120]  那天是安息日
[00:07:20.120 --> 00:07:22.680]  所以猶太人對醫好的人說
[00:07:22.680 --> 00:07:23.760]  今天是安息日
[00:07:23.760 --> 00:07:25.960]  你拿玉子是不可的
[00:07:25.960 --> 00:07:27.120]  他卻回答說
[00:07:27.120 --> 00:07:30.000]  那使我存譽的對我說
[00:07:30.000 --> 00:07:32.000]  拿你的玉子走吧
[00:07:32.000 --> 00:07:33.080]  他們問他說
[00:07:33.080 --> 00:07:36.640]  對你說拿玉子走的是什麼人
[00:07:36.640 --> 00:07:39.040]  那醫好的人不知道是誰
[00:07:39.040 --> 00:07:40.560]  因為那裡的人多
[00:07:40.560 --> 00:07:45.320]  耶穌已經躲開了
[00:07:45.320 --> 00:07:47.560]  約翰很簡短的提及
[00:07:47.560 --> 00:07:49.280]  這個發生的事件
[00:07:49.280 --> 00:07:51.120]  是在安息日
[00:07:51.120 --> 00:07:55.880]  藉此去鋪陳接下來的一幫宗教領袖
[00:07:55.880 --> 00:07:58.120]  對這個醫好的病人
[00:07:58.120 --> 00:08:00.040]  被耶穌醫好的病人的質問
[00:08:00.040 --> 00:08:01.760]  成為一個背景
[00:08:01.760 --> 00:08:03.520]  在耶穌的侍奉當中
[00:08:03.520 --> 00:08:05.200]  其實有很多的事
[00:08:05.200 --> 00:08:06.360]  很多的事件
[00:08:06.360 --> 00:08:09.320]  都觸發了和安息日有關的爭議
[00:08:09.320 --> 00:08:13.760]  這個醫病的事件就是其中的一個
[00:08:13.760 --> 00:08:16.120]  在這本書的
[00:08:16.120 --> 00:08:17.640]  以後的結構當中
[00:08:17.640 --> 00:08:20.520]  將一個特殊的事跡放在這裡
[00:08:20.520 --> 00:08:21.960]  部分的原因
[00:08:21.960 --> 00:08:26.240]  是藉著這個事件去證實
[00:08:26.240 --> 00:08:32.240]  耶穌藉著他發出的聲音
[00:08:32.240 --> 00:08:34.720]  或者一個命令
[00:08:34.720 --> 00:08:39.400]  就可以讓這個病人得到醫治
[00:08:39.400 --> 00:08:40.400]  部分的原因
[00:08:40.400 --> 00:08:43.840]  也是因為這件事件和安息日有關
[00:08:43.840 --> 00:08:47.640]  和安息日一般的操作
[00:08:47.640 --> 00:08:49.280]  是有一個衝突的
[00:08:49.280 --> 00:08:51.680]  而且可以說藉著這個事件
[00:08:51.680 --> 00:08:55.880]  更加讓人認識耶穌自己的身份
[00:08:55.880 --> 00:09:01.200]  所有的方書的一些描述
[00:09:01.200 --> 00:09:04.160]  耶穌和很多猶大的宗教領袖之間
[00:09:04.160 --> 00:09:09.440]  很多時候都是為了安息日的事件
[00:09:09.440 --> 00:09:11.120]  而有很多的爭論
[00:09:11.120 --> 00:09:14.040]  以及很多尖銳的
[00:09:14.040 --> 00:09:16.320]  大家的矛盾和衝突在裡面
