
[00:00:00.000 --> 00:00:07.000]  聽姐妹平安,我們很快就去到11月了,接近年底了。
[00:00:07.000 --> 00:00:15.000]  在年中和大家就著,教會的需要,領受了生命記的訊息。
[00:00:15.000 --> 00:00:19.000]  當然生命記三十多張,就不可能逐一講了。
[00:00:19.000 --> 00:00:23.000]  在結構裏面,一些重點和大家分享了生命記。
[00:00:23.000 --> 00:00:27.000]  大家放心,今年講生命記,我最後一次了。
[00:00:27.000 --> 00:00:30.000]  下月不講生命記了。
[00:00:30.000 --> 00:00:37.000]  發覺摩西寫生命記,一般都相信是他所寫的。
[00:00:37.000 --> 00:00:40.000]  但是很長很沉,很重複。
[00:00:40.000 --> 00:00:43.000]  為什麼呢?當然是有原因的。
[00:00:43.000 --> 00:00:52.000]  不過今天講到題目生命,納命,納就是想起我們關於納若,我們和神是納若的關係。
[00:00:52.000 --> 00:00:58.000]  你有沒有和人納若?有,買賣的時間,可能有些約。
[00:00:58.000 --> 00:01:02.000]  其實你和神有沒有納若?有的。
[00:01:02.000 --> 00:01:07.000]  下星期日,我們是29屆的洗禮。
[00:01:07.000 --> 00:01:15.000]  中間很多弟兄姐妹都洗了禮,你和神洗禮的時間都好像很清楚,很具體的儀式。
[00:01:15.000 --> 00:01:19.000]  現在很喜歡講儀式感,和你納若,很清楚。
[00:01:19.000 --> 00:01:24.000]  不過你之前決戰聖主其實已經做了納若,我願意跟從他一生。
[00:01:24.000 --> 00:01:35.000]  不過按照聖經的吩咐,我們洗禮的時間更加是一個很具體可見的記號,在神人面前做見證。
[00:01:35.000 --> 00:01:41.000]  所以你洗禮的頂時,你記不記得很久了,好像我都幾十年了。
[00:01:41.000 --> 00:01:52.000]  記不記得當時那一天是怎樣的呢?很緊張,很興奮,很感恩,很熱血還是怎樣呢?想一想。
[00:01:52.000 --> 00:01:59.000]  今天這個納若不是單單你和神,是整個群體,基督的身體是教會。
[00:01:59.000 --> 00:02:09.000]  所以這個納若在經文或生命記裏面講到,神和納若都是整個群體的一個關連,不單單是你自己。
[00:02:09.000 --> 00:02:23.000]  過去的生命記裏面我們看到一個旅程,我視之為一個旅程,圍繞著四邊廣章,最後講摩西離世和祝福。
[00:02:23.000 --> 00:02:34.000]  這個旅程你既可以信靠祂經歷得勝,以至你實在是打仗得勝,即是今天我們都是生命雖遠,去靠著得勝。
[00:02:34.000 --> 00:02:52.000]  要信服祂,蒙福,祂應許。上一次講到,遵守祂的法則,我們很多社會不同的條例,其實人心安定最重要是你去遵守祂吩咐法則,或者背後的正義。
[00:02:52.000 --> 00:03:14.000]  最後第四篇廣章,其實第四篇廣章都是講到納若、守若、蒙福。之前講到摩西由始至終在生命記都是重複地講到,你要謹守遵行祂的話語,要盡心盡性盡義盡力愛祢的神,在第六章第十一章是其中的重中之重。
[00:03:14.000 --> 00:03:22.000]  並且世代相傳,其實六章十一章到如今到這裡都是想講一個這樣。
[00:03:22.000 --> 00:03:41.000]  很集中,其實整個第四篇廣章都涉及很多的章數,為什麼講今天三十章呢?其實在結構裡面看見,其實最後都是呼籲相信跟隨祂的百姓,要去信服,好,這些只是參考。
[00:03:41.000 --> 00:04:04.000]  我們最後加上經文,這個信服上帝的事情,我們剛才講的洗禮都是表示你是我信獨一的主,我嚴肅的決定,很喜樂的見證,是因為你跟神的納若,你接受了祂並且願意一生跟從祂,永不回頭。
[00:04:04.000 --> 00:04:24.000]  所以在三十章,即摩西十一至二十節,今天分享經文,提到一個事情,當我們跟隨神,你可能會覺得有很多挑戰,或者你信著那一刻,有些人想了很久,掙扎了很久,不過神最後感動他,好了,信心踏上。
[00:04:24.000 --> 00:04:46.000]  可能很多考慮,太多原因,我不重複了,有人可能是他的背景問題,他的家族,有人他個人覺得不想放棄某些事情,或者覺得信了主會不會失去了很多東西,最後發覺最大、最寶貴、最值得就是跟隨神,好了,決志。
[00:04:46.000 --> 00:05:15.000]  但你信了主也好,你仍然可能會有很多掙扎,包括我相信摩西也感受到當時他們一群百姓子民,也想,也願意,不過可能有些看法覺得很困難,你經常叫我們守戒命,所以在這裡摩西就說十一節,我今天所吩咐你的戒命,神的戒命不是難的,不是離你們很遠的。
[00:05:15.000 --> 00:05:41.000]  第十四節說是離你們甚近的,在口中、心裡,並且可以遵行。中間他引述一些說法,就是說不是在天的,也不是在海的,其實是在說天和海表示一個距離很遠或者很難,天根本我們飛不到上天,拿不到,下海我們又不可測,我們不知道,怎麼可以遵行呢?
[00:05:41.000 --> 00:06:10.000]  我們有一點距離,但摩西很清楚地說,勸勉他們守約,遵行是實踐,是可以,價值是重要的。神的戒命是不是難遵行呢?或者什麼原因呢?可能是我們不知道的時候就不知道遵行,但我們知道的時候,我們卻是明白,我們靠神,或者我們新約更加提到聖靈在我們信主一刻成為我們保衛師,幫助我們遵行。
[00:06:10.000 --> 00:06:39.000]  即使你仍然覺得個人信主經歷神之後,我都好像不適宜靠神,或者不知道怎麼遵行,是正常的,有時候我們就停在那裡,其實需要努力,成聖需要用功夫,需要不斷學習,經歷,更重要聖經說常存在心裡,不要停止成長,崇拜以外有沒有一些系統的學習呢?
[00:06:39.000 --> 00:06:47.000]  我很感恩很多小組都很重視,炒聖經,或者甚至花時間去學習,是不可缺少的。
[00:06:47.000 --> 00:07:03.000]  一起守戒命,上一次也分享過,難是群體去守,有些人喜歡一個人去做事,你給我做,我按時間交給你,但一班人去做事,無論讀書到做事,有時候很囉嗦。
[00:07:03.000 --> 00:07:32.000]  我們最近一個落地工作坊,分了六組做一些落區的實驗,發現那個組很開心,但也有機會有意見爭拗,或者不同的看法,但是一個過程,一起守戒命,有時候是群體重新做一件事,不過這裡正是這樣,摩西也勸勉,守戒命不是爛的,不是軟的,不是給個別的。
[00:07:32.000 --> 00:07:39.000]  是要整個群體一起,不是在天上,不是在海外,是很近可以進行的。
[00:07:39.000 --> 00:07:54.000]  我最近預備一個經文去思考,或者反思自己的工作,或者侍奉,有些姐妹也會認識我的工作,知道我的工作是要做什麼的事情。
[00:07:54.000 --> 00:08:12.000]  我最近有一個提醒,其實我的工作是很容易的,應該,因為夢照,神呼召你去做,神保守你,並且我可以侍奉,要依靠神。
[00:08:12.000 --> 00:08:26.000]  我侍奉容易的,不過有沒有困難?有的,我最大的困難,不是工作多,不是工作困難,不是壓力大,我最大的困難是依靠神。
[00:08:26.000 --> 00:08:36.000]  你有沒有聽錯,我最大的困難是依靠神。難的依靠神,因為你依靠神,知道是什麼事嗎?是單純的依靠神。
[00:08:36.000 --> 00:08:55.000]  因為依靠神,你是一個屬靈生命的狀態,有意象,有使命,會尋求他的心意,會信心,會信服他,會放下自己,要謙卑自己。
[00:08:55.000 --> 00:09:08.000]  原來依靠神,我自己認為是最難的事。依靠神不是其中一個土造了的宗教程序,作一個法就等於依靠神。
[00:09:08.000 --> 00:09:20.000]  人性的自我中心,由未信主到信了主,都有一種偏向滿足自己,偏向依靠自己的情況。
[00:09:20.000 --> 00:09:30.000]  我們其實是習慣了不依靠神,依靠人我們都不想,自己可以的,有信心,都是好的。
[00:09:30.000 --> 00:09:38.000]  熱心,究竟是血氣,有時候就變成我們要內在的生命。
[00:09:38.000 --> 00:09:44.000]  依靠神是有剛才那種狀態,信服神,並且放下自己。
[00:09:44.000 --> 00:09:54.000]  人性的中心一種情況,單憑自己的能力,我們依靠神都做不到,是要信服聖靈引導我們。
[00:09:54.000 --> 00:10:08.000]  因為這樣說,人大了,經驗多了,就算你侍奉也是,反而對神少了一種單純的信心,信任,自己搞定就算了。
[00:10:08.000 --> 00:10:18.000]  有時候,我們都雜質沙石,不知不覺不再依靠神,可能好像祈禱一樣,都是口說依靠神,但實際上不是。
