
[00:00:00.000 --> 00:00:05.840]  我們今天思想的是驕傲自恃和行善
[00:00:05.840 --> 00:00:07.840]  二者之間很多的關係
[00:00:07.840 --> 00:00:09.840]  講到驕傲大家可能會記得
[00:00:09.840 --> 00:00:11.840]  我們在教會裏面
[00:00:11.840 --> 00:00:13.840]  很經常提及一節經文
[00:00:13.840 --> 00:00:16.840]  就是《雅各書》裏面的第四章第六節
[00:00:16.840 --> 00:00:19.840]  這節經文我們很多場合都會提及
[00:00:19.840 --> 00:00:21.840]  就是聖經所講
[00:00:21.840 --> 00:00:24.840]  神抵擋驕傲的人
[00:00:24.840 --> 00:00:27.840]  恃恩及謙卑的人
[00:00:27.840 --> 00:00:30.840]  上帝抵擋驕傲的人
[00:00:30.840 --> 00:00:34.840]  但是以謙卑的人為他恃恩的對象
[00:00:34.840 --> 00:00:37.840]  亦都意味著唯有謙卑的人
[00:00:37.840 --> 00:00:40.840]  才會承受恩典
[00:00:40.840 --> 00:00:43.840]  驕傲的人不能夠承受恩典
[00:00:43.840 --> 00:00:46.840]  同時成為了神所敵對的人
[00:00:46.840 --> 00:00:50.840]  聖經裏面很嚴肅地講這件事情
[00:00:50.840 --> 00:00:54.840]  驕傲的心是不能夠討神的喜悅
[00:00:54.840 --> 00:00:58.840]  亦都因此不能夠行神的道
[00:00:58.840 --> 00:01:01.840]  當我們讀到這些經文的時候
[00:01:01.840 --> 00:01:04.840]  就會明白聖經所講述的這種驕傲
[00:01:04.840 --> 00:01:06.840]  不單止是講你對人驕傲
[00:01:06.840 --> 00:01:08.840]  而是對神驕傲
[00:01:08.840 --> 00:01:10.840]  這是最大的驕傲
[00:01:10.840 --> 00:01:13.840]  因為你可以去掌控一切
[00:01:13.840 --> 00:01:15.840]  你可以操控自己人生
[00:01:15.840 --> 00:01:17.840]  你為我搞得如何
[00:01:17.840 --> 00:01:19.840]  但是在過程當中
[00:01:19.840 --> 00:01:22.840]  發覺當對神驕傲的時候
[00:01:22.840 --> 00:01:25.840]  這個人變得很自恃
[00:01:25.840 --> 00:01:29.840]  亦都不會有那種力量
[00:01:29.840 --> 00:01:31.840]  可以行神自己的路
[00:01:31.840 --> 00:01:34.840]  因此當我們讀這段經文的時候
[00:01:34.840 --> 00:01:36.840]  我們心裏面的祈禱就是
[00:01:36.840 --> 00:01:39.840]  求神給我們一顆誠實謙卑的心
[00:01:39.840 --> 00:01:40.840]  來跟隨上帝
[00:01:40.840 --> 00:01:43.840]  一路來跟隨他
[00:01:43.840 --> 00:01:46.840]  聖經一開始的第十三節
[00:01:46.840 --> 00:01:49.840]  就提到很多信徒
[00:01:49.840 --> 00:01:52.840]  可能會有的一種對生活的看法
[00:01:52.840 --> 00:01:54.840]  所以十三節「你們說」
[00:01:54.840 --> 00:01:57.840]  這裏「你們」相對於前面第十一節
[00:01:57.840 --> 00:01:59.840]  都是在講驕傲
[00:01:59.840 --> 00:02:04.840]  當時聖經雅各就對當時的驕傲說
[00:02:04.840 --> 00:02:08.840]  「今天或明天我們要到某城去
[00:02:08.840 --> 00:02:12.840]  在那裏住一年作生意賺錢
[00:02:12.840 --> 00:02:15.840]  其實明天怎樣你們並不知道
[00:02:15.840 --> 00:02:18.840]  你們的生命是什麼呢?」
[00:02:18.840 --> 00:02:22.840]  當時的弟兄姊妹他們有一些會這樣說
[00:02:22.840 --> 00:02:25.840]  「我能夠去計劃我將來
[00:02:25.840 --> 00:02:28.840]  我無論去那裏留多久
[00:02:28.840 --> 00:02:30.840]  做些什麼 會得到什麼
[00:02:30.840 --> 00:02:33.840]  都完全在我計劃之內
[00:02:33.840 --> 00:02:38.840]  我可以去決定自己將來會怎樣」
[00:02:38.840 --> 00:02:40.840]  當這樣說的時候
[00:02:40.840 --> 00:02:41.840]  雅各就提醒
[00:02:41.840 --> 00:02:44.840]  其實有兩件事情是完全不知道的
[00:02:44.840 --> 00:02:45.840]  第一件事情
[00:02:45.840 --> 00:02:47.840]  明天會如何
[00:02:47.840 --> 00:02:50.840]  你今天是否會知道
[00:02:50.840 --> 00:02:54.840]  你的生命明天會怎樣
[00:02:54.840 --> 00:02:56.840]  你會不會知道
[00:02:56.840 --> 00:03:00.840]  一個很直接的訊問
[00:03:00.840 --> 00:03:03.840]  我們很快就會體會
[00:03:03.840 --> 00:03:05.840]  其實我們真的不知道
[00:03:05.840 --> 00:03:08.840]  剛剛這段時間大家常常看新聞
[00:03:08.840 --> 00:03:12.840]  就會看到不斷報導意大利的消息
[00:03:12.840 --> 00:03:14.840]  大家知道
[00:03:14.840 --> 00:03:16.840]  一條五十年的橋
[00:03:16.840 --> 00:03:19.840]  多年來很多人在上面經過
[00:03:19.840 --> 00:03:21.840]  但突然間意想不到
[00:03:21.840 --> 00:03:23.840]  這條橋的中間一段
[00:03:23.840 --> 00:03:26.840]  突然間整段倒塌下來
[00:03:26.840 --> 00:03:30.840]  裏面的人帶車就掉下去
[00:03:30.840 --> 00:03:33.840]  報導說有最少四十二個人死亡
[00:03:33.840 --> 00:03:36.840]  很多人重傷
[00:03:36.840 --> 00:03:37.840]  我想很多人都會很驚訝
[00:03:37.840 --> 00:03:40.840]  因為他們經常經過那條天橋
[00:03:40.840 --> 00:03:44.840]  但為什麼今天突然間會倒下去
[00:03:44.840 --> 00:03:46.840]  甚至昨天在看新聞的時候
[00:03:46.840 --> 00:03:49.840]  說到很多家人很傷心
[00:03:49.840 --> 00:03:54.840]  沒有想過身邊的人突然間會消失
[00:03:54.840 --> 00:03:57.840]  這些事情我們常常都會看到聽到
[00:03:57.840 --> 00:04:00.840]  就是有太多明天發生的事情
[00:04:00.840 --> 00:04:03.840]  我們不會知道
[00:04:03.840 --> 00:04:05.840]  另一件事情我想起一位弟兄
[00:04:05.840 --> 00:04:10.840]  這位弟兄過去工作很勤奮
[00:04:10.840 --> 00:04:14.840]  他很快就累積了不少金錢
[00:04:14.840 --> 00:04:16.840]  差不多五十歲的時候
[00:04:16.840 --> 00:04:19.840]  他就計劃五十歲可以退休
[00:04:19.840 --> 00:04:22.840]  將來生活完全沒有問題
[00:04:22.840 --> 00:04:24.840]  然後他就很想在退休之後
[00:04:24.840 --> 00:04:27.840]  做些什麼做些什麼
[00:04:27.840 --> 00:04:31.840]  但完全想不到當他五十歲退休那一年
[00:04:31.840 --> 00:04:36.840]  突然間就發覺自己患了急性重病
[00:04:36.840 --> 00:04:41.840]  在退休同年他就過世了
[00:04:41.840 --> 00:04:43.840]  當我想起這位弟兄的時候
[00:04:43.840 --> 00:04:48.840]  我就想有太多事情是我們不能預計
[00:04:48.840 --> 00:04:51.840]  不是我們能夠控制的事情
[00:04:51.840 --> 00:04:55.840]  耶穌已經告訴我們不要對神自誇
[00:04:55.840 --> 00:04:58.840]  以為你可以掌握自己的人生
[00:04:58.840 --> 00:05:03.840]  以為你可以自己知道怎樣去處理
[00:05:03.840 --> 00:05:06.840]  這位弟兄就反而說
[00:05:06.840 --> 00:05:09.840]  在下面第十五節繼續說
[00:05:09.840 --> 00:05:13.840]  「你們賭不如說
[00:05:13.840 --> 00:05:16.840]  主若願意我們就可以活著
[00:05:16.840 --> 00:05:20.840]  作者是或作那是
[00:05:20.840 --> 00:05:22.840]  在內心裡很清楚承認
[00:05:22.840 --> 00:05:24.840]  上帝在這個人世間
[00:05:24.840 --> 00:05:26.840]  在我的生命當中掌權
[00:05:26.840 --> 00:05:31.840]  因此承認一切所能夠做的存在乎神
[00:05:31.840 --> 00:05:34.840]  主若願意就可以做到
[00:05:34.840 --> 00:05:36.840]  完全在祂的掌權當中
[00:05:36.840 --> 00:05:40.840]  而我們自己是沒有什麼可誇的地方
[00:05:40.840 --> 00:05:43.840]  是沒有什麼可以誇口
[00:05:43.840 --> 00:05:45.840]  是我的聰明
[00:05:45.840 --> 00:05:49.840]  是我自己的雄才偉略
[00:05:49.840 --> 00:05:51.840]  成就這些事情
[00:05:51.840 --> 00:05:53.840]  在當中只能夠說
[00:05:53.840 --> 00:05:55.840]  主若願意我可以做這件事
[00:05:55.840 --> 00:05:57.840]  做那一件事
[00:05:57.840 --> 00:06:00.840]  全部都是因典
[00:06:00.840 --> 00:06:03.840]  我記得有一次聽到一位姊妹
[00:06:03.840 --> 00:06:07.840]  她住在美國紐約
[00:06:07.840 --> 00:06:11.840]  這位姊妹是義務女傳道
[00:06:11.840 --> 00:06:13.840]  在一間教會服侍
[00:06:13.840 --> 00:06:15.840]  她告訴我一件事
[00:06:15.840 --> 00:06:18.840]  她說其實我今天能夠做的
[00:06:18.840 --> 00:06:20.840]  完全是神的恩典
[00:06:20.840 --> 00:06:22.840]  她這樣說我再次追問她
[00:06:22.840 --> 00:06:25.840]  她說你記不記得911事件
[00:06:25.840 --> 00:06:27.840]  大家都知道
[00:06:27.840 --> 00:06:34.840]  911事件當時美國這兩座貿易的大廈
[00:06:34.840 --> 00:06:38.840]  被撞倒的處境
[00:06:38.840 --> 00:06:41.840]  她說當時我在上面上班
[00:06:41.840 --> 00:06:43.840]  但是在這件事發生之前
[00:06:43.840 --> 00:06:45.840]  我的老闆突然跟我說
[00:06:45.840 --> 00:06:47.840]  調我去第二個部門
[00:06:47.840 --> 00:06:49.840]  我就接受了
[00:06:49.840 --> 00:06:53.840]  但是去到之後發現這個部門很忙碌
[00:06:53.840 --> 00:06:55.840]  他整個生活都改變了
[00:06:55.840 --> 00:06:57.840]  他每六天都要上班
[00:06:57.840 --> 00:06:59.840]  不能夠再回到教會
[00:06:59.840 --> 00:07:02.840]  生活很混亂因為很多工作
[00:07:02.840 --> 00:07:04.840]  在那個時候她自己都祈禱
[00:07:04.840 --> 00:07:07.840]  我可不可以改變這個環境呢
[00:07:07.840 --> 00:07:09.840]  當然她擔心如果沒有一份工作
[00:07:09.840 --> 00:07:11.840]  她的生活會有影響
[00:07:11.840 --> 00:07:15.840]  但是祈禱之後她覺得應該放心離開
[00:07:15.840 --> 00:07:17.840]  所以她就離開了
[00:07:17.840 --> 00:07:20.840]  辭退了這份工作
[00:07:20.840 --> 00:07:22.840]  很快隨神為她預備一份新工作
[00:07:22.840 --> 00:07:24.840]  但當她未上班之前
[00:07:24.840 --> 00:07:26.840]  911事件發生
[00:07:26.840 --> 00:07:30.840]  她本來是在94樓上班
[00:07:30.840 --> 00:07:32.840]  當這件事發生的時候
[00:07:32.840 --> 00:07:34.840]  她心裏很震撼
[00:07:34.840 --> 00:07:37.840]  因為94樓全層
[00:07:37.840 --> 00:07:43.840]  她每一個同事在那天都過世了
[00:07:43.840 --> 00:07:46.840]  剩下她
[00:07:46.840 --> 00:07:50.840]  她剛剛離職因此不在當場
[00:07:50.840 --> 00:07:53.840]  她想一班同事當中有驕徒
[00:07:53.840 --> 00:07:56.840]  有些甚至覺得比她更好的驕徒
[00:07:56.840 --> 00:08:00.840]  但神容許他們都離開世界
[00:08:00.840 --> 00:08:03.840]  但為什麼保留我呢
[00:08:03.840 --> 00:08:06.840]  這件事給她心裏很多反省
[00:08:06.840 --> 00:08:08.840]  反省人生究竟是什麼
[00:08:08.840 --> 00:08:10.840]  很清楚知道
[00:08:10.840 --> 00:08:12.840]  今天生命能夠存留
[00:08:12.840 --> 00:08:14.840]  是完全在乎神
[00:08:14.840 --> 00:08:16.840]  也感受到神存留
[00:08:16.840 --> 00:08:18.840]  祂一定有祂的目的
[00:08:18.840 --> 00:08:21.840]  所以她一直思想著自己人生的方向
[00:08:21.840 --> 00:08:23.840]  後來她自己就很清楚知道
[00:08:23.840 --> 00:08:24.840]  神帶領她
[00:08:24.840 --> 00:08:26.840]  她轉為一位傳道人
[00:08:26.840 --> 00:08:30.840]  然後在教會裏面服事
[00:08:30.840 --> 00:08:32.840]  當我想回她分享的時候
[00:08:32.840 --> 00:08:33.840]  就想回
[00:08:33.840 --> 00:08:36.840]  或者我們未必避開什麼大災難
[00:08:36.840 --> 00:08:38.840]  但有些時候你會發覺
[00:08:38.840 --> 00:08:40.840]  你今天有健康
[00:08:40.840 --> 00:08:43.840]  你今天仍然能夠做到某些事情
[00:08:43.840 --> 00:08:46.840]  你推回以前的日子
[00:08:46.840 --> 00:08:47.840]  如果不是那些事情發生
[00:08:47.840 --> 00:08:49.840]  你今天不會是今天
[00:08:49.840 --> 00:08:51.840]  很多個體會你會知道
[00:08:51.840 --> 00:08:55.840]  如果不是這位上帝在我生命裏面帶領我
[00:08:55.840 --> 00:08:58.840]  我也不知道我會變成怎樣
[00:08:58.840 --> 00:09:01.840]  在生命裏面常常記得一件事
[00:09:01.840 --> 00:09:07.840]  一切一切在這位上帝的掌權當中
[00:09:07.840 --> 00:09:08.840]  所以當我們記得
[00:09:08.840 --> 00:09:10.840]  我們常常讀到《針燕》三章五字的時候
[00:09:10.840 --> 00:09:12.840]  你記得聖經所說
[00:09:12.840 --> 00:09:17.840]  聖經說你要專心仰賴耶和華
[00:09:17.840 --> 00:09:21.840]  不可以靠自己的聰明
[00:09:21.840 --> 00:09:26.840]  在你一切所行的事上要認定他
[00:09:26.840 --> 00:09:28.840]  他必指引你的路
[00:09:28.840 --> 00:09:31.840]  聖經說到你要認定他
[00:09:31.840 --> 00:09:34.840]  英文的翻譯是acknowledge
[00:09:34.840 --> 00:09:38.840]  就是去承認他的主權
[00:09:38.840 --> 00:09:43.840]  承認他在人世間掌管萬有
[00:09:43.840 --> 00:09:46.840]  因此你會去敬畏他
[00:09:46.840 --> 00:09:48.840]  去聽從他的心意
[00:09:48.840 --> 00:09:51.840]  有留心他對你的引導
[00:09:51.840 --> 00:09:54.840]  而行在他的路上
[00:09:54.840 --> 00:09:57.840]  一個真正相信神掌權的人
[00:09:57.840 --> 00:10:02.840]  是會知道去聽從神
[00:10:02.840 --> 00:10:04.840]  我想回到另一件事
[00:10:04.840 --> 00:10:05.840]  跟大家分享
[00:10:05.840 --> 00:10:07.840]  很多電影節目都為我禱告
[00:10:07.840 --> 00:10:09.840]  剛剛從美國的羅省回來
[00:10:09.840 --> 00:10:12.840]  在當地有港島的服侍
[00:10:12.840 --> 00:10:14.840]  他們安排了一個地方
[00:10:14.840 --> 00:10:16.840]  是我從未去過的
[00:10:16.840 --> 00:10:18.840]  是羅省的UC Riverside大學
[00:10:18.840 --> 00:10:21.840]  就是加州大學的河濱分校
[00:10:21.840 --> 00:10:24.840]  不知道有沒有人去過那個地方
[00:10:24.840 --> 00:10:25.840]  我第一次去
[00:10:25.840 --> 00:10:27.840]  他們的迎會也是第一次在那裡舉行
[00:10:27.840 --> 00:10:29.840]  我去到的時候
[00:10:29.840 --> 00:10:32.840]  突然間想起很多事情
[00:10:32.840 --> 00:10:34.840]  很多年之前
[00:10:34.840 --> 00:10:38.840]  我和女朋友拍拖的時候
[00:10:38.840 --> 00:10:40.840]  很多年前
