
[00:00:00.000 --> 00:00:03.480]  歡迎大家來到《神學四重奏》第二集
[00:00:03.480 --> 00:00:06.760]  今天我們有我阿圈
[00:00:06.760 --> 00:00:09.360]  還有Ben和Daniel
[00:00:09.360 --> 00:00:11.480]  我們還有一個新嘉賓
[00:00:11.480 --> 00:00:12.480]  不如你介紹一下自己
[00:00:12.480 --> 00:00:14.680]  大家好,我叫Christian
[00:00:14.680 --> 00:00:19.040]  我現在是在做香港五重折及靈因教的研究
[00:00:19.040 --> 00:00:23.240]  大家聽到我們請了一個研究這方面的嘉賓
[00:00:23.240 --> 00:00:25.520]  就知道我們今天探討的問題
[00:00:25.520 --> 00:00:28.600]  主題其實是靈因現象
[00:00:28.600 --> 00:00:30.960]  不如我們首先講一下
[00:00:30.960 --> 00:00:34.400]  大家對靈因現象會想起什麼
[00:00:34.400 --> 00:00:37.560]  我教神學的時候
[00:00:37.560 --> 00:00:39.560]  當教到聖靈論的時候
[00:00:39.560 --> 00:00:42.600]  就問同學提起聖靈
[00:00:42.600 --> 00:00:44.200]  你們會想起什麼
[00:00:44.200 --> 00:00:49.440]  他們都很快第一個印象說出來就是靈因
[00:00:49.440 --> 00:00:51.120]  然後再問下去
[00:00:51.120 --> 00:00:53.280]  可不可以多說一些有什麼印象
[00:00:53.280 --> 00:00:56.000]  我們通常會有幾個答案
[00:00:56.000 --> 00:00:57.440]  第一就是講方言
[00:00:57.440 --> 00:01:02.440]  有些同學告訴我
[00:01:02.440 --> 00:01:05.800]  甚至有些教會有些方言班
[00:01:05.800 --> 00:01:08.280]  教人們講方言
[00:01:08.280 --> 00:01:11.520]  另外他們又會提到
[00:01:11.520 --> 00:01:12.880]  醫治自病
[00:01:12.880 --> 00:01:15.120]  就是一些很奇怪的病
[00:01:15.120 --> 00:01:20.680]  有些人就說長短腳
[00:01:20.680 --> 00:01:21.680]  長短手
[00:01:21.680 --> 00:01:26.080]  然後即場變回同一樣長度
[00:01:26.080 --> 00:01:28.200]  即是一些治病很神奇
[00:01:28.200 --> 00:01:30.920]  立即可以見到果效
[00:01:30.920 --> 00:01:34.760]  另外就是趕鬼
[00:01:34.760 --> 00:01:38.920]  很戲劇化地
[00:01:38.920 --> 00:01:39.920]  好像看戲一樣
[00:01:39.920 --> 00:01:40.920]  驅魔人
[00:01:40.920 --> 00:01:44.880]  突然那個人就抽搐
[00:01:44.880 --> 00:01:47.280]  然後就跌落地
[00:01:47.280 --> 00:01:52.120]  然後過了一段時間就驅鬼了
[00:01:52.120 --> 00:01:54.960]  他們通常和我說的時候
[00:01:54.960 --> 00:01:58.440]  對於性靈有這樣的印象
[00:01:58.440 --> 00:02:03.080]  不知道大家有沒有聽過
[00:02:03.080 --> 00:02:05.120]  或者身邊的朋友
[00:02:05.120 --> 00:02:07.160]  或者突然之間都會提到
[00:02:07.160 --> 00:02:08.480]  除了這些之外
[00:02:08.480 --> 00:02:10.960]  都會有很多零零散散的
[00:02:10.960 --> 00:02:15.040]  但比較著重的就是一些很神奇的
[00:02:15.040 --> 00:02:18.360]  很戲劇化的一些東西
[00:02:18.360 --> 00:02:21.320]  此時此刻是見到的
[00:02:22.120 --> 00:02:26.760]  我想整個靈因現象在教內或者教外
[00:02:26.760 --> 00:02:28.600]  其實都有不少人討論
[00:02:28.600 --> 00:02:32.760]  主要是被塑造成一個很反智的現象
[00:02:32.760 --> 00:02:33.320]  即是甚麼呢?
[00:02:33.320 --> 00:02:34.200]  說起靈因的話
[00:02:34.200 --> 00:02:36.520]  就算是基督教的報章裏面
[00:02:36.520 --> 00:02:38.600]  有些社交媒體
[00:02:38.600 --> 00:02:44.240]  就會去講到靈因派是否在搞巫術
[00:02:44.240 --> 00:02:49.760]  甚至是有報道講到他們會有點心紙
[00:02:49.760 --> 00:02:53.240]  去查看有沒有一個奶茶的靈
[00:02:53.240 --> 00:02:55.320]  如果很喜歡喝奶茶
[00:02:55.320 --> 00:02:58.240]  就有一個奶茶的靈可能要趕走它
[00:02:58.240 --> 00:03:01.680]  會被塑造成一些很奇怪的人
[00:03:01.680 --> 00:03:04.880]  很奇怪的類型的教會去做這些事
[00:03:04.880 --> 00:03:07.360]  我想這些都是很常見的現象
[00:03:07.360 --> 00:03:08.120]  是的
[00:03:08.120 --> 00:03:13.720]  我們在坊間不同的書籍或者文章都可以見到
[00:03:13.720 --> 00:03:17.000]  很多時候描繪他們眼中所謂的靈因派
[00:03:17.000 --> 00:03:21.840]  都是聖少、聖偶、聖靈擊倒
[00:03:21.840 --> 00:03:24.120]  或者圍著教會到處跑
[00:03:24.120 --> 00:03:32.960]  我最近都和一位回到老牌教會很多年的朋友聊天
[00:03:32.960 --> 00:03:36.480]  聊著聊著就講了我做研究的範疇
[00:03:36.480 --> 00:03:38.120]  在他們眼中
[00:03:38.120 --> 00:03:42.960]  他們說靈因派信徒過於高舉靈因
[00:03:42.960 --> 00:03:48.360]  而那些高舉可能就是與聖經的真理有一個偏差
[00:03:48.360 --> 00:03:52.320]  你們這樣說完之後
[00:03:52.320 --> 00:03:59.760]  可能有些人都知道我是回大家定義為靈因教會的教會
[00:03:59.760 --> 00:04:02.160]  雖然我們是不會這樣稱呼自己
[00:04:02.160 --> 00:04:04.160]  不過我有個經驗就是
[00:04:04.160 --> 00:04:07.120]  我們通常有一班朋友出來
[00:04:07.120 --> 00:04:08.640]  他們知道你是基督徒
[00:04:08.640 --> 00:04:11.160]  他們就會問你回哪一間教會
[00:04:11.160 --> 00:04:13.160]  我就說我回五重節
[00:04:13.160 --> 00:04:16.000]  他們就會說你這些是異端
[00:04:16.000 --> 00:04:18.280]  我想問為甚麼是異端
[00:04:18.280 --> 00:04:20.800]  甚麼事突然說我是異端
[00:04:20.800 --> 00:04:23.560]  很奇怪無端被人罵
[00:04:23.560 --> 00:04:25.560]  其實這都是很普遍的現象
[00:04:25.560 --> 00:04:30.360]  特別受到媒體或者YouTube等的渲染
[00:04:30.360 --> 00:04:32.720]  很多時候我們會拿一些很極端的例子
[00:04:32.720 --> 00:04:34.080]  就像剛才Christian有講
[00:04:34.080 --> 00:04:36.560]  例如人們無端端在笑
[00:04:36.560 --> 00:04:38.240]  無端端在哭
[00:04:38.240 --> 00:04:42.120]  我們很多時候會拿這些例子出來說
[00:04:42.120 --> 00:04:47.840]  靈因派或者五重節派就是這些人在做這些事
[00:04:47.840 --> 00:04:52.840]  但這些會不會是一些不太常有的表徵
[00:04:52.840 --> 00:04:54.960]  可能只是逗留在某些教會
[00:04:54.960 --> 00:04:56.600]  例如剛才說的笑
[00:04:56.600 --> 00:05:02.120]  其實是來自多倫多聖笑的教會出現
[00:05:02.120 --> 00:05:07.440]  其實是否例如我們香港很多五重節
[00:05:07.440 --> 00:05:10.200]  用五重節來做他們的教會
[00:05:10.200 --> 00:05:12.040]  其實會不會真的有這樣的現象
[00:05:12.040 --> 00:05:14.280]  其實都是很值得被探討
[00:05:14.280 --> 00:05:16.560]  被深究和懷疑的
[00:05:16.560 --> 00:05:21.760]  其實靈因這個詞是怎樣來的呢
[00:05:21.760 --> 00:05:22.480]  我不知道
[00:05:22.480 --> 00:05:29.120]  對於華人的脈絡來說
[00:05:29.120 --> 00:05:32.000]  這個詞語的出現
[00:05:32.000 --> 00:05:35.120]  究竟是負面的意味多一些
[00:05:35.120 --> 00:05:37.720]  還是有其他意思
