
[00:00:00.000 --> 00:00:01.480]  好,頂姐妹平安
[00:00:01.480 --> 00:00:07.360]  我們今天分享到在舊世經十誡第九誡
[00:00:07.360 --> 00:00:11.240]  原來已經踏入了第四季
[00:00:11.240 --> 00:00:14.560]  一年原來都過了大半
[00:00:14.560 --> 00:00:16.400]  超過半日子
[00:00:16.400 --> 00:00:20.280]  這個誡命都熟悉
[00:00:20.280 --> 00:00:24.000]  有十誡都有印象講到
[00:00:24.000 --> 00:00:25.760]  不可作假見證任何人
[00:00:25.760 --> 00:00:28.200]  講完都沒什麼太複雜
[00:00:28.200 --> 00:00:31.120]  大家都知道不應該做的事情
[00:00:31.120 --> 00:00:34.920]  開始就分享一個新聞
[00:00:34.920 --> 00:00:37.360]  或者是舊聞不是新聞
[00:00:37.360 --> 00:00:42.360]  2015年有一個新聞的記錄
[00:00:42.360 --> 00:00:48.560]  有一位美國的男子叫做Vicky Jackson
[00:00:48.560 --> 00:00:52.400]  傑克森就是中文翻譯
[00:00:52.400 --> 00:00:56.400]  他在2015年已經57歲
[00:00:56.400 --> 00:00:57.440]  什麼事呢?
[00:00:57.440 --> 00:01:07.360]  就是他在1975年捲入了一宗殺人案
[00:01:07.360 --> 00:01:10.440]  他被警方懷疑是嫌疑犯
[00:01:10.440 --> 00:01:12.880]  不過找不到證據
[00:01:12.880 --> 00:01:15.080]  有一個票務員
[00:01:15.080 --> 00:01:18.240]  會票業務員應該是
[00:01:18.240 --> 00:01:21.320]  在被槍殺
[00:01:21.320 --> 00:01:25.960]  開庭的時間雖然找不到證據
[00:01:25.960 --> 00:01:29.960]  但有一個12歲的證人威龍表示
[00:01:29.960 --> 00:01:31.680]  我看到目擊經過
[00:01:31.680 --> 00:01:34.240]  指證就是這位傑克森
[00:01:34.240 --> 00:01:34.840]  殺人的
[00:01:34.840 --> 00:01:37.400]  開槍殺人
[00:01:37.400 --> 00:01:40.440]  但是這個偽證
[00:01:40.440 --> 00:01:41.920]  不是真的證供
[00:01:41.920 --> 00:01:44.920]  卻是使傑克森被判入獄
[00:01:44.920 --> 00:01:47.480]  坐了40年牢
[00:01:47.480 --> 00:01:48.840]  直到2013年
[00:01:48.840 --> 00:01:51.800]  當年的證人威龍就因良心
[00:01:51.800 --> 00:01:53.680]  多年來良心不安
[00:01:53.680 --> 00:01:56.920]  無法揮別心中的罪惡
[00:01:56.920 --> 00:02:00.920]  再次出來推翻當年的證詞
[00:02:00.920 --> 00:02:02.240]  說出真相
[00:02:02.240 --> 00:02:04.960]  他坦誠地表示
[00:02:04.960 --> 00:02:09.360]  他對犯罪現場一無所知
[00:02:09.360 --> 00:02:11.760]  還傑克森一個清白
[00:02:11.760 --> 00:02:14.600]  但同時指控當時的警方
[00:02:14.600 --> 00:02:20.680]  引導他指認嫌疑犯的時候說謊
[00:02:20.680 --> 00:02:25.400]  當然你也想像到12歲的小朋友
[00:02:25.400 --> 00:02:27.880]  可能是這樣的情況
[00:02:27.880 --> 00:02:30.480]  而1975年
[00:02:30.480 --> 00:02:31.880]  很多年前
[00:02:31.880 --> 00:02:38.800]  科技也沒有現在查案那麼多的
[00:02:38.800 --> 00:02:41.640]  驗證、DNA等等
[00:02:41.640 --> 00:02:43.920]  在2014年11月
[00:02:43.920 --> 00:02:45.520]  重獲自由的傑克森
[00:02:45.520 --> 00:02:48.960]  與威龍見面
[00:02:48.960 --> 00:02:50.960]  如果是你會怎樣?
[00:02:50.960 --> 00:02:52.280]  可能罵他一頓
[00:02:52.280 --> 00:02:54.480]  我不想再見到這個人
[00:02:54.480 --> 00:03:00.480]  他令我一個人生好像摧毀了
[00:03:00.480 --> 00:03:02.800]  我不確定他有沒有任何信仰
[00:03:02.800 --> 00:03:04.040]  是怎樣的背景
[00:03:04.040 --> 00:03:08.880]  但他竟然原諒做偽證據的人
[00:03:08.880 --> 00:03:10.560]  來入獄
[00:03:10.560 --> 00:03:12.160]  沒有責怪對方
[00:03:12.160 --> 00:03:13.320]  甚至跟他擁抱
[00:03:13.320 --> 00:03:17.240]  而這位威龍就哭著向他道歉
[00:03:17.240 --> 00:03:21.880]  原來聖經的弱失
[00:03:21.880 --> 00:03:24.200]  被兄弟出賣又坐牢
[00:03:24.200 --> 00:03:26.040]  流落異鄉
[00:03:26.040 --> 00:03:28.200]  受那麼多苦
[00:03:28.200 --> 00:03:31.400]  他真的可以原諒別人
[00:03:31.400 --> 00:03:32.840]  超過我們人所想
[00:03:32.840 --> 00:03:33.800]  我都問
[00:03:33.800 --> 00:03:35.920]  如果我是他能不能夠
[00:03:35.920 --> 00:03:40.200]  可以這樣去做呢?
[00:03:40.200 --> 00:03:42.480]  而一個作假見證
[00:03:42.480 --> 00:03:45.840]  可以帶來人很大的傷害
[00:03:45.840 --> 00:03:48.680]  聖經說到經文第九誡
[00:03:48.680 --> 00:03:50.320]  是自為十誡其中一個
[00:03:50.320 --> 00:03:54.840]  在立國的律法憲章中很重要的其中一個
[00:03:54.840 --> 00:03:56.040]  為什麼呢?
[00:03:56.040 --> 00:03:56.760]  這個不可作
[00:03:56.760 --> 00:04:00.520]  其實正是法庭的回覆的一個用語
[00:04:00.520 --> 00:04:02.800]  假見證就是說謊的證人說
[00:04:02.800 --> 00:04:03.600]  經文可以譯作
[00:04:03.600 --> 00:04:06.760]  你不可像說謊的證人那樣回答
[00:04:06.760 --> 00:04:11.120]  就是禁止做偽的假證據
[00:04:11.120 --> 00:04:14.360]  就是對事情不盡不削
[00:04:14.360 --> 00:04:15.480]  半真半假
[00:04:15.480 --> 00:04:17.640]  甚至乖曲事實編作
[00:04:17.640 --> 00:04:19.440]  好像這個案件一樣
[00:04:19.440 --> 00:04:21.920]  陷害人更加是你做了一個假的證供
[00:04:21.920 --> 00:04:24.720]  可能帶來一些人的不利
[00:04:24.720 --> 00:04:26.320]  就是說不可以這樣做
[00:04:26.320 --> 00:04:27.320]  無論什麼場合
[00:04:27.320 --> 00:04:28.280]  什麼處境
[00:04:28.280 --> 00:04:29.960]  什麼事情
[00:04:29.960 --> 00:04:30.960]  都應當什麼?
[00:04:30.960 --> 00:04:32.040]  誠實
[00:04:32.040 --> 00:04:35.760]  即使有人可能當欺詐
[00:04:35.760 --> 00:04:37.600]  說個謊
[00:04:37.600 --> 00:04:38.480]  或者什麼
[00:04:38.480 --> 00:04:39.600]  輕上事
[00:04:39.600 --> 00:04:42.120]  但是這裡這麼嚴重
[00:04:42.120 --> 00:04:43.520]  或者在十誡裡面
[00:04:43.520 --> 00:04:44.960]  其中第九誡
[00:04:44.960 --> 00:04:46.760]  表明屬上主的人
[00:04:46.760 --> 00:04:48.920]  絕不可以隨波逐流
[00:04:48.920 --> 00:04:53.160]  或者從一個群體建立
[00:04:53.160 --> 00:04:56.160]  上帝知道要建立一個公平
[00:04:56.160 --> 00:05:00.320]  無欺詐的一個詭詐的制度裡面
[00:05:00.320 --> 00:05:02.120]  這個民族才是
[00:05:02.120 --> 00:05:03.840]  或者這個群體才能夠存活
[00:05:03.840 --> 00:05:04.600]  如果不是的話
[00:05:04.600 --> 00:05:05.560]  很多虛假的事情
[00:05:05.560 --> 00:05:07.800]  很多罪惡
[00:05:07.800 --> 00:05:09.720]  只會摧毀人與人的關係
[00:05:09.720 --> 00:05:11.480]  甚至整個群體
[00:05:11.480 --> 00:05:12.600]  第二到第八誡
[00:05:12.600 --> 00:05:15.720]  其實很清楚一些我們禁戒的行動
[00:05:15.720 --> 00:05:17.160]  到了第九誡
[00:05:17.160 --> 00:05:20.280]  第十誡又進入言語
[00:05:20.280 --> 00:05:22.440]  以及思想上的禁戒
[00:05:22.440 --> 00:05:25.400]  背後也是強調那種真誠
[00:05:25.400 --> 00:05:26.440]  那種真實
[00:05:26.440 --> 00:05:28.280]  禁止做一些不真實
[00:05:28.280 --> 00:05:30.520]  不誠實的行為
[00:05:30.520 --> 00:05:31.520]  傷害別人
[00:05:31.520 --> 00:05:33.520]  雖然是法庭的律法
[00:05:33.520 --> 00:05:35.640]  但是相信也可以延伸到
[00:05:35.640 --> 00:05:37.640]  在我們生活任何的情況
[00:05:37.640 --> 00:05:41.240]  而在利未記五章
[00:05:42.240 --> 00:05:43.120]  一至四節
[00:05:43.120 --> 00:05:44.360]  特別第一第四節
[00:05:44.360 --> 00:05:45.840]  我們看到
[00:05:45.840 --> 00:05:48.920]  在聖經怎麼將第九誡
[00:05:48.920 --> 00:05:51.800]  更加進深立體地去解釋
[00:05:51.800 --> 00:05:53.040]  怎麼作見性
[00:05:53.040 --> 00:05:55.520]  與起誓的意義與關係
[00:05:55.520 --> 00:05:57.320]  這裡第一節說
[00:05:57.320 --> 00:05:59.240]  如果有人聽見發誓的聲音
[00:05:59.240 --> 00:06:00.760]  或者易作
[00:06:00.760 --> 00:06:02.400]  有人聽見有人發誓的聲音
[00:06:02.400 --> 00:06:03.320]  這裡指到什麼呢?
[00:06:03.320 --> 00:06:05.360]  其實就好像另一個
[00:06:05.360 --> 00:06:08.640]  譯本說有人聽見公開奏坐指導
[00:06:08.640 --> 00:06:12.200]  我們也不知道為什麼會這樣
[00:06:12.200 --> 00:06:13.760]  因為生活就是
[00:06:13.760 --> 00:06:15.480]  有人說你是真的嗎?
[00:06:15.480 --> 00:06:17.680]  然後別人會說
[00:06:17.680 --> 00:06:18.720]  真的
[00:06:18.720 --> 00:06:20.400]  我發誓了
[00:06:20.400 --> 00:06:22.680]  發誓是表示什麼呢?
[00:06:22.680 --> 00:06:24.120]  無論他什麼信仰
[00:06:24.120 --> 00:06:25.640]  我對天發誓
[00:06:25.640 --> 00:06:26.760]  我說真的
[00:06:26.760 --> 00:06:27.560]  我沒有騙你
[00:06:27.560 --> 00:06:29.040]  我真的撞鬼
[00:06:29.040 --> 00:06:31.760]  當別人不相信他的時候
[00:06:31.760 --> 00:06:33.400]  他就說我發誓了
[00:06:33.400 --> 00:06:35.440]  其實就是在說一個處境
[00:06:35.440 --> 00:06:37.000]  這個人是有罪還是無辜
[00:06:37.000 --> 00:06:39.280]  他被可能懷疑
[00:06:39.280 --> 00:06:43.600]  或者他要公開一個奏坐的起誓
[00:06:43.600 --> 00:06:44.760]  去證明
[00:06:44.760 --> 00:06:46.400]  但是否真的能證明呢?
[00:06:46.400 --> 00:06:48.480]  就是他
[00:06:48.480 --> 00:06:50.120]  發誓了
[00:06:50.120 --> 00:06:52.760]  我和你也判斷不到
[00:06:52.760 --> 00:06:55.400]  但重要的是第一節後面
[00:06:55.400 --> 00:06:59.440]  他說有人見證卻不把所看見所知
[00:06:59.440 --> 00:07:01.520]  說出來這就是他的罪
[00:07:01.520 --> 00:07:04.160]  他不是單單說那個發誓
[00:07:04.160 --> 00:07:05.840]  要證明自己有沒有罪的人
[00:07:05.840 --> 00:07:08.520]  而是如果有另外一個人知道看見
[00:07:08.520 --> 00:07:11.960]  如果他不說出來
[00:07:11.960 --> 00:07:13.720]  或者做證明呢?
[00:07:13.720 --> 00:07:16.320]  喂!上帝說你有罪了
[00:07:16.320 --> 00:07:20.120]  那個發誓在法庭的裁決
[00:07:20.120 --> 00:07:23.720]  判斷審判是一個有關的處境
[00:07:23.720 --> 00:07:25.280]  有沒有罪還是無辜
[00:07:25.280 --> 00:07:27.600]  被指證有罪的要求
[00:07:27.600 --> 00:07:29.360]  要這樣做證明自己
[00:07:29.360 --> 00:07:32.000]  但如果你是知情而不做
[00:07:32.000 --> 00:07:33.360]  就是那個見證人
[00:07:33.360 --> 00:07:34.680]  他聽見奏坐的聲音
[00:07:34.680 --> 00:07:36.160]  就是有人發誓要
[00:07:36.160 --> 00:07:39.360]  但是要證明他自己有沒有罪還是無辜呢?
[00:07:39.360 --> 00:07:41.000]  如果你知道
[00:07:41.000 --> 00:07:43.840]  又見到又知道不說出來呢?
[00:07:43.840 --> 00:07:44.920]  他就犯了罪
[00:07:44.920 --> 00:07:47.960]  或者他要擔當自己的罪孽
[00:07:47.960 --> 00:07:50.040]  罪孽就是一個刑罰
[00:07:50.040 --> 00:07:51.240]  第四節補充
[00:07:51.240 --> 00:07:52.280]  如果沒有發誓
[00:07:52.280 --> 00:07:54.400]  只知道不經大腦
[00:07:54.400 --> 00:07:57.880]  或者你也知道了你也有罪
[00:07:57.880 --> 00:07:59.360]  所以這個背後
[00:07:59.360 --> 00:08:01.520]  一個重要的理念
[00:08:01.520 --> 00:08:03.680]  或者是我們看到
[00:08:03.680 --> 00:08:07.600]  上主需要人的誠實
[00:08:07.600 --> 00:08:08.360]  真誠
[00:08:08.360 --> 00:08:11.160]  對自己或者對別人
[00:08:11.160 --> 00:08:14.440]  然後我們看回《珍珊寶訓》裡面
[00:08:14.440 --> 00:08:18.880]  第五章有相關的教導論起誓
[00:08:18.880 --> 00:08:21.040]  新約怎麼解釋更加完整呢?
[00:08:21.040 --> 00:08:23.640]  耶穌說祂要承傳律法
[00:08:23.640 --> 00:08:25.040]  祂不是否定
[00:08:25.040 --> 00:08:27.040]  祂並沒有摒棄
[00:08:27.040 --> 00:08:28.280]  再深層的教導
[00:08:28.280 --> 00:08:30.320]  因為當時去到另一個極端
[00:08:30.320 --> 00:08:34.160]  就是人們很隨便起誓
[00:08:34.160 --> 00:08:37.800]  是不是起了誓就等於證明了
[00:08:37.800 --> 00:08:41.360]  而反而起誓背後最重要的是誠實
[00:08:41.360 --> 00:08:42.760]  內裡的誠實
[00:08:42.760 --> 00:08:46.360]  所以他說有些古人的分庫說
[00:08:46.360 --> 00:08:51.040]  有些人將聖經或者神的話語
[00:08:51.040 --> 00:08:53.880]  教導應用成一種傳統
[00:08:53.880 --> 00:08:54.760]  以聖經為本
[00:08:54.760 --> 00:08:56.880]  但是不是聖經的原意
[00:08:56.880 --> 00:09:00.560]  所以他提醒人不要起誓
[00:09:00.560 --> 00:09:03.200]  要起誓就要實踐
[00:09:03.200 --> 00:09:04.080]  不可以食言的
[00:09:04.080 --> 00:09:07.400]  但是當時的法理作人或者民事的領袖
[00:09:07.400 --> 00:09:09.200]  將一些誡命
[00:09:09.200 --> 00:09:10.320]  篡改了
[00:09:10.320 --> 00:09:11.640]  變成了兩種立誓
[00:09:11.640 --> 00:09:12.840]  第一種就是理解一點
[00:09:12.840 --> 00:09:16.080]  凡是明所講的都要遵守
[00:09:16.080 --> 00:09:17.880]  不過第二種情況就是
[00:09:17.880 --> 00:09:19.640]  如果指著其他物件起誓
[00:09:19.640 --> 00:09:21.400]  就不一定遵守
[00:09:21.400 --> 00:09:23.800]  可以談一下有針著餘地
[00:09:23.800 --> 00:09:27.360]  嘗試將律法收窄
[00:09:27.360 --> 00:09:29.240]  比較容易實踐
[00:09:29.240 --> 00:09:31.640]  或者有些地方可以走
[00:09:31.640 --> 00:09:34.480]  其實背後的人就很
[00:09:34.480 --> 00:09:38.080]  真正的情況就是很喜歡隨便承諾
[00:09:38.080 --> 00:09:39.920]  也都隨便食言
[00:09:39.920 --> 00:09:42.520]  甚至是背若失信
[00:09:42.520 --> 00:09:44.320]  所以在這些背景情況
[00:09:44.320 --> 00:09:48.680]  耶穌說問題不是那個習俗
[00:09:48.680 --> 00:09:49.920]  你起不起誓
[00:09:49.920 --> 00:09:52.360]  你起誓都可以不是真實
[00:09:52.360 --> 00:09:53.720]  不是真誠
[00:09:53.720 --> 00:09:55.960]  你會不會我們
[00:09:55.960 --> 00:09:57.480]  第九誡或者律法
[00:09:57.480 --> 00:10:00.800]  你只是顧著表面的遵從
[00:10:00.800 --> 00:10:03.880]  卻失去了背後最重要
[00:10:03.880 --> 00:10:06.600]  那個人的誠實
[00:10:06.600 --> 00:10:09.200]  所以耶穌不理會那些起誓的習俗
[00:10:09.200 --> 00:10:11.080]  它很突破性
[00:10:11.080 --> 00:10:12.080]  對當時來說
[00:10:12.080 --> 00:10:14.520]  喂
[00:10:14.520 --> 00:10:16.160]  第37節說
[00:10:16.160 --> 00:10:17.200]  你們的說是什麼
[00:10:17.200 --> 00:10:18.280]  是就說是
[00:10:18.280 --> 00:10:19.760]  不是就說不是
[00:10:19.760 --> 00:10:20.760]  如果再多說
[00:10:20.760 --> 00:10:22.760]  就出於惡者
[00:10:22.760 --> 00:10:24.760]  魔鬼說方者之苦
[00:10:24.760 --> 00:10:27.200]  方言出於惡者
[00:10:27.200 --> 00:10:29.240]  如果我們的詭詐
[00:10:29.240 --> 00:10:32.320]  出了一些
[00:10:32.320 --> 00:10:33.600]  可能不是直接大話
[00:10:33.600 --> 00:10:35.400]  或者說一些不說一些
[00:10:35.400 --> 00:10:38.160]  其實背後的動機出了問題
[00:10:38.160 --> 00:10:40.880]  但耶穌說不理會關於這些
[00:10:40.880 --> 00:10:42.560]  就是祂要指出
[00:10:42.560 --> 00:10:45.160]  人最重要的那種誠實
[00:10:45.160 --> 00:10:45.920]  根本不需要
[00:10:45.920 --> 00:10:46.720]  如果你是誠實
[00:10:46.720 --> 00:10:48.880]  就不需要指著什麼起誓
[00:10:48.880 --> 00:10:54.080]  來證明自己所說的話
[00:10:54.080 --> 00:10:56.000]  所以耶穌強調那種說實話
[00:10:56.000 --> 00:10:57.960]  遵守承諾的重要
[00:10:57.960 --> 00:11:02.600]  真正建立人與人彼此的信任關係
[00:11:02.600 --> 00:11:03.640]  而這個處境
[00:11:03.640 --> 00:11:05.680]  耶穌要責備那些
[00:11:05.680 --> 00:11:08.520]  濫用了神聖莊嚴的話
[00:11:08.520 --> 00:11:09.680]  隨便起誓
[00:11:09.680 --> 00:11:11.960]  就是吃生菜
[00:11:11.960 --> 00:11:17.760]  卻內裡不是真的樂於遵守諾言
[00:11:17.760 --> 00:11:19.200]  或者遵守神的吩咐
[00:11:19.200 --> 00:11:22.560]  所以在馬太福音23章16-22節
[00:11:22.560 --> 00:11:26.360]  耶穌最責備那些假冒為善的人
[00:11:26.360 --> 00:11:29.960]  不過人生是不是不起誓呢?
[00:11:29.960 --> 00:11:30.800]  所以你聽清楚
[00:11:30.800 --> 00:11:32.200]  重點精義
[00:11:32.200 --> 00:11:34.040]  耶穌是說誠實
[00:11:34.040 --> 00:11:35.400]  而我們今天的生活
[00:11:35.400 --> 00:11:36.920]  你會不會起誓?
[00:11:36.920 --> 00:11:39.400]  我想起我第一次起誓
[00:11:39.400 --> 00:11:41.880]  你猜猜我那時候是幾歲?
[00:11:41.880 --> 00:11:44.640]  是做童軍的時候
[00:11:44.640 --> 00:11:46.400]  童軍是宣誓的
[00:11:46.400 --> 00:11:47.640]  你說我12歲
[00:11:47.640 --> 00:11:48.600]  我知不知道
[00:11:48.600 --> 00:11:49.960]  要宣誓
[00:11:49.960 --> 00:11:52.600]  其實未必很明白
[00:11:52.600 --> 00:11:54.120]  我做童軍
[00:11:54.120 --> 00:11:55.440]  什麼進本能
[00:11:55.440 --> 00:11:57.040]  先愛別人後顧忌
[00:11:57.040 --> 00:11:58.280]  不是很記得一輩了
[00:11:58.280 --> 00:11:59.480]  這麼多年前
[00:11:59.480 --> 00:12:01.320]  但是很有意思的
[00:12:01.320 --> 00:12:03.000]  原來在意義上
[00:12:03.000 --> 00:12:04.080]  但是12歲
[00:12:04.080 --> 00:12:08.480]  剛剛正式宣誓做童軍
[00:12:08.480 --> 00:12:10.360]  我有個老朋友一起做
[00:12:10.360 --> 00:12:11.520]  我後來沒有做了
[00:12:11.520 --> 00:12:14.240]  他做了童軍總領袖
[00:12:14.240 --> 00:12:18.120]  原來我第一個起誓就是這樣
[00:12:18.120 --> 00:12:19.440]  都長大了
[00:12:19.440 --> 00:12:21.520]  今天我認識了弟兄
[00:12:21.520 --> 00:12:23.000]  你說我不會犯法
[00:12:23.000 --> 00:12:24.520]  也不會做假見證
[00:12:24.520 --> 00:12:26.240]  所以我不用擔心
[00:12:26.240 --> 00:12:26.600]  不是的
[00:12:26.600 --> 00:12:28.440]  可能有機會
[00:12:28.440 --> 00:12:29.600]  工作也會
[00:12:29.600 --> 00:12:32.200]  我認識弟兄是工作緣故
[00:12:32.200 --> 00:12:35.440]  當一些建築地盤出現了問題
[00:12:35.440 --> 00:12:37.160]  他的工作崗位緣故
[00:12:37.160 --> 00:12:39.720]  他就要上庭做什麼?
[00:12:39.720 --> 00:12:41.720]  要去答辯做證人
[00:12:41.720 --> 00:12:44.200]  上了庭就知道做證人是什麼
[00:12:44.200 --> 00:12:44.920]  也會起誓
[00:12:44.920 --> 00:12:47.960]  其實在社會正面
[00:12:47.960 --> 00:12:49.240]  可能有法治
[00:12:49.240 --> 00:12:50.240]  有地方
[00:12:50.240 --> 00:12:50.760]  有律法
[00:12:50.760 --> 00:12:52.080]  也會有這樣
[00:12:52.080 --> 00:12:55.080]  或者一個充滿罪惡欠忠誠的社會
[00:12:55.080 --> 00:12:58.320]  在法律要求下也會有起誓
[00:12:58.320 --> 00:13:00.360]  有一個肯定的作用
[00:13:00.360 --> 00:13:02.480]  雖然你說也有人繼續
[00:13:02.480 --> 00:13:04.360]  利益關係做假證供
[00:13:04.360 --> 00:13:05.840]  或者怎麼樣
[00:13:05.840 --> 00:13:06.280]  那是
[00:13:06.280 --> 00:13:09.520]  我們不是糾纏在地上的法例上
[00:13:09.520 --> 00:13:12.320]  也有不完美或者有限制的地方
[00:13:12.320 --> 00:13:15.440]  正是充滿罪惡欠忠誠的社會
[00:13:15.440 --> 00:13:16.960]  基督徒作為屬神的人
[00:13:16.960 --> 00:13:22.560]  我們怎麼說的言行都是誠實真實呢?
