
[00:00:00.000 --> 00:00:03.000]  這世界要變成怎樣
[00:00:03.000 --> 00:00:05.600]  這個是我希望一個新的系列
[00:00:05.600 --> 00:00:07.640]  有幾次的聚會的時間
[00:00:07.640 --> 00:00:12.880]  跟大家一起去分享在聖經神自己的真理
[00:00:12.880 --> 00:00:16.800]  如果你還記得我們曾經在過去的一個系列裡面
[00:00:16.800 --> 00:00:21.720]  集中我們自己個人生命裡面的那些質素
[00:00:21.720 --> 00:00:23.680]  譬如我們要努力的
[00:00:23.680 --> 00:00:26.600]  是小心的對付我們的怒氣
[00:00:26.600 --> 00:00:35.080]  然後可以重新找到神給我們的忍耐、寬容和恩賜
[00:00:35.080 --> 00:00:37.200]  我們看見自己
[00:00:37.200 --> 00:00:40.000]  現在我們試一下放眼世界
[00:00:40.000 --> 00:00:43.160]  接下來這幾個講道的主題
[00:00:43.160 --> 00:00:47.080]  都是帶我們去看這個世界會變成怎樣
[00:00:47.080 --> 00:00:49.240]  這個世界究竟會變成怎樣呢?
[00:00:49.240 --> 00:00:52.520]  很多人在我們心目中有一種很大的困惑
[00:00:52.520 --> 00:00:54.360]  這個世界好像越來越差
[00:00:54.360 --> 00:00:57.120]  這個事實上也令我們越來越失望
[00:00:57.120 --> 00:01:01.040]  鬧鬧、吵吵鬧 而且是越來越悲觀
[00:01:01.040 --> 00:01:04.760]  接著心裡面要問的就是我怎樣呢?
[00:01:04.760 --> 00:01:06.920]  我怎樣過每一天的日子
[00:01:06.920 --> 00:01:09.560]  怎樣面對一個這樣的世界
[00:01:09.560 --> 00:01:14.240]  這個就是我們今天跟大家一起開始的一個主題
[00:01:14.240 --> 00:01:18.440]  如果講到世界會快要變成怎樣
[00:01:18.440 --> 00:01:24.520]  我們要做一點認真的去看的功夫
[00:01:24.520 --> 00:01:28.240]  不是隨便盲目的去估計
[00:01:28.240 --> 00:01:30.760]  在2000年1月
[00:01:30.760 --> 00:01:33.760]  我回頭看原來21年前
[00:01:33.760 --> 00:01:35.640]  真的很老 覺得自己
[00:01:35.640 --> 00:01:40.160]  21年前那時候中文大學在2000年
[00:01:40.160 --> 00:01:42.760]  就是21世紀開始的1月
[00:01:42.760 --> 00:01:46.160]  請我講了一個主題的講座
[00:01:46.160 --> 00:01:49.520]  那就叫做是慶賀還是休戚
[00:01:49.520 --> 00:01:55.280]  那看看人類在21世紀的幾個關鍵性範疇上
[00:01:55.280 --> 00:01:57.400]  會有些什麼的發展
[00:01:57.400 --> 00:02:01.160]  那從那時候開始其實就興起了一種學問
[00:02:01.160 --> 00:02:03.040]  就叫做Futurology
[00:02:03.040 --> 00:02:04.640]  真的有這個字的
[00:02:04.640 --> 00:02:06.400]  未來學
[00:02:06.400 --> 00:02:11.000]  未來學不是要觀星、上命這些亂猜
[00:02:11.000 --> 00:02:13.480]  未來學真的是很認真的
[00:02:13.480 --> 00:02:17.120]  將我們手頭有的數據和趨勢
[00:02:17.120 --> 00:02:19.240]  做各方面的研究
[00:02:19.240 --> 00:02:22.680]  是比較準確的去看將來會變成怎樣
[00:02:22.680 --> 00:02:24.400]  不是單單為了投資
[00:02:24.400 --> 00:02:27.480]  也不是單單為了一種
[00:02:27.480 --> 00:02:31.320]  在政治上的控制或者鬥爭
[00:02:31.320 --> 00:02:34.080]  而是我們每個人其實都很想知道
[00:02:34.080 --> 00:02:35.920]  我們怎樣好好地預備
[00:02:35.920 --> 00:02:38.920]  去面對這個世界將要的走向
[00:02:38.920 --> 00:02:43.520]  當時我就用了幾個主要的範疇來思想
[00:02:43.520 --> 00:02:47.680]  今天回看那時候的講章和大綱
[00:02:47.680 --> 00:02:50.880]  發覺基本上都頗為準確
[00:02:50.880 --> 00:02:54.640]  當然也有些是有落差的
[00:02:54.640 --> 00:02:58.520]  但是基本上因為不是我自己的估計
[00:02:58.520 --> 00:03:00.760]  都是參考不同的書籍
[00:03:00.760 --> 00:03:02.560]  過了20年了
[00:03:02.560 --> 00:03:04.960]  或者現在這個時間因為這個題目
[00:03:04.960 --> 00:03:08.040]  我又重新再將這個學問拿出來
[00:03:08.040 --> 00:03:10.240]  一起研究
[00:03:10.240 --> 00:03:12.720]  當然向前看了
[00:03:12.720 --> 00:03:15.760]  向前看的時候我們不要看得太遠
[00:03:15.760 --> 00:03:17.720]  不要說什麼22世紀
[00:03:17.720 --> 00:03:20.400]  那些破壞片
[00:03:20.400 --> 00:03:22.440]  10年好不好
[00:03:22.440 --> 00:03:24.680]  我們看到2030年
[00:03:24.680 --> 00:03:26.000]  有不少的研究
[00:03:26.000 --> 00:03:28.840]  尤其是今天已經數據各方面
[00:03:28.840 --> 00:03:30.440]  都比較齊全一點
[00:03:30.440 --> 00:03:34.040]  我和大家做了一點點的整理
[00:03:34.040 --> 00:03:37.280]  也加上我自己的一些研究
[00:03:37.280 --> 00:03:39.520]  和大家試一下
[00:03:39.520 --> 00:03:41.400]  短短的先畫一幅
[00:03:41.400 --> 00:03:44.920]  是接下來這10年大趨勢的圖畫
[00:03:44.920 --> 00:03:47.120]  我們才回答這個問題
[00:03:47.120 --> 00:03:51.000]  這個世界會變成怎樣?
[00:03:51.000 --> 00:03:55.760]  你說這個世界會變得悲觀還是樂觀呢?
[00:03:55.760 --> 00:03:57.200]  其實你問這個問題
[00:03:57.200 --> 00:03:59.800]  可能都是比較膚淺和表面
[00:03:59.800 --> 00:04:02.000]  這個世界怎麼會完全的悲觀
[00:04:02.000 --> 00:04:04.720]  這個世界也不會完全的樂觀
[00:04:04.720 --> 00:04:06.560]  各方面都有發展
[00:04:06.560 --> 00:04:09.160]  事實上可能今天你和我
[00:04:09.160 --> 00:04:12.120]  聽悲觀的言論比較多
[00:04:12.120 --> 00:04:14.360]  但不等於只是這樣
[00:04:14.360 --> 00:04:16.480]  所以我很想公允一點
[00:04:16.480 --> 00:04:18.840]  將兩方面比較悲觀的
[00:04:18.840 --> 00:04:21.720]  令我們擔憂的部分說出來
[00:04:21.720 --> 00:04:26.400]  也將那些會改善我們的生活的趨勢
[00:04:26.400 --> 00:04:27.840]  也說出來好不好
[00:04:27.840 --> 00:04:30.360]  我們就一幅這樣比較全面的圖畫
[00:04:30.360 --> 00:04:32.720]  然後我們回到聖經那裡
[00:04:32.720 --> 00:04:34.880]  再看神的話怎麼說
[00:04:34.880 --> 00:04:37.800]  這個就是我們今天的重心
[00:04:37.800 --> 00:04:41.280]  先我們說究竟有什麼值得我們
[00:04:41.280 --> 00:04:44.080]  特別悲觀或者擔憂的事情呢?
[00:04:44.080 --> 00:04:46.480]  我相信一說出來你都知道
[00:04:46.480 --> 00:04:48.000]  並且一點都不奇怪
[00:04:48.000 --> 00:04:49.960]  不過我試一下總結了它出來
[00:04:49.960 --> 00:04:51.160]  第一就是環境
[00:04:51.160 --> 00:04:53.120]  環境上的危機
[00:04:53.120 --> 00:04:55.400]  就是你和我天天都在聽的
[00:04:55.400 --> 00:04:56.920]  天氣的反常
[00:04:56.920 --> 00:04:58.800]  甚至會崩潰
[00:04:58.800 --> 00:05:00.880]  疫症的流行
[00:05:00.880 --> 00:05:06.680]  還有一發不可收拾的災難
[00:05:06.680 --> 00:05:10.160]  這個就是我們全球的學者
[00:05:10.160 --> 00:05:12.800]  都已經承認的一個事實
[00:05:12.800 --> 00:05:14.000]  那就周集一點
[00:05:14.000 --> 00:05:18.320]  社會和政治上的動盪和不安
[00:05:18.320 --> 00:05:21.160]  一想起社會、國家、政治
[00:05:21.160 --> 00:05:22.880]  我們第一個印象
[00:05:22.880 --> 00:05:24.080]  讓我們聽到的消息
[00:05:24.080 --> 00:05:26.840]  經常都是不安、動盪
[00:05:26.840 --> 00:05:29.240]  這也是一個事實
[00:05:29.240 --> 00:05:31.440]  為什麼這麼不安、這麼動盪呢?
[00:05:31.440 --> 00:05:32.720]  我想提出
[00:05:32.720 --> 00:05:37.680]  有兩個根深蒂固在發生的
[00:05:37.680 --> 00:05:40.920]  給我們一個比較擔憂的危機
[00:05:40.920 --> 00:05:42.680]  心態的影響
[00:05:42.680 --> 00:05:45.240]  第一個我們都很詫異
[00:05:45.240 --> 00:05:47.520]  在過去這幾年越來越
[00:05:47.520 --> 00:05:49.400]  向著這個方向發展的
[00:05:49.400 --> 00:05:52.640]  就是對全球化合作的反動
[00:05:52.640 --> 00:05:56.920]  這個其實真的很令人驚訝
[00:05:56.920 --> 00:05:59.680]  因為全球化、Globalization
[00:05:59.680 --> 00:06:02.240]  我們大家這麼多年來都認為
[00:06:02.240 --> 00:06:03.760]  是一件好事來的
[00:06:03.760 --> 00:06:05.880]  大家合作
[00:06:05.880 --> 00:06:08.520]  這個世界的問題越來越複雜
[00:06:08.520 --> 00:06:10.360]  我們大家一起互相合作的時候
[00:06:10.360 --> 00:06:11.800]  當然還有好處的
[00:06:11.800 --> 00:06:14.840]  但是開始我們發覺我們人類整體
[00:06:14.840 --> 00:06:16.120]  有時國與國
[00:06:16.120 --> 00:06:17.440]  群體與群體之間
[00:06:17.440 --> 00:06:20.360]  那種不合作的反動越來越強
[00:06:20.360 --> 00:06:22.800]  和單邊主義諸如此類
[00:06:22.800 --> 00:06:24.680]  明知大家合作是可以
[00:06:24.680 --> 00:06:27.040]  幫助你又有利於自己的
[00:06:27.040 --> 00:06:29.040]  但我就是要先弄死你
[00:06:29.040 --> 00:06:30.680]  先弄死你
[00:06:30.680 --> 00:06:32.000]  然後我自己獨大
[00:06:32.000 --> 00:06:33.760]  這種心態
[00:06:33.760 --> 00:06:35.440]  不單止令我們詫異
[00:06:35.440 --> 00:06:37.240]  並且很擔憂
[00:06:37.240 --> 00:06:38.440]  這樣下去的時候
[00:06:38.440 --> 00:06:40.800]  是足以大家互相摧毀的
[00:06:40.800 --> 00:06:43.160]  第二個令我們擔憂的
[00:06:43.160 --> 00:06:46.320]  就是那種不信任的情緒
[00:06:46.320 --> 00:06:48.440]  不信任的情緒就是說
[00:06:48.440 --> 00:06:49.600]  國與國之間
[00:06:49.600 --> 00:06:50.800]  人與人之間
[00:06:50.800 --> 00:06:52.600]  群體與群體之間
[00:06:52.600 --> 00:06:56.080]  已經開始普遍缺乏一種信任
[00:06:56.080 --> 00:06:58.080]  這種信任是要建立的
[00:06:58.080 --> 00:07:00.480]  其實是一種信心
[00:07:00.480 --> 00:07:02.080]  但這種不信任的情緒
[00:07:02.080 --> 00:07:04.200]  可能已經令到很多人
[00:07:04.200 --> 00:07:06.520]  這麼多年來開始失望
[00:07:06.520 --> 00:07:08.360]  所以經常用一種
[00:07:08.360 --> 00:07:12.200]  我們今天叫做陰謀論的角度去看人
[00:07:12.200 --> 00:07:16.440]  陰謀論其實是一個很可怕的心態
[00:07:16.440 --> 00:07:19.200]  當你帶一個陰謀論去看對方的時候
[00:07:19.200 --> 00:07:21.080]  是好像一個癌症那樣
[00:07:21.080 --> 00:07:22.680]  是足以致命的
[00:07:22.680 --> 00:07:23.200]  為什麼呢?
[00:07:23.200 --> 00:07:25.760]  因為無論對方做些什麼
[00:07:25.760 --> 00:07:26.840]  你都不會相信他
[00:07:26.840 --> 00:07:29.880]  也不會從一個好的角度去解釋他
[00:07:29.880 --> 00:07:32.560]  所以就算他笑
[00:07:32.560 --> 00:07:35.560]  你覺得笑都笑得比別人還要陰險
[00:07:35.560 --> 00:07:36.360]  對吧?
[00:07:36.360 --> 00:07:38.120]  做些好事給你
[00:07:38.120 --> 00:07:40.240]  這麼好死是沒有理由的
[00:07:40.240 --> 00:07:42.480]  當然後面有把刀看你什麼時候插我
[00:07:42.480 --> 00:07:44.320]  這樣的時候大家就沒辦法
[00:07:44.320 --> 00:07:46.160]  大家可以共同攜手
[00:07:46.160 --> 00:07:48.880]  可以好好的一起向前
[00:07:48.880 --> 00:07:50.120]  一起來建立
[00:07:50.120 --> 00:07:52.960]  只是大家互相在猜疑
[00:07:52.960 --> 00:07:55.320]  最後互相孤立
[00:07:55.320 --> 00:07:59.200]  拿來對方摧毀
[00:07:59.200 --> 00:08:01.880]  這兩種心態是不斷的
[00:08:01.880 --> 00:08:04.200]  令我們很擔心
[00:08:04.200 --> 00:08:06.000]  再近一點的
[00:08:06.000 --> 00:08:07.720]  我們經濟的生活
[00:08:07.720 --> 00:08:09.200]  經濟的生活
[00:08:09.200 --> 00:08:10.560]  我相信你聽到的時候
[00:08:10.560 --> 00:08:11.520]  立刻會想起
[00:08:11.520 --> 00:08:12.120]  是
[00:08:12.120 --> 00:08:13.960]  令我們很多擔憂的地方
[00:08:13.960 --> 00:08:15.920]  那種動盪的經濟的情況
[00:08:15.920 --> 00:08:19.200]  甚至可以突然間崩潰
[00:08:19.200 --> 00:08:23.360]  以前覺得經濟始終會跌到上下
[00:08:23.360 --> 00:08:24.840]  又會再起
[00:08:24.840 --> 00:08:26.720]  現在那種走勢
[00:08:26.720 --> 00:08:30.960]  發覺好像大家走向懸崖
[00:08:30.960 --> 00:08:33.560]  譬如大家都知道的
[00:08:33.560 --> 00:08:35.640]  大家都看著
[00:08:35.640 --> 00:08:41.720]  我們全世界各個國家發狂印鈔票
[00:08:41.720 --> 00:08:44.440]  印鈔票大家其實
[00:08:44.440 --> 00:08:46.640]  一個常識都知道
[00:08:46.640 --> 00:08:48.760]  就好像打雷顧順
[00:08:48.760 --> 00:08:50.240]  就鞠躬
[00:08:50.240 --> 00:08:52.480]  看什麼時候就散了
[00:08:52.480 --> 00:08:54.760]  大家就不知道什麼時候散了
[00:08:54.760 --> 00:08:56.320]  散的時候
[00:08:56.320 --> 00:08:58.760]  災難性沒有一個人可以倖免
[00:08:58.760 --> 00:09:00.960]  我們銀行的保險
[00:09:00.960 --> 00:09:04.680]  我們的存款自然就會跌
[00:09:04.680 --> 00:09:06.000]  不關你的事
[00:09:06.000 --> 00:09:09.000]  不是你做錯了什麼
[00:09:09.000 --> 00:09:11.720]  根本就連累到你和我
[00:09:11.720 --> 00:09:14.600]  所以這種很深的擔憂
[00:09:14.600 --> 00:09:16.680]  再加上我們發覺
[00:09:16.680 --> 00:09:19.560]  整個世界的金融體系裡面
[00:09:19.560 --> 00:09:20.960]  那些大企業
[00:09:20.960 --> 00:09:23.120]  金融的世界裡面
[00:09:23.120 --> 00:09:24.840]  那種公然的掠奪
[00:09:24.840 --> 00:09:26.120]  這是一個事實
[00:09:26.120 --> 00:09:28.520]  他都不用跟你說什麼理由
[00:09:28.520 --> 00:09:29.800]  我就搶你的錢
[00:09:29.800 --> 00:09:30.240]  為什麼?
[00:09:30.240 --> 00:09:31.800]  因為你沒得反抗
[00:09:31.800 --> 00:09:33.640]  我就搶你的錢
[00:09:33.640 --> 00:09:35.240]  於是結果
[00:09:35.240 --> 00:09:36.760]  就產生另外一種
[00:09:36.760 --> 00:09:39.800]  是一個極端化的現象
[00:09:39.800 --> 00:09:42.080]  就是貧富懸殊
[00:09:42.080 --> 00:09:44.480]  貧富懸殊會越來越
[00:09:44.480 --> 00:09:47.280]  使這個社會很動盪不安
[00:09:47.280 --> 00:09:49.800]  因為那些越窮的人越來越窮
[00:09:49.800 --> 00:09:51.120]  越來越沒辦法
[00:09:51.120 --> 00:09:52.000]  你想努力
[00:09:52.000 --> 00:09:53.840]  你想有出路
[00:09:53.840 --> 00:09:55.560]  有出路都沒辦法
[00:09:55.560 --> 00:09:57.160]  所以那些人的心裡面
[00:09:57.160 --> 00:09:58.800]  越來越多的仇恨
[00:09:58.800 --> 00:09:59.760]  那些有錢的
[00:09:59.760 --> 00:10:01.160]  那些有權的人
[00:10:01.160 --> 00:10:04.000]  就可以隨意的掠奪
[00:10:04.000 --> 00:10:05.600]  這種情況產生了
[00:10:05.600 --> 00:10:08.040]  其實一個很深的心態
[00:10:08.040 --> 00:10:09.200]  這個心態
[00:10:09.200 --> 00:10:11.680]  就是普遍我想用兩個
[00:10:11.680 --> 00:10:12.800]  總括了
[00:10:12.800 --> 00:10:15.920]  第一個是產生了一種很沒有安全感的
[00:10:15.920 --> 00:10:19.400]  不安頓的焦慮的心態
[00:10:19.400 --> 00:10:22.080]  幾年前我寫了一本書
[00:10:22.080 --> 00:10:23.200]  叫做《今生來世》
[00:10:23.200 --> 00:10:24.800]  都花了不少篇幅
[00:10:24.800 --> 00:10:26.120]  講這件事
[00:10:26.120 --> 00:10:28.200]  就是說我們這個現代化
[00:10:28.200 --> 00:10:30.240]  和一個21世紀的世界
[00:10:30.240 --> 00:10:35.560]  是真的進入一種普遍的焦慮
[00:10:35.560 --> 00:10:39.080]  anxiety的這種情緒當中
[00:10:39.080 --> 00:10:41.640]  焦慮不僅僅是恐懼
[00:10:41.640 --> 00:10:43.480]  一個人焦慮的時候
[00:10:43.480 --> 00:10:45.960]  是因為他不知道有什麼事情會發生
[00:10:45.960 --> 00:10:48.600]  不過都會有些很不好的事情快要發生
[00:10:48.600 --> 00:10:49.800]  一發生的時候
[00:10:49.800 --> 00:10:51.200]  不知道什麼時候來
[00:10:51.200 --> 00:10:52.240]  不知道是什麼
[00:10:52.240 --> 00:10:53.480]  不過總是災難性
[00:10:53.480 --> 00:10:55.920]  而且大到我是抵擋不了的
[00:10:55.920 --> 00:10:58.560]  但是我要做什麼
[00:10:58.560 --> 00:10:59.840]  我又要繼續過日子
[00:10:59.840 --> 00:11:05.400]  所以這種不斷在一種不安的情緒和焦慮當中
[00:11:05.400 --> 00:11:07.240]  這個不安情緒和焦慮
[00:11:07.240 --> 00:11:10.160]  是因為我們現在這個現代的世界
[00:11:10.160 --> 00:11:13.120]  已經進入一個完全連結起來的世界
[00:11:13.120 --> 00:11:16.720]  連結起來就是不單止是電腦
[00:11:16.720 --> 00:11:19.480]  和網上完全連結
[00:11:19.480 --> 00:11:21.240]  我們金融互相連結
[00:11:21.240 --> 00:11:26.040]  在大家的交通、旅遊、運輸
[00:11:26.040 --> 00:11:29.000]  就是全世界都結成了很緊扣的
[00:11:29.000 --> 00:11:30.040]  很緊扣
[00:11:30.040 --> 00:11:31.560]  當然很快速
[00:11:31.560 --> 00:11:33.240]  變化很好
[00:11:33.240 --> 00:11:34.920]  但是也可以有很大的危機
[00:11:34.920 --> 00:11:36.360]  因為有任何一個地方
[00:11:36.360 --> 00:11:38.600]  我們叫做風吹草動的話
[00:11:38.600 --> 00:11:40.320]  其他就被它連累了
[00:11:40.320 --> 00:11:42.440]  以前可能他有他
[00:11:42.440 --> 00:11:44.440]  他覺得很慘
[00:11:44.440 --> 00:11:46.280]  但是我也很自保
[00:11:46.280 --> 00:11:47.440]  沒得自保的
[00:11:47.440 --> 00:11:50.400]  70年代當年這麼早
[00:11:50.400 --> 00:11:51.640]  上一個世紀
[00:11:51.640 --> 00:11:55.720]  已經有些哲學家提出一個很奇怪的字眼
[00:11:55.720 --> 00:11:56.640]  可能你聽過
[00:11:56.640 --> 00:11:58.680]  叫做蝴蝶效應
[00:11:58.680 --> 00:12:00.480]  Butterfly effect
[00:12:00.480 --> 00:12:03.400]  這個蝴蝶效應當時說出來的時候
[00:12:03.400 --> 00:12:05.720]  就好像大家說的天方夜譚那樣
[00:12:05.720 --> 00:12:07.800]  就是杞人憂天
[00:12:07.800 --> 00:12:10.440]  但是當時的哲學家蝴蝶效應的意思就是
[00:12:10.440 --> 00:12:12.520]  如果有一天這個世界所有這些東西
[00:12:12.520 --> 00:12:14.680]  是很緊密的連在一起的時候
[00:12:14.680 --> 00:12:16.480]  成為一個大整體的話
[00:12:16.480 --> 00:12:19.200]  就是在歐洲拍翼的蝴蝶
[00:12:19.200 --> 00:12:22.400]  所產生的少許空氣的波動
[00:12:22.400 --> 00:12:25.760]  是始終會變成一個亞洲的風暴
[00:12:25.760 --> 00:12:27.440]  這個說法好像很誇張
[00:12:27.440 --> 00:12:29.000]  但是現在就真的是這樣
[00:12:29.000 --> 00:12:30.960]  現在世界上任何一個地方
[00:12:30.960 --> 00:12:32.720]  你都不知道在什麼地方
[00:12:32.720 --> 00:12:34.120]  甚至那個地方
[00:12:34.120 --> 00:12:35.640]  想都想不到那件事
[00:12:35.640 --> 00:12:37.040]  已經是很小的事
[00:12:37.040 --> 00:12:39.160]  一下就連鎖性的反應
[00:12:39.160 --> 00:12:41.040]  連到我自己身上
[00:12:41.040 --> 00:12:42.040]  你身上
[00:12:42.040 --> 00:12:43.320]  不是你做錯
[00:12:43.320 --> 00:12:45.000]  不是你決定錯
[00:12:45.000 --> 00:12:46.600]  根本你就坐在那裡什麼都沒有做
[00:12:46.600 --> 00:12:48.160]  你就是災殃的了
[00:12:48.160 --> 00:12:50.640]  這個災殃是你突然臨到
[00:12:50.640 --> 00:12:52.280]  好像聖經所說的那種
[00:12:52.280 --> 00:12:54.360]  災難突然的臨到
[00:12:54.360 --> 00:12:55.680]  好像黑夜那樣
[00:12:55.680 --> 00:12:56.760]  想都沒想過
[00:12:56.760 --> 00:12:58.520]  就進來了
[00:12:58.520 --> 00:13:00.600]  所以這種這樣的
[00:13:00.600 --> 00:13:03.600]  這種叫做焦慮
[00:13:03.600 --> 00:13:04.840]  不單只是恐懼
[00:13:04.840 --> 00:13:07.440]  恐懼你知道危險從哪裡來
[00:13:07.440 --> 00:13:09.600]  你起碼都努力嘗試
[00:13:09.600 --> 00:13:10.480]  避不避都好
[00:13:10.480 --> 00:13:11.400]  你都可以避
[00:13:11.400 --> 00:13:13.280]  現在你都不知道危險從哪裡來
[00:13:13.280 --> 00:13:16.640]  這種就叫做焦慮的心態
[00:13:16.640 --> 00:13:18.120]  這種焦慮的心態可以
[00:13:18.120 --> 00:13:21.520]  蠶食我們每一個人心底裡的安全感
[00:13:21.520 --> 00:13:22.720]  以至今天
[00:13:22.720 --> 00:13:25.000]  我們的科技很發達
[00:13:25.000 --> 00:13:27.520]  但是我們的安全感是越來越少的
[00:13:27.520 --> 00:13:29.400]  心裡面沒有那種安頓
[00:13:29.400 --> 00:13:31.200]  和人相處的時候沒有那種安頓
[00:13:31.200 --> 00:13:33.080]  我們有很深的安全感
[00:13:33.080 --> 00:13:34.080]  沒有了
[00:13:34.080 --> 00:13:37.240]  沒有了的時候我們發覺
[00:13:37.240 --> 00:13:39.880]  順勢產生的就是我們發覺有很多
[00:13:39.880 --> 00:13:41.200]  令我們很詫異
[00:13:41.200 --> 00:13:44.520]  不可能的那些迷信
[00:13:44.520 --> 00:13:45.120]  是不是
[00:13:45.120 --> 00:13:47.200]  邪教那些很流行的
[00:13:47.200 --> 00:13:48.840]  你覺得為什麼
[00:13:48.840 --> 00:13:49.960]  你都不是沒讀過書
[00:13:49.960 --> 00:13:50.800]  讀了這麼多書
[00:13:50.800 --> 00:13:51.680]  你還相信這些東西
[00:13:51.680 --> 00:13:52.280]  他就相信
[00:13:52.280 --> 00:13:52.880]  為什麼
[00:13:52.880 --> 00:13:54.960]  因為反正這個世界這麼非理性
[00:13:54.960 --> 00:13:57.200]  反正這個世界這麼猜不到了
[00:13:57.200 --> 00:13:58.640]  不如拿著那些
[00:13:58.640 --> 00:13:59.560]  有沒有理由都好
[00:13:59.560 --> 00:14:00.680]  我都相信一下
[00:14:00.680 --> 00:14:02.760]  這個其實是一種很可憐
[00:14:02.760 --> 00:14:06.520]  但是也很真實的一種心態
[00:14:06.520 --> 00:14:08.600]  然後第二個大的心態
[00:14:08.600 --> 00:14:10.520]  是一種反動的心態
[00:14:10.520 --> 00:14:13.640]  對於價值意識的反動
[00:14:13.640 --> 00:14:15.840]  反動比較學術的名字
[00:14:15.840 --> 00:14:18.280]  就可以叫做顛覆性
[00:14:18.280 --> 00:14:19.640]  那種反動
[00:14:19.640 --> 00:14:20.680]  那當然了
[00:14:20.680 --> 00:14:21.720]  以前我們說
[00:14:21.720 --> 00:14:23.920]  十多歲的年輕人
[00:14:23.920 --> 00:14:25.080]  肯定有些反動
[00:14:25.080 --> 00:14:27.680]  但是現在是全世界每個人
[00:14:27.680 --> 00:14:29.920]  全球性普遍的心態
[00:14:29.920 --> 00:14:31.520]  反動就是對於
[00:14:31.520 --> 00:14:33.520]  那些傳統上
[00:14:33.520 --> 00:14:35.480]  就是說持之很多年
[00:14:35.480 --> 00:14:37.920]  大家認為根本就是一個很常識性的
[00:14:37.920 --> 00:14:39.960]  應該的人與人之間的關係
[00:14:39.960 --> 00:14:42.080]  那種相處之道
[00:14:42.080 --> 00:14:44.520]  道德的標準
[00:14:44.520 --> 00:14:46.520]  家庭應該是怎麼樣的
[00:14:46.520 --> 00:14:48.280]  兩性之間應該是怎麼樣的
[00:14:48.280 --> 00:14:50.200]  現在全部顛覆它
[00:14:50.200 --> 00:14:51.000]  就是說
[00:14:51.000 --> 00:14:52.240]  想都想不到
[00:14:52.240 --> 00:14:54.080]  這些東西大家認為很對的
[00:14:54.080 --> 00:14:55.840]  就是有人跟你反
[00:14:55.840 --> 00:14:57.040]  而且不是少數人
[00:14:57.040 --> 00:14:59.440]  並且是越來越多人去反
[00:14:59.440 --> 00:15:02.200]  比如這個毒品合法化
[00:15:02.200 --> 00:15:05.320]  我在北美回來的
[00:15:05.320 --> 00:15:08.080]  這麼多年就真的看見
[00:15:08.080 --> 00:15:10.120]  你很難想像
[00:15:10.120 --> 00:15:11.440]  這是吸毒來的
[00:15:11.440 --> 00:15:13.040]  弄得多漂亮
[00:15:13.040 --> 00:15:15.840]  在超級市場旁邊開一間
[00:15:15.840 --> 00:15:16.720]  漂亮到不得了
[00:15:16.720 --> 00:15:19.600]  好像人家那些養生健康店那樣
[00:15:19.600 --> 00:15:21.600]  裡面裝潢得不得了
[00:15:21.600 --> 00:15:23.280]  全部都是毒品來的
[00:15:23.280 --> 00:15:25.480]  有糖有巧克力
[00:15:25.480 --> 00:15:27.720]  那些小孩子進去買
[00:15:27.720 --> 00:15:28.960]  買了拿去吃
[00:15:28.960 --> 00:15:30.480]  吃了暈頭頭
[00:15:30.480 --> 00:15:32.320]  暈頭頭怎麼辦呢?
[00:15:32.320 --> 00:15:33.680]  他說我不知道
[00:15:33.680 --> 00:15:34.720]  政府說不如
[00:15:34.720 --> 00:15:38.000]  把警察在門口派單張給小孩子進去的時候
[00:15:38.000 --> 00:15:40.000]  提醒他們不要吃那麼多
[00:15:40.000 --> 00:15:41.320]  就是這樣都行
[00:15:41.320 --> 00:15:42.320]  就是這樣都行
[00:15:42.320 --> 00:15:42.920]  明白嗎?
[00:15:42.920 --> 00:15:45.200]  現在不需要再說了
