
[00:00:00.000 --> 00:00:04.000]  如果你明白生命記
[00:00:04.000 --> 00:00:11.000]  你就知道生命記是摩西的臨別贈言
[00:00:11.000 --> 00:00:15.000]  大家知道摩西帶領以色列人離開埃及
[00:00:15.000 --> 00:00:19.000]  經過了40年的抗野崎嶇的路
[00:00:19.000 --> 00:00:24.000]  現在終於來到迦南應許之地的門口
[00:00:24.000 --> 00:00:27.000]  但摩西知道他進不去
[00:00:27.000 --> 00:00:30.000]  老人家他心事很多
[00:00:30.000 --> 00:00:34.000]  怎樣去提醒這班將要進入應許之地的子民
[00:00:34.000 --> 00:00:37.000]  就是他最後的遺言
[00:00:37.000 --> 00:00:39.000]  生命記就是這樣
[00:00:39.000 --> 00:00:40.000]  生命記很寶貴
[00:00:40.000 --> 00:00:42.000]  生命記裏面學者告訴我們
[00:00:42.000 --> 00:00:45.000]  應該有三篇講章
[00:00:45.000 --> 00:00:48.000]  第一篇講章是第一章至第四章
[00:00:48.000 --> 00:00:50.000]  短短地
[00:00:50.000 --> 00:00:52.000]  我記得好像一兩年前
[00:00:52.000 --> 00:00:55.000]  和大家講過其中一個部分
[00:00:55.000 --> 00:00:57.000]  那裏提到摩西說
[00:00:57.000 --> 00:01:00.000]  以色列人要記住自己是誰
[00:01:00.000 --> 00:01:02.000]  如果你知道自己是誰
[00:01:02.000 --> 00:01:04.000]  你進到哪裏
[00:01:04.000 --> 00:01:07.000]  碰見甚麼危險挑戰和隱憂
[00:01:07.000 --> 00:01:09.000]  你都不會跌倒
[00:01:09.000 --> 00:01:11.000]  接著是第二篇講章
[00:01:11.000 --> 00:01:13.000]  由第四章的最後
[00:01:13.000 --> 00:01:16.000]  一直到第十一章的最後
[00:01:16.000 --> 00:01:19.000]  是比較長的一篇講章
[00:01:19.000 --> 00:01:21.000]  今天我們看第十一章
[00:01:21.000 --> 00:01:26.000]  你會知道是第二篇講章的最後結論
[00:01:26.000 --> 00:01:28.000]  講了很長的講章
[00:01:28.000 --> 00:01:30.000]  第四章一直到第十一章頭的時候
[00:01:30.000 --> 00:01:32.000]  講了很多的說話
[00:01:32.000 --> 00:01:33.000]  然後摩西說
[00:01:33.000 --> 00:01:35.000]  好,我現在總結給你聽
[00:01:35.000 --> 00:01:37.000]  十八至二十五節就是總結
[00:01:37.000 --> 00:01:40.000]  所以這是一個總結的總結
[00:01:40.000 --> 00:01:43.000]  最後還有一個短短的講章
[00:01:43.000 --> 00:01:44.000]  今天我們不會討論了
[00:01:44.000 --> 00:01:47.000]  就是生命記二十九和三十章
[00:01:47.000 --> 00:01:50.000]  所以我相信今天我們這段聖經很適合
[00:01:50.000 --> 00:01:53.000]  我們用摩西的臨別的贈言
[00:01:53.000 --> 00:01:55.000]  對以色列人所說的
[00:01:55.000 --> 00:01:58.000]  教訓他們如何聆聽跟從神
[00:01:58.000 --> 00:02:01.000]  如何做一個神所喜悅的指紋
[00:02:01.000 --> 00:02:03.000]  這個心事和總結
[00:02:03.000 --> 00:02:05.000]  來總結我們北宣家
[00:02:05.000 --> 00:02:07.000]  大家在這三個月聽了的
[00:02:07.000 --> 00:02:09.000]  屬靈的傳統
[00:02:09.000 --> 00:02:12.000]  我們一起來思想這段說話
[00:02:12.000 --> 00:02:15.000]  這段說話其實很豐富
[00:02:15.000 --> 00:02:16.000]  為甚麼豐富呢?
[00:02:16.000 --> 00:02:17.000]  我數一數
[00:02:17.000 --> 00:02:20.000]  起碼提了十件事
[00:02:20.000 --> 00:02:22.000]  廢話,時間不夠說
[00:02:22.000 --> 00:02:25.000]  不用擔心,不會說到一點鐘
[00:02:25.000 --> 00:02:28.000]  十件事待會會跟大家很簡單的說
[00:02:28.000 --> 00:02:30.000]  但是這十件事的總結
[00:02:30.000 --> 00:02:32.000]  其實想說甚麼呢?
[00:02:32.000 --> 00:02:35.000]  我們試試很簡單回顧一下
[00:02:35.000 --> 00:02:37.000]  整篇的講章是說甚麼
[00:02:37.000 --> 00:02:39.000]  當然今天的時間不可能
[00:02:39.000 --> 00:02:42.000]  慢慢從第四章一直看到第十一章
[00:02:42.000 --> 00:02:44.000]  我只是很快的一路跟大家
[00:02:44.000 --> 00:02:47.000]  總結一下,提一提
[00:02:47.000 --> 00:02:49.000]  重點在哪裏
[00:02:49.000 --> 00:02:51.000]  有時候我鼓勵大家回家
[00:02:51.000 --> 00:02:53.000]  由第四章的四十四節
[00:02:53.000 --> 00:02:56.000]  一直看完第十一章
[00:02:56.000 --> 00:02:59.000]  我相信你們就會有這種感覺
[00:02:59.000 --> 00:03:00.000]  好了
[00:03:00.000 --> 00:03:02.000]  這麼長的講章想說甚麼呢?
[00:03:02.000 --> 00:03:03.000]  我相信我講出來
[00:03:03.000 --> 00:03:06.000]  大家應該都會猜到幾分
[00:03:06.000 --> 00:03:07.000]  摩西和以色列人說
[00:03:07.000 --> 00:03:09.000]  現在你們要入教了
[00:03:09.000 --> 00:03:11.000]  我想你回顧過去日子
[00:03:11.000 --> 00:03:14.000]  這四十年裏發生過甚麼事
[00:03:14.000 --> 00:03:16.000]  摩西說你們在這四十年裏
[00:03:16.000 --> 00:03:18.000]  犯了很多的錯誤
[00:03:18.000 --> 00:03:21.000]  事上很多的埋怨
[00:03:21.000 --> 00:03:23.000]  你又不認識神是誰
[00:03:23.000 --> 00:03:25.000]  於是神就將十戒給了你們
[00:03:25.000 --> 00:03:28.000]  你經常說我不知道神要求我做甚麼
[00:03:28.000 --> 00:03:30.000]  神說好,我就告訴你
[00:03:30.000 --> 00:03:31.000]  我要求甚麼
[00:03:31.000 --> 00:03:33.000]  十條戒命很清楚
[00:03:33.000 --> 00:03:34.000]  再一次數給你聽
[00:03:34.000 --> 00:03:35.000]  很清清楚楚
[00:03:35.000 --> 00:03:38.000]  不過很可惜給了你們不守
[00:03:38.000 --> 00:03:42.000]  摩西說你還記得當日頒佈十戒的時候
[00:03:42.000 --> 00:03:43.000]  你們多害怕
[00:03:43.000 --> 00:03:44.000]  你說死了死了
[00:03:44.000 --> 00:03:45.000]  我們見到神的時候
[00:03:45.000 --> 00:03:47.000]  一定被神殺
[00:03:47.000 --> 00:03:49.000]  神憐憫我們
[00:03:49.000 --> 00:03:51.000]  將這些祂的要求
[00:03:51.000 --> 00:03:53.000]  很清楚告訴我們
[00:03:53.000 --> 00:03:54.000]  摩西說但是很可惜
[00:03:54.000 --> 00:03:57.000]  一次又一次我們犯罪
[00:03:57.000 --> 00:03:59.000]  所以摩西說我再提醒你
[00:03:59.000 --> 00:04:01.000]  究竟神要求的是甚麼
[00:04:01.000 --> 00:04:02.000]  我們上一個月
[00:04:02.000 --> 00:04:04.000]  我記得都和大家講過
[00:04:04.000 --> 00:04:05.000]  不知道是不是這一堂
[00:04:05.000 --> 00:04:06.000]  我都忘記是哪一堂
[00:04:06.000 --> 00:04:10.000]  十戒裏面最重要的兩件事
[00:04:10.000 --> 00:04:12.000]  第一除我以外
[00:04:12.000 --> 00:04:14.000]  不要有其他神
[00:04:14.000 --> 00:04:17.000]  這個不單是講偶像的問題
[00:04:17.000 --> 00:04:19.000]  就是神說我和你之間
[00:04:19.000 --> 00:04:22.000]  不可以再有任何東西阻隔
[00:04:22.000 --> 00:04:25.000]  如果有任何東西阻礙了我和你之間的關係
[00:04:25.000 --> 00:04:26.000]  你一定要拿走它
[00:04:26.000 --> 00:04:28.000]  不單單是偶像的玩偶
[00:04:28.000 --> 00:04:30.000]  任何東西都是
[00:04:30.000 --> 00:04:31.000]  除我以外
[00:04:31.000 --> 00:04:34.000]  不可以有任何東西取代我做你的神
[00:04:34.000 --> 00:04:35.000]  這是第一件事
[00:04:35.000 --> 00:04:39.000]  接著在摩西的講章裏面再講第二件事
[00:04:39.000 --> 00:04:41.000]  你要做我的子民
[00:04:41.000 --> 00:04:43.000]  我做你的神
[00:04:43.000 --> 00:04:44.000]  大家都記得
[00:04:44.000 --> 00:04:47.000]  神說為甚麼我要做你的神
[00:04:47.000 --> 00:04:48.000]  我不是強行來的
[00:04:48.000 --> 00:04:51.000]  你不要忘記我救了你們
[00:04:51.000 --> 00:04:52.000]  是我白白的救你們
[00:04:52.000 --> 00:04:53.000]  本來你是誰
[00:04:53.000 --> 00:04:54.000]  是奴隸
[00:04:54.000 --> 00:04:56.000]  我拯救了你們
[00:04:56.000 --> 00:04:58.000]  你今天得到一條命
[00:04:58.000 --> 00:05:00.000]  是因為我的愛
[00:05:00.000 --> 00:05:01.000]  所以我要做你的神
[00:05:01.000 --> 00:05:03.000]  是天經地義
[00:05:03.000 --> 00:05:04.000]  你做我的子民
[00:05:04.000 --> 00:05:06.000]  是益了你的
[00:05:06.000 --> 00:05:07.000]  是這個意思
[00:05:07.000 --> 00:05:11.000]  接著摩西就講到將來你們要進入這個地方
[00:05:11.000 --> 00:05:14.000]  摩西再一次提醒以色列人
[00:05:14.000 --> 00:05:18.000]  這個迦南地是應許給你的
[00:05:18.000 --> 00:05:20.000]  不過我想告訴你
[00:05:20.000 --> 00:05:22.000]  神說迦南地的居民
[00:05:22.000 --> 00:05:25.000]  你永遠都不夠他們打的
[00:05:25.000 --> 00:05:27.000]  按文化
[00:05:27.000 --> 00:05:28.000]  按武力
[00:05:28.000 --> 00:05:30.000]  你們這班奴隸的子女
[00:05:30.000 --> 00:05:32.000]  怎麼夠人家打
[00:05:32.000 --> 00:05:34.000]  是不可能打得贏人的
[00:05:34.000 --> 00:05:35.000]  不過
[00:05:35.000 --> 00:05:37.000]  如果我跟你一起去的話
[00:05:37.000 --> 00:05:40.000]  就沒有一個人可以在面前站立
[00:05:40.000 --> 00:05:42.000]  因為我是你們的元帥
[00:05:42.000 --> 00:05:43.000]  所以要跟從我
[00:05:43.000 --> 00:05:44.000]  聽我的話
[00:05:44.000 --> 00:05:46.000]  走在我的道當中
[00:05:46.000 --> 00:05:48.000]  不要再像以前那樣背逆的話
[00:05:48.000 --> 00:05:50.000]  你以後就在我的恩典當中
[00:05:50.000 --> 00:05:51.000]  繼續過生活
[00:05:51.000 --> 00:05:53.000]  得到我所應許給你的禮物
[00:05:53.000 --> 00:05:55.000]  就是這個流瓦遠物之地
[00:05:55.000 --> 00:05:57.000]  很美麗的一個講章
[00:05:57.000 --> 00:05:58.000]  講完之後就講十八
[00:05:58.000 --> 00:05:59.000]  叫二十五節
[00:05:59.000 --> 00:06:00.000]  你明白了嗎
[00:06:00.000 --> 00:06:01.000]  那幅圖要這樣看
[00:06:01.000 --> 00:06:03.000]  你就知道這段話雖然短
[00:06:03.000 --> 00:06:05.000]  但很精彩
[00:06:05.000 --> 00:06:06.000]  剛才我說過
[00:06:06.000 --> 00:06:08.000]  十樣東西我現在數給你聽
[00:06:08.000 --> 00:06:09.000]  你寫下它
[00:06:09.000 --> 00:06:11.000]  不過不要寫在聖經上
[00:06:11.000 --> 00:06:12.000]  不要亂來
[00:06:12.000 --> 00:06:14.000]  你自己有聖經就好了
[00:06:14.000 --> 00:06:15.000]  記下
[00:06:15.000 --> 00:06:18.000]  不然你可以寫在程序單旁邊
[00:06:18.000 --> 00:06:19.000]  十樣
[00:06:19.000 --> 00:06:21.000]  我數給大家聽
[00:06:21.000 --> 00:06:22.000]  第一
[00:06:22.000 --> 00:06:26.000]  你要將神自己的教導要求
[00:06:26.000 --> 00:06:28.000]  放在心裡
[00:06:28.000 --> 00:06:29.000]  第十八節有四樣東西
[00:06:29.000 --> 00:06:30.000]  我講了
[00:06:30.000 --> 00:06:31.000]  你看清楚
[00:06:31.000 --> 00:06:32.000]  第十八節講了四樣東西
[00:06:32.000 --> 00:06:33.000]  第一
[00:06:33.000 --> 00:06:36.000]  你要將它放在心裡
[00:06:36.000 --> 00:06:37.000]  第二
[00:06:37.000 --> 00:06:40.000]  要存在你的意念中
[00:06:40.000 --> 00:06:42.000]  原來文字的意思就是
[00:06:42.000 --> 00:06:43.000]  你等在你裡面
[00:06:43.000 --> 00:06:45.000]  放在你裡面
[00:06:45.000 --> 00:06:47.000]  放在心裡
[00:06:47.000 --> 00:06:48.000]  存在你裡面
[00:06:48.000 --> 00:06:49.000]  第三
[00:06:49.000 --> 00:06:52.000]  還要將它寫出來
[00:06:52.000 --> 00:06:55.000]  繫在你的手上作為記號
[00:06:55.000 --> 00:06:56.000]  綁在這裡
[00:06:56.000 --> 00:06:58.000]  寫了它
[00:06:58.000 --> 00:07:00.000]  綁在你的手上
[00:07:00.000 --> 00:07:01.000]  第四
[00:07:01.000 --> 00:07:05.000]  戴在額頭上當作頭帶
[00:07:05.000 --> 00:07:07.000]  原來愚民的意思就是
[00:07:07.000 --> 00:07:09.000]  放在你兩眼之間
[00:07:09.000 --> 00:07:11.000]  有些猶太人仍然是這樣
[00:07:11.000 --> 00:07:12.000]  今天可能沒有了
[00:07:12.000 --> 00:07:13.000]  以往的猶太人
[00:07:13.000 --> 00:07:15.000]  他們真的綁著帶子
[00:07:15.000 --> 00:07:16.000]  有個盒子
[00:07:16.000 --> 00:07:19.000]  將神的律法書
[00:07:19.000 --> 00:07:22.000]  寫了的就放在盒子裡
[00:07:22.000 --> 00:07:23.000]  就是說人又看到
[00:07:23.000 --> 00:07:24.000]  你又看到
[00:07:24.000 --> 00:07:25.000]  去到哪裡
[00:07:25.000 --> 00:07:27.000]  大家都知道
[00:07:27.000 --> 00:07:28.000]  第五
[00:07:28.000 --> 00:07:29.000]  還要什麼呢
[00:07:29.000 --> 00:07:31.000]  要不斷地
[00:07:31.000 --> 00:07:34.000]  將這些神的說話要求
[00:07:34.000 --> 00:07:36.000]  向你的兒女來講論
[00:07:36.000 --> 00:07:37.000]  去教訓他們
[00:07:37.000 --> 00:07:38.000]  這是第十九章
[00:07:38.000 --> 00:07:40.000]  第十九節
[00:07:40.000 --> 00:07:42.000]  很具體的
[00:07:42.000 --> 00:07:43.000]  不單說說
[00:07:43.000 --> 00:07:44.000]  要記住
[00:07:44.000 --> 00:07:45.000]  要說給子女聽
[00:07:45.000 --> 00:07:46.000]  不是這麼簡單
[00:07:46.000 --> 00:07:47.000]  說一次嗎
[00:07:47.000 --> 00:07:48.000]  不是
[00:07:48.000 --> 00:07:49.000]  臨死才說
[00:07:49.000 --> 00:07:50.000]  沒戲了
[00:07:50.000 --> 00:07:51.000]  說什麼
[00:07:51.000 --> 00:07:53.000]  你要坐在家裡說
[00:07:53.000 --> 00:07:55.000]  走路又說
[00:07:55.000 --> 00:07:56.000]  躺下又說
[00:07:56.000 --> 00:07:57.000]  起來又說
[00:07:57.000 --> 00:07:58.000]  你不是很沉迷嗎
[00:07:58.000 --> 00:07:59.000]  不是
[00:07:59.000 --> 00:08:00.000]  很具體的
[00:08:00.000 --> 00:08:02.000]  事實上的說
[00:08:02.000 --> 00:08:03.000]  不斷地說
[00:08:03.000 --> 00:08:05.000]  就是說你整個生活都是說
[00:08:05.000 --> 00:08:07.000]  你明白我說什麼意思嗎
[00:08:07.000 --> 00:08:09.000]  你整個生活都是說給你兒女聽
[00:08:09.000 --> 00:08:11.000]  神要求我們什麼
[00:08:11.000 --> 00:08:14.000]  用神對你的要求
[00:08:14.000 --> 00:08:16.000]  要求他去進行
[00:08:16.000 --> 00:08:18.000]  一代一代地傳下去
[00:08:18.000 --> 00:08:19.000]  這是第五樣
[00:08:19.000 --> 00:08:20.000]  第六樣
[00:08:20.000 --> 00:08:22.000]  二十節
[00:08:22.000 --> 00:08:23.000]  還要寫出來
[00:08:23.000 --> 00:08:24.000]  還要寫在這裡
[00:08:24.000 --> 00:08:26.000]  寫在這裡就貼在這裡
[00:08:26.000 --> 00:08:27.000]  貼在哪裡呢
[00:08:27.000 --> 00:08:28.000]  在家裡
[00:08:28.000 --> 00:08:30.000]  貼在門柱上
[00:08:30.000 --> 00:08:32.000]  就是說你家裡去到哪裡都能看到
[00:08:32.000 --> 00:08:33.000]  那你出門怎麼辦呢
[00:08:33.000 --> 00:08:35.000]  貼在城門上
[00:08:35.000 --> 00:08:36.000]  出門又見
[00:08:36.000 --> 00:08:37.000]  在家裡又見
[00:08:37.000 --> 00:08:39.000]  走到哪裡都能看到
[00:08:39.000 --> 00:08:41.000]  不停地說給
[00:08:41.000 --> 00:08:43.000]  傳授給你的子女聽
[00:08:43.000 --> 00:08:45.000]  讓他們不會忘記
[00:08:45.000 --> 00:08:46.000]  然後呢
[00:08:46.000 --> 00:08:47.000]  接著
[00:08:47.000 --> 00:08:49.000]  還有四樣東西
[00:08:49.000 --> 00:08:51.000]  第二十二節
[00:08:51.000 --> 00:08:53.000]  叫做二十二節
[00:08:53.000 --> 00:08:54.000]  二十二節說
[00:08:54.000 --> 00:08:57.000]  你要因勤謹守遵行
[00:08:57.000 --> 00:08:59.000]  所吩咐的誡命
[00:08:59.000 --> 00:09:02.000]  用因勤的心態度
[00:09:02.000 --> 00:09:04.000]  謹守遵行
[00:09:04.000 --> 00:09:06.000]  這樣的話
[00:09:06.000 --> 00:09:11.000]  就表現出你對神三種的態度
[00:09:11.000 --> 00:09:13.000]  這是我們的第八點
