
[00:00:00.000 --> 00:00:03.840]  我們剛才讀過的《獵王記》下第一章
[00:00:03.840 --> 00:00:06.360]  我請大家再翻開其中的經文
[00:00:06.360 --> 00:00:09.920]  當我們上上提到伊利亞的時候
[00:00:09.920 --> 00:00:13.120]  大家會想起在主耶穌登山變相的時候
[00:00:13.120 --> 00:00:14.960]  除了祂自己之外
[00:00:14.960 --> 00:00:17.280]  有另外兩位舊約人物
[00:00:17.280 --> 00:00:18.800]  一位是摩西
[00:00:18.800 --> 00:00:21.040]  一位是伊利亞
[00:00:21.040 --> 00:00:23.840]  如果說摩西是代表著律法
[00:00:23.840 --> 00:00:27.520]  伊利亞就代表著歷代的眾仙之
[00:00:28.000 --> 00:00:30.240]  而他來到世上的時候
[00:00:30.240 --> 00:00:31.760]  當伊利亞工作的時候
[00:00:31.760 --> 00:00:34.000]  很清楚將一個訊息帶出來
[00:00:34.000 --> 00:00:36.880]  我們過去曾經說到在加密山上面
[00:00:36.880 --> 00:00:38.800]  他問一些以色列人
[00:00:38.800 --> 00:00:41.040]  如果耶和華是神
[00:00:41.040 --> 00:00:43.280]  就應該順從耶和華
[00:00:43.280 --> 00:00:45.520]  如果巴力是神
[00:00:45.520 --> 00:00:47.360]  就應該順從巴力
[00:00:47.360 --> 00:00:49.680]  然後挑戰他們說
[00:00:49.680 --> 00:00:54.160]  你們心持兩義到何時呢?
[00:00:54.160 --> 00:00:57.360]  伊利亞清楚傳出一個訊息就是
[00:00:57.360 --> 00:00:59.360]  唯獨耶和華是神
[00:00:59.360 --> 00:01:02.000]  因此何時我們的心偏移了
[00:01:02.000 --> 00:01:04.080]  要轉向悔改
[00:01:04.080 --> 00:01:06.320]  歸向要為的真神
[00:01:06.320 --> 00:01:10.000]  因此歷代的先知不斷發出一些呼籲
[00:01:10.000 --> 00:01:13.200]  就是當人的心偏離神的時候
[00:01:13.200 --> 00:01:17.360]  神會臨讓審判臨到他們
[00:01:17.360 --> 00:01:19.680]  但是當先知宣告審判的時候
[00:01:19.680 --> 00:01:22.080]  目的不是要毀滅
[00:01:22.080 --> 00:01:25.920]  而是盼望人的心聽見這些審判的訊息
[00:01:25.920 --> 00:01:28.480]  而會轉變過來
[00:01:28.480 --> 00:01:30.240]  信尼常人聽見說
[00:01:30.240 --> 00:01:31.360]  你們要悔改
[00:01:31.360 --> 00:01:34.240]  神就會後悔不降所說的災
[00:01:34.240 --> 00:01:36.960]  也意味著神發出這些警告
[00:01:36.960 --> 00:01:39.760]  目的是要人的心轉變
[00:01:39.760 --> 00:01:41.920]  因此伊利亞這個名字
[00:01:41.920 --> 00:01:42.720]  大家知道了
[00:01:42.720 --> 00:01:44.400]  這個名字的意思是什麼?
[00:01:44.400 --> 00:01:46.960]  耶和華是神
[00:01:46.960 --> 00:01:50.800]  而祂一生就是傳出一個重要的訊息
[00:01:50.800 --> 00:01:53.120]  這個訊息也帶來了一種重要的
[00:01:53.120 --> 00:01:55.120]  一種生命的果孝
[00:01:55.120 --> 00:01:58.160]  人專心去尋求神的時候
[00:01:58.160 --> 00:02:00.880]  生命流露出一種能力
[00:02:00.880 --> 00:02:03.600]  專心和能力
[00:02:03.600 --> 00:02:06.320]  在聖經很多時候是連在一起的
[00:02:06.320 --> 00:02:09.760]  詩篇62篇一開始就提及
[00:02:09.760 --> 00:02:13.920]  「我心默默無聲專等候神」
[00:02:13.920 --> 00:02:16.640]  到了最後十一節就說
[00:02:16.640 --> 00:02:18.800]  「一次兩次我都聽見了
[00:02:18.800 --> 00:02:22.160]  能力都屬父神」
[00:02:22.880 --> 00:02:25.200]  當我們何時專心仰賴神
[00:02:25.200 --> 00:02:28.880]  不依賴其他世界的力量的時候
[00:02:28.880 --> 00:02:30.720]  我們就經歷到
[00:02:30.720 --> 00:02:36.720]  (這八聲音不是我的)
[00:02:36.720 --> 00:02:40.720]  剛才所說
[00:02:40.720 --> 00:02:43.120]  當我們專心地仰賴神的時候
[00:02:43.120 --> 00:02:45.680]  就會經歷生命那種能力
[00:02:45.680 --> 00:02:48.240]  是可以勝過很多的試探
[00:02:48.240 --> 00:02:50.720]  而能夠見證我們的神
[00:02:50.720 --> 00:02:52.800]  而今天聖經所提及的
[00:02:52.800 --> 00:02:57.120]  也正正是說到當時的阿哈謝王
[00:02:57.120 --> 00:02:59.680]  他不願意專心尋求神
[00:02:59.680 --> 00:03:01.680]  而惹神的憤怒
[00:03:01.680 --> 00:03:03.520]  所以我們嘗試從兩方面去思想
[00:03:03.520 --> 00:03:05.440]  首先我們想的就是
[00:03:05.440 --> 00:03:06.240]  這位神
[00:03:06.240 --> 00:03:09.600]  聖經所說是一位忌邪的神
[00:03:09.600 --> 00:03:11.600]  大家看回第一章
[00:03:11.600 --> 00:03:15.440]  第一章
[00:03:15.440 --> 00:03:18.720]  「阿哈死後摩訶背叛以色列
[00:03:18.720 --> 00:03:20.720]  阿哈謝在撒瑪利亞
[00:03:20.720 --> 00:03:22.720]  阿哈謝是阿哈的兒子
[00:03:22.720 --> 00:03:25.440]  在撒瑪利亞一日從樓上的欄杆」
[00:03:25.440 --> 00:03:29.360]  聖經所說是窗戶掉下來就病了
[00:03:29.360 --> 00:03:30.960]  「於是差遣使者說
[00:03:30.960 --> 00:03:33.920]  你們去問以格倫的神巴力西卜
[00:03:33.920 --> 00:03:36.320]  我者病能好不能好
[00:03:36.320 --> 00:03:39.600]  但耶和華使者對提斯比人以利亞說
[00:03:39.600 --> 00:03:43.360]  你起來去迎著撒瑪利亞王的使者對他們說
[00:03:43.360 --> 00:03:46.160]  你們去問以格倫的神巴力西卜
[00:03:46.160 --> 00:03:48.800]  起因以色列中沒有神嗎
[00:03:48.800 --> 00:03:51.680]  所以耶和華如此說
[00:03:51.680 --> 00:03:54.320]  你必不下你所上的床
[00:03:54.320 --> 00:03:56.320]  必定要死」
[00:03:56.320 --> 00:03:59.600]  以利亞就去了
[00:03:59.600 --> 00:04:04.960]  在當中阿哈謝王有一次有意外
[00:04:04.960 --> 00:04:07.200]  他從欄杆上掉下來
[00:04:07.200 --> 00:04:09.200]  他就病了
[00:04:09.200 --> 00:04:13.200]  或者說有很多不同併發的身體問題
[00:04:13.200 --> 00:04:17.520]  在當時他差遣使者去求問二幫的神
[00:04:17.520 --> 00:04:21.520]  可能他沒有很高調地去做
[00:04:21.520 --> 00:04:25.200]  靜靜地差派使者去尋求
[00:04:25.200 --> 00:04:28.880]  希望這位二幫神讓他知道能不能夠好
[00:04:28.880 --> 00:04:31.280]  甚至能不能夠醫治他
[00:04:31.280 --> 00:04:32.640]  雖然他靜靜地做
[00:04:32.640 --> 00:04:35.840]  但是神很清楚知道
[00:04:35.840 --> 00:04:39.280]  而他差派了以利亞去提醒他
[00:04:39.280 --> 00:04:41.760]  很多時候我們靜靜地做
[00:04:41.760 --> 00:04:44.640]  或者我們深入善悟察覺
[00:04:44.640 --> 00:04:46.640]  偏移了
[00:04:46.640 --> 00:04:48.080]  我們可能不知道
[00:04:48.080 --> 00:04:49.840]  但是神知道
[00:04:49.840 --> 00:04:52.720]  神會透過不同的方式去勸告
[00:04:52.720 --> 00:04:54.480]  去提醒我們
[00:04:54.480 --> 00:04:57.520]  我曾經和弟兄姊妹在過去分享過一件事情
[00:04:57.520 --> 00:04:59.280]  可能你們會記得
[00:04:59.280 --> 00:05:01.760]  就是一位姊妹
[00:05:01.760 --> 00:05:02.960]  她曾經信主
[00:05:02.960 --> 00:05:05.840]  後來離開了教會一段時間
[00:05:05.840 --> 00:05:09.360]  但是她工作和家庭有很多困難
[00:05:09.360 --> 00:05:11.920]  她的同事告訴她
[00:05:11.920 --> 00:05:13.440]  「你這麼倒楣
[00:05:13.440 --> 00:05:14.800]  這麼多問題
[00:05:14.800 --> 00:05:17.040]  你不如看那個相士吧
[00:05:17.040 --> 00:05:18.800]  很漂亮的
[00:05:18.800 --> 00:05:19.520]  貴是貴一點
[00:05:19.520 --> 00:05:21.760]  不過很漂亮的」
[00:05:21.760 --> 00:05:25.920]  這位姊妹當時的心被這些說話影響了她
[00:05:25.920 --> 00:05:27.760]  她說「也好」
[00:05:27.760 --> 00:05:30.160]  她就去看這個相士
[00:05:30.160 --> 00:05:32.640]  過千元看一次
[00:05:32.640 --> 00:05:35.440]  大家知道如果相士很漂亮
[00:05:35.440 --> 00:05:37.600]  你更加要小心
[00:05:37.600 --> 00:05:41.040]  因為人能夠知道一些超自然的事情
[00:05:41.040 --> 00:05:42.960]  只有兩個可能性
[00:05:42.960 --> 00:05:44.320]  一是來自神
[00:05:44.320 --> 00:05:46.960]  一是來自撒旦
[00:05:46.960 --> 00:05:48.880]  來自邪靈
[00:05:48.880 --> 00:05:49.840]  當她去到的時候
[00:05:49.840 --> 00:05:52.080]  看到相士坐在靜間的時候
[00:05:52.080 --> 00:05:55.040]  相士就按著頭
[00:05:55.040 --> 00:05:56.960]  然後就跟她說
[00:05:56.960 --> 00:05:59.600]  「你是不是基督徒?」
[00:05:59.600 --> 00:06:00.800]  姊妹就突然問
[00:06:00.800 --> 00:06:03.040]  「為什麼她會知道?」
[00:06:03.040 --> 00:06:04.560]  她說「你不要來找我
[00:06:04.560 --> 00:06:05.840]  我和基督徒看相
[00:06:05.840 --> 00:06:08.560]  最多四成零
[00:06:08.560 --> 00:06:11.600]  你回去找你的神吧」
[00:06:11.600 --> 00:06:14.480]  然後姊妹就沒辦法
[00:06:14.480 --> 00:06:16.000]  就走了
[00:06:16.000 --> 00:06:17.280]  然後那個相士就說
[00:06:17.280 --> 00:06:20.720]  「我的頭痛了」
[00:06:20.720 --> 00:06:22.240]  這個姊妹回去之後想的時候
[00:06:22.240 --> 00:06:24.240]  她覺得很奇怪
[00:06:24.240 --> 00:06:26.720]  為什麼她會知道
[00:06:26.720 --> 00:06:28.160]  突然她問自己
[00:06:28.160 --> 00:06:29.280]  「沒錯我是基督徒
[00:06:29.280 --> 00:06:30.400]  為什麼我有困難的時候
[00:06:30.400 --> 00:06:31.680]  不求問神
[00:06:31.680 --> 00:06:34.320]  而要找相士呢?」
[00:06:34.320 --> 00:06:36.880]  在那個時候她的心就被警惕
[00:06:36.880 --> 00:06:38.960]  她就回到教會
[00:06:38.960 --> 00:06:43.360]  而繼續追求跟隨神
[00:06:43.360 --> 00:06:46.160]  在這個世界有不同的勢力
[00:06:46.160 --> 00:06:48.640]  有一些是光明的力量
[00:06:48.640 --> 00:06:50.800]  有一些是邪惡的勢力
[00:06:50.800 --> 00:06:52.320]  而我們要很留心
[00:06:52.320 --> 00:06:53.760]  如何保守自己的心
[00:06:53.760 --> 00:06:55.360]  依靠上帝
[00:06:55.360 --> 00:06:57.440]  有些時候我們不察覺的時候
[00:06:57.440 --> 00:06:59.360]  神會透過不同的方式
[00:06:59.360 --> 00:07:02.800]  來提醒、幫助我們
[00:07:02.800 --> 00:07:05.040]  你看看聖經
[00:07:05.040 --> 00:07:06.160]  整體當時
[00:07:06.160 --> 00:07:08.640]  以利亞去告訴王的時候
[00:07:08.640 --> 00:07:10.640]  他說「你難道以為
[00:07:10.640 --> 00:07:12.400]  在以色列沒有神嗎?
[00:07:12.400 --> 00:07:15.280]  為什麼會找這個以甲倫
[00:07:15.280 --> 00:07:16.880]  這個以甲倫就等於
[00:07:16.880 --> 00:07:19.440]  菲律賓人的神
[00:07:19.440 --> 00:07:20.880]  他說你這樣做
[00:07:20.880 --> 00:07:22.240]  你所上的床
[00:07:22.240 --> 00:07:23.600]  你不會下來
[00:07:23.600 --> 00:07:26.080]  你必定死」
[00:07:26.080 --> 00:07:27.840]  這個說話從人的角度看
[00:07:27.840 --> 00:07:29.520]  好像覺得神有些
[00:07:29.520 --> 00:07:30.880]  什麼?
[00:07:30.880 --> 00:07:32.880]  好像吃醋
[00:07:32.880 --> 00:07:35.280]  有些醋意在
[00:07:35.280 --> 00:07:37.120]  神好像很不喜歡他這樣做
[00:07:37.120 --> 00:07:39.600]  甚至說你必定死
[00:07:39.600 --> 00:07:43.200]  聖經裡面有一個很重要的概念
[00:07:43.200 --> 00:07:46.480]  神的忌邪的心
[00:07:46.480 --> 00:07:47.680]  Divine jealousy
[00:07:47.680 --> 00:07:49.200]  英文所說
