
[00:00:00.000 --> 00:00:04.760]  讓方第五章的三十一至四十七節
[00:00:04.760 --> 00:00:08.320]  在第五章記載著耶穌行了神蹟
[00:00:08.320 --> 00:00:14.080]  治療了一個患了三十八年癱瘓症的病人
[00:00:14.080 --> 00:00:18.840]  在安息日治療這個病人
[00:00:18.840 --> 00:00:23.160]  在這個事件當中有很多人藉著這件事去反對耶穌
[00:00:23.160 --> 00:00:25.920]  說耶穌犯了安息日
[00:00:25.920 --> 00:00:29.680]  耶穌在上文第一輪的反駁
[00:00:29.680 --> 00:00:30.960]  這些反對者
[00:00:30.960 --> 00:00:35.560]  藉著這個事件去顯出自己的身份和權柄
[00:00:35.560 --> 00:00:38.600]  在這段經文三十一至四十七節
[00:00:38.600 --> 00:00:41.600]  耶穌可以說第二輪的再一次回應
[00:00:41.600 --> 00:00:43.560]  這一班反對的人
[00:00:43.560 --> 00:00:48.960]  在此指出為什麼他會有權柄去作這件事
[00:00:48.960 --> 00:00:51.160]  在三十一至三十二節這樣說
[00:00:51.160 --> 00:00:53.160]  我若為自己作見證
[00:00:53.160 --> 00:00:54.880]  我的見證就不爭
[00:00:54.880 --> 00:00:57.120]  另有一位給我作見證
[00:00:57.120 --> 00:01:00.560]  我也知道他給我作的見證是真的
[00:01:00.560 --> 00:01:04.280]  在前面那幾節裏面去強調
[00:01:04.280 --> 00:01:07.040]  只憑著自己不能作什麼
[00:01:07.040 --> 00:01:08.720]  甚至可以說
[00:01:08.720 --> 00:01:12.240]  只耶穌在作見證的時候也是這樣說
[00:01:12.240 --> 00:01:13.520]  耶穌在那裏堅稱
[00:01:13.520 --> 00:01:15.600]  我如果為自己作見證
[00:01:15.600 --> 00:01:17.960]  我的見證就不是真的
[00:01:17.960 --> 00:01:19.240]  不過耶穌在那裏說
[00:01:19.240 --> 00:01:21.480]  如果只有他自己的見證
[00:01:21.480 --> 00:01:23.280]  他的見證的確不一定是真的
[00:01:23.280 --> 00:01:27.440]  但是他最強的有力的反駁是什麼呢?
[00:01:27.440 --> 00:01:31.160]  就是凡他所說的所做的一切
[00:01:31.160 --> 00:01:33.240]  包括他的見證在內
[00:01:33.240 --> 00:01:38.120]  都是反映他是一個完全信服天父的一個人
[00:01:38.120 --> 00:01:40.000]  他所說他所作的
[00:01:40.000 --> 00:01:44.960]  只有父要他講要他做的他才會做
[00:01:44.960 --> 00:01:46.960]  所以耶穌在那裏說
[00:01:46.960 --> 00:01:50.240]  他的見證不單止是自己作見證
[00:01:50.240 --> 00:01:52.840]  還有就是天父為他作見證
[00:01:52.840 --> 00:01:53.880]  他在宣告說
[00:01:53.880 --> 00:01:56.280]  另有一位給我作見證的
[00:01:56.280 --> 00:01:59.680]  是根據前面幾節經文所說的
[00:01:59.680 --> 00:02:00.920]  就是另一位是誰呢?
[00:02:00.920 --> 00:02:02.640]  一定是指天父
[00:02:02.640 --> 00:02:05.720]  在53、54節耶穌繼續說
[00:02:05.720 --> 00:02:08.480]  你們曾差人到若寒那裏
[00:02:08.480 --> 00:02:10.280]  他為真理作過見證
[00:02:10.280 --> 00:02:12.080]  其實我所受的見證
[00:02:12.080 --> 00:02:13.320]  不是從人來的
[00:02:13.320 --> 00:02:15.600]  然而我說這些話
[00:02:15.600 --> 00:02:17.600]  說要叫你們得救
[00:02:17.600 --> 00:02:22.080]  耶穌的聽眾顯然需要一些確實的見證
[00:02:22.080 --> 00:02:24.640]  耶穌現在馬上轉向這一點
[00:02:24.640 --> 00:02:27.840]  他所提及的第一個見證是施洗若寒
[00:02:27.840 --> 00:02:31.920]  施洗若寒來到地上要為光作見證
[00:02:31.920 --> 00:02:36.760]  他不單止從耶路撒冷來的宗教領袖
[00:02:36.760 --> 00:02:39.600]  差派來的一代表團作過見證
[00:02:39.600 --> 00:02:41.920]  也公開的承認
[00:02:41.920 --> 00:02:44.080]  耶穌就是神的羔羊
[00:02:44.080 --> 00:02:46.080]  就是神的兒子
[00:02:46.080 --> 00:02:51.160]  那個來到要除去世人罪孽的那一位
[00:02:51.160 --> 00:02:53.680]  在這裏對耶穌來說
[00:02:53.680 --> 00:02:57.160]  其實他不需要依賴其他人的見證
[00:02:57.160 --> 00:02:58.640]  去證明自己的身份
[00:02:58.640 --> 00:03:01.440]  其實有上帝的見證就已經足夠
[00:03:01.440 --> 00:03:04.080]  但是耶穌在這裏提及若寒的見證
[00:03:04.080 --> 00:03:05.400]  不是為了他自己
[00:03:05.400 --> 00:03:08.720]  而是為了這一班人的緣故
[00:03:08.720 --> 00:03:12.480]  叫他們可以得到上帝的救恩
[00:03:12.480 --> 00:03:15.480]  人是直著相信耶穌
[00:03:15.480 --> 00:03:17.480]  才可以得到上帝的拯救
[00:03:17.480 --> 00:03:19.480]  施洗若寒的見證
[00:03:19.480 --> 00:03:22.360]  可以幫助他們去相信耶穌
[00:03:22.360 --> 00:03:27.520]  這正正是施洗若寒來到地上的目的
[00:03:27.520 --> 00:03:30.120]  所以耶穌在這裏提及施洗若寒
[00:03:30.120 --> 00:03:33.280]  指著他作的見證是恰當的
[00:03:33.280 --> 00:03:35.640]  接著35、36節
[00:03:35.640 --> 00:03:39.160]  耶穌繼續說若寒的作用是甚麼
[00:03:39.160 --> 00:03:42.920]  來到地上的使命是甚麼
[00:03:42.920 --> 00:03:44.280]  35節說
[00:03:44.280 --> 00:03:46.280]  若寒是點著的明燈
[00:03:46.280 --> 00:03:50.240]  你們情願暫喜歡他的光
[00:03:50.240 --> 00:03:53.640]  但我有比若寒更大的見證
[00:03:53.640 --> 00:03:56.520]  因為父教給我要我成就的事
[00:03:56.520 --> 00:03:58.120]  就是我所做的事
[00:03:58.120 --> 00:04:00.960]  這便見證我是父所差來的
[00:04:00.960 --> 00:04:04.160]  雖然施洗若寒不是真光
[00:04:04.160 --> 00:04:05.600]  他只是一盞明燈
[00:04:05.600 --> 00:04:06.960]  指路的明燈
[00:04:06.960 --> 00:04:10.320]  指引人看到那個真光
[00:04:10.320 --> 00:04:11.840]  但是一般的猶太人
[00:04:11.840 --> 00:04:13.520]  甚至很多的宗教領袖
[00:04:13.520 --> 00:04:19.040]  情願暫時只看到若寒所發出的一些光
[00:04:19.040 --> 00:04:23.560]  如果猶太人記得施洗若寒說到的一些訊息
[00:04:23.560 --> 00:04:26.840]  他們就一定認出耶穌是哪一位
[00:04:26.840 --> 00:04:29.960]  因為若寒認出耶穌是哪一位
[00:04:29.960 --> 00:04:33.040]  也見證耶穌是上帝所差派來的
[00:04:33.040 --> 00:04:36.280]  如果人相信若寒的見證的話
[00:04:36.280 --> 00:04:40.480]  就會認識耶穌就是上帝所差派來的救主
[00:04:40.480 --> 00:04:43.280]  但是現實上可悲的事實是甚麼呢?
[00:04:43.280 --> 00:04:47.960]  太多人情願只喜歡若寒這個暫時的光
[00:04:47.960 --> 00:04:51.440]  將焦點放在施洗若寒的身上
[00:04:51.440 --> 00:04:53.360]  所以這群人的信心
[00:04:53.360 --> 00:04:58.000]  其實和之前在第二章23-25節所說的
[00:04:58.000 --> 00:05:02.000]  有些人只是看到耶穌表面的一些工作
[00:05:02.000 --> 00:05:04.920]  但不是藉著耶穌所做的工作
[00:05:04.920 --> 00:05:06.880]  認識耶穌是哪一位
[00:05:06.880 --> 00:05:09.320]  在36節那裏說
[00:05:09.320 --> 00:05:12.560]  雖然可以說若寒的見證是有價值的
[00:05:12.560 --> 00:05:17.360]  但其實天父的見證更有份量
[00:05:17.360 --> 00:05:20.400]  在這裏可以說有幾個形式的表達
[00:05:20.400 --> 00:05:25.680]  上帝即是天父賜給耶穌所要完成的工作
[00:05:25.680 --> 00:05:29.240]  可以說耶穌所做的就是天父要祂做的
[00:05:29.240 --> 00:05:30.960]  當耶穌完成了之後
[00:05:30.960 --> 00:05:33.400]  就證明祂是上帝所差派來的
[00:05:33.400 --> 00:05:34.880]  這工作是包括甚麼呢?
[00:05:34.880 --> 00:05:37.000]  涵蓋耶穌一切的侍奉
[00:05:37.000 --> 00:05:40.120]  包括祂所行的所有的神蹟
[00:05:40.120 --> 00:05:43.480]  其實耶穌在地上所行的每一個神蹟
[00:05:43.480 --> 00:05:47.960]  都是指向一個極高峰的上帝的工作
[00:05:47.960 --> 00:05:51.440]  就是神的羔羊被釘在十字架上
[00:05:51.440 --> 00:05:52.880]  並且被高舉
[00:05:52.880 --> 00:05:57.280]  成就上帝拯救人的罪人的一個工作
[00:05:57.280 --> 00:05:59.880]  在這一節裏面去論述
[00:05:59.880 --> 00:06:04.640]  可以說就是耶穌和上帝之間的關係
[00:06:04.640 --> 00:06:07.760]  耶穌所行的一切不多不少
[00:06:07.760 --> 00:06:11.160]  正是父要祂做的那些工作
[00:06:11.160 --> 00:06:14.640]  因此可以說見到耶穌所做的工作
[00:06:14.640 --> 00:06:16.960]  亦都見到祂獨特的工作
[00:06:16.960 --> 00:06:22.320]  這個就是上帝要耶穌所做的完成的那些使命
[00:06:22.320 --> 00:06:26.400]  如果能夠掌握耶穌和天父的關係
[00:06:26.400 --> 00:06:31.200]  耶穌所作的一切同時都證明了祂是哪一個
[00:06:31.200 --> 00:06:35.320]  亦都讓人去認識天父是哪一個
[00:06:35.320 --> 00:06:37.560]  認識天父的作為
[00:06:37.560 --> 00:06:39.560]  接著耶穌繼續的去說
[00:06:39.560 --> 00:06:41.960]  27-38那裏說
[00:06:41.960 --> 00:06:44.720]  猜我來的父也為我作見證
[00:06:44.720 --> 00:06:47.120]  你們從來沒有聽見他的聲音
[00:06:47.120 --> 00:06:49.120]  也沒有看見他的形象
[00:06:49.120 --> 00:06:51.720]  你們並沒有他的道存在心裏
[00:06:51.720 --> 00:06:54.920]  因為他所猜來的你們不信
[00:06:54.920 --> 00:06:58.080]  耶穌在這裏堅定的去說
[00:06:58.080 --> 00:07:02.280]  同一位的天父是為他作見證
[00:07:02.280 --> 00:07:07.560]  可以說天父是上帝的啟示性工作
[00:07:07.560 --> 00:07:11.920]  在舊約聖經上帝藉著不同的先知
[00:07:11.920 --> 00:07:14.920]  都預言到將來有個救贖主來到
[00:07:14.920 --> 00:07:17.280]  去做拯救的工作
[00:07:17.280 --> 00:07:20.760]  在耶穌在地上侍奉的時候
[00:07:20.760 --> 00:07:23.960]  上帝亦都透過不同的形式
[00:07:23.960 --> 00:07:26.080]  特別有時在耶穌受洗的時候
[00:07:26.080 --> 00:07:27.440]  在登山變相的時候
[00:07:27.440 --> 00:07:29.560]  直接和耶穌去說話
[00:07:29.560 --> 00:07:31.760]  去印證祂的身份
[00:07:31.760 --> 00:07:37.920]  可以說在新約聖經的作者都去見證
[00:07:37.920 --> 00:07:41.440]  尤其是約翰的作者約翰
[00:07:41.440 --> 00:07:44.760]  他見到的就是天父的恩典
[00:07:44.760 --> 00:07:46.680]  天父的啟示
[00:07:46.680 --> 00:07:50.800]  完全是為耶穌作見證
[00:07:50.800 --> 00:07:54.600]  所以約翰進一步指出
[00:07:54.600 --> 00:07:56.880]  地上耶穌所作的一切
[00:07:56.880 --> 00:08:00.040]  就是天父為耶穌所作的見證
[00:08:00.040 --> 00:08:01.200]  包括甚麼呢?
[00:08:01.200 --> 00:08:04.840]  包括舊約聖經裏面所有的先知
[00:08:04.840 --> 00:08:07.480]  指著彌賽亞的預言
[00:08:07.480 --> 00:08:10.760]  亦都在地上耶穌工作的時候
[00:08:10.760 --> 00:08:14.120]  上帝直接和祂說的一些說話
[00:08:14.120 --> 00:08:19.080]  但是耶穌去評估這些聽眾
[00:08:19.080 --> 00:08:20.080]  祂身邊的人
[00:08:20.080 --> 00:08:21.400]  去接受
[00:08:21.400 --> 00:08:25.960]  即是直著祂顯出天父的啟示
[00:08:25.960 --> 00:08:28.400]  這個程度其實不樂觀
[00:08:28.400 --> 00:08:32.800]  這一班人都不會很容易去接受
[00:08:32.800 --> 00:08:37.160]  所以耶穌接下來就對他們有責備
[00:08:37.160 --> 00:08:39.080]  即是有控訴
[00:08:39.080 --> 00:08:41.440]  耶穌沿著三條路線去說
[00:08:41.440 --> 00:08:45.160]  第一就是你從來沒有聽見過祂的聲音
[00:08:45.160 --> 00:08:48.080]  不像摩西去聽見神的聲音
[00:08:48.080 --> 00:08:50.720]  既然耶穌所說的話是神的話
[00:08:50.720 --> 00:08:55.440]  但是猶太人卻是不聽上帝直著耶穌所說的話
[00:08:55.440 --> 00:09:00.600]  所以很自然這一班不是摩西的跟從者
[00:09:00.600 --> 00:09:04.640]  事實上摩西反而成為他們的控告者
[00:09:04.640 --> 00:09:08.400]  因為上帝直著摩西去預言的那些說話
[00:09:08.400 --> 00:09:09.680]  就是指向耶穌
[00:09:09.680 --> 00:09:11.280]  現在他們反對耶穌
[00:09:11.280 --> 00:09:16.120]  所以某程度上他們也好像反對摩西一樣
[00:09:16.120 --> 00:09:17.360]  另一方面
[00:09:17.360 --> 00:09:20.520]  耶穌在說你們看不見上帝的形象
[00:09:20.520 --> 00:09:24.960]  不像雅各他曾經見過上帝的形象
[00:09:24.960 --> 00:09:27.440]  既然耶穌就是上帝的顯現
[00:09:27.440 --> 00:09:31.480]  猶太人沒有在耶穌身上見到上帝
[00:09:31.480 --> 00:09:32.600]  那麼自然
[00:09:32.600 --> 00:09:33.880]  可以說另一個角度去說
[00:09:33.880 --> 00:09:36.560]  耶穌說你們不是真的以色列人
[00:09:36.560 --> 00:09:39.160]  你們不是雅各真正的後裔
[00:09:39.160 --> 00:09:40.240]  第三方面
[00:09:40.240 --> 00:09:43.560]  你們沒有神的道傳在你們的心裏面
[00:09:43.560 --> 00:09:46.040]  既然耶穌就是上帝的說話
[00:09:46.040 --> 00:09:48.680]  在《約翰福音》第一章第一節說
[00:09:48.680 --> 00:09:51.520]  「太初有道 道與神同在」
[00:09:51.520 --> 00:09:55.400]  但是現在猶太人卻沒有去聽耶穌的說話
[00:09:55.400 --> 00:09:58.520]  他們得不到上帝給他們的那一種福分
[00:09:58.520 --> 00:10:02.560]  可以說這三重控訴的前提是什麼呢?
[00:10:02.560 --> 00:10:04.120]  耶穌的反對者
[00:10:04.120 --> 00:10:07.520]  並未真正掌握上帝在之前
[00:10:07.520 --> 00:10:13.040]  藉著不同的先知所要啟示的那些含義
[00:10:13.040 --> 00:10:15.840]  可以說耶穌就是先前
[00:10:15.840 --> 00:10:17.120]  在《舊約聖經》裏面
[00:10:17.120 --> 00:10:19.120]  上帝在不同時代
[00:10:19.120 --> 00:10:21.280]  派不同的僕人去預告
[00:10:21.280 --> 00:10:24.000]  將來那個救贖主來到的那位
[00:10:24.000 --> 00:10:25.080]  應驗了
[00:10:25.080 --> 00:10:27.240]  完全應驗在耶穌的身上
[00:10:27.240 --> 00:10:29.080]  所以如果不相信耶穌
[00:10:29.080 --> 00:10:34.080]  就等於不明白過去眾先知所說的那些啟示
[00:10:34.080 --> 00:10:38.000]  所以在第38節那裏
[00:10:38.000 --> 00:10:38.880]  耶穌在那裏說
[00:10:38.880 --> 00:10:41.000]  因為上帝差來的
[00:10:41.000 --> 00:10:42.720]  你們不相信
[00:10:42.720 --> 00:10:45.680]  在這裏可以說一個結論式
[00:10:45.680 --> 00:10:50.400]  去支持耶穌在這兩節經文裏面
[00:10:50.400 --> 00:10:52.880]  對一班猶太人的一個指控
[00:10:52.880 --> 00:10:54.880]  接著39-40節
[00:10:54.880 --> 00:10:55.920]  耶穌繼續說
[00:10:55.920 --> 00:10:57.320]  你們查考聖經
[00:10:57.320 --> 00:10:59.480]  因為你們以為內宗有永生
[00:10:59.480 --> 00:11:01.960]  給我作見證的就是這經
[00:11:01.960 --> 00:11:05.600]  然而你們不肯到我這裏來得生命
[00:11:05.600 --> 00:11:08.520]  在他們沒有領悟神的真理
[00:11:08.520 --> 00:11:10.000]  這個是很可悲的
[00:11:10.000 --> 00:11:12.600]  是一點最清楚的是什麼呢?
[00:11:12.600 --> 00:11:15.000]  就是他們對聖經的態度
[00:11:15.000 --> 00:11:17.000]  耶穌去承認
[00:11:17.000 --> 00:11:19.120]  你們去查考聖經
[00:11:19.120 --> 00:11:21.920]  因為你們查考聖經的動機
[00:11:21.920 --> 00:11:24.760]  你很希望你們能夠
[00:11:24.760 --> 00:11:27.520]  藉著這樣去蒙上帝去閱立
[00:11:27.520 --> 00:11:29.840]  你們以為內宗有永生
[00:11:29.840 --> 00:11:30.960]  意思是什麼呢?
[00:11:30.960 --> 00:11:34.040]  就是說你們以為越多研究律法
[00:11:34.040 --> 00:11:36.520]  越多時間去研究條文
[00:11:36.520 --> 00:11:38.040]  你們越有生命
[00:11:38.040 --> 00:11:39.720]  但耶穌相反
[00:11:39.720 --> 00:11:42.120]  可以說認定
[00:11:42.120 --> 00:11:45.080]  不是說你越多時間研究聖經
[00:11:45.080 --> 00:11:47.360]  你們就必然得著這個生命
[00:11:47.360 --> 00:11:49.360]  因為你們看不到
[00:11:49.360 --> 00:11:50.560]  你們不明白
[00:11:50.560 --> 00:11:54.520]  究竟上帝所啟示的一些說話的真義
[00:11:54.520 --> 00:11:55.840]  內容是什麼
[00:11:55.840 --> 00:11:58.360]  你們得不到真正的生命
[00:11:58.360 --> 00:12:00.400]  耶穌在這裏說
[00:12:00.400 --> 00:12:03.440]  給我作見證的就是這經
[00:12:03.440 --> 00:12:06.360]  在這經講到舊約聖經
[00:12:06.360 --> 00:12:08.960]  耶穌說整個舊約聖經
[00:12:08.960 --> 00:12:11.240]  都是指向他自己
[00:12:11.240 --> 00:12:12.640]  指向他的侍奉
[00:12:12.640 --> 00:12:13.800]  指向他的教訓
[00:12:13.800 --> 00:12:16.880]  也指向他的死和復活
[00:12:16.880 --> 00:12:20.600]  指向整個救恩救贖的計劃
[00:12:20.600 --> 00:12:23.080]  我們在這裏必須要注意的就是
[00:12:23.080 --> 00:12:24.760]  閱讀聖經
[00:12:24.760 --> 00:12:27.840]  以為可以改變生命
[00:12:27.840 --> 00:12:31.360]  其實這是錯的
[00:12:31.360 --> 00:12:34.320]  越研究聖經的多寡
[00:12:34.320 --> 00:12:36.800]  和你有沒有倚靠耶穌
[00:12:36.800 --> 00:12:39.720]  並不是一個必然的關係
[00:12:39.720 --> 00:12:41.360]  正如這群猶太人
[00:12:41.360 --> 00:12:44.200]  虛空很多時間去研究聖經
[00:12:44.200 --> 00:12:47.080]  但是他們卻是反對耶穌
[00:12:47.080 --> 00:12:48.720]  抗拒耶穌
[00:12:48.720 --> 00:12:50.680]  在這幾節經文裏面
[00:12:50.680 --> 00:12:55.040]  他說對於耶穌的聽眾
[00:12:55.040 --> 00:12:58.320]  發出一個很強的審判
[00:12:58.320 --> 00:12:59.400]  一個判斷
[00:12:59.400 --> 00:13:03.720]  就是說你們雖然用很多時間
[00:13:03.720 --> 00:13:05.120]  去研究聖經
[00:13:05.120 --> 00:13:07.880]  但是你們不明白上帝的話
[00:13:07.880 --> 00:13:12.040]  因為你們的心對上帝不正確
[00:13:12.040 --> 00:13:14.040]  所以41、42節
[00:13:14.040 --> 00:13:15.440]  耶穌在這裏這樣說
[00:13:15.440 --> 00:13:18.720]  我不受從人來的榮耀
[00:13:18.720 --> 00:13:21.920]  但我知道你們心裏沒有神的愛
[00:13:21.920 --> 00:13:23.640]  耶穌在這裏已經說過
[00:13:23.640 --> 00:13:29.560]  他的基礎不是因為人的見證
[00:13:29.560 --> 00:13:32.160]  現在他繼續補充他說
[00:13:32.160 --> 00:13:34.920]  他不接受人的榮耀
[00:13:34.920 --> 00:13:38.120]  如果他想耶穌貶低自己
[00:13:38.120 --> 00:13:40.360]  想要成為那一群人
[00:13:40.360 --> 00:13:42.280]  期望的那種彌賽
[00:13:42.280 --> 00:13:44.760]  無疑耶穌可以說很多說話
[00:13:44.760 --> 00:13:46.320]  適合那一群人去聽
[00:13:46.320 --> 00:13:47.840]  得那一群人的稱讚
[00:13:47.840 --> 00:13:50.960]  吸引更多的人去跟從他
[00:13:50.960 --> 00:13:53.280]  但是耶穌的一生裏面
[00:13:53.280 --> 00:13:54.880]  他全然的致力
[00:13:54.880 --> 00:13:57.280]  是要討上帝的喜悅
[00:13:57.280 --> 00:14:02.240]  他要接受從上帝而來的尊榮
[00:14:02.240 --> 00:14:06.600]  享受從上帝而來的獨一兒子的榮耀
[00:14:06.600 --> 00:14:07.800]  相對之下
[00:14:07.800 --> 00:14:11.440]  耶穌的反對者是互相受榮耀
[00:14:11.440 --> 00:14:12.520]  耶穌在這裏說
[00:14:12.520 --> 00:14:14.560]  我看透了你們
[00:14:14.560 --> 00:14:18.320]  他不單止知道他們心中沒有上帝的愛
[00:14:18.320 --> 00:14:20.160]  沒有愛上帝的心
[00:14:20.160 --> 00:14:22.840]  在這裏指導這群人
[00:14:22.840 --> 00:14:25.840]  他們不單止不愛上帝
[00:14:25.840 --> 00:14:28.200]  而且他們愛黑暗
[00:14:28.200 --> 00:14:29.840]  不愛光明
[00:14:29.840 --> 00:14:32.680]  也在這裏說明了
[00:14:32.680 --> 00:14:35.960]  在第42節一開始
[00:14:35.960 --> 00:14:41.760]  耶穌在說耶穌不接受從人而來的稱讚
[00:14:41.760 --> 00:14:45.840]  因為他的眼目專注於上帝所喜悅的事
[00:14:45.840 --> 00:14:49.840]  但是他的反對者或者其他人
[00:14:49.840 --> 00:14:51.320]  恰恰相反
