
[00:00:00.000 --> 00:00:07.000]  今天我們從聖經裏面繼續地領受關於侍奉的信息和真理
[00:00:07.000 --> 00:00:10.500]  求主幫助我們在我們一切的侍奉中
[00:00:10.500 --> 00:00:14.000]  能夠按照祂的心意去做事
[00:00:14.000 --> 00:00:17.500]  滿足祂的心 蒙他悅納
[00:00:17.500 --> 00:00:20.000]  我們今天要看的
[00:00:20.000 --> 00:00:25.000]  是師徒保羅對提瑪泰的祝福和勸勉
[00:00:25.000 --> 00:00:29.500]  都是記載在提瑪泰前後書裏面
[00:00:29.500 --> 00:00:33.000]  請大家翻到提瑪泰前後書
[00:00:33.000 --> 00:00:35.000]  我們一同來查看
[00:00:35.000 --> 00:00:39.000]  保羅對於提瑪泰的祝福
[00:00:39.000 --> 00:00:44.500]  祝福兩個字的原文是一個軍事的詞句
[00:00:44.500 --> 00:00:47.500]  軍事的命令是一定要遵守的
[00:00:47.500 --> 00:00:49.500]  這是一個很強的字眼
[00:00:49.500 --> 00:00:51.500]  保羅說用這個字眼
[00:00:51.500 --> 00:00:57.000]  就是要提瑪泰有一個嚴肅的認真的反應
[00:00:57.000 --> 00:00:59.500]  來執行實踐
[00:00:59.500 --> 00:01:04.500]  保羅對他所說的這些祝福的話
[00:01:04.500 --> 00:01:10.500]  保羅祝福提瑪泰有四件事情
[00:01:10.500 --> 00:01:13.500]  然後保羅祝福提瑪泰
[00:01:13.500 --> 00:01:18.000]  去祝福其他的弟兄姊妹有五件事
[00:01:18.000 --> 00:01:20.000]  一共有九件事
[00:01:20.000 --> 00:01:26.000]  然後保羅對提瑪泰有勸勉有五件事
[00:01:26.000 --> 00:01:29.500]  所以今天我們要看的是相當的多
[00:01:29.500 --> 00:01:31.000]  但願主幫助我們
[00:01:31.000 --> 00:01:37.000]  能夠一一地注意、記住、學習、遵行
[00:01:37.000 --> 00:01:40.500]  像提瑪泰學習遵行一樣
[00:01:40.500 --> 00:01:42.500]  好,現在我們開始看
[00:01:42.500 --> 00:01:47.500]  保羅對提瑪泰自己的四方面的祝福
[00:01:47.500 --> 00:01:49.000]  第一方面的祝福
[00:01:49.000 --> 00:01:54.500]  是在前書第一章十八節和十九節
[00:01:54.500 --> 00:01:58.500]  前書第一章十八節和十九節
[00:01:58.500 --> 00:02:00.500]  我讀給大家聽
[00:02:00.500 --> 00:02:02.500]  "我耳提瑪泰啊
[00:02:02.500 --> 00:02:05.500]  我照從前指着你的預言
[00:02:05.500 --> 00:02:08.000]  將這命令交託你
[00:02:08.000 --> 00:02:11.000]  叫你因此可以打那美好的仗
[00:02:11.000 --> 00:02:14.500]  長存信心和無愧的良心
[00:02:14.500 --> 00:02:16.500]  有人丟棄良心
[00:02:16.500 --> 00:02:20.500]  就在真道上如同船破壞了一樣"
[00:02:20.500 --> 00:02:24.500]  在第十八節剛纔讀過的有兩個字
[00:02:24.500 --> 00:02:26.000]  是交託
[00:02:26.000 --> 00:02:29.500]  交託原文就是祝福
[00:02:29.500 --> 00:02:34.000]  保羅祝福提瑪泰在這裏兩件事
[00:02:34.000 --> 00:02:38.000]  第一件事就是長存信心
[00:02:38.000 --> 00:02:39.500]  這是很基本的
[00:02:39.500 --> 00:02:43.500]  一個侍奉着的人必須用信心侍奉
[00:02:43.500 --> 00:02:45.500]  不按照自己的力量
[00:02:45.500 --> 00:02:49.000]  那是按照神所賜的燈點
[00:02:49.000 --> 00:02:50.500]  信心是什麼
[00:02:50.500 --> 00:02:52.000]  就是說能
[00:02:52.000 --> 00:02:53.000]  不是我能
[00:02:53.000 --> 00:02:54.000]  神能
[00:02:54.000 --> 00:02:59.500]  按照神的作爲的那個標準來衡量
[00:02:59.500 --> 00:03:02.000]  決定我們要做什麼
[00:03:02.000 --> 00:03:04.500]  在聖經裏面和教會歷史裏面
[00:03:04.500 --> 00:03:08.000]  我們看見神有一個不變的原則
[00:03:08.000 --> 00:03:09.500]  就是哪裏有信心
[00:03:09.500 --> 00:03:11.000]  祂在哪裏工作
[00:03:11.000 --> 00:03:13.500]  祂永遠是透過人的信心
[00:03:13.500 --> 00:03:15.500]  而施展祂的作爲
[00:03:15.500 --> 00:03:19.000]  所以神所用的人都是有信心的人
[00:03:19.000 --> 00:03:21.000]  沒有例外
[00:03:21.000 --> 00:03:24.000]  保羅這樣的勸勉提醒提瑪泰
[00:03:24.000 --> 00:03:28.000]  我們今天也願意接受這個勸勉
[00:03:28.000 --> 00:03:30.000]  學習信心
[00:03:30.000 --> 00:03:32.500]  求神也加強我們的信心
[00:03:32.500 --> 00:03:35.000]  常常對神說我信
[00:03:35.000 --> 00:03:36.500]  但是我信不足
[00:03:36.500 --> 00:03:38.500]  求主幫助
[00:03:38.500 --> 00:03:42.500]  主會繼續地在我們的信心上
[00:03:42.500 --> 00:03:47.000]  教導我們 鼓勵我們 帶領我們
[00:03:47.000 --> 00:03:51.000]  第二樣就是要保持無愧的良心
[00:03:51.000 --> 00:03:53.000]  就是好的品格
[00:03:53.000 --> 00:03:56.000]  如果一個人失去了好的品格
[00:03:56.000 --> 00:03:57.500]  就好像一條船
[00:03:57.500 --> 00:04:01.000]  在海里航行的時候被破壞了
[00:04:01.000 --> 00:04:02.500]  有一個大洞出現
[00:04:02.500 --> 00:04:04.000]  海水進入船內
[00:04:04.000 --> 00:04:05.500]  最後的結果
[00:04:05.500 --> 00:04:08.000]  這條船要沉沒
[00:04:08.000 --> 00:04:10.500]  這是很嚴重的一件事
[00:04:10.500 --> 00:04:13.500]  一個侍奉神的人的品格如何
[00:04:13.500 --> 00:04:17.500]  對他的侍奉的價值和成功與否
[00:04:17.500 --> 00:04:20.000]  有決定性的關係
[00:04:20.000 --> 00:04:24.500]  現在看保羅對提瑪泰第二方面的囑咐
[00:04:24.500 --> 00:04:30.000]  是在前書第六章十二節到十四節
[00:04:30.000 --> 00:04:33.000]  前書第六章十二節到十四節
[00:04:33.000 --> 00:04:35.000]  我讀給大家聽
[00:04:35.000 --> 00:04:40.500]  你要爲真道打那美好的仗 喫定永生
[00:04:40.500 --> 00:04:42.500]  你爲此被召
[00:04:42.500 --> 00:04:45.000]  也在許多見證人面前
[00:04:45.000 --> 00:04:47.500]  已經做了那美好的見證
[00:04:47.500 --> 00:04:50.500]  我在叫萬物生活的神面前
[00:04:50.500 --> 00:04:52.500]  並在向本丟彼拉多
[00:04:52.500 --> 00:04:56.000]  做過那美好見證的基督耶穌面前
[00:04:56.000 --> 00:04:58.500]  囑咐你要守這命令
[00:04:58.500 --> 00:05:01.000]  好不玷污 無可指責
[00:05:01.000 --> 00:05:04.000]  直到我們主耶穌基督顯現
[00:05:04.000 --> 00:05:06.000]  在這一個囑咐裏面
[00:05:06.000 --> 00:05:09.000]  我們要注意四點
[00:05:09.000 --> 00:05:11.000]  第一點就是
[00:05:11.000 --> 00:05:15.000]  這一個目標爲真道打美好的仗
[00:05:15.000 --> 00:05:20.500]  是神呼召提瑪泰的一個目的
[00:05:20.500 --> 00:05:22.500]  在第十二節第二句
[00:05:22.500 --> 00:05:25.500]  你爲此被召
[00:05:25.500 --> 00:05:30.500]  這是神呼召我們侍奉他的一個重要的目的
[00:05:30.500 --> 00:05:33.500]  就是爲真道打美好的仗
[00:05:33.500 --> 00:05:35.000]  第二點我們要注意的
[00:05:35.000 --> 00:05:37.500]  就是提瑪泰在事實上
[00:05:37.500 --> 00:05:42.500]  過去已經在這件事上有了好的表現
[00:05:42.500 --> 00:05:45.500]  就是十二節下半節所說的
[00:05:45.500 --> 00:05:48.500]  你也在許多見證人面前
[00:05:48.500 --> 00:05:52.000]  做了那美好的見證
[00:05:52.000 --> 00:05:55.500]  雖然提瑪泰過去已經有好見證
[00:05:55.500 --> 00:05:58.000]  但是包羅還是要提醒他
[00:05:58.000 --> 00:06:00.500]  繼續地有好見證
[00:06:00.500 --> 00:06:02.500]  我們每一個人有好侍奉的
[00:06:02.500 --> 00:06:05.500]  都必須接受這個勉勵
