
[00:00:00.000 --> 00:00:04.320]  我覺得文化不只是抽象的理論
[00:00:04.320 --> 00:00:06.320]  也不單單等於哲學
[00:00:06.320 --> 00:00:09.080]  雖然我對中國哲學特別有興趣
[00:00:09.080 --> 00:00:13.080]  但我覺得文化是一般人生活的全部分
[00:00:13.080 --> 00:00:16.840]  所以在我的做法裏
[00:00:16.840 --> 00:00:19.400]  會包括中國人的生活
[00:00:19.400 --> 00:00:22.120]  當然他的音樂、他的畫
[00:00:22.120 --> 00:00:24.120]  他所用的器物
[00:00:24.120 --> 00:00:26.120]  以及他的文學
[00:00:26.120 --> 00:00:28.760]  這些都是中國文化不分開的部分
[00:00:28.760 --> 00:00:31.080]  當然文字也是
[00:00:31.080 --> 00:00:33.080]  有時我們去了解一個文化
[00:00:33.080 --> 00:00:36.920]  那些東西還比較容易欣賞和入手
[00:00:36.920 --> 00:00:38.600]  我們下一代也是
[00:00:38.600 --> 00:00:40.920]  你叫他讀論語、孟子
[00:00:40.920 --> 00:00:43.240]  讀到咬咬聲可能直接不肯讀
[00:00:43.240 --> 00:00:45.240]  但叫他聽中國音樂
[00:00:45.240 --> 00:00:46.440]  或者看一幅中國畫
[00:00:46.440 --> 00:00:47.240]  他比較容易
[00:00:47.240 --> 00:00:48.920]  或者講一些中國故事給他聽
[00:00:48.920 --> 00:00:50.440]  我發覺起碼我女兒
[00:00:50.440 --> 00:00:52.600]  她是很西化的
[00:00:52.600 --> 00:00:54.600]  但是講一生中國故事
[00:00:54.600 --> 00:00:56.600]  她就很有興趣
[00:00:56.600 --> 00:00:59.240]  講到現在她自己去看《西遊記》
[00:00:59.240 --> 00:01:00.840]  現在看《水滸傳》
[00:01:00.840 --> 00:01:03.160]  希望她這兩三年之內
[00:01:03.160 --> 00:01:08.840]  就將四本中國的四大小說都可以看完
[00:01:08.840 --> 00:01:10.840]  誰能數出哪四本?
[00:01:10.840 --> 00:01:13.800]  《紅樓夢》
[00:01:13.800 --> 00:01:15.400]  《水滸傳》
[00:01:15.400 --> 00:01:16.440]  《三國演義》
[00:01:16.440 --> 00:01:17.720]  和《西遊記》
[00:01:17.720 --> 00:01:19.920]  表示大家都不錯
[00:01:19.920 --> 00:01:22.360]  不過待會有些東西可能引起共鳴
[00:01:22.360 --> 00:01:23.320]  你已經知道了
[00:01:23.320 --> 00:01:24.680]  不過引起你的共鳴
[00:01:24.680 --> 00:01:25.880]  我們先有祈禱
[00:01:25.880 --> 00:01:26.760]  我們開始
[00:01:26.760 --> 00:01:34.600]  生命的主宰
[00:01:34.600 --> 00:01:37.320]  我們今晚再一次在你面前仰望你
[00:01:37.320 --> 00:01:39.480]  每當我們想到
[00:01:39.480 --> 00:01:43.000]  在個別的弟兄姊妹的生命歷程當中
[00:01:43.000 --> 00:01:45.000]  你將他們在不同的地方
[00:01:45.000 --> 00:01:45.800]  帶到這裡
[00:01:45.800 --> 00:01:47.800]  或早或遲或近的
[00:01:47.800 --> 00:01:50.120]  在這裡居住定居下來
[00:01:50.120 --> 00:01:53.080]  最後我們知道在你永世的計劃當中
[00:01:53.080 --> 00:01:54.200]  還有一個旨意
[00:01:54.760 --> 00:01:55.960]  我們求主今日
[00:01:55.960 --> 00:01:58.680]  讓我們在你面前藉著這個課程的摸索
[00:01:58.680 --> 00:02:01.240]  我們更深體會你自己的心意
[00:02:01.240 --> 00:02:02.760]  將來等在這裡
[00:02:02.760 --> 00:02:05.400]  將來和你自己的差遣
[00:02:05.400 --> 00:02:07.720]  到不同的華人的社區當中
[00:02:07.720 --> 00:02:10.440]  有些什麼的使命和什麼的呼召
[00:02:10.440 --> 00:02:11.960]  求主恩代我們
[00:02:11.960 --> 00:02:13.720]  也謹求聖命帶領我們進入
[00:02:13.720 --> 00:02:15.560]  屬於你自己的真理當中
[00:02:15.560 --> 00:02:17.720]  讓我們了解中國文化
[00:02:17.720 --> 00:02:21.000]  使得我們對我們中國的同胞更深的熱愛
[00:02:21.000 --> 00:02:22.280]  更加了解他們
[00:02:22.280 --> 00:02:23.880]  在全福音的事上
[00:02:23.880 --> 00:02:25.000]  更加有效
[00:02:25.000 --> 00:02:27.320]  將我們的同胞帶到你面前
[00:02:27.320 --> 00:02:28.920]  成為你自己的兒女
[00:02:28.920 --> 00:02:30.520]  我恭敬在你面前仰望你
[00:02:30.520 --> 00:02:31.560]  我們求主
[00:02:31.560 --> 00:02:32.440]  你講的
[00:02:32.440 --> 00:02:33.720]  聽的在你面前
[00:02:33.720 --> 00:02:34.680]  道蒙恩
[00:02:34.680 --> 00:02:36.120]  用耶穌的名祈禱
[00:02:36.120 --> 00:02:36.840]  對
[00:02:36.840 --> 00:02:39.240]  給大家聽一首歌
[00:02:39.240 --> 00:02:40.040]  中國歌
[00:02:40.040 --> 00:02:42.200]  傳統的中國的歌
[00:02:42.200 --> 00:02:43.800]  對
[00:02:43.800 --> 00:02:45.960]  中國的音樂
[00:02:45.960 --> 00:02:50.280]  我們會有一堂會和大家慢慢來思想
[00:02:50.280 --> 00:02:53.640]  現在給大家聽一首的音樂
[00:02:53.640 --> 00:02:55.640]  就是相當傳統的
[00:02:55.640 --> 00:02:57.800]  可以說是很古老的中國音樂
[00:02:57.800 --> 00:02:59.080]  有幾個意義來說
[00:02:59.080 --> 00:02:59.800]  第一
[00:02:59.800 --> 00:03:02.040]  它用的樂器是古老的
[00:03:02.040 --> 00:03:04.040]  而那些樂器本身
[00:03:04.040 --> 00:03:06.280]  是考古發掘出來的
[00:03:06.280 --> 00:03:07.720]  就是真東西
[00:03:07.720 --> 00:03:09.720]  不是現在做的
[00:03:09.720 --> 00:03:11.400]  那麼
[00:03:11.400 --> 00:03:13.000]  這個樂器
[00:03:13.000 --> 00:03:14.040]  這首歌
[00:03:14.040 --> 00:03:15.240]  就叫做
[00:03:15.240 --> 00:03:17.800]  《哀憶》
[00:03:17.800 --> 00:03:24.520]  (音樂)
[00:03:24.520 --> 00:03:27.080]  有幾多人猜得到哀刑的原因?
[00:03:27.080 --> 00:03:29.800]  哀也猜得到
[00:03:29.800 --> 00:03:31.880]  悲哀的意思
[00:03:31.880 --> 00:03:33.240]  哀悼或者是
[00:03:33.240 --> 00:03:35.000]  是一種回憶
[00:03:35.000 --> 00:03:36.200]  是一種痛苦的回憶
[00:03:36.200 --> 00:03:37.080]  刑呢?
[00:03:37.080 --> 00:03:41.320]  不是
[00:03:41.320 --> 00:03:43.400]  刑是一個地方名
[00:03:43.400 --> 00:03:45.560]  刑是當時
[00:03:45.560 --> 00:03:48.680]  戰國時代楚國的首都
[00:03:48.680 --> 00:03:50.600]  楚國的首都
[00:03:50.600 --> 00:03:52.600]  所以你看到這首歌
[00:03:52.600 --> 00:03:53.640]  也是相當古的
[00:03:53.640 --> 00:03:54.600]  是一個古曲
[00:03:54.600 --> 00:03:55.880]  一個古曲
[00:03:55.880 --> 00:03:57.880]  是一個古調
[00:03:57.880 --> 00:04:00.440]  很有中國的感受
[00:04:00.440 --> 00:04:02.440]  用了三種樂器
[00:04:02.440 --> 00:04:04.440]  這三種樂器都很有代表性
[00:04:04.440 --> 00:04:05.960]  所以我先告訴大家
[00:04:05.960 --> 00:04:09.720]  一種是中國傳統文人不能夠不認識的樂器
[00:04:09.720 --> 00:04:11.720]  是什麼?
[00:04:11.720 --> 00:04:14.120]  曾
[00:04:14.600 --> 00:04:16.600]  帶著古琴
[00:04:16.600 --> 00:04:20.520]  古琴
[00:04:20.520 --> 00:04:22.760]  古琴和曾有相似
[00:04:22.760 --> 00:04:24.760]  不過具體上當然不同
[00:04:24.760 --> 00:04:25.560]  比較大
[00:04:25.560 --> 00:04:26.600]  線長
[00:04:26.600 --> 00:04:29.560]  彈起來的回音很重
[00:04:29.560 --> 00:04:32.440]  聽古琴要聽它的回音
[00:04:32.440 --> 00:04:34.040]  不是聽它的音
[00:04:34.040 --> 00:04:36.040]  所以草是聽不到的
[00:04:36.040 --> 00:04:39.480]  通常半夜沒有人的時候
[00:04:39.480 --> 00:04:41.960]  彈的時候才聽到它的回音
[00:04:41.960 --> 00:04:45.720]  有時候聽到它的弦
[00:04:45.720 --> 00:04:47.720]  那個味道才是那裡來的
[00:04:47.720 --> 00:04:49.720]  遲些我跟大家說中國音樂
[00:04:49.720 --> 00:04:51.720]  另外一個叫做興
[00:04:51.720 --> 00:04:54.600]  有誰知道興是什麼?
[00:04:54.600 --> 00:04:58.120]  吹的
[00:04:58.120 --> 00:04:59.720]  有沒有其他體驗?
[00:04:59.720 --> 00:05:01.000]  敲的
[00:05:01.000 --> 00:05:02.120]  是用什麼做的?
[00:05:02.120 --> 00:05:04.440]  石
[00:05:04.440 --> 00:05:06.920]  有些人很高手
[00:05:06.920 --> 00:05:09.160]  興是用石
[00:05:09.160 --> 00:05:11.160]  一塊塊的石
[00:05:12.120 --> 00:05:13.000]  一個洞
[00:05:13.000 --> 00:05:14.520]  穿起一條繩吊起它
[00:05:14.520 --> 00:05:15.480]  有大有小
[00:05:15.480 --> 00:05:16.520]  有厚有薄
[00:05:16.520 --> 00:05:18.520]  打起來
[00:05:18.520 --> 00:05:19.720]  很清脆的聲音
[00:05:19.720 --> 00:05:20.760]  你不要以為是石
[00:05:20.760 --> 00:05:22.040]  但是很清脆的
[00:05:22.040 --> 00:05:24.040]  是有不同的音調
[00:05:24.040 --> 00:05:26.040]  也相當古典的
[00:05:26.040 --> 00:05:29.000]  特別是屬於儒家思想的樂器
[00:05:29.000 --> 00:05:30.040]  因為它打下去的時候
[00:05:30.040 --> 00:05:31.640]  音震盪很久
[00:05:31.640 --> 00:05:33.640]  儒家音樂很慢的
[00:05:33.640 --> 00:05:36.920]  要所謂平靜、公穩的樂器
[00:05:36.920 --> 00:05:38.920]  另外一個
[00:05:40.760 --> 00:05:41.720]  懂不懂讀這個字?
[00:05:41.720 --> 00:05:43.160]  對不起,我全部打橫的寫
[00:05:43.160 --> 00:05:44.200]  其實我不是打橫的
[00:05:44.200 --> 00:05:45.480]  不過我這樣屈
[00:05:45.480 --> 00:05:47.480]  所以我唯有這樣
[00:05:47.480 --> 00:05:49.480]  懂不懂這個字?
[00:05:49.480 --> 00:05:52.680]  廣東話讀圈
[00:05:52.680 --> 00:05:53.560]  圈
[00:05:53.560 --> 00:05:55.000]  給你名字
[00:05:55.000 --> 00:05:57.000]  什麼來的這種樂器?
[00:05:57.000 --> 00:05:59.000]  是用什麼的?
[00:05:59.000 --> 00:06:00.280]  吹的
[00:06:00.280 --> 00:06:02.280]  是用什麼做的?
[00:06:02.280 --> 00:06:05.160]  不是竹
[00:06:05.160 --> 00:06:06.040]  它的口字
[00:06:06.040 --> 00:06:07.000]  你猜到了
[00:06:07.000 --> 00:06:09.000]  是吹的
[00:06:09.000 --> 00:06:10.040]  陶器
[00:06:10.040 --> 00:06:12.040]  這種已經失傳了的樂器
[00:06:12.040 --> 00:06:14.040]  在周代的時候用
[00:06:14.040 --> 00:06:17.160]  我相信到了唐代就失傳了
[00:06:17.160 --> 00:06:19.480]  它是用陶器燒成的
[00:06:19.480 --> 00:06:21.480]  一個瓢子
[00:06:21.480 --> 00:06:23.480]  一個瓢子有個洞在那裏
[00:06:23.480 --> 00:06:25.480]  然後有些大洞、小洞
[00:06:25.480 --> 00:06:27.480]  口在吹氣的時候
[00:06:27.480 --> 00:06:29.480]  按著不同的洞
[00:06:29.480 --> 00:06:32.120]  就有一種音出來
[00:06:32.120 --> 00:06:35.720]  那種音就是比較悲哀的音
[00:06:36.680 --> 00:06:38.680]  中國擁有一些
[00:06:38.680 --> 00:06:41.640]  世界上最悲哀的音樂樂器
[00:06:41.640 --> 00:06:43.640]  二胡那些
[00:06:43.640 --> 00:06:45.640]  很難有一些樂器
[00:06:45.640 --> 00:06:47.640]  好像那麼悲的感覺
[00:06:47.640 --> 00:06:50.200]  哀陽就用這三種樂器
[00:06:50.200 --> 00:06:51.720]  是奏出來的
[00:06:51.720 --> 00:06:52.520]  不是很長
[00:06:52.520 --> 00:06:54.520]  給大家一個感覺
[00:06:54.520 --> 00:06:56.520]  中國音樂是帶你去一種感覺
[00:06:56.520 --> 00:06:58.520]  一個詩人
[00:06:58.520 --> 00:07:01.720]  回憶他已經破落到首都的時候
[00:07:01.720 --> 00:07:03.720]  一種感受
[00:07:03.720 --> 00:07:05.720]  我們來聽聽
[00:07:05.720 --> 00:07:15.720]  (音樂)
[00:07:15.720 --> 00:07:25.720]  (音樂)
[00:07:25.720 --> 00:07:45.720]  (音樂)
[00:07:45.720 --> 00:08:05.720]  (音樂)
[00:08:05.720 --> 00:08:25.720]  (音樂)
[00:08:25.720 --> 00:08:45.720]  (音樂)
[00:08:45.720 --> 00:09:05.720]  (音樂)
[00:09:05.720 --> 00:09:23.720]  (音樂)
[00:09:23.720 --> 00:09:25.720]  有一種很污煙的感覺
[00:09:25.720 --> 00:09:27.720]  不是污煙瘴氣
[00:09:27.720 --> 00:09:33.720]  是一種欲哭無淚的感覺
[00:09:33.720 --> 00:09:39.720]  中國音樂不是主題鮮明和動聽
[00:09:39.720 --> 00:09:41.720]  中國音不是很多動聽
[00:09:41.720 --> 00:09:47.720]  沒有貝洛芬那些
[00:09:47.720 --> 00:09:51.720]  或者是札卡斯基那些音調
[00:09:51.720 --> 00:09:53.720]  不過中國音樂是一個
[00:09:53.720 --> 00:09:55.720]  帶你去一種境界
[00:09:55.720 --> 00:09:57.720]  帶你去一種感受
[00:09:57.720 --> 00:09:59.720]  表達一種意境
[00:09:59.720 --> 00:10:01.720]  這是中國音樂的特色
[00:10:01.720 --> 00:10:03.720]  懂得這樣聽你就會欣賞中國音樂
[00:10:03.720 --> 00:10:05.720]  用西方音樂的角度去聽
[00:10:05.720 --> 00:10:07.720]  你欣賞不到
[00:10:07.720 --> 00:10:09.720]  我們走到下一題
[00:10:09.720 --> 00:10:13.720]  給大家看看中國歷史的簡單回顧
[00:10:13.720 --> 00:10:17.720]  我手上有一個筆記
[00:10:17.720 --> 00:10:25.720]  (筆記)
[00:10:25.720 --> 00:10:29.720]  筆記也有一個年表給大家
[00:10:29.720 --> 00:10:31.720]  希望大家可以看著一手
[00:10:31.720 --> 00:10:33.720]  打著年表
[00:10:33.720 --> 00:10:37.720]  另一手就拿著筆記
[00:10:37.720 --> 00:10:41.720]  我們試一試簡單重溫一次
[00:10:41.720 --> 00:10:45.720]  我們中國過去的歷史
[00:10:45.720 --> 00:10:49.720]  有些人已經離開中國國度很久
[00:10:49.720 --> 00:10:53.720]  有些人根本一生都沒有回去
