
[00:00:00.000 --> 00:00:12.000]  新約聖經第1章277頁
[00:00:12.000 --> 00:00:19.000]  我們今天由第十二節讀完二十節
[00:00:19.000 --> 00:00:23.000]  第一章第十二節到二十節
[00:00:23.000 --> 00:00:26.000]  請聽我讀出
[00:00:26.000 --> 00:00:35.000]  弟兄們,我願意你們知道,我所遭遇的事更是叫福音興旺,
[00:00:35.000 --> 00:00:46.000]  以致我所受的困所在禦刑全軍和其餘的人中已經顯明是為基督的緣故,
[00:00:46.000 --> 00:01:00.000]  並且那在主裡多的弟兄多半因我所受的困所,就篤信不疑,越發放膽傳神的道,無所懼怕。
[00:01:00.000 --> 00:01:07.000]  有的傳基督是出於嫉妒紛爭,也有的出於好意,
[00:01:07.000 --> 00:01:16.000]  這一等是出於愛心,知道我是為辯明福音設立的;
[00:01:16.000 --> 00:01:26.000]  或一等傳基督是出於結黨,並不誠實,意思要加增我困所的苦楚。
[00:01:26.000 --> 00:01:34.000]  但這又何妨呢?或是假意或是真心,無論怎樣基督究竟被傳開了,
[00:01:34.000 --> 00:01:48.000]  在此我就歡喜,並且還要歡喜,因為我知道這是藉著你們的祈禱和耶穌基督之靈的幫助終必叫我不夠。
[00:01:48.000 --> 00:02:04.000]  照著我所切勿所盼望的,沒有一事叫我羞愧,只要凡事放膽,無論是生是死,總叫基督在我身上照常顯大。
[00:02:04.000 --> 00:02:15.000]  再看第二章二十五節:
[00:02:15.000 --> 00:02:40.000]  然而我想必須打發以百分之百到你們那裡去,怕是我的兄弟與我一同作供,一同當兵,是你們所差遣的,也是供給我需用的。四章十節。
[00:02:40.000 --> 00:02:54.000]  我靠著主大大的喜樂,因為你們的思念我的心如今又發生,你們向來就思念我,只是沒得機會。
[00:02:54.000 --> 00:03:03.000]  再看《使徒行傳》第二十八章
[00:03:03.000 --> 00:03:23.000]  《使徒行傳》二十八章最後兩節,三十和三十一兩節,這個和今天所講這段經文有非常密切的關係。
[00:03:23.000 --> 00:03:26.000]  《使徒行傳》二十八章三十節:
[00:03:26.000 --> 00:03:48.000]  普羅在自己所租的房子裡住了足足兩年,凡來見他的人他都全接待,放膽傳講神國的道,將主耶穌基督的事教導人,並沒有人禁止。
[00:03:48.000 --> 00:04:07.000]  通常當我們每一個人遭遇到人生不測或者一些困難的時候,認識我們的朋友或者我們教會的知體,弟兄姊妹會關心我們的,他們會伸出援手,特別教務同工。
[00:04:07.000 --> 00:04:23.000]  當信徒遇到困難的時候,作為一個教務同工一定首先第一個就去家庭探訪,或者去醫院,或者去任何出現了困難的地方,看看怎樣能夠很具體幫助我們,是不是?
[00:04:23.000 --> 00:04:48.000]  我們都很渴望牧師傳道人時時這樣關心我們,即使有時候未必即時我們得到他們的幫助,或者他們根本因為上班各種原因,或者有事不能夠馬上到我們當中,但是很多時候我們都會留心他們一定說為你祈禱。
[00:04:48.000 --> 00:05:03.000]  或者說他打電話來,甚至現在有些電腦化更加打電郵,E-mail,說幾句安慰鼓勵的話,關心你,特別祝託說為你祈禱。
[00:05:03.000 --> 00:05:31.000]  我們接收到這些人對我們的幫助,我們很得安慰,很得鼓勵。同樣的昔日保羅他現在是困在監獄裏面,但是被信徒知道保羅因為他自己傳福音的怨故而入罪,現在被羅馬皇帝哀殺,困在牢獄之中。
[00:05:31.000 --> 00:05:46.000]  所以這班菲律賓信徒非常關心這位主的獨人,所以剛才我們所所看的這段聖經,第一節裏面說:弟兄們我願意你們知道我所遭遇的事,就是叫福音更加興旺。
[00:05:46.000 --> 00:06:13.000]  這是一個回答來的,一個回應來的,就是說他知道菲律賓信徒很關心他,因為剛才我們所看第二章第25節告訴我們,菲律賓教會打發一位弟兄,就是爾伯克提,代表菲律賓教會親自去監獄裏面探望保羅,並且將這封信給保羅。
[00:06:13.000 --> 00:06:30.000]  同時也將一些教會在經濟上的援助帶到保羅的身邊,希望這位屬靈的老兵,即使在這種不自由的環境下,起碼在經濟上得到一些的援助。
[00:06:30.000 --> 00:06:51.000]  對保羅來說,這真是一種極大的鼓勵,有臨時的幫助。所以保羅就托這位差派來的弟兄爾伯克提,當他回去的時候,就再托他帶回這封信,就是菲律賓書這封信。
[00:06:51.000 --> 00:07:08.000]  所以第一章第12到第20節,裏面就是說他在監獄裏面的情況,一方面他要藉著這封信去感謝菲律賓的信徒,他的關心,他們具體的金錢的支援。
[00:07:08.000 --> 00:07:23.000]  第四章我們很清楚看到他很感激他們給的信徒,在經濟上,在金錢上來接,很好的接濟保羅。
[00:07:23.000 --> 00:07:38.000]  所以我心裏很感激,不過他表達,我已經很知足,不需要你們再送其他的物質來。我今天有的已經很豐富,無論我缺乏也好,豐富也好,我都很知足。
[00:07:38.000 --> 00:08:03.000]  所以在他回覆菲律賓信徒的時候,他就告訴他們羅馬監獄的經歷,因為唯有這樣才能消除他們的焦急,他們的焦慮和掛念。
[00:08:03.000 --> 00:08:09.000]  所以昔日沒有我們今天那麼方便,打個電話就可以通了,是不是?
[00:08:09.000 --> 00:08:27.000]  今天我們更加方便,即使我們在外地的親友,海外的親友,因為今天IDD或者是NTND,或者是007或者是006,這些長途電話非常方便,打個急電去就馬上收接了訊息。
[00:08:27.000 --> 00:08:47.000]  但是保羅昔日的時代沒有這些通訊的設備,都是要等待一段時間,所以伊巴伐提將菲律賓教會信徒的關心帶來,然後他再將他自己的情況告訴菲律賓信徒,都經過一段很長的時間。
[00:08:47.000 --> 00:09:15.000]  但終究伊巴伐提都沒有負保羅所托,他終究都將這封信帶回給菲律賓信徒,所以菲律賓信徒就知道保羅在獄中的實況,但無如這段經文,略為報告他獄中的情況的文字裏面,我們可以很清楚看到保羅只是陷在困境裏面。
[00:09:15.000 --> 00:09:38.000]  他告訴信徒不是一個壞消息,相反是一個好的信息,這是非常令我們驚訝的,一個人困在不自由的監獄裏面,如果按照理我,一定是非常灰心難義,還有什麼前途可言呢?
[00:09:38.000 --> 00:10:07.000]  但保羅並沒有將壞消息告訴信徒,告訴他在獄中被人怎樣惡待,相反不是,神的恩典很足夠主的僕人使用,根據士林主路家醫生的記錄,我們很清楚看到,哪有人坐牢坐得這麼舒服的,算是舒服的了,對你來說,可以自己用自己的錢租一個房來住。
[00:10:07.000 --> 00:10:31.000]  不是真的坐在監獄裏面,不過就是被人看守的,但他仍然有自由的傳福音,仍然有自由的和所有盼望他的人,和他交往的人,甚至那些看守他的獄卒,他打壓這個機會,將主寶貴的福音傳遞給他們。
[00:10:31.000 --> 00:10:41.000]  你們可以看到,這位主的僕人,在困境裏面,卻沒有被這種困鎖的環境所左右。
[00:10:41.000 --> 00:10:57.000]  他更加很清楚的表達,他說要福音更加的興旺,這兩個字是一個很特別的字,更加興旺,原來的意思是什麼意思呢?
[00:10:57.000 --> 00:11:14.000]  原來這個字的意思就是說,好像昔日一些在前面開路的軍隊,當他們開路的時候,燃放一些煙火,引路,特別是夜晚,引路。
[00:11:14.000 --> 00:11:33.000]  昔日我們教會差派一班我們自己的短孫隊去廣西,那裏做一個培訓,報道的工作。我們主日崇拜的時候,說這班弟子很高,按手套。他們很擔心,因為他們立例四萬,他們坐七點幾的飛機飛去廣西。
[00:11:33.000 --> 00:11:47.000]  但是廣西去那裏聚會的地方是很黑的,沒有什麼燈光,他們很擔心路上的平安,所以我們特別為他們平安祈禱,交託給神。
[00:11:47.000 --> 00:12:04.000]  這個就是黑暗之中帶有煙火引路,就為那些昔日的人不會碰到危險。保羅就用了這個字眼,興旺這個字眼,就是這個字眼。
[00:12:04.000 --> 00:12:21.000]  他為基督的福音開了一條路,他自己不會被當時的困所的環境所束縛,相反他自己願意成為一個福音的使者,他自己本身就是引路的煙火,打出一條福音的出路出來。
[00:12:21.000 --> 00:12:46.000]  這裏真是反映了一個真確的事實,二千年來的教會歷史,就顯露了一個奇特的現象,就是教會越受困所,越受迫迫的時候,福音更加廣傳,覆蓋的地域更廣。信徒越受迫害,但是信主的人,他是更多。
[00:12:46.000 --> 00:13:02.000]  甚至極權的政府都沒有禁制的,他們越禁制相反來說,教會就越興旺,福音傳得更熾熱。
[00:13:02.000 --> 00:13:29.000]  不用看,就看我們中國的教會,就是一個最好的事實,在極權的底下,但是沒有因為這個阻礙,這個困所,相反福音成為一個引路的煙火,使得更多人被勒著,廣東話說被勒著了,生命得到改變,教會聚會的人數越來越興旺越多。
[00:13:29.000 --> 00:13:49.000]  因為中國官方所報告的數字是保守得多的,但是其實,大家都知道,中國教會,我們的信徒,聚會的人數,信主的人數,是超過官方所講的數字。
[00:13:49.000 --> 00:13:59.000]  這個是看到,福音不被勒著,不被困所的環境所左右的,因為福音本身就是爆炸的能力。
[00:13:59.000 --> 00:14:28.000]  在羅馬書裏面很清楚說,福音就是神的大能,神的大能這個字就是一個爆炸的能力,一個dynamite,一個爆炸的能力,在人心裏面越爆越開,就好像我們看每一次慶典的時候,看煙花的時候,有時候我們看了一爆出來,第一樣覺得已經嘩一聲,但是其實你知道那個嘩一聲之後,跟著還有幾個很靚的,
[00:14:28.000 --> 00:14:38.000]  圖案就散出來了,我們更加嘩嘩嘩,這個就是福音的爆炸能力。
[00:14:38.000 --> 00:14:48.000]  今天我們坐在這裏的所有人,都是被福音這種爆炸的能力所觸動了,讓我們生命得到改變。
[00:14:48.000 --> 00:15:08.000]  這個就是保羅,他昔日他對福音的自信,雖然我是遭受困所,但是更叫福音興旺,更加的灼熱了更多的人,更多人因著我的困所而得到福音的好處。
[00:15:08.000 --> 00:15:24.000]  所以福音的種子往往是由殉道者的血所銷灌的,這個是第一世紀第二世紀的時候,一個教父特土良所講,這個真的是事實。
[00:15:24.000 --> 00:15:44.000]  在保羅這一段揭露他困在環境,不自由的環境底下,在人看來好像應該福音不再受可以那麼自由了,當然大受限制,但是不是,反而大有進展。
[00:15:44.000 --> 00:16:05.000]  我們看到這位使徒的生命那種高尚的情操,雖然不自由,但是他沒有埋怨,也沒有意志消沉,而用一種積極的態度去面對他的困境,並且勇於表達他誠信正直的品格,實在是值得成為我們的借鏡。
[00:16:05.000 --> 00:16:16.000]  我們就從今天這段經文裏面去細細思考,我們如何在困境裏面能夠繼續勇於表達誠信正直的品格。
[00:16:16.000 --> 00:16:37.000]  第一,第十二到十四節,在困境裏面他定志著繼續顯揚福音,保羅可以說是真是一位福音的傳人,不論環境如何,他不會受環境的限制,他願找著機會盡量地傳福音。
[00:16:37.000 --> 00:16:51.000]  在人看來,被人下到牢獄之中,自然就會想到福音一定不能夠像以往那樣自由地傳,一定受到某些限制。
[00:16:51.000 --> 00:17:20.000]  但是從《士郎傳》二十八章,第三十到三十一節剛才我們讀過,我們知道,我們看到神格外的恩典臨到他身上,看到他能夠得到非常寬廣的、優厚的優待,雖然在能夠住在自己租的房裏面,並且可以接待,但是探望他的人,他都找著這個機會跟他們傳福音,真是難得。
[00:17:20.000 --> 00:17:23.000]  他沒有意志消沉。
[00:17:23.000 --> 00:17:40.000]  這句話說,不自由的保羅,但是他仍然有自由地找著機會傳主的福音,使得福音更加得到廣傳,這個無疑是對一種惡劣的勢力,一種奇妙的諷刺來的,實在。
[00:17:40.000 --> 00:17:52.000]  這些事實,他自己就告訴信徒,弟兄們,我願意你們知道,我所遭遇的反如調福音更加興旺。
[00:17:52.000 --> 00:17:58.000]  用今日的說話,香港人慣了用的說話,來講一下什麼呢?
[00:17:58.000 --> 00:18:10.000]  如果讓我演繹香港人的說話,就是說,我的環境雖然艱困,頭頭碰著黑,是不是?
[00:18:10.000 --> 00:18:14.000]  不信的人就說,頭頭碰著黑,是不是?
