
[00:00:00.000 --> 00:00:00.920]  我們揭開聖經
[00:00:00.920 --> 00:00:02.640]  我們今天一起思想
[00:00:02.640 --> 00:00:03.640]  在這個季度
[00:00:03.640 --> 00:00:07.240]  我們一起來思想有關聖靈的工作
[00:00:07.240 --> 00:00:08.360]  特別我們今天思想到
[00:00:08.360 --> 00:00:10.880]  如何體貼聖靈行事
[00:00:10.880 --> 00:00:15.360]  在聖經的羅莫書第八章的經文
[00:00:15.360 --> 00:00:16.440]  我想回想一件事情
[00:00:16.440 --> 00:00:19.360]  就是在過去我曾經住一個地方
[00:00:19.360 --> 00:00:21.880]  這個地方附近有一個噴水池
[00:00:21.880 --> 00:00:24.680]  所以經常出入都會見到
[00:00:24.680 --> 00:00:28.520]  這個噴水池噴出很漂亮的水花
[00:00:28.520 --> 00:00:30.960]  有時都會停下來看一下
[00:00:30.960 --> 00:00:32.480]  但過了一段時間之後
[00:00:32.480 --> 00:00:36.720]  突然間發覺這個水池停止了噴水
[00:00:36.720 --> 00:00:40.040]  只剩下一池的池水
[00:00:40.040 --> 00:00:41.360]  在那段時間發覺
[00:00:41.360 --> 00:00:43.880]  這個水池的水慢慢減少
[00:00:43.880 --> 00:00:46.720]  甚至好像乾糖一樣
[00:00:46.720 --> 00:00:49.120]  覺得很可惜
[00:00:49.120 --> 00:00:52.240]  後來才發現原來當時管理的人
[00:00:52.240 --> 00:00:54.120]  他們沒有開動這個水池
[00:00:54.120 --> 00:00:57.160]  所以不再能夠讓水流轉
[00:00:57.160 --> 00:00:59.160]  而且沒有再加添新的水
[00:00:59.160 --> 00:01:01.520]  所以水一直減少
[00:01:01.520 --> 00:01:04.520]  甚至可能會乾糖
[00:01:04.520 --> 00:01:05.960]  我想分享一件事情
[00:01:05.960 --> 00:01:09.400]  當主耶穌在節日的時候
[00:01:09.400 --> 00:01:11.480]  向著周圍的門徒
[00:01:11.480 --> 00:01:13.560]  周圍的人來說
[00:01:13.560 --> 00:01:18.920]  「人若渴了,可以到我這裡來渴」
[00:01:18.920 --> 00:01:22.000]  「信我的人,就如經上所記」
[00:01:22.000 --> 00:01:26.760]  「從他腹中要流出活水的江河」
[00:01:26.760 --> 00:01:28.200]  主耶穌所說的
[00:01:28.200 --> 00:01:31.320]  正是在說我們領受聖靈
[00:01:31.320 --> 00:01:34.680]  成為我們生命的活水江河
[00:01:34.680 --> 00:01:40.400]  是神所應許給我們生命的極大的祝福
[00:01:40.400 --> 00:01:41.520]  但有些時候
[00:01:41.520 --> 00:01:44.240]  當我們不懂得去留意聖靈
[00:01:44.240 --> 00:01:45.560]  甚至正如聖經所說
[00:01:45.560 --> 00:01:47.600]  去消滅聖靈的感動
[00:01:47.600 --> 00:01:50.040]  去拒絕聖靈的引導
[00:01:50.040 --> 00:01:51.120]  在那個時候
[00:01:51.120 --> 00:01:52.440]  我們得不到
[00:01:52.440 --> 00:01:55.160]  經歷不到上帝要給我們的
[00:01:55.160 --> 00:01:59.120]  活水江河的那種生命的體驗
[00:01:59.120 --> 00:01:59.920]  各位弟兄姊妹
[00:01:59.920 --> 00:02:01.320]  你領受了救恩
[00:02:01.320 --> 00:02:03.960]  不單止你有永恆的把握
[00:02:03.960 --> 00:02:05.400]  而且今天
[00:02:05.400 --> 00:02:08.560]  神將聖靈賜在你生命裡面
[00:02:08.560 --> 00:02:10.400]  你要常常留意
[00:02:10.400 --> 00:02:13.920]  順著祂的引導來行事生活
[00:02:13.920 --> 00:02:15.880]  讓主的心可以滿足
[00:02:15.880 --> 00:02:17.320]  因為你可以得到
[00:02:17.320 --> 00:02:18.720]  祂要賜給你的
[00:02:18.720 --> 00:02:21.320]  那種活水江河的生命
[00:02:21.320 --> 00:02:23.400]  我們都是這樣來尋求
[00:02:23.400 --> 00:02:26.000]  讓聖靈更完全充滿
[00:02:26.000 --> 00:02:27.360]  和引導你
[00:02:27.360 --> 00:02:30.560]  你得著神要給你的生命
[00:02:30.560 --> 00:02:31.640]  當我們讀聖經的時候
[00:02:31.640 --> 00:02:33.960]  讀到第八章羅馬書的時候
[00:02:33.960 --> 00:02:35.160]  你發覺一開始的時候
[00:02:35.160 --> 00:02:36.680]  聖經就講述到
[00:02:36.680 --> 00:02:41.240]  有一件很重要的喜訊
[00:02:41.240 --> 00:02:43.040]  第八章第一節
[00:02:43.040 --> 00:02:45.480]  「如今那些在基督耶穌裡的
[00:02:45.480 --> 00:02:48.320]  就不定罪了」
[00:02:48.320 --> 00:02:52.120]  不再面對公義的審判
[00:02:52.120 --> 00:02:57.240]  不再需要承擔定罪的後果
[00:02:57.240 --> 00:03:00.000]  大家會記得聖經第七章
[00:03:00.000 --> 00:03:02.600]  之前保羅提及了一個很重要的
[00:03:02.600 --> 00:03:05.560]  一般人共同的經歷
[00:03:05.560 --> 00:03:08.600]  例如第七章第十九節所說
[00:03:08.600 --> 00:03:11.640]  我們所願意走的線
[00:03:11.640 --> 00:03:15.000]  我們反而不去走
[00:03:15.000 --> 00:03:17.840]  那些不願意走的惡
[00:03:17.840 --> 00:03:21.120]  不知為何偏偏就做了出來
[00:03:21.120 --> 00:03:24.760]  明明很想可以禮貌待人
[00:03:24.760 --> 00:03:26.360]  一見到他
[00:03:26.360 --> 00:03:27.840]  突然間不知為何
[00:03:27.840 --> 00:03:30.680]  他的脾氣就按耐不住
[00:03:30.680 --> 00:03:32.600]  就爆出來
[00:03:32.600 --> 00:03:34.200]  很多事情的惡
[00:03:34.200 --> 00:03:35.840]  好像都不是很想去做
[00:03:35.840 --> 00:03:37.680]  但好像就無能為力
[00:03:37.680 --> 00:03:38.880]  無可奈何
[00:03:38.880 --> 00:03:40.920]  這樣就會做了出來
[00:03:40.920 --> 00:03:41.840]  因此保羅就說
[00:03:41.840 --> 00:03:43.720]  我真是苦
[00:03:43.720 --> 00:03:45.440]  誰能救我們脫離者
[00:03:45.440 --> 00:03:48.000]  取死的身體呢?
[00:03:48.000 --> 00:03:49.880]  這個身體好像在控制著我們
[00:03:49.880 --> 00:03:50.920]  叫我們不能夠做
[00:03:50.920 --> 00:03:53.200]  我們想做的事情
[00:03:53.200 --> 00:03:56.800]  這個正是描述很多人的經歷
[00:03:56.800 --> 00:03:58.360]  但來到第八章的時候
[00:03:58.360 --> 00:04:00.200]  一開始聖經就說
[00:04:00.200 --> 00:04:03.480]  那些在基督耶穌裡的
[00:04:03.480 --> 00:04:05.200]  在主耶穌的裡面
[00:04:05.200 --> 00:04:07.000]  領受了釋放
[00:04:07.000 --> 00:04:09.280]  不再被定罪
[00:04:09.280 --> 00:04:11.440]  也不再被捆綁
[00:04:11.440 --> 00:04:12.320]  為甚麼?
[00:04:12.320 --> 00:04:14.080]  第二節說
[00:04:14.080 --> 00:04:17.080]  因為似生命聖靈的律
[00:04:17.080 --> 00:04:20.000]  在基督耶穌裡釋放了我
[00:04:20.000 --> 00:04:23.920]  使我脫離了罪和死的律
[00:04:23.920 --> 00:04:27.000]  是脫離了罪和死的律
[00:04:27.000 --> 00:04:27.920]  這裡所說的律
[00:04:27.920 --> 00:04:30.200]  不是在說律法的律
[00:04:30.200 --> 00:04:32.200]  而是在說一種的定律
[00:04:32.200 --> 00:04:34.440]  一種的常規
[00:04:34.440 --> 00:04:37.400]  一種好像不能改變的狀況
[00:04:37.400 --> 00:04:39.480]  就是死和罪的律
[00:04:39.480 --> 00:04:42.960]  在我們生命裡面控制著我們
[00:04:42.960 --> 00:04:46.000]  我們自己憑著自己不能夠去改變
[00:04:46.000 --> 00:04:46.920]  但聖經就說
[00:04:46.920 --> 00:04:49.160]  當我們信靠主耶穌之後
[00:04:49.160 --> 00:04:51.400]  你記得《善導行傳》所說
[00:04:51.400 --> 00:04:54.480]  當我們幾次悔改歸向主
[00:04:54.480 --> 00:04:56.280]  我們奉主的名受洗
[00:04:56.280 --> 00:05:00.960]  就必領受所應許的聖靈
[00:05:00.960 --> 00:05:03.600]  或者你會覺得好像感覺不到
[00:05:03.600 --> 00:05:05.000]  但這個是
[00:05:05.000 --> 00:05:08.320]  聖經裡面清楚神給我們的應許
[00:05:08.320 --> 00:05:10.200]  凡是信靠耶穌基督的人
[00:05:10.200 --> 00:05:13.200]  有聖靈住在你的裡面
[00:05:13.200 --> 00:05:15.080]  祂與你同在
[00:05:15.080 --> 00:05:16.320]  因此聖經就說
[00:05:16.320 --> 00:05:17.840]  出現了一個新的律
[00:05:17.840 --> 00:05:19.280]  這個律聖經叫做
[00:05:19.280 --> 00:05:22.280]  賜生命聖靈的律
[00:05:22.280 --> 00:05:26.440]  在你的裡面成為了你的生命的幫助
[00:05:26.440 --> 00:05:32.080]  叫你不再在死和罪的控制之下
[00:05:32.080 --> 00:05:33.680]  我想回一位姐妹
[00:05:33.680 --> 00:05:36.160]  這位姐妹她分享說
[00:05:36.160 --> 00:05:40.240]  她說我身體上有三個神狀
[00:05:40.240 --> 00:05:42.400]  一聽三個
[00:05:42.400 --> 00:05:45.040]  我們每個人有多少個?
[00:05:45.040 --> 00:05:47.440]  兩個不是一個
[00:05:47.440 --> 00:05:48.880]  有兩個神狀
[00:05:48.880 --> 00:05:51.520]  但為什麼會有三個呢?
[00:05:51.520 --> 00:05:53.760]  這位姐妹有神病
[00:05:53.760 --> 00:05:55.000]  很嚴重的神病
[00:05:55.000 --> 00:05:57.320]  兩個神狀都腎衰竭
[00:05:57.320 --> 00:06:03.440]  因此醫生宣判她不能夠有生命的機會
[00:06:03.440 --> 00:06:07.200]  除非可以有神狀的移植
[00:06:07.200 --> 00:06:09.480]  換神
[00:06:09.480 --> 00:06:12.080]  在過程當中她的家人很愛護她
[00:06:12.080 --> 00:06:13.760]  其中一個家人
[00:06:13.760 --> 00:06:18.560]  很願意將自己其中一個神狀送給她
[00:06:18.560 --> 00:06:19.880]  經過醫生很多的檢查
[00:06:19.880 --> 00:06:21.920]  知道兩方面是配合著的
[00:06:21.920 --> 00:06:23.920]  因此有神狀的移植
[00:06:23.920 --> 00:06:30.280]  將這位姐妹其中一個神轉移在她的身上
[00:06:30.280 --> 00:06:33.720]  慢慢她一步步的恢復身體康健
[00:06:33.720 --> 00:06:36.040]  而且可以如常的生活
[00:06:36.040 --> 00:06:38.920]  因為她有新的神狀
[00:06:38.920 --> 00:06:42.640]  我所說的不單是在說一個身體的狀況
[00:06:42.640 --> 00:06:43.560]  各位弟兄姊妹
[00:06:43.560 --> 00:06:47.720]  你和我的生命裡面是有聖靈
[00:06:47.720 --> 00:06:50.960]  舊的生命已經死去了
[00:06:50.960 --> 00:06:51.720]  因為聖經說
[00:06:51.720 --> 00:06:55.200]  沒錯我們過去曾經死在過犯罪惡之中
[00:06:55.200 --> 00:06:57.560]  我們的靈魂已死
[00:06:57.560 --> 00:06:58.480]  但聖經說
[00:06:58.480 --> 00:07:00.080]  當我們信靠主耶穌之後
[00:07:00.080 --> 00:07:03.040]  上帝將祂的靈放在我們裡面
[00:07:03.040 --> 00:07:05.320]  成為了一個新的律
[00:07:05.320 --> 00:07:08.320]  我們可以依從著聖靈
[00:07:08.320 --> 00:07:11.360]  而活在生命裡面
[00:07:11.360 --> 00:07:18.600]  你不再需要用已死的神狀來生活
[00:07:18.600 --> 00:07:20.040]  面對著罪惡
[00:07:20.040 --> 00:07:21.160]  面對著試探
[00:07:21.160 --> 00:07:24.960]  面對著以前很多不同的得罪神的事情的時候
[00:07:24.960 --> 00:07:29.080]  你可以放膽拒絕不再去做
[00:07:29.080 --> 00:07:31.600]  以前想不做不行
[00:07:31.600 --> 00:07:33.440]  但今天你去經歷
[00:07:33.440 --> 00:07:34.600]  你去體會
[00:07:34.600 --> 00:07:36.400]  當你靠著這位主的時候
[00:07:36.400 --> 00:07:39.080]  你可以拒絕邪惡的事情
[00:07:39.080 --> 00:07:41.440]  因為你現在裡面的律
[00:07:41.440 --> 00:07:44.760]  是生命、聖靈的律
[00:07:44.760 --> 00:07:46.880]  而聖經就是這樣來說述
[00:07:46.880 --> 00:07:49.360]  我們在主耶穌裡面得著釋放
[00:07:49.360 --> 00:07:52.720]  而領受神給我們的平安
[00:07:52.720 --> 00:07:53.680]  當聖經再說的時候
[00:07:53.680 --> 00:07:56.240]  你發覺聖經再講及的情況就是
[00:07:56.240 --> 00:07:59.160]  我們在領受聖靈的恩惠之餘
[00:07:59.160 --> 00:08:03.800]  就更加應當來體貼聖靈來行事和生活
[00:08:03.800 --> 00:08:05.920]  大家再讀下第五節
[00:08:05.920 --> 00:08:10.680]  我請大家再讀一次第五節和第六節
[00:08:10.680 --> 00:08:13.440]  因為隨從肉體的人
[00:08:13.440 --> 00:08:15.640]  體貼肉體的事
[00:08:15.640 --> 00:08:17.400]  隨從聖靈的人
[00:08:17.400 --> 00:08:19.480]  體貼聖靈的事
[00:08:19.480 --> 00:08:22.400]  體貼肉體的就是死
[00:08:22.400 --> 00:08:27.440]  體貼聖靈的乃是生命平安
[00:08:27.440 --> 00:08:29.200]  甚麼是肉體?
[00:08:29.200 --> 00:08:31.920]  肉體就是一個敗壞了的人
[00:08:31.920 --> 00:08:35.640]  他的生命的品性
[00:08:35.640 --> 00:08:37.040]  這種品性
[00:08:37.040 --> 00:08:39.960]  何時我們順著它來生活
[00:08:39.960 --> 00:08:41.600]  按照它的慾望
[00:08:41.600 --> 00:08:44.440]  按照它的思念來生活的時候
[00:08:44.440 --> 00:08:47.200]  很多時候人生有很多不同的抉擇
[00:08:47.200 --> 00:08:48.960]  行事為人
[00:08:48.960 --> 00:08:52.160]  順著這些事情來做的時候
[00:08:52.160 --> 00:08:56.040]  聖經就說出現了一個後果
[00:08:56.040 --> 00:08:57.640]  就是聖經所說
[00:08:57.640 --> 00:09:01.200]  體貼肉體的就是甚麼?
[00:09:01.200 --> 00:09:02.600]  死
[00:09:02.600 --> 00:09:06.000]  就是死亡
[00:09:06.000 --> 00:09:09.480]  我最近看到一段網上的短片
