
[00:00:00.000 --> 00:00:07.000]  我非常的感謝上帝賜給我這個機會
[00:00:07.000 --> 00:00:15.000]  能夠和各位同工用主的話語彼此的勉勵
[00:00:15.000 --> 00:00:20.000]  我因為年齡的關係
[00:00:20.000 --> 00:00:25.000]  所以我講到的氣力減退
[00:00:25.000 --> 00:00:30.000]  這個思想和表達的速度減退
[00:00:30.000 --> 00:00:37.000]  但是我還是要依靠主來傳達信息
[00:00:37.000 --> 00:00:44.000]  願主賜下足夠的恩典來扶持
[00:00:44.000 --> 00:00:51.000]  感謝神在星瑪廣大的地方
[00:00:51.000 --> 00:00:55.000]  張老會有非常好的貢獻
[00:00:55.000 --> 00:01:02.000]  在福音上在各方面有非常好的成績
[00:01:02.000 --> 00:01:04.000]  是上帝的恩典
[00:01:04.000 --> 00:01:07.000]  也向大家道賀
[00:01:07.000 --> 00:01:11.000]  也表達我對大家的尊敬
[00:01:16.000 --> 00:01:22.000]  那麼在思想預備講章的時候
[00:01:22.000 --> 00:01:29.000]  那我就從我自己的經驗中的需要來入手
[00:01:29.000 --> 00:01:35.000]  我今天要傳講的信息是剛講
[00:01:35.000 --> 00:01:43.000]  原因是我自己的性格是很內向很膽怯
[00:01:43.000 --> 00:01:49.000]  是一個retiring mentality
[00:01:49.000 --> 00:01:53.000]  是常常的withdrawal
[00:01:53.000 --> 00:01:57.000]  有這樣的一個天性在我裡頭
[00:01:57.000 --> 00:02:03.000]  我記得我十八歲奉獻
[00:02:03.000 --> 00:02:06.000]  我的母親聽見我奉獻了
[00:02:06.000 --> 00:02:09.000]  她就很擔心
[00:02:09.000 --> 00:02:12.000]  那麼她對我說你不講話
[00:02:12.000 --> 00:02:15.000]  怎麼做牧師啊
[00:02:15.000 --> 00:02:18.000]  因為我平常不出聲的
[00:02:18.000 --> 00:02:22.000]  天性是這樣不是故意不講話
[00:02:22.000 --> 00:02:24.000]  就是很自然的
[00:02:24.000 --> 00:02:29.000]  人內向的性格的一個結果
[00:02:29.000 --> 00:02:34.000]  那麼我奉獻以後
[00:02:34.000 --> 00:02:36.000]  心裡很火熱
[00:02:36.000 --> 00:02:38.000]  要侍奉主
[00:02:38.000 --> 00:02:40.000]  那麼那個時候
[00:02:40.000 --> 00:02:45.000]  我另外兩個青年和我大概同一個時間
[00:02:45.000 --> 00:02:47.000]  蒙恩得救
[00:02:47.000 --> 00:02:52.000]  我們三個人就組織了一個鄉村佈道團
[00:02:52.000 --> 00:02:56.000]  我們從鄉村入手
[00:02:56.000 --> 00:02:59.000]  我們三個人約定了
[00:02:59.000 --> 00:03:02.000]  每個人要輪流做靈唱師
[00:03:02.000 --> 00:03:04.000]  做招待維持秩序
[00:03:04.000 --> 00:03:08.000]  還有傳福音
[00:03:08.000 --> 00:03:10.000]  那麼我心裡想
[00:03:10.000 --> 00:03:12.000]  這些農夫不識字
[00:03:12.000 --> 00:03:16.000]  那我可以放膽一點
[00:03:16.000 --> 00:03:19.000]  那麼我就輪到我講的時候
[00:03:19.000 --> 00:03:21.000]  我很緊張
[00:03:21.000 --> 00:03:24.000]  先面對農夫也很緊張
[00:03:24.000 --> 00:03:28.000]  我就依靠著講
[00:03:28.000 --> 00:03:33.000]  講完了我就有呼召他們
[00:03:33.000 --> 00:03:36.000]  表示接受主
[00:03:36.000 --> 00:03:40.000]  你們中間有人願意信主的請舉手
[00:03:40.000 --> 00:03:42.000]  我講完的話我就頭低下來
[00:03:42.000 --> 00:03:43.000]  我不敢看
[00:03:43.000 --> 00:03:46.000]  我怕沒有人舉手
[00:03:46.000 --> 00:03:48.000]  但是感謝神
[00:03:48.000 --> 00:03:51.000]  很多的農夫舉手要信主
[00:03:51.000 --> 00:03:56.000]  我的心得了很大的鼓勵
[00:03:56.000 --> 00:04:01.000]  所以這個內向膽怯
[00:04:01.000 --> 00:04:07.000]  這樣的一個天性要變過來
[00:04:07.000 --> 00:04:09.000]  要剛強
[00:04:09.000 --> 00:04:10.000]  要依靠
[00:04:10.000 --> 00:04:13.000]  要進取
[00:04:13.000 --> 00:04:17.000]  這是一個很不簡單的過程
[00:04:17.000 --> 00:04:23.000]  是一生的一個過程
[00:04:23.000 --> 00:04:27.000]  在聖經裡面
[00:04:27.000 --> 00:04:30.000]  保羅寫信給提瑪泰
[00:04:30.000 --> 00:04:37.000]  提瑪泰也是一個天性比較膽怯的青年
[00:04:37.000 --> 00:04:50.000]  提瑪泰後書第一章第二節
[00:04:50.000 --> 00:04:52.000]  吾兒啊
[00:04:52.000 --> 00:04:58.000]  你要在基督耶穌的恩典上剛強起來
[00:04:58.000 --> 00:05:04.000]  保羅要提瑪泰學習剛強的功課
[00:05:04.000 --> 00:05:06.000]  所以一些聖經的學者
[00:05:06.000 --> 00:05:14.000]  他們認為提瑪泰是天性比較膽怯的一個傳道人
[00:05:14.000 --> 00:05:20.000]  所以保羅根據他的需要
[00:05:20.000 --> 00:05:24.000]  針對他的弱點來鼓勵他
[00:05:24.000 --> 00:05:27.000]  你要剛強起來
[00:05:27.000 --> 00:05:30.000]  不是自己能剛強
[00:05:30.000 --> 00:05:35.000]  在耶穌基督的恩典上剛強起來
[00:05:35.000 --> 00:05:40.000]  是一個剛強和恩典配合在一起
[00:05:40.000 --> 00:05:42.000]  這個很重要
[00:05:42.000 --> 00:05:49.000]  如果一個人單單是用心理的作用
[00:05:49.000 --> 00:05:52.000]  鼓勵自己
[00:05:52.000 --> 00:05:54.000]  要剛強
[00:05:54.000 --> 00:05:55.000]  要外向
[00:05:55.000 --> 00:05:57.000]  要積極
[00:05:57.000 --> 00:06:01.000]  那是恐怕奏效很少
[00:06:01.000 --> 00:06:07.000]  但是保羅他告訴提瑪泰
[00:06:07.000 --> 00:06:10.000]  你天性怯弱
[00:06:10.000 --> 00:06:14.000]  但是神有恩典
[00:06:14.000 --> 00:06:18.000]  在耶穌基督的恩典上
[00:06:18.000 --> 00:06:23.000]  靠恩典借恩典剛強
[00:06:23.000 --> 00:06:26.000]  這是恩典之功
[00:06:26.000 --> 00:06:29.000]  這是supernatural grace
[00:06:29.000 --> 00:06:35.000]  不是在我們的天性裡面本來有的因素
[00:06:35.000 --> 00:06:39.000]  要超越這個因素
[00:06:39.000 --> 00:06:40.000]  天生的因素
[00:06:40.000 --> 00:06:44.000]  進入恩典的境界
[00:06:44.000 --> 00:06:46.000]  每一個侍奉主的人
[00:06:46.000 --> 00:06:49.000]  有自己不同的個性
[00:06:49.000 --> 00:06:54.000]  每一種的個性都有他自己特殊的需要
[00:06:54.000 --> 00:06:57.000]  在這個需要中
[00:06:57.000 --> 00:07:00.000]  我們需要神的恩典
[00:07:00.000 --> 00:07:03.000]  這是最大的需要
[00:07:03.000 --> 00:07:05.000]  恩典
[00:07:05.000 --> 00:07:07.000]  借恩典剛強
[00:07:07.000 --> 00:07:13.000]  借恩典能夠逐漸改變性格
[00:07:13.000 --> 00:07:16.000]  性格是天性
[00:07:16.000 --> 00:07:19.000]  天性能改嗎
[00:07:19.000 --> 00:07:20.000]  感謝主
[00:07:20.000 --> 00:07:23.000]  我經歷天性
[00:07:23.000 --> 00:07:28.000]  可以藉著恩典之下的操練
[00:07:28.000 --> 00:07:30.000]  學習追求
[00:07:30.000 --> 00:07:33.000]  就有所改變
[00:07:33.000 --> 00:07:36.000]  但是一生之久
[00:07:36.000 --> 00:07:40.000]  還是有你的天性的一些陰影
[00:07:40.000 --> 00:07:41.000]  一些限制
[00:07:41.000 --> 00:07:42.000]  一些作用
[00:07:42.000 --> 00:07:44.000]  一些因素
[00:07:44.000 --> 00:07:48.000]  在你裡面無法根除
[00:07:48.000 --> 00:07:53.000]  這種餘留的部分有好處
[00:07:53.000 --> 00:07:59.000]  也是我們繼續依靠恩典的一個源頭
[00:07:59.000 --> 00:08:02.000]  一發現自己的軟弱
[00:08:02.000 --> 00:08:04.000]  自己的缺點
[00:08:04.000 --> 00:08:06.000]  即刻仰望
[00:08:06.000 --> 00:08:07.000]  主啊
[00:08:07.000 --> 00:08:09.000]  你有恩典
[00:08:09.000 --> 00:08:12.000]  你有能力
[00:08:12.000 --> 00:08:14.000]  你是創始成終的
[00:08:14.000 --> 00:08:16.000]  你是十無變未有的
[00:08:16.000 --> 00:08:18.000]  你是軟弱的人
[00:08:18.000 --> 00:08:21.000]  剛強的那一位
[00:08:21.000 --> 00:08:24.000]  這樣一想
[00:08:24.000 --> 00:08:29.000]  我們立刻心態改變
[00:08:29.000 --> 00:08:37.000]  保羅對提姆太講的第一章第六節
[00:08:37.000 --> 00:08:40.000]  為此我提醒你
[00:08:40.000 --> 00:08:43.000]  是你將神借我暗手
[00:08:43.000 --> 00:08:45.000]  所給你的恩賜
[00:08:45.000 --> 00:08:49.000]  在如火眺望起來
[00:08:49.000 --> 00:08:51.000]  因為神賜給我們
[00:08:51.000 --> 00:08:53.000]  不是膽怯的心
[00:08:53.000 --> 00:08:57.000]  乃是剛強仍愛謹守的心
[00:08:57.000 --> 00:08:59.000]  在這裡保羅
[00:08:59.000 --> 00:09:02.000]  再一次提到膽怯
[00:09:02.000 --> 00:09:04.000]  提姆太啊
[00:09:04.000 --> 00:09:08.000]  我在呼應上的兒子
[00:09:08.000 --> 00:09:12.000]  我知道你有膽怯的天性
[00:09:12.000 --> 00:09:15.000]  但是你要記得
[00:09:15.000 --> 00:09:19.000]  神賜給我們
[00:09:19.000 --> 00:09:22.000]  不是我們原來有的
[00:09:22.000 --> 00:09:26.000]  上帝賜給我們的是什麼呢
[00:09:26.000 --> 00:09:30.000]  不是膽怯的心
[00:09:30.000 --> 00:09:31.000]  乃是什麼呢
[00:09:31.000 --> 00:09:33.000]  三樣
