
[00:00:00.000 --> 00:00:01.160]  當我們讀聖經
[00:00:01.160 --> 00:00:03.160]  聖經常常提到聖靈
[00:00:03.160 --> 00:00:05.880]  是引導我們進入真理裡面
[00:00:05.880 --> 00:00:09.480]  亦很多時候在聖靈的引導裡面
[00:00:09.480 --> 00:00:13.160]  我們會想起上帝在我們生命中的工作
[00:00:13.160 --> 00:00:16.200]  或者歷史當中上帝的作為
[00:00:16.200 --> 00:00:18.600]  想起祂過去的工作
[00:00:18.600 --> 00:00:21.920]  就讓我們有更大的信心
[00:00:21.920 --> 00:00:24.440]  來繼續信靠主
[00:00:24.440 --> 00:00:26.720]  神透過很多過去的工作
[00:00:26.720 --> 00:00:31.000]  不斷將信心重新燃點在我們心中
[00:00:31.000 --> 00:00:34.240]  讓我們知道去信靠祂
[00:00:34.240 --> 00:00:37.920]  我想分享一件事情
[00:00:37.920 --> 00:00:40.720]  很多電影節目知道我曾經有心臟手術
[00:00:40.720 --> 00:00:42.400]  我都提過幾次
[00:00:42.400 --> 00:00:45.400]  但其中一件事情我最近再想起
[00:00:45.400 --> 00:00:48.280]  就是五年多前做手術的時候
[00:00:48.280 --> 00:00:52.280]  是當時等候醫院通知何時做手術
[00:00:52.280 --> 00:00:53.480]  因為延期了
[00:00:53.480 --> 00:00:55.560]  我一直在等候
[00:00:55.560 --> 00:00:59.360]  後來有一次在退休中心收到醫院的電話
[00:00:59.360 --> 00:01:04.440]  通知我五月十二日入院接受手術
[00:01:04.440 --> 00:01:07.640]  我當時收到消息放下電話覺得很特別
[00:01:07.640 --> 00:01:12.920]  突然想起當時之前一年的五月十二日
[00:01:12.920 --> 00:01:15.400]  一件很特別的事情曾經發生
[00:01:15.400 --> 00:01:19.680]  就是四川的大地震512
[00:01:19.680 --> 00:01:22.960]  而五月十二日當年當日
[00:01:22.960 --> 00:01:25.480]  我們一班電影姐妹在飛機上
[00:01:25.480 --> 00:01:28.240]  預備飛離開成都
[00:01:28.240 --> 00:01:29.320]  上了飛機之後
[00:01:29.320 --> 00:01:30.520]  不知道發生什麼事情
[00:01:30.520 --> 00:01:33.000]  飛機全部停頓
[00:01:33.000 --> 00:01:35.280]  我們很後期才知道
[00:01:35.280 --> 00:01:38.400]  但在飛機上等了九個小時
[00:01:38.400 --> 00:01:43.480]  然後是地震之後第一班飛機離開成都
[00:01:43.480 --> 00:01:46.560]  回到香港的時候我們覺得很驚訝
[00:01:46.560 --> 00:01:49.200]  上帝可以讓我們去經歷地震
[00:01:49.200 --> 00:01:50.920]  很多的困難
[00:01:50.920 --> 00:01:54.880]  但祂的心意是讓我們離開環境
[00:01:54.880 --> 00:01:59.120]  可以回到香港一個平安的地方
[00:01:59.120 --> 00:02:01.400]  五月十二日突然間這個消息
[00:02:01.400 --> 00:02:03.840]  好像在我心裡再出現
[00:02:03.840 --> 00:02:05.280]  好像上帝在鼓勵我
[00:02:05.280 --> 00:02:08.440]  你放心過去我怎樣保守你
[00:02:08.440 --> 00:02:11.680]  今天你進入醫院接受手術
[00:02:11.680 --> 00:02:14.800]  我同樣可以保守你
[00:02:14.800 --> 00:02:16.480]  想起以前神的保守
[00:02:16.480 --> 00:02:20.760]  更加知道上帝今天仍然可以保守
[00:02:20.760 --> 00:02:23.720]  仍然有祂奇妙的工作
[00:02:23.720 --> 00:02:25.840]  我想聖經大家讀詩篇的時候
[00:02:25.840 --> 00:02:28.480]  會讀到很多關於以色列人的事情
[00:02:28.480 --> 00:02:29.440]  不單是舊約
[00:02:29.440 --> 00:02:32.480]  詩篇的時候105篇106篇
[00:02:32.480 --> 00:02:36.440]  很詳細講述很多以色列人所經歷的事情
[00:02:36.440 --> 00:02:39.960]  但其中一個很重要的訊息不斷出現
[00:02:39.960 --> 00:02:44.440]  就是你們要紀念神的作為
[00:02:44.440 --> 00:02:49.160]  你們要常常去紀念祂所行的奇事
[00:02:49.160 --> 00:02:52.960]  但經文就說到以色列人忘記神的作為
[00:02:52.960 --> 00:02:56.240]  因此違背神自己
[00:02:56.240 --> 00:02:58.000]  忘記了神的作為
[00:02:58.000 --> 00:03:00.640]  就會以為祂是不可信的
[00:03:00.640 --> 00:03:02.320]  因此不能夠信從
[00:03:02.320 --> 00:03:03.640]  不能夠信靠
[00:03:03.640 --> 00:03:07.720]  因此很多違背神的事情就出現
[00:03:07.720 --> 00:03:09.160]  當你讀到《使徒行傳》的時候
[00:03:09.160 --> 00:03:11.720]  一個很清楚的訊息就是
[00:03:11.720 --> 00:03:13.960]  《使徒行傳》當中的使徒
[00:03:13.960 --> 00:03:16.000]  他們深刻記得主耶穌
[00:03:16.000 --> 00:03:19.400]  祂曾經從死裡復活的事情
[00:03:19.400 --> 00:03:22.840]  記得主耶穌所作的一切奇妙的事情
[00:03:22.840 --> 00:03:26.680]  他們的信心常常被聖靈燃點著
[00:03:26.680 --> 00:03:31.400]  而他們也因此帶著能力去作主耶穌的見證
[00:03:31.400 --> 00:03:33.880]  因此我們今天再思想一段經文的時候
[00:03:33.880 --> 00:03:35.600]  求主讓我們看到
[00:03:35.600 --> 00:03:37.320]  聖靈在我們生命中
[00:03:37.320 --> 00:03:41.120]  因為人的信心而可以奇妙地工作
[00:03:41.120 --> 00:03:42.440]  大家看回三章
