
[00:00:00.000 --> 00:00:05.000]  我們為什麼要講釋迦道路?
[00:00:05.000 --> 00:00:10.000]  因為在希伯來書四章第一節那裡說
[00:00:10.000 --> 00:00:15.000]  似乎有人趕不上了,跟不上了
[00:00:15.000 --> 00:00:21.000]  在釋迦道路上有許多的攔阻
[00:00:21.000 --> 00:00:24.000]  有許多的危機
[00:00:24.000 --> 00:00:27.000]  我們走這條道路的時候
[00:00:27.000 --> 00:00:30.000]  我們需要祖給我們力量
[00:00:30.000 --> 00:00:33.000]  我們需要彼此的勉勵
[00:00:33.000 --> 00:00:35.000]  我們需要祖的話來提醒
[00:00:35.000 --> 00:00:40.000]  所以我們要講釋迦道路
[00:00:40.000 --> 00:00:42.000]  在這條道路上
[00:00:42.000 --> 00:00:46.000]  青年時代有它的危機
[00:00:46.000 --> 00:00:50.000]  就是包羅所說的少年的私慾
[00:00:50.000 --> 00:00:54.000]  你要逃避少年的私慾
[00:00:54.000 --> 00:00:58.000]  曾經的少年也包括青年在內
[00:00:58.000 --> 00:01:04.000]  這是我們走釋迦道路的一個攔阻和危機
[00:01:04.000 --> 00:01:10.000]  在壯年的時代也有走釋迦道路的危機
[00:01:10.000 --> 00:01:16.000]  那就是剛剛進入婚姻的生活和事業裡面
[00:01:16.000 --> 00:01:19.000]  有許多的吸引
[00:01:19.000 --> 00:01:21.000]  許多的責任
[00:01:21.000 --> 00:01:23.000]  許多的壓力
[00:01:23.000 --> 00:01:31.000]  以至於讓我們慢慢的不知不覺中離開了釋迦道路
[00:01:31.000 --> 00:01:33.000]  在中年時期
[00:01:33.000 --> 00:01:37.000]  除了我們常常說的中年危機之外
[00:01:37.000 --> 00:01:42.000]  我們的靈性上也容易有危機
[00:01:42.000 --> 00:01:47.000]  中年時代也面對自己的一代
[00:01:47.000 --> 00:01:48.000]  上一代
[00:01:48.000 --> 00:01:51.000]  下一代的許多的問題
[00:01:51.000 --> 00:01:56.000]  還有人生到了中年有許多的轉變
[00:01:56.000 --> 00:01:59.000]  這些都成為危機
[00:01:59.000 --> 00:02:04.000]  讓我們可能離開了釋迦道路
[00:02:04.000 --> 00:02:08.000]  老年時代也有它的危機
[00:02:08.000 --> 00:02:12.000]  有的人到了年長的時候心裡想
[00:02:12.000 --> 00:02:16.000]  我已經侍奉了一輩子
[00:02:16.000 --> 00:02:20.000]  我已經跟隨住一輩子
[00:02:20.000 --> 00:02:24.000]  恐怕現在是我放鬆一點的時候
[00:02:24.000 --> 00:02:28.000]  是我可以多享受的時候
[00:02:28.000 --> 00:02:33.000]  我自己面對這個危機
[00:02:33.000 --> 00:02:36.000]  我求主幫助我
[00:02:36.000 --> 00:02:39.000]  在面對老年的時候
[00:02:39.000 --> 00:02:46.000]  還能夠繼續的奔走這條釋迦道路
[00:02:46.000 --> 00:02:49.000]  我在65歲第一次退休
[00:02:49.000 --> 00:02:51.000]  從香港退休
[00:02:51.000 --> 00:02:57.000]  明年70歲第二次退休
[00:02:57.000 --> 00:03:05.000]  我希望靠著主還有將來的第三次的退休
[00:03:05.000 --> 00:03:07.000]  在主的家中
[00:03:07.000 --> 00:03:11.000]  在主的葡萄園裡面沒有退休
[00:03:11.000 --> 00:03:16.000]  可能有某一種工作崗位上的退休
[00:03:16.000 --> 00:03:19.000]  但是沒有侍奉
[00:03:19.000 --> 00:03:24.000]  沒有為主而活的退休
[00:03:24.000 --> 00:03:28.000]  我到美國來快四年了
[00:03:28.000 --> 00:03:33.000]  我到了美國的時候就發現
[00:03:33.000 --> 00:03:35.000]  許多的教會有需要
[00:03:35.000 --> 00:03:37.000]  請我去講道
[00:03:37.000 --> 00:03:40.000]  這些教會很有愛心
[00:03:40.000 --> 00:03:43.000]  將賜滿肺給我
[00:03:43.000 --> 00:03:48.000]  是很慷慨的一種的愛心的表現
[00:03:48.000 --> 00:03:53.000]  但是這件事就成了我的一個問題
[00:03:53.000 --> 00:03:57.000]  因為請我講道的教會很多
[00:03:57.000 --> 00:04:01.000]  那個賜滿肺的總數也很多
[00:04:01.000 --> 00:04:03.000]  我就在主的面前禱告
[00:04:03.000 --> 00:04:04.000]  說主啊
[00:04:04.000 --> 00:04:07.000]  我應該怎麼樣
[00:04:07.000 --> 00:04:10.000]  主感動我提醒我
[00:04:10.000 --> 00:04:13.000]  要把所有的賜滿肺
[00:04:13.000 --> 00:04:17.000]  完全的奉獻給主
[00:04:17.000 --> 00:04:20.000]  我就按照主這樣的感動來做
[00:04:20.000 --> 00:04:24.000]  是過去的三四年裡頭
[00:04:24.000 --> 00:04:27.000]  在主的幫助之下
[00:04:27.000 --> 00:04:29.000]  我這樣的做了
[00:04:29.000 --> 00:04:32.000]  所以我心裡滿有喜樂
[00:04:32.000 --> 00:04:35.000]  我出去講道的時候
[00:04:35.000 --> 00:04:38.000]  有雙倍的喜樂
[00:04:38.000 --> 00:04:41.000]  一方面我能夠把主的話語
[00:04:41.000 --> 00:04:44.000]  和弟兄姊妹彼此的分享
[00:04:44.000 --> 00:04:46.000]  或者傳福音
[00:04:46.000 --> 00:04:49.000]  看見有人信主
[00:04:49.000 --> 00:04:50.000]  另外一方面
[00:04:50.000 --> 00:04:52.000]  我所得的賜滿肺
[00:04:52.000 --> 00:04:57.000]  可以幫助主的許多的工作
[00:04:57.000 --> 00:05:01.000]  我們每一個人在跟從主的路上
[00:05:01.000 --> 00:05:03.000]  有不同的試探
[00:05:03.000 --> 00:05:05.000]  有不同的隱憂
[00:05:05.000 --> 00:05:07.000]  有不同的問題
[00:05:07.000 --> 00:05:11.000]  但是我們有一個大前提
[00:05:11.000 --> 00:05:14.000]  那就是為主而活
[00:05:14.000 --> 00:05:19.000]  繼續的走這條十字架的道路
[00:05:19.000 --> 00:05:21.000]  這條道路有一個開始
[00:05:21.000 --> 00:05:26.000]  那就是主耶穌在各個他山上十字架
[00:05:26.000 --> 00:05:30.000]  為我們在此的功
[00:05:30.000 --> 00:05:34.000]  我們接受十字架的救贖
[00:05:34.000 --> 00:05:38.000]  那就是十字架道路的開始
[00:05:38.000 --> 00:05:43.000]  然後這條道路的終點
[00:05:43.000 --> 00:05:49.000]  就是進入十字架所喚取的觀圓
[00:05:49.000 --> 00:05:53.000]  在起點終點之間
[00:05:53.000 --> 00:05:55.000]  有這條路
[00:05:55.000 --> 00:05:58.000]  這條路我們要奔跑
[00:05:58.000 --> 00:06:01.000]  十字架的道路
[00:06:01.000 --> 00:06:05.000]  十字架和道路不可以分開
[00:06:05.000 --> 00:06:07.000]  什麼時候一分開
[00:06:07.000 --> 00:06:12.000]  十字架的真理就成了理論
[00:06:12.000 --> 00:06:15.000]  就成了高談
[00:06:15.000 --> 00:06:17.000]  就成了清談
[00:06:17.000 --> 00:06:23.000]  我們要把十字架的真理和道路連在一起
[00:06:23.000 --> 00:06:28.000]  讓十字架的真理成為我們人生的道路
[00:06:28.000 --> 00:06:29.000]  這個時候
[00:06:29.000 --> 00:06:32.000]  十字架的真理何等的真實
[00:06:32.000 --> 00:06:34.000]  何等的親切
[00:06:34.000 --> 00:06:36.000]  何等的寶貴
[00:06:36.000 --> 00:06:41.000]  我們一直走在這條路上
[00:06:41.000 --> 00:06:45.000]  我們經過了白平的聚會
[00:06:45.000 --> 00:06:48.000]  我們更深的感覺到
[00:06:48.000 --> 00:06:54.000]  奔走十字架的道路的一個唯一的動力
[00:06:54.000 --> 00:06:57.000]  就是十字架的愛
[00:06:57.000 --> 00:06:59.000]  如果沒有十字架的愛
[00:06:59.000 --> 00:07:04.000]  無論我們講多少都沒有用
[00:07:04.000 --> 00:07:07.000]  最後我們講的一切的一切
[00:07:07.000 --> 00:07:12.000]  都歸結到十字架的愛
[00:07:12.000 --> 00:07:14.000]  我們面對十字架的愛
[00:07:14.000 --> 00:07:16.000]  我們就樂意
[00:07:16.000 --> 00:07:18.000]  我們就歡喜
[00:07:18.000 --> 00:07:22.000]  走在十字架的道路上
[00:07:22.000 --> 00:07:25.000]  我們經過了白平的聚會以後
[00:07:25.000 --> 00:07:28.000]  我們深深的感覺到
[00:07:28.000 --> 00:07:30.000]  我們奔走這條道路
[00:07:30.000 --> 00:07:34.000]  因為這是逐自己的道路
[00:07:34.000 --> 00:07:37.000]  逐佛馬草開始
[00:07:37.000 --> 00:07:39.000]  就走這條路
[00:07:39.000 --> 00:07:43.000]  一直到上十字架的時候
[00:07:43.000 --> 00:07:46.000]  它是一個最自由的走
[00:07:46.000 --> 00:07:50.000]  但是它為了十字架
[00:07:50.000 --> 00:07:53.000]  放下了它的自由
[00:07:53.000 --> 00:07:57.000]  它有最高的權利與神同等
[00:07:57.000 --> 00:08:00.000]  但是它不抓住這個權利
[00:08:00.000 --> 00:08:04.000]  當作它必須享受的權利
[00:08:04.000 --> 00:08:08.000]  不與與神同等為強奪的
[00:08:08.000 --> 00:08:11.000]  那個強奪就是緊緊抓住的
[00:08:11.000 --> 00:08:14.000]  自己合法的權利
[00:08:14.000 --> 00:08:18.000]  用英文來說就是My Right
[00:08:18.000 --> 00:08:20.000]  主耶穌有祂的權利
[00:08:20.000 --> 00:08:23.000]  但是祂不抓住這個權利
[00:08:23.000 --> 00:08:25.000]  祂為了十字架的路
