
[00:00:00.000 --> 00:00:03.120]  大家一定知道今天是甚麼主日
[00:00:03.120 --> 00:00:05.480]  中樹主日
[00:00:05.480 --> 00:00:09.600]  可能你會說為何施班沒有拿樹枝進來呢?
[00:00:09.600 --> 00:00:13.080]  我們過去有兩年嘗試在進來的時候
[00:00:13.080 --> 00:00:16.560]  施班拿著中樹枝一路搖擺
[00:00:16.560 --> 00:00:18.560]  就好像讓我們感受一下
[00:00:18.560 --> 00:00:23.400]  當時主人蘇到耶路撒冷的時候的情景
[00:00:23.400 --> 00:00:24.680]  你會發覺就是
[00:00:24.680 --> 00:00:27.200]  在當時耶路撒冷聚集了很多人
[00:00:27.200 --> 00:00:30.400]  因為他們預備過如月節
[00:00:30.400 --> 00:00:33.160]  他們聽到主耶穌來到耶路撒冷的門口
[00:00:33.160 --> 00:00:35.080]  他們就一起湧出去
[00:00:35.080 --> 00:00:39.600]  他們手拿中樹枝迎接耶穌
[00:00:39.600 --> 00:00:42.960]  或者你問中樹有甚麼意思呢?
[00:00:42.960 --> 00:00:43.760]  在聖經裏面
[00:00:43.760 --> 00:00:47.320]  中樹很多時候是代表得勝
[00:00:47.320 --> 00:00:49.680]  代表歡欣
[00:00:49.680 --> 00:00:53.440]  搖擺中樹枝表示耶穌基督已經得勝了
[00:00:53.440 --> 00:00:54.880]  我們歡欣讚美祂
[00:00:54.880 --> 00:00:56.720]  祂拯救我們
[00:00:56.720 --> 00:01:00.280]  所以你記得啟示錄第七章第九節
[00:01:00.280 --> 00:01:03.720]  就說到有一天當主再回來的時候
[00:01:03.720 --> 00:01:07.840]  是從全世界各族各方各民當中
[00:01:07.840 --> 00:01:10.480]  招聚了很多人
[00:01:10.480 --> 00:01:12.720]  而他們一起聚集
[00:01:12.720 --> 00:01:14.560]  在神的寶座面前
[00:01:14.560 --> 00:01:16.200]  在高揚面前
[00:01:16.200 --> 00:01:18.680]  他們穿著白衣裳
[00:01:18.680 --> 00:01:23.760]  然後手拿中樹枝一起去讚美上帝
[00:01:23.760 --> 00:01:26.800]  或者有一天我們都會是這樣
[00:01:26.800 --> 00:01:32.680]  是直接經歷去讚美這位施恩拯救人的上帝
[00:01:32.680 --> 00:01:34.480]  當然當時一般的人
[00:01:34.480 --> 00:01:36.640]  他們去到耶路撒冷的門口的時候
[00:01:36.640 --> 00:01:39.720]  他們以為耶穌會做他們民族的大君王
[00:01:39.720 --> 00:01:41.680]  是一個政治領袖
[00:01:41.680 --> 00:01:46.520]  可以釋放他們脫離當時羅馬政權的管轄
[00:01:46.520 --> 00:01:49.600]  但耶穌來到不是做人的君王
[00:01:49.600 --> 00:01:54.480]  他是做天地的生命的君王
[00:01:54.480 --> 00:01:56.680]  做生命的王
[00:01:56.680 --> 00:01:58.960]  他是藉著丁十字架
[00:01:58.960 --> 00:02:01.400]  來得勝死權
[00:02:01.400 --> 00:02:03.600]  得勝罪權
[00:02:03.600 --> 00:02:06.160]  而做生命的王
[00:02:06.160 --> 00:02:08.600]  因此當他進入耶路撒冷之後
[00:02:08.600 --> 00:02:11.600]  就開始他的受苦的時間
[00:02:11.600 --> 00:02:12.800]  大家知道
[00:02:12.800 --> 00:02:16.160]  在中樹主日之後的一個星期
[00:02:16.160 --> 00:02:20.760]  我們教會一般稱為「受苦週」
[00:02:20.760 --> 00:02:24.000]  這個星期主耶穌要面對著很多的苦難
[00:02:24.000 --> 00:02:27.200]  因此你和我在這個星期
[00:02:27.200 --> 00:02:30.920]  我們上上去默念主耶穌為我們受苦
[00:02:30.920 --> 00:02:33.040]  到了星期四的時候
[00:02:33.040 --> 00:02:35.280]  主耶穌親自設立聖餐
[00:02:35.280 --> 00:02:37.240]  然後他被捉拿
[00:02:37.240 --> 00:02:40.680]  然後他被帶到大祭司的地方
[00:02:40.680 --> 00:02:42.400]  整夜審訊
[00:02:42.400 --> 00:02:45.360]  星期五他被釘十字架
[00:02:45.360 --> 00:02:48.400]  也是我們一齊到道臣的家當中
[00:02:48.400 --> 00:02:50.880]  一起紀念主的受苦
[00:02:50.880 --> 00:02:52.360]  但那個不是結束
[00:02:52.360 --> 00:02:53.720]  在第三天的時候
[00:02:53.720 --> 00:02:55.120]  星期日的早上
[00:02:55.120 --> 00:02:58.120]  他就復活了
[00:02:58.120 --> 00:02:59.560]  這個星期
[00:02:59.560 --> 00:03:01.840]  世界各地的教徒
[00:03:01.840 --> 00:03:05.080]  都是同心紀念主耶穌的時間
[00:03:05.080 --> 00:03:08.880]  當時主耶穌進入耶路撒冷
[00:03:08.880 --> 00:03:12.560]  他經過的地方叫做「橄欖山」
[00:03:12.560 --> 00:03:15.560]  我知道有些電影節目有機會到聖地旅遊
[00:03:15.560 --> 00:03:17.120]  以色列的地方
[00:03:17.120 --> 00:03:22.280]  你會知道現在橄欖山最多的是什麼?
[00:03:22.280 --> 00:03:26.000]  有些人說是橄欖
[00:03:26.000 --> 00:03:28.040]  橄欖山是一個很小的山
[00:03:28.040 --> 00:03:31.280]  是在耶路撒冷的東面
[00:03:31.280 --> 00:03:36.200]  現今的橄欖山是佈滿了墳地
[00:03:36.200 --> 00:03:38.640]  很多墳墓在那裡
[00:03:38.640 --> 00:03:40.160]  為什麼?
[00:03:40.160 --> 00:03:42.040]  因為現今的猶太人認為
[00:03:42.040 --> 00:03:43.240]  耶穌回來的時候
[00:03:43.240 --> 00:03:46.600]  會首先降臨橄欖山
[00:03:46.600 --> 00:03:49.120]  而在那個地方受埋葬的人
[00:03:49.120 --> 00:03:50.800]  會首先出現
[00:03:50.800 --> 00:03:51.960]  首先復活
[00:03:51.960 --> 00:03:54.320]  見到主耶穌
[00:03:54.320 --> 00:03:57.840]  那裡的地皮很貴
[00:03:57.840 --> 00:04:01.080]  很多人帶著一種這樣的想法
[00:04:01.080 --> 00:04:03.880]  去葬在橄欖山
[00:04:03.880 --> 00:04:07.760]  但當時主耶穌是經過橄欖山
[00:04:07.760 --> 00:04:08.840]  下山坡
[00:04:08.840 --> 00:04:11.280]  然後進入耶路撒冷的東門
[00:04:11.280 --> 00:04:12.640]  我們一起揭開聖經
[00:04:12.640 --> 00:04:14.840]  《路加福音》第十九章的經文
[00:04:14.840 --> 00:04:16.360]  一起來思想
[00:04:16.360 --> 00:04:22.720]  十九章的經文
[00:04:22.720 --> 00:04:25.080]  是講述主耶穌進入耶路撒冷的情景
[00:04:25.080 --> 00:04:26.320]  我們今天也會翻閱
[00:04:26.320 --> 00:04:29.120]  《約翰·馬太福音》相關的經文
[00:04:29.120 --> 00:04:33.480]  首先看十九章的三十七節
[00:04:33.480 --> 00:04:35.080]  「耶穌走近耶路撒冷
[00:04:35.080 --> 00:04:37.480]  快要下橄欖山的時候
[00:04:37.480 --> 00:04:41.520]  全體門徒因為所看見的一切神蹟
[00:04:41.520 --> 00:04:45.000]  就歡樂起來大聲讚美神說
[00:04:45.000 --> 00:04:50.280]  奉主明來的王是應當稱頌的」
[00:04:50.280 --> 00:04:52.520]  在當時很多的門徒
[00:04:52.520 --> 00:04:54.640]  聖經特別強調是門徒
[00:04:54.640 --> 00:04:56.960]  這些是信靠耶穌的人
[00:04:56.960 --> 00:05:00.640]  他們經歷過耶穌自己的恩惠
[00:05:00.640 --> 00:05:04.400]  有很多親眼見到耶穌所行的神蹟
[00:05:04.400 --> 00:05:05.440]  他們下山的時候
[00:05:05.440 --> 00:05:07.320]  就想回這一切的神蹟
[00:05:07.320 --> 00:05:09.720]  突然間他們心裡都很歡樂
[00:05:09.720 --> 00:05:11.320]  很開心
[00:05:11.320 --> 00:05:16.280]  忍不住就大聲讚美上帝
[00:05:16.280 --> 00:05:17.680]  各位靈姐妹
[00:05:17.680 --> 00:05:19.080]  很多人都告訴你
[00:05:19.080 --> 00:05:21.120]  不要只顧著向後看
[00:05:21.120 --> 00:05:22.880]  要向前看
[00:05:22.880 --> 00:05:26.440]  沒錯,其實生命應該帶著盼望向前看
[00:05:26.440 --> 00:05:29.600]  但有些時候是需要回望的
[00:05:29.600 --> 00:05:33.320]  是回望著在你生命當中曾經有的工作
[00:05:33.320 --> 00:05:34.960]  想回你怎樣得救
[00:05:34.960 --> 00:05:37.080]  想回你怎樣經歷神在困難當中
[00:05:37.080 --> 00:05:38.400]  給你的保守
[00:05:38.400 --> 00:05:39.600]  想回過去的病患
[00:05:39.600 --> 00:05:41.800]  今天怎樣得醫治
[00:05:41.800 --> 00:05:45.200]  去回想過去神給你的恩惠
[00:05:45.200 --> 00:05:46.600]  在那個時刻
[00:05:46.600 --> 00:05:49.880]  你就會心中歡樂
[00:05:49.880 --> 00:05:51.200]  有很多基督徒有個習慣
[00:05:51.200 --> 00:05:53.320]  喜歡寫一些屬靈的札記
[00:05:53.320 --> 00:05:56.000]  將自己一些特別的經歷寫下
[00:05:56.000 --> 00:05:59.160]  我有十幾本這些的札記
[00:05:59.160 --> 00:06:00.800]  有些時候在我生日的時候
[00:06:00.800 --> 00:06:02.960]  我會特別拿出來看
[00:06:02.960 --> 00:06:05.920]  「啊,是嗎?發生這樣的事嗎?」
[00:06:05.920 --> 00:06:07.920]  差不多自己都忘記了
[00:06:07.920 --> 00:06:08.760]  但回看的時候
