
[00:00:00.000 --> 00:00:02.000]  我們給了他一個題目
[00:00:02.000 --> 00:00:04.000]  將提摩泰後書稱為
[00:00:04.000 --> 00:00:08.000]  「給失控的世界的遺囑」
[00:00:08.000 --> 00:00:10.000]  為何這麼特別的字眼呢?
[00:00:10.000 --> 00:00:13.000]  因為這肯定這封信件
[00:00:13.000 --> 00:00:15.000]  是保羅寫給提摩泰
[00:00:15.000 --> 00:00:18.000]  可以稱為是他自己的遺囑
[00:00:18.000 --> 00:00:20.000]  按照我們的研究
[00:00:20.000 --> 00:00:25.000]  這封信大概應該是保羅臨死前
[00:00:25.000 --> 00:00:29.000]  寫的最後一個流傳後世的作品
[00:00:29.000 --> 00:00:33.000]  大概他寫了這封信後的幾個星期
[00:00:33.000 --> 00:00:35.000]  不超過一個月
[00:00:35.000 --> 00:00:37.000]  他就被斬頭了
[00:00:37.000 --> 00:00:40.000]  為何會有這樣的事情發生呢?
[00:00:40.000 --> 00:00:43.000]  歷史告訴我們很清楚
[00:00:43.000 --> 00:00:46.000]  大概是公元後64年的時間
[00:00:46.000 --> 00:00:48.000]  當時羅馬的皇帝
[00:00:48.000 --> 00:00:50.000]  是一個有點瘋狂的皇帝
[00:00:50.000 --> 00:00:51.000]  叫尼祿
[00:00:51.000 --> 00:00:52.000]  很出名的
[00:00:52.000 --> 00:00:54.000]  他最出名是因為他燒羅馬城
[00:00:54.000 --> 00:00:55.000]  有一天
[00:00:55.000 --> 00:00:57.000]  在宮殿看羅馬城
[00:00:57.000 --> 00:00:59.000]  他覺得不漂亮
[00:00:59.000 --> 00:01:02.000]  想建造所有的羅馬城
[00:01:02.000 --> 00:01:04.000]  所以他就叫人把火燒掉
[00:01:04.000 --> 00:01:06.000]  把舊城再建造
[00:01:06.000 --> 00:01:08.000]  誰知一燒的時候
[00:01:08.000 --> 00:01:09.000]  群情洶湧得了
[00:01:09.000 --> 00:01:11.000]  這是我們的家園
[00:01:11.000 --> 00:01:14.000]  於是整個羅馬沸騰
[00:01:14.000 --> 00:01:15.000]  皇帝就害怕了
[00:01:15.000 --> 00:01:16.000]  他瘋了
[00:01:16.000 --> 00:01:17.000]  怎麼辦?怎麼辦?
[00:01:17.000 --> 00:01:18.000]  有人教他
[00:01:18.000 --> 00:01:19.000]  教我給基督徒吧
[00:01:19.000 --> 00:01:21.000]  於是他就下令告訴人
[00:01:21.000 --> 00:01:22.000]  不是我燒的
[00:01:22.000 --> 00:01:23.000]  是基督教徒燒的
[00:01:23.000 --> 00:01:24.000]  於是由那天開始
[00:01:24.000 --> 00:01:27.000]  全國由平民百姓到政府
[00:01:27.000 --> 00:01:30.000]  瘋狂的迫白基督教
[00:01:30.000 --> 00:01:32.000]  所有說自己是基督徒的
[00:01:32.000 --> 00:01:35.000]  都要面臨這種酷刑的死
[00:01:35.000 --> 00:01:36.000]  或者釘十字架
[00:01:36.000 --> 00:01:37.000]  好像耶穌那樣
[00:01:37.000 --> 00:01:40.000]  又或者更多的釘不釘得切
[00:01:40.000 --> 00:01:42.000]  綁在木上點火
[00:01:42.000 --> 00:01:43.000]  澆點油燒掉
[00:01:43.000 --> 00:01:45.000]  又或者集體的推到鬥獸場
[00:01:45.000 --> 00:01:47.000]  放獅子出來搞死他們
[00:01:47.000 --> 00:01:49.000]  當時就是這樣的情況下
[00:01:49.000 --> 00:01:55.000]  保羅在西班牙做傳福音的工作
[00:01:55.000 --> 00:01:56.000]  聽到這個消息
[00:01:56.000 --> 00:01:58.000]  當然作為整個教會的領袖
[00:01:58.000 --> 00:02:01.000]  他不能夠置諸不理
[00:02:01.000 --> 00:02:03.000]  於是他就冒死趕回羅馬
[00:02:03.000 --> 00:02:06.000]  去鼓勵安慰教會的頂子妹
[00:02:06.000 --> 00:02:07.000]  誰知道回到羅馬
[00:02:07.000 --> 00:02:09.000]  當然是教會的領袖
[00:02:09.000 --> 00:02:10.000]  當然是抓你了
[00:02:10.000 --> 00:02:12.000]  於是就被人抓去坐牢
[00:02:12.000 --> 00:02:15.000]  這次的坐牢和保羅以往的
[00:02:15.000 --> 00:02:17.000]  幾次的坐牢是不同的
[00:02:17.000 --> 00:02:20.000]  以往就是猶太人反對他的信仰
[00:02:20.000 --> 00:02:23.000]  於是就要逼迫他
[00:02:23.000 --> 00:02:25.000]  但這些只不過是他們自己民事的訴訟
[00:02:25.000 --> 00:02:28.000]  甚至只不過是暫時的拘留
[00:02:28.000 --> 00:02:32.000]  但這次保羅都知道死定了
[00:02:32.000 --> 00:02:33.000]  看遲早
[00:02:33.000 --> 00:02:35.000]  保羅就在這樣的環境裏
[00:02:35.000 --> 00:02:37.000]  寫他最後一封信
