
[00:00:00.000 --> 00:00:07.000]  今天晚上,我們要看第七座山和第八座山。
[00:00:07.000 --> 00:00:12.000]  今晚我們要看第七座山和第八座山。
[00:00:12.000 --> 00:00:18.000]  第七座山是各個他山,第七座山是各個他山。
[00:00:18.000 --> 00:00:25.000]  在這個山上的經歷是最寶貴,在這個山上的經歷是最寶貴的。
[00:00:25.000 --> 00:00:29.000]  我們要看七個人在各個他山上的經歷。
[00:00:29.000 --> 00:00:34.000]  我們要看七個人在這個各個他山上的經歷。
[00:00:34.000 --> 00:00:40.000]  這個他山上所發生的事,改變了這七個人的生命。
[00:00:40.000 --> 00:00:44.000]  在各個他山上的經歷,改變了這七個人的生命。
[00:00:44.000 --> 00:00:54.000]  他們有很寶貴的經驗,他們有很寶貴的經驗,我們也可以得到他們的經驗。
[00:00:54.000 --> 00:00:57.000]  我們可以得到他們的經驗。
[00:00:57.000 --> 00:01:04.000]  第一個人,我們看馬可福音第十五章二十一節。
[00:01:04.000 --> 00:01:08.000]  我們看馬可福音第十五章二十一節。
[00:01:08.000 --> 00:01:11.000]  馬可福音十五章二十一節。
[00:01:11.000 --> 00:01:18.000]  「古利內人西門」,他有一個很特別的經歷。
[00:01:18.000 --> 00:01:25.000]  他有一個很特別的經歷,他去耶穌對著獅子架上了各個他山。
[00:01:25.000 --> 00:01:29.000]  他去看耶穌基督,背著十字架上了各個他山。
[00:01:29.000 --> 00:01:34.000]  他被獅子架的時候,一定覺得很難過。
[00:01:34.000 --> 00:01:36.000]  他背著十字架的時候,一定覺得很難過。
[00:01:36.000 --> 00:01:40.000]  同時心裡一定充滿了抱怨。
[00:01:40.000 --> 00:01:46.000]  同時心裡或者是充滿抱怨和不甘心,很不甘心。
[00:01:46.000 --> 00:01:51.000]  他是被羅馬的兵兵拉夫來做這些苦差事。
[00:01:51.000 --> 00:01:55.000]  他是被羅馬的兵兵拉夫來做這些苦差事。
[00:01:55.000 --> 00:01:58.000]  因為他原來不認識主耶穌。
[00:01:58.000 --> 00:02:01.000]  那麼他原來不認識主耶穌。
[00:02:01.000 --> 00:02:07.000]  他從鄉下進城,他從鄉下進城,想不到就碰上這件事。
[00:02:07.000 --> 00:02:10.000]  他想不到就碰上了一件這樣的事。
[00:02:10.000 --> 00:02:16.000]  他原來以為自己倒霉,原來以為自己是賭魔。
[00:02:16.000 --> 00:02:23.000]  不幸,是不幸的事,遇見了意外的不愉快的事。
[00:02:23.000 --> 00:02:26.000]  遇見了意外的不愉快的事,
[00:02:26.000 --> 00:02:33.000]  但是後來在各個他山上,後來在各個他的山上,
[00:02:33.000 --> 00:02:35.000]  他把十字架放下以後,
[00:02:35.000 --> 00:02:37.000]  他把十字架放下以後,
