
[00:00:00.000 --> 00:00:05.400]  從前我是習慣站在這邊講道
[00:00:05.400 --> 00:00:09.400]  以前是習慣站在左邊
[00:00:09.400 --> 00:00:12.000]  但是過去這一年多
[00:00:12.000 --> 00:00:14.400]  我習慣站在這邊講
[00:00:14.400 --> 00:00:17.000]  過去一年多來習慣站在右邊
[00:00:17.000 --> 00:00:20.000]  今天晚上站在這邊講
[00:00:20.000 --> 00:00:23.000]  現在是反過來
[00:00:23.000 --> 00:00:28.000]  我很感謝在回到我曾經生活
[00:00:28.000 --> 00:00:33.000]  過三十年的北宣大家庭裡來
[00:00:33.000 --> 00:00:38.000]  感謝神帶我回來曾經生活了三十年的北宣大家庭
[00:00:38.000 --> 00:00:42.000]  我心裡非常地感謝主非常地快樂
[00:00:42.000 --> 00:00:46.000]  心裡非常地感謝主非常地快樂
[00:00:46.000 --> 00:00:54.000]  我也要代表在美國一個小小的教會的弟兄姊妹來問候你們
[00:00:54.000 --> 00:00:59.000]  我也要代表在美國一個小小的教會的弟兄姊妹來問候你們
[00:00:59.000 --> 00:01:05.000]  去年我靠著主在那邊開始了一個小教會
[00:01:05.000 --> 00:01:09.000]  去年靠著主所開設的一間小教會
[00:01:09.000 --> 00:01:14.000]  我要代表那邊六七十位的弟兄姊妹向你們問候
[00:01:14.000 --> 00:01:18.000]  我要代表那邊六七十位的弟兄姊妹向你們問候
[00:01:18.000 --> 00:01:24.000]  我深信神的旨意是要建立教會
[00:01:24.000 --> 00:01:27.000]  我深信神的旨意是要建立教會
[00:01:27.000 --> 00:01:32.000]  回到了美國以後雖然年紀漸漸老大起來
[00:01:32.000 --> 00:01:35.000]  雖然到了美國我年紀已經漸漸大了
[00:01:35.000 --> 00:01:39.000]  但是還是覺得應該建立教會
[00:01:39.000 --> 00:01:43.000]  但是還是覺得應該建立教會
[00:01:43.000 --> 00:01:49.000]  我感謝主看見六七十位的弟兄姊妹很愛主很熱心
[00:01:49.000 --> 00:01:53.000]  感謝主那六七十位的弟兄姊妹很熱心很愛主
[00:01:53.000 --> 00:01:58.000]  他們也舉行了第一屆的拆船年會
[00:01:58.000 --> 00:02:01.000]  他們也舉行了第一屆的拆船年會
[00:02:01.000 --> 00:02:06.000]  我靠著主把拆船的負擔帶給他們
[00:02:06.000 --> 00:02:11.000]  我靠著主把拆船的負擔帶給他們
[00:02:11.000 --> 00:02:19.000]  這次我來到北宣也看見有新的措施
[00:02:19.000 --> 00:02:32.000]  這次我來到北宣也看見有新的措施
[00:02:32.000 --> 00:02:35.000]  我看見講台煥然一新
[00:02:35.000 --> 00:02:38.000]  我看見講台煥然一新
[00:02:38.000 --> 00:02:43.000]  我相信師班的聲音更容易傳到後面
[00:02:43.000 --> 00:02:47.000]  我相信師班的聲音更容易傳到後面
[00:02:47.000 --> 00:02:53.000]  這次回來正是壽難節和復活節的時候
[00:02:53.000 --> 00:02:56.000]  這次回來正是壽難節和復活節的時候
[00:02:56.000 --> 00:02:59.000]  所以有特別的感覺有意義
[00:02:59.000 --> 00:03:02.000]  所以有特別的感覺有意義
[00:03:02.000 --> 00:03:05.000]  在這樣一個特別的時間裏面
[00:03:05.000 --> 00:03:08.000]  在這樣一個特別的時間裏面
[00:03:08.000 --> 00:03:16.000]  我們心裏很自然的向主充滿了感謝
[00:03:16.000 --> 00:03:21.000]  所以今天晚上我要講的信息就是感恩
[00:03:21.000 --> 00:03:24.000]  所以今天晚上我要講的信息就是感恩
[00:03:24.000 --> 00:03:27.000]  感恩這兩個字好像很簡單
[00:03:27.000 --> 00:03:29.000]  感恩這兩個字好像很簡單
[00:03:29.000 --> 00:03:31.000]  但是事實上呢
[00:03:31.000 --> 00:03:40.000]  感恩與基督徒的靈性各方面都有密切的關係
[00:03:40.000 --> 00:03:45.000]  感恩與基督徒的靈性各方面都有密切的關係
[00:03:45.000 --> 00:03:49.000]  我要請大家回到哥羅西書
[00:03:49.000 --> 00:03:54.000]  我要請大家回到哥羅西書
[00:03:54.000 --> 00:03:59.000]  我們要從這本書裏面看感恩這個信息
[00:03:59.000 --> 00:04:02.000]  我們要從這本書裏面看感恩這個信息
[00:04:02.000 --> 00:04:13.000]  請回到第二章第七節
[00:04:13.000 --> 00:04:18.000]  在284年
[00:04:18.000 --> 00:04:23.000]  我們先做一個禱告
[00:04:23.000 --> 00:04:29.000]  恩典和真理的主
[00:04:29.000 --> 00:04:34.000]  當我們紀念你為我們死而復活的時候
[00:04:34.000 --> 00:04:36.000]  我們願意領受你的話語
[00:04:36.000 --> 00:04:39.000]  求你親自的教導我們
[00:04:39.000 --> 00:04:44.000]  讓我們心靈裏面有所領受
[00:04:44.000 --> 00:04:48.000]  我們把這個時間恭敬的交託給你
[00:04:48.000 --> 00:04:51.000]  求主在我們中間
[00:04:51.000 --> 00:04:53.000]  按照我們每一個人的需要
[00:04:53.000 --> 00:04:55.000]  恩待我們 供應我們
[00:04:55.000 --> 00:04:57.000]  奉主的名禱告
[00:04:57.000 --> 00:04:59.000]  阿們
[00:04:59.000 --> 00:05:06.000]  哥羅西書第二章第七節
[00:05:06.000 --> 00:05:11.000]  在他裏面生根建造 信心堅固
[00:05:11.000 --> 00:05:13.000]  正如你們所領受的教訓
[00:05:13.000 --> 00:05:17.000]  感謝的心也更增長了
[00:05:17.000 --> 00:05:24.000]  感謝的心也更增長了
[00:05:24.000 --> 00:05:28.000]  這裏不但講到感謝
[00:05:28.000 --> 00:05:35.000]  也講到感謝的心的增長
[00:05:35.000 --> 00:05:40.000]  我們在感恩上要進步
[00:05:40.000 --> 00:05:45.000]  我們要看看怎樣進步
[00:05:45.000 --> 00:05:51.000]  在哪些方面進步呢?
[00:05:51.000 --> 00:05:55.000]  在哥羅西書裏面提到
[00:05:55.000 --> 00:06:03.000]  七方面的感恩上的進步
[00:06:03.000 --> 00:06:08.000]  大家都還記得我是七點牧師嗎?
[00:06:08.000 --> 00:06:14.000]  大家還記得牧師有名稱是七點牧師
[00:06:14.000 --> 00:06:18.000]  原來是六點的
[00:06:18.000 --> 00:06:22.000]  但是我在今天早上又注意到是七點
[00:06:22.000 --> 00:06:25.000]  今天的早晨我又注意到是七點
[00:06:25.000 --> 00:06:27.000]  所以今天晚上還是七點
[00:06:27.000 --> 00:06:31.000]  所以今晚仍然是七點
[00:06:31.000 --> 00:06:34.000]  我實在是很歡喜七這個數字
[00:06:34.000 --> 00:06:39.000]  一個完全的數字
[00:06:39.000 --> 00:06:43.000]  神有完全的恩典
[00:06:43.000 --> 00:06:45.000]  完全的真理
[00:06:45.000 --> 00:06:51.000]  我們也用完全的心來領受
[00:06:51.000 --> 00:06:57.000]  在受難節與復活節期間
[00:06:57.000 --> 00:07:03.000]  我們的心像這裏的百合花開放一樣
[00:07:03.000 --> 00:07:10.000]  有的花朵已經完全開放
[00:07:10.000 --> 00:07:17.000]  有的花朵是未曾開放
[00:07:17.000 --> 00:07:21.000]  但是都會開放
[00:07:21.000 --> 00:07:25.000]  不過是遲一點
[00:07:25.000 --> 00:07:27.000]  在我們中間
[00:07:27.000 --> 00:07:34.000]  有人的心向主的愛已經開放
[00:07:34.000 --> 00:07:41.000]  也許有的人還沒有完全開放
[00:07:41.000 --> 00:07:48.000]  只要我們在主的愛的陽光之中
[00:07:48.000 --> 00:07:49.000]  陽光底下
