
[00:00:00.000 --> 00:00:05.000]  今天早上有不少的弟兄姊妹告訴我
[00:00:05.000 --> 00:00:07.000]  他們為我禱告
[00:00:07.000 --> 00:00:09.000]  我非常的感謝
[00:00:09.000 --> 00:00:14.000]  今天早上我感覺在主的恩中
[00:00:14.000 --> 00:00:16.000]  滿有喜樂平安
[00:00:16.000 --> 00:00:22.000]  我們一起在樹林的喜樂中
[00:00:22.000 --> 00:00:24.000]  在主的賒恩臺前
[00:00:24.000 --> 00:00:26.000]  在聖靈的光照之下
[00:00:26.000 --> 00:00:28.000]  領受主的話
[00:00:28.000 --> 00:00:32.000]  剛才我們唱的是奇妙的主
[00:00:32.000 --> 00:00:35.000]  不但是奇妙的主
[00:00:35.000 --> 00:00:38.000]  而且加上一個很寶貴的字
[00:00:38.000 --> 00:00:40.000]  我的奇妙的主
[00:00:40.000 --> 00:00:43.000]  我們每一個人都可以這樣說
[00:00:43.000 --> 00:00:45.000]  我的奇妙的主
[00:00:45.000 --> 00:00:49.000]  奇妙的主有奇妙的生命之道
[00:00:49.000 --> 00:00:54.000]  為我們每一個人的生命的長進而賜下來的
[00:00:54.000 --> 00:01:00.000]  我們今天早上再一次低頭禱告仰望主
[00:01:00.000 --> 00:01:03.000]  奇妙的恩主
[00:01:03.000 --> 00:01:09.000]  我們用歡喜快樂的心靈聚集在你的賒恩臺前
[00:01:09.000 --> 00:01:12.000]  求你按照你的豐富
[00:01:12.000 --> 00:01:16.000]  供應我們每一個人心靈的需要
[00:01:16.000 --> 00:01:19.000]  我們願意與你面對面
[00:01:19.000 --> 00:01:22.000]  主啊你除去我們裡面一切的攔阻
[00:01:22.000 --> 00:01:29.000]  讓我們謙卑的專心義毅的來領受你的生命之道
[00:01:29.000 --> 00:01:35.000]  懇求包揮使聖靈在我們每一個人心中工作
[00:01:35.000 --> 00:01:37.000]  讓我們獨有所得著
[00:01:37.000 --> 00:01:40.000]  使我們的靈命有長進
[00:01:40.000 --> 00:01:42.000]  更了解你的心意
[00:01:42.000 --> 00:01:47.000]  更能夠堅定的走在跟從你的道路上
[00:01:47.000 --> 00:01:49.000]  不偏離左右
[00:01:49.000 --> 00:01:52.000]  求主使這一次的推秀會
[00:01:52.000 --> 00:01:57.000]  成為許多弟兄姊妹們重新得力的時刻
[00:01:57.000 --> 00:02:03.000]  我們完全的無依無靠的將機會交託在你的恩手中
[00:02:03.000 --> 00:02:07.000]  我們這樣的求謝豐主耶穌基督的聖名
[00:02:07.000 --> 00:02:09.000]  阿們
[00:02:09.000 --> 00:02:12.000]  今天早上我們一同看
[00:02:12.000 --> 00:02:17.000]  聖經歷史裡面的第二個大的關鍵
[00:02:17.000 --> 00:02:21.000]  就是自由與奴役的關鍵
[00:02:21.000 --> 00:02:25.000]  神點選護照摩西
[00:02:25.000 --> 00:02:32.000]  要他帶領以色列人出埃及進入迦南美利
[00:02:32.000 --> 00:02:36.000]  摩西是不是肯接受神的護照
[00:02:36.000 --> 00:02:41.000]  這件事有重大的意義
[00:02:41.000 --> 00:02:44.000]  會決定以色列人的前途
[00:02:44.000 --> 00:02:47.000]  同時這件事
[00:02:47.000 --> 00:02:50.000]  也是每一個信徒的生命的經歷中
[00:02:50.000 --> 00:02:53.000]  一個重要的關鍵
[00:02:53.000 --> 00:02:57.000]  我們一同在聖靈的帶領之下
[00:02:57.000 --> 00:03:00.000]  思想和領受
[00:03:00.000 --> 00:03:02.000]  神護照摩西
[00:03:02.000 --> 00:03:06.000]  摩西接受了神的護照
[00:03:06.000 --> 00:03:08.000]  他付了代價
[00:03:08.000 --> 00:03:10.000]  很大的代價
[00:03:10.000 --> 00:03:14.000]  他放下了埃及王公的享受
[00:03:14.000 --> 00:03:19.000]  他放下了自己美好的前途
[00:03:19.000 --> 00:03:25.000]  毅然決然的走上侍奉神的道路
[00:03:25.000 --> 00:03:30.000]  在希伯來書第十一章二十四節到二十七節
[00:03:30.000 --> 00:03:32.000]  這樣的告訴我們
[00:03:32.000 --> 00:03:35.000]  摩西看為基督受的領入
[00:03:35.000 --> 00:03:39.000]  比埃及的財物更寶貴
[00:03:39.000 --> 00:03:43.000]  如果他要接受神的護照
[00:03:43.000 --> 00:03:49.000]  他必須放下自己心目中看為最寶貴的事物
[00:03:49.000 --> 00:03:52.000]  放下他自己的計畫
[00:03:52.000 --> 00:03:58.000]  單單讓神掌握帶領決定他的前途
[00:03:58.000 --> 00:04:01.000]  他是巴勞女兒之子
[00:04:01.000 --> 00:04:05.000]  也有好幾位好的解經家告訴我們
[00:04:05.000 --> 00:04:11.000]  摩西很有可能承繼巴勞的王位
[00:04:11.000 --> 00:04:17.000]  這是何等特別的一個權利
[00:04:17.000 --> 00:04:21.000]  但是摩西為了接受神的護照
[00:04:21.000 --> 00:04:24.000]  他放棄了這一切
[00:04:24.000 --> 00:04:28.000]  在聖經裡面我們看見至少有六個人
[00:04:28.000 --> 00:04:32.000]  他們為了順服父神的旨意
[00:04:32.000 --> 00:04:34.000]  而有所捨棄
[00:04:34.000 --> 00:04:37.000]  他們的捨棄很難得的
[00:04:37.000 --> 00:04:40.000]  除了摩西以外我們想到尼西米
[00:04:40.000 --> 00:04:44.000]  他原來是波斯皇帝的酒鎮
[00:04:44.000 --> 00:04:47.000]  一個相當高的官職
[00:04:47.000 --> 00:04:51.000]  但是為了和以色列人一同回國
[00:04:51.000 --> 00:04:54.000]  重新建立他們的信仰的生活
[00:04:54.000 --> 00:04:56.000]  國家的生活
[00:04:56.000 --> 00:05:00.000]  他依然決然放下這個高的地位
[00:05:00.000 --> 00:05:03.000]  和以色列人一同回到本國去
[00:05:03.000 --> 00:05:06.000]  我們想到丹伊里
[00:05:06.000 --> 00:05:11.000]  他在波斯帝國做最高的官
[00:05:11.000 --> 00:05:16.000]  但是為了見證他冒生命的危險
[00:05:16.000 --> 00:05:20.000]  當然也冒犧牲一切的危險
[00:05:20.000 --> 00:05:22.000]  他順服神的旨意
[00:05:22.000 --> 00:05:24.000]  仍然每日三次
[00:05:24.000 --> 00:05:26.000]  向著耶路撒冷
[00:05:26.000 --> 00:05:30.000]  就是向著聖殿來禱告
[00:05:30.000 --> 00:05:33.000]  他將一切都置於度外
[00:05:33.000 --> 00:05:37.000]  為要做一個美好的見證
[00:05:37.000 --> 00:05:40.000]  我們想到大衛
[00:05:40.000 --> 00:05:45.000]  大衛曾經有兩次的機會可以殺騷羅
[00:05:45.000 --> 00:05:47.000]  如果他殺了騷羅
[00:05:47.000 --> 00:05:50.000]  他可以很順利的登上寶座
[00:05:50.000 --> 00:05:53.000]  但是為了要榮耀神
