
[00:00:00.000 --> 00:00:02.000]  頂住會平安
[00:00:02.000 --> 00:00:04.400]  剛才我們讀了一段很美麗的
[00:00:04.400 --> 00:00:07.080]  屬靈的描述
[00:00:07.080 --> 00:00:08.680]  今天我們的主角
[00:00:08.680 --> 00:00:10.280]  就是約西亞
[00:00:10.280 --> 00:00:11.200]  做西亞
[00:00:11.200 --> 00:00:12.880]  約西亞王
[00:00:12.880 --> 00:00:14.240]  在他的領導下
[00:00:14.240 --> 00:00:15.640]  以色列的民族
[00:00:15.640 --> 00:00:18.240]  尤其是當時叫猶大國
[00:00:18.240 --> 00:00:20.600]  有一個很大的復興
[00:00:20.600 --> 00:00:21.840]  如果剛才你讀的時候
[00:00:21.840 --> 00:00:23.120]  你會留意到
[00:00:23.120 --> 00:00:24.720]  很美麗
[00:00:24.720 --> 00:00:29.280]  是王自己親自來主持
[00:00:29.280 --> 00:00:34.120]  親自來將在聖殿裡找出來的約書
[00:00:34.120 --> 00:00:35.840]  就是神自己的說話
[00:00:35.840 --> 00:00:38.200]  來中讀給眾民聽
[00:00:38.200 --> 00:00:39.960]  對他們有要求
[00:00:39.960 --> 00:00:41.440]  對他們有挑戰
[00:00:41.440 --> 00:00:42.560]  有鼓勵
[00:00:42.560 --> 00:00:47.640]  然後大家的心就回到神的標準下
[00:00:47.640 --> 00:00:49.640]  然後就和神立約
[00:00:49.640 --> 00:00:53.400]  然後他們定義要跟隨神
[00:00:53.400 --> 00:00:54.680]  聖經說
[00:00:54.680 --> 00:00:57.720]  在約西亞王在位的時候
[00:00:57.720 --> 00:00:59.040]  當他做王的時候
[00:00:59.040 --> 00:01:00.440]  以色列的民眾
[00:01:00.440 --> 00:01:02.360]  大家都歸回神
[00:01:02.360 --> 00:01:03.880]  整個心
[00:01:03.880 --> 00:01:05.880]  全國的信仰
[00:01:05.880 --> 00:01:08.480]  都是重建起來
[00:01:08.480 --> 00:01:10.920]  今天我們一起研究一下
[00:01:10.920 --> 00:01:12.880]  約西亞王
[00:01:12.880 --> 00:01:14.480]  可能對於很多影子們來說
[00:01:14.480 --> 00:01:17.200]  約西亞王都不是很熟悉的一個
[00:01:17.200 --> 00:01:17.680]  皇帝
[00:01:17.680 --> 00:01:18.320]  不要緊
[00:01:18.320 --> 00:01:21.320]  這個皇帝都很值得我們去研究
[00:01:21.320 --> 00:01:25.080]  我們今天特別想集中在歷代之下
[00:01:25.080 --> 00:01:26.200]  34章
[00:01:26.200 --> 00:01:27.840]  如果你有聖經的話
[00:01:27.840 --> 00:01:31.280]  我都很鼓勵你打開歷代之下的
[00:01:31.280 --> 00:01:33.080]  第34章
[00:01:33.080 --> 00:01:34.200]  當中的經文
[00:01:34.200 --> 00:01:35.400]  待會我講到的時候
[00:01:35.400 --> 00:01:37.040]  可能會再引用
[00:01:37.040 --> 00:01:38.720]  你看到就好多了
[00:01:38.720 --> 00:01:40.480]  還有一個講到的大綱
[00:01:40.480 --> 00:01:42.960]  幫助我們對這個我們不太熟悉的皇帝
[00:01:42.960 --> 00:01:44.480]  歷史的背景
[00:01:44.480 --> 00:01:45.320]  一些說話
[00:01:45.320 --> 00:01:46.720]  有多一點認識
[00:01:46.720 --> 00:01:47.080]  好
[00:01:47.080 --> 00:01:50.320]  我們試一下一起看看
[00:01:50.320 --> 00:01:52.520]  約西亞王
[00:01:52.520 --> 00:01:55.320]  約西亞王是哪位呢?
[00:01:55.320 --> 00:01:56.600]  我們可以說
[00:01:56.600 --> 00:02:01.040]  歷代之下或者列王紀上下
[00:02:01.040 --> 00:02:02.440]  都很特別的
[00:02:02.440 --> 00:02:05.560]  他記載到以色列不同的皇帝的時候
[00:02:05.560 --> 00:02:09.200]  他們講完皇帝之後
[00:02:09.200 --> 00:02:12.520]  都加一句總結的屬靈評語
[00:02:12.520 --> 00:02:16.200]  either 要麼就說這個王
[00:02:16.200 --> 00:02:19.240]  一生都是行耶和華
[00:02:19.240 --> 00:02:21.720]  眼中看為正的事
[00:02:21.720 --> 00:02:23.080]  又或者他們
[00:02:23.080 --> 00:02:24.760]  另外一個就說這個人
[00:02:24.760 --> 00:02:25.840]  行耶和華
[00:02:25.840 --> 00:02:28.280]  眼中看為惡的事
[00:02:28.280 --> 00:02:29.360]  也挺有名的
[00:02:29.360 --> 00:02:32.120]  一輩子最後總結你一句
[00:02:32.120 --> 00:02:33.000]  在那裡祈禱
[00:02:33.000 --> 00:02:34.240]  在那裡提醒自己
[00:02:34.240 --> 00:02:36.000]  將來見到神的時候
[00:02:36.000 --> 00:02:37.280]  一輩子就過了
[00:02:37.280 --> 00:02:39.720]  耶和華眼中看為
[00:02:39.720 --> 00:02:41.840]  你自己想想
[00:02:41.840 --> 00:02:44.680]  不過約西亞王就很特別
[00:02:44.680 --> 00:02:45.920]  約西亞王
[00:02:45.920 --> 00:02:51.520]  他是行耶和華眼中看為正的事
[00:02:51.520 --> 00:02:56.600]  這就是第34章第一節的總結
[00:02:56.600 --> 00:02:58.760]  當然這麼說是很有意思的
[00:02:58.760 --> 00:03:00.240]  更加有意思的是
[00:03:00.240 --> 00:03:03.000]  約西亞王我們從歷史回頭看
[00:03:03.000 --> 00:03:04.360]  是最後一個
[00:03:04.360 --> 00:03:07.640]  真的行耶和華眼中看為正的事
[00:03:07.640 --> 00:03:08.920]  因為猶大國
[00:03:08.920 --> 00:03:12.400]  在他之後大概二十多年就亡國了
[00:03:12.400 --> 00:03:13.480]  之後就
[00:03:13.480 --> 00:03:15.440]  北國以色列亡了
[00:03:15.440 --> 00:03:19.400]  早已經亡在亞述人的手中
[00:03:19.400 --> 00:03:23.960]  南國的猶大亡在巴比倫的帝國之下
[00:03:23.960 --> 00:03:27.400]  以色列國從此之後就亡國了
[00:03:27.400 --> 00:03:32.720]  所以我們可以說約西亞是最後一個好的王
[00:03:32.720 --> 00:03:35.360]  最後一個信仰虔誠的王
[00:03:35.360 --> 00:03:37.840]  為什麼今天我們要特別研究他呢?
[00:03:37.840 --> 00:03:42.880]  因為他是一個很難得的信仰熱誠的成功者
[00:03:42.880 --> 00:03:46.120]  而且他的成功絕不容易
[00:03:46.120 --> 00:03:48.240]  因為他是一個獨行者
[00:03:48.240 --> 00:03:51.480]  就是說如果我們看他所處的環境
[00:03:51.480 --> 00:03:53.920]  他周圍所發生的事情
[00:03:53.920 --> 00:03:58.160]  他沒理由可以仍然信仰如此堅定
[00:03:58.160 --> 00:04:00.920]  並且扭轉整個大時代
[00:04:00.920 --> 00:04:03.560]  將他的國民帶回神那裡
[00:04:03.560 --> 00:04:04.880]  就像我們剛才所讀的那段聖經
[00:04:04.880 --> 00:04:07.920]  如此美麗的敬拜和歸回
[00:04:07.920 --> 00:04:10.240]  為什麼呢?
[00:04:10.240 --> 00:04:16.480]  因為猶大國在約西亞做皇帝之前的四十多年
[00:04:16.480 --> 00:04:19.080]  信仰一塌糊塗
[00:04:19.080 --> 00:04:20.760]  亂到不堪
[00:04:20.760 --> 00:04:25.760]  他之前唯一一個較為好的
[00:04:25.760 --> 00:04:29.800]  我們好像曾經說過他的一個皇帝
[00:04:29.800 --> 00:04:33.880]  信仰虔誠的王就叫做希西加
[00:04:33.880 --> 00:04:36.320]  希西加比較出名
[00:04:36.320 --> 00:04:40.920]  希西加王也是一個信仰不錯的好的皇帝
[00:04:40.920 --> 00:04:42.920]  但是希西加之後
[00:04:42.920 --> 00:04:47.600]  整個猶大國的信仰一落千丈
[00:04:47.600 --> 00:04:48.880]  亂到不堪
[00:04:48.880 --> 00:04:53.560]  希西加之後他的兒子就叫做馬拿西
[00:04:53.560 --> 00:04:55.960]  馬拿西就非常差勁
[00:04:55.960 --> 00:05:01.040]  他的信仰不僅不會再去敬拜神
[00:05:01.040 --> 00:05:04.320]  他將外邦和異邦的神引用進來
[00:05:04.320 --> 00:05:07.600]  並且他整個生活是糜爛到一個地步
[00:05:07.600 --> 00:05:09.800]  甚至在聖殿裡面
[00:05:09.800 --> 00:05:15.280]  引進了外邦的湯BB的獻祭
[00:05:15.280 --> 00:05:18.920]  以至血是灑進了聖殿裡面
[00:05:18.920 --> 00:05:20.120]  你想想
[00:05:20.120 --> 00:05:21.680]  是不能想象的
[00:05:21.680 --> 00:05:23.160]  是一股牽掛的氣
[00:05:23.160 --> 00:05:25.880]  馬拿西做了很長的皇帝
[00:05:25.880 --> 00:05:28.280]  他可以說是猶大國最長的皇帝
[00:05:28.280 --> 00:05:29.440]  五十五年
[00:05:29.440 --> 00:05:31.960]  然後他傳給他的兒子
[00:05:31.960 --> 00:05:33.840]  就叫做阿滿
[00:05:33.840 --> 00:05:36.640]  阿滿這個字
[00:05:36.640 --> 00:05:39.320]  如果你看原文的意思
[00:05:39.320 --> 00:05:43.080]  其實是來自埃及其中一個神的名字
[00:05:43.080 --> 00:05:44.120]  就糟糕到這樣
[00:05:44.120 --> 00:05:44.760]  你明白嗎?
[00:05:44.760 --> 00:05:46.040]  他爸爸改了兒子的名字
[00:05:46.040 --> 00:05:47.240]  改了埃及的名字
[00:05:47.240 --> 00:05:48.480]  改了埃及神的名字
[00:05:48.480 --> 00:05:49.280]  叫做阿滿
[00:05:49.280 --> 00:05:51.480]  阿滿也是亂七八糟
[00:05:51.480 --> 00:05:54.080]  糟糕到兩年被人暗殺了
[00:05:54.080 --> 00:05:57.200]  聖經說他在皇宮裡面被人殺
[00:05:57.200 --> 00:05:59.880]  我相信他的兒子就是約西亞
[00:05:59.880 --> 00:06:01.400]  在親眼看到這件事
[00:06:01.400 --> 00:06:02.800]  這些宮廷的政變
[00:06:02.800 --> 00:06:04.640]  我相信也不是罕有
[00:06:04.640 --> 00:06:05.600]  我們看片集也有
[00:06:05.600 --> 00:06:06.840]  中國有很多
[00:06:06.840 --> 00:06:08.600]  韓國片集也有
[00:06:08.600 --> 00:06:09.880]  總而言之
[00:06:09.880 --> 00:06:12.520]  在這樣的過程之下
[00:06:12.520 --> 00:06:15.440]  整個國家有四十多年的信仰
[00:06:15.440 --> 00:06:17.240]  一直墮落
[00:06:17.240 --> 00:06:19.800]  直到約西亞出來
[00:06:19.800 --> 00:06:24.120]  聖經這裡三十四章一口氣就說了他
[00:06:24.120 --> 00:06:25.280]  很快的
[00:06:25.280 --> 00:06:27.240]  生平裡面的
[00:06:27.240 --> 00:06:30.800]  屬靈上所發生的事情
[00:06:30.800 --> 00:06:32.560]  聖經說
[00:06:32.560 --> 00:06:34.720]  約西亞王登基的時候
[00:06:34.720 --> 00:06:36.360]  就是當他做皇帝的時候
[00:06:36.360 --> 00:06:37.320]  八歲
[00:06:37.320 --> 00:06:38.640]  小孩而已
[00:06:38.640 --> 00:06:39.640]  八歲
[00:06:39.640 --> 00:06:40.280]  為什麼?
[00:06:40.280 --> 00:06:41.640]  因為他父親被人殺了
[00:06:41.640 --> 00:06:43.720]  把他捧上來當皇帝
[00:06:43.720 --> 00:06:46.160]  誰知道捧他上來當皇帝又被其他人殺了
[00:06:46.160 --> 00:06:48.080]  終於搞完大亂之後
[00:06:48.080 --> 00:06:49.600]  緊緊當回皇帝
[00:06:49.600 --> 00:06:50.480]  大家也知道
[00:06:50.480 --> 00:06:51.760]  你想也想到
[00:06:51.760 --> 00:06:53.760]  被你當皇帝八歲小孩
[00:06:53.760 --> 00:06:55.400]  當然被人推來推去
[00:06:55.400 --> 00:06:57.080]  推來推去
[00:06:57.080 --> 00:07:00.000]  根本就是當一個木偶
[00:07:00.000 --> 00:07:03.520]  多少多朝元老在垂簾聽政
[00:07:03.520 --> 00:07:04.560]  那些不需要說了
[00:07:04.560 --> 00:07:08.160]  所以小孩當皇帝真的很不容易
[00:07:08.160 --> 00:07:10.080]  一旦當皇帝已經很不容易了
[00:07:10.080 --> 00:07:11.800]  不過聖經告訴我們
[00:07:11.800 --> 00:07:13.880]  他十六歲的時候
[00:07:13.880 --> 00:07:16.040]  就是八年之後
[00:07:16.040 --> 00:07:18.960]  他就定義尋求神
[00:07:18.960 --> 00:07:20.680]  定義尋求耶路撒冷
[00:07:20.680 --> 00:07:23.280]  接著到他二十歲的時候
[00:07:23.280 --> 00:07:26.760]  就是他正式可以掌權的時候
[00:07:26.760 --> 00:07:29.960]  十六歲就是一個
[00:07:29.960 --> 00:07:31.120]  我們中國人也是
[00:07:31.120 --> 00:07:32.280]  猶太人也是
[00:07:32.280 --> 00:07:35.520]  十六歲就是很多事情上可以作主
[00:07:35.520 --> 00:07:36.600]  到十六歲
[00:07:36.600 --> 00:07:40.600]  到二十歲他真的可以站穩他的皇位的時候
[00:07:40.600 --> 00:07:43.280]  他立即去清潔
[00:07:43.280 --> 00:07:46.040]  屬靈上潔淨整個的
[00:07:46.040 --> 00:07:47.760]  由耶路撒冷
[00:07:47.760 --> 00:07:49.840]  推到整個猶大國
[00:07:49.840 --> 00:07:51.240]  甚至北上
[00:07:51.240 --> 00:07:54.840]  去到所謂馬來西亞法蓮的區域
[00:07:54.840 --> 00:07:56.400]  這個不容易的
[00:07:56.400 --> 00:08:00.120]  因為你知道那裡是以前北國以色列的地區
[00:08:00.120 --> 00:08:03.400]  那裡已經被亞述滅了
[00:08:03.400 --> 00:08:06.200]  所以亞述當然不高興
[00:08:06.200 --> 00:08:09.680]  你在我滅了的國土裡面搞宗教改革
