
[00:00:00.000 --> 00:00:02.000]  神學裏面有一個理論
[00:00:02.000 --> 00:00:03.400]  一次得救永遠得救
[00:00:03.400 --> 00:00:06.160]  既然神的揀選為何人經不起考驗
[00:00:06.160 --> 00:00:07.800]  會遠離神而不相信神
[00:00:07.800 --> 00:00:09.160]  曾經熱心愛主的人
[00:00:09.160 --> 00:00:11.040]  剛才你曾經說過神多次感動
[00:00:11.040 --> 00:00:13.200]  但有些人自己選擇放棄信仰
[00:00:13.200 --> 00:00:15.320]  那與神學理論有沒有什麼衝突呢
[00:00:15.320 --> 00:00:16.760]  這是一個神學的問題
[00:00:16.760 --> 00:00:18.560]  一次得救又有永遠得救的問題
[00:00:18.560 --> 00:00:20.840]  這個今晚我不和大家慢慢說了
[00:00:20.840 --> 00:00:24.040]  我自己是相信這個教義
[00:00:24.040 --> 00:00:26.080]  我也很有理由相信的
[00:00:26.080 --> 00:00:28.600]  但我經過短時間的設計
[00:00:28.600 --> 00:00:29.320]  我不相信的
[00:00:29.320 --> 00:00:32.400]  一次得救不是永遠得救嗎
[00:00:32.400 --> 00:00:33.640]  不相信也不是等於異端
[00:00:33.640 --> 00:00:34.480]  清楚了嗎
[00:00:34.480 --> 00:00:36.080]  馬丁路德就不相信了
[00:00:36.080 --> 00:00:39.600]  不要罵那些不相信一次得救
[00:00:39.600 --> 00:00:41.320]  路德宗多數不相信
[00:00:41.320 --> 00:00:42.720]  嘉義文宗才相信
[00:00:42.720 --> 00:00:44.560]  不過我相信有原因的
[00:00:44.560 --> 00:00:46.280]  不過我自己也覺得
[00:00:46.280 --> 00:00:49.160]  就是說一次得救永遠得救
[00:00:49.160 --> 00:00:51.040]  不等於在生的時候
[00:00:51.040 --> 00:00:55.480]  沒有和神發生過很嚴重的挫敗
[00:00:55.480 --> 00:00:57.480]  或者分離的關係
[00:00:57.480 --> 00:00:59.720]  有些人說分別就是
[00:00:59.720 --> 00:01:01.720]  如果你是他的兒子
[00:01:01.720 --> 00:01:02.800]  你有血統的話
[00:01:02.800 --> 00:01:04.000]  你永遠都是他的兒子
[00:01:04.000 --> 00:01:05.320]  不過你可以離家出走
[00:01:05.320 --> 00:01:07.320]  一輩子都不和他再打電話
[00:01:07.320 --> 00:01:08.120]  明白嗎
[00:01:08.120 --> 00:01:09.440]  但你始終是他的兒子
[00:01:09.440 --> 00:01:11.800]  那你說將來上不上天堂
[00:01:11.800 --> 00:01:15.080]  這個又是說另一個情況
[00:01:15.080 --> 00:01:16.640]  我相信是會成份上的
[00:01:16.640 --> 00:01:18.840]  只要他真正的重生過的話
[00:01:18.840 --> 00:01:19.800]  他一定是上天堂
[00:01:19.800 --> 00:01:22.000]  因為主說我的羊
[00:01:22.000 --> 00:01:23.200]  我知道誰是我的羊
[00:01:23.200 --> 00:01:25.520]  沒有人能夠將他從他的手裡奪去
[00:01:25.520 --> 00:01:26.920]  包括撒旦也奪不去
[00:01:26.920 --> 00:01:28.520]  每個人自己都沒辦法奪去
[00:01:28.520 --> 00:01:30.400]  他的聖靈在他的生命裡
[00:01:30.400 --> 00:01:31.800]  有印記作人之
[00:01:31.800 --> 00:01:32.600]  作則嘛
[00:01:32.600 --> 00:01:33.200]  作之
[00:01:33.200 --> 00:01:35.360]  其實就是薄荷本易的時候
[00:01:35.360 --> 00:01:36.560]  是一個抵押
[00:01:36.560 --> 00:01:38.600]  將聖靈押在我們的生命裡
[00:01:38.600 --> 00:01:40.040]  他自己的生命押在我們生命裡
[00:01:40.040 --> 00:01:40.800]  作抵押
[00:01:40.800 --> 00:01:43.000]  沒理由這個可以脫離的
[00:01:43.000 --> 00:01:44.360]  不過你說
[00:01:44.360 --> 00:01:45.520]  那就爽了
[00:01:45.520 --> 00:01:46.560]  就馬上相信耶穌
[00:01:46.560 --> 00:01:48.080]  拿到天堂的密碼
[00:01:48.080 --> 00:01:49.880]  就可以玩到盡才上去
[00:01:49.880 --> 00:01:51.400]  這個其實是不明白
[00:01:51.400 --> 00:01:53.360]  原來信仰根本就不是當今
[00:01:53.360 --> 00:01:56.000]  就是將來的事情
[00:01:56.000 --> 00:01:57.560]  一個真正信仰的福分
[00:01:57.560 --> 00:01:59.360]  就像昨天和今天說的
[00:01:59.360 --> 00:02:00.800]  這麼多美麗的事情
[00:02:00.800 --> 00:02:02.600]  是今生可以經歷的
[00:02:02.600 --> 00:02:03.720]  所以信仰今生
[00:02:03.720 --> 00:02:05.240]  其實你今生去玩
[00:02:05.240 --> 00:02:06.800]  但在最終去玩的時候
[00:02:06.800 --> 00:02:08.360]  這個不是你的幸福
[00:02:08.360 --> 00:02:10.480]  是你的悲劇
[00:02:10.480 --> 00:02:12.080]  所以不要以為我相信了
[00:02:12.080 --> 00:02:12.920]  就馬上上天堂
[00:02:12.920 --> 00:02:14.080]  然後我再去玩的時候
[00:02:14.080 --> 00:02:15.400]  始終都上到去
[00:02:15.400 --> 00:02:17.400]  這個並不是一個聰明的選擇
[00:02:17.400 --> 00:02:18.760]  是一個很愚蠢的選擇
[00:02:18.760 --> 00:02:20.440]  那麼
[00:02:20.440 --> 00:02:22.160]  有沒有這樣的例子
[00:02:22.160 --> 00:02:25.200]  聖經裡面有些例子挺有趣的
[00:02:25.200 --> 00:02:29.120]  如果你看回希伯來書
[00:02:29.120 --> 00:02:31.080]  有幾個人沒有理由
[00:02:31.080 --> 00:02:32.280]  神稱他為二人的
[00:02:32.280 --> 00:02:33.560]  第一是羅德
[00:02:33.560 --> 00:02:35.520]  他是個正壞人
[00:02:35.520 --> 00:02:38.440]  但是希伯來書說二人羅德
[00:02:38.440 --> 00:02:39.520]  還有一個更壞的
[00:02:39.520 --> 00:02:42.000]  你知道是誰嗎?
[00:02:42.000 --> 00:02:44.120]  參宣
[00:02:44.120 --> 00:02:45.720]  你看希伯來書說
[00:02:45.720 --> 00:02:47.360]  這一堆裡面都數了
[00:02:47.360 --> 00:02:49.800]  二人裡面都數了參宣
[00:02:49.800 --> 00:02:52.000]  參宣就壞了吧
[00:02:52.000 --> 00:02:54.400]  但是參宣始終
[00:02:54.400 --> 00:02:55.800]  他有神的生命的話
[00:02:55.800 --> 00:02:57.600]  這個神就是神自己
[00:02:57.600 --> 00:02:58.480]  仍然遇難的人
[00:02:58.480 --> 00:03:01.240]  不過不等於是神喜歡他
[00:03:01.240 --> 00:03:03.240]  不等於他所做的錯事
[00:03:03.240 --> 00:03:04.360]  實在是算數

