
[00:00:00.000 --> 00:00:01.400]  讓我們一起低頭
[00:00:01.400 --> 00:00:02.680]  安靜在神面前
[00:00:02.680 --> 00:00:03.880]  我們一起祈禱
[00:00:03.880 --> 00:00:06.280]  我們主耶穌基督我們感謝你
[00:00:06.280 --> 00:00:08.760]  讓我們今晚在風雨當中
[00:00:08.760 --> 00:00:11.520]  在香港這個風風雨雨的城市裏
[00:00:11.520 --> 00:00:14.160]  我們可以打開你自己的說話
[00:00:14.160 --> 00:00:16.760]  聆聽你自己對我們所說的
[00:00:16.760 --> 00:00:18.680]  主啊我們感謝你
[00:00:18.680 --> 00:00:21.000]  在二千年前你感動保羅
[00:00:21.000 --> 00:00:23.320]  在坐牢的時候寫了這些說話
[00:00:23.320 --> 00:00:25.600]  我們知道你感動保羅的靈
[00:00:25.600 --> 00:00:27.520]  今晚同樣是感動我們
[00:00:27.960 --> 00:00:30.360]  主啊我們今天坐在這裏的弟兄姊妹
[00:00:30.360 --> 00:00:31.840]  我們自己面對的
[00:00:31.840 --> 00:00:33.840]  我們家庭所面對的你知道
[00:00:33.840 --> 00:00:37.360]  主啊或許在我們心中有很多困難
[00:00:37.360 --> 00:00:39.360]  有很多很重的地方
[00:00:39.360 --> 00:00:40.880]  主啊如果是這樣
[00:00:40.880 --> 00:00:44.240]  主啊我們求你今晚用你自己的說話
[00:00:44.240 --> 00:00:46.040]  用你當日感動保羅的靈
[00:00:46.040 --> 00:00:47.440]  今天感動我們的心
[00:00:47.440 --> 00:00:50.360]  讓我們能夠在保羅的作品裏
[00:00:50.360 --> 00:00:52.120]  在你自己的恩典當中
[00:00:52.120 --> 00:00:53.240]  我們仍然看見
[00:00:53.240 --> 00:00:56.200]  在苦難當中困境當中仍然有彩虹
[00:00:56.200 --> 00:00:59.520]  就像在布萊克黑無天日的監倉裏
[00:00:59.520 --> 00:01:01.080]  仍然可以說出喜樂
[00:01:01.080 --> 00:01:02.840]  喜樂歡歡喜喜
[00:01:02.840 --> 00:01:05.240]  又要一同喜樂這些說話
[00:01:05.240 --> 00:01:06.840]  主啊我們不明白
[00:01:06.840 --> 00:01:08.800]  我們真的有時感受不到
[00:01:08.800 --> 00:01:11.160]  那種生命力如何爆發出來
[00:01:11.160 --> 00:01:13.080]  主啊我們知道唯有你教我們
[00:01:13.080 --> 00:01:15.960]  唯有你的力量你的恩典賜給我們
[00:01:15.960 --> 00:01:17.440]  我們才能夠有
[00:01:17.440 --> 00:01:18.680]  主啊我們仰望你
[00:01:18.680 --> 00:01:20.360]  謙卑在你面前等候你
[00:01:20.360 --> 00:01:22.800]  求你恩代我們每一個弟兄姊妹
[00:01:22.800 --> 00:01:24.320]  聽我們的祈禱
[00:01:24.320 --> 00:01:25.640]  奉耶穌基督的名求
[00:01:25.640 --> 00:01:26.640]  Amen
[00:01:26.640 --> 00:01:30.640]  或者我首先用
[00:01:30.640 --> 00:01:33.600]  我們有一張海報
[00:01:33.600 --> 00:01:35.000]  所說的幾句說話
[00:01:35.000 --> 00:01:36.360]  我自己所寫的說話
[00:01:36.360 --> 00:01:38.000]  作為一個開始
[00:01:38.000 --> 00:01:41.280]  有人說在保羅的書信當中
[00:01:41.280 --> 00:01:44.240]  有兩卷的書信是最具有
[00:01:44.240 --> 00:01:46.360]  深情剖白的作品
[00:01:46.360 --> 00:01:49.120]  如果哥林多後書
[00:01:49.120 --> 00:01:50.640]  是保羅的哭泣
[00:01:50.640 --> 00:01:53.120]  菲勒比書
[00:01:53.120 --> 00:01:54.720]  就是保羅的歡笑
[00:01:55.360 --> 00:01:56.640]  但問題是
[00:01:56.640 --> 00:02:00.480]  一個本來處於事業高峰
[00:02:00.480 --> 00:02:04.280]  但突然間慘遭冤獄的人
[00:02:04.280 --> 00:02:06.880]  而且都五十多可能六十歲
[00:02:06.880 --> 00:02:11.080]  一個這樣年紀的人在監倉裡
[00:02:11.080 --> 00:02:13.960]  為什麼可以寫出這麼喜樂
[00:02:13.960 --> 00:02:16.640]  充滿了歡樂的作品呢
[00:02:16.640 --> 00:02:19.640]  我講這句說話並不是隨便說
[00:02:19.640 --> 00:02:22.120]  在短短的四張菲勒比書裡
[00:02:22.120 --> 00:02:24.200]  如果我們用這個原文希臘文
[00:02:24.200 --> 00:02:25.640]  這個喜樂
[00:02:25.640 --> 00:02:27.640]  歡歡喜喜這個字眼
[00:02:27.640 --> 00:02:29.920]  這個Kara這個字
[00:02:29.920 --> 00:02:31.800]  又或者是Kyro
[00:02:31.800 --> 00:02:33.400]  這些字眼的時候
[00:02:33.400 --> 00:02:35.800]  他總共出現了十六次
[00:02:35.800 --> 00:02:38.280]  我們自然看到
[00:02:38.280 --> 00:02:39.840]  絕不簡單
[00:02:39.840 --> 00:02:41.640]  也絕不對稱
[00:02:41.640 --> 00:02:44.520]  我們遲些會思想
[00:02:44.520 --> 00:02:46.920]  一個在坐牢的老伯
[00:02:46.920 --> 00:02:51.760]  為什麼可以這麼開心
[00:02:51.760 --> 00:02:53.880]  是什麼原因
[00:02:54.280 --> 00:02:56.840]  令到他有這樣的生命力
[00:02:56.840 --> 00:02:59.400]  我相信這些發掘
[00:02:59.400 --> 00:03:01.560]  對於你和我今天坐在這裡的人
[00:03:01.560 --> 00:03:02.840]  一定有意思
[00:03:02.840 --> 00:03:05.920]  過去這幾年
[00:03:05.920 --> 00:03:09.560]  我們發覺香港人面孔越來越不快樂
[00:03:09.560 --> 00:03:10.920]  越來越冷漠
[00:03:10.920 --> 00:03:12.600]  越來越暴躁
[00:03:12.600 --> 00:03:15.600]  我自己回到香港
[00:03:15.600 --> 00:03:17.280]  都不是很長的時間
[00:03:17.280 --> 00:03:19.280]  在加拿大一段很長的時間
[00:03:19.280 --> 00:03:20.440]  回到香港特別
[00:03:20.440 --> 00:03:21.320]  我都是香港人
[00:03:21.320 --> 00:03:22.240]  特別感覺到
[00:03:22.240 --> 00:03:24.240]  和十幾年前很不同
[00:03:24.240 --> 00:03:27.720]  十幾年前香港不是最好時期
[00:03:27.720 --> 00:03:30.160]  但都不是這麼暴躁
[00:03:30.160 --> 00:03:32.640]  香港人很兇的
[00:03:32.640 --> 00:03:34.160]  抓人罵人
[00:03:34.160 --> 00:03:35.920]  我記得剛回到香港的時候
[00:03:35.920 --> 00:03:37.080]  出去買菜
[00:03:37.080 --> 00:03:40.880]  去沙田街市買菜
[00:03:40.880 --> 00:03:42.800]  那時候可能剛打完風
[00:03:42.800 --> 00:03:43.760]  比較貴
[00:03:43.760 --> 00:03:45.360]  我又不是很清楚價錢
[00:03:45.360 --> 00:03:47.240]  我問菜心多少錢
[00:03:47.240 --> 00:03:48.840]  他說十二元一斤
[00:03:48.840 --> 00:03:50.360]  其實很貴
[00:03:50.360 --> 00:03:51.560]  我又不知道
[00:03:51.560 --> 00:03:53.520]  覺得沒理由這麼貴
[00:03:53.520 --> 00:03:54.880]  十二元一斤
[00:03:54.880 --> 00:03:56.120]  那時候
[00:03:56.120 --> 00:03:57.120]  很有趣
[00:03:57.120 --> 00:03:59.640]  那些菜舖的大叔
[00:03:59.640 --> 00:04:00.640]  你說不定幾千斤
[00:04:00.640 --> 00:04:02.480]  他已經拿一個袋子給你拿下去
[00:04:02.480 --> 00:04:03.120]  你明白嗎
[00:04:03.120 --> 00:04:04.920]  要多少
[00:04:04.920 --> 00:04:07.440]  我說這麼貴
[00:04:07.440 --> 00:04:08.840]  不買了
[00:04:08.840 --> 00:04:09.360]  轉身就
[00:04:09.360 --> 00:04:09.920]  哇
[00:04:09.920 --> 00:04:11.200]  被他罵我罵到
[00:04:11.200 --> 00:04:13.360]  轉了角我還聽到他的聲音
[00:04:13.360 --> 00:04:15.560]  想想為什麼這麼兇
[00:04:15.560 --> 00:04:17.320]  其實香港人不是兇
[00:04:17.320 --> 00:04:18.360]  很多壓力
[00:04:18.360 --> 00:04:19.200]  你明白嗎
[00:04:19.200 --> 00:04:21.120]  很沉重
[00:04:21.120 --> 00:04:23.360]  心情很沉重
[00:04:23.360 --> 00:04:25.280]  面孔好不好看
[00:04:25.280 --> 00:04:26.840]  事實上是的
[00:04:26.840 --> 00:04:27.840]  我們所遭遇的事
[00:04:27.840 --> 00:04:29.680]  有時是很不容易
[00:04:29.680 --> 00:04:32.120]  保羅在這個困境當中
[00:04:32.120 --> 00:04:33.080]  為什麼這麼開心
[00:04:33.080 --> 00:04:35.160]  我相信有些頂姐妹坐在那裡的時候
[00:04:35.160 --> 00:04:36.760]  你心裡可能會說
[00:04:36.760 --> 00:04:37.720]  你不明白了
[00:04:37.720 --> 00:04:38.720]  是很慘的
[00:04:38.720 --> 00:04:40.720]  你明白我多慘嗎
[00:04:40.720 --> 00:04:42.200]  我困境你明白嗎
[00:04:42.200 --> 00:04:43.560]  對不起我真的不認識你
[00:04:43.560 --> 00:04:45.800]  所以我不知道
[00:04:45.800 --> 00:04:47.400]  我都經過困境
[00:04:47.400 --> 00:04:49.240]  可能你想想我困境很慘
[00:04:49.240 --> 00:04:50.440]  我快沒工作了
[00:04:50.440 --> 00:04:51.200]  你明白嗎
[00:04:51.200 --> 00:04:52.240]  你明明每天上班
[00:04:52.240 --> 00:04:55.400]  不知道什麼時候被人解僱的心情
[00:04:55.400 --> 00:04:57.680]  我隔壁那個又被解僱了
[00:04:57.680 --> 00:05:00.960]  聽聞那間公司已經慢慢不行了
[00:05:00.960 --> 00:05:02.840]  已經開始欠薪了
[00:05:02.840 --> 00:05:04.440]  看電視就知道
[00:05:04.440 --> 00:05:07.640]  那些新聞欠下欠下的時候
[00:05:07.640 --> 00:05:09.480]  老闆就走投了
[00:05:09.480 --> 00:05:11.000]  那時候我欠了一個月
[00:05:11.000 --> 00:05:14.400]  你知不知道快沒工作的困境是怎麼樣
[00:05:14.400 --> 00:05:17.520]  是我很共鳴這種困難
[00:05:17.520 --> 00:05:18.920]  頂姐妹聽我說的時候
[00:05:18.920 --> 00:05:20.160]  她說快沒工作了
[00:05:20.160 --> 00:05:21.760]  我現在已經沒了工作
[00:05:21.760 --> 00:05:22.960]  比她更慘
[00:05:22.960 --> 00:05:24.720]  我連工作都沒有了
[00:05:24.720 --> 00:05:26.120]  那怎麼辦呢
[00:05:26.120 --> 00:05:27.800]  有些人說我有工作
[00:05:27.800 --> 00:05:29.960]  但我生不如死就做到
[00:05:29.960 --> 00:05:31.480]  是不是
[00:05:31.480 --> 00:05:32.840]  我現在想死
[00:05:32.840 --> 00:05:35.080]  因為做到有工作
[00:05:35.080 --> 00:05:37.960]  但做到我一個人做三份人的事
[00:05:37.960 --> 00:05:39.720]  但不做就不行
[00:05:39.720 --> 00:05:41.320]  層樓就壓著
[00:05:41.320 --> 00:05:44.040]  我沒工作那天就要消炭那天
[00:05:44.040 --> 00:05:48.080]  這種感覺我都很體會得到
[00:05:48.080 --> 00:05:50.680]  我們香港人落在這樣的情況
[00:05:50.680 --> 00:05:52.320]  有些人說我不是工作的問題
[00:05:52.320 --> 00:05:53.120]  是家裡的問題
[00:05:53.120 --> 00:05:54.800]  你知不知道我家裡
[00:05:54.800 --> 00:05:56.720]  家吵屋閉
[00:05:56.720 --> 00:05:58.800]  每天回到家的時候
[00:05:58.800 --> 00:06:00.280]  就在熬這些日子
[00:06:00.280 --> 00:06:02.000]  不知道什麼時候才完結
