
[00:00:00.000 --> 00:00:05.880]  剛才說的時候已經將我們過去兩晚所說的傳道書一些很重要的訊息
[00:00:05.880 --> 00:00:08.720]  很精簡地總結了
[00:00:08.720 --> 00:00:13.280]  所以我覺得今天我們爭取時間
[00:00:13.280 --> 00:00:17.920]  將傳道書裏面還有一個很重要的課題訊息一定要說的
[00:00:17.920 --> 00:00:19.920]  跟大家一起分享
[00:00:19.920 --> 00:00:22.400]  大家手上可能沒有這個新譯本
[00:00:22.400 --> 00:00:22.960]  不要緊的
[00:00:22.960 --> 00:00:25.920]  如果你帶了自己的和合本聖經來
[00:00:25.920 --> 00:00:28.240]  我們一起可以打開和合本來看一下
[00:00:28.240 --> 00:00:29.840]  都是揭開傳道書
[00:00:29.840 --> 00:00:33.200]  因為我可能會再揭其他的經文
[00:00:33.200 --> 00:00:37.040]  我們從第一晚就已經說了傳道書是
[00:00:37.040 --> 00:00:41.600]  所羅門王他經驗過人生最豐富的東西
[00:00:41.600 --> 00:00:43.600]  擁有過權力
[00:00:43.600 --> 00:00:50.080]  享受過美食、佳牛、財富、美女
[00:00:50.080 --> 00:00:52.080]  又到了晚年的時候
[00:00:52.080 --> 00:00:53.440]  他寫的書
[00:00:53.440 --> 00:00:56.160]  在晚年裏面在傳道書當中
[00:00:56.160 --> 00:01:00.000]  不得不少散發出一種唏噓
[00:01:00.000 --> 00:01:02.000]  和很弔詭的智慧
[00:01:02.000 --> 00:01:05.520]  唏噓是他看盡人間最美麗
[00:01:05.520 --> 00:01:07.520]  大家都最嚮往的東西
[00:01:07.520 --> 00:01:09.520]  發覺原來當中只是有
[00:01:09.520 --> 00:01:12.320]  好像傳道書重覆的兩句說話
[00:01:12.320 --> 00:01:14.800]  虛空的虛空
[00:01:14.800 --> 00:01:17.280]  一切都是虛空的
[00:01:17.280 --> 00:01:21.600]  但是傳道書當然不是結論在虛空
[00:01:21.600 --> 00:01:24.720]  和消極放棄這個課題
[00:01:24.720 --> 00:01:26.720]  傳道書的奇妙之處就是
[00:01:26.720 --> 00:01:28.720]  看盡人間的虛空
[00:01:28.720 --> 00:01:30.720]  好像我們的課題
[00:01:30.720 --> 00:01:34.320]  看透生命的悲
[00:01:34.320 --> 00:01:37.200]  看透生命的無聊和無奈
[00:01:37.200 --> 00:01:41.200]  看透生命的不公平
[00:01:41.200 --> 00:01:45.840]  在那裏轉化出一種很弔詭的
[00:01:45.840 --> 00:01:50.000]  但是很突破性的人生的出路
[00:01:50.000 --> 00:01:52.720]  這就是傳道書的特色
[00:01:52.720 --> 00:01:56.240]  傳道書是一個很有智慧的書
[00:01:56.240 --> 00:01:59.280]  我們叫智慧文學裏面其中的一本
[00:01:59.280 --> 00:02:01.920]  亦有時不容易理解的書
[00:02:01.920 --> 00:02:03.920]  所以我希望藉著這三晚
[00:02:03.920 --> 00:02:06.640]  盡我自己的力量去了解
[00:02:06.640 --> 00:02:08.640]  加上人生的體會
[00:02:08.640 --> 00:02:10.640]  和大家一起分享
[00:02:10.640 --> 00:02:13.360]  我們希望一起透過傳道書裏面
[00:02:13.360 --> 00:02:17.680]  一方面看見人生的虛空和荒謬
[00:02:17.680 --> 00:02:20.880]  但另一方面我們也看到在虛空和荒謬當中
[00:02:20.880 --> 00:02:22.880]  我們有神的人
[00:02:22.880 --> 00:02:24.880]  有上帝的人
[00:02:24.880 --> 00:02:26.880]  有一個永恆視野的人是不同的
[00:02:26.880 --> 00:02:31.440]  雖然我們的際遇和其他人並不一定有分別
[00:02:31.440 --> 00:02:33.440]  但我們的人不同了
[00:02:33.440 --> 00:02:35.440]  我們的生命不同了
[00:02:35.440 --> 00:02:37.440]  我們的視野不同了
[00:02:37.440 --> 00:02:39.440]  我們的生命仍然可以活得很豐富
[00:02:39.440 --> 00:02:41.440]  很積極 很快樂 很享福
[00:02:41.440 --> 00:02:44.880]  這就是我們傳道書的訊息
[00:02:44.880 --> 00:02:47.760]  今晚我們來到最後一個課題
[00:02:47.760 --> 00:02:50.960]  如果你有留意過去兩晚有來的時候
[00:02:50.960 --> 00:02:54.080]  第一晚我們和傳道書最後的兩章
[00:02:54.080 --> 00:02:56.080]  十一章和十二章
[00:02:56.080 --> 00:02:58.080]  主調是一個消逝的生命
[00:02:58.080 --> 00:03:00.080]  是怎樣的生命
[00:03:00.080 --> 00:03:02.080]  消逝生命提醒我們
[00:03:02.080 --> 00:03:04.080]  還有機會的時候
[00:03:04.080 --> 00:03:06.080]  尚未來到之先
[00:03:06.080 --> 00:03:09.200]  享受我們勞碌得來的份
[00:03:09.200 --> 00:03:12.800]  昨晚我們講回傳道書的開頭的三章
[00:03:12.800 --> 00:03:14.800]  開頭的三章裏面
[00:03:14.800 --> 00:03:18.800]  傳道者在我們講盡人生的無聊無奈
[00:03:18.800 --> 00:03:21.520]  因為我們的生命只是定數
[00:03:21.520 --> 00:03:23.520]  我們的生命是重重複複的
[00:03:23.520 --> 00:03:25.520]  沒有什麼意思的
[00:03:25.520 --> 00:03:27.520]  在這個過程當中我們發覺
[00:03:27.520 --> 00:03:29.520]  傳道者不是的
[00:03:29.520 --> 00:03:31.520]  生命不是就此罷休
[00:03:31.520 --> 00:03:35.120]  如果一個有神的人從神的角度去看
[00:03:35.120 --> 00:03:37.120]  我看見神的手
[00:03:37.120 --> 00:03:39.120]  我看見一個感恩的心
[00:03:39.120 --> 00:03:41.120]  於是我們的生命
[00:03:41.120 --> 00:03:43.120]  就可以在神面前謙謙卑卑
[00:03:43.120 --> 00:03:48.240]  但是可以相信神自己的美意安排
[00:03:48.240 --> 00:03:51.440]  這個我相信是昨晚的訊息
[00:03:51.440 --> 00:03:54.800]  我們講了傳道書的最前面和最後面
[00:03:54.800 --> 00:03:56.800]  今天當然講中間
[00:03:56.800 --> 00:03:58.800]  傳道書中間的幾章聖經
[00:03:58.800 --> 00:04:00.800]  尤其是第四章至第九章
[00:04:00.800 --> 00:04:02.800]  零零星星的
[00:04:02.800 --> 00:04:04.800]  剛才我們只讀了很少部分
[00:04:04.800 --> 00:04:06.800]  我鼓勵大家這三晚
[00:04:06.800 --> 00:04:08.800]  起碼把傳道書讀完
[00:04:08.800 --> 00:04:10.800]  如果還沒讀完
[00:04:10.800 --> 00:04:12.800]  今晚還有一晚讀完
[00:04:12.800 --> 00:04:14.800]  所以就要努力
[00:04:14.800 --> 00:04:16.800]  看完它
[00:04:16.800 --> 00:04:18.800]  明不明白都不要緊
[00:04:18.800 --> 00:04:20.800]  總有隻字片語提醒你
[00:04:20.800 --> 00:04:22.800]  心裏有很多共鳴
[00:04:22.800 --> 00:04:24.800]  如果真的有些不明白
[00:04:24.800 --> 00:04:26.800]  不要強行去解解解解
[00:04:26.800 --> 00:04:28.800]  要理解它
[00:04:28.800 --> 00:04:30.800]  不明白的就讓它不明白
[00:04:30.800 --> 00:04:32.800]  有機會的你會看解經書
[00:04:32.800 --> 00:04:34.800]  和其他頂節目一起查考
[00:04:34.800 --> 00:04:36.800]  大家去研究一下
[00:04:36.800 --> 00:04:38.800]  當中很深奧
[00:04:38.800 --> 00:04:40.800]  很深刻的意思
[00:04:40.800 --> 00:04:42.800]  今晚我們要進入
[00:04:42.800 --> 00:04:44.800]  傳道書第三章
[00:04:44.800 --> 00:04:46.800]  很重要的主題
[00:04:46.800 --> 00:04:48.800]  第四章至第九章
[00:04:48.800 --> 00:04:50.800]  零零星星很多地方不是一字一段
[00:04:50.800 --> 00:04:52.800]  剛才所讀的比較多
[00:04:52.800 --> 00:04:54.800]  但不斷提出一個問題
[00:04:54.800 --> 00:04:56.800]  昨天我們說
[00:04:56.800 --> 00:04:58.800]  生命是定數的
[00:04:58.800 --> 00:05:00.800]  生命是無聊的
[00:05:00.800 --> 00:05:02.800]  重重複複的
[00:05:02.800 --> 00:05:04.800]  不過我們盡力量
[00:05:04.800 --> 00:05:06.800]  真心去做的時候
[00:05:06.800 --> 00:05:08.800]  總是有出路
[00:05:08.800 --> 00:05:10.800]  還沒解決問題
[00:05:10.800 --> 00:05:12.800]  你知道自己努力去做
[00:05:12.800 --> 00:05:14.800]  忠心去做
[00:05:14.800 --> 00:05:16.800]  感應的心去做的時候
[00:05:16.800 --> 00:05:18.800]  始終在神的安排當中有出路
[00:05:18.800 --> 00:05:20.800]  不過在過程當中
[00:05:20.800 --> 00:05:22.800]  天天這樣
[00:05:22.800 --> 00:05:24.800]  都是很勞氣
[00:05:24.800 --> 00:05:26.800]  因為這個世界是一個
[00:05:26.800 --> 00:05:28.800]  很不公平的世界
[00:05:28.800 --> 00:05:30.800]  充滿了不公平的世界
[00:05:30.800 --> 00:05:32.800]  我昨晚臨走之前就說
[00:05:32.800 --> 00:05:34.800]  這句是我作的
[00:05:34.800 --> 00:05:36.800]  不過聖經是這樣說的
[00:05:36.800 --> 00:05:38.800]  好人沒有好報
[00:05:38.800 --> 00:05:40.800]  壞人
[00:05:40.800 --> 00:05:42.800]  拿著數
[00:05:42.800 --> 00:05:44.800]  我相信你會感覺到
[00:05:44.800 --> 00:05:46.800]  很共鳴
[00:05:46.800 --> 00:05:48.800]  基督徒都要面對這樣的日子
[00:05:48.800 --> 00:05:50.800]  可能今天早上
[00:05:50.800 --> 00:05:52.800]  上班半天或一天
[00:05:52.800 --> 00:05:54.800]  都碰見這樣的事情發生
[00:05:54.800 --> 00:05:56.800]  難道我們只在這裡等
[00:05:56.800 --> 00:05:58.800]  等將來
[00:05:58.800 --> 00:06:00.800]  神自己的審判
[00:06:00.800 --> 00:06:02.800]  就這麼簡單嗎
[00:06:02.800 --> 00:06:04.800]  究竟我們怎樣去面對
[00:06:04.800 --> 00:06:06.800]  人生充滿不公平的經驗呢
[00:06:06.800 --> 00:06:08.800]  這是一個很不公平的社會
[00:06:08.800 --> 00:06:10.800]  傳道者教我們
[00:06:10.800 --> 00:06:12.800]  怎樣去面對
[00:06:12.800 --> 00:06:14.800]  這個不公平的社會
[00:06:14.800 --> 00:06:16.800]  而不像其他人一樣
[00:06:16.800 --> 00:06:18.800]  或你以前一樣
[00:06:18.800 --> 00:06:20.800]  整天只有怨氣
[00:06:20.800 --> 00:06:22.800]  整天心心不忿
[00:06:22.800 --> 00:06:24.800]  我們先祈禱
[00:06:24.800 --> 00:06:26.800]  求神幫我們
[00:06:26.800 --> 00:06:28.800]  我們主我們的神
[00:06:28.800 --> 00:06:30.800]  我們懇求祢自己的智慧
[00:06:30.800 --> 00:06:32.800]  今晚賜給我們
[00:06:32.800 --> 00:06:34.800]  稍微觸摸到在傳道書裡
[00:06:34.800 --> 00:06:36.800]  你那種深奧的智慧
[00:06:36.800 --> 00:06:38.800]  以致我們能夠有智慧一點
[00:06:38.800 --> 00:06:40.800]  來看這個人生
[00:06:40.800 --> 00:06:42.800]  親愛的聖靈我們求祢
[00:06:42.800 --> 00:06:44.800]  帶我們進入真理
[00:06:44.800 --> 00:06:46.800]  因為你答應過在你裡面有真理
[00:06:46.800 --> 00:06:48.800]  我們今晚希望
[00:06:48.800 --> 00:06:50.800]  在你自己的話語當中
[00:06:50.800 --> 00:06:52.800]  在你的感動當中
[00:06:52.800 --> 00:06:54.800]  我們都了解到你要我們學到的真理
[00:06:54.800 --> 00:06:56.800]  不單學到真理
[00:06:56.800 --> 00:06:58.800]  讓我們的生命體會到這些真理
[00:06:58.800 --> 00:07:00.800]  我們面對人生
[00:07:00.800 --> 00:07:02.800]  有所不同
[00:07:02.800 --> 00:07:04.800]  以致我們能夠
[00:07:04.800 --> 00:07:06.800]  可以活得更加積極
[00:07:06.800 --> 00:07:08.800]  我們周圍的人
[00:07:08.800 --> 00:07:10.800]  也都見到你在我們生命當中
[00:07:10.800 --> 00:07:12.800]  奉耶穌名祈禱
[00:07:12.800 --> 00:07:14.800]  阿們
[00:07:14.800 --> 00:07:16.800]  打了出來的大綱
[00:07:16.800 --> 00:07:18.800]  大家一路看著
[00:07:18.800 --> 00:07:20.800]  我後來想了想
[00:07:20.800 --> 00:07:22.800]  恐怕不是很多頂姐妹都有
[00:07:22.800 --> 00:07:24.800]  新譯本
[00:07:24.800 --> 00:07:26.800]  所以我盡量把新譯本
[00:07:26.800 --> 00:07:28.800]  我要讀的經文都列在那裡
[00:07:28.800 --> 00:07:30.800]  所以大家可以看著那裡就行了
[00:07:30.800 --> 00:07:32.800]  不過如果你想看畫本怎麼說
[00:07:32.800 --> 00:07:34.800]  你也可以一路對照
[00:07:34.800 --> 00:07:36.800]  我們今天將我們的注意力
[00:07:36.800 --> 00:07:38.800]  集中在傳道書的身上
[00:07:38.800 --> 00:07:40.800]  首先我們剛才說
[00:07:40.800 --> 00:07:42.800]  傳道書一個很重要的主題
[00:07:42.800 --> 00:07:44.800]  我們今天要說的就是
[00:07:44.800 --> 00:07:46.800]  這個世界是一個很不公平的世界
[00:07:46.800 --> 00:07:48.800]  怎麼不公平呢
[00:07:48.800 --> 00:07:50.800]  我自己在看傳道書的時候
[00:07:50.800 --> 00:07:52.800]  起碼他列出了有三方面
[00:07:52.800 --> 00:07:54.800]  我們看的時候
[00:07:54.800 --> 00:07:56.800]  都會很共鳴也明白
[00:07:56.800 --> 00:07:58.800]  就是這樣
[00:07:58.800 --> 00:08:00.800]  這個世界就是這麼不公平
[00:08:00.800 --> 00:08:02.800]  第一強者欺壓弱者的世界
[00:08:02.800 --> 00:08:04.800]  這是一個
[00:08:04.800 --> 00:08:06.800]  我一說的時候
[00:08:06.800 --> 00:08:08.800]  我想大家都會明白
[00:08:08.800 --> 00:08:10.800]  這是一個強者欺壓弱者的世界
[00:08:10.800 --> 00:08:12.800]  傳道書四章一節說
[00:08:12.800 --> 00:08:14.800]  我看見在日光之下
[00:08:14.800 --> 00:08:16.800]  所發生的一切欺壓的事
[00:08:16.800 --> 00:08:18.800]  受欺壓的在流淚
[00:08:18.800 --> 00:08:20.800]  卻沒有人去安慰他們
[00:08:20.800 --> 00:08:22.800]  為什麼呢
[00:08:22.800 --> 00:08:24.800]  因為欺壓他們的手裡拿著權柄
[00:08:24.800 --> 00:08:26.800]  因此沒有人
[00:08:26.800 --> 00:08:28.800]  敢安慰那些受欺壓的
[00:08:28.800 --> 00:08:30.800]  是不是很賭肉
[00:08:30.800 --> 00:08:32.800]  一句就說完了
[00:08:32.800 --> 00:08:34.800]  有人被欺壓
[00:08:34.800 --> 00:08:36.800]  周圍的人都不敢安慰他
[00:08:36.800 --> 00:08:38.800]  因為欺壓他的人惡
[00:08:38.800 --> 00:08:40.800]  欺壓他的人有權力
[00:08:40.800 --> 00:08:42.800]  所以
[00:08:42.800 --> 00:08:44.800]  是無可奈何
[00:08:44.800 --> 00:08:46.800]  我有時在心裡嘆息
[00:08:46.800 --> 00:08:48.800]  想幫他也不敢
[00:08:48.800 --> 00:08:50.800]  欺壓人永遠都是惡的
[00:08:50.800 --> 00:08:52.800]  這個世界就是這樣
[00:08:52.800 --> 00:08:54.800]  每個辦公室
[00:08:54.800 --> 00:08:56.800]  每個公司裡都有幾個很壞的人
[00:08:56.800 --> 00:08:58.800]  是不是
[00:08:58.800 --> 00:09:00.800]  有很多的大部分其實沒有所謂
[00:09:00.800 --> 00:09:02.800]  但是那幾個就搞死你了
[00:09:02.800 --> 00:09:04.800]  有些人我不明白
[00:09:04.800 --> 00:09:06.800]  因為我們做基督徒
[00:09:06.800 --> 00:09:08.800]  我自己的
[00:09:08.800 --> 00:09:10.800]  因為我父母沒什麼大志
[00:09:10.800 --> 00:09:12.800]  所以一生都沒什麼樹敵
[00:09:12.800 --> 00:09:14.800]  所以我又不明白
[00:09:14.800 --> 00:09:16.800]  為什麼有些人要這麼aggressive
[00:09:16.800 --> 00:09:18.800]  有些人是很有攻擊性的
[00:09:18.800 --> 00:09:20.800]  明明無端端無慾無仇
[00:09:20.800 --> 00:09:22.800]  他要整你
[00:09:22.800 --> 00:09:24.800]  一個這樣的人
[00:09:24.800 --> 00:09:26.800]  我都不明白他心態在想什麼
[00:09:26.800 --> 00:09:28.800]  一想到一句很刻薄的話
[00:09:28.800 --> 00:09:30.800]  覺得很快樂
[00:09:30.800 --> 00:09:32.800]  有些人是要爬上去
[00:09:32.800 --> 00:09:34.800]  爬上去之後
[00:09:34.800 --> 00:09:36.800]  他都要踩你兩腳
[00:09:36.800 --> 00:09:38.800]  這樣才會安樂
[00:09:38.800 --> 00:09:40.800]  為什麼呢
[00:09:40.800 --> 00:09:42.800]  世界上就是這樣的人
[00:09:42.800 --> 00:09:44.800]  每間公司都有這樣的人
[00:09:44.800 --> 00:09:46.800]  每個地方都有這樣的人
[00:09:46.800 --> 00:09:48.800]  我家人有時候真的挺好
[00:09:48.800 --> 00:09:50.800]  有時候真的會生氣
[00:09:50.800 --> 00:09:52.800]  希望能像escape from new york
[00:09:52.800 --> 00:09:54.800]  或者什麼怪獸公司
[00:09:54.800 --> 00:09:56.800]  怪獸公司比他好
[00:09:56.800 --> 00:09:58.800]  將所有那幾個
[00:09:58.800 --> 00:10:00.800]  所有公司的怪獸
[00:10:00.800 --> 00:10:02.800]  放在一間讓他自己上班
[00:10:02.800 --> 00:10:04.800]  這個世界很安樂
[00:10:04.800 --> 00:10:06.800]  但不是的
[00:10:06.800 --> 00:10:08.800]  去到差不多的地方
[00:10:08.800 --> 00:10:10.800]  又會見到那些人
[00:10:10.800 --> 00:10:12.800]  那些是強者
[00:10:12.800 --> 00:10:14.800]  那些人總是被他拿到權
[00:10:14.800 --> 00:10:16.800]  你不要理會他用什麼手段
[00:10:16.800 --> 00:10:18.800]  所以有時候發覺很生氣
[00:10:18.800 --> 00:10:20.800]  很生氣
[00:10:20.800 --> 00:10:22.800]  所以第五章第八節
[00:10:22.800 --> 00:10:24.800]  說如果你在一個省
[00:10:24.800 --> 00:10:26.800]  見到窮人遭受欺壓
[00:10:26.800 --> 00:10:28.800]  公義和正義
[00:10:28.800 --> 00:10:30.800]  被奪去的話
[00:10:30.800 --> 00:10:32.800]  你不必驚訝
[00:10:32.800 --> 00:10:34.800]  這個世界沒有正義
[00:10:34.800 --> 00:10:36.800]  有權就可以說了
[00:10:36.800 --> 00:10:38.800]  有辦法就可以欺負人
[00:10:38.800 --> 00:10:40.800]  欺負了那些人
[00:10:40.800 --> 00:10:42.800]  聲音都沒了
[00:10:42.800 --> 00:10:44.800]  還為了工作
[00:10:44.800 --> 00:10:46.800]  說謝謝你提點我
[00:10:46.800 --> 00:10:48.800]  提點什麼
[00:10:48.800 --> 00:10:50.800]  提點
[00:10:50.800 --> 00:10:52.800]  如果不是為了工作
[00:10:52.800 --> 00:10:54.800]  一巴掌打下去
[00:10:54.800 --> 00:10:56.800]  有什麼辦法
[00:10:56.800 --> 00:10:58.800]  回到家就罵老婆
[00:10:58.800 --> 00:11:00.800]  兒子被罵
[00:11:00.800 --> 00:11:02.800]  就踢一隻狗
[00:11:02.800 --> 00:11:04.800]  這隻狗都不知道發生什麼事
[00:11:04.800 --> 00:11:06.800]  這個世界就是這樣
[00:11:06.800 --> 00:11:08.800]  你不要理會他
[00:11:08.800 --> 00:11:10.800]  是不是
[00:11:10.800 --> 00:11:12.800]  好了
[00:11:12.800 --> 00:11:14.800]  第二樣
[00:11:14.800 --> 00:11:16.800]  我們不詳細的
[00:11:16.800 --> 00:11:18.800]  你講好例子給我聽
[00:11:18.800 --> 00:11:20.800]  好人有惡部
[00:11:20.800 --> 00:11:22.800]  惡人有好部
[00:11:22.800 --> 00:11:24.800]  剛才我們說的
[00:11:24.800 --> 00:11:26.800]  好人應該有好部
[00:11:26.800 --> 00:11:28.800]  是不是
[00:11:28.800 --> 00:11:30.800]  壞人應該有惡部
[00:11:30.800 --> 00:11:32.800]  為什麼他可以拿到財
[00:11:32.800 --> 00:11:34.800]  但是傳道者說
[00:11:34.800 --> 00:11:36.800]  八章十四節說
[00:11:36.800 --> 00:11:38.800]  這世上有件虛空的事
[00:11:38.800 --> 00:11:40.800]  就是義人照惡人所行
[00:11:40.800 --> 00:11:42.800]  受報應
[00:11:42.800 --> 00:11:44.800]  惡人就受義人所行的
[00:11:44.800 --> 00:11:46.800]  得到補償
