
[00:00:00.000 --> 00:00:07.900]  我要再次的多謝教會安排藤師母和我回來這段時間
[00:00:07.900 --> 00:00:13.480]  我要再次多謝教會安排我和藤師母在這段時間裏面回來香港
[00:00:13.480 --> 00:00:15.480]  這個時間很快就過了
[00:00:15.480 --> 00:00:17.280]  十天很快就過了
[00:00:17.280 --> 00:00:19.280]  明天我們就要告辭了
[00:00:19.280 --> 00:00:21.060]  明天我們有告辭
[00:00:21.060 --> 00:00:25.820]  在這十天裏面看見主的恩典在北京
[00:00:25.820 --> 00:00:28.820]  在這十天裏面看到主的恩典在北京
[00:00:28.820 --> 00:00:31.960]  我剛剛從北宣的女兒家裏回來
[00:00:31.960 --> 00:00:35.160]  我剛剛從北宣的女兒的家裏回來
[00:00:35.160 --> 00:00:37.960]  就是從西環塘回來
[00:00:37.960 --> 00:00:39.960]  就是從西環塘回來
[00:00:39.960 --> 00:00:42.340]  我看見那邊幾乎的人數也增加了
[00:00:42.340 --> 00:00:45.540]  我看見那邊的人數也增加了
[00:00:45.540 --> 00:00:47.540]  很感謝主
[00:00:47.540 --> 00:00:57.680]  這次也能夠參加百週年紀念的佈道會和感恩會
[00:00:57.680 --> 00:01:02.060]  這次也能夠參加百週年紀念的佈道會和感恩會
[00:01:02.060 --> 00:01:04.660]  是非常快樂的
[00:01:04.660 --> 00:01:06.660]  感恩過了
[00:01:06.660 --> 00:01:09.000]  我們的十年計劃就開始了
[00:01:09.000 --> 00:01:11.000]  我們十年的計劃就開始了
[00:01:11.000 --> 00:01:14.800]  我相信主會帶領我們
[00:01:14.800 --> 00:01:19.300]  完成我們的十年計劃
[00:01:19.300 --> 00:01:24.700]  四月我會再回來
[00:01:24.700 --> 00:01:26.700]  四月我會再回來
[00:01:26.700 --> 00:01:30.380]  那次有兩個很重要的任務
[00:01:30.380 --> 00:01:33.180]  那次會有兩個很重要的任務
[00:01:33.180 --> 00:01:35.180]  我想請大家代表
[00:01:35.180 --> 00:01:37.180]  我想請大家代表
[00:01:37.180 --> 00:01:42.900]  第一就是中國邀請美國的佈道家
[00:01:42.900 --> 00:01:47.400]  戈培利博士去國內佈道
[00:01:47.400 --> 00:01:50.240]  就是中國邀請美國的名佈道家
[00:01:50.240 --> 00:01:53.460]  戈培利博士去中國佈道
[00:01:53.460 --> 00:02:00.440]  戈培利邀請我做他的翻譯
[00:02:00.440 --> 00:02:04.440]  所以我會和他回中國兩個禮拜
[00:02:04.440 --> 00:02:07.380]  所以我會和他一起回中國兩個禮拜
[00:02:07.380 --> 00:02:13.540]  在北京、上海、南京、廣州
[00:02:13.540 --> 00:02:15.540]  在北京、上海、南京、廣州
[00:02:15.540 --> 00:02:17.860]  都有佈道會
[00:02:17.860 --> 00:02:20.060]  在禮拜堂裏面
[00:02:20.060 --> 00:02:21.620]  在大學裏面
[00:02:21.620 --> 00:02:23.620]  這是一個很難得的機會
[00:02:23.620 --> 00:02:25.620]  這是一個很難得的機會
[00:02:25.620 --> 00:02:29.100]  需要大家很懇切的代表
[00:02:29.100 --> 00:02:31.740]  需要大家很懇切的來代表
[00:02:31.740 --> 00:02:35.860]  求主使戈培利博士這次去
[00:02:35.860 --> 00:02:38.860]  求主使戈培利博士這次去
[00:02:38.860 --> 00:02:42.860]  能夠對中國國內的福音工作有幫助
[00:02:42.860 --> 00:02:46.360]  能夠對中國國內的福音工作有幫助
[00:02:46.360 --> 00:02:47.860]  能夠有一個好的影響
[00:02:47.860 --> 00:02:49.860]  能夠有一個好的影響
[00:02:49.860 --> 00:02:52.860]  接受大家的代禱
[00:02:52.860 --> 00:02:54.360]  接受大家的代禱
[00:02:54.360 --> 00:02:57.860]  相信全世界有許多的弟兄姊妹代禱
[00:02:57.860 --> 00:03:00.860]  相信全世界有許多的弟兄姊妹代禱
[00:03:00.860 --> 00:03:05.860]  希望這次能夠有真正的好的作用
[00:03:05.860 --> 00:03:08.860]  希望這次能夠有真正的好的作用
[00:03:08.860 --> 00:03:11.860]  第二件事
[00:03:11.860 --> 00:03:17.360]  在泰國要舉行一個全國的福音會議
[00:03:17.360 --> 00:03:19.860]  在泰國要舉行一個全國的福音會議
[00:03:19.860 --> 00:03:23.360]  他們邀請我去港島
[00:03:23.360 --> 00:03:26.860]  所以從大陸回來
[00:03:26.860 --> 00:03:29.360]  過了一個禮拜
[00:03:29.360 --> 00:03:31.360]  就到泰國
[00:03:31.360 --> 00:03:34.860]  也請大家代禱
[00:03:34.860 --> 00:03:39.860]  泰國非常需要福音
[00:03:39.860 --> 00:03:44.360]  所以這次的福音會議有一個很重要的作用
[00:03:44.360 --> 00:03:47.860]  所以這次的福音會議有一個很重要的作用
[00:03:47.860 --> 00:03:49.860]  好多年前他們舉行了第一次
[00:03:49.860 --> 00:03:52.360]  好多年前他們舉行了第一次
[00:03:52.360 --> 00:03:54.860]  也是請我講到
[00:03:54.860 --> 00:03:56.860]  1969年
[00:03:56.860 --> 00:03:58.860]  這是第三次
[00:03:58.860 --> 00:04:00.860]  第三屆的福音會議
[00:04:00.860 --> 00:04:02.360]  第三屆的福音會議
[00:04:02.360 --> 00:04:05.860]  每一次都有它的作用
[00:04:05.860 --> 00:04:08.860]  請大家代禱
[00:04:08.860 --> 00:04:12.860]  今天早上
[00:04:12.860 --> 00:04:16.860]  我要和大家一同領受
[00:04:16.860 --> 00:04:19.360]  聖經的信息
[00:04:19.360 --> 00:04:23.360]  更深的生命
[00:04:23.360 --> 00:04:30.360]  經文印在我們的周刊上
[00:04:30.360 --> 00:04:36.360]  但是是節錄
[00:04:36.360 --> 00:04:38.860]  所以請大家翻到聖經裏面
[00:04:38.860 --> 00:04:41.360]  所以請大家揭開聖經
[00:04:41.360 --> 00:04:43.860]  一起解說
[00:04:43.860 --> 00:04:47.860]  以西傑書47章
[00:04:47.860 --> 00:04:52.360]  1032頁
[00:04:52.360 --> 00:04:54.360]  中間有橫的那些
[00:04:54.360 --> 00:05:01.360]  直的那些是900多頁
[00:05:01.360 --> 00:05:08.860]  47章第一節到12節
[00:05:08.860 --> 00:05:12.860]  我們在領受之前
[00:05:12.860 --> 00:05:16.860]  先低頭做仰望的禱告
[00:05:16.860 --> 00:05:18.860]  先低頭做仰望的祈禱
[00:05:18.860 --> 00:05:22.860]  天父我們需要你的話語
[00:05:22.860 --> 00:05:24.860]  來慰養我們的生命
[00:05:24.860 --> 00:05:27.860]  我們等候在你的面前
[00:05:27.860 --> 00:05:29.860]  懇求聖靈
[00:05:29.860 --> 00:05:31.860]  我們的老師
[00:05:31.860 --> 00:05:33.860]  親自的教導我們
[00:05:33.860 --> 00:05:34.860]  預備我們的心
[00:05:34.860 --> 00:05:36.860]  出去我們離間界的藍燭
[00:05:36.860 --> 00:05:38.860]  讓我們因為
[00:05:38.860 --> 00:05:41.860]  科穆族就科穆族的話
[00:05:41.860 --> 00:05:43.860]  願主使你的話
[00:05:43.860 --> 00:05:45.860]  有力
[00:05:45.860 --> 00:05:49.860]  在我們的裏面成為真正的供應
[00:05:49.860 --> 00:05:52.860]  求主使我們在奔跑臨程上
[00:05:52.860 --> 00:05:55.860]  不斷地因你的話語
[00:05:55.860 --> 00:05:57.860]  而重新的領受
[00:05:57.860 --> 00:05:59.860]  請你用你的兩個孩子
[00:05:59.860 --> 00:06:01.860]  把你的話語傳達的清楚
[00:06:01.860 --> 00:06:02.860]  我們一同領受
[00:06:02.860 --> 00:06:04.860]  奉主的明禱告
[00:06:04.860 --> 00:06:06.860]  好嘞
[00:06:07.860 --> 00:06:09.860]  (廣東話)
[00:06:09.860 --> 00:06:11.860]  (廣東話)
[00:06:11.860 --> 00:06:13.860]  (廣東話)
[00:06:13.860 --> 00:06:15.860]  (廣東話)
[00:06:15.860 --> 00:06:17.860]  (廣東話)
[00:06:17.860 --> 00:06:19.860]  在這段經文裏面
[00:06:19.860 --> 00:06:24.860]  先知易世傑看見一個異象
[00:06:24.860 --> 00:06:28.860]  在這個異象裏面有一條河
[00:06:28.860 --> 00:06:32.860]  從聖殿裏流出來
[00:06:32.860 --> 00:06:35.860]  越流越深
[00:06:35.860 --> 00:06:39.860]  所以它可以代表更深的生命
[00:06:39.860 --> 00:06:42.860]  它可以代表更深的生命
[00:06:42.860 --> 00:06:43.860]  這條河
[00:06:43.860 --> 00:06:47.860]  主耶穌曾經提過
[00:06:47.860 --> 00:06:50.860]  在《約翰福音》第七章
[00:06:50.860 --> 00:06:53.860]  第38次就說
[00:06:53.860 --> 00:06:58.860]  這是主指著聖靈所說的
[00:06:58.860 --> 00:07:04.860]  所以這條更深生命的河
[00:07:04.860 --> 00:07:08.860]  和聖靈的工作配合在一起
[00:07:08.860 --> 00:07:12.860]  神藉著聖靈的工作
[00:07:12.860 --> 00:07:19.860]  把我們帶進更深的生命裏面
[00:07:19.860 --> 00:07:22.860]  在這段經文裏面
[00:07:22.860 --> 00:07:24.860]  用一幅圖畫
[00:07:24.860 --> 00:07:30.860]  來傳達更深生命的內容
[00:07:30.860 --> 00:07:35.860]  到底什麼叫更深的生命呢?
[00:07:35.860 --> 00:07:40.860]  我們把這段經文來分析一下
[00:07:40.860 --> 00:07:42.860]  一起來領受
[00:07:42.860 --> 00:07:44.860]  第一點
[00:07:44.860 --> 00:07:49.860]  更深的生命是一個超自然的生命
[00:07:49.860 --> 00:07:55.860]  因為它的來源不是從人而來
[00:07:55.860 --> 00:07:58.860]  那是從神而來
[00:07:58.860 --> 00:08:00.860]  第一點告訴我們
[00:08:00.860 --> 00:08:07.860]  這條河是從神的殿裏面流出來的
[00:08:07.860 --> 00:08:12.860]  它的源頭在聖殿裏面
[00:08:12.860 --> 00:08:15.860]  聖殿是什麼地方呢?
[00:08:15.860 --> 00:08:19.860]  就是神人相會的地方
[00:08:19.860 --> 00:08:21.860]  大家都記得
[00:08:21.860 --> 00:08:25.860]  舊約的雅各在波特利
[00:08:25.860 --> 00:08:27.860]  得到神向他顯現
[00:08:27.860 --> 00:08:30.860]  他醒過來
[00:08:30.860 --> 00:08:33.860]  他就給那個地方起名叫波特利
[00:08:33.860 --> 00:08:37.860]  就是神的殿的意思
[00:08:37.860 --> 00:08:41.860]  為什麼他給那個地方起名呢?
[00:08:41.860 --> 00:08:47.860]  因為他在那裏與神相會
[00:08:47.860 --> 00:08:50.860]  所以在那裏他就被奠個殿
[00:08:50.860 --> 00:08:53.860]  所以在那裏他準備見到神
[00:08:53.860 --> 00:08:55.860]  所以在那裏他就被奠個殿
[00:08:55.860 --> 00:08:57.860]  所以在那裏他準備見到一個殿
[00:08:57.860 --> 00:09:00.860]  他說這就是波特利
[00:09:00.860 --> 00:09:02.860]  他說這裏就是波特利
[00:09:02.860 --> 00:09:03.860]  神的殿
[00:09:03.860 --> 00:09:04.860]  神的殿
[00:09:04.860 --> 00:09:07.860]  神人相會的地方
[00:09:07.860 --> 00:09:09.860]  進一步來講
[00:09:09.860 --> 00:09:10.860]  在新約裏面
[00:09:10.860 --> 00:09:14.860]  主耶穌自己說祂就是殿
[00:09:14.860 --> 00:09:16.860]  說祂自己就是殿
[00:09:16.860 --> 00:09:19.860]  舊約的殿是預表基督
[00:09:19.860 --> 00:09:22.860]  為什麼這樣說呢?
[00:09:22.860 --> 00:09:27.860]  約翰福音第二章19節
[00:09:27.860 --> 00:09:29.860]  主耶穌說
